context: When I got into junior high, there was an amazing player. response:	I thought that junior high was an amazing place,
context: And with a normal one...\Yep.\But that shrimp's role is to be the decoy.\They want us to focus our attention on him.\So let's just set up a simple rule.\When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay? response:	Right!
context: Yep.\But that shrimp's role is to be the decoy.\They want us to focus our attention on him.\So let's just set up a simple rule.\When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay?\Right! response:	Considering we took a timeout this early when nothing's really happened yet,
context: But that shrimp's role is to be the decoy.\They want us to focus our attention on him.\So let's just set up a simple rule.\When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet, response:	don't you think they realized that we've realized what they're doing?
context: They want us to focus our attention on him.\So let's just set up a simple rule.\When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing? response:	That's completely fine.
context: So let's just set up a simple rule.\When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine. response:	It's actually better if they realize it.
context: When we hear bring it, let's just have one person mark the shrimp.\When we hear to me, let's see where the toss goes before we jump.\Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it. response:	If they know that we've realized they're using those signals,
context: When we hear to me, let's see where the toss goes before we jump.\Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals, response:	it might be minimal, but Tobio will panic.
context: Okay?\Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic. response:	Hey! What's with the serious face? That's not like you.
context: Right!\Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you. response:	Nah, Noya-san. That's actually how he always looks.
context: Considering we took a timeout this early when nothing's really happened yet,\don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks. response:	He has the same face when
context: don't you think they realized that we've realized what they're doing?\That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when response:	he's trying to decide between milk a yogurt drink.
context: That's completely fine.\It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink. response:	That He That has nothing to do with anything!
context: It's actually better if they realize it.\If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything! response:	But Noya-san, I'm amazed that you were able to return that serve.
context: If they know that we've realized they're using those signals,\it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve. response:	I received that serve once when I was in junior high.
context: it might be minimal, but Tobio will panic.\Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high. response:	It was always an amazing serve, if he could actually get it in,
context: Hey! What's with the serious face? That's not like you.\Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in, response:	but he missed it a lot, and it didn't have as much control.
context: Nah, Noya-san. That's actually how he always looks.\He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control. response:	I'm sure he practiced a lot.
context: He has the same face when\he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot. response:	Just because they have one guy who can serve really well
context: he's trying to decide between milk a yogurt drink.\That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well response:	and their setter is an all-around player,
context: That He That has nothing to do with anything!\But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player, response:	I don't think those are the only reasons they've stayed in the top four for so long.
context: But Noya-san, I'm amazed that you were able to return that serve.\I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long. response:	If we let our guard down, they'll take this game.
context: I received that serve once when I was in junior high.\It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game. response:	Let's give it our all!
context: It was always an amazing serve, if he could actually get it in,\but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all! response:	Right!
context: but he missed it a lot, and it didn't have as much control.\I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all!\Right! response:	All right!
context: I'm sure he practiced a lot.\Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all!\Right!\All right! response:	What the hell kind of sound was that?!
context: Just because they have one guy who can serve really well\and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all!\Right!\All right!\What the hell kind of sound was that?! response:	Don't look down, even if you miss.
context: and their setter is an all-around player,\I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all!\Right!\All right!\What the hell kind of sound was that?!\Don't look down, even if you miss. response:	All right. Let's go ahead with our plan.
context: I don't think those are the only reasons they've stayed in the top four for so long.\If we let our guard down, they'll take this game.\Let's give it our all!\Right!\All right!\What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan. response:	Kindaichi, you know where to aim, right?
context: If we let our guard down, they'll take this game.\Let's give it our all!\Right!\All right!\What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right? response:	Yes!
context: Let's give it our all!\Right!\All right!\What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes! response:	One point!
context: Right!\All right!\What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes!\One point! response:	No matter how great a set up may be,
context: All right!\What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes!\One point!\No matter how great a set up may be, response:	it only exists because of the first receive.
context: What the hell kind of sound was that?!\Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes!\One point!\No matter how great a set up may be,\it only exists because of the first receive. response:	Kindaichi, nice serve!
context: Don't look down, even if you miss.\All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes!\One point!\No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve! response:	Oh? That didn't look like a very strong serve.
context: All right. Let's go ahead with our plan.\Kindaichi, you know where to aim, right?\Yes!\One point!\No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve. response:	Sorry! We'll get the next one!
context: Kindaichi, you know where to aim, right?\Yes!\One point!\No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one! response:	Don't mind! Don't mind!
context: Yes!\One point!\No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind! response:	All right!
context: One point!\No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind!\All right! response:	It's really hard to get.
context: No matter how great a set up may be,\it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind!\All right!\It's really hard to get. response:	It seems...
context: it only exists because of the first receive.\Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind!\All right!\It's really hard to get.\It seems... response:	They're trying to get the setter from the back line to come out.
context: Kindaichi, nice serve!\Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind!\All right!\It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out. response:	That wasn't like Oikawa-kun's serve, so why can't they get it?
context: Oh? That didn't look like a very strong serve.\Sorry! We'll get the next one!\Don't mind! Don't mind!\All right!\It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it? response:	Ahem. Well, that's because...
context: Sorry! We'll get the next one!\Don't mind! Don't mind!\All right!\It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because... response:	Back line Front line
context: Don't mind! Don't mind!\All right!\It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line response:	When the setter is in the back line,
context: All right!\It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line\When the setter is in the back line, response:	he can't move in front of the players on the front line
context: It's really hard to get.\It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line response:	until after the serve is hit.
context: It seems...\They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit. response:	Back line Front line
context: They're trying to get the setter from the back line to come out.\That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line response:	So when they serve the ball,
context: That wasn't like Oikawa-kun's serve, so why can't they get it?\Ahem. Well, that's because...\Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line\So when they serve the ball, response:	they have to rush toward the net at the same time.
context: Ahem. Well, that's because...\Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time. response:	If they happen to to serve right where this mixing of people occurs,
context: Back line Front line\When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs, response:	they tend to receive late and it's easy to miss.
context: When the setter is in the back line,\he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss. response:	But as soon as they know where it's going...
context: he can't move in front of the players on the front line\until after the serve is hit.\Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going... response:	Kindaichi, nice serve!
context: until after the serve is hit.\Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve! response:	Yeah!
context: Back line Front line\So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah! response:	Nice receive!
context: So when they serve the ball,\they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah!\Nice receive! response:	All right!
context: they have to rush toward the net at the same time.\If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah!\Nice receive!\All right! response:	So they're thinking about a lot of things while playing...
context: If they happen to to serve right where this mixing of people occurs,\they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah!\Nice receive!\All right!\So they're thinking about a lot of things while playing... response:	Thank you, old guy.
context: they tend to receive late and it's easy to miss.\But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah!\Nice receive!\All right!\So they're thinking about a lot of things while playing...\Thank you, old guy. response:	Old. Sure.
context: But as soon as they know where it's going...\Kindaichi, nice serve!\Yeah!\Nice receive!\All right!\So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure. response:	Ah, looks like Oikawa-kun is back up front.
context: Kindaichi, nice serve!\Yeah!\Nice receive!\All right!\So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front. response:	3! 3!
context: Yeah!\Nice receive!\All right!\So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3! response:	They'll have to be careful of that dump attack again.
context: Nice receive!\All right!\So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again. response:	Nice serve!
context: All right!\So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again.\Nice serve! response:	Damn it...
context: So they're thinking about a lot of things while playing...\Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again.\Nice serve!\Damn it... response:	This pressure's incredible.
context: Thank you, old guy.\Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again.\Nice serve!\Damn it...\This pressure's incredible. response:	They're now four points ahead of us,
context: Old. Sure.\Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again.\Nice serve!\Damn it...\This pressure's incredible.\They're now four points ahead of us, response:	and we have two blockers on the front row without Hinata.
context: Ah, looks like Oikawa-kun is back up front.\3! 3!\They'll have to be careful of that dump attack again.\Nice serve!\Damn it...\This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata. response:	We have to hurry up the rotation.
context: 3! 3!\They'll have to be careful of that dump attack again.\Nice serve!\Damn it...\This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation. response:	Nice receive!
context: They'll have to be careful of that dump attack again.\Nice serve!\Damn it...\This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive! response:	A dump!
context: Nice serve!\Damn it...\This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive!\A dump! response:	There's nothing easier to stop than a dump when you're panicked.
context: Damn it...\This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked. response:	Aoba Johsai Karasuno
context: This pressure's incredible.\They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno response:	Yeah!
context: They're now four points ahead of us,\and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah! response:	Yeah!
context: and we have two blockers on the front row without Hinata.\We have to hurry up the rotation.\Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah!\Yeah! response:	Let's turn this around and get those four points back.
context: We have to hurry up the rotation.\Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah!\Yeah!\Let's turn this around and get those four points back. response:	Yeah!
context: Nice receive!\A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah!\Yeah!\Let's turn this around and get those four points back.\Yeah! response:	They're so lively...
context: A dump!\There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah!\Yeah!\Let's turn this around and get those four points back.\Yeah!\They're so lively... response:	Give me a toss!
context: There's nothing easier to stop than a dump when you're panicked.\Aoba Johsai Karasuno\Yeah!\Yeah!\Let's turn this around and get those four points back.\Yeah!\They're so lively...\Give me a toss! response:	When we hear give me, we look at the toss...
context: Aoba Johsai Karasuno\Yeah!\Yeah!\Let's turn this around and get those four points back.\Yeah!\They're so lively...\Give me a toss!\When we hear give me, we look at the toss... response:	All right!
context: Yeah!\Yeah!\Let's turn this around and get those four points back.\Yeah!\They're so lively...\Give me a toss!\When we hear give me, we look at the toss...\All right! response:	Have they realized it, after all?
context: Yeah!\Let's turn this around and get those four points back.\Yeah!\They're so lively...\Give me a toss!\When we hear give me, we look at the toss...\All right!\Have they realized it, after all? response:	Kageyama, nice serve!
context: Let's turn this around and get those four points back.\Yeah!\They're so lively...\Give me a toss!\When we hear give me, we look at the toss...\All right!\Have they realized it, after all?\Kageyama, nice serve! response:	One point!
context: Yeah!\They're so lively...\Give me a toss!\When we hear give me, we look at the toss...\All right!\Have they realized it, after all?\Kageyama, nice serve!\One point! response:	I'm not going to miss this time.
context: They're so lively...\Give me a toss!\When we hear give me, we look at the toss...\All right!\Have they realized it, after all?\Kageyama, nice serve!\One point!\I'm not going to miss this time. response:	Is it a bit too forward?
context: Give me a toss!\When we hear give me, we look at the toss...\All right!\Have they realized it, after all?\Kageyama, nice serve!\One point!\I'm not going to miss this time.\Is it a bit too forward? response:	Front! Front! Front!
context: When we hear give me, we look at the toss...\All right!\Have they realized it, after all?\Kageyama, nice serve!\One point!\I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front! response:	Good. He was able to turn it into a soft serve.
context: All right!\Have they realized it, after all?\Kageyama, nice serve!\One point!\I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve. response:	I'm not going to give you a chance that easily.
context: Have they realized it, after all?\Kageyama, nice serve!\One point!\I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily. response:	Kageyama-kun touched the ball first?
context: Kageyama, nice serve!\One point!\I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first? response:	Now he can't toss!
context: One point!\I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss! response:	Tanaka!
context: I'm not going to miss this time.\Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka! response:	Damn it!
context: Is it a bit too forward?\Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka!\Damn it! response:	To be able to change a tight spot into an opportunity so quickly...
context: Front! Front! Front!\Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly... response:	The fact that he's able to do that in an actual match...
context: Good. He was able to turn it into a soft serve.\I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match... response:	His command of the game is amazing.
context: I'm not going to give you a chance that easily.\Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing. response:	Don't mind! Don't mind!
context: Kageyama-kun touched the ball first?\Now he can't toss!\Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind! response:	One more!
context: Now he can't toss!\Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind!\One more! response:	Now it's Oikawa-kun's turn to serve again.
context: Tanaka!\Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again. response:	Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...
context: Damn it!\To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent... response:	I love it!
context: To be able to change a tight spot into an opportunity so quickly...\The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it! response:	Don't mind! We'll get the next one!
context: The fact that he's able to do that in an actual match...\His command of the game is amazing.\Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one! response:	Continuously missing serve receives will apply a lot of pressure.
context: His command of the game is amazing.\Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure. response:	First, we'll have to quiet down the lively baldy,
context: Don't mind! Don't mind!\One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy, response:	then the ace.
context: One more!\Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace. response:	If we can break the two on the left who are the essence of their attack...
context: Now it's Oikawa-kun's turn to serve again.\Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack... response:	There's no point in having a skilled decoy.
context: Seeing the heavy atmosphere when a team's cheerful mood-maker suddenly falls silent...\I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy. response:	That was fast.
context: I love it!\Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast. response:	Karasuno's taking a timeout right after a fast attack.
context: Don't mind! We'll get the next one!\Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack. response:	Well, the momentum's already with Seijoh,
context: Continuously missing serve receives will apply a lot of pressure.\First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh, response:	so if they don't hurry up and turn the momentum around,
context: First, we'll have to quiet down the lively baldy,\then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around, response:	they're not going to be able to come back.
context: then the ace.\If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back. response:	I feel bad for the guy they're targeting.
context: If we can break the two on the left who are the essence of their attack...\There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting. response:	Just lift it up!
context: There's no point in having a skilled decoy.\That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up! response:	Even if it doesn't go to the setter, as long as we can get the ball up,
context: That was fast.\Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up, response:	we can recover somehow!
