context: Who is that?! response:	Hey, are you all right?!
context: Kagome?\Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow.\So soon? response:	I can smell it... She's not far.
context: Inuyasha's eyes just now...\He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow.\So soon?\I can smell it... She's not far. response:	Inuyasha...
context: He wasn't seeing me...\He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow.\So soon?\I can smell it... She's not far.\Inuyasha... response:	He's asleep.
context: He was seeing Kikyo inside me.\Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow.\So soon?\I can smell it... She's not far.\Inuyasha...\He's asleep. response:	When I first saw Inuyasha, he was sleeping, too.
context: Granny's asleep.\You'd better get some sleep.\We'll attack tomorrow.\So soon?\I can smell it... She's not far.\Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too. response:	Actually, he was bound to a tree...
context: You'd better get some sleep.\We'll attack tomorrow.\So soon?\I can smell it... She's not far.\Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree... response:	But to me, he looked like sleeping peacefully.
context: We'll attack tomorrow.\So soon?\I can smell it... She's not far.\Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully. response:	I thought he hated Kikyo...
context: So soon?\I can smell it... She's not far.\Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo... response:	I know! It's because I look like Kikyo!
context: I can smell it... She's not far.\Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo! response:	That's why you don't like me, right?!
context: Inuyasha...\He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?! response:	It's not!
context: He's asleep.\When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not! response:	Huh?
context: When I first saw Inuyasha, he was sleeping, too.\Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh? response:	It's not like that.
context: Actually, he was bound to a tree...\But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that. response:	Inuyasha's eyes...
context: But to me, he looked like sleeping peacefully.\I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\Inuyasha's eyes... response:	weren't the eyes of hatred.
context: I thought he hated Kikyo...\I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred. response:	My heart is still pounding.
context: I know! It's because I look like Kikyo!\That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding. response:	I wonder if Inuyasha...
context: That's why you don't like me, right?!\It's not!\Huh?\It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha... response:	Maybe Inuyasha...
context: It's not!\Huh?\It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha... response:	actually was in love with Kikyo.
context: Huh?\It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo. response:	We must retrieve Kikyo's ashes as soon as possible!
context: It's not like that.\Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible! response:	I have a dreadful feeling about this.
context: Inuyasha's eyes...\weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this. response:	Well, it's too late now, isn't it?!
context: weren't the eyes of hatred.\My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?! response:	If you didn't want the ashes stolen...
context: My heart is still pounding.\I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen... response:	why didn't you just scatter the ashes into the river?
context: I wonder if Inuyasha...\Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river? response:	You stayed sentimental and kept hanging on to them...
context: Maybe Inuyasha...\actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them... response:	and see what happened?
context: actually was in love with Kikyo.\We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened? response:	Inuyasha, how do you feel about a grave?
context: We must retrieve Kikyo's ashes as soon as possible!\I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave? response:	A grave is not simply a place to bury a body or ashes.
context: I have a dreadful feeling about this.\Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes. response:	A grave is necessary for the hearts of ones who are left behind.
context: Well, it's too late now, isn't it?!\If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind. response:	Hearts of those left behind?
context: If you didn't want the ashes stolen...\why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind? response:	My sister was born a priestess.
context: why didn't you just scatter the ashes into the river?\You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess. response:	And she used her special powers for the good of the villagers.
context: You stayed sentimental and kept hanging on to them...\and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers. response:	She kept demons away from the village...
context: and see what happened?\Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village... response:	and battled illness and famine countless times...
context: Inuyasha, how do you feel about a grave?\A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times... response:	encouraging the people around her.
context: A grave is not simply a place to bury a body or ashes.\A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her. response:	Even after her demise...
context: A grave is necessary for the hearts of ones who are left behind.\Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her.\Even after her demise... response:	the villagers have not weakened, they are resolved to live.
context: Hearts of those left behind?\My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live. response:	However, man is weak.
context: My sister was born a priestess.\And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak. response:	Danger and uncertainty can weaken his heart.
context: And she used her special powers for the good of the villagers.\She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart. response:	The grave was a place of reassurance.
context: She kept demons away from the village...\and battled illness and famine countless times...\encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance. response:	A place where hearts could find peace.
context: and battled illness and famine countless times...\encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace. response:	Hmm? Just like that time...
context: encouraging the people around her.\Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time... response:	Inuyasha is thinking of Kikyo...
context: Even after her demise...\the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo... response:	Inuyasha was in love with Kikyo.
context: the villagers have not weakened, they are resolved to live.\However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo. response:	But she shot an arrow into him...
context: However, man is weak.\Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him... response:	and he was bound for fifty years...
context: Danger and uncertainty can weaken his heart.\The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years... response:	I feel really sorry for him.
context: The grave was a place of reassurance.\A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him. response:	Huh?
context: A place where hearts could find peace.\Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him.\Huh? response:	It was unrequited love...
context: Hmm? Just like that time...\Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him.\Huh?\It was unrequited love... response:	Unrequited love... unrequited love!
context: Inuyasha is thinking of Kikyo...\Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him.\Huh?\It was unrequited love...\Unrequited love... unrequited love! response:	What's with you, Kagome?!
context: Inuyasha was in love with Kikyo.\But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him.\Huh?\It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?! response:	That look... gives me the creeps!
context: But she shot an arrow into him...\and he was bound for fifty years...\I feel really sorry for him.\Huh?\It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps! response:	Why're you looking so sorry for me?!
context: and he was bound for fifty years...\I feel really sorry for him.\Huh?\It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?! response:	Oh, sorry! I was thinking nonsense.
context: I feel really sorry for him.\Huh?\It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense. response:	Huh? What?
context: Huh?\It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What? response:	Well...
context: It was unrequited love...\Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What?\Well... response:	What is it?!
context: Unrequited love... unrequited love!\What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What?\Well...\What is it?! response:	Well... What were you thinking?! Hey!
context: What's with you, Kagome?!\That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What?\Well...\What is it?!\Well... What were you thinking?! Hey! response:	Oh, shut your mouth!
context: That look... gives me the creeps!\Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What?\Well...\What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth! response:	Now then!
context: Why're you looking so sorry for me?!\Oh, sorry! I was thinking nonsense.\Huh? What?\Well...\What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then! response:	Let's see the result of my special magic...
context: Oh, sorry! I was thinking nonsense.\Huh? What?\Well...\What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then!\Let's see the result of my special magic... response:	Kneading the earth from the grave with the ashes...
context: Huh? What?\Well...\What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes... response:	and baking it in my Demon Kiln!
context: Well...\What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln! response:	Hmm... Looks quite good!
context: What is it?!\Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good! response:	Now then...
context: Well... What were you thinking?! Hey!\Oh, shut your mouth!\Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then... response:	Let's see...
context: Oh, shut your mouth!\Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then...\Let's see... response:	Arise! Open your eyes, Kikyo!
context: Now then!\Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then...\Let's see...\Arise! Open your eyes, Kikyo! response:	Kikyo... I have heard that as a priestess...
context: Let's see the result of my special magic...\Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then...\Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess... response:	you foiled many an attempt by demons...
context: Kneading the earth from the grave with the ashes...\and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then...\Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons... response:	to possess the Sacred Jewel.
context: and baking it in my Demon Kiln!\Hmm... Looks quite good!\Now then...\Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel. response:	I also hear that the Jewel is now in fragments...
context: Hmm... Looks quite good!\Now then...\Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments... response:	and a demon who possesses even one fragment of the Jewel...
context: Now then...\Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel... response:	doubles its powers!
context: Let's see...\Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers! response:	I want it... I want every fragment of the Sacred Jewel!
context: Arise! Open your eyes, Kikyo!\Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel! response:	Now, you will go and destroy every demon who seeks it...
context: Kikyo... I have heard that as a priestess...\you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it... response:	Burn and destroy them!
context: you foiled many an attempt by demons...\to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them! response:	You will serve me... the one who has brought you back to life!
context: to possess the Sacred Jewel.\I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life! response:	You will gather the fragments of the Sacred Jewel!
context: I also hear that the Jewel is now in fragments...\and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel! response:	Huh... W-what is this?
context: and a demon who possesses even one fragment of the Jewel...\doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this? response:	A soul... The soul hasn't returned!
context: doubles its powers!\I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned! response:	There is no way my magic would fail to bring back the soul!
context: I want it... I want every fragment of the Sacred Jewel!\Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul! response:	Does this mean that the soul has already been reincarnated...
context: Now, you will go and destroy every demon who seeks it...\Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated... response:	in another body?!
context: Burn and destroy them!\You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?! response:	Then all I made was a hollow shape in the form of Kikyo!
context: You will serve me... the one who has brought you back to life!\You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo! response:	Damn! Making me work so hard and wasting my time!
context: You will gather the fragments of the Sacred Jewel!\Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time! response:	Setting me up for failure like this! How maddening!
context: Huh... W-what is this?\A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening! response:	I can't stand this! I can't stand it!
context: A soul... The soul hasn't returned!\There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it! response:	What's this?
context: There is no way my magic would fail to bring back the soul!\Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this? response:	Earthen dolls? How creepy!
context: Does this mean that the soul has already been reincarnated...\in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy! response:	Well, there it is.
context: in another body?!\Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy!\Well, there it is. response:	Huh?!
context: Then all I made was a hollow shape in the form of Kikyo!\Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy!\Well, there it is.\Huh?! response:	We have to cross this?!
context: Damn! Making me work so hard and wasting my time!\Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy!\Well, there it is.\Huh?!\We have to cross this?! response:	I'm so scared!!!
context: Setting me up for failure like this! How maddening!\I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy!\Well, there it is.\Huh?!\We have to cross this?!\I'm so scared!!! response:	You don't have to come.
context: I can't stand this! I can't stand it!\What's this?\Earthen dolls? How creepy!\Well, there it is.\Huh?!\We have to cross this?!\I'm so scared!!!\You don't have to come. response:	I'll go in and talk some sense into her.
context: What's this?\Earthen dolls? How creepy!\Well, there it is.\Huh?!\We have to cross this?!\I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her. response:	Don't be silly! I refuse to be left behind on a bridge like this?!
context: Earthen dolls? How creepy!\Well, there it is.\Huh?!\We have to cross this?!\I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?! response:	So come...
context: Well, there it is.\Huh?!\We have to cross this?!\I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come... response:	Wait!
context: Huh?!\We have to cross this?!\I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait! response:	There're more of the earthen dolls.
context: We have to cross this?!\I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait!\There're more of the earthen dolls. response:	What's that?!
context: I'm so scared!!!\You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait!\There're more of the earthen dolls.\What's that?! response:	Soldiers of the old demoness!
context: You don't have to come.\I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait!\There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness! response:	Those are the dolls we saw... It can't be?!
context: I'll go in and talk some sense into her.\Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait!\There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?! response:	Inuyasha! Behind you!
context: Don't be silly! I refuse to be left behind on a bridge like this?!\So come...\Wait!\There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you! response:	Kagome, Old Woman... It's gonna shake a bit.
context: So come...\Wait!\There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit. response:	Iron Reaver Soul Stealer!
context: Wait!\There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer! response:	Are these guys really made of mud?!
context: There're more of the earthen dolls.\What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?! response:	Foxfire!
context: What's that?!\Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire! response:	They're not that strong!
context: Soldiers of the old demoness!\Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire!\They're not that strong! response:	Just that they're so many of'em!
context: Those are the dolls we saw... It can't be?!\Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire!\They're not that strong!\Just that they're so many of'em! response:	What's the ruckus outside?
context: Inuyasha! Behind you!\Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire!\They're not that strong!\Just that they're so many of'em!\What's the ruckus outside? response:	Oh, I can't stand this!
context: Kagome, Old Woman... It's gonna shake a bit.\Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire!\They're not that strong!\Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this! response:	I'll go out and work off this frustration!
context: Iron Reaver Soul Stealer!\Are these guys really made of mud?!\Foxfire!\They're not that strong!\Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration! response:	Hey!
context: Are these guys really made of mud?!\Foxfire!\They're not that strong!\Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration!\Hey! response:	Let go! This belongs to me!
context: Foxfire!\They're not that strong!\Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration!\Hey!\Let go! This belongs to me! response:	Inuyasha! Watch out!
context: They're not that strong!\Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration!\Hey!\Let go! This belongs to me!\Inuyasha! Watch out! response:	What does this mean? Could it...
