context: Kawagoe City Daisan Middle School response:	Kawagoe City Daisan Middle School Opening Ceremony
context: Found it.\I think I'll have this one.\Okay.\Maybe I'll have this one.\Gratin and lasagna both sound good, too.\Want me to choose for you?\Or maybe pasta?\Dad, be quiet. response:	It'll make me fat.
context: I think I'll have this one.\Okay.\Maybe I'll have this one.\Gratin and lasagna both sound good, too.\Want me to choose for you?\Or maybe pasta?\Dad, be quiet.\It'll make me fat. response:	Okay.
context: Okay.\Maybe I'll have this one.\Gratin and lasagna both sound good, too.\Want me to choose for you?\Or maybe pasta?\Dad, be quiet.\It'll make me fat.\Okay. response:	Want to order a drink, Kotarou?
context: Maybe I'll have this one.\Gratin and lasagna both sound good, too.\Want me to choose for you?\Or maybe pasta?\Dad, be quiet.\It'll make me fat.\Okay.\Want to order a drink, Kotarou? response:	You're ordering from the drink bar, right, Kotarou?
context: Gratin and lasagna both sound good, too.\Want me to choose for you?\Or maybe pasta?\Dad, be quiet.\It'll make me fat.\Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou? response:	Would you mind pressing the buzzer for me, honey?
context: Want me to choose for you?\Or maybe pasta?\Dad, be quiet.\It'll make me fat.\Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey? response:	Okay.
context: Or maybe pasta?\Dad, be quiet.\It'll make me fat.\Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay. response:	Are you listening, Kotarou?
context: Dad, be quiet.\It'll make me fat.\Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou? response:	I'll have the drink bar.
context: It'll make me fat.\Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou?\I'll have the drink bar. response:	Dazai said...
context: Okay.\Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou?\I'll have the drink bar.\Dazai said... response:	How excruciatingly arduous and unbearable it is to live.
context: Want to order a drink, Kotarou?\You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou?\I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live. response:	Want to order sauteed spinach, Akane?
context: You're ordering from the drink bar, right, Kotarou?\Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou?\I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane? response:	Iron is good for you.
context: Would you mind pressing the buzzer for me, honey?\Okay.\Are you listening, Kotarou?\I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you. response:	You're ordering too much.
context: Okay.\Are you listening, Kotarou?\I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much. response:	Akane will eat it.
context: Are you listening, Kotarou?\I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much.\Akane will eat it. response:	Right?
context: I'll have the drink bar.\Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much.\Akane will eat it.\Right? response:	You have a tournament soon, right?
context: Dazai said...\How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much.\Akane will eat it.\Right?\You have a tournament soon, right? response:	You have to eat lots of healthy food.
context: How excruciatingly arduous and unbearable it is to live.\Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much.\Akane will eat it.\Right?\You have a tournament soon, right?\You have to eat lots of healthy food. response:	Stop it.
context: Want to order sauteed spinach, Akane?\Iron is good for you.\You're ordering too much.\Akane will eat it.\Right?\You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it. response:	Oh? What's wrong?
context: Iron is good for you.\You're ordering too much.\Akane will eat it.\Right?\You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it.\Oh? What's wrong? response:	Hey, chubby!
context: You're ordering too much.\Akane will eat it.\Right?\You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it.\Oh? What's wrong?\Hey, chubby! response:	I'm going to get something to drink.
context: Akane will eat it.\Right?\You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it.\Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink. response:	Tasty Water
context: Right?\You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it.\Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink.\Tasty Water response:	Iced Coffee
context: You have a tournament soon, right?\You have to eat lots of healthy food.\Stop it.\Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink.\Tasty Water\Iced Coffee response:	Akane, can you get some for the rest of us?
context: You have to eat lots of healthy food.\Stop it.\Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink.\Tasty Water\Iced Coffee\Akane, can you get some for the rest of us? response:	The usual, please.
context: Stop it.\Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink.\Tasty Water\Iced Coffee\Akane, can you get some for the rest of us?\The usual, please. response:	I think I'll have melon soda.
context: Oh? What's wrong?\Hey, chubby!\I'm going to get something to drink.\Tasty Water\Iced Coffee\Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda. response:	Akane, can you carry all that?
context: Hey, chubby!\I'm going to get something to drink.\Tasty Water\Iced Coffee\Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda.\Akane, can you carry all that? response:	Do you know him?
context: I'm going to get something to drink.\Tasty Water\Iced Coffee\Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda.\Akane, can you carry all that?\Do you know him? response:	He's in my class.
context: Tasty Water\Iced Coffee\Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda.\Akane, can you carry all that?\Do you know him?\He's in my class. response:	Here you go.
context: Iced Coffee\Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda.\Akane, can you carry all that?\Do you know him?\He's in my class.\Here you go. response:	Thanks.
context: Akane, can you get some for the rest of us?\The usual, please.\I think I'll have melon soda.\Akane, can you carry all that?\Do you know him?\He's in my class.\Here you go.\Thanks. response:	Hey, Mom, get this.
context: The usual, please.\I think I'll have melon soda.\Akane, can you carry all that?\Do you know him?\He's in my class.\Here you go.\Thanks.\Hey, Mom, get this. response:	What? Really?
context: I think I'll have melon soda.\Akane, can you carry all that?\Do you know him?\He's in my class.\Here you go.\Thanks.\Hey, Mom, get this.\What? Really? response:	Wait, what?
context: Akane, can you carry all that?\Do you know him?\He's in my class.\Here you go.\Thanks.\Hey, Mom, get this.\What? Really?\Wait, what? response:	Kawagoe Daisan Track and Field Club
context: Do you know him?\He's in my class.\Here you go.\Thanks.\Hey, Mom, get this.\What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club response:	My daughter, Akane, is in his class.
context: He's in my class.\Here you go.\Thanks.\Hey, Mom, get this.\What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class. response:	Oh, my.
context: Here you go.\Thanks.\Hey, Mom, get this.\What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my. response:	Kotarou didn't mention a thing.
context: Thanks.\Hey, Mom, get this.\What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing. response:	Pleased to meet you.
context: Hey, Mom, get this.\What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you. response:	I'm Azumi Kotarou's mother.
context: What? Really?\Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother. response:	Oh, hi.
context: Wait, what?\Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi. response:	Nice to meet you.
context: Kawagoe Daisan Track and Field Club\My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you. response:	Hello there.
context: My daughter, Akane, is in his class.\Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you.\Hello there. response:	Will that be all for your order?
context: Oh, my.\Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you.\Hello there.\Will that be all for your order? response:	Wow, look at all this food!
context: Kotarou didn't mention a thing.\Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you.\Hello there.\Will that be all for your order?\Wow, look at all this food! response:	Hilarious!
context: Pleased to meet you.\I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you.\Hello there.\Will that be all for your order?\Wow, look at all this food!\Hilarious! response:	What's wrong with it?
context: I'm Azumi Kotarou's mother.\Oh, hi.\Nice to meet you.\Hello there.\Will that be all for your order?\Wow, look at all this food!\Hilarious!\What's wrong with it? response:	Eat up.
context: Oh, hi.\Nice to meet you.\Hello there.\Will that be all for your order?\Wow, look at all this food!\Hilarious!\What's wrong with it?\Eat up. response:	Hey, she's cute.
context: Nice to meet you.\Hello there.\Will that be all for your order?\Wow, look at all this food!\Hilarious!\What's wrong with it?\Eat up.\Hey, she's cute. response:	Don't do this to them, dear.
context: Hello there.\Will that be all for your order?\Wow, look at all this food!\Hilarious!\What's wrong with it?\Eat up.\Hey, she's cute.\Don't do this to them, dear. response:	Kotarou's a teenager now, you know.
context: Will that be all for your order?\Wow, look at all this food!\Hilarious!\What's wrong with it?\Eat up.\Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know. response:	Are you okay, Kotarou?
context: Wow, look at all this food!\Hilarious!\What's wrong with it?\Eat up.\Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou? response:	It's bitter...
context: Hilarious!\What's wrong with it?\Eat up.\Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter... response:	Delivery now available
context: What's wrong with it?\Eat up.\Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter...\Delivery now available response:	Reserve now!
context: Eat up.\Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter...\Delivery now available\Reserve now! response:	Thank you.
context: Hey, she's cute.\Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter...\Delivery now available\Reserve now!\Thank you. response:	Bye for now.
context: Don't do this to them, dear.\Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter...\Delivery now available\Reserve now!\Thank you.\Bye for now. response:	I'm so nervous.
context: Kotarou's a teenager now, you know.\Are you okay, Kotarou?\It's bitter...\Delivery now available\Reserve now!\Thank you.\Bye for now.\I'm so nervous. response:	I want my squeezie.
context: Are you okay, Kotarou?\It's bitter...\Delivery now available\Reserve now!\Thank you.\Bye for now.\I'm so nervous.\I want my squeezie. response:	H-Hey...
context: It's bitter...\Delivery now available\Reserve now!\Thank you.\Bye for now.\I'm so nervous.\I want my squeezie.\H-Hey... response:	Don't tell anyone at school about today.
context: Delivery now available\Reserve now!\Thank you.\Bye for now.\I'm so nervous.\I want my squeezie.\H-Hey...\Don't tell anyone at school about today. response:	It's embarrassing.
context: Reserve now!\Thank you.\Bye for now.\I'm so nervous.\I want my squeezie.\H-Hey...\Don't tell anyone at school about today.\It's embarrassing. response:	Okay.
context: Thank you.\Bye for now.\I'm so nervous.\I want my squeezie.\H-Hey...\Don't tell anyone at school about today.\It's embarrassing.\Okay. response:	Th-Thanks.
context: Bye for now.\I'm so nervous.\I want my squeezie.\H-Hey...\Don't tell anyone at school about today.\It's embarrassing.\Okay.\Th-Thanks. response:	Kawagoe Daisan Track and Field Club
context: I'm so nervous.\I want my squeezie.\H-Hey...\Don't tell anyone at school about today.\It's embarrassing.\Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club response:	But that doesn't embarrass you?
context: I want my squeezie.\H-Hey...\Don't tell anyone at school about today.\It's embarrassing.\Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you? response:	We haven't spoken since then,
context: H-Hey...\Don't tell anyone at school about today.\It's embarrassing.\Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then, response:	even though we've both noticed each other.
context: Don't tell anyone at school about today.\It's embarrassing.\Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other. response:	All right, now that we've finished assigning tasks...
context: It's embarrassing.\Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks... response:	There's going to be a briefing after school today
context: Okay.\Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today response:	Referee Group Nakajima Kotono Tabata Kousuke
context: Th-Thanks.\Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke response:	Recorder Group Sasano Hana Yasumoto Keigo
context: Kawagoe Daisan Track and Field Club\But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo response:	Equipment Group Yoshioka Mizuno Toudou Azumi
context: But that doesn't embarrass you?\We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi response:	Marking Group Kasukabe
context: We haven't spoken since then,\even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe response:	for each of the Sports Festival task groups.
context: even though we've both noticed each other.\All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups. response:	After the announcements,
context: All right, now that we've finished assigning tasks...\There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements, response:	we're going to have each task group meet up in separate classrooms, and...
context: There's going to be a briefing after school today\Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and... response:	Equipment Group
context: Referee Group Nakajima Kotono Tabata Kousuke\Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group response:	Now that we're all here, I'd like to begin.
context: Recorder Group Sasano Hana Yasumoto Keigo\Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin. response:	I'm Hira of the track club.
context: Equipment Group Yoshioka Mizuno Toudou Azumi\Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club. response:	The track club will be taking on the equipment group's work.
context: Marking Group Kasukabe\for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work. response:	I'd like to ask you all to help with that.
context: for each of the Sports Festival task groups.\After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that. response:	As I'm sure you're aware if you were involved last year,
context: After the announcements,\we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year, response:	we'll be doing things like preparing the equipment for each event.
context: we're going to have each task group meet up in separate classrooms, and...\Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event. response:	It's curling up...
context: Equipment Group\Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up... response:	Huh? LINE?
context: Now that we're all here, I'd like to begin.\I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE? response:	We made a group with the task members in our class last year.
context: I'm Hira of the track club.\The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE?\We made a group with the task members in our class last year. response:	It made things really easy.
context: The track club will be taking on the equipment group's work.\I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy. response:	You should ask them, Akane.
context: I'd like to ask you all to help with that.\As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane. response:	Okay...
context: As I'm sure you're aware if you were involved last year,\we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane.\Okay... response:	Hey, can you guys come here for a second?
context: we'll be doing things like preparing the equipment for each event.\It's curling up...\Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane.\Okay...\Hey, can you guys come here for a second? response:	What's up?
context: It's curling up...\Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane.\Okay...\Hey, can you guys come here for a second?\What's up? response:	Yo!
context: Huh? LINE?\We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane.\Okay...\Hey, can you guys come here for a second?\What's up?\Yo! response:	Don't you have club?
context: We made a group with the task members in our class last year.\It made things really easy.\You should ask them, Akane.\Okay...\Hey, can you guys come here for a second?\What's up?\Yo!\Don't you have club? response:	I'm not going today.
context: It made things really easy.\You should ask them, Akane.\Okay...\Hey, can you guys come here for a second?\What's up?\Yo!\Don't you have club?\I'm not going today. response:	Skipping?
context: You should ask them, Akane.\Okay...\Hey, can you guys come here for a second?\What's up?\Yo!\Don't you have club?\I'm not going today.\Skipping? response:	No.
context: Okay...\Hey, can you guys come here for a second?\What's up?\Yo!\Don't you have club?\I'm not going today.\Skipping?\No. response:	I'm writing at home today.
context: Hey, can you guys come here for a second?\What's up?\Yo!\Don't you have club?\I'm not going today.\Skipping?\No.\I'm writing at home today. response:	Let me read it when you're done.
context: What's up?\Yo!\Don't you have club?\I'm not going today.\Skipping?\No.\I'm writing at home today.\Let me read it when you're done. response:	No way.
context: Yo!\Don't you have club?\I'm not going today.\Skipping?\No.\I'm writing at home today.\Let me read it when you're done.\No way. response:	Come on, what's there to lose?
context: Don't you have club?\I'm not going today.\Skipping?\No.\I'm writing at home today.\Let me read it when you're done.\No way.\Come on, what's there to lose? response:	That's not what it's about.
context: I'm not going today.\Skipping?\No.\I'm writing at home today.\Let me read it when you're done.\No way.\Come on, what's there to lose?\That's not what it's about. response:	Yeah, it is!
context: Skipping?\No.\I'm writing at home today.\Let me read it when you're done.\No way.\Come on, what's there to lose?\That's not what it's about.\Yeah, it is! response:	LINE...
context: No.\I'm writing at home today.\Let me read it when you're done.\No way.\Come on, what's there to lose?\That's not what it's about.\Yeah, it is!\LINE... response:	Miyamoto Aira
context: I'm writing at home today.\Let me read it when you're done.\No way.\Come on, what's there to lose?\That's not what it's about.\Yeah, it is!\LINE...\Miyamoto Aira response:	Do you know the guys' LINE IDs?
context: Let me read it when you're done.\No way.\Come on, what's there to lose?\That's not what it's about.\Yeah, it is!\LINE...\Miyamoto Aira\Do you know the guys' LINE IDs? response:	I have Toudou and Yoshioka's. Don't worry.
context: No way.\Come on, what's there to lose?\That's not what it's about.\Yeah, it is!\LINE...\Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry. response:	Thank you!
context: Come on, what's there to lose?\That's not what it's about.\Yeah, it is!\LINE...\Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you! response:	Got it.
context: That's not what it's about.\Yeah, it is!\LINE...\Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it. response:	There we go.
context: Yeah, it is!\LINE...\Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it.\There we go. response:	Equipment Group
context: LINE...\Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it.\There we go.\Equipment Group response:	Now I just need Curly-kun's.
context: Miyamoto Aira\Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it.\There we go.\Equipment Group\Now I just need Curly-kun's. response:	Here are the contacts for the group.
context: Do you know the guys' LINE IDs?\I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it.\There we go.\Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group. response:	All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.
context: I have Toudou and Yoshioka's. Don't worry.\Thank you!\Got it.\There we go.\Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th. response:	Thank you!
context: Thank you!\Got it.\There we go.\Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you! response:	Hey, Nagahara, did you check LINE yesterday?
context: Got it.\There we go.\Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday? response:	You never responded.
context: There we go.\Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded. response:	Sorry. Arcade.
context: Equipment Group\Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade. response:	Unbelievable!
context: Now I just need Curly-kun's.\Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade.\Unbelievable! response:	Jeez.
context: Here are the contacts for the group.\All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade.\Unbelievable!\Jeez. response:	I said I'm sorry.
context: All Equipment Group members, please meet up at the gym storage room at lunchtime on April 14th.\Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade.\Unbelievable!\Jeez.\I said I'm sorry. response:	You're awful.
context: Thank you!\Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade.\Unbelievable!\Jeez.\I said I'm sorry.\You're awful. response:	Sorry, Setsuko.
context: Hey, Nagahara, did you check LINE yesterday?\You never responded.\Sorry. Arcade.\Unbelievable!\Jeez.\I said I'm sorry.\You're awful.\Sorry, Setsuko. response:	You ignored me last time, too.
context: You never responded.\Sorry. Arcade.\Unbelievable!\Jeez.\I said I'm sorry.\You're awful.\Sorry, Setsuko.\You ignored me last time, too. response:	I got Perfect on the taiko game.
context: Sorry. Arcade.\Unbelievable!\Jeez.\I said I'm sorry.\You're awful.\Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game. response:	Really? Wow!
context: Unbelievable!\Jeez.\I said I'm sorry.\You're awful.\Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow! response:	I'm a drum god.
context: Jeez.\I said I'm sorry.\You're awful.\Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow!\I'm a drum god. response:	Taiko?
context: I said I'm sorry.\You're awful.\Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow!\I'm a drum god.\Taiko? response:	You don't know it?
context: You're awful.\Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow!\I'm a drum god.\Taiko?\You don't know it? response:	Taiko no Tetsujin.
context: Sorry, Setsuko.\You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow!\I'm a drum god.\Taiko?\You don't know it?\Taiko no Tetsujin. response:	I heard Nagahara's really good at it.
context: You ignored me last time, too.\I got Perfect on the taiko game.\Really? Wow!\I'm a drum god.\Taiko?\You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it. response:	He's so damn cool!
context: I got Perfect on the taiko game.\Really? Wow!\I'm a drum god.\Taiko?\You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool! response:	Yup, I am.
context: Really? Wow!\I'm a drum god.\Taiko?\You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am. response:	Yeah, I want to see.
context: I'm a drum god.\Taiko?\You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am.\Yeah, I want to see. response:	Akanecchi, wanna go to the bathroom with me?
context: Taiko?\You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me? response:	Okay.
