context: She's been gazing at them a lot lately, response:	but do you think she might want to go?
context: That's important.\What happens when you're different from everyone else?\Sometimes you're eliminated.\It might not be like that for dragons,\but humans don't like things different from themselves.\That's foolish.\Yeah, I agree it is.\But everyone's afraid... response:	of things that are different.
context: What happens when you're different from everyone else?\Sometimes you're eliminated.\It might not be like that for dragons,\but humans don't like things different from themselves.\That's foolish.\Yeah, I agree it is.\But everyone's afraid...\of things that are different. response:	I kind of understand.
context: Sometimes you're eliminated.\It might not be like that for dragons,\but humans don't like things different from themselves.\That's foolish.\Yeah, I agree it is.\But everyone's afraid...\of things that are different.\I kind of understand. response:	Sorry.
context: It might not be like that for dragons,\but humans don't like things different from themselves.\That's foolish.\Yeah, I agree it is.\But everyone's afraid...\of things that are different.\I kind of understand.\Sorry. response:	This wasn't my intent.
context: but humans don't like things different from themselves.\That's foolish.\Yeah, I agree it is.\But everyone's afraid...\of things that are different.\I kind of understand.\Sorry.\This wasn't my intent. response:	Thanks for your concern.
context: That's foolish.\Yeah, I agree it is.\But everyone's afraid...\of things that are different.\I kind of understand.\Sorry.\This wasn't my intent.\Thanks for your concern. response:	Kanna-chan, are you looking forward to school?
context: Yeah, I agree it is.\But everyone's afraid...\of things that are different.\I kind of understand.\Sorry.\This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school? response:	Yeah.
context: But everyone's afraid...\of things that are different.\I kind of understand.\Sorry.\This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah. response:	All right then. Once we get home, we prepare for tomorrow!
context: of things that are different.\I kind of understand.\Sorry.\This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow! response:	Miss Kobayashi, that's not fair!
context: I kind of understand.\Sorry.\This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair! response:	Please hold my hand, too!
context: Sorry.\This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too! response:	Yes, yes.
context: This wasn't my intent.\Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes. response:	Kobayashi!
context: Thanks for your concern.\Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes.\Kobayashi! response:	Look, look!
context: Kanna-chan, are you looking forward to school?\Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes.\Kobayashi!\Look, look! response:	You look good!
context: Yeah.\All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes.\Kobayashi!\Look, look!\You look good! response:	Yeah, cute.
context: All right then. Once we get home, we prepare for tomorrow!\Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes.\Kobayashi!\Look, look!\You look good!\Yeah, cute. response:	Lady Tohru.
context: Miss Kobayashi, that's not fair!\Please hold my hand, too!\Yes, yes.\Kobayashi!\Look, look!\You look good!\Yeah, cute.\Lady Tohru. response:	Look, look.
context: Please hold my hand, too!\Yes, yes.\Kobayashi!\Look, look!\You look good!\Yeah, cute.\Lady Tohru.\Look, look. response:	Kanna.
context: Yes, yes.\Kobayashi!\Look, look!\You look good!\Yeah, cute.\Lady Tohru.\Look, look.\Kanna. response:	Please lend that to me.
context: Kobayashi!\Look, look!\You look good!\Yeah, cute.\Lady Tohru.\Look, look.\Kanna.\Please lend that to me. response:	Miss Kobayashi!
context: Look, look!\You look good!\Yeah, cute.\Lady Tohru.\Look, look.\Kanna.\Please lend that to me.\Miss Kobayashi! response:	Please look! What do you think?
context: You look good!\Yeah, cute.\Lady Tohru.\Look, look.\Kanna.\Please lend that to me.\Miss Kobayashi!\Please look! What do you think? response:	Too many different themes to tell.
context: Yeah, cute.\Lady Tohru.\Look, look.\Kanna.\Please lend that to me.\Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell. response:	Huh?!
context: Lady Tohru.\Look, look.\Kanna.\Please lend that to me.\Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell.\Huh?! response:	In the end, she wore that backpack all day long.
context: Look, look.\Kanna.\Please lend that to me.\Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long. response:	She must really be looking forward to it.
context: Kanna.\Please lend that to me.\Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it. response:	Is it something to go that far over?
context: Please lend that to me.\Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over? response:	Even though she's a dragon, she's still a child.
context: Miss Kobayashi!\Please look! What do you think?\Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child. response:	In the way.
context: Please look! What do you think?\Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way. response:	What's Kanna-chan doing?
context: Too many different themes to tell.\Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing? response:	She's practicing her writing.
context: Huh?!\In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing?\She's practicing her writing. response:	Well, think you'll remember them?
context: In the end, she wore that backpack all day long.\She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them? response:	500,000 loan, no co-signer needed!
context: She must really be looking forward to it.\Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed! response:	We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!
context: Is it something to go that far over?\Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream! response:	Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!
context: Even though she's a dragon, she's still a child.\In the way.\What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back! response:	How to score a boyfriend! Recommended for friends, family, and coworkers!
context: In the way.\What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers! response:	No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay
context: What's Kanna-chan doing?\She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay response:	Let's forget all this for now.
context: She's practicing her writing.\Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now. response:	Episode 4
context: Well, think you'll remember them?\500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4 response:	Kanna Goes to School! (Not That She Needs To)
context: 500,000 loan, no co-signer needed!\We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To) response:	Good morning!
context: We'll teach you how to earn money in your sleep! Becoming a billionaire isn't a dream!\Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning! response:	Oborozuka Elementary
context: Bring in business and good fortune!! Increase your fortune just by learning these tips! Guaranteed results or your money back!\How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary response:	Give a bright smile every day
context: How to score a boyfriend! Recommended for friends, family, and coworkers!\No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary\Give a bright smile every day response:	Yes, good morning.
context: No co-signer needed Same-day financing Earn Fortune Money Boyfriend Cosigner Repay\Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary\Give a bright smile every day\Yes, good morning. response:	Today we have a new friend to introduce to everyone here.
context: Let's forget all this for now.\Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary\Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here. response:	This is Kobayashi Kanna-chan.
context: Episode 4\Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary\Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan. response:	Kobayashi Kanna. It's a pleasure to meet you.
context: Kanna Goes to School! (Not That She Needs To)\Good morning!\Oborozuka Elementary\Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you. response:	Cute!
context: Good morning!\Oborozuka Elementary\Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute! response:	Where'd you come from?
context: Oborozuka Elementary\Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from? response:	Ushishir Island.
context: Give a bright smile every day\Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from?\Ushishir Island. response:	From abroad?! Wow!
context: Yes, good morning.\Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from?\Ushishir Island.\From abroad?! Wow! response:	It looks like her introduction went well.
context: Today we have a new friend to introduce to everyone here.\This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from?\Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well. response:	Watch over Kanna-chan, okay?
context: This is Kobayashi Kanna-chan.\Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from?\Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay? response:	Leave it to me, Miss Kobayashi!
context: Kobayashi Kanna. It's a pleasure to meet you.\Cute!\Where'd you come from?\Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi! response:	Yes. Now, for this problem,
context: Cute!\Where'd you come from?\Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem, response:	can you solve it, Kobayashi-san?
context: Where'd you come from?\Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san? response:	What a boring problem.
context: Ushishir Island.\From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem. response:	Kanna wanted to do things like that?
context: From abroad?! Wow!\It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that? response:	Yes, that's correct.
context: It looks like her introduction went well.\Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct. response:	Such an inefficient way to learn.
context: Watch over Kanna-chan, okay?\Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn. response:	Putting them in different classes based on their abilities would help them grow faster.
context: Leave it to me, Miss Kobayashi!\Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster. response:	Cram School Approach
context: Yes. Now, for this problem,\can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach response:	It seems to be some game of hitting each other with a ball.
context: can you solve it, Kobayashi-san?\What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball. response:	A fitting game for barbaric humans.
context: What a boring problem.\Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans. response:	Yes, that's it!
context: Kanna wanted to do things like that?\Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it! response:	No mercy, huh?
context: Yes, that's correct.\Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh? response:	Kobayashi-san, you're incredible!
context: Such an inefficient way to learn.\Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible! response:	You can do anything, can't you?
context: Putting them in different classes based on their abilities would help them grow faster.\Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you? response:	Can I call you Kanna-chan?
context: Cram School Approach\It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan? response:	Oh, can I call you that, too?
context: It seems to be some game of hitting each other with a ball.\A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too? response:	But everyone's afraid...
context: A fitting game for barbaric humans.\Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid... response:	of things that are different.
context: Yes, that's it!\No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid...\of things that are different. response:	But they do take clear steps to ally themselves with the strong.
context: No mercy, huh?\Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong. response:	Even young, they're still human, huh?
context: Kobayashi-san, you're incredible!\You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh? response:	Farewell, Sensei!
context: You can do anything, can't you?\Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei! response:	Dre am
context: Can I call you Kanna-chan?\Oh, can I call you that, too?\But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei!\Dre am response:	Yes, farewell!
context: Oh, can I call you that, too?\But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei!\Dre am\Yes, farewell! response:	Hey, Kobayashi Kanna-san!
context: But everyone's afraid...\of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei!\Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san! response:	Don't you think you've been standing out too much?
context: of things that are different.\But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei!\Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much? response:	Saikawa Riko
context: But they do take clear steps to ally themselves with the strong.\Even young, they're still human, huh?\Farewell, Sensei!\Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko response:	It's Saikawa, the one who acts like a queen!
context: Even young, they're still human, huh?\Farewell, Sensei!\Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen! response:	Thanks for the clear explanation.
context: Farewell, Sensei!\Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation. response:	But no! Shut up!
context: Dre am\Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up! response:	I stood out?
context: Yes, farewell!\Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up!\I stood out? response:	You did! You're so cute, it ticks me off and I want to hug you!
context: Hey, Kobayashi Kanna-san!\Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you! response:	Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated
context: Don't you think you've been standing out too much?\Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated response:	That's wicked
context: Saikawa Riko\It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked response:	I challenge you, Kobayashi Kanna-san!
context: It's Saikawa, the one who acts like a queen!\Thanks for the clear explanation.\But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san! response:	I'll prove I'm better than you!
context: Thanks for the clear explanation.\But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you! response:	Kanna-chan, don't do it.
context: But no! Shut up!\I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it. response:	Saikawa-san plays dirty and cheats,
context: I stood out?\You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats, response:	and she's a hopeless person who won't admit defeat!
context: You did! You're so cute, it ticks me off and I want to hug you!\Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat! response:	Hey, you, be quiet!
context: Wants to hug me, stood out, transfer student, cute and talented, too cute, eliminated\That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet! response:	Now, care to try arm wrestling me?
context: That's wicked\I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me? response:	Despite how I look, I've won at karate tournaments...
context: I challenge you, Kobayashi Kanna-san!\I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments... response:	I'd like to be friends.
context: I'll prove I'm better than you!\Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends. response:	I-I'm sorry, I didn't mean to!
context: Kanna-chan, don't do it.\Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to! response:	I-I, um, I wanted to be friends with you, too!
context: Saikawa-san plays dirty and cheats,\and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too! response:	Oh, shoot, what do I do?!
context: and she's a hopeless person who won't admit defeat!\Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?! response:	She's too blundering.
context: Hey, you, be quiet!\Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering. response:	Don't cry.
context: Now, care to try arm wrestling me?\Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering.\Don't cry. response:	Here, I'll give you some candy.
context: Despite how I look, I've won at karate tournaments...\I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering.\Don't cry.\Here, I'll give you some candy. response:	Ah! You can't bring that to school.
context: I'd like to be friends.\I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering.\Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school. response:	Be quiet!
context: I-I'm sorry, I didn't mean to!\I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering.\Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet! response:	Still, fake crying? What a roundabout way to settle things, Kanna.
context: I-I, um, I wanted to be friends with you, too!\Oh, shoot, what do I do?!\She's too blundering.\Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna. response:	I would've just blasted them away.
context: Oh, shoot, what do I do?!\She's too blundering.\Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away. response:	Yeah.
context: She's too blundering.\Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah. response:	Why did you decide you wanted to go to school?
context: Don't cry.\Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school? response:	Because it was fun watching them.
context: Here, I'll give you some candy.\Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them. response:	Was it fun?
context: Ah! You can't bring that to school.\Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun? response:	Yeah.
context: Be quiet!\Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun?\Yeah. response:	I think there will be some aspects that aren't fun, as well.
context: Still, fake crying? What a roundabout way to settle things, Kanna.\I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well. response:	Yeah.
context: I would've just blasted them away.\Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah. response:	There's no real need for us to be the same as humans.
context: Yeah.\Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans. response:	Living among them doesn't mean living with them.
