context: Episode 5 response:	*Decisions
context: I-I-I'm sorry.\No.\No way.\Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked. response:	No, they wouldn't know unless I told them.
context: No.\No way.\Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them. response:	I want to tell them.
context: No way.\Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them. response:	I want Yano-san and Yoshida-san to listen to me.
context: Never again.\People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me. response:	To my feelings.
context: People have refused to let me come near,\but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings. response:	You already have someone you can talk to.
context: but I don't think anyone's ever refused to let me avoid them.\I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to. response:	I'm going to try talking to Yoshida-san and Yano-san.
context: I guess I've been thinking about it all in my head.\But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san. response:	Not just as classmates,
context: But I wouldn't know unless I asked.\No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates, response:	but as friends.
context: No, they wouldn't know unless I told them.\I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends. response:	No, I'm going to try my best to be their friend.
context: I want to tell them.\I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend. response:	I said it.
context: I want Yano-san and Yoshida-san to listen to me.\To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend.\I said it. response:	Yeah.
context: To my feelings.\You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend.\I said it.\Yeah. response:	Go for it.
context: You already have someone you can talk to.\I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend.\I said it.\Yeah.\Go for it. response:	His simple words, his smiles... they always nudge me forward.
context: I'm going to try talking to Yoshida-san and Yano-san.\Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend.\I said it.\Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward. response:	Go for it, Kuronuma.
context: Not just as classmates,\but as friends.\No, I'm going to try my best to be their friend.\I said it.\Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma. response:	Go for it.
context: but as friends.\No, I'm going to try my best to be their friend.\I said it.\Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it. response:	Kazehaya-kun, I'm going to do it.
context: No, I'm going to try my best to be their friend.\I said it.\Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it. response:	I'm going for it. Trust me.
context: I said it.\Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me. response:	What's up with you?
context: Yeah.\Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you? response:	Go home and start studying or something.
context: Go for it.\His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you?\Go home and start studying or something. response:	I was about to go to the library to study.
context: His simple words, his smiles... they always nudge me forward.\Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you?\Go home and start studying or something.\I was about to go to the library to study. response:	You're more hard-working than you look.
context: Go for it, Kuronuma.\Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you?\Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look. response:	It's all your fault!
context: Go for it.\Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you?\Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault! response:	If you hadn't shown up back then
context: Kazehaya-kun, I'm going to do it.\I'm going for it. Trust me.\What's up with you?\Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then response:	What the hell are you talking about?
context: I'm going for it. Trust me.\What's up with you?\Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then\What the hell are you talking about? response:	What if I hadn't show up?
context: What's up with you?\Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up? response:	If he hadn't show up...
context: Go home and start studying or something.\I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up... response:	I would have heard what Sadako was saying.
context: I was about to go to the library to study.\You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying. response:	Nothing.
context: You're more hard-working than you look.\It's all your fault!\If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying.\Nothing. response:	Hey you, don't go blaming me.
context: It's all your fault!\If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me. response:	Whatever it is you're talking about,
context: If you hadn't shown up back then\What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about, response:	you're not going to get anywhere until you stop blaming other people.
context: What the hell are you talking about?\What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people. response:	You're going to run into a lot of awful situations in your life.
context: What if I hadn't show up?\If he hadn't show up...\I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life. response:	In the end, it's up to you to do something about it.
context: If he hadn't show up...\I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it. response:	It's up to you.
context: I would have heard what Sadako was saying.\Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you. response:	Even if it's my fault!
context: Nothing.\Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault! response:	You figure it out yourself.
context: Hey you, don't go blaming me.\Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault!\You figure it out yourself. response:	Speaking of which, you better have given those print-outs to Ryu.
context: Whatever it is you're talking about,\you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu. response:	I burned them!
context: you're not going to get anywhere until you stop blaming other people.\You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them! response:	You did what?!
context: You're going to run into a lot of awful situations in your life.\In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?! response:	Don't go blaming me.
context: In the end, it's up to you to do something about it.\It's up to you.\Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?!\Don't go blaming me. response:	What was that about?
context: It's up to you.\Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?!\Don't go blaming me.\What was that about? response:	He's the last person I want to hear that from.
context: Even if it's my fault!\You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?!\Don't go blaming me.\What was that about?\He's the last person I want to hear that from. response:	This is the book Sadako was reading.
context: You figure it out yourself.\Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?!\Don't go blaming me.\What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading. response:	It is.
context: Speaking of which, you better have given those print-outs to Ryu.\I burned them!\You did what?!\Don't go blaming me.\What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading.\It is. response:	This one too.
context: I burned them!\You did what?!\Don't go blaming me.\What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading.\It is.\This one too. response:	Why all Japanese horror stories?
context: You did what?!\Don't go blaming me.\What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading.\It is.\This one too.\Why all Japanese horror stories? response:	She's so weird.
context: Don't go blaming me.\What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading.\It is.\This one too.\Why all Japanese horror stories?\She's so weird. response:	You might as well take advantage of that appearance.
context: What was that about?\He's the last person I want to hear that from.\This is the book Sadako was reading.\It is.\This one too.\Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance. response:	I was just kidding.
context: He's the last person I want to hear that from.\This is the book Sadako was reading.\It is.\This one too.\Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance.\I was just kidding. response:	What an eager student.
context: This is the book Sadako was reading.\It is.\This one too.\Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance.\I was just kidding.\What an eager student. response:	Someone's upset.
context: It is.\This one too.\Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance.\I was just kidding.\What an eager student.\Someone's upset. response:	Want me to cheer you up?
context: This one too.\Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance.\I was just kidding.\What an eager student.\Someone's upset.\Want me to cheer you up? response:	Forget it. I'm not upset.
context: Why all Japanese horror stories?\She's so weird.\You might as well take advantage of that appearance.\I was just kidding.\What an eager student.\Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset. response:	Ever since you were a kid you'd cause trouble and get kicked out
context: She's so weird.\You might as well take advantage of that appearance.\I was just kidding.\What an eager student.\Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out response:	and then you'd sit out here all upset.
context: You might as well take advantage of that appearance.\I was just kidding.\What an eager student.\Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset. response:	Shut up.
context: I was just kidding.\What an eager student.\Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up. response:	What, did you run here?
context: What an eager student.\Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up.\What, did you run here? response:	Yeah, Pin's practice menu.
context: Someone's upset.\Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up.\What, did you run here?\Yeah, Pin's practice menu. response:	You're not upset about the rumors about you being a delinquent, are you?
context: Want me to cheer you up?\Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up.\What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you? response:	Those rumors are no match for my thick skin.
context: Forget it. I'm not upset.\Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up.\What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin. response:	I figured.
context: Ever since you were a kid you'd cause trouble and get kicked out\and then you'd sit out here all upset.\Shut up.\What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured. response:	I'm not too smart.
context: and then you'd sit out here all upset.\Shut up.\What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured.\I'm not too smart. response:	I don't know anymore!
context: Shut up.\What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured.\I'm not too smart.\I don't know anymore! response:	Is Sadako really Sadako or is she Dark-Sadako?
context: What, did you run here?\Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured.\I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako? response:	You're right, I don't know either.
context: Yeah, Pin's practice menu.\You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured.\I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either. response:	So it's like,
context: You're not upset about the rumors about you being a delinquent, are you?\Those rumors are no match for my thick skin.\I figured.\I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like, response:	those rumors.
context: Those rumors are no match for my thick skin.\I figured.\I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like,\those rumors. response:	They said it was Sadako spreading them.
context: I figured.\I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like,\those rumors.\They said it was Sadako spreading them. response:	How would she ever even spread rumors?
context: I'm not too smart.\I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like,\those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors? response:	By talking to herself?
context: I don't know anymore!\Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like,\those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself? response:	There'd be rumors about her talking to herself if she did that.
context: Is Sadako really Sadako or is she Dark-Sadako?\You're right, I don't know either.\So it's like,\those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that. response:	Yeah, but who else would she be talking to?
context: You're right, I don't know either.\So it's like,\those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to? response:	You're right, that's so true!
context: So it's like,\those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true! response:	Simpleton.
context: those rumors.\They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton. response:	Oh yeah, she was talking to some girl.
context: They said it was Sadako spreading them.\How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl. response:	Something about us not being friends.
context: How would she ever even spread rumors?\By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends. response:	And she doesn't like me or something.
context: By talking to herself?\There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something. response:	And I think she's avoiding me.
context: There'd be rumors about her talking to herself if she did that.\Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me. response:	What did you mean, sorry,” Sadako?
context: Yeah, but who else would she be talking to?\You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako? response:	Why didn't you just say you liked me?
context: You're right, that's so true!\Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me? response:	I guess she doesn't really like you.
context: Simpleton.\Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you. response:	Then what, do you think she hates me?
context: Oh yeah, she was talking to some girl.\Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me? response:	Do you think she was taking advantage of me?
context: Something about us not being friends.\And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me? response:	Who knows.
context: And she doesn't like me or something.\And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows. response:	Or maybe she doesn't even care.
context: And I think she's avoiding me.\What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care. response:	Or maybe something else.
context: What did you mean, sorry,” Sadako?\Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care.\Or maybe something else. response:	Something? Like what?
context: Why didn't you just say you liked me?\I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care.\Or maybe something else.\Something? Like what? response:	I don't know.
context: I guess she doesn't really like you.\Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care.\Or maybe something else.\Something? Like what?\I don't know. response:	Why don't you just ask her?
context: Then what, do you think she hates me?\Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care.\Or maybe something else.\Something? Like what?\I don't know.\Why don't you just ask her? response:	I'll cheer you up if she says she doesn't care.
context: Do you think she was taking advantage of me?\Who knows.\Or maybe she doesn't even care.\Or maybe something else.\Something? Like what?\I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care. response:	Later.
context: Who knows.\Or maybe she doesn't even care.\Or maybe something else.\Something? Like what?\I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later. response:	No thanks!
context: Or maybe she doesn't even care.\Or maybe something else.\Something? Like what?\I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later.\No thanks! response:	What the hell, something else”?
context: Or maybe something else.\Something? Like what?\I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later.\No thanks!\What the hell, something else”? response:	It was really easy to understand.
context: Something? Like what?\I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later.\No thanks!\What the hell, something else”?\It was really easy to understand. response:	She made this for me, after all.
context: I don't know.\Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later.\No thanks!\What the hell, something else”?\It was really easy to understand.\She made this for me, after all. response:	Oh my god Sadako, you suck at drawing.
context: Why don't you just ask her?\I'll cheer you up if she says she doesn't care.\Later.\No thanks!\What the hell, something else”?\It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing. response:	Who goes through so much trouble for me?
context: I'll cheer you up if she says she doesn't care.\Later.\No thanks!\What the hell, something else”?\It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me? response:	Chizu, can you come out right now?
context: Later.\No thanks!\What the hell, something else”?\It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now? response:	How was the exam?
context: No thanks!\What the hell, something else”?\It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam? response:	I only got the parts that Sadako helped me with.
context: What the hell, something else”?\It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with. response:	Yeah?
context: It was really easy to understand.\She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with.\Yeah? response:	Sadako hasn't even smiled since things turned awkward.
context: She made this for me, after all.\Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward. response:	Sadako seemed so happy lately.
context: Oh my god Sadako, you suck at drawing.\Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately. response:	She laughed when we were studying for the exam.
context: Who goes through so much trouble for me?\Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam. response:	She did. That was surprising.
context: Chizu, can you come out right now?\How was the exam?\I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising. response:	That girl...
context: How was the exam?\I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising.\That girl... response:	She'd gotten used to being avoided.
context: I only got the parts that Sadako helped me with.\Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising.\That girl...\She'd gotten used to being avoided. response:	It was normal for her, wasn't it?
context: Yeah?\Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising.\That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it? response:	Isn't that a bit sad?
context: Sadako hasn't even smiled since things turned awkward.\Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising.\That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad? response:	She's so nice too.
context: Sadako seemed so happy lately.\She laughed when we were studying for the exam.\She did. That was surprising.\That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too. response:	That's why I couldn't just leave her.
context: She laughed when we were studying for the exam.\She did. That was surprising.\That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her. response:	I guess that's why.
context: She did. That was surprising.\That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her.\I guess that's why. response:	You get used to the attitudes around you,
context: That girl...\She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you, response:	and it gets hard to know how people are feeling,
context: She'd gotten used to being avoided.\It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling, response:	or even how you're feeling yourself.
context: It was normal for her, wasn't it?\Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself. response:	I sort of know what that's like.
context: Isn't that a bit sad?\She's so nice too.\That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like. response:	That's why when she laughed,
context: She's so nice too.\That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed, response:	I was really happy.
context: That's why I couldn't just leave her.\I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed,\I was really happy. response:	Is that what you were thinking all this time?
context: I guess that's why.\You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed,\I was really happy.\Is that what you were thinking all this time? response:	Don't cry dammit, it's embarrassing.
context: You get used to the attitudes around you,\and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed,\I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing. response:	I didn't realize you were thinking the same thing.
context: and it gets hard to know how people are feeling,\or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed,\I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing. response:	Well, I thought I knew Sadako pretty well,
context: or even how you're feeling yourself.\I sort of know what that's like.\That's why when she laughed,\I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well, response:	but I guess we were getting upset because we only thought we did.
context: I sort of know what that's like.\That's why when she laughed,\I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did. response:	Then again, there are things we don't know about each other too.
context: That's why when she laughed,\I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too. response:	Yano-chin, there's something important that we haven't talked to Sadako about.
