context: Give me a status report! response:	Ships from Le Garite and De Metrio are exchanging fire.
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood response:	The government has just announced that hostilities have broken out
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out response:	between De Metrio and Le Garite forces in orbit above Earth.
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth. response:	As a result of this fighting, a De Metrio ship has crash-landed on Earth.
context: full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth. response:	Authorities are investigating the extent of the damage.
context: full of conviction\full of conviction\full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage. response:	The government has called an emergency session
context: full of conviction\full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session response:	to seek immediate answers
context: full of conviction\that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers response:	from both De Metrio and Le Garite...
context: that we are misunderstood\The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite... response:	What do you think is going to happen now?
context: The government has just announced that hostilities have broken out\between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now? response:	Dad?
context: between De Metrio and Le Garite forces in orbit above Earth.\As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad? response:	Are you okay?
context: As a result of this fighting, a De Metrio ship has crash-landed on Earth.\Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad?\Are you okay? response:	Yes, I'm aboard Pharos.
context: Authorities are investigating the extent of the damage.\The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad?\Are you okay?\Yes, I'm aboard Pharos. response:	Huh?! Right now?!
context: The government has called an emergency session\to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad?\Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?! response:	I see. Understood.
context: to seek immediate answers\from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad?\Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood. response:	Effective immediately,
context: from both De Metrio and Le Garite...\What do you think is going to happen now?\Dad?\Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood.\Effective immediately, response:	route all communications through here.
context: What do you think is going to happen now?\Dad?\Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood.\Effective immediately,\route all communications through here. response:	We received a communique
context: Dad?\Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood.\Effective immediately,\route all communications through here.\We received a communique response:	from De Metrio's trade representative.
context: Are you okay?\Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood.\Effective immediately,\route all communications through here.\We received a communique\from De Metrio's trade representative. response:	What did they say?
context: Yes, I'm aboard Pharos.\Huh?! Right now?!\I see. Understood.\Effective immediately,\route all communications through here.\We received a communique\from De Metrio's trade representative.\What did they say? response:	Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.
context: Huh?! Right now?!\I see. Understood.\Effective immediately,\route all communications through here.\We received a communique\from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron. response:	What are you trying to do, Dizelmine?
context: I see. Understood.\Effective immediately,\route all communications through here.\We received a communique\from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine? response:	You're going in Orca, aren't you?
context: Effective immediately,\route all communications through here.\We received a communique\from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you? response:	I'm going to find out what happened.
context: route all communications through here.\We received a communique\from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened. response:	If this is something your brother started...
context: We received a communique\from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started... response:	We don't know that for sure, yet.
context: from De Metrio's trade representative.\What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet. response:	But if it is?
context: What did they say?\Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet.\But if it is? response:	I don't know.
context: Apparently, Le Garite has commenced simultaneous attacks throughout the entire Polyhedron.\What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet.\But if it is?\I don't know. response:	But if he did...
context: What are you trying to do, Dizelmine?\You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet.\But if it is?\I don't know.\But if he did... response:	We'll have to find out for sure, won't we?
context: You're going in Orca, aren't you?\I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet.\But if it is?\I don't know.\But if he did...\We'll have to find out for sure, won't we? response:	Muginami...
context: I'm going to find out what happened.\If this is something your brother started...\We don't know that for sure, yet.\But if it is?\I don't know.\But if he did...\We'll have to find out for sure, won't we?\Muginami... response:	After that, we'll just wing it.
context: If this is something your brother started...\We don't know that for sure, yet.\But if it is?\I don't know.\But if he did...\We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it. response:	Lan, it's too risky going alone, so I'll go with you.
context: We don't know that for sure, yet.\But if it is?\I don't know.\But if he did...\We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you. response:	What took you two so long!
context: But if it is?\I don't know.\But if he did...\We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long! response:	Madoka?!
context: I don't know.\But if he did...\We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?! response:	Are you planning to head for Dizelmine's ship alone?!
context: But if he did...\We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?! response:	Don't look at me like that.
context: We'll have to find out for sure, won't we?\Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that. response:	You'll get wrinkles.
context: Muginami...\After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles. response:	Just kidding.
context: After that, we'll just wing it.\Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles.\Just kidding. response:	At this rate, the entire Polyhedron will become embroiled in conflict.
context: Lan, it's too risky going alone, so I'll go with you.\What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict. response:	I need to ask Dizelmine himself if that's his true intention.
context: What took you two so long!\Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention. response:	With all due respect...!
context: Madoka?!\Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...! response:	You'll be in charge of the fleet until I return.
context: Are you planning to head for Dizelmine's ship alone?!\Don't look at me like that.\You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return. response:	Lord Villagiulio...
context: Don't look at me like that.\You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio... response:	Stop giving me that look.
context: You'll get wrinkles.\Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look. response:	I'll be right back.
context: Just kidding.\At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look.\I'll be right back. response:	De Metrio Lu Villagiulio...
context: At this rate, the entire Polyhedron will become embroiled in conflict.\I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio... response:	Let's go, Arvirium!
context: I need to ask Dizelmine himself if that's his true intention.\With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium! response:	A single Ovid has left the De Metrio flagship.
context: With all due respect...!\You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship. response:	It's headed this way.
context: You'll be in charge of the fleet until I return.\Lord Villagiulio...\Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way. response:	It's Villagiulio.
context: Lord Villagiulio...\Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio. response:	How predictable can that man get?
context: Stop giving me that look.\I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio.\How predictable can that man get? response:	Your orders?
context: I'll be right back.\De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio.\How predictable can that man get?\Your orders? response:	I will deal with him myself.
context: De Metrio Lu Villagiulio...\Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio.\How predictable can that man get?\Your orders?\I will deal with him myself. response:	It's a courtesy I extend as king.
context: Let's go, Arvirium!\A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio.\How predictable can that man get?\Your orders?\I will deal with him myself.\It's a courtesy I extend as king. response:	Understood.
context: A single Ovid has left the De Metrio flagship.\It's headed this way.\It's Villagiulio.\How predictable can that man get?\Your orders?\I will deal with him myself.\It's a courtesy I extend as king.\Understood. response:	King Dizelmine will be leaving.
context: It's headed this way.\It's Villagiulio.\How predictable can that man get?\Your orders?\I will deal with him myself.\It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving. response:	Prepare Magoltul for launch!
context: It's Villagiulio.\How predictable can that man get?\Your orders?\I will deal with him myself.\It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch! response:	Yes, sir! Preparing Magoltul for launch!
context: How predictable can that man get?\Your orders?\I will deal with him myself.\It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch! response:	Dizelmine!
context: Your orders?\I will deal with him myself.\It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine! response:	Not even a warning?
context: I will deal with him myself.\It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning? response:	Some greeting!
context: It's a courtesy I extend as king.\Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning?\Some greeting! response:	Simply telling you wouldn't have convinced you, right?
context: Understood.\King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right? response:	Were you two going to leave me behind like the last time?
context: King Dizelmine will be leaving.\Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time? response:	No, that wasn't our intention...
context: Prepare Magoltul for launch!\Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention... response:	But this is between Le Garite and De Metrio...
context: Yes, sir! Preparing Magoltul for launch!\Dizelmine!\Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio... response:	That's where you're wrong!
context: Dizelmine!\Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong! response:	Lan, you don't get it at all!
context: Not even a warning?\Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all! response:	You and Muginami are my comrades!
context: Some greeting!\Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades! response:	Your problems are my problems!
context: Simply telling you wouldn't have convinced you, right?\Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems! response:	If you're sad, I'm sad.
context: Were you two going to leave me behind like the last time?\No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad. response:	If you're happy, then I'm happy, too!
context: No, that wasn't our intention...\But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too! response:	Does that make me sound creepy to you?
context: But this is between Le Garite and De Metrio...\That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you? response:	No, we never said that.
context: That's where you're wrong!\Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that. response:	Besides, the three of us together vowed never to use our Vox for battle.
context: Lan, you don't get it at all!\You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle. response:	If we're going to break that vow,
context: You and Muginami are my comrades!\Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow, response:	the three of us have to break it together!
context: Your problems are my problems!\If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together! response:	Madoka's right.
context: If you're sad, I'm sad.\If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together!\Madoka's right. response:	Muginami...
context: If you're happy, then I'm happy, too!\Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together!\Madoka's right.\Muginami... response:	If the two of you were in trouble, I'd do the same thing!
context: Does that make me sound creepy to you?\No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together!\Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing! response:	Wouldn't you do the same, Lan?
context: No, we never said that.\Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together!\Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan? response:	Woof!
context: Besides, the three of us together vowed never to use our Vox for battle.\If we're going to break that vow,\the three of us have to break it together!\Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof! response:	Big Sis?!
context: If we're going to break that vow,\the three of us have to break it together!\Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof!\Big Sis?! response:	You're going to fly, aren't you?
context: the three of us have to break it together!\Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof!\Big Sis?!\You're going to fly, aren't you? response:	Yeah.
context: Madoka's right.\Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof!\Big Sis?!\You're going to fly, aren't you?\Yeah. response:	I see...
context: Muginami...\If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof!\Big Sis?!\You're going to fly, aren't you?\Yeah.\I see... response:	Dad!
context: If the two of you were in trouble, I'd do the same thing!\Wouldn't you do the same, Lan?\Woof!\Big Sis?!\You're going to fly, aren't you?\Yeah.\I see...\Dad! response:	Hey.
context: Wouldn't you do the same, Lan?\Woof!\Big Sis?!\You're going to fly, aren't you?\Yeah.\I see...\Dad!\Hey. response:	Uncle Hiroshi?
context: Woof!\Big Sis?!\You're going to fly, aren't you?\Yeah.\I see...\Dad!\Hey.\Uncle Hiroshi? response:	He insisted on coming.
context: Big Sis?!\You're going to fly, aren't you?\Yeah.\I see...\Dad!\Hey.\Uncle Hiroshi?\He insisted on coming. response:	I packed you lunches, in case you get hungry.
context: You're going to fly, aren't you?\Yeah.\I see...\Dad!\Hey.\Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry. response:	Uncle...
context: Yeah.\I see...\Dad!\Hey.\Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle... response:	I told him this wasn't a picnic, but...
context: I see...\Dad!\Hey.\Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but... response:	Thank you, Boss.
context: Dad!\Hey.\Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss. response:	Thank you very much.
context: Hey.\Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much. response:	Thank you, Uncle Hiroshi.
context: Uncle Hiroshi?\He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi. response:	The three of you are the pretty faces that bring business to my shop.
context: He insisted on coming.\I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop. response:	Don't go getting yourselves hurt, now.
context: I packed you lunches, in case you get hungry.\Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now. response:	Come back safely, so I can see your happy faces again.
context: Uncle...\I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again. response:	Got that?
context: I told him this wasn't a picnic, but...\Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that? response:	Yeah.
context: Thank you, Boss.\Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that?\Yeah. response:	Yes.
context: Thank you very much.\Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that?\Yeah.\Yes. response:	We'll be going, then.
context: Thank you, Uncle Hiroshi.\The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that?\Yeah.\Yes.\We'll be going, then. response:	Okay! Now go get'em, girls!
context: The three of you are the pretty faces that bring business to my shop.\Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that?\Yeah.\Yes.\We'll be going, then.\Okay! Now go get'em, girls! response:	Let's go, Midori!
context: Don't go getting yourselves hurt, now.\Come back safely, so I can see your happy faces again.\Got that?\Yeah.\Yes.\We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori! response:	Orca, let's fly together once more.
context: Come back safely, so I can see your happy faces again.\Got that?\Yeah.\Yes.\We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more. response:	I'm counting on you, Hupo.
context: Got that?\Yeah.\Yes.\We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo. response:	Dizelmine!
context: Yeah.\Yes.\We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine! response:	Are you serious about starting a war?!
context: Yes.\We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?! response:	That's a stupid question.
context: We'll be going, then.\Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?!\That's a stupid question. response:	What?!
context: Okay! Now go get'em, girls!\Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?!\That's a stupid question.\What?! response:	Have I ever, even for a moment, stopped fighting to protect the Polyhedron?
context: Let's go, Midori!\Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?!\That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron? response:	Lord Villagiulio! We're sending support immediately!
context: Orca, let's fly together once more.\I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?!\That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately! response:	Cancel that order!
context: I'm counting on you, Hupo.\Dizelmine!\Are you serious about starting a war?!\That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order! response:	Roger!
context: Dizelmine!\Are you serious about starting a war?!\That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger! response:	We'll...what?!
context: Are you serious about starting a war?!\That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger!\We'll...what?! response:	As long as he's saying that he's doing this for the sake of Polyhedron...
context: That's a stupid question.\What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron... response:	Then I must trust him, more than anyone!
context: What?!\Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone! response:	Regardless of how badly I want to kill this bastard!
context: Have I ever, even for a moment, stopped fighting to protect the Polyhedron?\Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard! response:	Lord Villagiulio...
context: Lord Villagiulio! We're sending support immediately!\Cancel that order!\Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio... response:	Lady Grania!
context: Cancel that order!\Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania! response:	What is it?!
context: Roger!\We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania!\What is it?! response:	A ship is emerging from warp up ahead!
context: We'll...what?!\As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania!\What is it?!\A ship is emerging from warp up ahead! response:	More enemy ships?!
context: As long as he's saying that he's doing this for the sake of Polyhedron...\Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania!\What is it?!\A ship is emerging from warp up ahead!\More enemy ships?! response:	Why are you being so shy right now?
