context: This... isn't obligatory chocolate, is it? response:	Um... couldn't you just make it obligatory chocolate?
context: It's been a while since you've been on a date with just the two of you.\It's not a date or anything! There's not much romance between...\Then make some romance, you idiot!\Are you just going to let all that effort with the honmei chocolate go to waste?\Your goal is to be a kissable girl! Chu!\Enough with the chu-chu!\What are you, a mouse?\Darling! response:	Sorry to keep you waiting!
context: It's not a date or anything! There's not much romance between...\Then make some romance, you idiot!\Are you just going to let all that effort with the honmei chocolate go to waste?\Your goal is to be a kissable girl! Chu!\Enough with the chu-chu!\What are you, a mouse?\Darling!\Sorry to keep you waiting! response:	It's like we've been apart for so long!
context: Then make some romance, you idiot!\Are you just going to let all that effort with the honmei chocolate go to waste?\Your goal is to be a kissable girl! Chu!\Enough with the chu-chu!\What are you, a mouse?\Darling!\Sorry to keep you waiting!\It's like we've been apart for so long! response:	I missed you!
context: Are you just going to let all that effort with the honmei chocolate go to waste?\Your goal is to be a kissable girl! Chu!\Enough with the chu-chu!\What are you, a mouse?\Darling!\Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you! response:	Good work.
context: Your goal is to be a kissable girl! Chu!\Enough with the chu-chu!\What are you, a mouse?\Darling!\Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you!\Good work. response:	You sure have a lot of free time.
context: Enough with the chu-chu!\What are you, a mouse?\Darling!\Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you!\Good work.\You sure have a lot of free time. response:	I was wondering if you were waiting to throw something at me again.
context: What are you, a mouse?\Darling!\Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you!\Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again. response:	I wasn't.
context: Darling!\Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you!\Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't. response:	I see.
context: Sorry to keep you waiting!\It's like we've been apart for so long!\I missed you!\Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't.\I see. response:	Otani isn't here today?
context: It's like we've been apart for so long!\I missed you!\Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't.\I see.\Otani isn't here today? response:	Yeah. I heard he has a cold.
context: I missed you!\Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't.\I see.\Otani isn't here today?\Yeah. I heard he has a cold. response:	Really? I hope he's okay. The concert is tomorrow...
context: Good work.\You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't.\I see.\Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow... response:	Why don't you pay him a little visit?
context: You sure have a lot of free time.\I was wondering if you were waiting to throw something at me again.\I wasn't.\I see.\Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit? response:	If you're nice to him in his weakened state, it'll leave an impression.
context: I was wondering if you were waiting to throw something at me again.\I wasn't.\I see.\Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression. response:	He's weakened, weakened.
context: I wasn't.\I see.\Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened. response:	For the sake of tomorrow's Umibouzu concert, you need to do your best now!
context: I see.\Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now! response:	B-But I don't know where he lives...
context: Otani isn't here today?\Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives... response:	We'll tell you all you want to know, right?
context: Yeah. I heard he has a cold.\Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right? response:	Here ya go. A map to his place.
context: Really? I hope he's okay. The concert is tomorrow...\Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place. response:	Right! I get it. I'm gonna go for it!
context: Why don't you pay him a little visit?\If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it! response:	You can even do things that might result in you catching his cold.
context: If you're nice to him in his weakened state, it'll leave an impression.\He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold. response:	What are you saying?
context: He's weakened, weakened.\For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying? response:	Okay. Here are the report cards for you second-year students.
context: For the sake of tomorrow's Umibouzu concert, you need to do your best now!\B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students. response:	Otani
context: B-But I don't know where he lives...\We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students.\Otani response:	Yes?
context: We'll tell you all you want to know, right?\Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students.\Otani\Yes? response:	And you are...?
context: Here ya go. A map to his place.\Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students.\Otani\Yes?\And you are...? response:	Um... I'm Otani-kun's classmate, Koizumi.
context: Right! I get it. I'm gonna go for it!\You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students.\Otani\Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi. response:	He wasn't at school today, so, uh...
context: You can even do things that might result in you catching his cold.\What are you saying?\Okay. Here are the report cards for you second-year students.\Otani\Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh... response:	Are you A-chan's girlfriend?
context: What are you saying?\Okay. Here are the report cards for you second-year students.\Otani\Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend? response:	A-A-chan?
context: Okay. Here are the report cards for you second-year students.\Otani\Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan? response:	What's this? A-chan's girlfriend?
context: Otani\Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend? response:	Uh, no. I'm not...
context: Yes?\And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not... response:	She's a beauty too, isn't she?
context: And you are...?\Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she? response:	Well, come in, come in.
context: Um... I'm Otani-kun's classmate, Koizumi.\He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in. response:	Wh-What?
context: He wasn't at school today, so, uh...\Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in.\Wh-What? response:	That boy's been practically dead since this morning,
context: Are you A-chan's girlfriend?\A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning, response:	A-chan! A-chan, wake up!
context: A-A-chan?\What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up! response:	I'll make some tea. It'll just be a minute, okay?
context: What's this? A-chan's girlfriend?\Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay? response:	Shut up. What's going on?
context: Uh, no. I'm not...\She's a beauty too, isn't she?\Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on? response:	So how are you feeling... A-chan?
context: She's a beauty too, isn't she?\Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan? response:	What are you doing in my house?!
context: Well, come in, come in.\Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?! response:	I came to visit.
context: Wh-What?\That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit. response:	A-chan, what good timing. Let's have some cake.
context: That boy's been practically dead since this morning,\A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake. response:	I just picked it up. It's round.
context: A-chan! A-chan, wake up!\I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round. response:	Just a minute while I cut it.
context: I'll make some tea. It'll just be a minute, okay?\Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it. response:	You shouldn't feed a sick person cake!
context: Shut up. What's going on?\So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake! response:	Why not? That's such a waste.
context: So how are you feeling... A-chan?\What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste. response:	You sure are tall, aren't you. How tall are you, exactly?
context: What are you doing in my house?!\I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly? response:	Um... 172 cm.
context: I came to visit.\A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm. response:	172?
context: A-chan, what good timing. Let's have some cake.\I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172? response:	You're shorter than her, A-chan. How uncool.
context: I just picked it up. It's round.\Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool. response:	Shut up! Get out!
context: Just a minute while I cut it.\You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out! response:	Mom's not scared by your shouting.
context: You shouldn't feed a sick person cake!\Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting. response:	You aren't even tall enough to kiss her.
context: Why not? That's such a waste.\You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her. response:	Totally uncool.
context: You sure are tall, aren't you. How tall are you, exactly?\Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool. response:	Why would I do that?!
context: Um... 172 cm.\172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?! response:	She's your girlfriend, isn't she?
context: 172?\You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she? response:	No!
context: You're shorter than her, A-chan. How uncool.\Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she?\No! response:	Fine. Just go away!
context: Shut up! Get out!\Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she?\No!\Fine. Just go away! response:	It's your birthday today, Otani?
context: Mom's not scared by your shouting.\You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she?\No!\Fine. Just go away!\It's your birthday today, Otani? response:	Yeah. You should at least know the birthday of the guy you like.
context: You aren't even tall enough to kiss her.\Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she?\No!\Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like. response:	So, what brings you here?
context: Totally uncool.\Why would I do that?!\She's your girlfriend, isn't she?\No!\Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here? response:	Here. Your report card.
context: Why would I do that?!\She's your girlfriend, isn't she?\No!\Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card. response:	Did you look at it?
context: She's your girlfriend, isn't she?\No!\Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card.\Did you look at it? response:	I did. It's about as bad as mine.
context: No!\Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card.\Did you look at it?\I did. It's about as bad as mine. response:	And, here. Some oranges to help you get better.
context: Fine. Just go away!\It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card.\Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better. response:	Thank you.
context: It's your birthday today, Otani?\Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card.\Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you. response:	I'm not sure if I'll be okay tomorrow.
context: Yeah. You should at least know the birthday of the guy you like.\So, what brings you here?\Here. Your report card.\Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow. response:	For Umibouzu?
context: So, what brings you here?\Here. Your report card.\Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu? response:	If I can't go, then just go by yourself. Enjoy it for me, okay.
context: Here. Your report card.\Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay. response:	If you're not going, then I won't go either.
context: Did you look at it?\I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either. response:	There's no point if I don't get to go with you.
context: I did. It's about as bad as mine.\And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you. response:	What are you saying? I went to a lot of effort to get those tickets.
context: And, here. Some oranges to help you get better.\Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets. response:	Oh, that's right.
context: Thank you.\I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right. response:	Then you have to come, no matter what.
context: I'm not sure if I'll be okay tomorrow.\For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what. response:	I'll do that.
context: For Umibouzu?\If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what.\I'll do that. response:	Hey...
context: If I can't go, then just go by yourself. Enjoy it for me, okay.\If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what.\I'll do that.\Hey... response:	I've been wanting to ask you something.
context: If you're not going, then I won't go either.\There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what.\I'll do that.\Hey...\I've been wanting to ask you something. response:	What is it?
context: There's no point if I don't get to go with you.\What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what.\I'll do that.\Hey...\I've been wanting to ask you something.\What is it? response:	When did you start liking me?
context: What are you saying? I went to a lot of effort to get those tickets.\Oh, that's right.\Then you have to come, no matter what.\I'll do that.\Hey...\I've been wanting to ask you something.\What is it?\When did you start liking me? response:	H-How can you ask something like that?!
context: Oh, that's right.\Then you have to come, no matter what.\I'll do that.\Hey...\I've been wanting to ask you something.\What is it?\When did you start liking me?\H-How can you ask something like that?! response:	Didn't you tell me to say whatever is on my mind?
context: Then you have to come, no matter what.\I'll do that.\Hey...\I've been wanting to ask you something.\What is it?\When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind? response:	How could I expect this?!
context: I'll do that.\Hey...\I've been wanting to ask you something.\What is it?\When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?! response:	Aren't you always talking about how short I am?
context: Hey...\I've been wanting to ask you something.\What is it?\When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am? response:	Do you really want a boyfriend this short?
context: I've been wanting to ask you something.\What is it?\When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short? response:	I'm seriously going to hit you, you idiot.
context: What is it?\When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot. response:	That hurts... What the heck?
context: When did you start liking me?\H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck? response:	I'm fine with it.
context: H-How can you ask something like that?!\Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it. response:	It's not like you want a tall girl like me for a girlfriend either, right?
context: Didn't you tell me to say whatever is on my mind?\How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right? response:	No, height has nothing to do with it.
context: How could I expect this?!\Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it. response:	Well, I guess it does... I guess it does a little bit.
context: Aren't you always talking about how short I am?\Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit. response:	What do you mean?
context: Do you really want a boyfriend this short?\I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean? response:	You're the one who told me not to think about height, and just go for it.
context: I'm seriously going to hit you, you idiot.\That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it. response:	Huh? I did?
context: That hurts... What the heck?\I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did? response:	When did I say that?
context: I'm fine with it.\It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that? response:	You said it last summer!
context: It's not like you want a tall girl like me for a girlfriend either, right?\No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that?\You said it last summer! response:	You have your own charm, Koizumi.
context: No, height has nothing to do with it.\Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that?\You said it last summer!\You have your own charm, Koizumi. response:	Don't be indecisive. Just go for it.
context: Well, I guess it does... I guess it does a little bit.\What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that?\You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it. response:	So, who do you like?
context: What do you mean?\You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that?\You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like? response:	Never mind.
context: You're the one who told me not to think about height, and just go for it.\Huh? I did?\When did I say that?\You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind. response:	How can I not mind? Of course I mind, being the only one who doesn't know.
context: Huh? I did?\When did I say that?\You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know. response:	Back when you didn't know it was you, and you were going around asking,
context: When did I say that?\You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking, response:	Who does Koizumi like?
context: You said it last summer!\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like? response:	That's when!
context: You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when! response:	What was that? Me?
context: Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when!\What was that? Me? response:	Was that supposed to me be?!
context: So, who do you like?\Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when!\What was that? Me?\Was that supposed to me be?! response:	Damn straight.
context: Never mind.\How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when!\What was that? Me?\Was that supposed to me be?!\Damn straight. response:	My face doesn't look like that!
context: How can I not mind? Of course I mind, being the only one who doesn't know.\Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when!\What was that? Me?\Was that supposed to me be?!\Damn straight.\My face doesn't look like that! response:	It sure does.
context: Back when you didn't know it was you, and you were going around asking,\Who does Koizumi like?\That's when!\What was that? Me?\Was that supposed to me be?!\Damn straight.\My face doesn't look like that!\It sure does. response:	Is this how you treat the guy you like?
context: Who does Koizumi like?\That's when!\What was that? Me?\Was that supposed to me be?!\Damn straight.\My face doesn't look like that!\It sure does.\Is this how you treat the guy you like? response:	Yep.
context: That's when!\What was that? Me?\Was that supposed to me be?!\Damn straight.\My face doesn't look like that!\It sure does.\Is this how you treat the guy you like?\Yep. response:	Please don't taunt a sick person.
context: What was that? Me?\Was that supposed to me be?!\Damn straight.\My face doesn't look like that!\It sure does.\Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person. response:	I'm not really as concerned with height as you think.
context: Was that supposed to me be?!\Damn straight.\My face doesn't look like that!\It sure does.\Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think. response:	So it's because of my twisted personality?
context: Damn straight.\My face doesn't look like that!\It sure does.\Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality? response:	If you know that, then you should do something about it.
context: My face doesn't look like that!\It sure does.\Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it. response:	But it'd be weird if you changed all of a sudden.
context: It sure does.\Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden. response:	Don't call me weird!
context: Is this how you treat the guy you like?\Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird! response:	The rest of the problem lies with me.
