context: So far, he's hit a right fly and been struck-out. response:	So far, he's hit a right fly and been struck-out. Something's off.
context: We don't know that yet. He winds up for the second pitch... I guess it's what you would call deja vu.\It's a hit! And it's a big one! It's headed for left field...\And it's good! It's a single-run home run!\Jyonan has gotten their eighth run! This gives them yet another point.\Kashima is slowly rounding third base.\Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all response:	OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive
context: It's a hit! And it's a big one! It's headed for left field...\And it's good! It's a single-run home run!\Jyonan has gotten their eighth run! This gives them yet another point.\Kashima is slowly rounding third base.\Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive response:	tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world
context: And it's good! It's a single-run home run!\Jyonan has gotten their eighth run! This gives them yet another point.\Kashima is slowly rounding third base.\Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world response:	jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me
context: Jyonan has gotten their eighth run! This gives them yet another point.\Kashima is slowly rounding third base.\Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me response:	kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything
context: Kashima is slowly rounding third base.\Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything response:	I SAY I SAY MY HEAVEN I say, I say my heaven
context: Kashima is slowly rounding third base. Summer's almost over.\DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven response:	SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what
context: DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what response:	fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!
context: doudou to kotowacchau kimi ni narina yo that's why you need to become someone that can just reject it all\OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go! response:	Daishouri tte doukan I agree, it's going to be a huge victory
context: OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory response:	mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens
context: tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens response:	hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up
context: jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up response:	aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to
context: kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to response:	marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out
context: I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out response:	aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly
context: SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly response:	marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?
context: fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it? response:	Endless Eight You're late, Kyon! Show some more motivation!
context: Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation! response:	Yeah, yeah. Sorry I made you wait.
context: mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait. response:	I just got here, too.
context: hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too. response:	- Okay, we're all here, so let's go. - Where are we going?
context: aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going? response:	To the public swimming pool, of course!
context: marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course! response:	Well, I guess that makes sense considering what I brought.
context: aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought. response:	We have to do summer vacation-y things during our summer vacation!
context: marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation! response:	We can never get back the time that we've lost!
context: Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost! response:	And so we're going to do them now, in our one and only summer as tenth graders.
context: Yeah, yeah. Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders. response:	By the way, we're going to the pool by bike.
context: I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike. response:	Did you ride your bikes, too?
context: - Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too? response:	No, the only two bikes we have are yours and mine.
context: To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine. response:	Kyon, you'd better not lose to Koizumi.
context: Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi. response:	This train is leaving the station!
context: We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station! response:	Come on, you two, hurry up and park your bikes.
context: We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes. response:	Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.
context: And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted. response:	Whose fault do you think this is?
context: By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is? response:	Oh, the scent of chlorine. This really makes it feel like a pool!
context: Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool! response:	Come on, let's get in! We're going to race!
context: No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race! response:	No diving It's dangerous Come on, let's get in! We're going to race!
context: Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race! response:	Oh, Miss Suzumiya, wait!
context: This train is leaving the station!\Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait! response:	That looks like fun.
context: Come on, you two, hurry up and park your bikes.\Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun. response:	It sure does.
context: Hey now, Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does. response:	This makes me smile, though. It feels peaceful.
context: Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful. response:	She has some rather normal ways of enjoying her time, don't you think?
context: Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think? response:	Calling out of the blue to invite someone out to do something and only giving
context: Come on, let's get in! We're going to race!\No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving response:	a general idea of what's going to happen isn't what I'd call normal.
context: No diving It's dangerous Come on, let's get in! We're going to race!\Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal. response:	In my opinion, that's really nothing.
context: Oh, Miss Suzumiya, wait!\That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing. response:	Miss Suzumiya, laughing and having a good time like that,
context: That looks like fun.\It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that, response:	isn't likely to shake up the world, after all.
context: It sure does.\This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all. response:	I hope that's the case...
context: This makes me smile, though. It feels peaceful.\She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case... response:	What's wrong?
context: She has some rather normal ways of enjoying her time, don't you think?\Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong? response:	It's nothing... It's probably just my imagination.
context: Calling out of the blue to invite someone out to do something and only giving\a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination. response:	Because so much has happened since the beginning of spring,
context: a general idea of what's going to happen isn't what I'd call normal.\In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring, response:	I've become a little paranoid.
context: In my opinion, that's really nothing.\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid. response:	Oh, I lost again!
context: Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again! response:	Yuki, let's go one more time!
context: isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time! response:	Here I come!
context: I hope that's the case...\What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time!\Here I come! response:	Delicious! This is delicious, Mikuru!
context: What's wrong?\It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru! response:	Jeez.
context: It's nothing... It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru!\Jeez. response:	I think it would be better to call this place a communal pool than a public pool.
context: Because so much has happened since the beginning of spring,\I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool. response:	I wonder why Haruhi chose this place.
context: I've become a little paranoid.\Oh, I lost again!\Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place. response:	Jeez.
context: Oh, I lost again!\Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez. response:	I think it would be better to call this place a communal pool than a public pool.
context: Yuki, let's go one more time!\Here I come!\Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool. response:	I wonder why Haruhi chose this place.
context: Here I come!\Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place. response:	What is this feeling?
context: Delicious! This is delicious, Mikuru!\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling? response:	Right, and then Haruhi says this...
context: Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this... response:	These two are my brigade members.
context: I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members. response:	They'll do anything you ask, so ask for anything you want!
context: I wonder why Haruhi chose this place.\Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want! response:	Okay, let's have some fun! We're going to play water soccer.
context: Jeez.\I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer. response:	Yeah, yeah.
context: I think it would be better to call this place a communal pool than a public pool.\I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah. response:	Well, deja vu isn't all that uncommon.
context: I wonder why Haruhi chose this place.\What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon. response:	Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...
context: What is this feeling?\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... response:	Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?
context: Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that? response:	It's a schedule of how we'll spend the rest of our short summer vacation.
context: These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival fireworks show, part-time job, stargazing... What is that?\It's a schedule of how we'll spend the rest of our short summer vacation. response:	I realized that we only have two weeks of summer vacation left.
