context: Sorry. response:	What?
context: They have hometowns, just like you.\Do you think they wanted to die on foreign soil?\But Gai said we were doing that to save the people in the fort!\Then why is he trying to free a mass murderer?\The man behind the Sky Tree bombing, Kido Kenji.\Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret. response:	Beware of people who tell you to believe in yourself.
context: Do you think they wanted to die on foreign soil?\But Gai said we were doing that to save the people in the fort!\Then why is he trying to free a mass murderer?\The man behind the Sky Tree bombing, Kido Kenji.\Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself. response:	This is a transmitter.
context: But Gai said we were doing that to save the people in the fort!\Then why is he trying to free a mass murderer?\The man behind the Sky Tree bombing, Kido Kenji.\Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter. response:	When you're with Tsutsugami Gai,
context: Then why is he trying to free a mass murderer?\The man behind the Sky Tree bombing, Kido Kenji.\Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai, response:	please press the blue button twice, and then the red one once.
context: The man behind the Sky Tree bombing, Kido Kenji.\Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once. response:	We will come to mete out the appropriate punishment on him
context: Undertaker has declared that they will take him from us by force.\Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him response:	No matter where they may be.
context: Him, not you.\Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be. response:	Miss Yuzuriha Inori...
context: Ouma, I'll tell you a little secret.\Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori... response:	She's a famous musician on the web, it seems.
context: Beware of people who tell you to believe in yourself.\This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems. response:	I wonder if she's being deceived by Tsutsugami Gai as well...
context: This is a transmitter.\When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well... response:	If you refuse us, I'll be forced to ask for her help next.
context: When you're with Tsutsugami Gai,\please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next. response:	Blooming wildflower...
context: please press the blue button twice, and then the red one once.\We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower... response:	I beg you, please tell me,
context: We will come to mete out the appropriate punishment on him\No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me, response:	Why do people fight and hurt each other?
context: No matter where they may be.\Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other? response:	Say, Funell... why do I feel cold?
context: Miss Yuzuriha Inori...\She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold? response:	Would Shu know?
context: She's a famous musician on the web, it seems.\I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know? response:	Get out here. You've got a meeting with your lawyer.
context: I wonder if she's being deceived by Tsutsugami Gai as well...\If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer. response:	Hi there, Shu.
context: If you refuse us, I'll be forced to ask for her help next.\Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu. response:	Nice to meet you.
context: Blooming wildflower...\I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you. response:	Your mother hired me to be your lawyer. The name's Mason.
context: I beg you, please tell me,\Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason. response:	You don't have to worry about a thing now.
context: Why do people fight and hurt each other?\Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now. response:	Gai
context: Say, Funell... why do I feel cold?\Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai response:	Let's get right down to business.
context: Would Shu know?\Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai\Let's get right down to business. response:	Aye! Beginning hack of the main system.
context: Get out here. You've got a meeting with your lawyer.\Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai\Let's get right down to business.\Aye! Beginning hack of the main system. response:	This place never gives us much time, you see, so we have to hurry.
context: Hi there, Shu.\Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai\Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry. response:	Give me three minutes.
context: Nice to meet you.\Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai\Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes. response:	So, are you ready to talk?
context: Your mother hired me to be your lawyer. The name's Mason.\You don't have to worry about a thing now.\Gai\Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk? response:	I've got the cameras and mikes off you.
context: You don't have to worry about a thing now.\Gai\Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you. response:	Start anytime.
context: Gai\Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime. response:	All right, everyone stand by.
context: Let's get right down to business.\Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by. response:	What an ordeal for you! You must've been so scared.
context: Aye! Beginning hack of the main system.\This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared. response:	But everything's fine now.
context: This place never gives us much time, you see, so we have to hurry.\Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now. response:	Just leave everything to me, and I'll get you out of here for sure.
context: Give me three minutes.\So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure. response:	How pathetic.
context: So, are you ready to talk?\I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic. response:	You're saying I'm stupid, I know. My question is, why are you here?
context: I've got the cameras and mikes off you.\Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here? response:	A certain person is being confined here.
context: Start anytime.\All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here. response:	We're going to break him out.
context: All right, everyone stand by.\What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out. response:	Kido Kenji, the murderer?
context: What an ordeal for you! You must've been so scared.\But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer? response:	That's right.
context: But everything's fine now.\Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer?\That's right. response:	Ogumo and the others are about to attack.
context: Just leave everything to me, and I'll get you out of here for sure.\How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack. response:	Kido's in solitary confinement underground.
context: How pathetic.\You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground. response:	Once you leave here, meet up with him immediately and draw out his Void.
context: You're saying I'm stupid, I know. My question is, why are you here?\A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void. response:	Thirty seconds later
context: A certain person is being confined here.\We're going to break him out.\Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later response:	Don't just assume I'll obey you!
context: We're going to break him out.\Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you! response:	I'm not one of your people!
context: Kido Kenji, the murderer?\That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people! response:	Did they say something to you?
context: That's right.\Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you? response:	Who was it? Galty, the chief?
context: Ogumo and the others are about to attack.\Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief? response:	Gai. Why are you fighting? What's it for?!
context: Kido's in solitary confinement underground.\Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?! response:	Why are you asking me that?
context: Once you leave here, meet up with him immediately and draw out his Void.\Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that? response:	Answer me, Gai! You haven't told me a single
context: Thirty seconds later\Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single response:	Attention all personnel-
context: Don't just assume I'll obey you!\I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel- response:	The system has gone down due to an attack from an outside hacker.
context: I'm not one of your people!\Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker. response:	We are currently rebooting from a backup array.
context: Did they say something to you?\Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array. response:	I repeat...
context: Who was it? Galty, the chief?\Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat... response:	Begin the operation.
context: Gai. Why are you fighting? What's it for?!\Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat...\Begin the operation. response:	Your turn, Gumi!
context: Why are you asking me that?\Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat...\Begin the operation.\Your turn, Gumi! response:	Roger.
context: Answer me, Gai! You haven't told me a single\Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat...\Begin the operation.\Your turn, Gumi!\Roger. response:	Engage the anti-air defenses! Get the Endlaves out there!
context: Attention all personnel-\The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat...\Begin the operation.\Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there! response:	Aya! Enemy units activated!
context: The system has gone down due to an attack from an outside hacker.\We are currently rebooting from a backup array.\I repeat...\Begin the operation.\Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated! response:	Roger. I'm all set to go.
context: We are currently rebooting from a backup array.\I repeat...\Begin the operation.\Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go. response:	Angle and direction, good. Can you do it, Ayase?
context: I repeat...\Begin the operation.\Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase? response:	Any time.
context: Begin the operation.\Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time. response:	There's no time. Decide.
context: Your turn, Gumi!\Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide. response:	Are you going to move, or come to a standstill again?
context: Roger.\Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again? response:	Shu?
context: Engage the anti-air defenses! Get the Endlaves out there!\Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu? response:	Inori?
context: Aya! Enemy units activated!\Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu?\Inori? response:	Thank goodness!
context: Roger. I'm all set to go.\Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu?\Inori?\Thank goodness! response:	Hang on, I'm coming.
context: Angle and direction, good. Can you do it, Ayase?\Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu?\Inori?\Thank goodness!\Hang on, I'm coming. response:	You're coming... here?
context: Any time.\There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu?\Inori?\Thank goodness!\Hang on, I'm coming.\You're coming... here? response:	I thought I ordered you to stand by! Why are you doing this?!
context: There's no time. Decide.\Are you going to move, or come to a standstill again?\Shu?\Inori?\Thank goodness!\Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?! response:	Gai, I've located Inori.
context: Are you going to move, or come to a standstill again?\Shu?\Inori?\Thank goodness!\Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori. response:	She broke into the facility solo.
context: Shu?\Inori?\Thank goodness!\Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo. response:	She's downloaded the coordinates of Shu's cell!
context: Inori?\Thank goodness!\Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell! response:	She must intend to rescue him!
context: Thank goodness!\Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him! response:	What? But I'm in this room!
context: Hang on, I'm coming.\You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room! response:	No good. She's shut off her communicator.
context: You're coming... here?\I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator. response:	And the tower's defenses are super beefed up right now!
context: I thought I ordered you to stand by! Why are you doing this?!\Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now! response:	The interview's over! Get back to your cell pronto!
context: Gai, I've located Inori.\She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto! response:	Wait! Hey!
context: She broke into the facility solo.\She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey! response:	That idiot.
context: She's downloaded the coordinates of Shu's cell!\She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot. response:	Don't move! If you resi
context: She must intend to rescue him!\What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot.\Don't move! If you resi response:	Tsugumi, connect me with Shibungi.
context: What? But I'm in this room!\No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi. response:	Aye-aye!
context: No good. She's shut off her communicator.\And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye! response:	I've been waiting for you, Gai.
context: And the tower's defenses are super beefed up right now!\The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai. response:	I'm about to send Ayase in to assist your escape.
context: The interview's over! Get back to your cell pronto!\Wait! Hey!\That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape. response:	We have an unexpected situation here.
context: Wait! Hey!\That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here. response:	I'm changing our strategy.
context: That idiot.\Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy. response:	I'll secure Kido on my own.
context: Don't move! If you resi\Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own. response:	That's too reckless, Gai.
context: Tsugumi, connect me with Shibungi.\Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai. response:	Ayase, you come in as planned. I need you to back up Shu and Inori.
context: Aye-aye!\I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori. response:	Roger. Shibungi, I'm launching Steiner!
context: I've been waiting for you, Gai.\I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner! response:	Shu, Inori, please just sit still!
context: I'm about to send Ayase in to assist your escape.\We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still! response:	Hurry up!
context: We have an unexpected situation here.\I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up! response:	Gai, Kido's started moving.
context: I'm changing our strategy.\I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving. response:	This is our chance. Send me his position!
context: I'll secure Kido on my own.\That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position! response:	Aye-aye!
context: That's too reckless, Gai.\Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye! response:	Secured escapee. Currently checking his number. Request immediate
context: Ayase, you come in as planned. I need you to back up Shu and Inori.\Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate response:	What did you do to Inori?
context: Roger. Shibungi, I'm launching Steiner!\Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori? response:	What do you mean?
context: Shu, Inori, please just sit still!\Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean? response:	You must've done something, otherwise she'd never disobey Gai's orders!
context: Hurry up!\Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders! response:	The whole operation's screwed up thanks to you!
context: Gai, Kido's started moving.\This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you! response:	If something happens to Gai, I swear I'll never forgive you!
context: This is our chance. Send me his position!\Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you! response:	Major, we have a message from the head of Isolation Facility Four.
context: Aye-aye!\Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four. response:	We'll protect the facility on our own. Don't interfere.
context: Secured escapee. Currently checking his number. Request immediate\What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere. response:	Understood. All right, I'm going out for a bit.
context: What did you do to Inori?\What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit. response:	Er, Sir, they said not to interfere...
context: What do you mean?\You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere... response:	And I won't, of course.
context: You must've done something, otherwise she'd never disobey Gai's orders!\The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course. response:	I'm just going to watch. That's all.
context: The whole operation's screwed up thanks to you!\If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all. response:	Your big brother will protect you no matter what.
