context: How beautiful you must have been when you were alive... response:	Midoriko.
context: Buteventually, I got lost.\Then I came upon a demon\handing the Sacred Jewel to that demon you just saw.\Was he called Naraku?\No. He called himself Orochidayu.\And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels? response:	That's all I overheard.
context: Then I came upon a demon\handing the Sacred Jewel to that demon you just saw.\Was he called Naraku?\No. He called himself Orochidayu.\And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard. response:	I don't sense any presence of demons.
context: handing the Sacred Jewel to that demon you just saw.\Was he called Naraku?\No. He called himself Orochidayu.\And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons. response:	It was just around here that I witnessed that demon.
context: Was he called Naraku?\No. He called himself Orochidayu.\And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon. response:	I don't catch any scent of Naraku.
context: No. He called himself Orochidayu.\And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku. response:	It doesn't seem like he's involved.
context: And he said that the Jewel was not yet complete,\but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved. response:	Well, Kagome?
context: but that soon a true Sacred Jewel would be made.\You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome? response:	Do you sense the presence of the Sacred Jewel?
context: You're saying that a demon is making Sacred Jewels?\That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel? response:	No, not at all.
context: That's all I overheard.\I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all. response:	It's not like it's a strong presence to begin with.
context: I don't sense any presence of demons.\It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with. response:	'Cuz it's a fake!
context: It was just around here that I witnessed that demon.\I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake! response:	It probably doesn't work that well either.
context: I don't catch any scent of Naraku.\It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either. response:	Say! There's a village overthere.
context: It doesn't seem like he's involved.\Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere. response:	No one's around.
context: Well, Kagome?\Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere.\No one's around. response:	Not a sign of anyone.
context: Do you sense the presence of the Sacred Jewel?\No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere.\No one's around.\Not a sign of anyone. response:	I wonder if something happened.
context: No, not at all.\It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere.\No one's around.\Not a sign of anyone.\I wonder if something happened. response:	Hey! Where is he?
context: It's not like it's a strong presence to begin with.\'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere.\No one's around.\Not a sign of anyone.\I wonder if something happened.\Hey! Where is he? response:	Huh?! Izumo!
context: 'Cuz it's a fake!\It probably doesn't work that well either.\Say! There's a village overthere.\No one's around.\Not a sign of anyone.\I wonder if something happened.\Hey! Where is he?\Huh?! Izumo! response:	Hey! What're you doing?
context: It probably doesn't work that well either.\Say! There's a village overthere.\No one's around.\Not a sign of anyone.\I wonder if something happened.\Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing? response:	Oh...
context: Say! There's a village overthere.\No one's around.\Not a sign of anyone.\I wonder if something happened.\Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing?\Oh... response:	Hey!
context: No one's around.\Not a sign of anyone.\I wonder if something happened.\Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing?\Oh...\Hey! response:	Word has it that this shrine houses the Deity of Origin.
context: Not a sign of anyone.\I wonder if something happened.\Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing?\Oh...\Hey!\Word has it that this shrine houses the Deity of Origin. response:	Huh?
context: I wonder if something happened.\Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing?\Oh...\Hey!\Word has it that this shrine houses the Deity of Origin.\Huh? response:	It's empty.
context: Hey! Where is he?\Huh?! Izumo!\Hey! What're you doing?\Oh...\Hey!\Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty. response:	What is the Deity of Origin?
context: Huh?! Izumo!\Hey! What're you doing?\Oh...\Hey!\Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty.\What is the Deity of Origin? response:	There is a legend that says from the heart of this Deity
context: Hey! What're you doing?\Oh...\Hey!\Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity response:	were born the spirits Kushimitama and Sakimitama.
context: Oh...\Hey!\Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama. response:	Oh... is that right?
context: Hey!\Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right? response:	Kushimitama which embodies Chi (knowledge)
context: Word has it that this shrine houses the Deity of Origin.\Huh?\It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge) response:	and Sakimitama which embodies Ai (love).
context: Huh?\It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love). response:	Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).
context: It's empty.\What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship). response:	Yu, Shin, Chi, Ai.
context: What is the Deity of Origin?\There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai. response:	These are the four spirits of the Shikon Jewel.
context: There is a legend that says from the heart of this Deity\were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel. response:	Arghh! I don't understand!
context: were born the spirits Kushimitama and Sakimitama.\Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand! response:	Never mind such talk.
context: Oh... is that right?\Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk. response:	I'm getting a weird feeling from this area.
context: Kushimitama which embodies Chi (knowledge)\and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area. response:	We should investigate a bit deeper.
context: and Sakimitama which embodies Ai (love).\Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper. response:	Yeah, I'll check the village outskirts.
context: Aramitama symbolizes Yu (courage) and Nigimitama symbolizes Shin (friendship).\Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts. response:	Uh-huh.
context: Yu, Shin, Chi, Ai.\These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh. response:	We haven't found a thing.
context: These are the four spirits of the Shikon Jewel.\Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing. response:	What're you doing?
context: Arghh! I don't understand!\Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing.\What're you doing? response:	Why is the sun so warm and blinding?
context: Never mind such talk.\I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding? response:	It's only natural that the sun is blinding.
context: I'm getting a weird feeling from this area.\We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding. response:	Only natural?
context: We should investigate a bit deeper.\Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural? response:	But it's wondrous to me.
context: Yeah, I'll check the village outskirts.\Uh-huh.\We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me. response:	Is something burning overyonder?
context: Uh-huh.\We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me.\Is something burning overyonder? response:	Furthermore, just how far is it to the sun?
context: We haven't found a thing.\What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun? response:	He thinks up such weird stuff.
context: What're you doing?\Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff. response:	No... I've nevermet a man who thinks like he does in this world.
context: Why is the sun so warm and blinding?\It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world. response:	I'm impressed.
context: It's only natural that the sun is blinding.\Only natural?\But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed. response:	Is it common in yourworld?
context: Only natural?\But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld? response:	Why does night fall?
context: But it's wondrous to me.\Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld?\Why does night fall? response:	Izumo is a scholar.
context: Is something burning overyonder?\Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld?\Why does night fall?\Izumo is a scholar. response:	Say...
context: Furthermore, just how far is it to the sun?\He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld?\Why does night fall?\Izumo is a scholar.\Say... response:	Yes?
context: He thinks up such weird stuff.\No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld?\Why does night fall?\Izumo is a scholar.\Say...\Yes? response:	About the four spirits...
context: No... I've nevermet a man who thinks like he does in this world.\I'm impressed.\Is it common in yourworld?\Why does night fall?\Izumo is a scholar.\Say...\Yes?\About the four spirits... response:	What do they mean?
context: I'm impressed.\Is it common in yourworld?\Why does night fall?\Izumo is a scholar.\Say...\Yes?\About the four spirits...\What do they mean? response:	This Yu and Shin...
context: Is it common in yourworld?\Why does night fall?\Izumo is a scholar.\Say...\Yes?\About the four spirits...\What do they mean?\This Yu and Shin... response:	You mean, Yu, Shin, Chi, Ai?
context: Why does night fall?\Izumo is a scholar.\Say...\Yes?\About the four spirits...\What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai? response:	Y-Yeah...
context: Izumo is a scholar.\Say...\Yes?\About the four spirits...\What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah... response:	Yu means courage.
context: Say...\Yes?\About the four spirits...\What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage. response:	I understand when you explain it like that.
context: Yes?\About the four spirits...\What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage.\I understand when you explain it like that. response:	You're right.
context: About the four spirits...\What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage.\I understand when you explain it like that.\You're right. response:	Shin means friendship... to be intimate.
context: What do they mean?\This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage.\I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate. response:	Chimeans knowledge... to know things well.
context: This Yu and Shin...\You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage.\I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well. response:	Ai is love.
context: You mean, Yu, Shin, Chi, Ai?\Y-Yeah...\Yu means courage.\I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love. response:	Now I understand.
context: Y-Yeah...\Yu means courage.\I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love.\Now I understand. response:	Something-mitama... or whatever...
context: Yu means courage.\I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love.\Now I understand.\Something-mitama... or whatever... response:	I couldn't understand thatgibberish.
context: I understand when you explain it like that.\You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love.\Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish. response:	Aramitama of courage.
context: You're right.\Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love.\Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage. response:	Nigimitama of friendship.
context: Shin means friendship... to be intimate.\Chimeans knowledge... to know things well.\Ai is love.\Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship. response:	Kushimitama of knowledge.
context: Chimeans knowledge... to know things well.\Ai is love.\Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge. response:	Sakimitama of love.
context: Ai is love.\Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love. response:	When you gather these four spirits into one...
context: Now I understand.\Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one... response:	And when good and evil are sealed amidst chaos,
context: Something-mitama... or whatever...\I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos, response:	then it is possible for a Sacred Jewel to be created.
context: I couldn't understand thatgibberish.\Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created. response:	Again, I'm lost!
context: Aramitama of courage.\Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost! response:	Stop, don't run!
context: Nigimitama of friendship.\Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run! response:	It's Sango's voice.
context: Kushimitama of knowledge.\Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run!\It's Sango's voice. response:	I won't do a thing!
context: Sakimitama of love.\When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run!\It's Sango's voice.\I won't do a thing! response:	Stay away!
context: When you gather these four spirits into one...\And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run!\It's Sango's voice.\I won't do a thing!\Stay away! response:	We're travelers.
context: And when good and evil are sealed amidst chaos,\then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run!\It's Sango's voice.\I won't do a thing!\Stay away!\We're travelers. response:	We will not harm you.
context: then it is possible for a Sacred Jewel to be created.\Again, I'm lost!\Stop, don't run!\It's Sango's voice.\I won't do a thing!\Stay away!\We're travelers.\We will not harm you. response:	What's wrong, Sango?
context: Again, I'm lost!\Stop, don't run!\It's Sango's voice.\I won't do a thing!\Stay away!\We're travelers.\We will not harm you.\What's wrong, Sango? response:	Stay away, demon!
context: Stop, don't run!\It's Sango's voice.\I won't do a thing!\Stay away!\We're travelers.\We will not harm you.\What's wrong, Sango?\Stay away, demon! response:	Neither Shippo nor Kirara are bad.
context: It's Sango's voice.\I won't do a thing!\Stay away!\We're travelers.\We will not harm you.\What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad. response:	What's the matter?
context: I won't do a thing!\Stay away!\We're travelers.\We will not harm you.\What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter? response:	Did something happen in this village?
context: Stay away!\We're travelers.\We will not harm you.\What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village? response:	Don't be afraid.
context: We're travelers.\We will not harm you.\What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village?\Don't be afraid. response:	Whatever happened, we'll protect you.
context: We will not harm you.\What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you. response:	The demons...
context: What's wrong, Sango?\Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you.\The demons... response:	The demons came and...
context: Stay away, demon!\Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you.\The demons...\The demons came and... response:	Did demons attack the village?
context: Neither Shippo nor Kirara are bad.\What's the matter?\Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you.\The demons...\The demons came and...\Did demons attack the village? response:	Everyone was taken away.
context: What's the matter?\Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you.\The demons...\The demons came and...\Did demons attack the village?\Everyone was taken away. response:	I was punished forbeing naughty and
context: Did something happen in this village?\Don't be afraid.\Whatever happened, we'll protect you.\The demons...\The demons came and...\Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and response:	put in the chicken coop.
context: Don't be afraid.\Whatever happened, we'll protect you.\The demons...\The demons came and...\Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop. response:	Come on out quietly.
context: Whatever happened, we'll protect you.\The demons...\The demons came and...\Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly. response:	Otherwise, we'll burn you alive in yourhomes!
context: The demons...\The demons came and...\Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes! response:	Wait! Please wait!
context: The demons came and...\Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait! response:	Every single one of you must come out.
context: Did demons attack the village?\Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out. response:	Is anyone hiding? Find them!
context: Everyone was taken away.\I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them! response:	Everyone was taken away by the demons...
context: I was punished forbeing naughty and\put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons... response:	When was this?
context: put in the chicken coop.\Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this? response:	About five days ago.
context: Come on out quietly.\Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this?\About five days ago. response:	I've been hiding in the coop ever since.
context: Otherwise, we'll burn you alive in yourhomes!\Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this?\About five days ago.\I've been hiding in the coop ever since. response:	So now we know why the village is deserted.
context: Wait! Please wait!\Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this?\About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted. response:	Tell me...
context: Every single one of you must come out.\Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this?\About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me... response:	What happened to them all?
context: Is anyone hiding? Find them!\Everyone was taken away by the demons...\When was this?\About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me...\What happened to them all? response:	Why did the demons take Pa and Ma away?
context: Everyone was taken away by the demons...\When was this?\About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me...\What happened to them all?\Why did the demons take Pa and Ma away? response:	Tell me!
context: When was this?\About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me...\What happened to them all?\Why did the demons take Pa and Ma away?\Tell me! response:	Were they eaten up?
context: About five days ago.\I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me...\What happened to them all?\Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up? response:	No.
context: I've been hiding in the coop ever since.\So now we know why the village is deserted.\Tell me...\What happened to them all?\Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up?\No. response:	If they only came to eat,
context: So now we know why the village is deserted.\Tell me...\What happened to them all?\Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up?\No.\If they only came to eat, response:	they wouldn't have taken them all away.
context: Tell me...\What happened to them all?\Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up?\No.\If they only came to eat,\they wouldn't have taken them all away. response:	Izumo!
context: What happened to them all?\Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up?\No.\If they only came to eat,\they wouldn't have taken them all away.\Izumo! response:	I can't believe they've been eaten.
context: Why did the demons take Pa and Ma away?\Tell me!\Were they eaten up?\No.\If they only came to eat,\they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten. response:	Yes!
context: Tell me!\Were they eaten up?\No.\If they only came to eat,\they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten.\Yes! response:	The demons aren't fools.
context: Were they eaten up?\No.\If they only came to eat,\they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten.\Yes!\The demons aren't fools. response:	They know that if they attack villages ruthlessly,
context: No.\If they only came to eat,\they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten.\Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly, response:	people would hire demon slayers.
context: If they only came to eat,\they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten.\Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers. response:	If they took them alive, there's a reason.
context: they wouldn't have taken them all away.\Izumo!\I can't believe they've been eaten.\Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason. response:	Then Pa and Ma are still alive?
context: Izumo!\I can't believe they've been eaten.\Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive? response:	We'll go find them.
context: I can't believe they've been eaten.\Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them. response:	And we'll slay the demons, too.
context: Yes!\The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too. response:	Thank you! I'm so relieved!
context: The demons aren't fools.\They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved! response:	But...
context: They know that if they attack villages ruthlessly,\people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved!\But... response:	It will be night soon.
context: people would hire demon slayers.\If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved!\But...\It will be night soon. response:	I hope we can find theirwhereabouts.
