context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: Am I wrong?\Come, you're a college student, aren't you? How far have you two gotten?\Shush!\Nothing wrong with a bit of friendly teasing for soon-to-be family, eh?\What do you mean, soon-to-be family, grandpa? I won't allow it!\Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father? response:	I'll have you know I watched over Natsuki since she was just a little kid.
context: Come, you're a college student, aren't you? How far have you two gotten?\Shush!\Nothing wrong with a bit of friendly teasing for soon-to-be family, eh?\What do you mean, soon-to-be family, grandpa? I won't allow it!\Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid. response:	That was years and years ago.
context: Shush!\Nothing wrong with a bit of friendly teasing for soon-to-be family, eh?\What do you mean, soon-to-be family, grandpa? I won't allow it!\Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago. response:	He's got to get permission from me. I'm her second cousin, you know.
context: Nothing wrong with a bit of friendly teasing for soon-to-be family, eh?\What do you mean, soon-to-be family, grandpa? I won't allow it!\Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know. response:	And since when did second cousins have any say in things like that?
context: What do you mean, soon-to-be family, grandpa? I won't allow it!\Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that? response:	But still!
context: Shouta, that's enough.\You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still! response:	It's fine, as long as mother's given her blessing.
context: You shut the hell up!\Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing. response:	That's everything in our household.
context: Is that any way to speak to your own father?\I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing.\That's everything in our household. response:	Grandma, are you really sure about this?
context: I'll have you know I watched over Natsuki since she was just a little kid.\That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this? response:	Of course.
context: That was years and years ago.\He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this?\Of course. response:	Kenji-san is excellent groom material.
context: He's got to get permission from me. I'm her second cousin, you know.\And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material. response:	My eyes are sharp as ever.
context: And since when did second cousins have any say in things like that?\But still!\It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever. response:	A Jinnouchi man has to be solid and trustworthy!
context: But still!\It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy! response:	How could he guard his family and his lands if he were not?
context: It's fine, as long as mother's given her blessing.\That's everything in our household.\Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not? response:	Hear, hear!
context: That's everything in our household.\Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear! response:	The men of Jinnouchi must be strong!
context: Grandma, are you really sure about this?\Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong! response:	After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!
context: Of course.\Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army! response:	Here he goes again.
context: Kenji-san is excellent groom material.\My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again. response:	After Takeda's army was defeated his retainers scattered to the four winds,
context: My eyes are sharp as ever.\A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds, response:	and our once glorious past was in shambles.
context: A Jinnouchi man has to be solid and trustworthy!\How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles. response:	But our ancestors fought bravely in many wars
context: How could he guard his family and his lands if he were not?\Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars response:	to hold the land they'd found in Ueda.
context: Hear, hear!\The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda. response:	August 2nd, 1585!
context: The men of Jinnouchi must be strong!\After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585! response:	Just 2000 of our ancestors
context: After all, we of the Jinnouchi were once soldiers of the awe-inspiring Takeda army!\Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors response:	clashed against 7000 of Tokugawa's elite!
context: Here he goes again.\After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite! response:	That was the first battle of Ueda!
context: After Takeda's army was defeated his retainers scattered to the four winds,\and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda! response:	Right in one!
context: and our once glorious past was in shambles.\But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one! response:	It was a crafty, wily war!
context: But our ancestors fought bravely in many wars\to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one!\It was a crafty, wily war! response:	The enemy thrust forth into the center of the village,
context: to hold the land they'd found in Ueda.\August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village, response:	and there our ancestors took advantage of the terrain,
context: August 2nd, 1585!\Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain, response:	driving the enemy to the river's banks...
context: Just 2000 of our ancestors\clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks... response:	Turn around.
context: clashed against 7000 of Tokugawa's elite!\That was the first battle of Ueda!\Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around. response:	Why did I have to lose that game of rock-paper-scissors?
context: That was the first battle of Ueda!\Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors? response:	I have to admit I'm jealous. Pretending to be her boyfriend, huh?
context: Right in one!\It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh? response:	There's nothing to be jealous of. It's just a job.
context: It was a crafty, wily war!\The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job. response:	So come on, how is it? Fun?
context: The enemy thrust forth into the center of the village,\and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun? response:	I'm surrounded by strangers. It's hard.
context: and there our ancestors took advantage of the terrain,\driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard. response:	Oh, sure. As if.
context: driving the enemy to the river's banks...\Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if. response:	You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!
context: Turn around.\Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school! response:	Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.
context: Why did I have to lose that game of rock-paper-scissors?\I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room. response:	Wh-what?!
context: I have to admit I'm jealous. Pretending to be her boyfriend, huh?\There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?! response:	There's no way that'd fly!
context: There's nothing to be jealous of. It's just a job.\So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly! response:	Well, best of luck.
context: So come on, how is it? Fun?\I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly!\Well, best of luck. response:	Huh? Where am I?
context: I'm surrounded by strangers. It's hard.\Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly!\Well, best of luck.\Huh? Where am I? response:	Now that I look at it, this is one big house.
context: Oh, sure. As if.\You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly!\Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house. response:	What do you want?
context: You're sleeping under the same roof as Natsuki-sempai, the prettiest girl in school!\Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly!\Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house.\What do you want? response:	Uhh, I'm just a little lost.
context: Since you're pretending to be her boyfriend anyway, you might as well ask to share the same room.\Wh-what?!\There's no way that'd fly!\Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost. response:	The bathroom's around the corner to your right.
context: Wh-what?!\There's no way that'd fly!\Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right. response:	Thanks.
context: There's no way that'd fly!\Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks. response:	Shouldn't you be with everyone else?
context: Well, best of luck.\Huh? Where am I?\Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else? response:	Mommy!
context: Huh? Where am I?\Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else?\Mommy! response:	You haven't toweled off yet.
context: Now that I look at it, this is one big house.\What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet. response:	Kana...
context: What do you want?\Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet.\Kana... response:	S-s-sorry!
context: Uhh, I'm just a little lost.\The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet.\Kana...\S-s-sorry! response:	The bathroom's free. You should take a bath.
context: The bathroom's around the corner to your right.\Thanks.\Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet.\Kana...\S-s-sorry!\The bathroom's free. You should take a bath. response:	No, I, that is, I don't need to, not today, umm...
context: Thanks.\Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet.\Kana...\S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm... response:	Natsuki-sempai's been in this tub...
context: Shouldn't you be with everyone else?\Mommy!\You haven't toweled off yet.\Kana...\S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub... response:	Hayate, it's me.
context: Mommy!\You haven't toweled off yet.\Kana...\S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me. response:	Have you forgotten me?
context: You haven't toweled off yet.\Kana...\S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me? response:	Why are you here?
context: Kana...\S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me?\Why are you here? response:	What do you mean by that? This is my home.
context: S-s-sorry!\The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me?\Why are you here?\What do you mean by that? This is my home. response:	Like hell it is!
context: The bathroom's free. You should take a bath.\No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me?\Why are you here?\What do you mean by that? This is my home.\Like hell it is! response:	Fiery as ever, aren't you, Mariko-obasan.
context: No, I, that is, I don't need to, not today, umm...\Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me?\Why are you here?\What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan. response:	Things haven't changed a bit since ten years ago.
context: Natsuki-sempai's been in this tub...\Hayate, it's me.\Have you forgotten me?\Why are you here?\What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago. response:	The same goes for you.
context: Hayate, it's me.\Have you forgotten me?\Why are you here?\What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you. response:	Is that any way to act,
context: Have you forgotten me?\Why are you here?\What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act, response:	showing your face for the first time in a decade?
context: Why are you here?\What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act,\showing your face for the first time in a decade? response:	What's the occasion?
context: What do you mean by that? This is my home.\Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act,\showing your face for the first time in a decade?\What's the occasion? response:	The birthday celebration is on Sunday.
context: Like hell it is!\Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act,\showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday. response:	Whose?
context: Fiery as ever, aren't you, Mariko-obasan.\Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act,\showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday.\Whose? response:	Wabisuke.
context: Things haven't changed a bit since ten years ago.\The same goes for you.\Is that any way to act,\showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday.\Whose?\Wabisuke. response:	Wabisuke?
context: The same goes for you.\Is that any way to act,\showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday.\Whose?\Wabisuke.\Wabisuke? response:	Hey, granny. Still alive?
context: Is that any way to act,\showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday.\Whose?\Wabisuke.\Wabisuke?\Hey, granny. Still alive? response:	I should say the same. I was worried you'd had an accident somewhere.
context: showing your face for the first time in a decade?\What's the occasion?\The birthday celebration is on Sunday.\Whose?\Wabisuke.\Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere. response:	That attitude would keep you breathing past a hundred.
context: What's the occasion?\The birthday celebration is on Sunday.\Whose?\Wabisuke.\Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred. response:	Have you...
context: The birthday celebration is on Sunday.\Whose?\Wabisuke.\Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you... response:	had anything to eat?
context: Whose?\Wabisuke.\Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you...\had anything to eat? response:	I'm not hungry.
context: Wabisuke.\Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you...\had anything to eat?\I'm not hungry. response:	Japan's really a bore.
context: Wabisuke?\Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you...\had anything to eat?\I'm not hungry.\Japan's really a bore. response:	Humid and hot summer,
context: Hey, granny. Still alive?\I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you...\had anything to eat?\I'm not hungry.\Japan's really a bore.\Humid and hot summer, response:	narrow roads,
context: I should say the same. I was worried you'd had an accident somewhere.\That attitude would keep you breathing past a hundred.\Have you...\had anything to eat?\I'm not hungry.\Japan's really a bore.\Humid and hot summer,\narrow roads, response:	and full to bursting with people.
context: That attitude would keep you breathing past a hundred.\Have you...\had anything to eat?\I'm not hungry.\Japan's really a bore.\Humid and hot summer,\narrow roads,\and full to bursting with people. response:	But at least the beer's great.
context: Have you...\had anything to eat?\I'm not hungry.\Japan's really a bore.\Humid and hot summer,\narrow roads,\and full to bursting with people.\But at least the beer's great. response:	Ojisan?
context: had anything to eat?\I'm not hungry.\Japan's really a bore.\Humid and hot summer,\narrow roads,\and full to bursting with people.\But at least the beer's great.\Ojisan? response:	Wabisuke-ojisan!
context: I'm not hungry.\Japan's really a bore.\Humid and hot summer,\narrow roads,\and full to bursting with people.\But at least the beer's great.\Ojisan?\Wabisuke-ojisan! response:	Natsuki?
context: Japan's really a bore.\Humid and hot summer,\narrow roads,\and full to bursting with people.\But at least the beer's great.\Ojisan?\Wabisuke-ojisan!\Natsuki? response:	Is that you, Natsuki?
context: Humid and hot summer,\narrow roads,\and full to bursting with people.\But at least the beer's great.\Ojisan?\Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki? response:	Awesome! You came back!
context: narrow roads,\and full to bursting with people.\But at least the beer's great.\Ojisan?\Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki?\Awesome! You came back! response:	Natsuki! Let go of him.
context: and full to bursting with people.\But at least the beer's great.\Ojisan?\Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him. response:	Why? Come on...
context: But at least the beer's great.\Ojisan?\Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him.\Why? Come on... response:	It's already been a decade, huh.
context: Ojisan?\Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh. response:	Like they say, time flies.
context: Wabisuke-ojisan!\Natsuki?\Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh.\Like they say, time flies. response:	Umm... who is Wabisuke-san, exactly?
context: Natsuki?\Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly? response:	You've never met him before, have you, Nana-chan?
context: Is that you, Natsuki?\Awesome! You came back!\Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan? response:	It's a complicated story.
context: Awesome! You came back!\Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story. response:	It's not complicated at all. He's family.
context: Natsuki! Let go of him.\Why? Come on...\It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family. response:	Long story short he's the son of Grandfather's mistress.
context: Why? Come on...\It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress. response:	Really?
context: It's already been a decade, huh.\Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really? response:	It was common place back in the old days.
context: Like they say, time flies.\Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days. response:	He sold the deed to Grandma's mountains,
context: Umm... who is Wabisuke-san, exactly?\You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains, response:	took the money and ran all the way to America!
context: You've never met him before, have you, Nana-chan?\It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America! response:	He's a horrible, selfish man.
context: It's a complicated story.\It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man. response:	Really?
context: It's not complicated at all. He's family.\Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man.\Really? response:	You haven't married yet?
context: Long story short he's the son of Grandfather's mistress.\Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man.\Really?\You haven't married yet? response:	Then, do you have a girlfriend?
context: Really?\It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man.\Really?\You haven't married yet?\Then, do you have a girlfriend? response:	Why would you want to know?
context: It was common place back in the old days.\He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man.\Really?\You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know? response:	Great.
context: He sold the deed to Grandma's mountains,\took the money and ran all the way to America!\He's a horrible, selfish man.\Really?\You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know?\Great. response:	I'll come visit you in America soon.
context: took the money and ran all the way to America!\He's a horrible, selfish man.\Really?\You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know?\Great.\I'll come visit you in America soon. response:	You can take me to the Disney resorts.
context: He's a horrible, selfish man.\Really?\You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know?\Great.\I'll come visit you in America soon.\You can take me to the Disney resorts. response:	First California, then Florida.
context: Really?\You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know?\Great.\I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida. response:	And then we'll go back to your place.
context: You haven't married yet?\Then, do you have a girlfriend?\Why would you want to know?\Great.\I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place. response:	Give me your phone number so I can call you.
context: Then, do you have a girlfriend?\Why would you want to know?\Great.\I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you. response:	If you win.
context: Why would you want to know?\Great.\I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you.\If you win. response:	Huh? Come on!
context: Great.\I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you.\If you win.\Huh? Come on! response:	That's more fun, isn't it?
