context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: The world he talked about was so different that honestly, I was scared.\I thought about how it could be so different for us\even if we were aiming for the same thing.\I don't care if you can't tell me how you're connected to All Might.\No matter what you are to All Might,\I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character. response:	That was the kind of backstory he had.
context: I thought about how it could be so different for us\even if we were aiming for the same thing.\I don't care if you can't tell me how you're connected to All Might.\No matter what you are to All Might,\I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had. response:	Compared to that, what I could say...?
context: even if we were aiming for the same thing.\I don't care if you can't tell me how you're connected to All Might.\No matter what you are to All Might,\I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...? response:	I have always been supported by others.
context: I don't care if you can't tell me how you're connected to All Might.\No matter what you are to All Might,\I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others. response:	That was the case earlier, too.
context: No matter what you are to All Might,\I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too. response:	I am here because of the people who have supported me.
context: I will rise above you with just my right side.\Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me. response:	It's all right now, young man.
context: Sorry for wasting your time.\If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man. response:	I am here!
context: If this were a comic, he'd be the main character.\That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man.\I am here! response:	Is it possible for me to give him some of my points?
context: That was the kind of backstory he had.\Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man.\I am here!\Is it possible for me to give him some of my points? response:	I'll support you openly with everything I've got from now on!
context: Compared to that, what I could say...?\I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man.\I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on! response:	You can't be a hero with just one trick.
context: I have always been supported by others.\That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man.\I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick. response:	I guess it's like we've cleared the first hurdle.
context: That was the case earlier, too.\I am here because of the people who have supported me.\It's all right now, young man.\I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle. response:	Move! You're in the way, Deku!
context: I am here because of the people who have supported me.\It's all right now, young man.\I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku! response:	Team up with me, person in first place!
context: It's all right now, young man.\I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place! response:	I took the one on his head where his guard was the weakest.
context: I am here!\Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest. response:	You can become a hero.
context: Is it possible for me to give him some of my points?\I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero. response:	Saving people with a fearless smile, the greatest hero-
context: I'll support you openly with everything I've got from now on!\You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero- response:	All Might.
context: You can't be a hero with just one trick.\I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might. response:	I want to be like him.
context: I guess it's like we've cleared the first hurdle.\Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him. response:	In order to do that, I have to be strong enough to become number one.
context: Move! You're in the way, Deku!\Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one. response:	My motivation might seem trivial compared to yours,
context: Team up with me, person in first place!\I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours, response:	but I can't lose, either.
context: I took the one on his head where his guard was the weakest.\You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either. response:	I have to live up to the hopes of those who supported me.
context: You can become a hero.\Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me. response:	That declaration of war you gave earlier-
context: Saving people with a fearless smile, the greatest hero-\All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier- response:	I'll return that.
context: All Might.\I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that. response:	I will beat you, too!
context: I want to be like him.\In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that.\I will beat you, too! response:	Now that lunch is over, it's finally time to reveal the last game!
context: In order to do that, I have to be strong enough to become number one.\My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game! response:	But before that,
context: My motivation might seem trivial compared to yours,\but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that, response:	there's good news for all of you who didn't make it to the finals!
context: but I can't lose, either.\I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals! response:	This is just a sports festival!
context: I have to live up to the hopes of those who supported me.\That declaration of war you gave earlier-\I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival! response:	So we've prepared recreational games that everyone can participate in, too!
context: That declaration of war you gave earlier-\I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too! response:	Oh! Yes! Oh! Yes! Oh!
context: I'll return that.\I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh! response:	We've even brought real cheerleaders from America to liven things up!
context: I will beat you, too!\Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up! response:	Huh?
context: Now that lunch is over, it's finally time to reveal the last game!\But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh? response:	What are they doing?
context: But before that,\there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing? response:	What's the matter, Class A? What kind of fan service is that?
context: there's good news for all of you who didn't make it to the finals!\This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that? response:	Mineta! Kaminari! You tricked us, didn't you?!
context: This is just a sports festival!\So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?! response:	U.A. Sports Festival - Lunchtime
context: So we've prepared recreational games that everyone can participate in, too!\Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime response:	Yaoyorozu, Jiro.
context: Oh! Yes! Oh! Yes! Oh!\We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro. response:	Hm? Did you need something?
context: We've even brought real cheerleaders from America to liven things up!\Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something? response:	Well, I'm sure you already know since you're a class rep and all,
context: Huh?\What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all, response:	but they said everyone has to wear those clothes to do a cheer battle in the afternoon.
context: What are they doing?\What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon. response:	I didn't hear anything about an event like that, though...
context: What's the matter, Class A? What kind of fan service is that?\Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though... response:	You don't have to believe me, but we heard from Mr. Aizawa.
context: Mineta! Kaminari! You tricked us, didn't you?!\U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa. response:	I thought maybe you'd forgotten, so I'd tell you just in case.
context: U.A. Sports Festival - Lunchtime\Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case. response:	Why am I always caught up in Mineta's schemes?
context: Yaoyorozu, Jiro.\Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes? response:	I even used Creation to make the outfits...
context: Hm? Did you need something?\Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits... response:	Those guys are so dumb!
context: Well, I'm sure you already know since you're a class rep and all,\but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb! response:	Well, there's still time before the finals,
context: but they said everyone has to wear those clothes to do a cheer battle in the afternoon.\I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals, response:	and it'd be a pain if things got tense.
context: I didn't hear anything about an event like that, though...\You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense. response:	It's fine! Let's do it!
context: You don't have to believe me, but we heard from Mr. Aizawa.\I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it! response:	What?!
context: I thought maybe you'd forgotten, so I'd tell you just in case.\Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it!\What?! response:	Toru, you like this, huh?
context: Why am I always caught up in Mineta's schemes?\I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it!\What?!\Toru, you like this, huh? response:	All right, everyone! Let's have fun competing in the recreational games!
context: I even used Creation to make the outfits...\Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it!\What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games! response:	When that's over, the sixteen from the four teams that made it to the final round
context: Those guys are so dumb!\Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it!\What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round response:	will duke it out tournament style, one-on-one!
context: Well, there's still time before the finals,\and it'd be a pain if things got tense.\It's fine! Let's do it!\What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one! response:	The last round is a tournament where we fight one-on-one, huh?
context: and it'd be a pain if things got tense.\It's fine! Let's do it!\What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh? response:	I'm gonna stand on the stage that I watch every year on TV!
context: It's fine! Let's do it!\What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV! response:	Was it a tournament last year?
context: What?!\Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year? response:	It's different every year, but there's a one-on-one competition every year.
context: Toru, you like this, huh?\All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year. response:	Last year, it was a sports chanbara match.
context: All right, everyone! Let's have fun competing in the recreational games!\When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match. response:	Now, let's draw lots to determine the bracket.
context: When that's over, the sixteen from the four teams that made it to the final round\will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket. response:	Once the bracket is determined, we'll have the recreational games and then start!
context: will duke it out tournament style, one-on-one!\The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start! response:	The sixteen finalists can choose whether
context: The last round is a tournament where we fight one-on-one, huh?\I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether response:	or not they want to participate in the recreation.
context: I'm gonna stand on the stage that I watch every year on TV!\Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation. response:	I'm sure some of you want to rest or save your strength.
context: Was it a tournament last year?\It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength. response:	Now, from the first place team-
context: It's different every year, but there's a one-on-one competition every year.\Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team- response:	Um...! Excuse me.
context: Last year, it was a sports chanbara match.\Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me. response:	I'm withdrawing.
context: Now, let's draw lots to determine the bracket.\Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me.\I'm withdrawing. response:	Ojiro, why?
context: Once the bracket is determined, we'll have the recreational games and then start!\The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me.\I'm withdrawing.\Ojiro, why? response:	This is a rare chance for pros to see you!
context: The sixteen finalists can choose whether\or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me.\I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you! response:	I barely remember anything from the cavalry battle until almost the end.
context: or not they want to participate in the recreation.\I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me.\I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end. response:	I think it was that guy's Quirk.
context: I'm sure some of you want to rest or save your strength.\Now, from the first place team-\Um...! Excuse me.\I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk. response:	If I remember correctly, Ojiro was with...
context: Now, from the first place team-\Um...! Excuse me.\I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with... response:	I know that this is a great chance
context: Um...! Excuse me.\I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance response:	and that it's foolish to waste it...
context: I'm withdrawing.\Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it... response:	Ojiro...
context: Ojiro, why?\This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it...\Ojiro... response:	But-
context: This is a rare chance for pros to see you!\I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it...\Ojiro...\But- response:	Everyone here competed by giving their all!
context: I barely remember anything from the cavalry battle until almost the end.\I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it...\Ojiro...\But-\Everyone here competed by giving their all! response:	I can't... I can't be up there with everyone without knowing
context: I think it was that guy's Quirk.\If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it...\Ojiro...\But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing response:	what really happened.
context: If I remember correctly, Ojiro was with...\I know that this is a great chance\and that it's foolish to waste it...\Ojiro...\But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened. response:	You're worrying too much about it!
context: I know that this is a great chance\and that it's foolish to waste it...\Ojiro...\But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it! response:	You should just make sure you produce results in the finals!
context: and that it's foolish to waste it...\Ojiro...\But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals! response:	If you're gonna say that, I didn't do anything either.
context: Ojiro...\But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either. response:	That's not it...
context: But-\Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it... response:	I'm talking about my pride here... I can't...
context: Everyone here competed by giving their all!\I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't... response:	Also, why are you guys wearing cheerleader outfits?
context: I can't... I can't be up there with everyone without knowing\what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits? response:	Gulp!
context: what really happened.\You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp! response:	I'm Nirengeki Shoda from Class B.
context: You're worrying too much about it!\You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B. response:	I also want to withdraw for the same reason.
context: You should just make sure you produce results in the finals!\If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason. response:	Regardless of ability,
context: If you're gonna say that, I didn't do anything either.\That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability, response:	don't you think it goes against the goal of this sports festival
context: That's not it...\I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival response:	for those who didn't do anything to move onto the final round?
context: I'm talking about my pride here... I can't...\Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round? response:	What's with these guys?!
context: Also, why are you guys wearing cheerleader outfits?\Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?! response:	They're so manly!
context: Gulp!\I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly! response:	This is an unusual turn of events...
context: I'm Nirengeki Shoda from Class B.\I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly!\This is an unusual turn of events... response:	We'll have to see what the chief umpire, Midnight, has to say about this...
context: I also want to withdraw for the same reason.\Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this... response:	Youthful talk like that is something...
context: Regardless of ability,\don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something... response:	Shoda! Ojiro! I accept your withdrawal!
context: don't you think it goes against the goal of this sports festival\for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal! response:	She decided based on her tastes...!
context: for those who didn't do anything to move onto the final round?\What's with these guys?!\They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...! response:	I'm going to do it, okay?
context: What's with these guys?!\They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay? response:	In that case, we'll have to move up two people
context: They're so manly!\This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people response:	from the fifth place cavalry battle team...
