context: Look over here. response:	J-Jotaro! L-Look!
context: This time, I'm going to take it apart for sure.\I-I'd like to say something.\A Stand controlled from far away\doesn't move with that much power.\But that thing's power and explosive attacks...\The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And? response:	And?! It's ten meters!
context: I-I'd like to say something.\A Stand controlled from far away\doesn't move with that much power.\But that thing's power and explosive attacks...\The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters! response:	My Reverb has a range of fifty meters!
context: A Stand controlled from far away\doesn't move with that much power.\But that thing's power and explosive attacks...\The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters!\My Reverb has a range of fifty meters! response:	It can find the culprit!
context: doesn't move with that much power.\But that thing's power and explosive attacks...\The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit! response:	I told you, Koichi. Don't go after him.
context: But that thing's power and explosive attacks...\The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him. response:	You just need to think about protecting yourself with your Reverb.
context: The power behind those explosions wouldn't be possible if the user wasn't nearby.\The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb. response:	Don't do anything else.
context: The user should be within fifteen... no, ten meters of here!\And?\And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else. response:	Wh-Why?!
context: And?\And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?! response:	The culprit is no longer nearby.
context: And?! It's ten meters!\My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?!\The culprit is no longer nearby. response:	This is a remotely controlled Stand.
context: My Reverb has a range of fifty meters!\It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand. response:	I've had many encounters with various Stands, so I know.
context: It can find the culprit!\I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know. response:	Look over here.
context: I told you, Koichi. Don't go after him.\You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here. response:	Its actions are too simple for it to be controlled from nearby.
context: You just need to think about protecting yourself with your Reverb.\Don't do anything else.\Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby. response:	You know from experience?
context: Don't do anything else.\Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience? response:	That's not logical at all!
context: Wh-Why?!\The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all! response:	There's no way a Stand that powerful can be controlled from far away.
context: The culprit is no longer nearby.\This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away. response:	The user has to be close by!
context: This is a remotely controlled Stand.\I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by! response:	So Jotaro really is underestimating me.
context: I've had many encounters with various Stands, so I know.\Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me. response:	I've grown, too!
context: Look over here.\Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too! response:	I can find the culprit and defeat him, too!
context: Its actions are too simple for it to be controlled from nearby.\You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too! response:	Distance, ten meters.
context: You know from experience?\That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters. response:	H-He's there! That's him! He has the jacket!
context: That's not logical at all!\There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket! response:	But something's weird... H-He's too far away.
context: There's no way a Stand that powerful can be controlled from far away.\The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away. response:	He's more than fifty meters away...
context: The user has to be close by!\So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away... response:	And he's only getting further away.
context: So Jotaro really is underestimating me.\I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away. response:	He's outside Reverb's range!
context: I've grown, too!\I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range! response:	Th-The bomb Stand is being controlled from far away?
context: I can find the culprit and defeat him, too!\Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away? response:	That's impossible!
context: Distance, ten meters.\H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible! response:	Having that power and being that far away is inconceivable!
context: H-He's there! That's him! He has the jacket!\But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable! response:	Look over here!
context: But something's weird... H-He's too far away.\He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable!\Look over here! response:	Wh-What? It's heading toward me?!
context: He's more than fifty meters away...\And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?! response:	I figured it out.
context: And he's only getting further away.\He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?!\I figured it out. response:	That Stand goes after things with higher temperatures first.
context: He's outside Reverb's range!\Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first. response:	That's why it's so powerful, despite being controlled from far away.
context: Th-The bomb Stand is being controlled from far away?\That's impossible!\Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away. response:	Bring out Reverb and protect yourself!
context: That's impossible!\Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself! response:	Even if I stop time, you're too far away!
context: Having that power and being that far away is inconceivable!\Look over here!\Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away! response:	C-Crap!
context: Look over here!\Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap! response:	Reverb is...
context: Wh-What? It's heading toward me?!\I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap!\Reverb is... response:	fifty meters away, where the culprit is!
context: I figured it out.\That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap!\Reverb is...\fifty meters away, where the culprit is! response:	I'm sorry!
context: That Stand goes after things with higher temperatures first.\That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap!\Reverb is...\fifty meters away, where the culprit is!\I'm sorry! response:	Good grief.
context: That's why it's so powerful, despite being controlled from far away.\Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap!\Reverb is...\fifty meters away, where the culprit is!\I'm sorry!\Good grief. response:	Star Platinum! The World!
context: Bring out Reverb and protect yourself!\Even if I stop time, you're too far away!\C-Crap!\Reverb is...\fifty meters away, where the culprit is!\I'm sorry!\Good grief.\Star Platinum! The World! response:	The reason this thing attacked the shop owner first
context: Even if I stop time, you're too far away!\C-Crap!\Reverb is...\fifty meters away, where the culprit is!\I'm sorry!\Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first response:	was because he had a hot drink.
context: C-Crap!\Reverb is...\fifty meters away, where the culprit is!\I'm sorry!\Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink. response:	And it targeted Koichi because
context: Reverb is...\fifty meters away, where the culprit is!\I'm sorry!\Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because response:	his body temperature rose from being so worked up.
context: fifty meters away, where the culprit is!\I'm sorry!\Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up. response:	If there's something hotter, it should go toward that.
context: I'm sorry!\Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that. response:	Time has begun to move again.
context: Good grief.\Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again. response:	I was right.
context: Star Platinum! The World!\The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again.\I was right. response:	It goes after things with the highest temperature first.
context: The reason this thing attacked the shop owner first\was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again.\I was right.\It goes after things with the highest temperature first. response:	I'm saved...
context: was because he had a hot drink.\And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again.\I was right.\It goes after things with the highest temperature first.\I'm saved... response:	But if body temperature is enough to make it explode,
context: And it targeted Koichi because\his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again.\I was right.\It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode, response:	then when it's near fire...
context: his body temperature rose from being so worked up.\If there's something hotter, it should go toward that.\Time has begun to move again.\I was right.\It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire... response:	This power...
context: If there's something hotter, it should go toward that.\Time has begun to move again.\I was right.\It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire...\This power... response:	Huh?!
context: Time has begun to move again.\I was right.\It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire...\This power...\Huh?! response:	Jotaro!
context: I was right.\It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire...\This power...\Huh?!\Jotaro! response:	He
context: It goes after things with the highest temperature first.\I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire...\This power...\Huh?!\Jotaro!\He response:	Hea
context: I'm saved...\But if body temperature is enough to make it explode,\then when it's near fire...\This power...\Huh?!\Jotaro!\He\Hea response:	Hear
context: But if body temperature is enough to make it explode,\then when it's near fire...\This power...\Huh?!\Jotaro!\He\Hea\Hear response:	Heart
context: then when it's near fire...\This power...\Huh?!\Jotaro!\He\Hea\Hear\Heart response:	Heart A
context: This power...\Huh?!\Jotaro!\He\Hea\Hear\Heart\Heart A response:	Heart Att
context: Huh?!\Jotaro!\He\Hea\Hear\Heart\Heart A\Heart Att response:	Heart Atta
context: Jotaro!\He\Hea\Hear\Heart\Heart A\Heart Att\Heart Atta response:	Heart Attac
context: He\Hea\Hear\Heart\Heart A\Heart Att\Heart Atta\Heart Attac response:	Heart Attack
context: Hea\Hear\Heart\Heart A\Heart Att\Heart Atta\Heart Attac\Heart Attack response:	Yoshi
context: Hear\Heart\Heart A\Heart Att\Heart Atta\Heart Attac\Heart Attack\Yoshi response:	Yoshikage
context: Heart\Heart A\Heart Att\Heart Atta\Heart Attac\Heart Attack\Yoshi\Yoshikage response:	Yoshikage Ki
context: Heart A\Heart Att\Heart Atta\Heart Attac\Heart Attack\Yoshi\Yoshikage\Yoshikage Ki response:	Yoshikage Kira
context: Heart Att\Heart Atta\Heart Attac\Heart Attack\Yoshi\Yoshikage\Yoshikage Ki\Yoshikage Kira response:	How could this happen? This is all my fault, Jotaro!
context: Heart Atta\Heart Attac\Heart Attack\Yoshi\Yoshikage\Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro! response:	This happened because I went after the culprit.
context: Heart Attac\Heart Attack\Yoshi\Yoshikage\Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit. response:	If he hadn't caused the fire for my sake, it wouldn't have gotten him!
context: Heart Attack\Yoshi\Yoshikage\Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him! response:	Wake up, Jotaro!
context: Yoshi\Yoshikage\Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro! response:	Jotaro! Jotaro!
context: Yoshikage\Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro! response:	That explosion wasn't a human!
context: Yoshikage Ki\Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human! response:	Look over here.
context: Yoshikage Kira\How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human!\Look over here. response:	It's going to deal the final blow!
context: How could this happen? This is all my fault, Jotaro!\This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human!\Look over here.\It's going to deal the final blow! response:	It's too strong!
context: This happened because I went after the culprit.\If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human!\Look over here.\It's going to deal the final blow!\It's too strong! response:	It's just like Jotaro said!
context: If he hadn't caused the fire for my sake, it wouldn't have gotten him!\Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human!\Look over here.\It's going to deal the final blow!\It's too strong!\It's just like Jotaro said! response:	It'll attack something that's hotter than body temperature first.
context: Wake up, Jotaro!\Jotaro! Jotaro!\That explosion wasn't a human!\Look over here.\It's going to deal the final blow!\It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first. response:	Look over here.
context: Jotaro! Jotaro!\That explosion wasn't a human!\Look over here.\It's going to deal the final blow!\It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here. response:	I have to take this chance to run!
context: That explosion wasn't a human!\Look over here.\It's going to deal the final blow!\It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run! response:	I want to call Josuke.
context: Look over here.\It's going to deal the final blow!\It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run!\I want to call Josuke. response:	He'll fix Jotaro!
context: It's going to deal the final blow!\It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro! response:	I have to call him!
context: It's too strong!\It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro!\I have to call him! response:	This is... the kitchen!
context: It's just like Jotaro said!\It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro!\I have to call him!\This is... the kitchen! response:	There's plenty of heat here!
context: It'll attack something that's hotter than body temperature first.\Look over here.\I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro!\I have to call him!\This is... the kitchen!\There's plenty of heat here! response:	I need to buy some time and run out that door.
context: Look over here.\I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro!\I have to call him!\This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door. response:	There's a phone!
context: I have to take this chance to run!\I want to call Josuke.\He'll fix Jotaro!\I have to call him!\This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone! response:	W-Wait a sec! It's not a gas stove!
context: I want to call Josuke.\He'll fix Jotaro!\I have to call him!\This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove! response:	Why does this house have an electric stove?!
context: He'll fix Jotaro!\I have to call him!\This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?! response:	It's going to take some time to warm up!
context: I have to call him!\This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up! response:	The oven's electric, too!
context: This is... the kitchen!\There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too! response:	Wh-What should I...
context: There's plenty of heat here!\I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I... response:	I know! There should be some hot water.
context: I need to buy some time and run out that door.\There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I...\I know! There should be some hot water. response:	Go over there!
context: There's a phone!\W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I...\I know! There should be some hot water.\Go over there! response:	It's empty!
context: W-Wait a sec! It's not a gas stove!\Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I...\I know! There should be some hot water.\Go over there!\It's empty! response:	Look over here.
context: Why does this house have an electric stove?!\It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I...\I know! There should be some hot water.\Go over there!\It's empty!\Look over here. response:	Wait. If I observe carefully, like Jotaro said...
context: It's going to take some time to warm up!\The oven's electric, too!\Wh-What should I...\I know! There should be some hot water.\Go over there!\It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said... response:	This thing has a weakness!
context: The oven's electric, too!\Wh-What should I...\I know! There should be some hot water.\Go over there!\It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness! response:	A weakness I didn't notice earlier!
context: Wh-What should I...\I know! There should be some hot water.\Go over there!\It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier! response:	And I'm starting to get pissed off.
context: I know! There should be some hot water.\Go over there!\It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off. response:	Why do I have to regretfully run away
context: Go over there!\It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away response:	in fear from a murderer, like, Please, God, save me?
context: It's empty!\Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me? response:	Shouldn't it be the other way around?
context: Look over here.\Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around? response:	Why do I have to think that I'd rather
context: Wait. If I observe carefully, like Jotaro said...\This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather response:	be looking for a public restroom while
context: This thing has a weakness!\A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while response:	I have diarrhea if I could only get out of this situation safely?
context: A weakness I didn't notice earlier!\And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely? response:	Isn't something wrong?
context: And I'm starting to get pissed off.\Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong? response:	The one who should be running away in fear...
context: Why do I have to regretfully run away\in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear... response:	is you, murderer!
context: in fear from a murderer, like, Please, God, save me?\Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear...\is you, murderer! response:	It always attacks based on temperature...
context: Shouldn't it be the other way around?\Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature... response:	But that's exactly what your weakness is!
context: Why do I have to think that I'd rather\be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is! response:	The fact that you never give up on that is your weakness!
context: be looking for a public restroom while\I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness! response:	It's been almost three minutes.
context: I have diarrhea if I could only get out of this situation safely?\Isn't something wrong?\The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes. response:	I don't know what's going on at that shoe store,
context: Isn't something wrong?\The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store, response:	but there's one thing I can say with more faith than anything in this world.
context: The one who should be running away in fear...\is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world. response:	Heart Attack has no weaknesses.
context: is you, murderer!\It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses. response:	It'll track down its target, no matter what.
context: It always attacks based on temperature...\But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what. response:	Now, then... Since that's over with, I have to call Josuke on the phone.
context: But that's exactly what your weakness is!\The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone. response:	He should be home now...
context: The fact that you never give up on that is your weakness!\It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now... response:	Sizzle
context: It's been almost three minutes.\I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle response:	Now that thing's lost track of us.
context: I don't know what's going on at that shoe store,\but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle\Now that thing's lost track of us. response:	Keep chasing after the word sizzle forever...
context: but there's one thing I can say with more faith than anything in this world.\Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever... response:	Just like a donkey chasing after a carrot hanging in front of its face.
context: Heart Attack has no weaknesses.\It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face. response:	That's what your weakness is.
