context: 3 years ago response:	3 years ago
context: Yeah.\How in the heck did someone who was once an authorized artist end up becoming a latent criminal?\Beats me.\But I hear that there are many cases where people's Hues become clouded\when they become deeply involved in their art.\I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison. response:	That's exactly why it started requiring prior approval.
context: How in the heck did someone who was once an authorized artist end up becoming a latent criminal?\Beats me.\But I hear that there are many cases where people's Hues become clouded\when they become deeply involved in their art.\I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval. response:	And then an approved artist ends up becoming a latent criminal?
context: Beats me.\But I hear that there are many cases where people's Hues become clouded\when they become deeply involved in their art.\I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal? response:	Good grief.
context: But I hear that there are many cases where people's Hues become clouded\when they become deeply involved in their art.\I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief. response:	So will this girl become an Enforcer?
context: when they become deeply involved in their art.\I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer? response:	I heard that she wants to return to society.
context: I see...\It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society. response:	She does, huh? How naive.
context: It probably means that a strong passion such as art, something capable of moving people,\can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive. response:	Just what do you think I can do?!
context: can act not only as a medicine but also as a poison.\That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?! response:	Why me?
context: That's exactly why it started requiring prior approval.\And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?!\Why me? response:	Because I have the aptitude to be an Enforcer?
context: And then an approved artist ends up becoming a latent criminal?\Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer? response:	In this kind of investigation, a keen nose is needed.
context: Good grief.\So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed. response:	The kind that only a detective has.
context: So will this girl become an Enforcer?\I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has. response:	Sibyl judged that you have that potential.
context: I heard that she wants to return to society.\She does, huh? How naive.\Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential. response:	What more could we ask from an ally, right?
context: She does, huh? How naive.\Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right? response:	Is Sasayama...
context: Just what do you think I can do?!\Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama... response:	Hm?
context: Why me?\Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama...\Hm? response:	Oh yeah.
context: Because I have the aptitude to be an Enforcer?\In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama...\Hm?\Oh yeah. response:	Is he an Enforcer?
context: In this kind of investigation, a keen nose is needed.\The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama...\Hm?\Oh yeah.\Is he an Enforcer? response:	That's right.
context: The kind that only a detective has.\Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama...\Hm?\Oh yeah.\Is he an Enforcer?\That's right. response:	So you really do take them around like pet dogs, huh?
context: Sibyl judged that you have that potential.\What more could we ask from an ally, right?\Is Sasayama...\Hm?\Oh yeah.\Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh? response:	What you really want is a dog's nose, not a detective's, right?
context: What more could we ask from an ally, right?\Is Sasayama...\Hm?\Oh yeah.\Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right? response:	I refuse.
context: Is Sasayama...\Hm?\Oh yeah.\Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse. response:	I don't want to do anything that could cloud my Hue further.
context: Hm?\Oh yeah.\Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further. response:	Are you planning to get out of here so that you can play music again?
context: Oh yeah.\Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again? response:	That's none of your business.
context: Is he an Enforcer?\That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business. response:	You're quite enthusiastic.
context: That's right.\So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic. response:	You've put in twenty-three purchase requests for guitar strings.
context: So you really do take them around like pet dogs, huh?\What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings. response:	Even now, you're still taking care of your fingernails.
context: What you really want is a dog's nose, not a detective's, right?\I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails. response:	Enough already! Please leave!
context: I refuse.\I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave! response:	I wonder if she'll work with us.
context: I don't want to do anything that could cloud my Hue further.\Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us. response:	Well, Kougami is better at dealing with this kind of stuff than me.
context: Are you planning to get out of here so that you can play music again?\That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me. response:	So you do realize that you have no tact at all!
context: That's none of your business.\You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all! response:	Shut up!
context: You're quite enthusiastic.\You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up! response:	Yayoi!
context: You've put in twenty-three purchase requests for guitar strings.\Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up!\Yayoi! response:	What're you doing?!
context: Even now, you're still taking care of your fingernails.\Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up!\Yayoi!\What're you doing?! response:	Hanging out with a member of an unauthorized band?!
context: Enough already! Please leave!\I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up!\Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?! response:	Your Hue's gonna get clouded!
context: I wonder if she'll work with us.\Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up!\Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded! response:	What're you
context: Well, Kougami is better at dealing with this kind of stuff than me.\So you do realize that you have no tact at all!\Shut up!\Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you response:	It's our turn again.
context: So you do realize that you have no tact at all!\Shut up!\Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you\It's our turn again. response:	Sorry for skipping out on you before the job was done.
context: Shut up!\Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you\It's our turn again.\Sorry for skipping out on you before the job was done. response:	You can have this.
context: Yayoi!\What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you\It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this. response:	Later!
context: What're you doing?!\Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you\It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this.\Later! response:	Yayoi, let's go home!
context: Hanging out with a member of an unauthorized band?!\Your Hue's gonna get clouded!\What're you\It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this.\Later!\Yayoi, let's go home! response:	But I want to listen to their music.
context: Your Hue's gonna get clouded!\What're you\It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this.\Later!\Yayoi, let's go home!\But I want to listen to their music. response:	Music by an unauthorized band is worthless!
context: What're you\It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this.\Later!\Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless! response:	I think making music just to curry favor with Sibyl is what's really worthless.
context: It's our turn again.\Sorry for skipping out on you before the job was done.\You can have this.\Later!\Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless. response:	Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.
context: Sorry for skipping out on you before the job was done.\You can have this.\Later!\Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa. response:	There are many abandoned buildings in that area,
context: You can have this.\Later!\Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area, response:	so people have ended up using those buildings as they please.
context: Later!\Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please. response:	It's not uncommon to see a venue open one day and disappear without a trace the next.
context: Yayoi, let's go home!\But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next. response:	So what you're saying is that only those in the community
context: But I want to listen to their music.\Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community response:	can know the time, date, and location of events?
context: Music by an unauthorized band is worthless!\I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events? response:	Yes.
context: I think making music just to curry favor with Sibyl is what's really worthless.\Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes. response:	But there are some well-known venues among them.
context: Frankly speaking, it's impossible to grasp all the event spaces in Kitazawa.\There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes.\But there are some well-known venues among them. response:	So if you narrow them down further by comparing them with the culprits' movements...
context: There are many abandoned buildings in that area,\so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements... response:	If this group of people that you call an antisocial community really exists,
context: so people have ended up using those buildings as they please.\It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists, response:	I think it's highly likely that they use either Yellow Hood
context: It's not uncommon to see a venue open one day and disappear without a trace the next.\So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood response:	or 27 Club as their base of operations.
context: So what you're saying is that only those in the community\can know the time, date, and location of events?\Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations. response:	This is 27 Club!
context: can know the time, date, and location of events?\Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club! response:	So far, I haven't seen anything suspicious!
context: Yes.\But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious! response:	This is Yellow Hood!
context: But there are some well-known venues among them.\So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood! response:	There's nothing out of the ordinary here!
context: So if you narrow them down further by comparing them with the culprits' movements...\If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here! response:	Understood.
context: If this group of people that you call an antisocial community really exists,\I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here!\Understood. response:	Hey! This really isn't my scene!
context: I think it's highly likely that they use either Yellow Hood\or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene! response:	What?
context: or 27 Club as their base of operations.\This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene!\What? response:	He sounds pretty carefree.
context: This is 27 Club!\So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene!\What?\He sounds pretty carefree. response:	Well, he probably got used to it.
context: So far, I haven't seen anything suspicious!\This is Yellow Hood!\There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene!\What?\He sounds pretty carefree.\Well, he probably got used to it. response:	No matter how serious things get,
context: This is Yellow Hood!\There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene!\What?\He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get, response:	once you've lived that way for a while, it just becomes routine for you.
context: There's nothing out of the ordinary here!\Understood.\Hey! This really isn't my scene!\What?\He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you. response:	That applies to me, the Enforcers,
context: Understood.\Hey! This really isn't my scene!\What?\He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers, response:	and those latent criminals in the rehabilitation facility.
context: Hey! This really isn't my scene!\What?\He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility. response:	What're you talking about?
context: What?\He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about? response:	People don't often return to society from those rehabilitation facilities in a normal state of mind.
context: He sounds pretty carefree.\Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind. response:	In fact, I'd say that almost no one does.
context: Well, he probably got used to it.\No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does. response:	There are those who break down from the confinement,
context: No matter how serious things get,\once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement, response:	those whose Psycho-Passes worsen and end up being executed,
context: once you've lived that way for a while, it just becomes routine for you.\That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed, response:	and all kinds of other cases, but most of the latent criminals just grow accustomed to it.
context: That applies to me, the Enforcers,\and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it. response:	Accustomed to what?
context: and those latent criminals in the rehabilitation facility.\What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what? response:	To living in that place where everything they have is constantly taken from them.
context: What're you talking about?\People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them. response:	And then it swallows them up.
context: People don't often return to society from those rehabilitation facilities in a normal state of mind.\In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up. response:	Of course, you might be able to overcome all that through strength of will,
context: In fact, I'd say that almost no one does.\There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will, response:	but there's also another way.
context: There are those who break down from the confinement,\those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way. response:	What's that?
context: those whose Psycho-Passes worsen and end up being executed,\and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that? response:	A Dominator.
context: and all kinds of other cases, but most of the latent criminals just grow accustomed to it.\Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that?\A Dominator. response:	The Sibyl System permits only us Inspectors and the Enforcers to carry it.
context: Accustomed to what?\To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it. response:	It's the power held by those who take things away.
context: To living in that place where everything they have is constantly taken from them.\And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away. response:	Those who take things away?
context: And then it swallows them up.\Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away? response:	If you want to escape a life where everything you have is constantly taken from you,
context: Of course, you might be able to overcome all that through strength of will,\but there's also another way.\What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you, response:	you can join the people responsible for taking those things away.
context: but there's also another way.\What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away. response:	And this is the power that enables it all.
context: What's that?\A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all. response:	Ms. Kunizuka.
context: A Dominator.\The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka. response:	It's been registered with your ID.
context: The Sibyl System permits only us Inspectors and the Enforcers to carry it.\It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID. response:	Hey! Who said you could
context: It's the power held by those who take things away.\Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could response:	You never know what could happen out in the field.
context: Those who take things away?\If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field. response:	Take it with you.
context: If you want to escape a life where everything you have is constantly taken from you,\you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field.\Take it with you. response:	I found a few suspicious characters.
context: you can join the people responsible for taking those things away.\And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters. response:	They're standing by the counter, but they're not ordering anything.
context: And this is the power that enables it all.\Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything. response:	I bet they're making a drop-off.
context: Ms. Kunizuka.\It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off. response:	They're total amateurs.
context: It's been registered with your ID.\Hey! Who said you could\You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs. response:	This'll be a piece of cake.
context: Hey! Who said you could\You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake. response:	Don't be reckless.
context: You never know what could happen out in the field.\Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake.\Don't be reckless. response:	Rina!
context: Take it with you.\I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake.\Don't be reckless.\Rina! response:	Hey, you guys!
context: I found a few suspicious characters.\They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake.\Don't be reckless.\Rina!\Hey, you guys! response:	Huh?
context: They're standing by the counter, but they're not ordering anything.\I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake.\Don't be reckless.\Rina!\Hey, you guys!\Huh? response:	Can I take a look at that?
context: I bet they're making a drop-off.\They're total amateurs.\This'll be a piece of cake.\Don't be reckless.\Rina!\Hey, you guys!\Huh?\Can I take a look at that? response:	What?!
context: They're total amateurs.\This'll be a piece of cake.\Don't be reckless.\Rina!\Hey, you guys!\Huh?\Can I take a look at that?\What?! response:	Bingo.
context: This'll be a piece of cake.\Don't be reckless.\Rina!\Hey, you guys!\Huh?\Can I take a look at that?\What?!\Bingo. response:	Molotov cocktails? You guys are pretty old-fashioned.
context: Don't be reckless.\Rina!\Hey, you guys!\Huh?\Can I take a look at that?\What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned. response:	Hey!
context: Rina!\Hey, you guys!\Huh?\Can I take a look at that?\What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey! response:	I'm with the Bureau.
context: Hey, you guys!\Huh?\Can I take a look at that?\What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau. response:	Crime Coefficient is over 150.
context: Huh?\Can I take a look at that?\What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau.\Crime Coefficient is over 150. response:	It's the cops!
