context: I was having a dream... response:	Please wake up, groom.
context: That's pretty manly, coming from a studyholic.\You can come to your Big Sis Ichika if you ever need help.\I bet this is going to be fun.\Big Sis? What?\We're in the same year.\I think.\This is bad, though.\I'm meeting her as her tutor today, after school. response:	Uesugi-san.
context: You can come to your Big Sis Ichika if you ever need help.\I bet this is going to be fun.\Big Sis? What?\We're in the same year.\I think.\This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san. response:	I must fix this by then.
context: I bet this is going to be fun.\Big Sis? What?\We're in the same year.\I think.\This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then. response:	Uesugi-san!
context: Big Sis? What?\We're in the same year.\I think.\This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then.\Uesugi-san! response:	Uesugi-san!
context: We're in the same year.\I think.\This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then.\Uesugi-san!\Uesugi-san! response:	You finally looked up.
context: I think.\This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then.\Uesugi-san!\Uesugi-san!\You finally looked up. response:	Wh-Wh-Who are you?
context: This is bad, though.\I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then.\Uesugi-san!\Uesugi-san!\You finally looked up.\Wh-Wh-Who are you? response:	Wh-Why do you know my name?
context: I'm meeting her as her tutor today, after school.\Uesugi-san.\I must fix this by then.\Uesugi-san!\Uesugi-san!\You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name? response:	That's an excellent question.
context: Uesugi-san.\I must fix this by then.\Uesugi-san!\Uesugi-san!\You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question. response:	Did you happen to lose an exam paper with a perfect score?
context: I must fix this by then.\Uesugi-san!\Uesugi-san!\You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score? response:	Or was it this one with a zero?
context: Uesugi-san!\Uesugi-san!\You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero? response:	My exam paper? Why do you have it?
context: Uesugi-san!\You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it? response:	Well, you see...
context: You finally looked up.\Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see... response:	Back then,
context: Wh-Wh-Who are you?\Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see...\Back then, response:	that happened,
context: Wh-Why do you know my name?\That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see...\Back then,\that happened, response:	I noticed...
context: That's an excellent question.\Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see...\Back then,\that happened,\I noticed... response:	And now, here we are.
context: Did you happen to lose an exam paper with a perfect score?\Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see...\Back then,\that happened,\I noticed...\And now, here we are. response:	So, which one is it?
context: Or was it this one with a zero?\My exam paper? Why do you have it?\Well, you see...\Back then,\that happened,\I noticed...\And now, here we are.\So, which one is it? response:	The right.
context: My exam paper? Why do you have it?\Well, you see...\Back then,\that happened,\I noticed...\And now, here we are.\So, which one is it?\The right. response:	Wow, you're so honest.
context: Well, you see...\Back then,\that happened,\I noticed...\And now, here we are.\So, which one is it?\The right.\Wow, you're so honest. response:	I shall grant you both.
context: Back then,\that happened,\I noticed...\And now, here we are.\So, which one is it?\The right.\Wow, you're so honest.\I shall grant you both. response:	I don't need it.
context: that happened,\I noticed...\And now, here we are.\So, which one is it?\The right.\Wow, you're so honest.\I shall grant you both.\I don't need it. response:	And who even scored a zero?
context: I noticed...\And now, here we are.\So, which one is it?\The right.\Wow, you're so honest.\I shall grant you both.\I don't need it.\And who even scored a zero? response:	I did.
context: And now, here we are.\So, which one is it?\The right.\Wow, you're so honest.\I shall grant you both.\I don't need it.\And who even scored a zero?\I did. response:	And you felt like giving it to me?
context: So, which one is it?\The right.\Wow, you're so honest.\I shall grant you both.\I don't need it.\And who even scored a zero?\I did.\And you felt like giving it to me? response:	My first impression of you was that you're a gloomy loner,
context: The right.\Wow, you're so honest.\I shall grant you both.\I don't need it.\And who even scored a zero?\I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner, response:	but I'll also add genius to that.
context: Wow, you're so honest.\I shall grant you both.\I don't need it.\And who even scored a zero?\I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that. response:	That was fast.
context: I shall grant you both.\I don't need it.\And who even scored a zero?\I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast. response:	Will you stop following me?!
context: I don't need it.\And who even scored a zero?\I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast.\Will you stop following me?! response:	You still haven't thanked me.
context: And who even scored a zero?\I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast.\Will you stop following me?!\You still haven't thanked me. response:	When someone picks something up for you, you say thank you.
context: I did.\And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast.\Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you. response:	How could you not know this? Aren't you a genius?
context: And you felt like giving it to me?\My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast.\Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius? response:	I happened to find this.
context: My first impression of you was that you're a gloomy loner,\but I'll also add genius to that.\That was fast.\Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this. response:	Now we're even.
context: but I'll also add genius to that.\That was fast.\Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even. response:	Ah.
context: That was fast.\Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even.\Ah. response:	Thank you.
context: Will you stop following me?!\You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even.\Ah.\Thank you. response:	She actually went and thanked me.
context: You still haven't thanked me.\When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even.\Ah.\Thank you.\She actually went and thanked me. response:	I thought she'd be alone on her way home.
context: When someone picks something up for you, you say thank you.\How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even.\Ah.\Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home. response:	Ohtagawa
context: How could you not know this? Aren't you a genius?\I happened to find this.\Now we're even.\Ah.\Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa response:	I think you're eating too much, Itsuki.
context: I happened to find this.\Now we're even.\Ah.\Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki. response:	Am I?
context: Now we're even.\Ah.\Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki.\Am I? response:	This is still my second one.
context: Ah.\Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki.\Am I?\This is still my second one. response:	You meat bun monster!
context: Thank you.\She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki.\Am I?\This is still my second one.\You meat bun monster! response:	S-Stop it!
context: She actually went and thanked me.\I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki.\Am I?\This is still my second one.\You meat bun monster!\S-Stop it! response:	You won't be popular with guys!
context: I thought she'd be alone on her way home.\Ohtagawa\I think you're eating too much, Itsuki.\Am I?\This is still my second one.\You meat bun monster!\S-Stop it!\You won't be popular with guys! response:	None of your business!
context: Ohtagawa\I think you're eating too much, Itsuki.\Am I?\This is still my second one.\You meat bun monster!\S-Stop it!\You won't be popular with guys!\None of your business! response:	I can't get a chance to apologize.
context: I think you're eating too much, Itsuki.\Am I?\This is still my second one.\You meat bun monster!\S-Stop it!\You won't be popular with guys!\None of your business!\I can't get a chance to apologize. response:	Are you having fun by yourself?
context: Am I?\This is still my second one.\You meat bun monster!\S-Stop it!\You won't be popular with guys!\None of your business!\I can't get a chance to apologize.\Are you having fun by yourself? response:	I-It's not bad.
context: This is still my second one.\You meat bun monster!\S-Stop it!\You won't be popular with guys!\None of your business!\I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad. response:	This is my hobby.
context: You meat bun monster!\S-Stop it!\You won't be popular with guys!\None of your business!\I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad.\This is my hobby. response:	I see.
context: S-Stop it!\You won't be popular with guys!\None of your business!\I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad.\This is my hobby.\I see. response:	Staring at high school girls is your hobby?
context: You won't be popular with guys!\None of your business!\I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad.\This is my hobby.\I see.\Staring at high school girls is your hobby? response:	Calling in support.
context: None of your business!\I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad.\This is my hobby.\I see.\Staring at high school girls is your hobby?\Calling in support. response:	Please don't report me.
context: I can't get a chance to apologize.\Are you having fun by yourself?\I-It's not bad.\This is my hobby.\I see.\Staring at high school girls is your hobby?\Calling in support.\Please don't report me. response:	Also, don't tell your friend Itsuki-chan.
context: Are you having fun by yourself?\I-It's not bad.\This is my hobby.\I see.\Staring at high school girls is your hobby?\Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan. response:	Fine.
context: I-It's not bad.\This is my hobby.\I see.\Staring at high school girls is your hobby?\Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine. response:	But...
context: This is my hobby.\I see.\Staring at high school girls is your hobby?\Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine.\But... response:	She's not my friend.
context: I see.\Staring at high school girls is your hobby?\Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine.\But...\She's not my friend. response:	I-Is this the place?
context: Staring at high school girls is your hobby?\Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine.\But...\She's not my friend.\I-Is this the place? response:	She's legit rich.
context: Calling in support.\Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine.\But...\She's not my friend.\I-Is this the place?\She's legit rich. response:	This is the right address, I think.
context: Please don't report me.\Also, don't tell your friend Itsuki-chan.\Fine.\But...\She's not my friend.\I-Is this the place?\She's legit rich.\This is the right address, I think. response:	What are you, a stalker?
context: Also, don't tell your friend Itsuki-chan.\Fine.\But...\She's not my friend.\I-Is this the place?\She's legit rich.\This is the right address, I think.\What are you, a stalker? response:	You can talk to me if you want something.
context: Fine.\But...\She's not my friend.\I-Is this the place?\She's legit rich.\This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something. response:	I won't get anywhere asking you two.
context: But...\She's not my friend.\I-Is this the place?\She's legit rich.\This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two. response:	You're so persistent.
context: She's not my friend.\I-Is this the place?\She's legit rich.\This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent. response:	People don't like you, do they?
context: I-Is this the place?\She's legit rich.\This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they? response:	Go home already.
context: She's legit rich.\This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they?\Go home already. response:	Go home?
context: This is the right address, I think.\What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they?\Go home already.\Go home? response:	But this is where I live.
context: What are you, a stalker?\You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they?\Go home already.\Go home?\But this is where I live. response:	R-Really?
context: You can talk to me if you want something.\I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they?\Go home already.\Go home?\But this is where I live.\R-Really? response:	Sorry!
context: I won't get anywhere asking you two.\You're so persistent.\People don't like you, do they?\Go home already.\Go home?\But this is where I live.\R-Really?\Sorry! response:	Barbecue beef without barbecue.
context: You're so persistent.\People don't like you, do they?\Go home already.\Go home?\But this is where I live.\R-Really?\Sorry!\Barbecue beef without barbecue. response:	Are you on a diet?
context: People don't like you, do they?\Go home already.\Go home?\But this is where I live.\R-Really?\Sorry!\Barbecue beef without barbecue.\Are you on a diet? response:	You!
context: Go home already.\Go home?\But this is where I live.\R-Really?\Sorry!\Barbecue beef without barbecue.\Are you on a diet?\You! response:	I knew it!
context: Go home?\But this is where I live.\R-Really?\Sorry!\Barbecue beef without barbecue.\Are you on a diet?\You!\I knew it! response:	There she is.
context: But this is where I live.\R-Really?\Sorry!\Barbecue beef without barbecue.\Are you on a diet?\You!\I knew it!\There she is. response:	This is my last chance to talk to her.
context: R-Really?\Sorry!\Barbecue beef without barbecue.\Are you on a diet?\You!\I knew it!\There she is.\This is my last chance to talk to her. response:	Please don't close on me!
context: Sorry!\Barbecue beef without barbecue.\Are you on a diet?\You!\I knew it!\There she is.\This is my last chance to talk to her.\Please don't close on me! response:	This is all her fault!
context: Barbecue beef without barbecue.\Are you on a diet?\You!\I knew it!\There she is.\This is my last chance to talk to her.\Please don't close on me!\This is all her fault! response:	That I have to bear the discomfort of having to suck up...
context: Are you on a diet?\You!\I knew it!\There she is.\This is my last chance to talk to her.\Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up... response:	That I have to be drenched in sweat on my way home from school...
context: You!\I knew it!\There she is.\This is my last chance to talk to her.\Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school... response:	That those weirdos keep messing with me...
context: I knew it!\There she is.\This is my last chance to talk to her.\Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me... response:	It's all...
context: There she is.\This is my last chance to talk to her.\Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all... response:	It's all her...
context: This is my last chance to talk to her.\Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all...\It's all her... response:	I-It's you.
context: Please don't close on me!\This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all...\It's all her...\I-It's you. response:	What is it?
context: This is all her fault!\That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all...\It's all her...\I-It's you.\What is it? response:	Do you need something from me?
context: That I have to bear the discomfort of having to suck up...\That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all...\It's all her...\I-It's you.\What is it?\Do you need something from me? response:	A-About yesterday...
context: That I have to be drenched in sweat on my way home from school...\That those weirdos keep messing with me...\It's all...\It's all her...\I-It's you.\What is it?\Do you need something from me?\A-About yesterday... response:	Huh? Say what?
context: That those weirdos keep messing with me...\It's all...\It's all her...\I-It's you.\What is it?\Do you need something from me?\A-About yesterday...\Huh? Say what? response:	What are you doing here, anyway?
context: It's all...\It's all her...\I-It's you.\What is it?\Do you need something from me?\A-About yesterday...\Huh? Say what?\What are you doing here, anyway? response:	About yesterday, uh...
context: It's all her...\I-It's you.\What is it?\Do you need something from me?\A-About yesterday...\Huh? Say what?\What are you doing here, anyway?\About yesterday, uh... response:	I-I'm...
context: I-It's you.\What is it?\Do you need something from me?\A-About yesterday...\Huh? Say what?\What are you doing here, anyway?\About yesterday, uh...\I-I'm... response:	Are we done here?
context: What is it?\Do you need something from me?\A-About yesterday...\Huh? Say what?\What are you doing here, anyway?\About yesterday, uh...\I-I'm...\Are we done here? response:	No, wait.
context: Do you need something from me?\A-About yesterday...\Huh? Say what?\What are you doing here, anyway?\About yesterday, uh...\I-I'm...\Are we done here?\No, wait. response:	What exactly are you trying to do?
context: A-About yesterday...\Huh? Say what?\What are you doing here, anyway?\About yesterday, uh...\I-I'm...\Are we done here?\No, wait.\What exactly are you trying to do? response:	I have a tutor coming soon.
context: Huh? Say what?\What are you doing here, anyway?\About yesterday, uh...\I-I'm...\Are we done here?\No, wait.\What exactly are you trying to do?\I have a tutor coming soon. response:	That's me.
context: What are you doing here, anyway?\About yesterday, uh...\I-I'm...\Are we done here?\No, wait.\What exactly are you trying to do?\I have a tutor coming soon.\That's me. response:	What?
context: About yesterday, uh...\I-I'm...\Are we done here?\No, wait.\What exactly are you trying to do?\I have a tutor coming soon.\That's me.\What? response:	I'm the tutor.
context: I-I'm...\Are we done here?\No, wait.\What exactly are you trying to do?\I have a tutor coming soon.\That's me.\What?\I'm the tutor. response:	Ack!
context: Are we done here?\No, wait.\What exactly are you trying to do?\I have a tutor coming soon.\That's me.\What?\I'm the tutor.\Ack! response:	Ack!
context: No, wait.\What exactly are you trying to do?\I have a tutor coming soon.\That's me.\What?\I'm the tutor.\Ack!\Ack! response:	I-I absolutely refuse!
context: What exactly are you trying to do?\I have a tutor coming soon.\That's me.\What?\I'm the tutor.\Ack!\Ack!\I-I absolutely refuse! response:	I don't like it, either.
context: I have a tutor coming soon.\That's me.\What?\I'm the tutor.\Ack!\Ack!\I-I absolutely refuse!\I don't like it, either. response:	I like this less than you do.
context: That's me.\What?\I'm the tutor.\Ack!\Ack!\I-I absolutely refuse!\I don't like it, either.\I like this less than you do. response:	But...
context: What?\I'm the tutor.\Ack!\Ack!\I-I absolutely refuse!\I don't like it, either.\I like this less than you do.\But... response:	I can't give up, either.
context: I'm the tutor.\Ack!\Ack!\I-I absolutely refuse!\I don't like it, either.\I like this less than you do.\But...\I can't give up, either. response:	I was completely in the wrong yesterday.
context: Ack!\Ack!\I-I absolutely refuse!\I don't like it, either.\I like this less than you do.\But...\I can't give up, either.\I was completely in the wrong yesterday. response:	I apologize.
context: Ack!\I-I absolutely refuse!\I don't like it, either.\I like this less than you do.\But...\I can't give up, either.\I was completely in the wrong yesterday.\I apologize. response:	Going forward, I'm your partner.
context: I-I absolutely refuse!\I don't like it, either.\I like this less than you do.\But...\I can't give up, either.\I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner. response:	No... I can't.
context: I don't like it, either.\I like this less than you do.\But...\I can't give up, either.\I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner.\No... I can't. response:	This guy is our tutor?
context: I like this less than you do.\But...\I can't give up, either.\I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner.\No... I can't.\This guy is our tutor? response:	Our?
context: But...\I can't give up, either.\I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner.\No... I can't.\This guy is our tutor?\Our? response:	That dude in front of our condo was so creepy.
context: I can't give up, either.\I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner.\No... I can't.\This guy is our tutor?\Our?\That dude in front of our condo was so creepy. response:	That sounds bad.
context: I was completely in the wrong yesterday.\I apologize.\Going forward, I'm your partner.\No... I can't.\This guy is our tutor?\Our?\That dude in front of our condo was so creepy.\That sounds bad. response:	Hey, it's the honor roll kid.
context: I apologize.\Going forward, I'm your partner.\No... I can't.\This guy is our tutor?\Our?\That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid. response:	It's him! The stalker!
context: Going forward, I'm your partner.\No... I can't.\This guy is our tutor?\Our?\That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker! response:	Uesugi-san is a stalker?!
context: No... I can't.\This guy is our tutor?\Our?\That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?! response:	You're getting ahead of yourself.
context: This guy is our tutor?\Our?\That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself. response:	Wh-Why are they...
context: Our?\That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they... response:	Because we live here, obviously.
context: That dude in front of our condo was so creepy.\That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously. response:	So the five of you school friends share an apartment, huh?
context: That sounds bad.\Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh? response:	My brain, having been put under a sudden, heavy load
context: Hey, it's the honor roll kid.\It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load response:	and overclocked past its manufacturer limit, reached a certain conclusion.
context: It's him! The stalker!\Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion. response:	I must be dreaming.
context: Uesugi-san is a stalker?!\You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming. response:	This has to be a dream.
context: You're getting ahead of yourself.\Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream. response:	No, actually.
context: Wh-Why are they...\Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream.\No, actually. response:	We're...
context: Because we live here, obviously.\So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream.\No, actually.\We're... response:	quintuplets.
context: So the five of you school friends share an apartment, huh?\My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream.\No, actually.\We're...\quintuplets. response:	I'm Uesugi Futaro, and I'm going to be your tutor starting today.
context: My brain, having been put under a sudden, heavy load\and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream.\No, actually.\We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today. response:	I hope we can all have fun studying...
context: and overclocked past its manufacturer limit, reached a certain conclusion.\I must be dreaming.\This has to be a dream.\No, actually.\We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying... response:	Why?
context: I must be dreaming.\This has to be a dream.\No, actually.\We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why? response:	Why is there no one here?!
context: This has to be a dream.\No, actually.\We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why?\Why is there no one here?! response:	Here! Here!
context: No, actually.\We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why?\Why is there no one here?!\Here! Here! response:	I'm here!
context: We're...\quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why?\Why is there no one here?!\Here! Here!\I'm here! response:	Um...
context: quintuplets.\I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why?\Why is there no one here?!\Here! Here!\I'm here!\Um... response:	Yotsuba, was it? The one who got a zero?
context: I'm Uesugi Futaro, and I'm going to be your tutor starting today.\I hope we can all have fun studying...\Why?\Why is there no one here?!\Here! Here!\I'm here!\Um...\Yotsuba, was it? The one who got a zero? response:	Could you try furrowing your eyebrows?
context: I hope we can all have fun studying...\Why?\Why is there no one here?!\Here! Here!\I'm here!\Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows? response:	L-Like this?
context: Why?\Why is there no one here?!\Here! Here!\I'm here!\Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this? response:	You really are quintuplets, huh?
context: Why is there no one here?!\Here! Here!\I'm here!\Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh? response:	And why are you here?
context: Here! Here!\I'm here!\Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh?\And why are you here? response:	For your lessons, obviously.
context: I'm here!\Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh?\And why are you here?\For your lessons, obviously. response:	Yotsuba...
context: Um...\Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh?\And why are you here?\For your lessons, obviously.\Yotsuba... response:	Can I hug you?
context: Yotsuba, was it? The one who got a zero?\Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh?\And why are you here?\For your lessons, obviously.\Yotsuba...\Can I hug you? response:	Okay, let's go get the rest of them!
context: Could you try furrowing your eyebrows?\L-Like this?\You really are quintuplets, huh?\And why are you here?\For your lessons, obviously.\Yotsuba...\Can I hug you?\Okay, let's go get the rest of them! response:	Our rooms, from the front, are...
context: L-Like this?\You really are quintuplets, huh?\And why are you here?\For your lessons, obviously.\Yotsuba...\Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are... response:	Itsuki, me, and then Miku, Nino, and Ichika.
context: You really are quintuplets, huh?\And why are you here?\For your lessons, obviously.\Yotsuba...\Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika. response:	I have to start by gathering the five of you?
context: And why are you here?\For your lessons, obviously.\Yotsuba...\Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you? response:	It'll be fine.
context: For your lessons, obviously.\Yotsuba...\Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine. response:	Itsuki is quite studious.
context: Yotsuba...\Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious. response:	She'll help us out, unless you really upset her.
context: Can I hug you?\Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her. response:	No way.
