context: Karaoke Village response:	Kinoshita-kun, go clean up booth 13.
context: Super tempting, honestly!\Kazuya-kun.\Imposing\Mind giving me an explanation?\An explanation of what?\Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True. response:	Wait, why'd you take off your socks, then?
context: Kazuya-kun.\Imposing\Mind giving me an explanation?\An explanation of what?\Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then? response:	I was just getting comfy.
context: Imposing\Mind giving me an explanation?\An explanation of what?\Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy. response:	I remember you talking about grandmas and whatnot, but that's all.
context: Mind giving me an explanation?\An explanation of what?\Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all. response:	So tell me everything.
context: An explanation of what?\Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything. response:	Well, I guess she does know everything else.
context: Your relationship with Chizuru-san!\You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else. response:	I see. I think I get the gist of it now.
context: You two have gone way past rental girlfriend and client!\T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now. response:	We've been living on the edge, as much as I hate to admit it.
context: T-True.\Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it. response:	What are you thinking?!
context: Wait, why'd you take off your socks, then?\I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?! response:	There's no way you can keep that lie up forever!
context: I was just getting comfy.\I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever! response:	W-Well...
context: I remember you talking about grandmas and whatnot, but that's all.\So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever!\W-Well... response:	Will you keep it up even when you're old and gray?
context: So tell me everything.\Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray? response:	Remain a bachelor forever?
context: Well, I guess she does know everything else.\I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever? response:	The fee's going up by a thousand starting this month.
context: I see. I think I get the gist of it now.\We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month. response:	Thank you once again.
context: We've been living on the edge, as much as I hate to admit it.\What are you thinking?!\There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again. response:	She's a rental girlfriend, you know! You two don't have a future together!
context: What are you thinking?!\There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together! response:	B-But Gran totally believes that we're dating!
context: There's no way you can keep that lie up forever!\W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating! response:	There's a simple solution to that.
context: W-Well...\Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that. response:	You can just introduce me to her!
context: Will you keep it up even when you're old and gray?\Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her! response:	You have a girlfriend. You don't need to turn to Chizuru-san anymore.
context: Remain a bachelor forever?\The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore. response:	I'll really lose her trust if I hop from one girl to another!
context: The fee's going up by a thousand starting this month.\Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another! response:	Besides, she's taken an abnormal liking to Mizuhara.
context: Thank you once again.\She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara. response:	It won't be easy to just replace her.
context: She's a rental girlfriend, you know! You two don't have a future together!\B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her. response:	Can you have sex with Chizuru-san?
context: B-But Gran totally believes that we're dating!\There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san? response:	Where'd that come from?!
context: There's a simple solution to that.\You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?! response:	That's what it's all about, isn't it? A successor?
context: You can just introduce me to her!\You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor? response:	H-Hang on!
context: You have a girlfriend. You don't need to turn to Chizuru-san anymore.\I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on! response:	You can't, right? She's just a rental girlfriend.
context: I'll really lose her trust if I hop from one girl to another!\Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend. response:	No matter how long you keep it up, you and she can only have a platonic relationship!
context: Besides, she's taken an abnormal liking to Mizuhara.\It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship! response:	Is that what your grandma wants?
context: It won't be easy to just replace her.\Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants? response:	I'll have you know I'm ready to take it all in.
context: Can you have sex with Chizuru-san?\Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in. response:	Look, I can't!
context: Where'd that come from?!\That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't! response:	I'm actually thinking of the long term here!
context: That's what it's all about, isn't it? A successor?\H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here! response:	I wouldn't have brought you here otherwise!
context: H-Hang on!\You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise! response:	So she was after this all along.
context: You can't, right? She's just a rental girlfriend.\No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along. response:	Do you not like me trying to get closer to you this way?
context: No matter how long you keep it up, you and she can only have a platonic relationship!\Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way? response:	S-Sorry! Bathroom!
context: Is that what your grandma wants?\I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom! response:	Now
context: I'll have you know I'm ready to take it all in.\Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now response:	Gran
context: Look, I can't!\I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now\Gran response:	January 3rd
context: I'm actually thinking of the long term here!\I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now\Gran\January 3rd response:	Squirm
context: I wouldn't have brought you here otherwise!\So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now\Gran\January 3rd\Squirm response:	What am I gonna do?! I don't know if I can control myself!
context: So she was after this all along.\Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now\Gran\January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself! response:	Think about Mizuhara's pure smile.
context: Do you not like me trying to get closer to you this way?\S-Sorry! Bathroom!\Now\Gran\January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile. response:	Mizuhara's pure smile!
context: S-Sorry! Bathroom!\Now\Gran\January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile! response:	All I can do is maintain an iron will!
context: Now\Gran\January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will! response:	Ruka-chan, why don't we calm down and order some room service...
context: Gran\January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service... response:	Huh? Ruka-chan?
context: January 3rd\Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan? response:	Did she leave?
context: Squirm\What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave? response:	I've gotta take it one step at a time, right?
context: What am I gonna do?! I don't know if I can control myself!\Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right? response:	Heart Rate
context: Think about Mizuhara's pure smile.\Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right?\Heart Rate response:	Range
context: Mizuhara's pure smile!\All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right?\Heart Rate\Range response:	Don't rush it, Sarashina!
context: All I can do is maintain an iron will!\Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right?\Heart Rate\Range\Don't rush it, Sarashina! response:	You're his girlfriend!
context: Ruka-chan, why don't we calm down and order some room service...\Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right?\Heart Rate\Range\Don't rush it, Sarashina!\You're his girlfriend! response:	New Year
context: Huh? Ruka-chan?\Did she leave?\I've gotta take it one step at a time, right?\Heart Rate\Range\Don't rush it, Sarashina!\You're his girlfriend!\New Year response:	Sorry I had to drag you out first thing in the new year.
context: Did she leave?\I've gotta take it one step at a time, right?\Heart Rate\Range\Don't rush it, Sarashina!\You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year. response:	Asakusa Station
context: I've gotta take it one step at a time, right?\Heart Rate\Range\Don't rush it, Sarashina!\You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station response:	We're doing lunch and a shrine visit, so it'll take half the day.
context: Heart Rate\Range\Don't rush it, Sarashina!\You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day. response:	Well, not like we have a choice. I'm supposed to be your girlfriend.
context: Range\Don't rush it, Sarashina!\You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend. response:	It'd be too weird if I didn't see your family for New Year's.
context: Don't rush it, Sarashina!\You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's. response:	Mizuhara...
context: You're his girlfriend!\New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara... response:	Oh, but you will still have to pay, okay?
context: New Year\Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay? response:	O-Of course.
context: Sorry I had to drag you out first thing in the new year.\Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course. response:	Mom... Wearing a kimono is a bit over the top.
context: Asakusa Station\We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top. response:	What are you talking about?
context: We're doing lunch and a shrine visit, so it'll take half the day.\Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about? response:	We mustn't slight the soon-to-be Kinoshita in any way!
context: Well, not like we have a choice. I'm supposed to be your girlfriend.\It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way! response:	Hello, my angel! Oh, and Kazuya, too.
context: It'd be too weird if I didn't see your family for New Year's.\Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too. response:	I'm just an aside?
context: Mizuhara...\Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside? response:	Oh, Grandmother. Happy New Year.
context: Oh, but you will still have to pay, okay?\O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year. response:	Here's to another great year together.
context: O-Of course.\Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together. response:	You're just as pretty in the new year!
context: Mom... Wearing a kimono is a bit over the top.\What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year! response:	Happy New Year!
context: What are you talking about?\We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year!\Happy New Year! response:	That's a beautiful kimono.
context: We mustn't slight the soon-to-be Kinoshita in any way!\Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono. response:	It's way too nice for me.
context: Hello, my angel! Oh, and Kazuya, too.\I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono.\It's way too nice for me. response:	Not at all. It suits you very well.
context: I'm just an aside?\Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well. response:	Yeah, there's no replacing her for Gran.
context: Oh, Grandmother. Happy New Year.\Here's to another great year together.\You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran. response:	Happy New Year.
context: Here's to another great year together.\You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year. response:	I'm Sarashina Ruka, and I'll be joining you today.
context: You're just as pretty in the new year!\Happy New Year!\That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today. response:	Rent - A - Girlfriend
context: Happy New Year!\That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend response:	Beaming
context: That's a beautiful kimono.\It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming response:	Do you know her?
context: It's way too nice for me.\Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming\Do you know her? response:	Uh, y-yeah, she's a friend!
context: Not at all. It suits you very well.\Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming\Do you know her?\Uh, y-yeah, she's a friend! response:	Oh, it's Grandmother! The real deal!
context: Yeah, there's no replacing her for Gran.\Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming\Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal! response:	Real deal?
context: Happy New Year.\I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming\Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal? response:	Kazuya-san's told me so much about you that I've been wanting to meet you.
context: I'm Sarashina Ruka, and I'll be joining you today.\Rent - A - Girlfriend\Beaming\Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you. response:	Harumi-san.
context: Rent - A - Girlfriend\Beaming\Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san. response:	Hello? This is Kinoshita. We have a reservation for five...
context: Beaming\Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five... response:	Kazuya told you about me?
context: Do you know her?\Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me? response:	Yes. He told me how you were the most amazing grandmother.
context: Uh, y-yeah, she's a friend!\Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother. response:	How did she find out about this? She even knew where we were meeting up.
context: Oh, it's Grandmother! The real deal!\Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up. response:	Oh? Is that so?
context: Real deal?\Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so? response:	I have no idea!
context: Kazuya-san's told me so much about you that I've been wanting to meet you.\Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea! response:	Don't tell me... it was back then?
context: Harumi-san.\Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea!\Don't tell me... it was back then? response:	Looks to me like you do have an idea.
context: Hello? This is Kinoshita. We have a reservation for five...\Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea. response:	Oh, uh, no...
context: Kazuya told you about me?\Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no... response:	Did she see the message then?
context: Yes. He told me how you were the most amazing grandmother.\How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then? response:	Asakusa Station
context: How did she find out about this? She even knew where we were meeting up.\Oh? Is that so?\I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then?\Asakusa Station response:	I don't think she'll immediately spill the beans about us, but it's still risky.
context: Oh? Is that so?\I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky. response:	I must say, you are a very pretty young lady.
context: I have no idea!\Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady. response:	Please, you flatter me!
context: Don't tell me... it was back then?\Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me! response:	Japanese Restaurant Kokyu
context: Looks to me like you do have an idea.\Oh, uh, no...\Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu response:	Let's go, Kazuya-san.
context: Oh, uh, no...\Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san. response:	How do you know them, Ruka-san?
context: Did she see the message then?\Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san? response:	I'm
context: Asakusa Station\I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm response:	Sh-She's Chizuru's friend!
context: I don't think she'll immediately spill the beans about us, but it's still risky.\I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend! response:	What? Chizuru-san's friend?!
context: I must say, you are a very pretty young lady.\Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?! response:	Starry -eyed
context: Please, you flatter me!\Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed response:	We kept running into her on dates, and at some point she and I became friends, too.
context: Japanese Restaurant Kokyu\Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too. response:	Right, Chizuru?
