context: They're late. response:	Relax a little, Kei.
context: There we go.\Here.\Pick it up. And appreciate it.\You bastard...\You're Semanians, right?\Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean. response:	Y-Yes, sir...
context: Here.\Pick it up. And appreciate it.\You bastard...\You're Semanians, right?\Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean.\Y-Yes, sir... response:	Get lost.
context: Pick it up. And appreciate it.\You bastard...\You're Semanians, right?\Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean.\Y-Yes, sir...\Get lost. response:	Pathetic...
context: You bastard...\You're Semanians, right?\Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean.\Y-Yes, sir...\Get lost.\Pathetic... response:	Okay, go! Go!
context: You're Semanians, right?\Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean.\Y-Yes, sir...\Get lost.\Pathetic...\Okay, go! Go! response:	Oh, Kei! Rick's not home yet.
context: Earth may be weak, but there are scary people here. Remember that.\Whatever...\Yes, sir, you mean.\Y-Yes, sir...\Get lost.\Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet. response:	Did something happen?
context: Whatever...\Yes, sir, you mean.\Y-Yes, sir...\Get lost.\Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen? response:	No... This can't be.
context: Yes, sir, you mean.\Y-Yes, sir...\Get lost.\Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be. response:	I'm sorry.
context: Y-Yes, sir...\Get lost.\Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be.\I'm sorry. response:	Hello?
context: Get lost.\Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be.\I'm sorry.\Hello? response:	About tomorrow... There's been a change of plans.
context: Pathetic...\Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be.\I'm sorry.\Hello?\About tomorrow... There's been a change of plans. response:	I need you to go meet a noble for me.
context: Okay, go! Go!\Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be.\I'm sorry.\Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me. response:	What?
context: Oh, Kei! Rick's not home yet.\Did something happen?\No... This can't be.\I'm sorry.\Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What? response:	Go meet a noble.
context: Did something happen?\No... This can't be.\I'm sorry.\Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What?\Go meet a noble. response:	A VIP from the Farbani Kingdom is arriving early tomorrow morning.
context: No... This can't be.\I'm sorry.\Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning. response:	You want me to go meet some alien noble?
context: I'm sorry.\Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble? response:	That's a diplomat's job.
context: Hello?\About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job. response:	We don't have enough detectives who can speak their language.
context: About tomorrow... There's been a change of plans.\I need you to go meet a noble for me.\What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language. response:	No thanks. Let me hunt down the guy who killed Rick.
context: I need you to go meet a noble for me.\What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick. response:	The VIP might be involved in this.
context: What?\Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this. response:	What?
context: Go meet a noble.\A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What? response:	Go get them. I've already talked to the coast guard.
context: A VIP from the Farbani Kingdom is arriving early tomorrow morning.\You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard. response:	Bossy bastard...
context: You want me to go meet some alien noble?\That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard.\Bossy bastard... response:	Hey.
context: That's a diplomat's job.\We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey. response:	We're almost to the gate.
context: We don't have enough detectives who can speak their language.\No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey.\We're almost to the gate. response:	You ever been to their world?
context: No thanks. Let me hunt down the guy who killed Rick.\The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey.\We're almost to the gate.\You ever been to their world? response:	Yup. I was in the military.
context: The VIP might be involved in this.\What?\Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey.\We're almost to the gate.\You ever been to their world?\Yup. I was in the military. response:	In the war, huh?
context: What?\Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey.\We're almost to the gate.\You ever been to their world?\Yup. I was in the military.\In the war, huh? response:	I was stuffed inside a transport plane, so I didn't get to see the gate itself.
context: Go get them. I've already talked to the coast guard.\Bossy bastard...\Hey.\We're almost to the gate.\You ever been to their world?\Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself. response:	Nobody can see the Mirage Gate.
context: Bossy bastard...\Hey.\We're almost to the gate.\You ever been to their world?\Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate. response:	We need to rely on information from our observation satellites.
context: Hey.\We're almost to the gate.\You ever been to their world?\Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites. response:	But those damn aliens can tell where the gate is
context: We're almost to the gate.\You ever been to their world?\Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is response:	just by looking at the wind and tides.
context: You ever been to their world?\Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides. response:	And do a damn sight better job than we can.
context: Yup. I was in the military.\In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can. response:	And that's why the coast guard's always busy?
context: In the war, huh?\I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy? response:	Yeah. If we wanted to catch all the smugglers and illegal immigrants,
context: I was stuffed inside a transport plane, so I didn't get to see the gate itself.\Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants, response:	we'd need twice the funding and manpower.
context: Nobody can see the Mirage Gate.\We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower. response:	There they are.
context: We need to rely on information from our observation satellites.\But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are. response:	It's some important noble, right?
context: But those damn aliens can tell where the gate is\just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are.\It's some important noble, right? response:	I'll let you deal with them.
context: just by looking at the wind and tides.\And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are.\It's some important noble, right?\I'll let you deal with them. response:	A child? A servant, maybe?
context: And do a damn sight better job than we can.\And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are.\It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe? response:	Where's the VIP?
context: And that's why the coast guard's always busy?\Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are.\It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP? response:	Hey.
context: Yeah. If we wanted to catch all the smugglers and illegal immigrants,\we'd need twice the funding and manpower.\There they are.\It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP?\Hey. response:	I am Exedilica, of the Knights of Mirvor.
context: we'd need twice the funding and manpower.\There they are.\It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor. response:	Do Earth sailors not even have the ritual of welcoming?
context: There they are.\It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming? response:	Do you not know how to talk?
context: It's some important noble, right?\I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk? response:	Um... no.
context: I'll let you deal with them.\A child? A servant, maybe?\Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no. response:	Then answer me. Well?
context: A child? A servant, maybe?\Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no.\Then answer me. Well? response:	I didn't notice you.
context: Where's the VIP?\Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no.\Then answer me. Well?\I didn't notice you. response:	I see.
context: Hey.\I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no.\Then answer me. Well?\I didn't notice you.\I see. response:	My name is
context: I am Exedilica, of the Knights of Mirvor.\Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no.\Then answer me. Well?\I didn't notice you.\I see.\My name is response:	Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!
context: Do Earth sailors not even have the ritual of welcoming?\Do you not know how to talk?\Um... no.\Then answer me. Well?\I didn't notice you.\I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica! response:	In your Earth language, that means
context: Do you not know how to talk?\Um... no.\Then answer me. Well?\I didn't notice you.\I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means response:	Tilarna, eldest daughter of Seiya, of the House of Exedilica,
context: Um... no.\Then answer me. Well?\I didn't notice you.\I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica, response:	heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.
context: Then answer me. Well?\I didn't notice you.\I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor. response:	Now. What is your name?
context: I didn't notice you.\I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name? response:	Kei Matoba.
context: I see.\My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba. response:	What?
context: My name is\Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba.\What? response:	It's Kei Matoba.
context: Tilarna Barsh Mirvor Imsedalya Iyeh Tebreina Devol Nelano Seiya Nel Exedilica!\In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba.\What?\It's Kei Matoba. response:	It's short.
context: In your Earth language, that means\Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba.\What?\It's Kei Matoba.\It's short. response:	No, people of low birth often have short names.
context: Tilarna, eldest daughter of Seiya, of the House of Exedilica,\heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba.\What?\It's Kei Matoba.\It's short.\No, people of low birth often have short names. response:	I won't let it bother me.
context: heir to the bloodline of Duke Devol, of the glorious Knights of Mirvor.\Now. What is your name?\Kei Matoba.\What?\It's Kei Matoba.\It's short.\No, people of low birth often have short names.\I won't let it bother me. response:	I usually go by Tilarna Exedilica.
context: Now. What is your name?\Kei Matoba.\What?\It's Kei Matoba.\It's short.\No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica. response:	Now, carry my things, Kay Imatuba.
context: Kei Matoba.\What?\It's Kei Matoba.\It's short.\No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba. response:	Kei Matoba.
context: What?\It's Kei Matoba.\It's short.\No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba. response:	I don't care. Start carrying.
context: It's Kei Matoba.\It's short.\No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying. response:	What?
context: It's short.\No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying.\What? response:	Did you not hear me, Sergeant Matoba?
context: No, people of low birth often have short names.\I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba? response:	You'll be working with her from now on.
context: I won't let it bother me.\I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on. response:	You'll be doing your investigations with her.
context: I usually go by Tilarna Exedilica.\Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her. response:	She'll take Sergeant Fury's place.
context: Now, carry my things, Kay Imatuba.\Kei Matoba.\I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place. response:	You want me to work with this alien?
context: Kei Matoba.\I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien? response:	That's racist, Sergeant Matoba!
context: I don't care. Start carrying.\What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba! response:	I'm sorry. He doesn't understand the circumstances.
context: What?\Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances. response:	She came here to find that fairy.
context: Did you not hear me, Sergeant Matoba?\You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy. response:	She's a fiel.
context: You'll be working with her from now on.\You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel. response:	Fiel queze badeley. It means most noble fairy.
context: You'll be doing your investigations with her.\She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy. response:	That fairy is the equivalent of a VIP in the Semani world.
context: She'll take Sergeant Fury's place.\You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world. response:	It was kidnapped there and brought here by smugglers.
context: You want me to work with this alien?\That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers. response:	She's a Farbanian knight sent here to recover the fairy.
context: That's racist, Sergeant Matoba!\I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy. response:	That's correct, yes?
context: I'm sorry. He doesn't understand the circumstances.\She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes? response:	Correct.
context: She came here to find that fairy.\She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct. response:	In accordance with our treaty with the country called The United Nations,
context: She's a fiel.\Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations, response:	the Knights of Mirvor are given the right to dispense justice on Earth.
context: Fiel queze badeley. It means most noble fairy.\That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth. response:	I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.
context: That fairy is the equivalent of a VIP in the Semani world.\It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom. response:	This is bullshit! Rick was my partner for four years, and now he's dead!
context: It was kidnapped there and brought here by smugglers.\She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead! response:	And now I'm supposed to babysit some kid?
context: She's a Farbanian knight sent here to recover the fairy.\That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid? response:	This is an order.
context: That's correct, yes?\Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order. response:	Your order can go eat shit!
context: Correct.\In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit! response:	Chief Roth, don't you want to avenge Rick? This is just-
context: In accordance with our treaty with the country called The United Nations,\the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just- response:	I've known Rick for 20 years.
context: the Knights of Mirvor are given the right to dispense justice on Earth.\I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years. response:	I'm telling you to do this because it's necessary.
context: I, Tilarna Exedilica, request your help in the name of the Farbani Kingdom.\This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary. response:	Do you need any more explanation than that?
context: This is bullshit! Rick was my partner for four years, and now he's dead!\And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that? response:	But...
context: And now I'm supposed to babysit some kid?\This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But... response:	It appears that my own will is being ignored.
context: This is an order.\Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But...\It appears that my own will is being ignored. response:	I want to work with the best boliceman your city has to offer.
context: Your order can go eat shit!\Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer. response:	I can't imagine a rude boor like this acting as my guard.
context: Chief Roth, don't you want to avenge Rick? This is just-\I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard. response:	Oh, I'm sorry. We can find another...
context: I've known Rick for 20 years.\I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another... response:	No, he'll be your partner.
context: I'm telling you to do this because it's necessary.\Do you need any more explanation than that?\But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner. response:	Or do you want a man
context: Do you need any more explanation than that?\But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man response:	whose etiquette is perfect, but who's otherwise completely useless?
context: But...\It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless? response:	Inspector Roth...
context: It appears that my own will is being ignored.\I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth... response:	If so, I don't think you'll be getting your fairy back.
context: I want to work with the best boliceman your city has to offer.\I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back. response:	Don't touch it.
context: I can't imagine a rude boor like this acting as my guard.\Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it. response:	Don't touch it.
context: Oh, I'm sorry. We can find another...\No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it. response:	I said don't touch it.
context: No, he'll be your partner.\Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it.\I said don't touch it. response:	What've we got, Tony?
context: Or do you want a man\whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it.\I said don't touch it.\What've we got, Tony? response:	He talked. He was too scared to say much, though.
context: whose etiquette is perfect, but who's otherwise completely useless?\Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it.\I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though. response:	That fairy was stolen, supposedly.
context: Inspector Roth...\If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it.\I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly. response:	From a gang of Mexicans in a Ridgeline.
