context: The enemy is completely falling apart. response:	Take it! Now is the time to achieve honor! Take it all now!
context: but they are probably heading towards the Capital Building over there.\Is that so?\I see.\I totally see!\I know their intention now.\They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan. response:	Everyone should leave the building!
context: Is that so?\I see.\I totally see!\I know their intention now.\They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building! response:	Call Toyohisa up! Boobienue, come over here too, now!
context: I see.\I totally see!\I know their intention now.\They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now! response:	A map! Bring a map of this building!
context: I totally see!\I know their intention now.\They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building! response:	Y-Yes.
context: I know their intention now.\They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes. response:	The enemy leader may be an expert in tactical maneuvering,
context: They haven't given up the plot to conquer this state.\Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering, response:	but he is an amateur in strategy.
context: Their plan hasn't shifted...\They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy. response:	No, that sounds a little strange.
context: They are persistent in executing their plan.\Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange. response:	Conquer the state? The Ends are saying this?
context: Everyone should leave the building!\Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this? response:	Instead of annihilation, they aim for conquest?
context: Call Toyohisa up! Boobienue, come over here too, now!\A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest? response:	Come to think of it, that man was going to take over Orte when he first appeared.
context: A map! Bring a map of this building!\Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared. response:	Are these the same Ends who seek the eradication of the world?
context: Y-Yes.\The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world? response:	What are they doing at the Northern Walls?
context: The enemy leader may be an expert in tactical maneuvering,\but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls? response:	The Black King...
context: but he is an amateur in strategy.\No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King... response:	Do I know him?
context: No, that sounds a little strange.\Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King...\Do I know him? response:	This idiot is smiling.
context: Conquer the state? The Ends are saying this?\Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King...\Do I know him?\This idiot is smiling. response:	Shimazu Toyohisa... What kind of path has he taken?
context: Instead of annihilation, they aim for conquest?\Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King...\Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken? response:	Are you running away, Shimazu?
context: Come to think of it, that man was going to take over Orte when he first appeared.\Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King...\Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu? response:	Shimazu!
context: Are these the same Ends who seek the eradication of the world?\What are they doing at the Northern Walls?\The Black King...\Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu! response:	Nyaa!
context: What are they doing at the Northern Walls?\The Black King...\Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu!\Nyaa! response:	Plates... Foolish! Are you so desperate?!
context: The Black King...\Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?! response:	You don't follow the way of the warrior, do you?!
context: Do I know him?\This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?! response:	Huh?
context: This idiot is smiling.\Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh? response:	This is a war. There's no justification for taking the enemy's head.
context: Shimazu Toyohisa... What kind of path has he taken?\Are you running away, Shimazu?\Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head. response:	There's no excuse we can make to the enemy if we don't use
context: Are you running away, Shimazu?\Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use response:	every trick at hand to hammer out a victory.
context: Shimazu!\Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory. response:	Shimazu!!
context: Nyaa!\Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!! response:	I can't listen to this anymore.
context: Plates... Foolish! Are you so desperate?!\You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore. response:	It's probably not intentional, but Toyo is a genius
context: You don't follow the way of the warrior, do you?!\Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius response:	when it comes to infuriating his enemy.
context: Huh?\This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy. response:	No, this should work.
context: This is a war. There's no justification for taking the enemy's head.\There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work. response:	We have the advantage of three frontline commanders.
context: There's no excuse we can make to the enemy if we don't use\every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders. response:	That enemy took the bait that Toyo set.
context: every trick at hand to hammer out a victory.\Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set. response:	Thus, he is too busy to command his troops.
context: Shimazu!!\I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops. response:	The enemy forces are advancing this way, faithfully following his orders.
context: I can't listen to this anymore.\It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders. response:	What a pity for you, enemy leader!
context: It's probably not intentional, but Toyo is a genius\when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader! response:	In fact, the fool you've been chasing around is only our leader.
context: when it comes to infuriating his enemy.\No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader. response:	Drip drip
context: No, this should work.\We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip response:	Wait. I don't know what you're talking about.
context: We have the advantage of three frontline commanders.\That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about. response:	Are you all set?
context: That enemy took the bait that Toyo set.\Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about.\Are you all set? response:	As soon as you are ready, we'll get out of here quickly.
context: Thus, he is too busy to command his troops.\The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly. response:	Yes, sir!
context: The enemy forces are advancing this way, faithfully following his orders.\What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir! response:	Then, we will let all the enemy forces into the city.
context: What a pity for you, enemy leader!\In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city. response:	We'll wait in the surrounding buildings until they all enter.
context: In fact, the fool you've been chasing around is only our leader.\Drip drip\Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter. response:	At my signal, you'll all come out at once.
context: Drip drip\Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once. response:	Olminu, I'll leave the rest to you.
context: Wait. I don't know what you're talking about.\Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you. response:	We are here now.
context: Are you all set?\As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now. response:	This is it!
context: As soon as you are ready, we'll get out of here quickly.\Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now.\This is it! response:	Charge forward!
context: Yes, sir!\Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now.\This is it!\Charge forward! response:	Shimazu...!
context: Then, we will let all the enemy forces into the city.\We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now.\This is it!\Charge forward!\Shimazu...! response:	You underestimated us. You underestimated the Shinsengumi.
context: We'll wait in the surrounding buildings until they all enter.\At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now.\This is it!\Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi. response:	You won't be able to mess around for long.
context: At my signal, you'll all come out at once.\Olminu, I'll leave the rest to you.\We are here now.\This is it!\Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long. response:	Foolish.
context: Olminu, I'll leave the rest to you.\We are here now.\This is it!\Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish. response:	Not once have I ever underestimated you, not even once!
context: We are here now.\This is it!\Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once! response:	They are not here.
context: This is it!\Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once!\They are not here. response:	It's empty.
context: Charge forward!\Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once!\They are not here.\It's empty. response:	Why?!
context: Shimazu...!\You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once!\They are not here.\It's empty.\Why?! response:	This is a battlefield. I'll do whatever I gotta, even mess around.
context: You underestimated us. You underestimated the Shinsengumi.\You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once!\They are not here.\It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around. response:	What the...?!
context: You won't be able to mess around for long.\Foolish.\Not once have I ever underestimated you, not even once!\They are not here.\It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?! response:	Good. Elves! Fire arrows! Rain fire down on them!
context: Foolish.\Not once have I ever underestimated you, not even once!\They are not here.\It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them! response:	Fire!
context: Not once have I ever underestimated you, not even once!\They are not here.\It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire! response:	These are barrels of oil.
context: They are not here.\It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil. response:	Get out of here!
context: It's empty.\Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil.\Get out of here! response:	Run!
context: Why?!\This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil.\Get out of here!\Run! response:	Th-The enemy is...!
context: This is a battlefield. I'll do whatever I gotta, even mess around.\What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil.\Get out of here!\Run!\Th-The enemy is...! response:	Wow... They die so easily...
context: What the...?!\Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil.\Get out of here!\Run!\Th-The enemy is...!\Wow... They die so easily... response:	We kill them so easily!
context: Good. Elves! Fire arrows! Rain fire down on them!\Fire!\These are barrels of oil.\Get out of here!\Run!\Th-The enemy is...!\Wow... They die so easily...\We kill them so easily! response:	Wh...?! Ah... M-My charm was again...
context: Fire!\These are barrels of oil.\Get out of here!\Run!\Th-The enemy is...!\Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again... response:	What a great feeling to box the enemy in and fan the flames around them!
context: These are barrels of oil.\Get out of here!\Run!\Th-The enemy is...!\Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them! response:	This must be how that damn Mitsuhide felt watching Honnoji Temple burn.
context: Get out of here!\Run!\Th-The enemy is...!\Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn. response:	Nobu and Yoichi chose me as general,
context: Run!\Th-The enemy is...!\Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general, response:	but I never thought of myself that way.
context: Th-The enemy is...!\Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way. response:	After all... above all, I am just an ambitious brat.
context: Wow... They die so easily...\We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat. response:	I can never be a warrior like my uncle or my father.
context: We kill them so easily!\Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father. response:	However, he is different...
context: Wh...?! Ah... M-My charm was again...\What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different... response:	Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!
context: What a great feeling to box the enemy in and fan the flames around them!\This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different! response:	If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.
context: This must be how that damn Mitsuhide felt watching Honnoji Temple burn.\Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed. response:	I'll do anything for that to happen, messing around included.
context: Nobu and Yoichi chose me as general,\but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included. response:	You bastard...
context: but I never thought of myself that way.\After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard... response:	Many Shimazu troops died at Sekigahara,
context: After all... above all, I am just an ambitious brat.\I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara, response:	but those deaths became the foundation of our success.
context: I can never be a warrior like my uncle or my father.\However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success. response:	Even if we die, we don't die.
context: However, he is different...\Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die. response:	Thus, we can accomplish anything.
context: Oda Nobunaga, former Minister of the Right, Demon King of the Sixth Heaven, is different!\If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything. response:	Shimazu!
context: If I stake my life to buy time for Nobunaga to turn the tide, he will definitely succeed.\I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu! response:	Even if I am to die here,
context: I'll do anything for that to happen, messing around included.\You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu!\Even if I am to die here, response:	Nobunaga will turn my death into the foundation of our success.
context: You bastard...\Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success. response:	It may take several ruthless steps.
context: Many Shimazu troops died at Sekigahara,\but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps. response:	That Shimazu attitude brought death to us!
context: but those deaths became the foundation of our success.\Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us! response:	I truly hate them.
context: Even if we die, we don't die.\Thus, we can accomplish anything.\Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them. response:	I detest this damn clan who die smiling.
context: Thus, we can accomplish anything.\Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling. response:	His eyes are almost boasting, We Shimazu are the only true samurai.
context: Shimazu!\Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai. response:	Those eyes...
context: Even if I am to die here,\Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes... response:	I loathe them.
context: Nobunaga will turn my death into the foundation of our success.\It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them. response:	Toyo!
context: It may take several ruthless steps.\That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them.\Toyo! response:	All right! Don't worry!
context: That Shimazu attitude brought death to us!\I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them.\Toyo!\All right! Don't worry! response:	Go ahead! Fire everything my way!
context: I truly hate them.\I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them.\Toyo!\All right! Don't worry!\Go ahead! Fire everything my way! response:	What is he?
context: I detest this damn clan who die smiling.\His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them.\Toyo!\All right! Don't worry!\Go ahead! Fire everything my way!\What is he? response:	A fool?
context: His eyes are almost boasting, We Shimazu are the only true samurai.\Those eyes...\I loathe them.\Toyo!\All right! Don't worry!\Go ahead! Fire everything my way!\What is he?\A fool? response:	Among all the people I have seen from Satsuma, he is the greatest fool.
context: Those eyes...\I loathe them.\Toyo!\All right! Don't worry!\Go ahead! Fire everything my way!\What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool. response:	You brat!
context: I loathe them.\Toyo!\All right! Don't worry!\Go ahead! Fire everything my way!\What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat! response:	You are truly mad!
context: Toyo!\All right! Don't worry!\Go ahead! Fire everything my way!\What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad! response:	War is already madness from the outset.
context: All right! Don't worry!\Go ahead! Fire everything my way!\What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad!\War is already madness from the outset. response:	Hijikata...
context: Go ahead! Fire everything my way!\What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad!\War is already madness from the outset.\Hijikata... response:	Hijikata, this is your moment to withdraw.
context: What is he?\A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad!\War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw. response:	Not yet! I have not lost yet!
context: A fool?\Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad!\War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet! response:	That's right, you still haven't lost. This victory is yours.
context: Among all the people I have seen from Satsuma, he is the greatest fool.\You brat!\You are truly mad!\War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours. response:	However, beyond this, there is no victory.
context: You brat!\You are truly mad!\War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory. response:	You're in the middle of a fight! Who the hell are you talking to?!
context: You are truly mad!\War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?! response:	Give up your head, you bastard!
