context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: You wouldn't be running away in the middle of the night if it really was nothing.\Don't say such cynical things.\But what you're doing is pretty much a night flight.\I guess so.\Thanks for your work.\Thanks for your work.\What's up with him...?\One more time! response:	Okay.
context: Don't say such cynical things.\But what you're doing is pretty much a night flight.\I guess so.\Thanks for your work.\Thanks for your work.\What's up with him...?\One more time!\Okay. response:	That's cheap! Loser goes out!
context: But what you're doing is pretty much a night flight.\I guess so.\Thanks for your work.\Thanks for your work.\What's up with him...?\One more time!\Okay.\That's cheap! Loser goes out! response:	Give it to me!
context: I guess so.\Thanks for your work.\Thanks for your work.\What's up with him...?\One more time!\Okay.\That's cheap! Loser goes out!\Give it to me! response:	Sis, you're being so mean.
context: Thanks for your work.\Thanks for your work.\What's up with him...?\One more time!\Okay.\That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean. response:	All right! All right!
context: Thanks for your work.\What's up with him...?\One more time!\Okay.\That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean.\All right! All right! response:	This person is going to become a bride next year.
context: What's up with him...?\One more time!\Okay.\That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year. response:	Can you believe it?
context: One more time!\Okay.\That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year.\Can you believe it? response:	Really?
context: Okay.\That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year.\Can you believe it?\Really? response:	Yeah, pretty much.
context: That's cheap! Loser goes out!\Give it to me!\Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year.\Can you believe it?\Really?\Yeah, pretty much. response:	Annual tribute...
context: Give it to me!\Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year.\Can you believe it?\Really?\Yeah, pretty much.\Annual tribute... response:	She's...
context: Sis, you're being so mean.\All right! All right!\This person is going to become a bride next year.\Can you believe it?\Really?\Yeah, pretty much.\Annual tribute...\She's... response:	She's...?
context: All right! All right!\This person is going to become a bride next year.\Can you believe it?\Really?\Yeah, pretty much.\Annual tribute...\She's...\She's...? response:	Japanese idiom for getting married She's finally going to pay her annual tribute.
context: This person is going to become a bride next year.\Can you believe it?\Really?\Yeah, pretty much.\Annual tribute...\She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute. response:	Have you girls found guys yet?
context: Can you believe it?\Really?\Yeah, pretty much.\Annual tribute...\She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet? response:	Well, it's the best time for it.
context: Really?\Yeah, pretty much.\Annual tribute...\She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it. response:	It meaning pure love relationships.
context: Yeah, pretty much.\Annual tribute...\She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships. response:	Saying that while your marriage got arranged...
context: Annual tribute...\She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged... response:	I just meant for relationship purposes.
context: She's...\She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes. response:	There's much more to think about when it comes to marriage.
context: She's...?\Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage. response:	Don't you marry someone because you like him?
context: Japanese idiom for getting married She's finally going to pay her annual tribute.\Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him? response:	I like my fiance, of course.
context: Have you girls found guys yet?\Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course. response:	But just liking him isn't enough for this arrangement.
context: Well, it's the best time for it.\It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement. response:	There are various constraints in reality.
context: It meaning pure love relationships.\Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality. response:	And then you come to the point where you ask is this really okay?
context: Saying that while your marriage got arranged...\I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay? response:	Of course it'll be good.
context: I just meant for relationship purposes.\There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good. response:	With you gone, this place will be so much more peaceful!
context: There's much more to think about when it comes to marriage.\Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful! response:	Yes, yes, I know.
context: Don't you marry someone because you like him?\I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know. response:	Was that a call from her?
context: I like my fiance, of course.\But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her? response:	A-ah, yeah, sorry.
context: But just liking him isn't enough for this arrangement.\There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry. response:	S-she said she's staying at a friend's house or something.
context: There are various constraints in reality.\And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something. response:	I see.
context: And then you come to the point where you ask is this really okay?\Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see. response:	What's the matter?
context: Of course it'll be good.\With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see.\What's the matter? response:	Nothing.
context: With you gone, this place will be so much more peaceful!\Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see.\What's the matter?\Nothing. response:	Hey, I'm...
context: Yes, yes, I know.\Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see.\What's the matter?\Nothing.\Hey, I'm... response:	I'll get it.
context: Was that a call from her?\A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see.\What's the matter?\Nothing.\Hey, I'm...\I'll get it. response:	Hello, this is the Saeki's.
context: A-ah, yeah, sorry.\S-she said she's staying at a friend's house or something.\I see.\What's the matter?\Nothing.\Hey, I'm...\I'll get it.\Hello, this is the Saeki's. response:	Hello.
context: S-she said she's staying at a friend's house or something.\I see.\What's the matter?\Nothing.\Hey, I'm...\I'll get it.\Hello, this is the Saeki's.\Hello. response:	Y-yo...
context: I see.\What's the matter?\Nothing.\Hey, I'm...\I'll get it.\Hello, this is the Saeki's.\Hello.\Y-yo... response:	What's up?
context: What's the matter?\Nothing.\Hey, I'm...\I'll get it.\Hello, this is the Saeki's.\Hello.\Y-yo...\What's up? response:	I'll be staying at Futaba-chan's home tonight.
context: Nothing.\Hey, I'm...\I'll get it.\Hello, this is the Saeki's.\Hello.\Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight. response:	O-okay...
context: Hey, I'm...\I'll get it.\Hello, this is the Saeki's.\Hello.\Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay... response:	Dad just told me that.
context: I'll get it.\Hello, this is the Saeki's.\Hello.\Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that. response:	And I also said that I'll be back before noon tomorrow.
context: Hello, this is the Saeki's.\Hello.\Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow. response:	But I think I'll stay here a bit longer, so...
context: Hello.\Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so... response:	I see.
context: Y-yo...\What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see. response:	-You know... -I...
context: What's up?\I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see.\-You know... -I... response:	-Sorry. -What?
context: I'll be staying at Futaba-chan's home tonight.\O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see.\-You know... -I...\-Sorry. -What? response:	Brother.
context: O-okay...\Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see.\-You know... -I...\-Sorry. -What?\Brother. response:	You're not angry?
context: Dad just told me that.\And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see.\-You know... -I...\-Sorry. -What?\Brother.\You're not angry? response:	About what?
context: And I also said that I'll be back before noon tomorrow.\But I think I'll stay here a bit longer, so...\I see.\-You know... -I...\-Sorry. -What?\Brother.\You're not angry?\About what? response:	About me asking what you thought about me.
context: But I think I'll stay here a bit longer, so...\I see.\-You know... -I...\-Sorry. -What?\Brother.\You're not angry?\About what?\About me asking what you thought about me. response:	We'll be eating first, then.
context: I see.\-You know... -I...\-Sorry. -What?\Brother.\You're not angry?\About what?\About me asking what you thought about me.\We'll be eating first, then. response:	O-okay.
context: -You know... -I...\-Sorry. -What?\Brother.\You're not angry?\About what?\About me asking what you thought about me.\We'll be eating first, then.\O-okay. response:	I asked you such a strange thing.
context: -Sorry. -What?\Brother.\You're not angry?\About what?\About me asking what you thought about me.\We'll be eating first, then.\O-okay.\I asked you such a strange thing. response:	Ah, you did?
context: Brother.\You're not angry?\About what?\About me asking what you thought about me.\We'll be eating first, then.\O-okay.\I asked you such a strange thing.\Ah, you did? response:	Yeah.
context: You're not angry?\About what?\About me asking what you thought about me.\We'll be eating first, then.\O-okay.\I asked you such a strange thing.\Ah, you did?\Yeah. response:	And then you said... I was weird.
context: About what?\About me asking what you thought about me.\We'll be eating first, then.\O-okay.\I asked you such a strange thing.\Ah, you did?\Yeah.\And then you said... I was weird. response:	Of course I didn't mean it.
context: About me asking what you thought about me.\We'll be eating first, then.\O-okay.\I asked you such a strange thing.\Ah, you did?\Yeah.\And then you said... I was weird.\Of course I didn't mean it. response:	But...
context: We'll be eating first, then.\O-okay.\I asked you such a strange thing.\Ah, you did?\Yeah.\And then you said... I was weird.\Of course I didn't mean it.\But... response:	You're not weird and I'm not angry.
context: O-okay.\I asked you such a strange thing.\Ah, you did?\Yeah.\And then you said... I was weird.\Of course I didn't mean it.\But...\You're not weird and I'm not angry. response:	Really?
context: I asked you such a strange thing.\Ah, you did?\Yeah.\And then you said... I was weird.\Of course I didn't mean it.\But...\You're not weird and I'm not angry.\Really? response:	Yeah. That aside...
context: Ah, you did?\Yeah.\And then you said... I was weird.\Of course I didn't mean it.\But...\You're not weird and I'm not angry.\Really?\Yeah. That aside... response:	I should be the one apologizing for doing that to you...
context: Yeah.\And then you said... I was weird.\Of course I didn't mean it.\But...\You're not weird and I'm not angry.\Really?\Yeah. That aside...\I should be the one apologizing for doing that to you... response:	Sorry, I know it's my fault.
context: And then you said... I was weird.\Of course I didn't mean it.\But...\You're not weird and I'm not angry.\Really?\Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault. response:	I don't really care about that.
context: Of course I didn't mean it.\But...\You're not weird and I'm not angry.\Really?\Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that. response:	But...
context: But...\You're not weird and I'm not angry.\Really?\Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that.\But... response:	Just a bit, though.
context: You're not weird and I'm not angry.\Really?\Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that.\But...\Just a bit, though. response:	I'm sorry.
context: Really?\Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that.\But...\Just a bit, though.\I'm sorry. response:	But, I don't really care that much about it.
context: Yeah. That aside...\I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that.\But...\Just a bit, though.\I'm sorry.\But, I don't really care that much about it. response:	I see.
context: I should be the one apologizing for doing that to you...\Sorry, I know it's my fault.\I don't really care about that.\But...\Just a bit, though.\I'm sorry.\But, I don't really care that much about it.\I see. response:	I'm glad.
context: Sorry, I know it's my fault.\I don't really care about that.\But...\Just a bit, though.\I'm sorry.\But, I don't really care that much about it.\I see.\I'm glad. response:	Same here.
context: I don't really care about that.\But...\Just a bit, though.\I'm sorry.\But, I don't really care that much about it.\I see.\I'm glad.\Same here. response:	To be able to talk with you.
context: But...\Just a bit, though.\I'm sorry.\But, I don't really care that much about it.\I see.\I'm glad.\Same here.\To be able to talk with you. response:	Yeah.
context: Just a bit, though.\I'm sorry.\But, I don't really care that much about it.\I see.\I'm glad.\Same here.\To be able to talk with you.\Yeah. response:	Oh yeah, I...
context: I'm sorry.\But, I don't really care that much about it.\I see.\I'm glad.\Same here.\To be able to talk with you.\Yeah.\Oh yeah, I... response:	Yeah?
context: But, I don't really care that much about it.\I see.\I'm glad.\Same here.\To be able to talk with you.\Yeah.\Oh yeah, I...\Yeah? response:	No, nothing.
context: I see.\I'm glad.\Same here.\To be able to talk with you.\Yeah.\Oh yeah, I...\Yeah?\No, nothing. response:	What is it?
context: I'm glad.\Same here.\To be able to talk with you.\Yeah.\Oh yeah, I...\Yeah?\No, nothing.\What is it? response:	I said nothing.
context: Same here.\To be able to talk with you.\Yeah.\Oh yeah, I...\Yeah?\No, nothing.\What is it?\I said nothing. response:	But I want to know.
context: To be able to talk with you.\Yeah.\Oh yeah, I...\Yeah?\No, nothing.\What is it?\I said nothing.\But I want to know. response:	Really, it's nothing.
context: Yeah.\Oh yeah, I...\Yeah?\No, nothing.\What is it?\I said nothing.\But I want to know.\Really, it's nothing. response:	Brother.
context: Oh yeah, I...\Yeah?\No, nothing.\What is it?\I said nothing.\But I want to know.\Really, it's nothing.\Brother. response:	Maybe I'll call off staying over here tonight.
context: Yeah?\No, nothing.\What is it?\I said nothing.\But I want to know.\Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight. response:	What are you talking about? I'm hanging up.
context: No, nothing.\What is it?\I said nothing.\But I want to know.\Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up. response:	Okay.
context: What is it?\I said nothing.\But I want to know.\Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay. response:	See you.
context: I said nothing.\But I want to know.\Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay.\See you. response:	Okay.
context: But I want to know.\Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay.\See you.\Okay. response:	The food's going to be gone!
context: Really, it's nothing.\Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay.\See you.\Okay.\The food's going to be gone! response:	Sis, you eat too much.
context: Brother.\Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay.\See you.\Okay.\The food's going to be gone!\Sis, you eat too much. response:	It's all right, I made these myself.
context: Maybe I'll call off staying over here tonight.\What are you talking about? I'm hanging up.\Okay.\See you.\Okay.\The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself. response:	You won't be able to wear your wedding dress at this rate.
context: What are you talking about? I'm hanging up.\Okay.\See you.\Okay.\The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate. response:	I'm still fine.
context: Okay.\See you.\Okay.\The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine. response:	The say, One second of negligence, one lifetime of obesity.
context: See you.\Okay.\The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity. response:	You too.
context: Okay.\The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too. response:	Nanoka?
context: The food's going to be gone!\Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka? response:	What's the matter? Got no appetite?
context: Sis, you eat too much.\It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka?\What's the matter? Got no appetite? response:	Or does the food look nasty?
context: It's all right, I made these myself.\You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty? response:	What did you say?!
context: You won't be able to wear your wedding dress at this rate.\I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?! response:	Of course not.
context: I'm still fine.\The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?!\Of course not. response:	Then eat up! It's delicious.
context: The say, One second of negligence, one lifetime of obesity.\You too.\Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?!\Of course not.\Then eat up! It's delicious. response:	That's right. Hey Futaba, grab some for her.
context: You too.\Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?!\Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her. response:	I know already!
context: Nanoka?\What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?!\Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already! response:	But man, it's not like I'm saying no to you living alone.
context: What's the matter? Got no appetite?\Or does the food look nasty?\What did you say?!\Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone. response:	I know this came out of the blue.
context: Or does the food look nasty?\What did you say?!\Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue. response:	I'm sorry for saying this all of a sudden.
context: What did you say?!\Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden. response:	What are you not satisfied with?
context: Of course not.\Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with? response:	Nothing like that.
context: Then eat up! It's delicious.\That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that. response:	That can't be!
context: That's right. Hey Futaba, grab some for her.\I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that.\That can't be! response:	Or else you wouldn't say you want to move out all of a sudden.
context: I know already!\But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden. response:	Well, I've been thinking about it for a while.
context: But man, it's not like I'm saying no to you living alone.\I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while. response:	What is this? Just be sincere and tell me the truth.
context: I know this came out of the blue.\I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth. response:	Is there anything you're not content with about me?
context: I'm sorry for saying this all of a sudden.\What are you not satisfied with?\Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me? response:	Or did something happen between you and Nanoka?
context: What are you not satisfied with?\Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka? response:	No...
context: Nothing like that.\That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No... response:	What's the matter?
context: That can't be!\Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No...\What's the matter? response:	I just felt like coming back.
context: Or else you wouldn't say you want to move out all of a sudden.\Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No...\What's the matter?\I just felt like coming back. response:	I came back.
context: Well, I've been thinking about it for a while.\What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No...\What's the matter?\I just felt like coming back.\I came back. response:	What do you mean you're moving out?
context: What is this? Just be sincere and tell me the truth.\Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No...\What's the matter?\I just felt like coming back.\I came back.\What do you mean you're moving out? response:	Here.
context: Is there anything you're not content with about me?\Or did something happen between you and Nanoka?\No...\What's the matter?\I just felt like coming back.\I came back.\What do you mean you're moving out?\Here. response:	Thanks.
context: Or did something happen between you and Nanoka?\No...\What's the matter?\I just felt like coming back.\I came back.\What do you mean you're moving out?\Here.\Thanks. response:	Come in.
context: No...\What's the matter?\I just felt like coming back.\I came back.\What do you mean you're moving out?\Here.\Thanks.\Come in. response:	What's the matter?
context: What's the matter?\I just felt like coming back.\I came back.\What do you mean you're moving out?\Here.\Thanks.\Come in.\What's the matter? response:	Can we... sleep together?
context: I just felt like coming back.\I came back.\What do you mean you're moving out?\Here.\Thanks.\Come in.\What's the matter?\Can we... sleep together? response:	I want to be with you.
context: I came back.\What do you mean you're moving out?\Here.\Thanks.\Come in.\What's the matter?\Can we... sleep together?\I want to be with you. response:	At least for today.
context: What do you mean you're moving out?\Here.\Thanks.\Come in.\What's the matter?\Can we... sleep together?\I want to be with you.\At least for today. response:	Hey! Hold it for a second!
context: Here.\Thanks.\Come in.\What's the matter?\Can we... sleep together?\I want to be with you.\At least for today.\Hey! Hold it for a second! response:	I am strange... after all.
context: Thanks.\Come in.\What's the matter?\Can we... sleep together?\I want to be with you.\At least for today.\Hey! Hold it for a second!\I am strange... after all. response:	Even though we're siblings, I...
context: Come in.\What's the matter?\Can we... sleep together?\I want to be with you.\At least for today.\Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I... response:	I'm saying such selfish things.
context: What's the matter?\Can we... sleep together?\I want to be with you.\At least for today.\Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things. response:	It's not strange.
context: Can we... sleep together?\I want to be with you.\At least for today.\Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things.\It's not strange. response:	It's fine because we're siblings.
context: I want to be with you.\At least for today.\Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things.\It's not strange.\It's fine because we're siblings. response:	Stuff like this... in reality.
context: At least for today.\Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things.\It's not strange.\It's fine because we're siblings.\Stuff like this... in reality. response:	Then why are you moving out, brother?
context: Hey! Hold it for a second!\I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things.\It's not strange.\It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother? response:	You know.
context: I am strange... after all.\Even though we're siblings, I...\I'm saying such selfish things.\It's not strange.\It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother?\You know. response:	I don't.
context: Even though we're siblings, I...\I'm saying such selfish things.\It's not strange.\It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother?\You know.\I don't. response:	You should.
context: I'm saying such selfish things.\It's not strange.\It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother?\You know.\I don't.\You should. response:	Let's make a promise, tonight's the last time.
context: It's not strange.\It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother?\You know.\I don't.\You should.\Let's make a promise, tonight's the last time. response:	We won't meet again.
context: It's fine because we're siblings.\Stuff like this... in reality.\Then why are you moving out, brother?\You know.\I don't.\You should.\Let's make a promise, tonight's the last time.\We won't meet again. response:	Why?
context: Stuff like this... in reality.\Then why are you moving out, brother?\You know.\I don't.\You should.\Let's make a promise, tonight's the last time.\We won't meet again.\Why? response:	Why are you saying such things?
context: Then why are you moving out, brother?\You know.\I don't.\You should.\Let's make a promise, tonight's the last time.\We won't meet again.\Why?\Why are you saying such things? response:	That's strange.
context: You know.\I don't.\You should.\Let's make a promise, tonight's the last time.\We won't meet again.\Why?\Why are you saying such things?\That's strange. response:	Things like the last time...
context: I don't.\You should.\Let's make a promise, tonight's the last time.\We won't meet again.\Why?\Why are you saying such things?\That's strange.\Things like the last time... response:	You're not going somewhere that far.
context: You should.\Let's make a promise, tonight's the last time.\We won't meet again.\Why?\Why are you saying such things?\That's strange.\Things like the last time...\You're not going somewhere that far. response:	That's strange,
context: Let's make a promise, tonight's the last time.\We won't meet again.\Why?\Why are you saying such things?\That's strange.\Things like the last time...\You're not going somewhere that far.\That's strange, response:	even though we're siblings.
context: We won't meet again.\Why?\Why are you saying such things?\That's strange.\Things like the last time...\You're not going somewhere that far.\That's strange,\even though we're siblings. response:	Yeah, even though we're siblings.
context: Why?\Why are you saying such things?\That's strange.\Things like the last time...\You're not going somewhere that far.\That's strange,\even though we're siblings.\Yeah, even though we're siblings. response:	I always had something I wanted to say, but couldn't.
context: Why are you saying such things?\That's strange.\Things like the last time...\You're not going somewhere that far.\That's strange,\even though we're siblings.\Yeah, even though we're siblings.\I always had something I wanted to say, but couldn't. response:	You remember when we rode on the ferris wheel?
