context: The moon's pretty. response:	Is that, like...
context: Oh, I'll be leaving then.\Since you're here, why not have a cup of tea or something?\Would you like to talk for a bit?\Umm...\Okay?\Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he? response:	Yes, very.
context: Since you're here, why not have a cup of tea or something?\Would you like to talk for a bit?\Umm...\Okay?\Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he?\Yes, very. response:	I mean, a little!
context: Would you like to talk for a bit?\Umm...\Okay?\Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he?\Yes, very.\I mean, a little! response:	Sorry.
context: Umm...\Okay?\Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he?\Yes, very.\I mean, a little!\Sorry. response:	I think it's my fault.
context: Okay?\Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he?\Yes, very.\I mean, a little!\Sorry.\I think it's my fault. response:	No, I'm quite guilty, too.
context: Sorry to keep you waiting.\Not at all.\He's a strange kid, isn't he?\Yes, very.\I mean, a little!\Sorry.\I think it's my fault.\No, I'm quite guilty, too. response:	Eh? Huh?
context: Not at all.\He's a strange kid, isn't he?\Yes, very.\I mean, a little!\Sorry.\I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh? response:	Can you move over a little bit?
context: He's a strange kid, isn't he?\Yes, very.\I mean, a little!\Sorry.\I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit? response:	You'll spill it.
context: Yes, very.\I mean, a little!\Sorry.\I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit?\You'll spill it. response:	It
context: I mean, a little!\Sorry.\I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit?\You'll spill it.\It response:	doesn't work when I'm alone.
context: Sorry.\I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit?\You'll spill it.\It\doesn't work when I'm alone. response:	You know what I hate the most?
context: I think it's my fault.\No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit?\You'll spill it.\It\doesn't work when I'm alone.\You know what I hate the most? response:	Washing Japanese mustard spinach
context: No, I'm quite guilty, too.\Eh? Huh?\Can you move over a little bit?\You'll spill it.\It\doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach response:	in the winter.
context: Eh? Huh?\Can you move over a little bit?\You'll spill it.\It\doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach\in the winter. response:	You've never done that, have you?
context: Can you move over a little bit?\You'll spill it.\It\doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach\in the winter.\You've never done that, have you? response:	A long time ago.
context: You'll spill it.\It\doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach\in the winter.\You've never done that, have you?\A long time ago. response:	Kakeru doesn't have a place to to call home.
context: It\doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach\in the winter.\You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home. response:	I've been dragging him around ever since he was little.
context: doesn't work when I'm alone.\You know what I hate the most?\Washing Japanese mustard spinach\in the winter.\You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little. response:	We've only ever been in the same place for two years at most.
context: You know what I hate the most?\Washing Japanese mustard spinach\in the winter.\You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most. response:	He was quick to make friends, when he was little.
context: Washing Japanese mustard spinach\in the winter.\You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little. response:	But as soon as there's a festival or something,
context: in the winter.\You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something, response:	all the kids go into festival mode,
context: You've never done that, have you?\A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode, response:	and they forget about Kakeru.
context: A long time ago.\Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru. response:	He had a phrase for it.
context: Kakeru doesn't have a place to to call home.\I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it. response:	A sudden, expected loneliness.
context: I've been dragging him around ever since he was little.\We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness. response:	Right, that's it.
context: We've only ever been in the same place for two years at most.\He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness.\Right, that's it. response:	I'm surprised you remember that.
context: He was quick to make friends, when he was little.\But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that. response:	It was my fault, after all.
context: But as soon as there's a festival or something,\all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that.\It was my fault, after all. response:	Thanks.
context: all the kids go into festival mode,\and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that.\It was my fault, after all.\Thanks. response:	You've been running the same route while I was gone?
context: and they forget about Kakeru.\He had a phrase for it.\A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that.\It was my fault, after all.\Thanks.\You've been running the same route while I was gone? response:	Yeah.
context: He had a phrase for it.\A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that.\It was my fault, after all.\Thanks.\You've been running the same route while I was gone?\Yeah. response:	Ah.
context: A sudden, expected loneliness.\Right, that's it.\I'm surprised you remember that.\It was my fault, after all.\Thanks.\You've been running the same route while I was gone?\Yeah.\Ah. response:	The seaside road is nice and windy.
context: Right, that's it.\I'm surprised you remember that.\It was my fault, after all.\Thanks.\You've been running the same route while I was gone?\Yeah.\Ah.\The seaside road is nice and windy. response:	It helps you recover, doesn't it?
context: I'm surprised you remember that.\It was my fault, after all.\Thanks.\You've been running the same route while I was gone?\Yeah.\Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it? response:	Yeah.
context: It was my fault, after all.\Thanks.\You've been running the same route while I was gone?\Yeah.\Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah. response:	Was the grandpa there at the snack shop today?
context: Thanks.\You've been running the same route while I was gone?\Yeah.\Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today? response:	Yeah.
context: You've been running the same route while I was gone?\Yeah.\Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today?\Yeah. response:	That last uphill part,
context: Yeah.\Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today?\Yeah.\That last uphill part, response:	it's not even that bad, but it's tough, isn't it?
context: Ah.\The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today?\Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it? response:	Yeah.
context: The seaside road is nice and windy.\It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today?\Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah. response:	Yuki.
context: It helps you recover, doesn't it?\Yeah.\Was the grandpa there at the snack shop today?\Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki. response:	Glad to be home.
context: Yeah.\Was the grandpa there at the snack shop today?\Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki.\Glad to be home. response:	Oh, yeah? So you were quite a bookworm.
context: Was the grandpa there at the snack shop today?\Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm. response:	Back in the old days, everyone read maybe twenty books a year.
context: Yeah.\That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year. response:	Actually, we were being forced to read.
context: That last uphill part,\it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read. response:	So you couldn't really call me a bookworm.
context: it's not even that bad, but it's tough, isn't it?\Yeah.\Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm. response:	So is your boyfriend being discharged?
context: Yeah.\Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged? response:	Yep, he can go back to work, too.
context: Yuki.\Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too. response:	Congratulations.
context: Glad to be home.\Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations. response:	Oh, man, good for you, Nee-chan.
context: Oh, yeah? So you were quite a bookworm.\Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan. response:	So I want to invite him here sometime soon.
context: Back in the old days, everyone read maybe twenty books a year.\Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon. response:	That's perfectly fine.
context: Actually, we were being forced to read.\So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine. response:	You should tell Dad.
context: So you couldn't really call me a bookworm.\So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad. response:	No, for coffee. Just coffee.
context: So is your boyfriend being discharged?\Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee. response:	He's coming just to drink coffee?
context: Yep, he can go back to work, too.\Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee? response:	Yeah, he said he couldn't have coffee in the hospital.
context: Congratulations.\Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital. response:	He really missed it.
context: Oh, man, good for you, Nee-chan.\So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it. response:	Oh. Fine.
context: So I want to invite him here sometime soon.\That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine. response:	So that's that.
context: That's perfectly fine.\You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine.\So that's that. response:	Tee hee.
context: You should tell Dad.\No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine.\So that's that.\Tee hee. response:	This is the town I grew up in.
context: No, for coffee. Just coffee.\He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine.\So that's that.\Tee hee.\This is the town I grew up in. response:	This is what Kakeru never had,
context: He's coming just to drink coffee?\Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine.\So that's that.\Tee hee.\This is the town I grew up in.\This is what Kakeru never had, response:	a backdrop to my life.
context: Yeah, he said he couldn't have coffee in the hospital.\He really missed it.\Oh. Fine.\So that's that.\Tee hee.\This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life. response:	Short-stop!
context: He really missed it.\Oh. Fine.\So that's that.\Tee hee.\This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life.\Short-stop! response:	What do I do here?
context: Oh. Fine.\So that's that.\Tee hee.\This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life.\Short-stop!\What do I do here? response:	They were such a pain,
context: So that's that.\Tee hee.\This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life.\Short-stop!\What do I do here?\They were such a pain, response:	but now that I can't hear them, it's a bit lonely.
context: Tee hee.\This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life.\Short-stop!\What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely. response:	Touko Fukami,
context: This is the town I grew up in.\This is what Kakeru never had,\a backdrop to my life.\Short-stop!\What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami, response:	I miss you.
context: This is what Kakeru never had,\a backdrop to my life.\Short-stop!\What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you. response:	You're running again starting tomorrow, right?
context: a backdrop to my life.\Short-stop!\What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you.\You're running again starting tomorrow, right? response:	Yeah.
context: Short-stop!\What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you.\You're running again starting tomorrow, right?\Yeah. response:	Snow?
context: What do I do here?\They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you.\You're running again starting tomorrow, right?\Yeah.\Snow? response:	Again.
context: They were such a pain,\but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you.\You're running again starting tomorrow, right?\Yeah.\Snow?\Again. response:	I'm not scared.
context: but now that I can't hear them, it's a bit lonely.\Touko Fukami,\I miss you.\You're running again starting tomorrow, right?\Yeah.\Snow?\Again.\I'm not scared. response:	Because this is my place.
context: Touko Fukami,\I miss you.\You're running again starting tomorrow, right?\Yeah.\Snow?\Again.\I'm not scared.\Because this is my place. response:	I want to know about Kakeru-kun's
context: I miss you.\You're running again starting tomorrow, right?\Yeah.\Snow?\Again.\I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's response:	sudden, expected loneliness.
context: You're running again starting tomorrow, right?\Yeah.\Snow?\Again.\I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness. response:	I want to know more.
context: Yeah.\Snow?\Again.\I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more. response:	Jonathan.
context: Snow?\Again.\I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more.\Jonathan. response:	Are you Kakeru-kun?
context: Again.\I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more.\Jonathan.\Are you Kakeru-kun? response:	No.
context: I'm not scared.\Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more.\Jonathan.\Are you Kakeru-kun?\No. response:	You're not Jonathan!
context: Because this is my place.\I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more.\Jonathan.\Are you Kakeru-kun?\No.\You're not Jonathan! response:	Wait.
context: I want to know about Kakeru-kun's\sudden, expected loneliness.\I want to know more.\Jonathan.\Are you Kakeru-kun?\No.\You're not Jonathan!\Wait. response:	One, two, three...
context: sudden, expected loneliness.\I want to know more.\Jonathan.\Are you Kakeru-kun?\No.\You're not Jonathan!\Wait.\One, two, three... response:	They're missing.
context: I want to know more.\Jonathan.\Are you Kakeru-kun?\No.\You're not Jonathan!\Wait.\One, two, three...\They're missing. response:	One's missing.
context: Jonathan.\Are you Kakeru-kun?\No.\You're not Jonathan!\Wait.\One, two, three...\They're missing.\One's missing. response:	I have to find Jonathan.
context: Are you Kakeru-kun?\No.\You're not Jonathan!\Wait.\One, two, three...\They're missing.\One's missing.\I have to find Jonathan. response:	I'm not taking care of him at all.
context: No.\You're not Jonathan!\Wait.\One, two, three...\They're missing.\One's missing.\I have to find Jonathan.\I'm not taking care of him at all. response:	Jonathan.
context: You're not Jonathan!\Wait.\One, two, three...\They're missing.\One's missing.\I have to find Jonathan.\I'm not taking care of him at all.\Jonathan. response:	Wait.
context: Wait.\One, two, three...\They're missing.\One's missing.\I have to find Jonathan.\I'm not taking care of him at all.\Jonathan.\Wait. response:	Kakeru-kun.
context: One, two, three...\They're missing.\One's missing.\I have to find Jonathan.\I'm not taking care of him at all.\Jonathan.\Wait.\Kakeru-kun. response:	Kakeru-kun, you came here, too.
context: They're missing.\One's missing.\I have to find Jonathan.\I'm not taking care of him at all.\Jonathan.\Wait.\Kakeru-kun.\Kakeru-kun, you came here, too. response:	I thought here I might
context: One's missing.\I have to find Jonathan.\I'm not taking care of him at all.\Jonathan.\Wait.\Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might response:	find out why I can't hear the fragments of the future anymore.
context: I have to find Jonathan.\I'm not taking care of him at all.\Jonathan.\Wait.\Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore. response:	Oh.
context: I'm not taking care of him at all.\Jonathan.\Wait.\Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh. response:	Isn't that why you're here, too?
context: Jonathan.\Wait.\Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too? response:	I want to learn
context: Wait.\Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too?\I want to learn response:	about your sudden, expected loneliness.
context: Kakeru-kun.\Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness. response:	That's
context: Kakeru-kun, you came here, too.\I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness.\That's response:	I heard from your parents.
context: I thought here I might\find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness.\That's\I heard from your parents. response:	Can you see the snow outside the window, Kakeru-kun?
context: find out why I can't hear the fragments of the future anymore.\Oh.\Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness.\That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun? response:	It's snowing?
context: Oh.\Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness.\That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing? response:	Yes. The whole time.
context: Isn't that why you're here, too?\I want to learn\about your sudden, expected loneliness.\That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time. response:	It's snowing a lot, and I'm inside it.
context: I want to learn\about your sudden, expected loneliness.\That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it. response:	It's not a fragment. It's snowing all over.
context: about your sudden, expected loneliness.\That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over. response:	Touko, calm down.
context: That's\I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down. response:	It's fine. I'm okay.
context: I heard from your parents.\Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay. response:	I'm not scared.
context: Can you see the snow outside the window, Kakeru-kun?\It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay.\I'm not scared. response:	But that's not all!
context: It's snowing?\Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay.\I'm not scared.\But that's not all! response:	That's not?
context: Yes. The whole time.\It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay.\I'm not scared.\But that's not all!\That's not? response:	Kakeru-kun,
context: It's snowing a lot, and I'm inside it.\It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay.\I'm not scared.\But that's not all!\That's not?\Kakeru-kun, response:	in the snow, you
context: It's not a fragment. It's snowing all over.\Touko, calm down.\It's fine. I'm okay.\I'm not scared.\But that's not all!\That's not?\Kakeru-kun,\in the snow, you response:	What?
context: Touko, calm down.\It's fine. I'm okay.\I'm not scared.\But that's not all!\That's not?\Kakeru-kun,\in the snow, you\What? response:	Um...
context: It's fine. I'm okay.\I'm not scared.\But that's not all!\That's not?\Kakeru-kun,\in the snow, you\What?\Um... response:	Kakeru-kun... You kiss me.
context: I'm not scared.\But that's not all!\That's not?\Kakeru-kun,\in the snow, you\What?\Um...\Kakeru-kun... You kiss me. response:	You kiss me.
context: But that's not all!\That's not?\Kakeru-kun,\in the snow, you\What?\Um...\Kakeru-kun... You kiss me.\You kiss me. response:	I think I'm messed up.
context: That's not?\Kakeru-kun,\in the snow, you\What?\Um...\Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up. response:	I saw it before, too. That was the second time.
context: Kakeru-kun,\in the snow, you\What?\Um...\Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time. response:	What's wrong with me? Right?
context: in the snow, you\What?\Um...\Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right? response:	You said before that what we're seeing
context: What?\Um...\Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing response:	might not be the future.
context: Um...\Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing\might not be the future. response:	Then what?
context: Kakeru-kun... You kiss me.\You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing\might not be the future.\Then what? response:	What is it that I'm seeing?
context: You kiss me.\I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing\might not be the future.\Then what?\What is it that I'm seeing? response:	Or will
context: I think I'm messed up.\I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing\might not be the future.\Then what?\What is it that I'm seeing?\Or will response:	that time
context: I saw it before, too. That was the second time.\What's wrong with me? Right?\You said before that what we're seeing\might not be the future.\Then what?\What is it that I'm seeing?\Or will\that time response:	come to be?
context: What's wrong with me? Right?\You said before that what we're seeing\might not be the future.\Then what?\What is it that I'm seeing?\Or will\that time\come to be? response:	True, what we've been seeing and hearing
context: You said before that what we're seeing\might not be the future.\Then what?\What is it that I'm seeing?\Or will\that time\come to be?\True, what we've been seeing and hearing response:	might not have been the future.
context: might not be the future.\Then what?\What is it that I'm seeing?\Or will\that time\come to be?\True, what we've been seeing and hearing\might not have been the future. response:	But the view you're seeing outside the window is winter.
context: Then what?\What is it that I'm seeing?\Or will\that time\come to be?\True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter. response:	There's no mistake that we heard and saw something.
context: What is it that I'm seeing?\Or will\that time\come to be?\True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something. response:	You're right.
context: Or will\that time\come to be?\True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right. response:	We have to accept that something is there.
context: that time\come to be?\True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there. response:	Yeah,
context: come to be?\True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there.\Yeah, response:	and if we do this, it'll make it a fragment of the future.
context: True, what we've been seeing and hearing\might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there.\Yeah,\and if we do this, it'll make it a fragment of the future. response:	Kakeru-kun, what are you talking about?
context: might not have been the future.\But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there.\Yeah,\and if we do this, it'll make it a fragment of the future.\Kakeru-kun, what are you talking about? response:	We were together all day yesterday.
context: But the view you're seeing outside the window is winter.\There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there.\Yeah,\and if we do this, it'll make it a fragment of the future.\Kakeru-kun, what are you talking about?\We were together all day yesterday. response:	That means the two of us are going to see the fireworks together again next year, right?
context: There's no mistake that we heard and saw something.\You're right.\We have to accept that something is there.\Yeah,\and if we do this, it'll make it a fragment of the future.\Kakeru-kun, what are you talking about?\We were together all day yesterday.\That means the two of us are going to see the fireworks together again next year, right? response:	Onee-chan, oh, no!
context: You're right.\We have to accept that something is there.\Yeah,\and if we do this, it'll make it a fragment of the future.\Kakeru-kun, what are you talking about?\We were together all day yesterday.\That means the two of us are going to see the fireworks together again next year, right?\Onee-chan, oh, no! response:	Episode 11 Piano
