context: Sharl, response:	are you okay?
context: Around the end of summer, they suddenly appeared.\They attack dragons,\and hurt the creatures in this forest.\Ever since they appeared, the dragons have been scared\and the land and the plants are going crazy.\So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest. response:	That root is sucking away the
context: They attack dragons,\and hurt the creatures in this forest.\Ever since they appeared, the dragons have been scared\and the land and the plants are going crazy.\So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the response:	life of the forest and the power of the dragons,
context: and hurt the creatures in this forest.\Ever since they appeared, the dragons have been scared\and the land and the plants are going crazy.\So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons, response:	and using it to create demons.
context: Ever since they appeared, the dragons have been scared\and the land and the plants are going crazy.\So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons. response:	I have to find that root and destroy it.
context: and the land and the plants are going crazy.\So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it. response:	The dragons always help me.
context: So there are others besides the one we defeated?\I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it.\The dragons always help me. response:	I'm a Dragon Priestess.
context: I keep defeating them and they keep appearing.\I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess. response:	At times like this, I have to help them.
context: I think they're being born somewhere in this forest.\That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them. response:	Then we'll help, too!
context: That root is sucking away the\life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too! response:	It's a Hero's job to fight demons.
context: life of the forest and the power of the dragons,\and using it to create demons.\I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons. response:	This is the Dragon Priestess's job.
context: and using it to create demons.\I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job. response:	It's not for human Heroes to get involved.
context: I have to find that root and destroy it.\The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved. response:	I'll be okay on my own.
context: The dragons always help me.\I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own. response:	I always have been,
context: I'm a Dragon Priestess.\At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been, response:	and I always will be.
context: At times like this, I have to help them.\Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been,\and I always will be. response:	Sharl...
context: Then we'll help, too!\It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been,\and I always will be.\Sharl... response:	They're here.
context: It's a Hero's job to fight demons.\This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been,\and I always will be.\Sharl...\They're here. response:	They're angry because one of their kind was slain.
context: This is the Dragon Priestess's job.\It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been,\and I always will be.\Sharl...\They're here.\They're angry because one of their kind was slain. response:	They're close!
context: It's not for human Heroes to get involved.\I'll be okay on my own.\I always have been,\and I always will be.\Sharl...\They're here.\They're angry because one of their kind was slain.\They're close! response:	We'll come, too!
context: I'll be okay on my own.\I always have been,\and I always will be.\Sharl...\They're here.\They're angry because one of their kind was slain.\They're close!\We'll come, too! response:	You stay here, Heroes.
context: I always have been,\and I always will be.\Sharl...\They're here.\They're angry because one of their kind was slain.\They're close!\We'll come, too!\You stay here, Heroes. response:	This is the Dragon Forest's problem.
context: and I always will be.\Sharl...\They're here.\They're angry because one of their kind was slain.\They're close!\We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem. response:	Don't leave this room. Okay?
context: Sharl...\They're here.\They're angry because one of their kind was slain.\They're close!\We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay? response:	Wow.
context: They're here.\They're angry because one of their kind was slain.\They're close!\We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow. response:	She's an archer, huh?
context: They're angry because one of their kind was slain.\They're close!\We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow.\She's an archer, huh? response:	Is that crest magic, too?
context: They're close!\We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow.\She's an archer, huh?\Is that crest magic, too? response:	Hero!
context: We'll come, too!\You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow.\She's an archer, huh?\Is that crest magic, too?\Hero! response:	I'm glad.
context: You stay here, Heroes.\This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow.\She's an archer, huh?\Is that crest magic, too?\Hero!\I'm glad. response:	I told you not to come.
context: This is the Dragon Forest's problem.\Don't leave this room. Okay?\Wow.\She's an archer, huh?\Is that crest magic, too?\Hero!\I'm glad.\I told you not to come. response:	And we said we would!
context: Don't leave this room. Okay?\Wow.\She's an archer, huh?\Is that crest magic, too?\Hero!\I'm glad.\I told you not to come.\And we said we would! response:	Boomerang Blade!
context: Wow.\She's an archer, huh?\Is that crest magic, too?\Hero!\I'm glad.\I told you not to come.\And we said we would!\Boomerang Blade! response:	Go!
context: She's an archer, huh?\Is that crest magic, too?\Hero!\I'm glad.\I told you not to come.\And we said we would!\Boomerang Blade!\Go! response:	Oh, no!
context: Is that crest magic, too?\Hero!\I'm glad.\I told you not to come.\And we said we would!\Boomerang Blade!\Go!\Oh, no! response:	There are still so many!
context: Hero!\I'm glad.\I told you not to come.\And we said we would!\Boomerang Blade!\Go!\Oh, no!\There are still so many! response:	It's okay!
context: I'm glad.\I told you not to come.\And we said we would!\Boomerang Blade!\Go!\Oh, no!\There are still so many!\It's okay! response:	Sorry to keep you waiting!
context: I told you not to come.\And we said we would!\Boomerang Blade!\Go!\Oh, no!\There are still so many!\It's okay!\Sorry to keep you waiting! response:	Pastillage's Sky Knights
context: And we said we would!\Boomerang Blade!\Go!\Oh, no!\There are still so many!\It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights response:	are here!
context: Boomerang Blade!\Go!\Oh, no!\There are still so many!\It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights\are here! response:	That's...
context: Go!\Oh, no!\There are still so many!\It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights\are here!\That's... response:	I'm glad we made it in time.
context: Oh, no!\There are still so many!\It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights\are here!\That's...\I'm glad we made it in time. response:	Yup!
context: There are still so many!\It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights\are here!\That's...\I'm glad we made it in time.\Yup! response:	Now let's get rid of those demons!
context: It's okay!\Sorry to keep you waiting!\Pastillage's Sky Knights\are here!\That's...\I'm glad we made it in time.\Yup!\Now let's get rid of those demons! response:	Yeah!
context: Sorry to keep you waiting!\Pastillage's Sky Knights\are here!\That's...\I'm glad we made it in time.\Yup!\Now let's get rid of those demons!\Yeah! response:	Sky Knights, go!
context: Pastillage's Sky Knights\are here!\That's...\I'm glad we made it in time.\Yup!\Now let's get rid of those demons!\Yeah!\Sky Knights, go! response:	Right!
context: are here!\That's...\I'm glad we made it in time.\Yup!\Now let's get rid of those demons!\Yeah!\Sky Knights, go!\Right! response:	Wow.
context: That's...\I'm glad we made it in time.\Yup!\Now let's get rid of those demons!\Yeah!\Sky Knights, go!\Right!\Wow. response:	Look at all those knights on birds...
context: I'm glad we made it in time.\Yup!\Now let's get rid of those demons!\Yeah!\Sky Knights, go!\Right!\Wow.\Look at all those knights on birds... response:	Those are the Pastillage Sky Knights!
context: Yup!\Now let's get rid of those demons!\Yeah!\Sky Knights, go!\Right!\Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights! response:	Shinku! Nanami!
context: Now let's get rid of those demons!\Yeah!\Sky Knights, go!\Right!\Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami! response:	Becky!
context: Yeah!\Sky Knights, go!\Right!\Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky! response:	I'm glad you're safe!
context: Sky Knights, go!\Right!\Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky!\I'm glad you're safe! response:	You're Sharl-san, the Dragon Priestess, right?
context: Right!\Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right? response:	Yeah.
context: Wow.\Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah. response:	I'm sorry to cause so much noise in the skies over the dragon forest,
context: Look at all those knights on birds...\Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest, response:	but the tri-country alliance of Biscotti, Galette,
context: Those are the Pastillage Sky Knights!\Shinku! Nanami!\Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette, response:	and Pastillage will defeat the demons.
context: Shinku! Nanami!\Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons. response:	Tri-country alliance? Does that mean...
context: Becky!\I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean... response:	Yup!
context: I'm glad you're safe!\You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup! response:	Well, Rico?
context: You're Sharl-san, the Dragon Priestess, right?\Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup!\Well, Rico? response:	Can you see the Heroes?
context: Yeah.\I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup!\Well, Rico?\Can you see the Heroes? response:	I can!
context: I'm sorry to cause so much noise in the skies over the dragon forest,\but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup!\Well, Rico?\Can you see the Heroes?\I can! response:	Heroes!
context: but the tri-country alliance of Biscotti, Galette,\and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup!\Well, Rico?\Can you see the Heroes?\I can!\Heroes! response:	Rico! Eclair!
context: and Pastillage will defeat the demons.\Tri-country alliance? Does that mean...\Yup!\Well, Rico?\Can you see the Heroes?\I can!\Heroes!\Rico! Eclair! response:	There are a lot of them.
context: Tri-country alliance? Does that mean...\Yup!\Well, Rico?\Can you see the Heroes?\I can!\Heroes!\Rico! Eclair!\There are a lot of them. response:	Yeah.
context: Yup!\Well, Rico?\Can you see the Heroes?\I can!\Heroes!\Rico! Eclair!\There are a lot of them.\Yeah. response:	But no real Galette warrior would
context: Well, Rico?\Can you see the Heroes?\I can!\Heroes!\Rico! Eclair!\There are a lot of them.\Yeah.\But no real Galette warrior would response:	have a problem with these wimps!
context: Can you see the Heroes?\I can!\Heroes!\Rico! Eclair!\There are a lot of them.\Yeah.\But no real Galette warrior would\have a problem with these wimps! response:	Yeah!
context: I can!\Heroes!\Rico! Eclair!\There are a lot of them.\Yeah.\But no real Galette warrior would\have a problem with these wimps!\Yeah! response:	Now here we go!
context: Heroes!\Rico! Eclair!\There are a lot of them.\Yeah.\But no real Galette warrior would\have a problem with these wimps!\Yeah!\Now here we go! response:	Let's knock them out of the sky!
context: Rico! Eclair!\There are a lot of them.\Yeah.\But no real Galette warrior would\have a problem with these wimps!\Yeah!\Now here we go!\Let's knock them out of the sky! response:	Explosive...
context: There are a lot of them.\Yeah.\But no real Galette warrior would\have a problem with these wimps!\Yeah!\Now here we go!\Let's knock them out of the sky!\Explosive... response:	Lightning Wave!
context: Yeah.\But no real Galette warrior would\have a problem with these wimps!\Yeah!\Now here we go!\Let's knock them out of the sky!\Explosive...\Lightning Wave! response:	Gaul and the Genoise, too!
context: But no real Galette warrior would\have a problem with these wimps!\Yeah!\Now here we go!\Let's knock them out of the sky!\Explosive...\Lightning Wave!\Gaul and the Genoise, too! response:	Everybody who left to find you met up midway.
context: have a problem with these wimps!\Yeah!\Now here we go!\Let's knock them out of the sky!\Explosive...\Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway. response:	So we can take care of any demons!
context: Yeah!\Now here we go!\Let's knock them out of the sky!\Explosive...\Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons! response:	By the way, Hero Shinku.
context: Now here we go!\Let's knock them out of the sky!\Explosive...\Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku. response:	Yes?
context: Let's knock them out of the sky!\Explosive...\Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku.\Yes? response:	Don't you think that's
context: Explosive...\Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku.\Yes?\Don't you think that's response:	rude to the Dragon Priestess?
context: Lightning Wave!\Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku.\Yes?\Don't you think that's\rude to the Dragon Priestess? response:	I-I-I-I'm sorry! I didn't mean to!
context: Gaul and the Genoise, too!\Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku.\Yes?\Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to! response:	Um...
context: Everybody who left to find you met up midway.\So we can take care of any demons!\By the way, Hero Shinku.\Yes?\Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um... response:	This was just for safety reasons...
context: So we can take care of any demons!\By the way, Hero Shinku.\Yes?\Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons... response:	It's okay.
context: By the way, Hero Shinku.\Yes?\Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons...\It's okay. response:	I know.
context: Yes?\Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons...\It's okay.\I know. response:	Liscia and the others are here.
context: Don't you think that's\rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons...\It's okay.\I know.\Liscia and the others are here. response:	We probably won't be caught off-guard in the sky.
context: rude to the Dragon Priestess?\I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons...\It's okay.\I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky. response:	Yes.
context: I-I-I-I'm sorry! I didn't mean to!\Um...\This was just for safety reasons...\It's okay.\I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes. response:	The problem is that, even if we defeat the demons here,
context: Um...\This was just for safety reasons...\It's okay.\I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here, response:	it probably doesn't mean the end.
context: This was just for safety reasons...\It's okay.\I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end. response:	Yes.
context: It's okay.\I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes. response:	We've wiped out all the demons in visible range.
context: I know.\Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range. response:	No sign of reinforcements!
context: Liscia and the others are here.\We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements! response:	Okay!
context: We probably won't be caught off-guard in the sky.\Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay! response:	All right, Aria and Lucy will continue to search for enemies.
context: Yes.\The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies. response:	Everybody else, head down to the ground.
context: The problem is that, even if we defeat the demons here,\it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground. response:	Roger!
context: it probably doesn't mean the end.\Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger! response:	We have to greet the Dragon Priestess!
context: Yes.\We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess! response:	Hero!
context: We've wiped out all the demons in visible range.\No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess!\Hero! response:	Rico!
context: No sign of reinforcements!\Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess!\Hero!\Rico! response:	Sorry to worry you.
context: Okay!\All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess!\Hero!\Rico!\Sorry to worry you. response:	I'm glad you're okay.
context: All right, Aria and Lucy will continue to search for enemies.\Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess!\Hero!\Rico!\Sorry to worry you.\I'm glad you're okay. response:	It's okay to worry us, but why did you make the princess worry?!
context: Everybody else, head down to the ground.\Roger!\We have to greet the Dragon Priestess!\Hero!\Rico!\Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?! response:	You're the Hero!
context: Roger!\We have to greet the Dragon Priestess!\Hero!\Rico!\Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero! response:	I'm sorry.
context: We have to greet the Dragon Priestess!\Hero!\Rico!\Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry. response:	Thanks, everybody.
context: Hero!\Rico!\Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry.\Thanks, everybody. response:	Anyway, I'm glad you're safe.
context: Rico!\Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe. response:	Really.
context: Sorry to worry you.\I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe.\Really. response:	Sorry to worry you.
context: I'm glad you're okay.\It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe.\Really.\Sorry to worry you. response:	I'm grateful for all your cooperation.
context: It's okay to worry us, but why did you make the princess worry?!\You're the Hero!\I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe.\Really.\Sorry to worry you.\I'm grateful for all your cooperation. response:	Don't worry about it.
context: You're the Hero!\I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe.\Really.\Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it. response:	We help each other when we're in trouble.
context: I'm sorry.\Thanks, everybody.\Anyway, I'm glad you're safe.\Really.\Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble. response:	I'm honored to meet you, Dragon Priestess.
context: Thanks, everybody.\Anyway, I'm glad you're safe.\Really.\Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess. response:	Take a drink from these, if you like.
context: Anyway, I'm glad you're safe.\Really.\Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like. response:	It's Sachi fruit.
context: Really.\Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit. response:	Here you go.
context: Sorry to worry you.\I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit.\Here you go. response:	A crash-landing, huh?
context: I'm grateful for all your cooperation.\Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit.\Here you go.\A crash-landing, huh? response:	That must've sucked.
context: Don't worry about it.\We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit.\Here you go.\A crash-landing, huh?\That must've sucked. response:	You're right.
context: We help each other when we're in trouble.\I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit.\Here you go.\A crash-landing, huh?\That must've sucked.\You're right. response:	Thanks for coming to save us, Gaul.
context: I'm honored to meet you, Dragon Priestess.\Take a drink from these, if you like.\It's Sachi fruit.\Here you go.\A crash-landing, huh?\That must've sucked.\You're right.\Thanks for coming to save us, Gaul. response:	It was nothing!
context: Take a drink from these, if you like.\It's Sachi fruit.\Here you go.\A crash-landing, huh?\That must've sucked.\You're right.\Thanks for coming to save us, Gaul.\It was nothing! response:	What is this? It's great!
context: It's Sachi fruit.\Here you go.\A crash-landing, huh?\That must've sucked.\You're right.\Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great! response:	You're right!
context: Here you go.\A crash-landing, huh?\That must've sucked.\You're right.\Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great!\You're right! response:	Priestess!
context: A crash-landing, huh?\That must've sucked.\You're right.\Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great!\You're right!\Priestess! response:	May we talk to you for a moment?
context: That must've sucked.\You're right.\Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great!\You're right!\Priestess!\May we talk to you for a moment? response:	I'm part of Galette's anti-demon squad.
context: You're right.\Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great!\You're right!\Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad. response:	This is Rico...
context: Thanks for coming to save us, Gaul.\It was nothing!\What is this? It's great!\You're right!\Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico... response:	A scientist with the Royal Academy.
context: It was nothing!\What is this? It's great!\You're right!\Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy. response:	Is it about those demons?
context: What is this? It's great!\You're right!\Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy.\Is it about those demons? response:	Yes.
context: You're right!\Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy.\Is it about those demons?\Yes. response:	I've never heard of a demon who attacks dragons
context: Priestess!\May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy.\Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons response:	and who can steal power from
context: May we talk to you for a moment?\I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy.\Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons\and who can steal power from response:	a True Dragon.
context: I'm part of Galette's anti-demon squad.\This is Rico...\A scientist with the Royal Academy.\Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon. response:	I'm worried it may be
context: This is Rico...\A scientist with the Royal Academy.\Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon.\I'm worried it may be response:	a very dangerous dragon.
context: A scientist with the Royal Academy.\Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon.\I'm worried it may be\a very dangerous dragon. response:	There's a legend passed down among
context: Is it about those demons?\Yes.\I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon.\I'm worried it may be\a very dangerous dragon.\There's a legend passed down among response:	dragon-users and priestesses.
context: Yes.\I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon.\I'm worried it may be\a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses. response:	When a demon appears that attacks the dragon,
context: I've never heard of a demon who attacks dragons\and who can steal power from\a True Dragon.\I'm worried it may be\a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon, response:	a priestess must defeat it with her own blood.
context: and who can steal power from\a True Dragon.\I'm worried it may be\a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood. response:	That is the job of a priestess who lives
context: a True Dragon.\I'm worried it may be\a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives response:	with the dragons and draws from their power.
context: I'm worried it may be\a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power. response:	I'm glad I was able to give you the missing Heroes safely.
context: a very dangerous dragon.\There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely. response:	It's getting late.
