context: Atsushi-kun! response:	I thought you weren't like that!
context: Do we end in the mountains?\At sea.\Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way. response:	Please see my strength now.
context: At sea.\Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way.\Please see my strength now. response:	I don't know.
context: Roger.\Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way.\Please see my strength now.\I don't know. response:	You're at your limit now, aren't you?
context: Was this all planned from the beginning?\The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way.\Please see my strength now.\I don't know.\You're at your limit now, aren't you? response:	You just defeated the Guild's leader, after all.
context: The enemy's been defeated, and Kyouka-chan passed.\I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way.\Please see my strength now.\I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all. response:	That's irrelevant.
context: I'm glad it all worked out.\Dazai-san!\There's no one left to get in my way.\Please see my strength now.\I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant. response:	I am
context: Dazai-san!\There's no one left to get in my way.\Please see my strength now.\I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant.\I am response:	You've become strong.
context: There's no one left to get in my way.\Please see my strength now.\I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant.\I am\You've become strong. response:	Oh, whoops.
context: Please see my strength now.\I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant.\I am\You've become strong.\Oh, whoops. response:	Nice view, isn't it?
context: I don't know.\You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant.\I am\You've become strong.\Oh, whoops.\Nice view, isn't it? response:	You protected it.
context: You're at your limit now, aren't you?\You just defeated the Guild's leader, after all.\That's irrelevant.\I am\You've become strong.\Oh, whoops.\Nice view, isn't it?\You protected it. response:	It's your city.
context: You just defeated the Guild's leader, after all.\That's irrelevant.\I am\You've become strong.\Oh, whoops.\Nice view, isn't it?\You protected it.\It's your city. response:	Episode 24 If I May Shed Away My Burden Now
context: That's irrelevant.\I am\You've become strong.\Oh, whoops.\Nice view, isn't it?\You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now response:	My city, huh?
context: I am\You've become strong.\Oh, whoops.\Nice view, isn't it?\You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh? response:	The massive gifted war caused so much collateral damage in Yokohama.
context: You've become strong.\Oh, whoops.\Nice view, isn't it?\You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama. response:	And it's finally over.
context: Oh, whoops.\Nice view, isn't it?\You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over. response:	But the government's work is just getting started.
context: Nice view, isn't it?\You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started. response:	Cleaning up after this huge mess...
context: You protected it.\It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess... response:	I won't be sleeping at home for days.
context: It's your city.\Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days. response:	Given that, we would very much appreciate having your help, Mr. Herman.
context: Episode 24 If I May Shed Away My Burden Now\My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman. response:	I just want to watch the sea for now.
context: My city, huh?\The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now. response:	With your information, we won't have to arrest Guild members who weren't part of this.
context: The massive gifted war caused so much collateral damage in Yokohama.\And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this. response:	Do you think that a mere grunt like myself would have such information?
context: And it's finally over.\But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information? response:	Yes.
context: But the government's work is just getting started.\Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes. response:	You were the leader of the Guild two generations ago, after all.
context: Cleaning up after this huge mess...\I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all. response:	It pains me that you young'uns always insist on bringing up the past.
context: I won't be sleeping at home for days.\Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past. response:	Please help us overcome our sleep deprivation.
context: Given that, we would very much appreciate having your help, Mr. Herman.\I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation. response:	I don't need to use this, do I?
context: I just want to watch the sea for now.\With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I? response:	I never imagined the Moby Dick being underwater.
context: With your information, we won't have to arrest Guild members who weren't part of this.\Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater. response:	It was such a nice place.
context: Do you think that a mere grunt like myself would have such information?\Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place. response:	The Moby Dick?
context: Yes.\You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick? response:	The Guild.
context: You were the leader of the Guild two generations ago, after all.\It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick?\The Guild. response:	The boss is missing in action.
context: It pains me that you young'uns always insist on bringing up the past.\Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick?\The Guild.\The boss is missing in action. response:	I hear there are even insurgencies within the Guild, now that we don't have a leader.
context: Please help us overcome our sleep deprivation.\I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick?\The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader. response:	Looks like it's time to lower the curtain on our adventures here.
context: I don't need to use this, do I?\I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick?\The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here. response:	Yeah.
context: I never imagined the Moby Dick being underwater.\It was such a nice place.\The Moby Dick?\The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah. response:	But life isn't over.
context: It was such a nice place.\The Moby Dick?\The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over. response:	That's true.
context: The Moby Dick?\The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over.\That's true. response:	I'm going to go back home and finish working on my biography.
context: The Guild.\The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over.\That's true.\I'm going to go back home and finish working on my biography. response:	What about you guys?
context: The boss is missing in action.\I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over.\That's true.\I'm going to go back home and finish working on my biography.\What about you guys? response:	I'm going to look for Lord Francis.
context: I hear there are even insurgencies within the Guild, now that we don't have a leader.\Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over.\That's true.\I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis. response:	I'm sure he's alive.
context: Looks like it's time to lower the curtain on our adventures here.\Yeah.\But life isn't over.\That's true.\I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive. response:	You're going back to your family, right, John?
context: Yeah.\But life isn't over.\That's true.\I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John? response:	I'm not.
context: But life isn't over.\That's true.\I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John?\I'm not. response:	I have to stop the insurgency in the Guild.
context: That's true.\I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild. response:	You?
context: I'm going to go back home and finish working on my biography.\What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild.\You? response:	That's a surprise.
context: What about you guys?\I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild.\You?\That's a surprise. response:	I thought you hated the boss.
context: I'm going to look for Lord Francis.\I'm sure he's alive.\You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild.\You?\That's a surprise.\I thought you hated the boss. response:	I do.
context: I'm sure he's alive.\You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild.\You?\That's a surprise.\I thought you hated the boss.\I do. response:	I hate anyone who controls people with money.
context: You're going back to your family, right, John?\I'm not.\I have to stop the insurgency in the Guild.\You?\That's a surprise.\I thought you hated the boss.\I do.\I hate anyone who controls people with money. response:	But he depended on his wealth to save his family, and this was the result.
context: I'm not.\I have to stop the insurgency in the Guild.\You?\That's a surprise.\I thought you hated the boss.\I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result. response:	I can't bring myself to just leave.
context: I have to stop the insurgency in the Guild.\You?\That's a surprise.\I thought you hated the boss.\I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave. response:	The contract...
context: You?\That's a surprise.\I thought you hated the boss.\I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract... response:	is finally fulfilled.
context: That's a surprise.\I thought you hated the boss.\I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract...\is finally fulfilled. response:	You made it, huh, Lovecraft?
context: I thought you hated the boss.\I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract...\is finally fulfilled.\You made it, huh, Lovecraft? response:	What's going to become of you now?
context: I do.\I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract...\is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now? response:	I sleep.
context: I hate anyone who controls people with money.\But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract...\is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now?\I sleep. response:	Who is that guy?
context: But he depended on his wealth to save his family, and this was the result.\I can't bring myself to just leave.\The contract...\is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now?\I sleep.\Who is that guy? response:	What does it matter?
context: I can't bring myself to just leave.\The contract...\is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now?\I sleep.\Who is that guy?\What does it matter? response:	He's one of my few friends.
context: The contract...\is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now?\I sleep.\Who is that guy?\What does it matter?\He's one of my few friends. response:	Kyouka-chan.
context: is finally fulfilled.\You made it, huh, Lovecraft?\What's going to become of you now?\I sleep.\Who is that guy?\What does it matter?\He's one of my few friends.\Kyouka-chan. response:	Go ahead.
context: You made it, huh, Lovecraft?\What's going to become of you now?\I sleep.\Who is that guy?\What does it matter?\He's one of my few friends.\Kyouka-chan.\Go ahead. response:	Ready, and...
context: What's going to become of you now?\I sleep.\Who is that guy?\What does it matter?\He's one of my few friends.\Kyouka-chan.\Go ahead.\Ready, and... response:	Congratulations on joining the Agency, Kyouka-chan!
context: I sleep.\Who is that guy?\What does it matter?\He's one of my few friends.\Kyouka-chan.\Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan! response:	Cheers!
context: Who is that guy?\What does it matter?\He's one of my few friends.\Kyouka-chan.\Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers! response:	Atsushi.
context: What does it matter?\He's one of my few friends.\Kyouka-chan.\Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi. response:	How are your injuries?
context: He's one of my few friends.\Kyouka-chan.\Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi.\How are your injuries? response:	I'm all better now.
context: Kyouka-chan.\Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi.\How are your injuries?\I'm all better now. response:	Your actions have saved the city from destruction.
context: Go ahead.\Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi.\How are your injuries?\I'm all better now.\Your actions have saved the city from destruction. response:	I thought I should say something, as your senior here at the Agency.
context: Ready, and...\Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi.\How are your injuries?\I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency. response:	First of all, solo operations are an exception at group organizations such as ours.
context: Congratulations on joining the Agency, Kyouka-chan!\Cheers!\Atsushi.\How are your injuries?\I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours. response:	Blah, blah, blah...
context: Cheers!\Atsushi.\How are your injuries?\I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah... response:	I won't tell you not to apply the experience you gained from this in the future,
context: Atsushi.\How are your injuries?\I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future, response:	but don't dare neglect the Agency's prime activities.
context: How are your injuries?\I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities. response:	Likewise for Kyouka.
context: I'm all better now.\Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka. response:	Be mindful of the fact that you are a member of the Detective Agency,
context: Your actions have saved the city from destruction.\I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency, response:	and act in a way that none would be ashamed of.
context: I thought I should say something, as your senior here at the Agency.\First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of. response:	No kidding, Kunikida.
context: First of all, solo operations are an exception at group organizations such as ours.\Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida. response:	You're all such buzzkills.
context: Blah, blah, blah...\I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills. response:	Drink with me.
context: I won't tell you not to apply the experience you gained from this in the future,\but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills.\Drink with me. response:	No, I'd rather not drink much.
context: but don't dare neglect the Agency's prime activities.\Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills.\Drink with me.\No, I'd rather not drink much. response:	Isn't there something you wanted to say?
context: Likewise for Kyouka.\Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills.\Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say? response:	You did well, the both of you.
context: Be mindful of the fact that you are a member of the Detective Agency,\and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills.\Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you. response:	All right, let's drink all night!
context: and act in a way that none would be ashamed of.\No kidding, Kunikida.\You're all such buzzkills.\Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night! response:	Please, no.
context: No kidding, Kunikida.\You're all such buzzkills.\Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night!\Please, no. response:	Are you telling me you can't drink with me?
context: You're all such buzzkills.\Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me? response:	Act in a way that none would be ashamed of, huh?
context: Drink with me.\No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh? response:	Haruno-san, Naomi-san.
context: No, I'd rather not drink much.\Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san. response:	I'm sorry.
context: Isn't there something you wanted to say?\You did well, the both of you.\All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry. response:	I did some awful things to you thanks to Q's abilities.
context: You did well, the both of you.\All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities. response:	It would never have happened if I'd known how unstable I was.
context: All right, let's drink all night!\Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was. response:	Oh, that?
context: Please, no.\Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that? response:	I'm really sorry.
context: Are you telling me you can't drink with me?\Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry. response:	Atsushi-kun, that wasn't that bad.
context: Act in a way that none would be ashamed of, huh?\Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad. response:	We can't keep holding on to stuff like that here.
context: Haruno-san, Naomi-san.\I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here. response:	Really?
context: I'm sorry.\I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really? response:	Yes.
context: I did some awful things to you thanks to Q's abilities.\It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really?\Yes. response:	Thank goodness.
context: It would never have happened if I'd known how unstable I was.\Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really?\Yes.\Thank goodness. response:	There was something seriously wrong with me, to have done what I did to you.
context: Oh, that?\I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really?\Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you. response:	Atsushi-kun.
context: I'm really sorry.\Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really?\Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun. response:	I've never heard about this until now.
context: Atsushi-kun, that wasn't that bad.\We can't keep holding on to stuff like that here.\Really?\Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now. response:	Atsushi-kun, what is this about?
context: We can't keep holding on to stuff like that here.\Really?\Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about? response:	Please, stay calm.
context: Really?\Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm. response:	Rampo-kun, I brought the new piece that you inquired about over the phone.
context: Yes.\Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone. response:	I can't.
context: Thank goodness.\There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't. response:	I'm damaged goods!
context: There was something seriously wrong with me, to have done what I did to you.\Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods! response:	Kunikida!
context: Atsushi-kun.\I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods!\Kunikida! response:	N-Naomi-san?!
context: I've never heard about this until now.\Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods!\Kunikida!\N-Naomi-san?! response:	Yosano-sensei, I think you've had too much to drink.
context: Atsushi-kun, what is this about?\Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods!\Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink. response:	Oh, hey.
context: Please, stay calm.\Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods!\Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey. response:	Thanks for coming.
context: Rampo-kun, I brought the new piece that you inquired about over the phone.\I can't.\I'm damaged goods!\Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming. response:	A-Atsushi-kun!
context: I can't.\I'm damaged goods!\Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming.\A-Atsushi-kun! response:	Do I really belong here?
context: I'm damaged goods!\Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming.\A-Atsushi-kun!\Do I really belong here? response:	Rampo-san, the boss wants you.
context: Kunikida!\N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming.\A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you. response:	I'm from an enemy organization.
context: N-Naomi-san?!\Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming.\A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization. response:	I'll be right back.
context: Yosano-sensei, I think you've had too much to drink.\Oh, hey.\Thanks for coming.\A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back. response:	K-Kyouka-chan?!
context: Oh, hey.\Thanks for coming.\A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?! response:	Stay right there.
context: Thanks for coming.\A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?!\Stay right there. response:	Rampo-kun.
context: A-Atsushi-kun!\Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?!\Stay right there.\Rampo-kun. response:	What?!
context: Do I really belong here?\Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?!\Stay right there.\Rampo-kun.\What?! response:	Kunikida!
context: Rampo-san, the boss wants you.\I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?!\Stay right there.\Rampo-kun.\What?!\Kunikida! response:	That was an impressive operation.
context: I'm from an enemy organization.\I'll be right back.\K-Kyouka-chan?!\Stay right there.\Rampo-kun.\What?!\Kunikida!\That was an impressive operation. response:	W-Wait, Kyouka-chan...
