context: Hina response:	Hina was deeply troubled.
context: Why do you get to use up all the money on some other peoples' kids?\Rei, are you someone else's kid?\Where did you come from? You're not Momo's big brother?\Uh... Well... I'm sorry.\This is awkward...\Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me. response:	But maybe now she will, starting with this.
context: Rei, are you someone else's kid?\Where did you come from? You're not Momo's big brother?\Uh... Well... I'm sorry.\This is awkward...\Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this. response:	Then I won't feel so guilty about things.
context: Where did you come from? You're not Momo's big brother?\Uh... Well... I'm sorry.\This is awkward...\Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things. response:	Ahhh...
context: Uh... Well... I'm sorry.\This is awkward...\Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh... response:	Ahhh... Sting Sting
context: This is awkward...\Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting response:	Sis will pick up any kind of stray.
context: Um... er... I'm sorry.\No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray. response:	Dogs, cats...
context: No, I'm the one who's sorry.\I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats... response:	She always has. She can't ignore something that's just skin and bones.
context: I tried to pay for my share of the food before, but Akari wouldn't let me.\But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones. response:	Bark B... ark Meow Meow
context: But maybe now she will, starting with this.\Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow response:	And then, she likes to make them soft and fluffy.
context: Then I won't feel so guilty about things.\Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy. response:	But I was surprised when she brought a person home.
context: Ahhh...\Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home. response:	Me?
context: Ahhh... Sting Sting\Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me? response:	But it's okay. I'm sure Sis will make you soft and fluffy in no time.
context: Sis will pick up any kind of stray.\Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time. response:	You think so?
context: Dogs, cats...\She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so? response:	Yeah.
context: She always has. She can't ignore something that's just skin and bones.\Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah. response:	I see.
context: Bark B... ark Meow Meow\And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah.\I see. response:	Yep. You'll see!
context: And then, she likes to make them soft and fluffy.\But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah.\I see.\Yep. You'll see! response:	And then, Sunday morning...
context: But I was surprised when she brought a person home.\Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah.\I see.\Yep. You'll see!\And then, Sunday morning... response:	I just rolled the croquettes into balls!
context: Me?\But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah.\I see.\Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls! response:	I have to do it over!
context: But it's okay. I'm sure Sis will make you soft and fluffy in no time.\You think so?\Yeah.\I see.\Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over! response:	Something's burning!
context: You think so?\Yeah.\I see.\Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over!\Something's burning! response:	The sweet apple sautee!
context: Yeah.\I see.\Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over!\Something's burning!\The sweet apple sautee! response:	Sloppy Sloppy
context: I see.\Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over!\Something's burning!\The sweet apple sautee!\Sloppy Sloppy response:	No way!
context: Yep. You'll see!\And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over!\Something's burning!\The sweet apple sautee!\Sloppy Sloppy\No way! response:	It's 8 already? Why?
context: And then, Sunday morning...\I just rolled the croquettes into balls!\I have to do it over!\Something's burning!\The sweet apple sautee!\Sloppy Sloppy\No way!\It's 8 already? Why? response:	Oh no, who is it? I'm busy right now!
context: I just rolled the croquettes into balls!\I have to do it over!\Something's burning!\The sweet apple sautee!\Sloppy Sloppy\No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now! response:	New Message Yoko
context: I have to do it over!\Something's burning!\The sweet apple sautee!\Sloppy Sloppy\No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko response:	It's Yoko!
context: Something's burning!\The sweet apple sautee!\Sloppy Sloppy\No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko! response:	Um, I'm running late. Please leave without me. There.
context: The sweet apple sautee!\Sloppy Sloppy\No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There. response:	New Message Sending
context: Sloppy Sloppy\No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending response:	New Message Sent
context: No way!\It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent response:	Oh no, that's right! What should I wear?
context: It's 8 already? Why?\Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent\Oh no, that's right! What should I wear? response:	I was so focused on lunch, I didn't think about my outfit!
context: Oh no, who is it? I'm busy right now!\New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit! response:	Is this too stylish?
context: New Message Yoko\It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish? response:	This looks like I'm way too enthusiastic!
context: It's Yoko!\Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic! response:	Suddenly, I'm now late!
context: Um, I'm running late. Please leave without me. There.\New Message Sending\New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late! response:	No!
context: New Message Sending\New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No! response:	Curtains and Carpets Shimoda
context: New Message Sent\Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda response:	Curtains are more expensive than I thought.
context: Oh no, that's right! What should I wear?\I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought. response:	But now I'll finally be able to sleep peacefully.
context: I was so focused on lunch, I didn't think about my outfit!\Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully. response:	I don't have any matches for a while, so this is a good opportunity to start
context: Is this too stylish?\This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start response:	gathering things I need for the apartment.
context: This looks like I'm way too enthusiastic!\Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment. response:	I still need a chair, a desk, a bookshelf...
context: Suddenly, I'm now late!\No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf... response:	Oh, this is...
context: No!\Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is... response:	Hina's middle school.
context: Curtains and Carpets Shimoda\Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school. response:	Concentrate!
context: Curtains are more expensive than I thought.\But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school.\Concentrate! response:	You can do it!
context: But now I'll finally be able to sleep peacefully.\I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school.\Concentrate!\You can do it! response:	Fight!
context: I don't have any matches for a while, so this is a good opportunity to start\gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school.\Concentrate!\You can do it!\Fight! response:	Takahashi!
context: gathering things I need for the apartment.\I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school.\Concentrate!\You can do it!\Fight!\Takahashi! response:	So that's the rumored Takahashi?
context: I still need a chair, a desk, a bookshelf...\Oh, this is...\Hina's middle school.\Concentrate!\You can do it!\Fight!\Takahashi!\So that's the rumored Takahashi? response:	He's so tall. Is he really a middle school student?
context: Oh, this is...\Hina's middle school.\Concentrate!\You can do it!\Fight!\Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student? response:	And he certainly is cool.
context: Hina's middle school.\Concentrate!\You can do it!\Fight!\Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool. response:	Do your best! Smash it!
context: Concentrate!\You can do it!\Fight!\Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it! response:	There she is.
context: You can do it!\Fight!\Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it!\There she is. response:	I wonder if she finished his lunch in time.
context: Fight!\Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time. response:	It's a comeback!
context: Takahashi!\So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time.\It's a comeback! response:	Takahashi!
context: So that's the rumored Takahashi?\He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time.\It's a comeback!\Takahashi! response:	H-Home run?
context: He's so tall. Is he really a middle school student?\And he certainly is cool.\Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time.\It's a comeback!\Takahashi!\H-Home run? response:	Jump
context: And he certainly is cool.\Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time.\It's a comeback!\Takahashi!\H-Home run?\Jump response:	- Takahashi! I love you! - You're the best!
context: Do your best! Smash it!\There she is.\I wonder if she finished his lunch in time.\It's a comeback!\Takahashi!\H-Home run?\Jump\- Takahashi! I love you! - You're the best! response:	I've always loved you!
context: There she is.\I wonder if she finished his lunch in time.\It's a comeback!\Takahashi!\H-Home run?\Jump\- Takahashi! I love you! - You're the best!\I've always loved you! response:	- He did it! - Awesome!
context: I wonder if she finished his lunch in time.\It's a comeback!\Takahashi!\H-Home run?\Jump\- Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome! response:	S-So cool...
context: It's a comeback!\Takahashi!\H-Home run?\Jump\- Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome!\S-So cool... response:	He really hit it out of the park...
context: Takahashi!\H-Home run?\Jump\- Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome!\S-So cool...\He really hit it out of the park... response:	He totally looks like a main character from a shonen manga.
context: H-Home run?\Jump\- Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome!\S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga. response:	I've never seen Hina with that expression before.
context: Jump\- Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome!\S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before. response:	It really looks like springtime in her life...
context: - Takahashi! I love you! - You're the best!\I've always loved you!\- He did it! - Awesome!\S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life... response:	Like a bittersweet feeling...
context: I've always loved you!\- He did it! - Awesome!\S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling... response:	Or like she's in love.
context: - He did it! - Awesome!\S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love. response:	Love...
context: S-So cool...\He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love.\Love... response:	Thank you!
context: He really hit it out of the park...\He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love.\Love...\Thank you! response:	Okay, get dressed, and we'll meet at Matsuda.
context: He totally looks like a main character from a shonen manga.\I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love.\Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda. response:	What, Matsuda?
context: I've never seen Hina with that expression before.\It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love.\Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda? response:	For monja? I'm starving!
context: It really looks like springtime in her life...\Like a bittersweet feeling...\Or like she's in love.\Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving! response:	Um, is Takahashi around?
context: Like a bittersweet feeling...\Or like she's in love.\Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around? response:	You're coming, right, Takahashi? To Matsuda's?
context: Or like she's in love.\Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's? response:	- You were so cool! - Great job!
context: Love...\Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job! response:	Ah, yes.
context: Thank you!\Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes. response:	Takahashi!
context: Okay, get dressed, and we'll meet at Matsuda.\What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes.\Takahashi! response:	- You're going to Matsuda? - Can we come, too?
context: What, Matsuda?\For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too? response:	All right! Monja it is!
context: For monja? I'm starving!\Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is! response:	What should I get?
context: Um, is Takahashi around?\You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get? response:	- I'm starving. - Come on, Takahashi, let's go!
context: You're coming, right, Takahashi? To Matsuda's?\- You were so cool! - Great job!\Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go! response:	Don't do it.
context: - You were so cool! - Great job!\Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it. response:	But, Sis will ask me about it.
context: Ah, yes.\Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it. response:	She'll ask me why I didn't give it to him, after all that trouble I went through.
context: Takahashi!\- You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through. response:	What?
context: - You're going to Matsuda? - Can we come, too?\All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What? response:	Sis won't understand.
context: All right! Monja it is!\What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand. response:	Why is she crying?
context: What should I get?\- I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand.\Why is she crying? response:	It's because she's so beautiful.
context: - I'm starving. - Come on, Takahashi, let's go!\Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand.\Why is she crying?\It's because she's so beautiful. response:	She's good at cooking, and I'm sure anyone would be happy to have a bento she made...
context: Don't do it.\But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand.\Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made... response:	Yesterday evening and even just now, she looked so happy.
context: But, Sis will ask me about it.\She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand.\Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy. response:	Let's go home. Let's go home and eat it with everyone.
context: She'll ask me why I didn't give it to him, after all that trouble I went through.\What?\Sis won't understand.\Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone. response:	I don't understand women.
context: What?\Sis won't understand.\Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women. response:	I see. You couldn't give it to him.
context: Sis won't understand.\Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him. response:	That's too bad.
context: Why is she crying?\It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him.\That's too bad. response:	You worked so hard...
context: It's because she's so beautiful.\She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him.\That's too bad.\You worked so hard... response:	Oh, don't cry. I understand.
context: She's good at cooking, and I'm sure anyone would be happy to have a bento she made...\Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him.\That's too bad.\You worked so hard...\Oh, don't cry. I understand. response:	The same thing happened to me before, too. I understand.
context: Yesterday evening and even just now, she looked so happy.\Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him.\That's too bad.\You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand. response:	You weren't able to give a lunch you made, Sis?
context: Let's go home. Let's go home and eat it with everyone.\I don't understand women.\I see. You couldn't give it to him.\That's too bad.\You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis? response:	Of course, just like you, Hina.
context: I don't understand women.\I see. You couldn't give it to him.\That's too bad.\You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina. response:	I wanted to make a cute lunch and I got so excited.
context: I see. You couldn't give it to him.\That's too bad.\You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited. response:	I worked hard, but I panicked, and then I messed up.
context: That's too bad.\You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up. response:	Hmph!
context: You worked so hard...\Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph! response:	Harumph!
context: Oh, don't cry. I understand.\The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph! response:	So I couldn't help but say something.
context: The same thing happened to me before, too. I understand.\You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph!\So I couldn't help but say something. response:	But later on, I remembered.
context: You weren't able to give a lunch you made, Sis?\Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph!\So I couldn't help but say something.\But later on, I remembered. response:	What I said to you last night is what Mom told me a long time ago.
context: Of course, just like you, Hina.\I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph!\So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago. response:	Like mother, like daughter, I guess you could say.
context: I wanted to make a cute lunch and I got so excited.\I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph!\So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say. response:	Isn't that funny?
context: I worked hard, but I panicked, and then I messed up.\Hmph!\Harumph!\So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny? response:	Mom said that?
context: Hmph!\Harumph!\So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that? response:	Well, let's eat it with everyone.
context: Harumph!\So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that?\Well, let's eat it with everyone. response:	Yeah.
context: So I couldn't help but say something.\But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that?\Well, let's eat it with everyone.\Yeah. response:	What? Do you want some?
context: But later on, I remembered.\What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that?\Well, let's eat it with everyone.\Yeah.\What? Do you want some? response:	Just this once...
context: What I said to you last night is what Mom told me a long time ago.\Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that?\Well, let's eat it with everyone.\Yeah.\What? Do you want some?\Just this once... response:	Really? I can? Hom nom nom!
context: Like mother, like daughter, I guess you could say.\Isn't that funny?\Mom said that?\Well, let's eat it with everyone.\Yeah.\What? Do you want some?\Just this once...\Really? I can? Hom nom nom! response:	Okay, the tea is ready.
context: Isn't that funny?\Mom said that?\Well, let's eat it with everyone.\Yeah.\What? Do you want some?\Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready. response:	So let's eat.
context: Mom said that?\Well, let's eat it with everyone.\Yeah.\What? Do you want some?\Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat. response:	Huh? What happened to the kitties?
context: Well, let's eat it with everyone.\Yeah.\What? Do you want some?\Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties? response:	Maybe they were so full they got sleepy.
context: Yeah.\What? Do you want some?\Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy. response:	How is it, Kiriyama?
context: What? Do you want some?\Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama? response:	Hina, did you taste this beforehand?
context: Just this once...\Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand? response:	Eh? Nope.
