context: Let's go out the rear entrance. response:	Shirou!
context: I'm just a victim in all this!\It's unfair to have people coming to kill us, when we can't do anything!\What? Do you have a problem with that?\Of course not.\You are the first to withdraw from this war,\and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out? response:	When my grandfather finds out about this, what will he say?
context: It's unfair to have people coming to kill us, when we can't do anything!\What? Do you have a problem with that?\Of course not.\You are the first to withdraw from this war,\and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say? response:	This is all you people's fault!
context: What? Do you have a problem with that?\Of course not.\You are the first to withdraw from this war,\and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault! response:	You stuck me with that crappy Servant, Rider!
context: Of course not.\You are the first to withdraw from this war,\and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider! response:	Oh? Then Rider was of no use to you?
context: You are the first to withdraw from this war,\and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you? response:	Damn right!
context: and to use this church's services since it was founded.\I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right! response:	After all I did for her, she went and died like a dog!
context: I will offer you every hospitality.\What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog! response:	Any other Servant would have been way more useful!
context: What? You're saying I'm the only one that's been knocked out?\When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful! response:	Damn it, I did exactly as Grandfather said!
context: When my grandfather finds out about this, what will he say?\This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said! response:	My preparations were perfect!
context: This is all you people's fault!\You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect! response:	But those bastards all got in my way!
context: You stuck me with that crappy Servant, Rider!\Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way! response:	It was two against one! I didn't stand a chance with those odds!
context: Oh? Then Rider was of no use to you?\Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds! response:	Yeah, it wasn't my fault that I lost.
context: Damn right!\After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost. response:	Their Servants were better than mine, that's all!
context: After all I did for her, she went and died like a dog!\Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all! response:	Always looking down on me with those smug expressions!
context: Any other Servant would have been way more useful!\Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions! response:	Crap, crap, crap, crap, crap! Crap, crap, crap, crap!
context: Damn it, I did exactly as Grandfather said!\My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap! response:	Then you're saying that you still have the resolve to fight?
context: My preparations were perfect!\But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight? response:	You are most fortunate.
context: But those bastards all got in my way!\It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate. response:	There happens to be one available Servant.
context: It was two against one! I didn't stand a chance with those odds!\Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant. response:	And what do you think that doctor said to me?
context: Yeah, it wasn't my fault that I lost.\Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me? response:	It's rare to see someone so healthy, Fujimura-san,
context: Their Servants were better than mine, that's all!\Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san, response:	so perhaps you'd care to donate some blood? Ho ho ho!
context: Always looking down on me with those smug expressions!\Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho! response:	I'm a patient, too, damn it!
context: Crap, crap, crap, crap, crap! Crap, crap, crap, crap!\Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it! response:	Unbelievable!
context: Then you're saying that you still have the resolve to fight?\You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable! response:	Refill!
context: You are most fortunate.\There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable!\Refill! response:	Anyway, isn't it great news that most had nothing worse than anemia?
context: There happens to be one available Servant.\And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia? response:	They didn't have to close the school, either.
context: And what do you think that doctor said to me?\It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either. response:	True.
context: It's rare to see someone so healthy, Fujimura-san,\so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True. response:	I'm glad that classes will be held as usual, but...
context: so perhaps you'd care to donate some blood? Ho ho ho!\I'm a patient, too, damn it!\Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but... response:	It's a little strange...
context: I'm a patient, too, damn it!\Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but...\It's a little strange... response:	Strange how?
context: Unbelievable!\Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how? response:	Even though it was such a huge mess,
context: Refill!\Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how?\Even though it was such a huge mess, response:	they have no idea what really caused it.
context: Anyway, isn't it great news that most had nothing worse than anemia?\They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how?\Even though it was such a huge mess,\they have no idea what really caused it. response:	Something about chemicals in an empty classroom on the first floor?
context: They didn't have to close the school, either.\True.\I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how?\Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor? response:	They spent all night scouring the building from top to bottom,
context: True.\I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how?\Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom, response:	and that's all they have.
context: I'm glad that classes will be held as usual, but...\It's a little strange...\Strange how?\Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have. response:	But the students in the hospital will be able to go home soon, right?
context: It's a little strange...\Strange how?\Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right? response:	Yeah. It'll differ from person to person, but most will be able to go home today.
context: Strange how?\Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today. response:	Ah, including Sakura-chan.
context: Even though it was such a huge mess,\they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan. response:	Oh, really?
context: they have no idea what really caused it.\Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really? response:	If you have time, you should stop by and see her.
context: Something about chemicals in an empty classroom on the first floor?\They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her. response:	I bet Sakura-chan will be happy to see you.
context: They spent all night scouring the building from top to bottom,\and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you. response:	T-Tohsaka?
context: and that's all they have.\But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka? response:	There's definitely something suspicious about Issei.
context: But the students in the hospital will be able to go home soon, right?\Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei. response:	Suspicious? How so?
context: Yeah. It'll differ from person to person, but most will be able to go home today.\Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so? response:	Caster's Master.
context: Ah, including Sakura-chan.\Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master. response:	Caster's made Ryuudou Temple her base, and Issei comes to school from there.
context: Oh, really?\If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there. response:	Those things can't be unrelated.
context: If you have time, you should stop by and see her.\I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated. response:	Come on, it could be a coincidence.
context: I bet Sakura-chan will be happy to see you.\T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence. response:	What? You're sticking up for Issei, Emiya-kun?
context: T-Tohsaka?\There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun? response:	No, it's not like that.
context: There's definitely something suspicious about Issei.\Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that. response:	Come with me.
context: Suspicious? How so?\Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me. response:	Just come on!
context: Caster's Master.\Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me.\Just come on! response:	Tohsaka?
context: Caster's made Ryuudou Temple her base, and Issei comes to school from there.\Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me.\Just come on!\Tohsaka? response:	Look, I get it... I get what you're trying to say.
context: Those things can't be unrelated.\Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me.\Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say. response:	I get it, so don't give me that look.
context: Come on, it could be a coincidence.\What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me.\Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look. response:	I don't know how to handle it when you sulk on me.
context: What? You're sticking up for Issei, Emiya-kun?\No, it's not like that.\Come with me.\Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me. response:	I'm not sulking!
context: No, it's not like that.\Come with me.\Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking! response:	Still, I can't imagine Issei working with Caster to do something so horrible.
context: Come with me.\Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible. response:	Have you forgotten what Archer said yesterday?
context: Just come on!\Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday? response:	His theory that Caster's controlling her Master?
context: Tohsaka?\Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master? response:	In other words, isn't it possible that Issei can't remember that he's a Master?
context: Look, I get it... I get what you're trying to say.\I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master? response:	That makes sense, I guess.
context: I get it, so don't give me that look.\I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess. response:	What? Do you have another theory?
context: I don't know how to handle it when you sulk on me.\I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory? response:	No.
context: I'm not sulking!\Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory?\No. response:	Good! I'll check him out, then.
context: Still, I can't imagine Issei working with Caster to do something so horrible.\Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory?\No.\Good! I'll check him out, then. response:	Fine! I'll do it!
context: Have you forgotten what Archer said yesterday?\His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory?\No.\Good! I'll check him out, then.\Fine! I'll do it! response:	I'll look into him.
context: His theory that Caster's controlling her Master?\In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory?\No.\Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him. response:	Leave Issei to me.
context: In other words, isn't it possible that Issei can't remember that he's a Master?\That makes sense, I guess.\What? Do you have another theory?\No.\Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him.\Leave Issei to me. response:	I'll find out whether or not he's a Master.
context: That makes sense, I guess.\What? Do you have another theory?\No.\Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master. response:	Trust me!
context: What? Do you have another theory?\No.\Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me! response:	I won't hold back just because Issei's a friend, and I wouldn't lie to you.
context: No.\Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you. response:	All right.
context: Good! I'll check him out, then.\Fine! I'll do it!\I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right. response:	Inform me the instant you know one way or the other. Got it?
context: Fine! I'll do it!\I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it? response:	Yeah, I promise.
context: I'll look into him.\Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise. response:	So, how do you plan to assess him?
context: Leave Issei to me.\I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him? response:	Um...
context: I'll find out whether or not he's a Master.\Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him?\Um... response:	You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?
context: Trust me!\I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right? response:	Don't worry! There are ways to find out if someone's a Master without asking.
context: I won't hold back just because Issei's a friend, and I wouldn't lie to you.\All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking. response:	Student Council Office
context: All right.\Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office response:	Emiya?
context: Inform me the instant you know one way or the other. Got it?\Yeah, I promise.\So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya? response:	Issei...
context: Yeah, I promise.\So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya?\Issei... response:	Don't ask questions. Just take off your clothes.
context: So, how do you plan to assess him?\Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya?\Issei...\Don't ask questions. Just take off your clothes. response:	Wh-What did you say?!
context: Um...\You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya?\Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?! response:	Are you mad?
context: You aren't going to do your usual thing and ask, Hey, Issei, are you a Master? right?\Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya?\Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad? response:	Is this some new form of interrogation? Are you gonna question me?
context: Don't worry! There are ways to find out if someone's a Master without asking.\Student Council Office\Emiya?\Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me? response:	That's right. And you'll answer!
context: Student Council Office\Emiya?\Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer! response:	Look, just strip.
context: Emiya?\Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip. response:	Stop this, fool! And you call yourself the son of a warrior family?!
context: Issei...\Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?! response:	Shut up and strip!
context: Don't ask questions. Just take off your clothes.\Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip! response:	What a relief. It's a real relief!
context: Wh-What did you say?!\Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief! response:	What's a relief?
context: Are you mad?\Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief!\What's a relief? response:	What's the meaning of this, making me do that for nothing?!
context: Is this some new form of interrogation? Are you gonna question me?\That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?! response:	Oh, right...
context: That's right. And you'll answer!\Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right... response:	Sorry, Issei.
context: Look, just strip.\Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei. response:	If you think that what you did was wrong,
context: Stop this, fool! And you call yourself the son of a warrior family?!\Shut up and strip!\What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei.\If you think that what you did was wrong, response:	I insist that you explain your reasons!
context: Shut up and strip!\What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons! response:	Sorry, I can't give you the details,
context: What a relief. It's a real relief!\What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details, response:	but I had to find out something.
context: What's a relief?\What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something. response:	Now that I know, we're all good.
context: What's the meaning of this, making me do that for nothing?!\Oh, right...\Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good. response:	Say, Issei...
context: Oh, right...\Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good.\Say, Issei... response:	Have you noticed anything strange at the temple recently?
context: Sorry, Issei.\If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently? response:	Strange?
context: If you think that what you did was wrong,\I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently?\Strange? response:	Can you think of anything that isn't like it used to be?
context: I insist that you explain your reasons!\Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be? response:	Nothing in particular.
context: Sorry, I can't give you the details,\but I had to find out something.\Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular. response:	The mountain is the picture of tranquility!
context: but I had to find out something.\Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility! response:	Hey, Issei...
context: Now that I know, we're all good.\Say, Issei...\Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei... response:	School has now ended.
context: Say, Issei...\Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei...\School has now ended. response:	Students are not permitted to remain on campus after school hours.
