context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: Yeah... but I returned to him fourfold.\Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on.\Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this.\I see... response:	So that geezer's finally going all out.
context: Sheesh... I should've punched him more than just four times as much...\Morita-san...\Please get on.\Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out. response:	Isn't it your duty to care for her?!
context: Morita-san...\Please get on.\Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?! response:	Sacrificing everything?
context: Please get on.\Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything? response:	Damn... I can't beat that...
context: Does she know about this?\He told me not to tell her.\That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that... response:	There's no going back...
context: He told me not to tell her.\That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that...\There's no going back... response:	Truly, never again.
context: That he wants her to decide without knowing about this.\I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that...\There's no going back...\Truly, never again. response:	Ouch...
context: I see...\So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that...\There's no going back...\Truly, never again.\Ouch... response:	Well then...
context: So that geezer's finally going all out.\Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that...\There's no going back...\Truly, never again.\Ouch...\Well then... response:	Hagu, how's your hand?
context: Isn't it your duty to care for her?!\Sacrificing everything?\Damn... I can't beat that...\There's no going back...\Truly, never again.\Ouch...\Well then...\Hagu, how's your hand? response:	Shuu-chan...
context: Sacrificing everything?\Damn... I can't beat that...\There's no going back...\Truly, never again.\Ouch...\Well then...\Hagu, how's your hand?\Shuu-chan... response:	Um, Hagu...
context: Damn... I can't beat that...\There's no going back...\Truly, never again.\Ouch...\Well then...\Hagu, how's your hand?\Shuu-chan...\Um, Hagu... response:	Shuu-chan...
context: There's no going back...\Truly, never again.\Ouch...\Well then...\Hagu, how's your hand?\Shuu-chan...\Um, Hagu...\Shuu-chan... response:	Will you hold my hand?
context: Truly, never again.\Ouch...\Well then...\Hagu, how's your hand?\Shuu-chan...\Um, Hagu...\Shuu-chan...\Will you hold my hand? response:	S-Sure.
context: Ouch...\Well then...\Hagu, how's your hand?\Shuu-chan...\Um, Hagu...\Shuu-chan...\Will you hold my hand?\S-Sure. response:	Um, I have a request for you.
context: Well then...\Hagu, how's your hand?\Shuu-chan...\Um, Hagu...\Shuu-chan...\Will you hold my hand?\S-Sure.\Um, I have a request for you. response:	Please give me your life, Shuu-chan.
context: Hagu, how's your hand?\Shuu-chan...\Um, Hagu...\Shuu-chan...\Will you hold my hand?\S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan. response:	I'm sorry for asking this of you when I don't know if I can give anything back in return...
context: Shuu-chan...\Um, Hagu...\Shuu-chan...\Will you hold my hand?\S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return... response:	And for saying something like this...
context: Um, Hagu...\Shuu-chan...\Will you hold my hand?\S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this... response:	But...
context: Shuu-chan...\Will you hold my hand?\S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But... response:	But I want to draw... for the rest of my life.
context: Will you hold my hand?\S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But...\But I want to draw... for the rest of my life. response:	So please stay with me... until the very, very end.
context: S-Sure.\Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end. response:	Shuu-chan?
context: Um, I have a request for you.\Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan? response:	I-I'm sorry.
context: Please give me your life, Shuu-chan.\I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry. response:	W-Was that too much to ask?
context: I'm sorry for asking this of you when I don't know if I can give anything back in return...\And for saying something like this...\But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry.\W-Was that too much to ask? response:	Sure.
context: And for saying something like this...\But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry.\W-Was that too much to ask?\Sure. response:	You don't need to give me anything in return.
context: But...\But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry.\W-Was that too much to ask?\Sure.\You don't need to give me anything in return. response:	I'll give you everything.
context: But I want to draw... for the rest of my life.\So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry.\W-Was that too much to ask?\Sure.\You don't need to give me anything in return.\I'll give you everything. response:	I love the rain.
context: So please stay with me... until the very, very end.\Shuu-chan?\I-I'm sorry.\W-Was that too much to ask?\Sure.\You don't need to give me anything in return.\I'll give you everything.\I love the rain. response:	The borders of the world become blurred...
context: Shuu-chan?\I-I'm sorry.\W-Was that too much to ask?\Sure.\You don't need to give me anything in return.\I'll give you everything.\I love the rain.\The borders of the world become blurred... response:	Hello!
context: I-I'm sorry.\W-Was that too much to ask?\Sure.\You don't need to give me anything in return.\I'll give you everything.\I love the rain.\The borders of the world become blurred...\Hello! response:	See, it's Hagu-chan!
context: W-Was that too much to ask?\Sure.\You don't need to give me anything in return.\I'll give you everything.\I love the rain.\The borders of the world become blurred...\Hello!\See, it's Hagu-chan! response:	Shuuji is back from Tokyo!
context: Sure.\You don't need to give me anything in return.\I'll give you everything.\I love the rain.\The borders of the world become blurred...\Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo! response:	Try going to his room.
context: You don't need to give me anything in return.\I'll give you everything.\I love the rain.\The borders of the world become blurred...\Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room. response:	I loved Shuu-chan's room.
context: I'll give you everything.\I love the rain.\The borders of the world become blurred...\Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room. response:	The scent of books...
context: I love the rain.\The borders of the world become blurred...\Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room.\The scent of books... response:	His sketchbooks and his shelves with paint marks...
context: The borders of the world become blurred...\Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks... response:	I love the sound of rain.
context: Hello!\See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain. response:	It really soothes me.
context: See, it's Hagu-chan!\Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me. response:	It's as if it's gently healing everything...
context: Shuuji is back from Tokyo!\Try going to his room.\I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything... response:	The mountain, the trees, the grass, the roof...
context: Try going to his room.\I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof... response:	And me...
context: I loved Shuu-chan's room.\The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me... response:	Hagu-chan! Shuuji! I sliced up some watermelon.
context: The scent of books...\His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon. response:	Why don't you come eat some?
context: His sketchbooks and his shelves with paint marks...\I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some? response:	Oh, goodness, they get along so well.
context: I love the sound of rain.\It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well. response:	That's it. Shuu-chan is like the rain.
context: It really soothes me.\It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain. response:	What's wrong, Hagu?
context: It's as if it's gently healing everything...\The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu? response:	Shuu-chan is like the rain.
context: The mountain, the trees, the grass, the roof...\And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain. response:	Just seeing him relieves me.
context: And me...\Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me. response:	So much that it makes me want to cry.
context: Hagu-chan! Shuuji! I sliced up some watermelon.\Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry. response:	He always came looking for me when I got lost.
context: Why don't you come eat some?\Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost. response:	Let's go.
context: Oh, goodness, they get along so well.\That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go. response:	He always gently reached out to me.
context: That's it. Shuu-chan is like the rain.\What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go.\He always gently reached out to me. response:	Hagu, let's make you get better.
context: What's wrong, Hagu?\Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go.\He always gently reached out to me.\Hagu, let's make you get better. response:	Your talents aren't something to be wasted so easily.
context: Shuu-chan is like the rain.\Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go.\He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily. response:	Don't think that you're alone.
context: Just seeing him relieves me.\So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go.\He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone. response:	I'm with you.
context: So much that it makes me want to cry.\He always came looking for me when I got lost.\Let's go.\He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you. response:	That's right, Shuu-chan must be my rain.
context: He always came looking for me when I got lost.\Let's go.\He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain. response:	Being with him makes me breathe deeply...
context: Let's go.\He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply... response:	This person who always smiles at me with a slightly troubled look on his face...
context: He always gently reached out to me.\Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face... response:	He's very...
context: Hagu, let's make you get better.\Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very... response:	My body hurts!
context: Your talents aren't something to be wasted so easily.\Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts! response:	It's so cold, Takemoto!
context: Don't think that you're alone.\I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts!\It's so cold, Takemoto! response:	Warm me up. Hold me tight!
context: I'm with you.\That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight! response:	Hey, Takemoto, is this dawn or dusk...?
context: That's right, Shuu-chan must be my rain.\Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...? response:	Well, the clock says five o'clock.
context: Being with him makes me breathe deeply...\This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock. response:	Five o'clock?
context: This person who always smiles at me with a slightly troubled look on his face...\He's very...\My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock? response:	Which five o'clock?
context: He's very...\My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock?\Which five o'clock? response:	Why don't we go eat something? I'll pay.
context: My body hurts!\It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay. response:	So bright...
context: It's so cold, Takemoto!\Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay.\So bright... response:	Why does the river have to shine so brightly?
context: Warm me up. Hold me tight!\Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly? response:	I-It's so shiny it's offensive...
context: Hey, Takemoto, is this dawn or dusk...?\Well, the clock says five o'clock.\Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive... response:	It must be morning.
context: Well, the clock says five o'clock.\Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning. response:	This brilliance is unmistakably that of morning.
context: Five o'clock?\Which five o'clock?\Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning. response:	Only the convenience store was open, too.
context: Which five o'clock?\Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too. response:	What the hell? You have a cold?
context: Why don't we go eat something? I'll pay.\So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold? response:	Don't sneeze like that when you're upwind of me!
context: So bright...\Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me! response:	What if my precious self caught it?
context: Why does the river have to shine so brightly?\I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it? response:	Yeah, yeah, so sorry.
context: I-It's so shiny it's offensive...\It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry. response:	We fell asleep without a futon or anything. Of course I'd catch a cold.
context: It must be morning.\This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold. response:	Or rather, can't you worry about me a little...
context: This brilliance is unmistakably that of morning.\Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little... response:	That grilled pepper garlic sausage is mine!
context: Only the convenience store was open, too.\What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine! response:	Why the hell are you eating it, ya damn punk?!
context: What the hell? You have a cold?\Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?! response:	Why, you...!
context: Don't sneeze like that when you're upwind of me!\What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...! response:	Yeah, yeah.
context: What if my precious self caught it?\Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah. response:	Give it back!
context: Yeah, yeah, so sorry.\We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah.\Give it back! response:	Sure, I'll give it back.
context: We fell asleep without a futon or anything. Of course I'd catch a cold.\Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah.\Give it back!\Sure, I'll give it back. response:	Give it back - !
context: Or rather, can't you worry about me a little...\That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah.\Give it back!\Sure, I'll give it back.\Give it back - ! response:	Sheesh... Hagu-chan was right for not picking a guy like him.
context: That grilled pepper garlic sausage is mine!\Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah.\Give it back!\Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him. response:	What?!
context: Why the hell are you eating it, ya damn punk?!\Why, you...!\Yeah, yeah.\Give it back!\Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?! response:	What did you just say?
context: Why, you...!\Yeah, yeah.\Give it back!\Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say? response:	I'm saying that Hagu-chan was right in picking Sensei.
context: Yeah, yeah.\Give it back!\Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei. response:	What the hell?
context: Give it back!\Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell? response:	What are you saying, acting like you know everything?
context: Sure, I'll give it back.\Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything? response:	Aren't you bitter?!
context: Give it back - !\Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?! response:	Yeah, I'm bitter!
context: Sheesh... Hagu-chan was right for not picking a guy like him.\What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter! response:	I've been thinking a lot about it, too!
context: What?!\What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too! response:	But no matter how much I thought about it, you and I can't make her happy...
context: What did you just say?\I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy... response:	Damn it, you're the last person I want to hear that from!
context: I'm saying that Hagu-chan was right in picking Sensei.\What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from! response:	She rejected you ages ago!
context: What the hell?\What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago! response:	Yeah, she did!
context: What are you saying, acting like you know everything?\Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did! response:	She rejected me, so what?
context: Aren't you bitter?!\Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did!\She rejected me, so what? response:	Actually you know what? I'm so glad you got rejected, too!
context: Yeah, I'm bitter!\I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too! response:	I didn't want you taking her from me!
context: I've been thinking a lot about it, too!\But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me! response:	What did you say...?
context: But no matter how much I thought about it, you and I can't make her happy...\Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...? response:	You fourth-degree self-realizer! Unskilled amateur! Pauper!
context: Damn it, you're the last person I want to hear that from!\She rejected you ages ago!\Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper! response:	Yeah, I don't have anything! Money nor talent!
context: She rejected you ages ago!\Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent! response:	I'm really glad Hagu-chan chose Sensei!
context: Yeah, she did!\She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei! response:	If I was going to lose...
context: She rejected me, so what?\Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose... response:	Talent?
context: Actually you know what? I'm so glad you got rejected, too!\I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent? response:	Talent, did you say?
context: I didn't want you taking her from me!\What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent?\Talent, did you say? response:	What talent?
context: What did you say...?\You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent?\Talent, did you say?\What talent? response:	Talent...
context: You fourth-degree self-realizer! Unskilled amateur! Pauper!\Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent?\Talent, did you say?\What talent?\Talent... response:	Everyone arbitrarily loves, hates, and curses others for that.
context: Yeah, I don't have anything! Money nor talent!\I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent?\Talent, did you say?\What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that. response:	And in the end, they all quietly drift away.
context: I'm really glad Hagu-chan chose Sensei!\If I was going to lose...\Talent?\Talent, did you say?\What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away. response:	It was sad.
context: If I was going to lose...\Talent?\Talent, did you say?\What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away.\It was sad. response:	I wanted everything to end.
context: Talent?\Talent, did you say?\What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away.\It was sad.\I wanted everything to end. response:	That's why I tried to drag her down with me.
context: Talent, did you say?\What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away.\It was sad.\I wanted everything to end.\That's why I tried to drag her down with me. response:	I know.
context: What talent?\Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away.\It was sad.\I wanted everything to end.\That's why I tried to drag her down with me.\I know. response:	I looked to her as an escape...
context: Talent...\Everyone arbitrarily loves, hates, and curses others for that.\And in the end, they all quietly drift away.\It was sad.\I wanted everything to end.\That's why I tried to drag her down with me.\I know.\I looked to her as an escape... response:	When she was so damaged herself...
