context: Miss Kobayashi, Miss Kobayashi! response:	I'm the ultimate maid, aren't I?
context: Yes, coming right up!\Now I'll cast a spell to make it delicious!\Be cute about it.\Of course!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory! response:	Let my magic spread like mud and bring corruption,
context: Now I'll cast a spell to make it delicious!\Be cute about it.\Of course!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption, response:	let my principles erode the world and bring a deluge of madness!
context: Be cute about it.\Of course!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness! response:	Replace the genuine with falsehood!
context: Of course!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood! response:	Turn delicious, moemoe kyun!
context: I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun! response:	Okay, now it's delicious.
context: make this the greatest it can be with these dark arts!\I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious. response:	Please eat up.
context: I beseech thee for abundance and quality worth praise!\Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up. response:	That was actual magic! A curse, in fact!
context: Change its value and bring forth another monument to your glory!\Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact! response:	It's good.
context: Let my magic spread like mud and bring corruption,\let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact!\It's good. response:	Bring me the Head Chef!
context: let my principles erode the world and bring a deluge of madness!\Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef! response:	Hello!
context: Replace the genuine with falsehood!\Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef!\Hello! response:	I'm the Head Chef, Maid, and Dragon, Tohru!
context: Turn delicious, moemoe kyun!\Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru! response:	She has the skills, at least. Only the skills.
context: Okay, now it's delicious.\Please eat up.\That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills. response:	Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.
context: Please eat up.\That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting. response:	You can't!
context: That was actual magic! A curse, in fact!\It's good.\Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't! response:	Huh?
context: It's good.\Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh? response:	You can't do that!
context: Bring me the Head Chef!\Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh?\You can't do that! response:	Our cafe's already famous for the taste of your food, Head Chef!
context: Hello!\I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef! response:	There are so many posts spreading about it through word of mouth on the net!
context: I'm the Head Chef, Maid, and Dragon, Tohru!\She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net! response:	Head Chef!
context: She has the skills, at least. Only the skills.\Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef! response:	Head Chef!
context: Though, I really don't want to be anyone but Miss Kobayashi's maid, so I'm quitting.\You can't!\Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef! response:	Head Chef!
context: You can't!\Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef!\Head Chef! response:	Uhh, then...
context: Huh?\You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef!\Head Chef!\Uhh, then... response:	I'll teach you the magic chant to make food delicious.
context: You can't do that!\Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef!\Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious. response:	Listen closely.
context: Our cafe's already famous for the taste of your food, Head Chef!\There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef!\Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely. response:	For a human to do it, you'll have to draw this magic circle first...
context: There are so many posts spreading about it through word of mouth on the net!\Head Chef!\Head Chef!\Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first... response:	Oh, this is a nice cafe.
context: Head Chef!\Head Chef!\Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe. response:	Okay, we'll take two omelet rices.
context: Head Chef!\Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices. response:	Coming right up.
context: Head Chef!\Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up. response:	Now I'll cast a spell to make it delicious!
context: Uhh, then...\I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious! response:	I call upon the Shadow King that rules over this world,
context: I'll teach you the magic chant to make food delicious.\Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world, response:	make this the greatest it can be with these dark arts!
context: Listen closely.\For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts! response:	Takiya Makoto
context: For a human to do it, you'll have to draw this magic circle first...\Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto response:	This is an awfully unique maid cafe!
context: Oh, this is a nice cafe.\Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe! response:	I beseech you for abundance and quality!
context: Okay, we'll take two omelet rices.\Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality! response:	Eatery Reviews
context: Coming right up.\Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews response:	Ate Bookmarked
context: Now I'll cast a spell to make it delicious!\I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked response:	Closest Station: Oborozuka Station
context: I call upon the Shadow King that rules over this world,\make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station response:	Cost: 650+ yen Closed On: -
context: make this the greatest it can be with these dark arts!\Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: - response:	The Head Chef's Cooking Was Really Delicious.
context: Takiya Makoto\This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious. response:	I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More
context: This is an awfully unique maid cafe!\I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More response:	Deliciousness You Can't Taste Elsewhere
context: I beseech you for abundance and quality!\Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere response:	I had my own biases, but the food was surprisingly good, and I never thought... Read More
context: Eatery Reviews\Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More response:	The Head Chef's Cooking Was Really Delicious.
context: Ate Bookmarked\Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious. response:	I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.
context: Closest Station: Oborozuka Station\Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. response:	However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.
context: Cost: 650+ yen Closed On: -\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice. response:	Too Delicious for a Maid Cafe! Practically
context: The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically response:	Omelet Rice Was Superb!
context: I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls. However... Read More\Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb! response:	food was delicious!
context: Deliciousness You Can't Taste Elsewhere\I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious! response:	omelet rice
context: I had my own biases, but the food was surprisingly good, and I never thought... Read More\The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious!\omelet rice response:	As a maid, not a chef!
context: The Head Chef's Cooking Was Really Delicious.\I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious!\omelet rice\As a maid, not a chef! response:	Where are the reviews about me as a maid?!
context: I underestimated it because it was a maid cafe. I thought the food came second as long as I could enjoy the girls.\However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious!\omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?! response:	Don't break my mouse, okay?
context: However, their most popular dish, the omelet rice, tasted better than any other restaurant's omelet rice.\Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious!\omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay? response:	Episode 1
context: Too Delicious for a Maid Cafe! Practically\Omelet Rice Was Superb!\food was delicious!\omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1 response:	New Dragon, Ilulu! (Please Be Nice to Her Again)
context: Omelet Rice Was Superb!\food was delicious!\omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again) response:	We predict sudden changes in the weather patterns,
context: food was delicious!\omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns, response:	Ahhn.
context: omelet rice\As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn. response:	so please pay attention to future weather reports.
context: As a maid, not a chef!\Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports. response:	Early This Morning Unexplained Landslide
context: Where are the reviews about me as a maid?!\Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide response:	Landslide, No One Injured
context: Don't break my mouse, okay?\Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured response:	Next up is the news.
context: Episode 1\New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news. response:	Early this morning there was a large-scale landslide.
context: New Dragon, Ilulu! (Please Be Nice to Her Again)\We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide. response:	It looks like the earth was sliced away,
context: We predict sudden changes in the weather patterns,\Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away, response:	That's where I met you, Tohru.
context: Ahhn.\so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru. response:	and there are many unexplained aspects,
context: so please pay attention to future weather reports.\Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects, response:	so the local government advises people to stay away from the scene.
context: Early This Morning Unexplained Landslide\Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene. response:	How could they do that to our precious spot!
context: Landslide, No One Injured\Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot! response:	The city has already requested an investigation
context: Next up is the news.\Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation response:	I'll find the culprit and send them to Gehenna, then Jahannam,
context: Early this morning there was a large-scale landslide.\It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam, response:	and aid for restoration from the prefecture and national government.
context: It looks like the earth was sliced away,\That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government. response:	and finally feed them to Amam!
context: That's where I met you, Tohru.\and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam! response:	An emergency meeting has been called between local, prefectural, and national officials
context: and there are many unexplained aspects,\so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials response:	But the only ones who could do something like that are...
context: so the local government advises people to stay away from the scene.\How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are... response:	Fafnir (Actually a Dragon)
context: How could they do that to our precious spot!\The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon) response:	I was reviewing the calls and responses for a game event at that time.
context: The city has already requested an investigation\I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time. response:	Magatsuchi Shouta
context: I'll find the culprit and send them to Gehenna, then Jahannam,\and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta response:	Lucoa's been out of the country since yesterday.
context: and aid for restoration from the prefecture and national government.\and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday. response:	We're bound by... by my magic power,
context: and finally feed them to Amam!\An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power, response:	so I can tell where she is.
context: An emergency meeting has been called between local, prefectural, and national officials\But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is. response:	Elma (Actually a Dragon)
context: But the only ones who could do something like that are...\Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon) response:	Taiyaki! It's so good!
context: Fafnir (Actually a Dragon)\I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good! response:	What are you doing here out of the blue, Tohru?!
context: I was reviewing the calls and responses for a game event at that time.\Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?! response:	You're the culprit!
context: Magatsuchi Shouta\Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit! response:	What are you talking about?!
context: Lucoa's been out of the country since yesterday.\We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?! response:	On today's news there was a mountain that...
context: We're bound by... by my magic power,\so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?!\On today's news there was a mountain that... response:	Oh, yeah. I was curious about that, too!
context: so I can tell where she is.\Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too! response:	It wasn't you either?
context: Elma (Actually a Dragon)\Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either? response:	I just assumed Tohru had done that.
context: Taiyaki! It's so good!\What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that. response:	No, I didn't!
context: What are you doing here out of the blue, Tohru?!\You're the culprit!\What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that.\No, I didn't! response:	Hold on.
context: You're the culprit!\What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that.\No, I didn't!\Hold on. response:	Then, that means it was some dragon other than the ones we know?
context: What are you talking about?!\On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that.\No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know? response:	There aren't that many who could break my barrier.
context: On today's news there was a mountain that...\Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that.\No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier. response:	Then... who?
context: Oh, yeah. I was curious about that, too!\It wasn't you either?\I just assumed Tohru had done that.\No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who? response:	Me.
context: It wasn't you either?\I just assumed Tohru had done that.\No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who?\Me. response:	Ilulu
context: I just assumed Tohru had done that.\No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who?\Me.\Ilulu response:	Good afternoon.
context: No, I didn't!\Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who?\Me.\Ilulu\Good afternoon. response:	Ilulu.
context: Hold on.\Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who?\Me.\Ilulu\Good afternoon.\Ilulu. response:	What a pretty city.
context: Then, that means it was some dragon other than the ones we know?\There aren't that many who could break my barrier.\Then... who?\Me.\Ilulu\Good afternoon.\Ilulu.\What a pretty city. response:	People laughing.
context: There aren't that many who could break my barrier.\Then... who?\Me.\Ilulu\Good afternoon.\Ilulu.\What a pretty city.\People laughing. response:	With so many here, you could enjoy all the destruction you wanted.
context: Then... who?\Me.\Ilulu\Good afternoon.\Ilulu.\What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted. response:	Yet here you are, a chaos dragon laughing with humans.
context: Me.\Ilulu\Good afternoon.\Ilulu.\What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans. response:	I was watching because I was a little curious,
context: Ilulu\Good afternoon.\Ilulu.\What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious, response:	but now I'm sick of it. So forget it.
context: Good afternoon.\Ilulu.\What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it. response:	Long and short,
