context: Intro response:	Ashiya, you okay?
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Overlord at Work!
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work! response:	Title
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Title response:	Part A
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Title\Part A response:	The Hero
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Title\Part A\The Hero response:	The Hero
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Overlord at Work!\Title\Part A\The Hero\The Hero response:	Sticks to
context: Overlord at Work!\Overlord at Work!\Overlord at Work!\Title\Part A\The Hero\The Hero\Sticks to response:	Sticks to
context: Overlord at Work!\Overlord at Work!\Title\Part A\The Hero\The Hero\Sticks to\Sticks to response:	Her
context: Overlord at Work!\Title\Part A\The Hero\The Hero\Sticks to\Sticks to\Her response:	Her
context: Title\Part A\The Hero\The Hero\Sticks to\Sticks to\Her\Her response:	Beliefs
context: Part A\The Hero\The Hero\Sticks to\Sticks to\Her\Her\Beliefs response:	Beliefs
context: The Hero\The Hero\Sticks to\Sticks to\Her\Her\Beliefs\Beliefs response:	Looks like Tom hasn't been opening his shop lately.
context: The Hero\Sticks to\Sticks to\Her\Her\Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately. response:	Is he sick or something?
context: Sticks to\Sticks to\Her\Her\Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something? response:	Well, he'd been opposing the Church and all...
context: Sticks to\Her\Her\Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all... response:	Seems like he was giving the Alliance's Order of Knights
context: Her\Her\Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights response:	preferential treatment when it came to foodstuffs and other goods.
context: Her\Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods. response:	Is he gonna be the target of an inquisition?!
context: Beliefs\Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?! response:	Mind your voice, idiot!
context: Beliefs\Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot! response:	What if they heard you?!
context: Looks like Tom hasn't been opening his shop lately.\Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?! response:	Reports say that Lucifer's army is invading Poleridge Village.
context: Is he sick or something?\Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village. response:	Wasn't one of the Church's knight squads stationed there?
context: Well, he'd been opposing the Church and all...\Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there? response:	Should we send reinforcements and do them a favor?
context: Seems like he was giving the Alliance's Order of Knights\preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor? response:	Nah. Judging from how large the opponent's force is,
context: preferential treatment when it came to foodstuffs and other goods.\Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is, response:	sending reinforcements isn't going to achieve anything.
context: Is he gonna be the target of an inquisition?!\Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything. response:	In this case, the best thing to do would be to pretend we don't know anything.
context: Mind your voice, idiot!\What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything. response:	I get it.
context: What if they heard you?!\Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it. response:	So you want us in the Alliance to spread the word of the Church knights' failure to protect the village
context: Reports say that Lucifer's army is invading Poleridge Village.\Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village response:	and use that to take the initiative in the war against the Overlord, right?
context: Wasn't one of the Church's knight squads stationed there?\Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right? response:	Well, yeah. Sacrificing one tiny village won't affect us much.
context: Should we send reinforcements and do them a favor?\Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much. response:	Who goes there?!
context: Nah. Judging from how large the opponent's force is,\sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?! response:	H-Hey...
context: sending reinforcements isn't going to achieve anything.\In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey... response:	What's wrong?
context: In this case, the best thing to do would be to pretend we don't know anything.\I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey...\What's wrong? response:	Don't tell me the wine...
context: I get it.\So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey...\What's wrong?\Don't tell me the wine... response:	So you're from the Inquisition?
context: So you want us in the Alliance to spread the word of the Church knights' failure to protect the village\and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey...\What's wrong?\Don't tell me the wine...\So you're from the Inquisition? response:	Shit!
context: and use that to take the initiative in the war against the Overlord, right?\Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey...\What's wrong?\Don't tell me the wine...\So you're from the Inquisition?\Shit! response:	Damn Church lapdog...
context: Well, yeah. Sacrificing one tiny village won't affect us much.\Who goes there?!\H-Hey...\What's wrong?\Don't tell me the wine...\So you're from the Inquisition?\Shit!\Damn Church lapdog... response:	D-Don't...
context: Who goes there?!\H-Hey...\What's wrong?\Don't tell me the wine...\So you're from the Inquisition?\Shit!\Damn Church lapdog...\D-Don't... response:	Good work.
context: H-Hey...\What's wrong?\Don't tell me the wine...\So you're from the Inquisition?\Shit!\Damn Church lapdog...\D-Don't...\Good work. response:	Great job as usual.
context: What's wrong?\Don't tell me the wine...\So you're from the Inquisition?\Shit!\Damn Church lapdog...\D-Don't...\Good work.\Great job as usual. response:	Well done.
context: Don't tell me the wine...\So you're from the Inquisition?\Shit!\Damn Church lapdog...\D-Don't...\Good work.\Great job as usual.\Well done. response:	Here, wipe the blood off.
context: So you're from the Inquisition?\Shit!\Damn Church lapdog...\D-Don't...\Good work.\Great job as usual.\Well done.\Here, wipe the blood off. response:	The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army
context: Shit!\Damn Church lapdog...\D-Don't...\Good work.\Great job as usual.\Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army response:	lies partly with the Church.
context: Damn Church lapdog...\D-Don't...\Good work.\Great job as usual.\Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church. response:	Why don't you try to cooperate?
context: D-Don't...\Good work.\Great job as usual.\Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate? response:	That's none of your concern.
context: Good work.\Great job as usual.\Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern. response:	You need only carry out your Inquisition work.
context: Great job as usual.\Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work. response:	Here's the next list of heretics.
context: Well done.\Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics. response:	In the end, it wasn't us who saved the world, but the Hero.
context: Here, wipe the blood off.\The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero. response:	Huh? Fushima Park?!
context: The blame for the Church and Alliance Knights' inability to put up a united front against the Overlord's army\lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?! response:	Did you go with Maou?
context: lies partly with the Church.\Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou? response:	Why would I?
context: Why don't you try to cooperate?\That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou?\Why would I? response:	Oh, you didn't?
context: That's none of your concern.\You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou?\Why would I?\Oh, you didn't? response:	Well, we did meet up over there,
context: You need only carry out your Inquisition work.\Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou?\Why would I?\Oh, you didn't?\Well, we did meet up over there, response:	but I went with Chiho and Suzuno, not him.
context: Here's the next list of heretics.\In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou?\Why would I?\Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him. response:	But despite what you say, you're interested in him, right?
context: In the end, it wasn't us who saved the world, but the Hero.\Huh? Fushima Park?!\Did you go with Maou?\Why would I?\Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right? response:	If I had to choose, I'd say I was more interested in Suzuno, though.
context: Huh? Fushima Park?!\Did you go with Maou?\Why would I?\Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though. response:	Pardon me
context: Did you go with Maou?\Why would I?\Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me response:	Oh, Chiho! I've been waiting for you.
context: Why would I?\Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you. response:	Um, Maou...
context: Oh, you didn't?\Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou... response:	What's this?
context: Well, we did meet up over there,\but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this? response:	The landlady sent all this from Hawaii.
context: but I went with Chiho and Suzuno, not him.\But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this?\The landlady sent all this from Hawaii. response:	She asked me to put these up for sale in the shopping district's summer festival flea market.
context: But despite what you say, you're interested in him, right?\If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market. response:	I'm terribly sorry.
