context: I challenge you! response:	Let's see who can get someone faster!
context: What the hell is your problem?!\I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about?\I need to do something, otherwise...\I need to do something. response:	Oh, right!
context: I'm not gonna lose to you!\Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about?\I need to do something, otherwise...\I need to do something.\Oh, right! response:	Nobu-Chan!
context: Like hell I'll buy you shoes!\When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about?\I need to do something, otherwise...\I need to do something.\Oh, right!\Nobu-Chan! response:	Group dates.
context: When the time comes, you'll be the one buying me tons of games!\Huh?!\What was she talking about?\I need to do something, otherwise...\I need to do something.\Oh, right!\Nobu-Chan!\Group dates. response:	Are there any group dates coming up?!
context: Huh?!\What was she talking about?\I need to do something, otherwise...\I need to do something.\Oh, right!\Nobu-Chan!\Group dates.\Are there any group dates coming up?! response:	Huh?!
context: What was she talking about?\I need to do something, otherwise...\I need to do something.\Oh, right!\Nobu-Chan!\Group dates.\Are there any group dates coming up?!\Huh?! response:	Group dates?!
context: I need to do something, otherwise...\I need to do something.\Oh, right!\Nobu-Chan!\Group dates.\Are there any group dates coming up?!\Huh?!\Group dates?! response:	All right.
context: I need to do something.\Oh, right!\Nobu-Chan!\Group dates.\Are there any group dates coming up?!\Huh?!\Group dates?!\All right. response:	I'm going to surprise him and find a great guy.
context: Oh, right!\Nobu-Chan!\Group dates.\Are there any group dates coming up?!\Huh?!\Group dates?!\All right.\I'm going to surprise him and find a great guy. response:	Ah, Risa.
context: Nobu-Chan!\Group dates.\Are there any group dates coming up?!\Huh?!\Group dates?!\All right.\I'm going to surprise him and find a great guy.\Ah, Risa. response:	Sorry to keep you waiting.
context: Group dates.\Are there any group dates coming up?!\Huh?!\Group dates?!\All right.\I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting. response:	A horse...
context: Are there any group dates coming up?!\Huh?!\Group dates?!\All right.\I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting.\A horse... response:	A monkey...
context: Huh?!\Group dates?!\All right.\I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting.\A horse...\A monkey... response:	A bird...
context: Group dates?!\All right.\I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting.\A horse...\A monkey...\A bird... response:	A dog...
context: All right.\I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting.\A horse...\A monkey...\A bird...\A dog... response:	Hello.
context: I'm going to surprise him and find a great guy.\Ah, Risa.\Sorry to keep you waiting.\A horse...\A monkey...\A bird...\A dog...\Hello. response:	What the hell?!
context: Ah, Risa.\Sorry to keep you waiting.\A horse...\A monkey...\A bird...\A dog...\Hello.\What the hell?! response:	What is this, a zoo?
context: Sorry to keep you waiting.\A horse...\A monkey...\A bird...\A dog...\Hello.\What the hell?!\What is this, a zoo? response:	Well, zoos aren't so bad.
context: A horse...\A monkey...\A bird...\A dog...\Hello.\What the hell?!\What is this, a zoo?\Well, zoos aren't so bad. response:	Zoos are fun, right?
context: A monkey...\A bird...\A dog...\Hello.\What the hell?!\What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right? response:	I'm a giraffe too, after all, aren't I?
context: A bird...\A dog...\Hello.\What the hell?!\What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I? response:	Yep. It's fine. This is fine.
context: A dog...\Hello.\What the hell?!\What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine. response:	What's important is what's on the inside.
context: Hello.\What the hell?!\What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside. response:	Hi, Koizumi-chan.
context: What the hell?!\What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan. response:	Eh? What's wrong? What's wrong?
context: What is this, a zoo?\Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong? response:	Feeling down?
context: Well, zoos aren't so bad.\Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down? response:	Say, how tall are you?
context: Zoos are fun, right?\I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you? response:	It came over.
context: I'm a giraffe too, after all, aren't I?\Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you?\It came over. response:	170 cm.
context: Yep. It's fine. This is fine.\What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you?\It came over.\170 cm. response:	Oh? You're really tall!
context: What's important is what's on the inside.\Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you?\It came over.\170 cm.\Oh? You're really tall! response:	If you're this tall now, you may even crack three meters by the time you graduate.
context: Hi, Koizumi-chan.\Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you?\It came over.\170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate. response:	Just kidding.
context: Eh? What's wrong? What's wrong?\Feeling down?\Say, how tall are you?\It came over.\170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding. response:	How could that happen?
context: Feeling down?\Say, how tall are you?\It came over.\170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen? response:	Was that funny? That was funny, wasn't it?
context: Say, how tall are you?\It came over.\170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it? response:	People always say I'm funny.
context: It came over.\170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny. response:	I can't laugh.
context: 170 cm.\Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh. response:	It always comes to this in the end.
context: Oh? You're really tall!\If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh.\It always comes to this in the end. response:	So, how'd it go yesterday?
context: If you're this tall now, you may even crack three meters by the time you graduate.\Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday? response:	Can't you tell from the expression on my face?
context: Just kidding.\How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face? response:	That's because your standards are too high.
context: How could that happen?\Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high. response:	Hey...
context: Was that funny? That was funny, wasn't it?\People always say I'm funny.\I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high.\Hey... response:	Don't go around saying Your standards are too high to people who don't have a boyfriend.
context: People always say I'm funny.\I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend. response:	You asked me what kind of guys I like, and I gave you a list of qualities.
context: I can't laugh.\It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities. response:	I didn't seriously expect to meet a guy that has all of them, but...
context: It always comes to this in the end.\So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but... response:	You're right. Maybe my standards are too high.
context: So, how'd it go yesterday?\Can't you tell from the expression on my face?\That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high. response:	Risa.
context: Can't you tell from the expression on my face?\That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa. response:	I know.
context: That's because your standards are too high.\Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa.\I know. response:	As a person... as a woman...
context: Hey...\Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa.\I know.\As a person... as a woman... response:	It's no good to go on like this.
context: Don't go around saying Your standards are too high to people who don't have a boyfriend.\You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa.\I know.\As a person... as a woman...\It's no good to go on like this. response:	It's no good, Koizumi.
context: You asked me what kind of guys I like, and I gave you a list of qualities.\I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa.\I know.\As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi. response:	I know! I'm just no good.
context: I didn't seriously expect to meet a guy that has all of them, but...\You're right. Maybe my standards are too high.\Risa.\I know.\As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good. response:	Not that, this. Very bad news.
context: You're right. Maybe my standards are too high.\Risa.\I know.\As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news. response:	Ahh! My Umibouzu ticket!
context: Risa.\I know.\As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket! response:	I just got it from Nakao.
context: I know.\As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao. response:	It's for Umibouzu's Christmas concert.
context: As a person... as a woman...\It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert. response:	Christma
context: It's no good to go on like this.\It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma response:	December 25th. Lover's Day. Christmas.
context: It's no good, Koizumi.\I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas. response:	Wha...
context: I know! I'm just no good.\Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas.\Wha... response:	Why do I have to spend Christmas with you?!
context: Not that, this. Very bad news.\Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?! response:	Like I know?!
context: Ahh! My Umibouzu ticket!\I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?!\Like I know?! response:	I could say the same thing about you!
context: I just got it from Nakao.\It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you! response:	Don't bother.
context: It's for Umibouzu's Christmas concert.\Christma\December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you!\Don't bother. response:	Ohh... Why has it...
context: Christma\December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you!\Don't bother.\Ohh... Why has it... response:	What country are you supposed to be from?
context: December 25th. Lover's Day. Christmas.\Wha...\Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you!\Don't bother.\Ohh... Why has it...\What country are you supposed to be from? response:	What's wrong with the two of you going together, anyway?
context: Wha...\Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you!\Don't bother.\Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway? response:	No way.
context: Why do I have to spend Christmas with you?!\Like I know?!\I could say the same thing about you!\Don't bother.\Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way. response:	Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?
context: Like I know?!\I could say the same thing about you!\Don't bother.\Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin? response:	Maybe the Christmas atmosphere will help love flow between you two.
context: I could say the same thing about you!\Don't bother.\Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two. response:	If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.
context: Don't bother.\Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain. response:	Who's flowing where now?
context: Ohh... Why has it...\What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now? response:	Even if we do walk along a romantic Christmas street together,
context: What country are you supposed to be from?\What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together, response:	Don't sneeze like an old man.
context: What's wrong with the two of you going together, anyway?\No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man. response:	I think I caught a cold recently.
context: No way.\Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently. response:	Are you seriously looking for a boyfriend?
context: Why should I have to walk around on Christmas being called All Hanshin-Kyoujin?\Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend? response:	Of course I am. Our challenge isn't over yet.
context: Maybe the Christmas atmosphere will help love flow between you two.\If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet. response:	Well, you've got no plans for Christmas anyway, right?
context: If an amazon like her gets swept up in any kind of flow, she'll probably clog the drain.\Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right? response:	Yeah.
context: Who's flowing where now?\Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah. response:	We'll just go to the concert and then go straight home, before any romantic feelings develop.
context: Even if we do walk along a romantic Christmas street together,\Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop. response:	Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.
context: Don't sneeze like an old man.\I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love. response:	You're right.
context: I think I caught a cold recently.\Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right. response:	Say, what kind of girls do you like, Otani?
context: Are you seriously looking for a boyfriend?\Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani? response:	Me?
context: Of course I am. Our challenge isn't over yet.\Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani?\Me? response:	Well, not the type who sneezes like an old man, at the very least.
context: Well, you've got no plans for Christmas anyway, right?\Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least. response:	When a girl sneezes, she should cover her mouth with her hand.
context: Yeah.\We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand. response:	See, like tha
context: We'll just go to the concert and then go straight home, before any romantic feelings develop.\Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha response:	Chiharu-chan with different-colored hair?
context: Whether we take our time getting there, or take longer going home, it's not like we'll fall in love.\You're right.\Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair? response:	How could that be?
context: You're right.\Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair?\How could that be? response:	But... But...
context: Say, what kind of girls do you like, Otani?\Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair?\How could that be?\But... But... response:	But... But...
context: Me?\Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair?\How could that be?\But... But...\But... But... response:	Huh?! There are two Chiharu-chans?
context: Well, not the type who sneezes like an old man, at the very least.\When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair?\How could that be?\But... But...\But... But...\Huh?! There are two Chiharu-chans? response:	Kanzaki.
context: When a girl sneezes, she should cover her mouth with her hand.\See, like tha\Chiharu-chan with different-colored hair?\How could that be?\But... But...\But... But...\Huh?! There are two Chiharu-chans?\Kanzaki. response:	Atsushi-kun.
context: See, like tha\Chiharu-chan with different-colored hair?\How could that be?\But... But...\But... But...\Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun. response:	What's going on?
context: Chiharu-chan with different-colored hair?\How could that be?\But... But...\But... But...\Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun.\What's going on? response:	Kanzaki.
context: How could that be?\But... But...\But... But...\Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun.\What's going on?\Kanzaki. response:	Atsushi-kun.
context: But... But...\But... But...\Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun.\What's going on?\Kanzaki.\Atsushi-kun. response:	Atsushi-kun? Who's that?
context: But... But...\Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun.\What's going on?\Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that? response:	It's me.
context: Huh?! There are two Chiharu-chans?\Kanzaki.\Atsushi-kun.\What's going on?\Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that?\It's me. response:	It's been a while.
context: Kanzaki.\Atsushi-kun.\What's going on?\Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that?\It's me.\It's been a while. response:	Uh, yeah.
context: Atsushi-kun.\What's going on?\Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that?\It's me.\It's been a while.\Uh, yeah. response:	Are you doing okay?
context: What's going on?\Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that?\It's me.\It's been a while.\Uh, yeah.\Are you doing okay? response:	Yeah.
context: Kanzaki.\Atsushi-kun.\Atsushi-kun? Who's that?\It's me.\It's been a while.\Uh, yeah.\Are you doing okay?\Yeah. response:	Th... This is a surprise.
context: Atsushi-kun.\Atsushi-kun? Who's that?\It's me.\It's been a while.\Uh, yeah.\Are you doing okay?\Yeah.\Th... This is a surprise. response:	This girl looks exactly like Chiharu-chan.
context: Atsushi-kun? Who's that?\It's me.\It's been a while.\Uh, yeah.\Are you doing okay?\Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan. response:	Um... I'm kind of in a hurry, so...
context: It's me.\It's been a while.\Uh, yeah.\Are you doing okay?\Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so... response:	Sure.
context: It's been a while.\Uh, yeah.\Are you doing okay?\Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure. response:	Hey, Atsushi-kun, who was that girl?
context: Uh, yeah.\Are you doing okay?\Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl? response:	None of your business!
context: Are you doing okay?\Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl?\None of your business! response:	What's wrong, Atsushi-kun? You can tell me, you know.
context: Yeah.\Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know. response:	How suspicious, how suspicious.
context: Th... This is a surprise.\This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious. response:	She used to be my girlfriend.
context: This girl looks exactly like Chiharu-chan.\Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend. response:	Used to be? You mean she's your ex-girlfriend?!
context: Um... I'm kind of in a hurry, so...\Sure.\Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?! response:	Why are you so surprised?!
context: Sure.\Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?! response:	No way! Seriously?
context: Hey, Atsushi-kun, who was that girl?\None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously? response:	Why would I lie to you about this?
context: None of your business!\What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this? response:	Like you wouldn't. You are Otani, after all...
context: What's wrong, Atsushi-kun? You can tell me, you know.\How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all... response:	You...
context: How suspicious, how suspicious.\She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You... response:	I've been alive for like 15, 16 odd years, It's only normal to have dated.
context: She used to be my girlfriend.\Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated. response:	I haven't.
context: Used to be? You mean she's your ex-girlfriend?!\Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't. response:	That's not something to be proud of!
context: Why are you so surprised?!\No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of! response:	Shock!
context: No way! Seriously?\Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of!\Shock! response:	Ultimate shock.
context: Why would I lie to you about this?\Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of!\Shock!\Ultimate shock. response:	An ex-girlfriend... That Otani's...
