context: eye catch response:	Pre! Preparation!
context: Kushieda.\Please decorate ours, too.\I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator... response:	The sparkling Kushieda and her sparkling decorations...
context: Please decorate ours, too.\I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations... response:	What a wonderful combination.
context: I see, more orders!\On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination. response:	Hey, Ya-chan's not eating here since she's at the hostess club, right?
context: On this paper,\write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right? response:	Then, can I have her side dish?
context: write down your name, the colour you want, and a small drawing.\To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish? response:	And she said Ryuuji. She remembered my first name...
context: To give it a lovely feel, I'll go with a large heart and the colour pink.\That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name... response:	That's because I call you that all the time.
context: That's lovely!\So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time. response:	But anyway, about Ya-chan's side dish...
context: So she's a part-time cellphone decorator...\The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish... response:	Oh man, I talked with her so much...
context: The sparkling Kushieda and her sparkling decorations...\What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much... response:	Taiga, was I able to talk naturally with...
context: What a wonderful combination.\Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with... response:	Listen when people are talking to you!
context: Hey, Ya-chan's not eating here since she's at the hostess club, right?\Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you! response:	And no, you sounded really shady!
context: Then, can I have her side dish?\And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady! response:	What about dinner, is it ready yet?
context: And she said Ryuuji. She remembered my first name...\That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet? response:	That hurt, you know! It's almost done.
context: That's because I call you that all the time.\But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done. response:	Today, we're having a rice bowl dish,
context: But anyway, about Ya-chan's side dish...\Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish, response:	so as long as we have rice we'll be ok -
context: Oh man, I talked with her so much...\Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok - response:	What the?!
context: Taiga, was I able to talk naturally with...\Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?! response:	What's wrong?
context: Listen when people are talking to you!\And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?!\What's wrong? response:	The rice cooker's broken.
context: And no, you sounded really shady!\What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?!\What's wrong?\The rice cooker's broken. response:	What should I get?
context: What about dinner, is it ready yet?\That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?!\What's wrong?\The rice cooker's broken.\What should I get? response:	Going all the way out to a family restaurant...
context: That hurt, you know! It's almost done.\Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?!\What's wrong?\The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant... response:	We didn't have any rice, but there was bread.
context: Today, we're having a rice bowl dish,\so as long as we have rice we'll be ok -\What the?!\What's wrong?\The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread. response:	Bay while you can, mongrel.
context: so as long as we have rice we'll be ok -\What the?!\What's wrong?\The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel. response:	Soon, you'll be bowing your head in gratitude.
context: What the?!\What's wrong?\The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude. response:	And here you go, two servings!
context: What's wrong?\The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings! response:	Huh? But we haven't ordered anyth -
context: The rice cooker's broken.\What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth - response:	What?!
context: What should I get?\Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth -\What?! response:	Keep this a secret.
context: Going all the way out to a family restaurant...\We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth -\What?!\Keep this a secret. response:	It's an extra large serving of ice cream, the Taiga Special!
context: We didn't have any rice, but there was bread.\Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth -\What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special! response:	Hide it from the other customers while you eat it, okay?
context: Bay while you can, mongrel.\Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth -\What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay? response:	Thanks as usual, Minorin.
context: Soon, you'll be bowing your head in gratitude.\And here you go, two servings!\Huh? But we haven't ordered anyth -\What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin. response:	As usual?
context: And here you go, two servings!\Huh? But we haven't ordered anyth -\What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual? response:	Takasu-kun doesn't like sweet things?
context: Huh? But we haven't ordered anyth -\What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things? response:	Then, how about some French fries?
context: What?!\Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries? response:	I'll give you a huge serving! A huge serving!
context: Keep this a secret.\It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving! response:	No, I'm -
context: It's an extra large serving of ice cream, the Taiga Special!\Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm - response:	Minorin also works part time at places like convenience stores and karaoke clubs, right?
context: Hide it from the other customers while you eat it, okay?\Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right? response:	Yeah! And last week, I added a shabu-shabu place to the list!
context: Thanks as usual, Minorin.\As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list! response:	That many?!
context: As usual?\Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?! response:	And I'm still saving time for other things!
context: Takasu-kun doesn't like sweet things?\Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things! response:	Being the girls' softball club captain,
context: Then, how about some French fries?\I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things!\Being the girls' softball club captain, response:	I can't possibly skip club activities, after all.
context: I'll give you a huge serving! A huge serving!\No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all. response:	Are you working so hard because you want something in particular?
context: No, I'm -\Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular? response:	Nah, I've just got the time, so I've gotta labour.
context: Minorin also works part time at places like convenience stores and karaoke clubs, right?\Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour. response:	Labour?
context: Yeah! And last week, I added a shabu-shabu place to the list!\That many?!\And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour? response:	Yes, the Mysterious Files of Labour!
context: That many?!\And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour! response:	TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.
context: And I'm still saving time for other things!\Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files. response:	What?
context: Being the girls' softball club captain,\I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What? response:	The kind of labour that revives you!
context: I can't possibly skip club activities, after all.\Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you! response:	But wow, you two sure are close now.
context: Are you working so hard because you want something in particular?\Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you!\But wow, you two sure are close now. response:	Waitress, some cold water, please.
context: Nah, I've just got the time, so I've gotta labour.\Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please. response:	Well, enjoy your time here.
context: Labour?\Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here. response:	I'm pretty sure you poking my eyes all day has impaired my eyesight.
context: Yes, the Mysterious Files of Labour!\TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight. response:	You pitiful mongrel, drooling while checking out Minorin's uniform...
context: TL Note: This is a pun-reference to the'96 show Ginrou Kaiki Files.\What?\The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform... response:	I was just thinking...
context: What?\The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking... response:	S-Spare my eyes!
context: The kind of labour that revives you!\But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes! response:	If I continue, my fingers will be contaminated.
context: But wow, you two sure are close now.\Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated. response:	Dammit...
context: Waitress, some cold water, please.\Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit... response:	But why is she juggling all those jobs?
context: Well, enjoy your time here.\I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs? response:	She called it the Mysterious Files of Labour, right?
context: I'm pretty sure you poking my eyes all day has impaired my eyesight.\You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right? response:	Is it possible that she has a reason for earning all that money?
context: You pitiful mongrel, drooling while checking out Minorin's uniform...\I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money? response:	Something related to her home?
context: I was just thinking...\S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home? response:	Maybe she's helping her sick mum?
context: S-Spare my eyes!\If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum? response:	She called it labouring.
context: If I continue, my fingers will be contaminated.\Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum?\She called it labouring. response:	But even so...
context: Dammit...\But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum?\She called it labouring.\But even so... response:	You should stop assuming things.
context: But why is she juggling all those jobs?\She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum?\She called it labouring.\But even so...\You should stop assuming things. response:	Huh?
context: She called it the Mysterious Files of Labour, right?\Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum?\She called it labouring.\But even so...\You should stop assuming things.\Huh? response:	I'm the only one who truly understands her!
context: Is it possible that she has a reason for earning all that money?\Something related to her home?\Maybe she's helping her sick mum?\She called it labouring.\But even so...\You should stop assuming things.\Huh?\I'm the only one who truly understands her! response:	It'll only add on to your filth level.
context: Something related to her home?\Maybe she's helping her sick mum?\She called it labouring.\But even so...\You should stop assuming things.\Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level. response:	Ew, how gross!
context: Maybe she's helping her sick mum?\She called it labouring.\But even so...\You should stop assuming things.\Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross! response:	Keep your distance from me, you're so disgusting!
context: She called it labouring.\But even so...\You should stop assuming things.\Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting! response:	Hey, Taiga! What's with your tone? You're so cold!
context: But even so...\You should stop assuming things.\Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold! response:	Stay away from me!
context: You should stop assuming things.\Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me! response:	Since when have I not been cold towards you?
context: Huh?\I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you? response:	Now that you mention it...
context: I'm the only one who truly understands her!\It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you?\Now that you mention it... response:	Hi, Inko-chan! Sorry to make you wait, but it's dinner time!
context: It'll only add on to your filth level.\Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time! response:	I'll give you a huge serving! A huge serving!
context: Ew, how gross!\Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving! response:	- nko.
context: Keep your distance from me, you're so disgusting!\Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko. response:	Oh, are you going for it? Inko-chan, you're going for it?
context: Hey, Taiga! What's with your tone? You're so cold!\Stay away from me!\Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it? response:	- nko, - oop!
context: Stay away from me!\Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop! response:	Poop!
context: Since when have I not been cold towards you?\Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop! response:	Man, the mornings during holidays are really refreshing!
context: Now that you mention it...\Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing! response:	Right, Taiga?
context: Hi, Inko-chan! Sorry to make you wait, but it's dinner time!\I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga? response:	I shouldn't have told you...
context: I'll give you a huge serving! A huge serving!\- nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you... response:	Did you say something?
context: - nko.\Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you...\Did you say something? response:	Not bothering to prepare breakfast so you can see Minorin at the family restaurant...
context: Oh, are you going for it? Inko-chan, you're going for it?\- nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant... response:	It can't be helped, the rice cooker is still broken.
context: - nko, - oop!\Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken. response:	Then, why don't we go to an electrical appliance store first?
context: Poop!\Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first? response:	You even said you hate bread.
context: Man, the mornings during holidays are really refreshing!\Right, Taiga?\I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread. response:	I don't mind eating bread for breakfast.
context: Right, Taiga?\I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast. response:	Why are you so cheerful?
context: I shouldn't have told you...\Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful? response:	Those clothes don't look good on you.
context: Did you say something?\Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you. response:	I forgot something at home -
context: Not bothering to prepare breakfast so you can see Minorin at the family restaurant...\It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home - response:	What an annoying idiot.
context: It can't be helped, the rice cooker is still broken.\Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot. response:	I beg you, let go of me!
context: Then, why don't we go to an electrical appliance store first?\You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot.\I beg you, let go of me! response:	What you wear won't make a difference!
context: You even said you hate bread.\I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference! response:	Hey, you there!
context: I don't mind eating bread for breakfast.\Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference!\Hey, you there! response:	Aren't you Mirano-chan's son?
context: Why are you so cheerful?\Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son? response:	Oh, old man Inage?
context: Those clothes don't look good on you.\I forgot something at home -\What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage? response:	Mirano?
context: I forgot something at home -\What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano? response:	Yeah, Yasuko's hostess name.
context: What an annoying idiot.\I beg you, let go of me!\What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name. response:	Hi! Go out the station's north exit, it's 200 meters straight ahead!
context: I beg you, let go of me!\What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead! response:	I'm Vaisravana's Heaven's Mirano-chan!
context: What you wear won't make a difference!\Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan! response:	How old do I look? Twenty-three?
context: Hey, you there!\Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three? response:	Bingo!
context: Aren't you Mirano-chan's son?\Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo! response:	This is a fortunate morning!
context: Oh, old man Inage?\Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo!\This is a fortunate morning! response:	And now to grab a feel of Mirano-chan's DNA!
