context: I'm home. response:	It's just you?
context: Since I came all the way here, I'll just put up with you.\That is not cute at all...\I-It's not a date!\You're gross, so don't come any closer!\I'm spending my time on you, so you'd better appreciate it!\Fine, I'll finish your route first!\You'd better appreciate it!\Yes? response:	I'm here to deliver an item you had ordered the other day.
context: That is not cute at all...\I-It's not a date!\You're gross, so don't come any closer!\I'm spending my time on you, so you'd better appreciate it!\Fine, I'll finish your route first!\You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day. response:	I've been expecting you.
context: I-It's not a date!\You're gross, so don't come any closer!\I'm spending my time on you, so you'd better appreciate it!\Fine, I'll finish your route first!\You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you. response:	What do you think?
context: You're gross, so don't come any closer!\I'm spending my time on you, so you'd better appreciate it!\Fine, I'll finish your route first!\You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think? response:	My, it's perfect.
context: I'm spending my time on you, so you'd better appreciate it!\Fine, I'll finish your route first!\You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think?\My, it's perfect. response:	This is excellent.
context: Fine, I'll finish your route first!\You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think?\My, it's perfect.\This is excellent. response:	It's a pleasure to serve.
context: You'd better appreciate it!\Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think?\My, it's perfect.\This is excellent.\It's a pleasure to serve. response:	With this height, I can't cosplay without an order-made outfit.
context: Yes?\I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think?\My, it's perfect.\This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit. response:	How about these?
context: I'm here to deliver an item you had ordered the other day.\I've been expecting you.\What do you think?\My, it's perfect.\This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these? response:	We made them with the sizes you gave us the other day.
context: I've been expecting you.\What do you think?\My, it's perfect.\This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day. response:	Thank you.
context: What do you think?\My, it's perfect.\This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day.\Thank you. response:	Are you going to an event with your friends?
context: My, it's perfect.\This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends? response:	Yes, I'm planning a party where everyone can have a lot of fun.
context: This is excellent.\It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun. response:	I'll think up a reason for the party later.
context: It's a pleasure to serve.\With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later. response:	Now then, how will I get them to wear this special outfit?
context: With this height, I can't cosplay without an order-made outfit.\How about these?\We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit? response:	Children are pretty simple-minded, getting excited over something like this.
context: How about these?\We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this. response:	Hello?
context: We made them with the sizes you gave us the other day.\Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello? response:	Yo.
context: Thank you.\Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo. response:	Why the sudden call?
context: Are you going to an event with your friends?\Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo.\Why the sudden call? response:	Well, it's nothing in particular, but...
context: Yes, I'm planning a party where everyone can have a lot of fun.\I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo.\Why the sudden call?\Well, it's nothing in particular, but... response:	What are you doing right now?
context: I'll think up a reason for the party later.\Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo.\Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now? response:	I was making a cursed magical artifact.
context: Now then, how will I get them to wear this special outfit?\Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo.\Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact. response:	That figures...
context: Children are pretty simple-minded, getting excited over something like this.\Hello?\Yo.\Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact.\That figures... response:	So does that mean you're busy?
context: Hello?\Yo.\Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact.\That figures...\So does that mean you're busy? response:	N-Not really.
context: Yo.\Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact.\That figures...\So does that mean you're busy?\N-Not really. response:	With my magic, I can do this with one hand.
context: Why the sudden call?\Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact.\That figures...\So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand. response:	What about you?
context: Well, it's nothing in particular, but...\What are you doing right now?\I was making a cursed magical artifact.\That figures...\So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand.\What about you? response:	Your 2nd year winter's almost over.
context: What are you doing right now?\I was making a cursed magical artifact.\That figures...\So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over. response:	Do you have the time to be calling me?
context: I was making a cursed magical artifact.\That figures...\So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me? response:	That seems rather lax of you.
context: That figures...\So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you. response:	I can't really deny that, but for some reason I just can't get into a studying mood.
context: So does that mean you're busy?\N-Not really.\With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood. response:	So I just called to see how you've been doing.
context: N-Not really.\With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing. response:	Please don't use me as an excuse to procrastinate.
context: With my magic, I can do this with one hand.\What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate. response:	Ah, my bad.
context: What about you?\Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad. response:	By the way, I heard there's a Maschera event soon.
context: Your 2nd year winter's almost over.\Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon. response:	Yes. I plan on attending, of course.
context: Do you have the time to be calling me?\That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course. response:	I see...
context: That seems rather lax of you.\I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see... response:	Then how about we
context: I can't really deny that, but for some reason I just can't get into a studying mood.\So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see...\Then how about we response:	Finally, her dere side!
context: So I just called to see how you've been doing.\Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see...\Then how about we\Finally, her dere side! response:	You're so cute, Rinko-rin!
context: Please don't use me as an excuse to procrastinate.\Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see...\Then how about we\Finally, her dere side!\You're so cute, Rinko-rin! response:	Did I just hear a bizarre scream of some kind?
context: Ah, my bad.\By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see...\Then how about we\Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind? response:	There's a monkey making a ruckus next door. Don't worry about it.
context: By the way, I heard there's a Maschera event soon.\Yes. I plan on attending, of course.\I see...\Then how about we\Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it. response:	Must be hard on you too.
context: Yes. I plan on attending, of course.\I see...\Then how about we\Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too. response:	Stupid Aniki.
context: I see...\Then how about we\Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki. response:	Come here...
context: Then how about we\Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki.\Come here... response:	H-Hey...
context: Finally, her dere side!\You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki.\Come here...\H-Hey... response:	Be gentle, okay?
context: You're so cute, Rinko-rin!\Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki.\Come here...\H-Hey...\Be gentle, okay? response:	W-Wait a second!
context: Did I just hear a bizarre scream of some kind?\There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki.\Come here...\H-Hey...\Be gentle, okay?\W-Wait a second! response:	Let me go shower first...
context: There's a monkey making a ruckus next door. Don't worry about it.\Must be hard on you too.\Stupid Aniki.\Come here...\H-Hey...\Be gentle, okay?\W-Wait a second!\Let me go shower first... response:	Why are you in such a hurry?
context: Must be hard on you too.\Stupid Aniki.\Come here...\H-Hey...\Be gentle, okay?\W-Wait a second!\Let me go shower first...\Why are you in such a hurry? response:	Who cares?
context: Stupid Aniki.\Come here...\H-Hey...\Be gentle, okay?\W-Wait a second!\Let me go shower first...\Why are you in such a hurry?\Who cares? response:	Hey.
context: Come here...\H-Hey...\Be gentle, okay?\W-Wait a second!\Let me go shower first...\Why are you in such a hurry?\Who cares?\Hey. response:	What?
context: H-Hey...\Be gentle, okay?\W-Wait a second!\Let me go shower first...\Why are you in such a hurry?\Who cares?\Hey.\What? response:	What is it now?
context: Be gentle, okay?\W-Wait a second!\Let me go shower first...\Why are you in such a hurry?\Who cares?\Hey.\What?\What is it now? response:	You dropped them.
context: W-Wait a second!\Let me go shower first...\Why are you in such a hurry?\Who cares?\Hey.\What?\What is it now?\You dropped them. response:	Huh? W-Wai
context: Let me go shower first...\Why are you in such a hurry?\Who cares?\Hey.\What?\What is it now?\You dropped them.\Huh? W-Wai response:	Die, you pervert!
context: Why are you in such a hurry?\Who cares?\Hey.\What?\What is it now?\You dropped them.\Huh? W-Wai\Die, you pervert! response:	Just... Just die!
context: Who cares?\Hey.\What?\What is it now?\You dropped them.\Huh? W-Wai\Die, you pervert!\Just... Just die! response:	H-Hey...
context: Hey.\What?\What is it now?\You dropped them.\Huh? W-Wai\Die, you pervert!\Just... Just die!\H-Hey... response:	Be gentle, okay?
context: What?\What is it now?\You dropped them.\Huh? W-Wai\Die, you pervert!\Just... Just die!\H-Hey...\Be gentle, okay? response:	Alright. Alright!
context: What is it now?\You dropped them.\Huh? W-Wai\Die, you pervert!\Just... Just die!\H-Hey...\Be gentle, okay?\Alright. Alright! response:	Alright! Here I go!
context: You dropped them.\Huh? W-Wai\Die, you pervert!\Just... Just die!\H-Hey...\Be gentle, okay?\Alright. Alright!\Alright! Here I go! response:	Sorry for the wait, Rinko-rin!
context: Huh? W-Wai\Die, you pervert!\Just... Just die!\H-Hey...\Be gentle, okay?\Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin! response:	I'm all ready for you now!
context: Die, you pervert!\Just... Just die!\H-Hey...\Be gentle, okay?\Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now! response:	What's she getting so worked up about?
context: Just... Just die!\H-Hey...\Be gentle, okay?\Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about? response:	Sheesh...
context: H-Hey...\Be gentle, okay?\Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about?\Sheesh... response:	Woah, Rinko-rin!
context: Be gentle, okay?\Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin! response:	That's pretty hot!
context: Alright. Alright!\Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin!\That's pretty hot! response:	Oh wow, oh wow!
context: Alright! Here I go!\Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow! response:	That is so hot!
context: Sorry for the wait, Rinko-rin!\I'm all ready for you now!\What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow!\That is so hot! response:	Are you sure?
context: I'm all ready for you now!\What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow!\That is so hot!\Are you sure? response:	This really sucks.
context: What's she getting so worked up about?\Sheesh...\Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow!\That is so hot!\Are you sure?\This really sucks. response:	It's been a while since I've felt this awkward.
context: Sheesh...\Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow!\That is so hot!\Are you sure?\This really sucks.\It's been a while since I've felt this awkward. response:	Why do I have to sit here and listen to my little sister playing eroge?
context: Woah, Rinko-rin!\That's pretty hot!\Oh wow, oh wow!\That is so hot!\Are you sure?\This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge? response:	What kind of punishment is this?
context: That's pretty hot!\Oh wow, oh wow!\That is so hot!\Are you sure?\This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this? response:	Oh, wow!
context: Oh wow, oh wow!\That is so hot!\Are you sure?\This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow! response:	This is too much!
context: That is so hot!\Are you sure?\This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow!\This is too much! response:	So hot!
context: Are you sure?\This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow!\This is too much!\So hot! response:	Shut up already!
context: This really sucks.\It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow!\This is too much!\So hot!\Shut up already! response:	In case you haven't realized, I can totally hear you!
context: It's been a while since I've felt this awkward.\Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow!\This is too much!\So hot!\Shut up already!\In case you haven't realized, I can totally hear you! response:	Wh-Wh-What's with you?!
context: Why do I have to sit here and listen to my little sister playing eroge?\What kind of punishment is this?\Oh, wow!\This is too much!\So hot!\Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?! response:	You pervert!!
context: What kind of punishment is this?\Oh, wow!\This is too much!\So hot!\Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!! response:	Eavesdropping on your sister's room??
context: Oh, wow!\This is too much!\So hot!\Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room?? response:	What's wrong with you?
context: This is too much!\So hot!\Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room??\What's wrong with you? response:	I'm not eavesdropping!
context: So hot!\Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping! response:	I can hear it without even trying!
context: Shut up already!\In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying! response:	You don't have to yell like that just because Mom and Dad aren't home!
context: In case you haven't realized, I can totally hear you!\Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home! response:	I can do whatever I want!
context: Wh-Wh-What's with you?!\You pervert!!\Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want! response:	At least be a little more considerate!
context: You pervert!!\Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate! response:	Hearing my sister's moaning from the other side of the wall is beyond awkward!
context: Eavesdropping on your sister's room??\What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward! response:	D-don't tell me you recorded it?
context: What's wrong with you?\I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it? response:	You aren't recording it, are you?!
context: I'm not eavesdropping!\I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?! response:	You're the real pervert for even coming up with that idea!
context: I can hear it without even trying!\You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea! response:	That stuff you said about not caring about H-scenes was a total lie!
context: You don't have to yell like that just because Mom and Dad aren't home!\I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie! response:	That's totally different from this!
context: I can do whatever I want!\At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this! response:	I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!
context: At least be a little more considerate!\Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations! response:	Where's the difference?!
context: Hearing my sister's moaning from the other side of the wall is beyond awkward!\D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?! response:	Everything's different!
context: D-don't tell me you recorded it?\You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different! response:	Ring ring. Click.
context: You aren't recording it, are you?!\You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different!\Ring ring. Click. response:	Yes, indeed. I know.
context: You're the real pervert for even coming up with that idea!\That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different!\Ring ring. Click.\Yes, indeed. I know. response:	We must break Belvegolle's spell in order to save him.
context: That stuff you said about not caring about H-scenes was a total lie!\That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different!\Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him. response:	We must free him from the chains of his previous existence.
context: That's totally different from this!\I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different!\Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence. response:	Impossible!
context: I was just enjoying Rinko-rin's ero-cuteness with completely pure motivations!\Where's the difference?!\Everything's different!\Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible! response:	You're saying the Angels are making a move?
context: Where's the difference?!\Everything's different!\Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move? response:	It's starting to get interesting now...
context: Everything's different!\Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now... response:	I am the fallen angel, Kuroneko.
context: Ring ring. Click.\Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko. response:	From the day I received the protection of the night
context: Yes, indeed. I know.\We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night response:	I'm sorry, Aniki...
context: We must break Belvegolle's spell in order to save him.\We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki... response:	You got hurt because of me.
context: We must free him from the chains of his previous existence.\Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me. response:	They say we can't see each other anymore...
context: Impossible!\You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore... response:	Since we're siblings...
context: You're saying the Angels are making a move?\It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings... response:	We can't be together...
context: It's starting to get interesting now...\I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings...\We can't be together... response:	Why did things have to end up like this...
context: I am the fallen angel, Kuroneko.\From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings...\We can't be together...\Why did things have to end up like this... response:	This isn't how it was supposed to be...
context: From the day I received the protection of the night\I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings...\We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be... response:	Did I pick the wrong choice?
context: I'm sorry, Aniki...\You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings...\We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice? response:	I wonder why it ended up like this...
context: You got hurt because of me.\They say we can't see each other anymore...\Since we're siblings...\We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this... response:	Yes No
context: They say we can't see each other anymore...\Since we're siblings...\We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No response:	I've actually always known about you, since long ago.
context: Since we're siblings...\We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago. response:	I'd always wondered what kind of person my brother was...
context: We can't be together...\Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was... response:	I got curious, so I went to meet you...
context: Why did things have to end up like this...\This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you... response:	Do you remember?
context: This isn't how it was supposed to be...\Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember? response:	When we were little, we played together in the park.
context: Did I pick the wrong choice?\I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park. response:	That was me.
context: I wonder why it ended up like this...\Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park.\That was me. response:	Goodbye, Aniki.
context: Yes No\I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park.\That was me.\Goodbye, Aniki. response:	I always, always loved you.
context: I've actually always known about you, since long ago.\I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park.\That was me.\Goodbye, Aniki.\I always, always loved you. response:	Are you stupid...
