context: Episode 2 Umaru and Ebina-chan response:	Today was another rough day...
context: Here you go.\Aww, how cute.\Huge Rock-Paper-Scissors Contest The Healing Local Mascot Necolumbus Big Plushie! Super Big Size!\A rock-paper-scissors contest for a super big-sized Necolumbus plushie.\I'm home.\Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan. response:	Umaru, don't tell me the emergency is...
context: Aww, how cute.\Huge Rock-Paper-Scissors Contest The Healing Local Mascot Necolumbus Big Plushie! Super Big Size!\A rock-paper-scissors contest for a super big-sized Necolumbus plushie.\I'm home.\Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is... response:	Yep! I'm totally going to get it!
context: Huge Rock-Paper-Scissors Contest The Healing Local Mascot Necolumbus Big Plushie! Super Big Size!\A rock-paper-scissors contest for a super big-sized Necolumbus plushie.\I'm home.\Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it! response:	Wh-What's so urgent about this?!
context: A rock-paper-scissors contest for a super big-sized Necolumbus plushie.\I'm home.\Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?! response:	I turned down a weekend shift for this!
context: I'm home.\Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this! response:	Now, now, Onii-chan. It's important to take time off, too.
context: Onii-chan! It's an emergency!\Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too. response:	I don't even want this thing! You could have gone by yourself.
context: Wha What? What's wrong?\Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself. response:	Huh? What are you talking about? I...
context: Now, let's go, Onii-chan.\Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I... response:	wanted to hang out with you, Onii-chan.
context: Umaru, don't tell me the emergency is...\Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan. response:	Huh?
context: Yep! I'm totally going to get it!\Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh? response:	Onii-chan, it's rough on you working all the time, isn't it?
context: Wh-What's so urgent about this?!\I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it? response:	So if I don't resort to something like this, you won't take time off.
context: I turned down a weekend shift for this!\Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off. response:	Yeah...
context: Now, now, Onii-chan. It's important to take time off, too.\I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah... response:	It's true that I've been so focused on work lately
context: I don't even want this thing! You could have gone by yourself.\Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately response:	that I haven't made time for Umaru.
context: Huh? What are you talking about? I...\wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru. response:	All right! I guess a day off is meant for rest.
context: wanted to hang out with you, Onii-chan.\Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest. response:	Yep.
context: Huh?\Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep. response:	Don't worry, Umaru.
context: Onii-chan, it's rough on you working all the time, isn't it?\So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru. response:	I might not look it, but I'm really good at rock-paper-scissors.
context: So if I don't resort to something like this, you won't take time off.\Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors. response:	Thanks, Onii-chan.
context: Yeah...\It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan. response:	We are handing out rock-paper-scissors contest tickets over here.
context: It's true that I've been so focused on work lately\that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here. response:	Please wait in line.
context: that I haven't made time for Umaru.\All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line. response:	D-Damn her...
context: All right! I guess a day off is meant for rest.\Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her... response:	All right, I'm gonna hit the shop by the south entrance.
context: Yep.\Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance. response:	You handle the north entrance shop, okay?
context: Don't worry, Umaru.\I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay? response:	What?
context: I might not look it, but I'm really good at rock-paper-scissors.\Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What? response:	Here you go.
context: Thanks, Onii-chan.\We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What?\Here you go. response:	Not only did she bring me to increase her odds of winning,
context: We are handing out rock-paper-scissors contest tickets over here.\Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What?\Here you go.\Not only did she bring me to increase her odds of winning, response:	but she totally just went to another store.
context: Please wait in line.\D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What?\Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store. response:	I wanted to hang out with you, Onii-chan.
context: D-Damn her...\All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What?\Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan. response:	She tricked me for the possibility of getting two of those things!
context: All right, I'm gonna hit the shop by the south entrance.\You handle the north entrance shop, okay?\What?\Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things! response:	Big Rock-Paper-Scissors Contest
context: You handle the north entrance shop, okay?\What?\Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest response:	All right, everyone.
context: What?\Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone. response:	The rock-paper-scissors contest is starting!
context: Here you go.\Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting! response:	Only those of you who beat me at rock-paper-scissors will come up on stage.
context: Not only did she bring me to increase her odds of winning,\but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage. response:	All right, here we go.
context: but she totally just went to another store.\I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go. response:	All right!
context: I wanted to hang out with you, Onii-chan.\She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right! response:	What in the world am I doing?
context: She tricked me for the possibility of getting two of those things!\Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right!\What in the world am I doing? response:	Okay, the rock-paper-scissors contest has reached the final round.
context: Big Rock-Paper-Scissors Contest\All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round. response:	I made it to the finals...
context: All right, everyone.\The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals... response:	This young man in the glasses
context: The rock-paper-scissors contest is starting!\Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses response:	and this girl will go one-on-one!
context: Only those of you who beat me at rock-paper-scissors will come up on stage.\All right, here we go.\All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses\and this girl will go one-on-one! response:	Huh? Ebina-chan?
context: All right, here we go.\All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan? response:	Eh?! Ah... Huh? O-O-Onii-san?!
context: All right!\What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?! response:	Y-Yeah...
context: What in the world am I doing?\Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah... response:	All right, you two. Here we go!
context: Okay, the rock-paper-scissors contest has reached the final round.\I made it to the finals...\This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go! response:	What?!
context: I made it to the finals...\This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go!\What?! response:	Rock, paper...
context: This young man in the glasses\and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go!\What?!\Rock, paper... response:	You're really good at rock-paper-scissors.
context: and this girl will go one-on-one!\Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go!\What?!\Rock, paper...\You're really good at rock-paper-scissors. response:	Well, I heard that, psychologically,
context: Huh? Ebina-chan?\Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go!\What?!\Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically, response:	using either rock or paper gives you a better chance of winning.
context: Eh?! Ah... Huh? O-O-Onii-san?!\Y-Yeah...\All right, you two. Here we go!\What?!\Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning. response:	This isn't good... Ebina-chan might have really wanted this.
context: Y-Yeah...\All right, you two. Here we go!\What?!\Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this. response:	I wonder if this'll make things awkward between her and Umaru...
context: All right, you two. Here we go!\What?!\Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru... response:	Ebina-chan, here.
context: What?!\Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here. response:	Huh?
context: Rock, paper...\You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh? response:	You can have it.
context: You're really good at rock-paper-scissors.\Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh?\You can have it. response:	I can't take it when my little sister's friend wanted it.
context: Well, I heard that, psychologically,\using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh?\You can have it.\I can't take it when my little sister's friend wanted it. response:	N-No, it's okay!
context: using either rock or paper gives you a better chance of winning.\This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh?\You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay! response:	You really wanted it, right?
context: This isn't good... Ebina-chan might have really wanted this.\I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh?\You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right? response:	I'm sure this thing would be happier with you, too.
context: I wonder if this'll make things awkward between her and Umaru...\Ebina-chan, here.\Huh?\You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too. response:	Thank you very much...
context: Ebina-chan, here.\Huh?\You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much... response:	Yoshida Apartments
context: Huh?\You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments response:	New Tenants Wanted!
context: You can have it.\I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments\New Tenants Wanted! response:	R-Really. Thank you very much!
context: I can't take it when my little sister's friend wanted it.\N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much! response:	No problem. See you later.
context: N-No, it's okay!\You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later. response:	U-Umaru, how long have you...
context: You really wanted it, right?\I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you... response:	Since the shop!
context: I'm sure this thing would be happier with you, too.\Thank you very much...\Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you...\Since the shop! response:	I lost right away, so I went to the north entrance shop.
context: Thank you very much...\Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop. response:	O-Oh...
context: Yoshida Apartments\New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh... response:	Why did you give it to Ebina-chan?! That makes no sense!
context: New Tenants Wanted!\R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense! response:	You four-eyed corporate slave!
context: R-Really. Thank you very much!\No problem. See you later.\U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave! response:	Hey, wait...
context: No problem. See you later.\U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait... response:	I-I did it for you!
context: U-Umaru, how long have you...\Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait...\I-I did it for you! response:	That wasn't for me at all!
context: Since the shop!\I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait...\I-I did it for you!\That wasn't for me at all! response:	S-Stop it!
context: I lost right away, so I went to the north entrance shop.\O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait...\I-I did it for you!\That wasn't for me at all!\S-Stop it! response:	Onii-san really is... so nice...
context: O-Oh...\Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait...\I-I did it for you!\That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice... response:	A Few Days Later
context: Why did you give it to Ebina-chan?! That makes no sense!\You four-eyed corporate slave!\Hey, wait...\I-I did it for you!\That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice...\A Few Days Later response:	Delivery!
context: You four-eyed corporate slave!\Hey, wait...\I-I did it for you!\That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice...\A Few Days Later\Delivery! response:	In the end, she got the giant Necolumbus through a net auction...
context: Hey, wait...\I-I did it for you!\That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice...\A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction... response:	at my expense.
context: I-I did it for you!\That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice...\A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense. response:	Last Fantasy 15
context: That wasn't for me at all!\S-Stop it!\Onii-san really is... so nice...\A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15 response:	Finally on Sale!
context: S-Stop it!\Onii-san really is... so nice...\A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15\Finally on Sale! response:	Finally on Sale!
context: Onii-san really is... so nice...\A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15\Finally on Sale!\Finally on Sale! response:	Onii-chan! Buy me Last Fantasy 15 !
context: A Few Days Later\Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15\Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 ! response:	No. I bought you Wyvern Quest not long ago.
context: Delivery!\In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15\Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago. response:	Umaru, we're here to buy groceries today. I'm not buying you a game.
context: In the end, she got the giant Necolumbus through a net auction...\at my expense.\Last Fantasy 15\Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game. response:	I know, Onii-chan.
context: at my expense.\Last Fantasy 15\Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan. response:	Then why are you giving me that expectant look?
context: Last Fantasy 15\Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look? response:	Onii-chan is weak against pressure,
context: Finally on Sale!\Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure, response:	so if I throw a tantrum in public, he'll buy it for me.
context: Finally on Sale!\Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me. response:	Even if she throws a tantrum in public,
context: Onii-chan! Buy me Last Fantasy 15 !\No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public, response:	I need to make sure I don't buy it.
context: No. I bought you Wyvern Quest not long ago.\Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it. response:	All right. This should do it.
context: Umaru, we're here to buy groceries today. I'm not buying you a game.\I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it. response:	Almost time to head to the game shop...
context: I know, Onii-chan.\Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop... response:	Oh, Ebina-chan.
context: Then why are you giving me that expectant look?\Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan. response:	What?!
context: Onii-chan is weak against pressure,\so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan.\What?! response:	Oh, h-hello, Onii-san!
context: so if I throw a tantrum in public, he'll buy it for me.\Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san! response:	Umaruun
context: Even if she throws a tantrum in public,\I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san!\Umaruun response:	Oh? Ebina-chan.
context: I need to make sure I don't buy it.\All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan. response:	What a coincidence. Are you shopping, too?
context: All right. This should do it.\Almost time to head to the game shop...\Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too? response:	Yeah. I always shop for groceries here.
context: Almost time to head to the game shop...\Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here. response:	Oh, I see.
context: Oh, Ebina-chan.\What?!\Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see. response:	Her outside face is so sweet, as always...
context: What?!\Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always... response:	I've got it!
context: Oh, h-hello, Onii-san!\Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always...\I've got it! response:	Um... Are you sure you don't mind buying me lunch?
context: Umaruun\Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch? response:	Yeah. It is lunchtime, after all.
context: Oh? Ebina-chan.\What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all. response:	Well, if you insist...
context: What a coincidence. Are you shopping, too?\Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist... response:	Wow... Everything looks so delicious.
context: Yeah. I always shop for groceries here.\Oh, I see.\Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious. response:	She won't be able to beg for the game in front of Ebina-chan.
context: Oh, I see.\Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan. response:	You have to learn some restraint.
