context: The landscape around here has become a lot spikier. response:	Our depth is...
context: What's with this creature?!\Does it actually know what that thing is?!\Be careful, Reg!\The primeval creatures of the depths that Ozen was talking about have amazing intuition like that.\Here it comes!\Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella! response:	Alright!
context: Does it actually know what that thing is?!\Be careful, Reg!\The primeval creatures of the depths that Ozen was talking about have amazing intuition like that.\Here it comes!\Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright! response:	Halt!
context: Be careful, Reg!\The primeval creatures of the depths that Ozen was talking about have amazing intuition like that.\Here it comes!\Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright!\Halt! response:	I-I don't think that thing was nearly big enough...
context: The primeval creatures of the depths that Ozen was talking about have amazing intuition like that.\Here it comes!\Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright!\Halt!\I-I don't think that thing was nearly big enough... response:	It didn't work, Riko!
context: Here it comes!\Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright!\Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko! response:	Let's make our way toward the Blaze Re-
context: Reg, take this!\It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright!\Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re- response:	R-Reg...
context: It should recoil from things bigger than itself!\So, use this Scaled Umbrella!\Alright!\Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg... response:	Th-the poison will...
context: So, use this Scaled Umbrella!\Alright!\Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will... response:	We need something to constrict it...
context: Alright!\Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will...\We need something to constrict it... response:	S-sorry, Reg...
context: Halt!\I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will...\We need something to constrict it...\S-sorry, Reg... response:	Reg!
context: I-I don't think that thing was nearly big enough...\It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will...\We need something to constrict it...\S-sorry, Reg...\Reg! response:	Riko, this is going to hurt a little.
context: It didn't work, Riko!\Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will...\We need something to constrict it...\S-sorry, Reg...\Reg!\Riko, this is going to hurt a little. response:	What should I do?!
context: Let's make our way toward the Blaze Re-\R-Reg...\Th-the poison will...\We need something to constrict it...\S-sorry, Reg...\Reg!\Riko, this is going to hurt a little.\What should I do?! response:	Riko, hold out your arm.
context: R-Reg...\Th-the poison will...\We need something to constrict it...\S-sorry, Reg...\Reg!\Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm. response:	What do I have to do to save Riko?!
context: Th-the poison will...\We need something to constrict it...\S-sorry, Reg...\Reg!\Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?! response:	The Blaze Reap is...!
context: We need something to constrict it...\S-sorry, Reg...\Reg!\Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...! response:	Damn!
context: S-sorry, Reg...\Reg!\Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...!\Damn! response:	It's submerged...
context: Reg!\Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...!\Damn!\It's submerged... response:	Even if I act as a decoy, Riko can't search for it in her current state.
context: Riko, this is going to hurt a little.\What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...!\Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state. response:	My Incinerator?!
context: What should I do?!\Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...!\Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?! response:	No!
context: Riko, hold out your arm.\What do I have to do to save Riko?!\The Blaze Reap is...!\Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No! response:	If I faint for two hours, what will become of Riko?!
context: What do I have to do to save Riko?!\The Blaze Reap is...!\Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No!\If I faint for two hours, what will become of Riko?! response:	Escape...
context: The Blaze Reap is...!\Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No!\If I faint for two hours, what will become of Riko?!\Escape... response:	Escaping is our only option.
context: Damn!\It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No!\If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option. response:	However, given its quickness and ability to predict our movements...
context: It's submerged...\Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No!\If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements... response:	we won't be able to shake it by running.
context: Even if I act as a decoy, Riko can't search for it in her current state.\My Incinerator?!\No!\If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running. response:	If that's the case...
context: My Incinerator?!\No!\If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case... response:	Up it is!
context: No!\If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case...\Up it is! response:	But, the strain of ascending in the fourth level is...
context: If I faint for two hours, what will become of Riko?!\Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case...\Up it is!\But, the strain of ascending in the fourth level is... response:	intense pain throughout the body and bleeding...
context: Escape...\Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case...\Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding... response:	Riko!
context: Escaping is our only option.\However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case...\Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko! response:	Do it... Please.
context: However, given its quickness and ability to predict our movements...\we won't be able to shake it by running.\If that's the case...\Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko!\Do it... Please. response:	Y-you say that, but...
context: we won't be able to shake it by running.\If that's the case...\Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko!\Do it... Please.\Y-you say that, but... response:	Please!
context: If that's the case...\Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko!\Do it... Please.\Y-you say that, but...\Please! response:	I'm sorry, Reg.
context: Up it is!\But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko!\Do it... Please.\Y-you say that, but...\Please!\I'm sorry, Reg. response:	Seems... I don't have... much time...
context: But, the strain of ascending in the fourth level is...\intense pain throughout the body and bleeding...\Riko!\Do it... Please.\Y-you say that, but...\Please!\I'm sorry, Reg.\Seems... I don't have... much time... response:	Riko, pull yourself together! Riko!
context: intense pain throughout the body and bleeding...\Riko!\Do it... Please.\Y-you say that, but...\Please!\I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko! response:	Please wake up!
context: Riko!\Do it... Please.\Y-you say that, but...\Please!\I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up! response:	Reg...
context: Do it... Please.\Y-you say that, but...\Please!\I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up!\Reg... response:	Reg, what's the matter?
context: Y-you say that, but...\Please!\I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up!\Reg...\Reg, what's the matter? response:	I feel kinda strange...
context: Please!\I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up!\Reg...\Reg, what's the matter?\I feel kinda strange... response:	Riko, what are you talking about? I feel kinda strange...
context: I'm sorry, Reg.\Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up!\Reg...\Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange... response:	Get a hold of yourself!
context: Seems... I don't have... much time...\Riko, pull yourself together! Riko!\Please wake up!\Reg...\Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself! response:	Oh?
context: Riko, pull yourself together! Riko!\Please wake up!\Reg...\Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh? response:	It doesn't hurt that much...
context: Please wake up!\Reg...\Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh?\It doesn't hurt that much... response:	What is this?!
context: Reg...\Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh?\It doesn't hurt that much...\What is this?! response:	Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?
context: Reg, what's the matter?\I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh?\It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood? response:	I see...
context: I feel kinda strange...\Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh?\It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see... response:	Well, now to just stop the bleeding and...
context: Riko, what are you talking about? I feel kinda strange...\Get a hold of yourself!\Oh?\It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and... response:	Yes... That's it...
context: Get a hold of yourself!\Oh?\It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and...\Yes... That's it... response:	Reg...
context: Oh?\It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and...\Yes... That's it...\Reg... response:	I'm... alright...
context: It doesn't hurt that much...\What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and...\Yes... That's it...\Reg...\I'm... alright... response:	After... the poison's out... stop the bleed-
context: What is this?!\Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and...\Yes... That's it...\Reg...\I'm... alright...\After... the poison's out... stop the bleed- response:	Riko, wake up!
context: Riko, doesn't it seem like the Curse of the Abyss caused the poison to be expelled first before your own blood?\I see...\Well, now to just stop the bleeding and...\Yes... That's it...\Reg...\I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up! response:	Reg, I'm alright...
context: I see...\Well, now to just stop the bleeding and...\Yes... That's it...\Reg...\I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright... response:	Damn it! Now she's also hallucinating!
context: Well, now to just stop the bleeding and...\Yes... That's it...\Reg...\I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating! response:	Is that'cause we're close to the third layer?!
context: Yes... That's it...\Reg...\I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?! response:	After I wipe the blood, more streams out...
context: Reg...\I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out... response:	Calm down!
context: I'm... alright...\After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down! response:	At any rate, I need to check on the wound...
context: After... the poison's out... stop the bleed-\Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound... response:	I-it's swelled to several times normal size...
context: Riko, wake up!\Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size... response:	H-her glove... I need to take it off.
context: Reg, I'm alright...\Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off. response:	D-did that hurt? Sorry...!
context: Damn it! Now she's also hallucinating!\Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...! response:	Reg...
context: Is that'cause we're close to the third layer?!\After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg... response:	Riko! I'm here!
context: After I wipe the blood, more streams out...\Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg...\Riko! I'm here! response:	It's, uh... too swollen, so I can't get the glove off.
context: Calm down!\At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off. response:	What should I do?
context: At any rate, I need to check on the wound...\I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do? response:	What can I do to save you?!
context: I-it's swelled to several times normal size...\H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?! response:	Does it hurt? Please just say something.
context: H-her glove... I need to take it off.\D-did that hurt? Sorry...!\Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?!\Does it hurt? Please just say something. response:	Cut it...
context: D-did that hurt? Sorry...!\Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?!\Does it hurt? Please just say something.\Cut it... response:	Huh?!
context: Reg...\Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?!\Does it hurt? Please just say something.\Cut it...\Huh?! response:	Cut it... off.
context: Riko! I'm here!\It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?!\Does it hurt? Please just say something.\Cut it...\Huh?!\Cut it... off. response:	A-are you out of your mind, Riko?!
context: It's, uh... too swollen, so I can't get the glove off.\What should I do?\What can I do to save you?!\Does it hurt? Please just say something.\Cut it...\Huh?!\Cut it... off.\A-are you out of your mind, Riko?! response:	If I do that, you'll...!
context: What should I do?\What can I do to save you?!\Does it hurt? Please just say something.\Cut it...\Huh?!\Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...! response:	R-Reg...
context: What can I do to save you?!\Does it hurt? Please just say something.\Cut it...\Huh?!\Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg... response:	Please...
context: Does it hurt? Please just say something.\Cut it...\Huh?!\Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg...\Please... response:	If you don't...
context: Cut it...\Huh?!\Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg...\Please...\If you don't... response:	I-I'll die...
context: Huh?!\Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg...\Please...\If you don't...\I-I'll die... response:	Reg...
context: Cut it... off.\A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg...\Please...\If you don't...\I-I'll die...\Reg... response:	I'm scared...
context: A-are you out of your mind, Riko?!\If I do that, you'll...!\R-Reg...\Please...\If you don't...\I-I'll die...\Reg...\I'm scared... response:	I'm so scared...
context: If I do that, you'll...!\R-Reg...\Please...\If you don't...\I-I'll die...\Reg...\I'm scared...\I'm so scared... response:	Reg...
context: R-Reg...\Please...\If you don't...\I-I'll die...\Reg...\I'm scared...\I'm so scared...\Reg... response:	Back then...
context: Please...\If you don't...\I-I'll die...\Reg...\I'm scared...\I'm so scared...\Reg...\Back then... response:	if only I had made Riko stay farther behind me...
context: If you don't...\I-I'll die...\Reg...\I'm scared...\I'm so scared...\Reg...\Back then...\if only I had made Riko stay farther behind me... response:	First...
context: I-I'll die...\Reg...\I'm scared...\I'm so scared...\Reg...\Back then...\if only I had made Riko stay farther behind me...\First... response:	you need to break the bone.
context: Reg...\I'm scared...\I'm so scared...\Reg...\Back then...\if only I had made Riko stay farther behind me...\First...\you need to break the bone. response:	A Black Whistle who had this happen...
context: I'm scared...\I'm so scared...\Reg...\Back then...\if only I had made Riko stay farther behind me...\First...\you need to break the bone.\A Black Whistle who had this happen... response:	said that cutting it off was tough.
context: I'm so scared...\Reg...\Back then...\if only I had made Riko stay farther behind me...\First...\you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough. response:	Back then...
context: Reg...\Back then...\if only I had made Riko stay farther behind me...\First...\you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough.\Back then... response:	if only I had quickly used my Incinerator...
context: Back then...\if only I had made Riko stay farther behind me...\First...\you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator... response:	Back then...
context: if only I had made Riko stay farther behind me...\First...\you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator...\Back then... response:	if only I had been a better shield...
context: First...\you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield... response:	This is no time to cry!
context: you need to break the bone.\A Black Whistle who had this happen...\said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield...\This is no time to cry! response:	The more I hesitate, the more Riko suffers!
context: A Black Whistle who had this happen...\said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers! response:	Here it goes, Riko.
context: said that cutting it off was tough.\Back then...\if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko. response:	Wh-what am I even doing...?
context: Back then...\if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...? response:	Reg...
context: if only I had quickly used my Incinerator...\Back then...\if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...?\Reg... response:	Don't leave me!
context: Back then...\if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...?\Reg...\Don't leave me! response:	Riko! It's me! I'm right here!
context: if only I had been a better shield...\This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...?\Reg...\Don't leave me!\Riko! It's me! I'm right here! response:	Don't... go...
context: This is no time to cry!\The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...?\Reg...\Don't leave me!\Riko! It's me! I'm right here!\Don't... go... response:	Me, too... together... to the netherworld's... bottom...
context: The more I hesitate, the more Riko suffers!\Here it goes, Riko.\Wh-what am I even doing...?\Reg...\Don't leave me!\Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom... response:	Riko... your consciousness is already...
context: Here it goes, Riko.\Wh-what am I even doing...?\Reg...\Don't leave me!\Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already... response:	I'll definitely take you there!
context: Wh-what am I even doing...?\Reg...\Don't leave me!\Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there! response:	You've got an awful fever...
context: Reg...\Don't leave me!\Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever... response:	Don't YOU go and leave ME behind...
context: Don't leave me!\Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind... response:	Hurry...
context: Riko! It's me! I'm right here!\Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry... response:	Hurry!
context: Don't... go...\Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry...\Hurry! response:	M-my hands are shaking...
context: Me, too... together... to the netherworld's... bottom...\Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry...\Hurry!\M-my hands are shaking... response:	Pull yourself together!
context: Riko... your consciousness is already...\I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry...\Hurry!\M-my hands are shaking...\Pull yourself together! response:	Otherwise, Riko will suffer all the more!
context: I'll definitely take you there!\You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry...\Hurry!\M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more! response:	Damn you! Don't get in my way!
context: You've got an awful fever...\Don't YOU go and leave ME behind...\Hurry...\Hurry!\M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way! response:	Not near Riko! Stay away from Riko!
context: Don't YOU go and leave ME behind...\Hurry...\Hurry!\M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko! response:	Get outta here!
context: Hurry...\Hurry!\M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here! response:	Damn it!
context: Hurry!\M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here!\Damn it! response:	She's not breathing!
context: M-my hands are shaking...\Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here!\Damn it!\She's not breathing! response:	Riko!
context: Pull yourself together!\Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here!\Damn it!\She's not breathing!\Riko! response:	Please breathe!
context: Otherwise, Riko will suffer all the more!\Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here!\Damn it!\She's not breathing!\Riko!\Please breathe! response:	Riko! Riko!
context: Damn you! Don't get in my way!\Not near Riko! Stay away from Riko!\Get outta here!\Damn it!\She's not breathing!\Riko!\Please breathe!\Riko! Riko! response:	Riko!
context: Not near Riko! Stay away from Riko!\Get outta here!\Damn it!\She's not breathing!\Riko!\Please breathe!\Riko! Riko!\Riko! response:	Riko...
context: Get outta here!\Damn it!\She's not breathing!\Riko!\Please breathe!\Riko! Riko!\Riko!\Riko... response:	hold on...
context: Damn it!\She's not breathing!\Riko!\Please breathe!\Riko! Riko!\Riko!\Riko...\hold on... response:	Riko...
context: She's not breathing!\Riko!\Please breathe!\Riko! Riko!\Riko!\Riko...\hold on...\Riko... response:	Don't leave me behind, Riko!
context: Riko!\Please breathe!\Riko! Riko!\Riko!\Riko...\hold on...\Riko...\Don't leave me behind, Riko! response:	Riko!
context: Please breathe!\Riko! Riko!\Riko!\Riko...\hold on...\Riko...\Don't leave me behind, Riko!\Riko! response:	Open your eyes!
context: Riko! Riko!\Riko!\Riko...\hold on...\Riko...\Don't leave me behind, Riko!\Riko!\Open your eyes! response:	Please open your eyes!
context: Riko!\Riko...\hold on...\Riko...\Don't leave me behind, Riko!\Riko!\Open your eyes!\Please open your eyes! response:	Riko!
context: Riko...\hold on...\Riko...\Don't leave me behind, Riko!\Riko!\Open your eyes!\Please open your eyes!\Riko! response:	You're so noisy...
context: hold on...\Riko...\Don't leave me behind, Riko!\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy... response:	That girl...
context: Riko...\Don't leave me behind, Riko!\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl... response:	Her heart is still beating...
context: Don't leave me behind, Riko!\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating... response:	It's likely to stop any moment now, though.
context: Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though. response:	Wh-what are you?!
context: Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?! response:	I'm a just a fluffy stuffed doll.
context: Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll. response:	I've come here to comfort you two...
context: Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two... response:	Wh-what?!
context: You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?! response:	Just who the heck are you?!
context: That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?! response:	I'm happy to properly introduce myself...
context: Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself... response:	but first wouldn't it be best to hear about how to save her?
context: It's likely to stop any moment now, though.\Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her? response:	Riko...
context: Wh-what are you?!\I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko... response:	This's quite bad...
context: I'm a just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad... response:	What should I do...?
context: I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...? response:	Please tell me! I want to save Riko!
