context: What was that all about? response:	What do you mean?
context: but when you saw my expression, you came to your senses\and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors. response:	That's why I said: you're not good enough.
context: and understood that if I played anything but paper, I couldn't win.\You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough. response:	This game was going to end with me winning anyway.
context: You eliminated my chances at winning. That was good.\Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway. response:	It was over from the start.
context: Still, you should've picked paper.\But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start. response:	You mean you were after a tie, right?
context: But... with scissors, I'd have twice as high a chance of winning as with paper!\That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right? response:	I understand.
context: That's how I was able to predict you'd pick scissors!\If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right?\I understand. response:	I can find you a place to stay.
context: If you'd been able to figure out that I had figured all that out,\you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right?\I understand.\I can find you a place to stay. response:	Nope.
context: you would've been able to play paper instead of scissors.\That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right?\I understand.\I can find you a place to stay.\Nope. response:	Little sister, what did I say?
context: That's why I said: you're not good enough.\This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right?\I understand.\I can find you a place to stay.\Nope.\Little sister, what did I say? response:	She would grant you a little favor.
context: This game was going to end with me winning anyway.\It was over from the start.\You mean you were after a tie, right?\I understand.\I can find you a place to stay.\Nope.\Little sister, what did I say?\She would grant you a little favor. response:	And what did I say that would be?
context: It was over from the start.\You mean you were after a tie, right?\I understand.\I can find you a place to stay.\Nope.\Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be? response:	You didn't say.
context: You mean you were after a tie, right?\I understand.\I can find you a place to stay.\Nope.\Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be?\You didn't say. response:	W-Wait!
context: I understand.\I can find you a place to stay.\Nope.\Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be?\You didn't say.\W-Wait! response:	That's not true!
context: I can find you a place to stay.\Nope.\Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be?\You didn't say.\W-Wait!\That's not true! response:	I checked!
context: Nope.\Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be?\You didn't say.\W-Wait!\That's not true!\I checked! response:	I asked if you wanted a place to stay!
context: Little sister, what did I say?\She would grant you a little favor.\And what did I say that would be?\You didn't say.\W-Wait!\That's not true!\I checked!\I asked if you wanted a place to stay! response:	Yup.
context: She would grant you a little favor.\And what did I say that would be?\You didn't say.\W-Wait!\That's not true!\I checked!\I asked if you wanted a place to stay!\Yup. response:	But did I respond?
context: And what did I say that would be?\You didn't say.\W-Wait!\That's not true!\I checked!\I asked if you wanted a place to stay!\Yup.\But did I respond? response:	No way... That can't be...
context: You didn't say.\W-Wait!\That's not true!\I checked!\I asked if you wanted a place to stay!\Yup.\But did I respond?\No way... That can't be... response:	I only convinced myself that he'd want a place to stay?
context: W-Wait!\That's not true!\I checked!\I asked if you wanted a place to stay!\Yup.\But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay? response:	In other words, the biggest trap in this game was the fact
context: That's not true!\I checked!\I asked if you wanted a place to stay!\Yup.\But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact response:	that you carried the same risk whether you lost or tied.
context: I checked!\I asked if you wanted a place to stay!\Yup.\But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied. response:	But... that's fraud!
context: I asked if you wanted a place to stay!\Yup.\But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud! response:	I obeyed all the pledges when I challenged you.
context: Yup.\But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you. response:	It's your fault for not checking.
context: But did I respond?\No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking. response:	I guess it's time
context: No way... That can't be...\I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time response:	to tell you what my little favor is.
context: I only convinced myself that he'd want a place to stay?\In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time\to tell you what my little favor is. response:	Fall...
context: In other words, the biggest trap in this game was the fact\that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time\to tell you what my little favor is.\Fall... response:	Huh?
context: that you carried the same risk whether you lost or tied.\But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time\to tell you what my little favor is.\Fall...\Huh? response:	What do you think of your brother's perfect plan, little sister?
context: But... that's fraud!\I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time\to tell you what my little favor is.\Fall...\Huh?\What do you think of your brother's perfect plan, little sister? response:	Pledge six: Any bets made in accordance with the pledges must be upheld.
context: I obeyed all the pledges when I challenged you.\It's your fault for not checking.\I guess it's time\to tell you what my little favor is.\Fall...\Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld. response:	if I make her fall in love with me,
context: It's your fault for not checking.\I guess it's time\to tell you what my little favor is.\Fall...\Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me, response:	she'll give me all her money and a place to stay!
context: I guess it's time\to tell you what my little favor is.\Fall...\Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay! response:	Brother, if you'd said you now belong to me,
context: to tell you what my little favor is.\Fall...\Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me, response:	you would've had all of that.
context: Fall...\Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that. response:	Huh?
context: Huh?\What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that.\Huh? response:	Brother, did your own desires take over?
context: What do you think of your brother's perfect plan, little sister?\Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that.\Huh?\Brother, did your own desires take over? response:	It can't be...
context: Pledge six: Any bets made in accordance with the pledges must be upheld.\if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that.\Huh?\Brother, did your own desires take over?\It can't be... response:	Did my fear that I'd never get a girlfriend for the rest of my life
context: if I make her fall in love with me,\she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that.\Huh?\Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life response:	if I let this chance pass dull my judgment?!
context: she'll give me all her money and a place to stay!\Brother, if you'd said you now belong to me,\you would've had all of that.\Huh?\Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?! response:	Did I do that?! Me?! Impossible! How could I make a mistake like that?!
context: Brother, if you'd said you now belong to me,\you would've had all of that.\Huh?\Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?! response:	You said you didn't need a girlfriend.
context: you would've had all of that.\Huh?\Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend. response:	You said all you needed was me.
context: Huh?\Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me. response:	Shiro...
context: Brother, did your own desires take over?\It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me.\Shiro... response:	It was just a tough front! I'm so sorry!
context: It can't be...\Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry! response:	I mean, I can't go after my sister!
context: Did my fear that I'd never get a girlfriend for the rest of my life\if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister! response:	Plus, you're like, eleven!
context: if I let this chance pass dull my judgment?!\Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven! response:	I'm a healthy young man, you know?
context: Did I do that?! Me?! Impossible! How could I make a mistake like that?!\You said you didn't need a girlfriend.\You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know? response:	I've got sexual needs, and sexual needs, and sexual needs!
context: You said you didn't need a girlfriend.\You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs! response:	And even sexual needs!
context: You said all you needed was me.\Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs! response:	That's important, you know!
context: Shiro...\It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know! response:	You said it four times...
context: It was just a tough front! I'm so sorry!\I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know!\You said it four times... response:	I know the ten pledges are absolute,
context: I mean, I can't go after my sister!\Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know!\You said it four times...\I know the ten pledges are absolute, response:	but the fact that I feel jealous as he ignores me to talk to his sister...
context: Plus, you're like, eleven!\I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know!\You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister... response:	I refuse...
context: I'm a healthy young man, you know?\I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know!\You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse... response:	I refuse...
context: I've got sexual needs, and sexual needs, and sexual needs!\And even sexual needs!\That's important, you know!\You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse... response:	I refuse to accept it!
context: And even sexual needs!\That's important, you know!\You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse...\I refuse to accept it! response:	No! This isn't right!
context: That's important, you know!\You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse...\I refuse to accept it!\No! This isn't right! response:	Falling in love isn't supposed to be a permanent thing!
context: You said it four times...\I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse...\I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing! response:	In other words, if I can just maintain a strong will...
context: I know the ten pledges are absolute,\but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse...\I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will... response:	Hey.
context: but the fact that I feel jealous as he ignores me to talk to his sister...\I refuse...\I refuse...\I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey. response:	Yes?
context: I refuse...\I refuse...\I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey.\Yes? response:	Can I call you Steph?
context: I refuse...\I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey.\Yes?\Can I call you Steph? response:	Of course!
context: I refuse to accept it!\No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey.\Yes?\Can I call you Steph?\Of course! response:	No! No! This isn't me!
context: No! This isn't right!\Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey.\Yes?\Can I call you Steph?\Of course!\No! No! This isn't me! response:	Hey, Steph.
context: Falling in love isn't supposed to be a permanent thing!\In other words, if I can just maintain a strong will...\Hey.\Yes?\Can I call you Steph?\Of course!\No! No! This isn't me!\Hey, Steph. response:	Yes?
context: In other words, if I can just maintain a strong will...\Hey.\Yes?\Can I call you Steph?\Of course!\No! No! This isn't me!\Hey, Steph.\Yes? response:	Let me live in the palace with you.
context: Hey.\Yes?\Can I call you Steph?\Of course!\No! No! This isn't me!\Hey, Steph.\Yes?\Let me live in the palace with you. response:	With pleasure!
context: Yes?\Can I call you Steph?\Of course!\No! No! This isn't me!\Hey, Steph.\Yes?\Let me live in the palace with you.\With pleasure! response:	No! No! Nooo!
context: Can I call you Steph?\Of course!\No! No! This isn't me!\Hey, Steph.\Yes?\Let me live in the palace with you.\With pleasure!\No! No! Nooo! response:	I see. So this is the power of the pledges.
context: Of course!\No! No! This isn't me!\Hey, Steph.\Yes?\Let me live in the palace with you.\With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges. response:	Brother...
context: No! No! This isn't me!\Hey, Steph.\Yes?\Let me live in the palace with you.\With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges.\Brother... response:	Congratulations on graduating from being a virgin.
context: Hey, Steph.\Yes?\Let me live in the palace with you.\With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin. response:	What is she saying? I can't...
context: Yes?\Let me live in the palace with you.\With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't... response:	No, no! I'm not letting anything R-rated happen in front of you!
context: Let me live in the palace with you.\With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you! response:	I don't mind.
context: With pleasure!\No! No! Nooo!\I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind. response:	Your brother minds!
context: No! No! Nooo!\I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds! response:	It has to be healthy!
context: I see. So this is the power of the pledges.\Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds!\It has to be healthy! response:	To*** City Raising Healthy Young Adults Law
context: Brother...\Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law response:	Let's obey the ethics laws!
context: Congratulations on graduating from being a virgin.\What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws! response:	Then keep it just to this side of healthy.
context: What is she saying? I can't...\No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy. response:	Fondling breasts for reasons beyond his control!
context: No, no! I'm not letting anything R-rated happen in front of you!\I don't mind.\Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control! response:	It was beyond my control!
context: I don't mind.\Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control! response:	Boobs...
context: Your brother minds!\It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs... response:	Lots of boobs...
context: It has to be healthy!\To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs...\Lots of boobs... response:	H-How wonderful!
context: To*** City Raising Healthy Young Adults Law\Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs...\Lots of boobs...\H-How wonderful! response:	Off
context: Let's obey the ethics laws!\Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs...\Lots of boobs...\H-How wonderful!\Off response:	And then her skirt lifts up, leading to...
context: Then keep it just to this side of healthy.\Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs...\Lots of boobs...\H-How wonderful!\Off\And then her skirt lifts up, leading to... response:	A panty shot.
context: Fondling breasts for reasons beyond his control!\It was beyond my control!\Boobs...\Lots of boobs...\H-How wonderful!\Off\And then her skirt lifts up, leading to...\A panty shot. response:	N-Not... right... now!
context: It was beyond my control!\Boobs...\Lots of boobs...\H-How wonderful!\Off\And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now! response:	Sora! Are you oka
context: Boobs...\Lots of boobs...\H-How wonderful!\Off\And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now!\Sora! Are you oka response:	I'm sorry. I'm sorry. I'm sorry!
context: Lots of boobs...\H-How wonderful!\Off\And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry! response:	I'm sorry. I'm sorry. I'm sorry!
context: H-How wonderful!\Off\And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry! response:	Forgive me!
context: Off\And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me! response:	I thought, if I missed this chance,
context: And then her skirt lifts up, leading to...\A panty shot.\N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance, response:	I'd never get to touch boobs in my whole life.
context: A panty shot.\N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life. response:	I'm a guy, you know, and we want these things.
context: N-Not... right... now!\Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things. response:	What's going on
context: Sora! Are you oka\I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on response:	I'm horrible, I know! I'm a pervert!
context: I'm sorry. I'm sorry. I'm sorry!\I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert! response:	I'm sorry! I'm sorry! I'm sorry!
context: I'm sorry. I'm sorry. I'm sorry!\Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry! response:	Where are you, brother?
context: Forgive me!\I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother? response:	Don't leave me alone.
context: I thought, if I missed this chance,\I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone. response:	Is this what happens when you two are apart?
context: I'd never get to touch boobs in my whole life.\I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart? response:	Brother!
context: I'm a guy, you know, and we want these things.\What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart?\Brother! response:	Shiro!
context: What's going on\I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart?\Brother!\Shiro! response:	Whew!
context: I'm horrible, I know! I'm a pervert!\I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart?\Brother!\Shiro!\Whew! response:	Whew!
context: I'm sorry! I'm sorry! I'm sorry!\Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart?\Brother!\Shiro!\Whew!\Whew! response:	What is wrong with you two?
context: Where are you, brother?\Don't leave me alone.\Is this what happens when you two are apart?\Brother!\Shiro!\Whew!\Whew!\What is wrong with you two? response:	Elkia Palace
context: Don't leave me alone.\Is this what happens when you two are apart?\Brother!\Shiro!\Whew!\Whew!\What is wrong with you two?\Elkia Palace response:	You're from another world?
context: Is this what happens when you two are apart?\Brother!\Shiro!\Whew!\Whew!\What is wrong with you two?\Elkia Palace\You're from another world? response:	Yeah.
context: Brother!\Shiro!\Whew!\Whew!\What is wrong with you two?\Elkia Palace\You're from another world?\Yeah. response:	So that's why you don't have a place to stay.
context: Shiro!\Whew!\Whew!\What is wrong with you two?\Elkia Palace\You're from another world?\Yeah.\So that's why you don't have a place to stay. response:	You believe we came from another world?
context: Whew!\Whew!\What is wrong with you two?\Elkia Palace\You're from another world?\Yeah.\So that's why you don't have a place to stay.\You believe we came from another world? response:	There is such a thing as summoning magic.
context: Whew!\What is wrong with you two?\Elkia Palace\You're from another world?\Yeah.\So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic. response:	It's possible.
context: What is wrong with you two?\Elkia Palace\You're from another world?\Yeah.\So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic.\It's possible. response:	It really is a fantasy world.
context: Elkia Palace\You're from another world?\Yeah.\So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic.\It's possible.\It really is a fantasy world. response:	More importantly, what is going on here?
context: You're from another world?\Yeah.\So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic.\It's possible.\It really is a fantasy world.\More importantly, what is going on here? response:	Oh, Shiro doesn't like to take baths.
context: Yeah.\So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic.\It's possible.\It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths. response:	She says I'm not allowed to watch,
context: So that's why you don't have a place to stay.\You believe we came from another world?\There is such a thing as summoning magic.\It's possible.\It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch, response:	because that would be child porn, so she never takes one.
context: You believe we came from another world?\There is such a thing as summoning magic.\It's possible.\It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one. response:	So we've invited our good friend Mr. Steam to help out.
context: There is such a thing as summoning magic.\It's possible.\It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out. response:	I don't like you, brother.
context: It's possible.\It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother. response:	Then why don't you just go outside?
context: It really is a fantasy world.\More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside? response:	Shiro and I can't be more than a certain distance apart.
context: More importantly, what is going on here?\Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart. response:	Thus, Mr. Steam's presence is an absolute necessity.
