context: We're here. response:	Keep out
context: Even if Miss Asahina turns into Superwoman?\Compared to a Colossi appearing, it would be a small price to pay.\Doesn't it seem that it would be simpler to deal with\a single occurrence of an abnormal phenomenon\rather than have the whole world rebuilt from scratch?\It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over? response:	That's a frightening thought.
context: Compared to a Colossi appearing, it would be a small price to pay.\Doesn't it seem that it would be simpler to deal with\a single occurrence of an abnormal phenomenon\rather than have the whole world rebuilt from scratch?\It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought. response:	Although if you took full responsibility for it, I wouldn't stop you.
context: Doesn't it seem that it would be simpler to deal with\a single occurrence of an abnormal phenomenon\rather than have the whole world rebuilt from scratch?\It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you. response:	The weight of the world weighs too heavily on my shoulders.
context: a single occurrence of an abnormal phenomenon\rather than have the whole world rebuilt from scratch?\It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders. response:	I'll be all right. I'll find a way to deal with it.
context: rather than have the whole world rebuilt from scratch?\It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it. response:	I feel so unworthy of her selflessness.
context: It's all about the same to me.\How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness. response:	Normal people who are being mind-controlled by Yuki, the evil alien
context: How about we hit Haruhi from behind\and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien response:	Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!
context: and keep her unconscious until the school festival is over?\That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles! response:	These are your roles!
context: That's a frightening thought.\Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles! response:	In other words, because Mikuru is a hero, she can't hurt normal people.
context: Although if you took full responsibility for it, I wouldn't stop you.\The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people. response:	Mikuru Yuki Normal people
context: The weight of the world weighs too heavily on my shoulders.\I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people response:	Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.
context: I'll be all right. I'll find a way to deal with it.\I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her. response:	And so Mikuru, unable to defend herself, gets beaten up.
context: I feel so unworthy of her selflessness.\Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up. response:	So Mikuru gets beat up, huh?
context: Normal people who are being mind-controlled by Yuki, the evil alien\Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh? response:	First, throw Mikuru into the lake.
context: Normal people who are being mind-controlled by Yuki, the evil alien These are your roles!\These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake. response:	Hold on, into this lake? It might be warm, but it's still autumn.
context: These are your roles!\In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn. response:	And I couldn't call that water clean, even if I was trying to whitewash it.
context: In other words, because Mikuru is a hero, she can't hurt normal people.\Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it. response:	M-M-Miss Suzumiya, could we at least use a heated pool or...
context: Mikuru Yuki Normal people\Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or... response:	This is a pretty harsh shoot.
context: Mikuru Yuki Normal people Yuki knows this, and uses her magic to control some normal people to attack her.\And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot. response:	But Mikuru, in order to get the realism we're aiming for, we have to pay this price!
context: And so Mikuru, unable to defend herself, gets beaten up.\So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price! response:	And this is an obstacle that you have to overcome, Mikuru!
context: So Mikuru gets beat up, huh?\First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru! response:	This is a chance for you to take a big step up as an actress!
context: First, throw Mikuru into the lake.\Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress! response:	Do you understand? Now go get ready!
context: Hold on, into this lake? It might be warm, but it's still autumn.\And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready! response:	Hey!
context: And I couldn't call that water clean, even if I was trying to whitewash it.\M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey! response:	U-Umm...
context: M-M-Miss Suzumiya, could we at least use a heated pool or...\This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey!\U-Umm... response:	I'll do it!
context: This is a pretty harsh shoot.\But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey!\U-Umm...\I'll do it! response:	That's great, Mikuru!
context: But Mikuru, in order to get the realism we're aiming for, we have to pay this price!\And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey!\U-Umm...\I'll do it!\That's great, Mikuru! response:	And that's why I chose you to be in the brigade!
context: And this is an obstacle that you have to overcome, Mikuru!\This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey!\U-Umm...\I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade! response:	Miss Asahina...
context: This is a chance for you to take a big step up as an actress!\Do you understand? Now go get ready!\Hey!\U-Umm...\I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina... response:	One, two... three!
context: Do you understand? Now go get ready!\Hey!\U-Umm...\I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three! response:	Lord have mercy.
context: Hey!\U-Umm...\I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three!\Lord have mercy. response:	What's wrong? Please hold on to me. Lord have mercy.
context: U-Umm...\I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy. response:	What's wrong? Please hold on to me.
context: I'll do it!\That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me. response:	Good grief.
context: That's great, Mikuru!\And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief. response:	We have enough useless crap to open a street shop, but not a single towel?
context: And that's why I chose you to be in the brigade!\Miss Asahina...\One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel? response:	What's up with that?
context: Miss Asahina...\One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that? response:	Well, I guess this works as the scene where they meet.
context: One, two... three!\Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet. response:	The sense of awkwardness between Itsuki and Mikuru is pretty apparent.
context: Lord have mercy.\What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent. response:	Really? It just seemed like Koizumi being his usual self to me.
context: What's wrong? Please hold on to me. Lord have mercy.\What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me. response:	Now it's time for the next step.
context: What's wrong? Please hold on to me.\Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step. response:	We're going to shoot the scene where Itsuki, having rescued Mikuru,
context: Good grief.\We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru, response:	takes her back to his own house.
context: We have enough useless crap to open a street shop, but not a single towel?\What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house. response:	Hold on. That doesn't connect at all.
context: What's up with that?\Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all. response:	What happened to Nagato or Taniguchi and the others?
context: Well, I guess this works as the scene where they meet.\The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others? response:	The audience won't believe it without some sort of explanation.
context: The sense of awkwardness between Itsuki and Mikuru is pretty apparent.\Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation. response:	Oh, be quiet. They'll get it, even if we don't shoot the scene.
context: Really? It just seemed like Koizumi being his usual self to me.\Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene. response:	Why you... did you just want to see Miss Asahina dumped into the lake?
context: Now it's time for the next step.\We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake? response:	Hey, my house is nearby, and since it looks like Mikuru might catch a cold,
context: We're going to shoot the scene where Itsuki, having rescued Mikuru,\takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold, response:	would it be okay to get her a change of clothes?
context: takes her back to his own house.\Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes? response:	That's perfect!
context: Hold on. That doesn't connect at all.\What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect! response:	Can we use your place, Tsuru?
context: What happened to Nagato or Taniguchi and the others?\The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru? response:	We can shoot the scene where they get friendly with each other!
context: The audience won't believe it without some sort of explanation.\Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other! response:	Yeah, that's cool. Use my place!
context: Oh, be quiet. They'll get it, even if we don't shoot the scene.\Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place! response:	What about us?
context: Why you... did you just want to see Miss Asahina dumped into the lake?\Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us? response:	You can go home.
context: Hey, my house is nearby, and since it looks like Mikuru might catch a cold,\would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us?\You can go home. response:	Good for you, you've been let go.
context: would it be okay to get her a change of clothes?\That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us?\You can go home.\Good for you, you've been let go. response:	It looks like you're about as important to Haruhi as BBs that have been fired.
context: That's perfect!\Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us?\You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired. response:	But that's a pretty happy thing to be.
context: Can we use your place, Tsuru?\We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us?\You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be. response:	Okay, this is my place.
context: We can shoot the scene where they get friendly with each other!\Yeah, that's cool. Use my place!\What about us?\You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place. response:	It's huge.
context: Yeah, that's cool. Use my place!\What about us?\You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place.\It's huge. response:	What kind of evil things do I have to do to live in a place like this?
context: What about us?\You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this? response:	Okay, this is my room. Wait here until Mikuru gets out of the bath.
context: You can go home.\Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath. response:	I feel like my bedroom was made for a cat compared to this.
context: Good for you, you've been let go.\It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this. response:	This is a nice room. It's a perfect location.
context: It looks like you're about as important to Haruhi as BBs that have been fired.\But that's a pretty happy thing to be.\Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location. response:	Oh, yeah. Tsuru, I just thought of something...
context: But that's a pretty happy thing to be.\Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something... response:	Sorry to keep you waiting!
context: Okay, this is my place.\It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting! response:	Thank you.
context: It's huge.\What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you. response:	I'm sorry I'm late.
context: What kind of evil things do I have to do to live in a place like this?\Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you.\I'm sorry I'm late. response:	Here you go.
context: Okay, this is my room. Wait here until Mikuru gets out of the bath.\I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you.\I'm sorry I'm late.\Here you go. response:	Thank you very much.
context: I feel like my bedroom was made for a cat compared to this.\This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you.\I'm sorry I'm late.\Here you go.\Thank you very much. response:	Thank you very much. I'm really being tested by my reason here.
context: This is a nice room. It's a perfect location.\Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you.\I'm sorry I'm late.\Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here. response:	I'm really being tested by my reason here.
context: Oh, yeah. Tsuru, I just thought of something...\Sorry to keep you waiting!\Thank you.\I'm sorry I'm late.\Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here. response:	Miss Asahina, that outfit is absolutely criminal.
context: Sorry to keep you waiting!\Thank you.\I'm sorry I'm late.\Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal. response:	Here you go. Drink up.
context: Thank you.\I'm sorry I'm late.\Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up. response:	Thanks.
context: I'm sorry I'm late.\Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks. response:	Thank you very much.
context: Here you go.\Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks.\Thank you very much. response:	Seeing her drink is another direct hit to my libido.
context: Thank you very much.\Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido. response:	Okay, let's get started.
context: Thank you very much. I'm really being tested by my reason here.\I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started. response:	And so we start shooting.
context: I'm really being tested by my reason here.\Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting. response:	Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.
context: Miss Asahina, that outfit is absolutely criminal.\Here you go. Drink up.\Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room. response:	He lays her on the futon which is already spread out for some reason,
context: Here you go. Drink up.\Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason, response:	and tucks her in.
context: Thanks.\Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in. response:	Mikuru, wake up now.
context: Thank you very much.\Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now. response:	Are you awake?
context: Seeing her drink is another direct hit to my libido.\Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now.\Are you awake? response:	Yes, umm... where is this?
context: Okay, let's get started.\And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now.\Are you awake?\Yes, umm... where is this? response:	This is my room.
context: And so we start shooting.\Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now.\Are you awake?\Yes, umm... where is this?\This is my room. response:	Thank you very much.
context: Koizumi carries Miss Asahina, who is feigning unconsciousness, into his room.\He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now.\Are you awake?\Yes, umm... where is this?\This is my room.\Thank you very much. response:	She seems awfully sexy. Is that acting?
context: He lays her on the futon which is already spread out for some reason,\and tucks her in.\Mikuru, wake up now.\Are you awake?\Yes, umm... where is this?\This is my room.\Thank you very much.\She seems awfully sexy. Is that acting? response:	Bring your faces closer together, you two!
context: and tucks her in.\Mikuru, wake up now.\Are you awake?\Yes, umm... where is this?\This is my room.\Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two! response:	Mikuru, close your eyes! Koizumi, put your arm around her!
context: Mikuru, wake up now.\Are you awake?\Yes, umm... where is this?\This is my room.\Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her! response:	All right, now push her down and kiss her!
context: Are you awake?\Yes, umm... where is this?\This is my room.\Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her! response:	Hold on just a second!
context: Yes, umm... where is this?\This is my room.\Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second! response:	This is going too far in so many ways.
