context: The Third Plate response:	Two
context: That's because your dish lacks both ma and la by a significant margin.\Ma and la? What are you talking about, Nakiri?\You should be ashamed of your ignorance!\Listen, spiciness in Chinese cuisine rests upon two pillars.\The fiery spiciness associated with red chili peppers, la-wei,\La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei response:	The two combined are called ma-la-wei.
context: Ma and la? What are you talking about, Nakiri?\You should be ashamed of your ignorance!\Listen, spiciness in Chinese cuisine rests upon two pillars.\The fiery spiciness associated with red chili peppers, la-wei,\La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei. response:	Huh.
context: You should be ashamed of your ignorance!\Listen, spiciness in Chinese cuisine rests upon two pillars.\The fiery spiciness associated with red chili peppers, la-wei,\La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei.\Huh. response:	Sichuan peppers...
context: Listen, spiciness in Chinese cuisine rests upon two pillars.\The fiery spiciness associated with red chili peppers, la-wei,\La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei.\Huh.\Sichuan peppers... response:	Nikumi used them during the prelims.
context: The fiery spiciness associated with red chili peppers, la-wei,\La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei.\Huh.\Sichuan peppers...\Nikumi used them during the prelims. response:	Chinese cuisine encompasses a very broad range of dishes.
context: La-wei\and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei.\Huh.\Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes. response:	There are eight great regional cuisines across China,
context: and the numbing spiciness associated with Sichuan peppers, ma-wei.\Ma-wei\The two combined are called ma-la-wei.\Huh.\Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China, response:	Anui
context: Ma-wei\The two combined are called ma-la-wei.\Huh.\Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui response:	Hunan
context: The two combined are called ma-la-wei.\Huh.\Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui\Hunan response:	Jiangsu
context: Huh.\Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui\Hunan\Jiangsu response:	each of which developed in a specific climate and local customs.
context: Sichuan peppers...\Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui\Hunan\Jiangsu\each of which developed in a specific climate and local customs. response:	Fujian
context: Nikumi used them during the prelims.\Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui\Hunan\Jiangsu\each of which developed in a specific climate and local customs.\Fujian response:	Zhejiang
context: Chinese cuisine encompasses a very broad range of dishes.\There are eight great regional cuisines across China,\Anui\Hunan\Jiangsu\each of which developed in a specific climate and local customs.\Fujian\Zhejiang response:	Shandong
context: There are eight great regional cuisines across China,\Anui\Hunan\Jiangsu\each of which developed in a specific climate and local customs.\Fujian\Zhejiang\Shandong response:	The ma-la flavor is considered the distinctive characteristic
context: Anui\Hunan\Jiangsu\each of which developed in a specific climate and local customs.\Fujian\Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic response:	Sichuan
context: Hunan\Jiangsu\each of which developed in a specific climate and local customs.\Fujian\Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan response:	of Sichuan cuisine, which is Kuga-senpai's forte
context: Jiangsu\each of which developed in a specific climate and local customs.\Fujian\Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte response:	Sichuan
context: each of which developed in a specific climate and local customs.\Fujian\Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan response:	Hm, hm.
context: Fujian\Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm. response:	Crap!
context: Zhejiang\Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm.\Crap! response:	I gave him useful information!
context: Shandong\The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm.\Crap!\I gave him useful information! response:	That was really helpful.
context: The ma-la flavor is considered the distinctive characteristic\Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm.\Crap!\I gave him useful information!\That was really helpful. response:	Thanks for explaining it to me.
context: Sichuan\of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm.\Crap!\I gave him useful information!\That was really helpful.\Thanks for explaining it to me. response:	F-Forget what I just said!
context: of Sichuan cuisine, which is Kuga-senpai's forte\Sichuan\Hm, hm.\Crap!\I gave him useful information!\That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said! response:	Forget everything!
context: Sichuan\Hm, hm.\Crap!\I gave him useful information!\That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said!\Forget everything! response:	That's impossible.
context: Hm, hm.\Crap!\I gave him useful information!\That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said!\Forget everything!\That's impossible. response:	Yeah, no way.
context: Crap!\I gave him useful information!\That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said!\Forget everything!\That's impossible.\Yeah, no way. response:	That's impossible, Erina-sama.
context: I gave him useful information!\That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said!\Forget everything!\That's impossible.\Yeah, no way.\That's impossible, Erina-sama. response:	I see.
context: That was really helpful.\Thanks for explaining it to me.\F-Forget what I just said!\Forget everything!\That's impossible.\Yeah, no way.\That's impossible, Erina-sama.\I see. response:	So Chinese Cuisine RS's mapo tofu has all that
context: Thanks for explaining it to me.\F-Forget what I just said!\Forget everything!\That's impossible.\Yeah, no way.\That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that response:	lingering flavor despite the sheer spiciness of it
context: F-Forget what I just said!\Forget everything!\That's impossible.\Yeah, no way.\That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it response:	because Kuga-senpai is making good use of the ma-la flavor.
context: Forget everything!\That's impossible.\Yeah, no way.\That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor. response:	That sounds about right.
context: That's impossible.\Yeah, no way.\That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right. response:	His culinary skills are quite advanced, of course,
context: Yeah, no way.\That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course, response:	but there can be yet another reason why his spiciness is so addictive.
context: That's impossible, Erina-sama.\I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive. response:	Huh?
context: I see.\So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh? response:	From a biological standpoint, spiciness is not about the sense of taste,
context: So Chinese Cuisine RS's mapo tofu has all that\lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste, response:	but about the sense of pain!
context: lingering flavor despite the sheer spiciness of it\because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain! response:	Huh, so it's about how much it hurts.
context: because Kuga-senpai is making good use of the ma-la flavor.\That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts. response:	That's right.
context: That sounds about right.\His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts.\That's right. response:	Spiciness is not sensed by the same flavor receptors
context: His culinary skills are quite advanced, of course,\but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors response:	that handle sweetness, bitterness, sourness, saltiness, and umami.
context: but there can be yet another reason why his spiciness is so addictive.\Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami. response:	It's sensed by a separate class of vanilloid receptors.
context: Huh?\From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors. response:	Extra strong spiciness
context: From a biological standpoint, spiciness is not about the sense of taste,\but about the sense of pain!\Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness response:	also causes adrenaline and beta-endorphins to be released in the brain.
context: but about the sense of pain!\Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain. response:	Those neurotransmitters trigger feelings of excitement and happiness.
context: Huh, so it's about how much it hurts.\That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness. response:	That'd explain why spiciness is addictive.
context: That's right.\Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive. response:	Yes, it's only possible because spiciness is perceived as pain.
context: Spiciness is not sensed by the same flavor receptors\that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain. response:	In medicinal cuisine,
context: that handle sweetness, bitterness, sourness, saltiness, and umami.\It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine, response:	spiciness is said to aid internal organs in their functions
context: It's sensed by a separate class of vanilloid receptors.\Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions response:	and also help reduce stress.
context: Extra strong spiciness\also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress. response:	I see.
context: also causes adrenaline and beta-endorphins to be released in the brain.\Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see. response:	That's why those who wield absolute control over spiciness are formidable foes.
context: Those neurotransmitters trigger feelings of excitement and happiness.\That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes. response:	Kuga-san once said to me that...
context: That'd explain why spiciness is addictive.\Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that... response:	When anyone eats my food,
context: Yes, it's only possible because spiciness is perceived as pain.\In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food, response:	they all sweat a ton and turn red in the face, you know?
context: In medicinal cuisine,\spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know? response:	But they all keep eating anyway.
context: spiciness is said to aid internal organs in their functions\and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway. response:	Seeing that is the best.
context: and also help reduce stress.\I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best. response:	I love torturing people with my food.
context: I see.\That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food. response:	I guess I can kind of relate to that.
context: That's why those who wield absolute control over spiciness are formidable foes.\Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that. response:	When someone eats my food and smiles because it tastes good
context: Kuga-san once said to me that...\When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good response:	or groans because it tastes awful, it's fun.
context: When anyone eats my food,\they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun. response:	I guess that's part of why I cook.
context: they all sweat a ton and turn red in the face, you know?\But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook. response:	I see he's plenty twisted enough on his own.
context: But they all keep eating anyway.\Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own. response:	Anyway, spiciness can deliver a jolt of delicious flavor like lightning!
context: Seeing that is the best.\I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning! response:	Kuga-senpai is well aware of how it can bring people to their knees.
context: I love torturing people with my food.\I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees. response:	That's how he was able to join the Elite Ten.
context: I guess I can kind of relate to that.\When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten. response:	The overwhelming spiciness of Sichuan cuisine
context: When someone eats my food and smiles because it tastes good\or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine response:	and its underlying complex flavors
context: or groans because it tastes awful, it's fun.\I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors response:	if you do not have a means of countering that,
context: I guess that's part of why I cook.\I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that, response:	you will never be able to win!
context: I see he's plenty twisted enough on his own.\Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win! response:	I see.
context: Anyway, spiciness can deliver a jolt of delicious flavor like lightning!\Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win!\I see. response:	Nakiri-san said that?
context: Kuga-senpai is well aware of how it can bring people to their knees.\That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win!\I see.\Nakiri-san said that? response:	Is your mapo tofu so bad, though?
context: That's how he was able to join the Elite Ten.\The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win!\I see.\Nakiri-san said that?\Is your mapo tofu so bad, though? response:	It's not bad,
context: The overwhelming spiciness of Sichuan cuisine\and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win!\I see.\Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad, response:	but it's true that it can't stand up the spiciness of Sichuan cuisine.
context: and its underlying complex flavors\if you do not have a means of countering that,\you will never be able to win!\I see.\Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine. response:	It's a similar to back when I clashed with Mimasaka over beef stew.
context: if you do not have a means of countering that,\you will never be able to win!\I see.\Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew. response:	I guess testing is the only way I'll find out.
context: you will never be able to win!\I see.\Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out. response:	First, I'm going to research the heck out of that spiciness,
context: I see.\Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness, response:	then I'm going to figure out a recipe that'll let me win.
context: Nakiri-san said that?\Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win. response:	Oh, um...
context: Is your mapo tofu so bad, though?\It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um... response:	I thought this might be useful.
context: It's not bad,\but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful. response:	I brought Chinese recipes and stuff.
context: but it's true that it can't stand up the spiciness of Sichuan cuisine.\It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff. response:	Huh?
context: It's a similar to back when I clashed with Mimasaka over beef stew.\I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff.\Huh? response:	Didn't you get invited by Isshiki-senpai to join in
context: I guess testing is the only way I'll find out.\First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in response:	on the Polar Star Dormitory booth with the others?
context: First, I'm going to research the heck out of that spiciness,\then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others? response:	Oh, yeah.
context: then I'm going to figure out a recipe that'll let me win.\Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah. response:	My Regional Cuisine RS is doing a booth, too.
context: Oh, um...\I thought this might be useful.\I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too. response:	But I turned both of them down.
context: I thought this might be useful.\I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down. response:	Huh? Why?
context: I brought Chinese recipes and stuff.\Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why? response:	Oh.
context: Huh?\Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why?\Oh. response:	Well, I mean, I thought you didn't have enough staff.
context: Didn't you get invited by Isshiki-senpai to join in\on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff. response:	Oh, um... Right!
context: on the Polar Star Dormitory booth with the others?\Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right! response:	I might hold you back, of course!
context: Oh, yeah.\My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course! response:	B-But back home, I'd help out with customers,
context: My Regional Cuisine RS is doing a booth, too.\But I turned both of them down.\Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers, response:	and I studied up some during the Stagiaire, too.
context: But I turned both of them down.\Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too. response:	I guess I think I might be of some help, maybe!
context: Huh? Why?\Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe! response:	So... if I can help you with your booth...
context: Oh.\Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth... response:	That is, if you're okay with that...
context: Well, I mean, I thought you didn't have enough staff.\Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that... response:	Tadokoro...
context: Oh, um... Right!\I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro... response:	That'd seriously be a super big help!
context: I might hold you back, of course!\B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help! response:	Okay!
context: B-But back home, I'd help out with customers,\and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help!\Okay! response:	Okay, let's cook up something awesome, Tadokoro!
context: and I studied up some during the Stagiaire, too.\I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro! response:	Yeah!
context: I guess I think I might be of some help, maybe!\So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro!\Yeah! response:	Hayama-kun!
context: So... if I can help you with your booth...\That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro!\Yeah!\Hayama-kun! response:	May I come in?
context: That is, if you're okay with that...\Tadokoro...\That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro!\Yeah!\Hayama-kun!\May I come in? response:	What do you want?
context: Tadokoro...\That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro!\Yeah!\Hayama-kun!\May I come in?\What do you want? response:	I have a message.
context: That'd seriously be a super big help!\Okay!\Okay, let's cook up something awesome, Tadokoro!\Yeah!\Hayama-kun!\May I come in?\What do you want?\I have a message. response:	I, Nakiri Alice, have decided to participate in the Moon Festival.
