context: The Grand Magic Games elimination round! Sky Labyrinth... response:	Begin!
context: My nose isn't working.\Maybe that's due to the magic cast in this labyrinth...\Every team has the same conditions.\Anyway, let's keep going!\Wendy-nee isn't with them?!\Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people! response:	So Natsu-nii and the rest will...
context: Maybe that's due to the magic cast in this labyrinth...\Every team has the same conditions.\Anyway, let's keep going!\Wendy-nee isn't with them?!\Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will... response:	Elf-nii-chan suddenly filled in for her.
context: Every team has the same conditions.\Anyway, let's keep going!\Wendy-nee isn't with them?!\Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her. response:	Elfman's in the elimination round?
context: Anyway, let's keep going!\Wendy-nee isn't with them?!\Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round? response:	Seriously?!
context: Wendy-nee isn't with them?!\Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?! response:	If I'd been there, maybe I would've been able to be in the elimination round, too!
context: Isn't with them... You mean she's missing?\Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too! response:	Uh, look...
context: Carla isn't there either!\But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look... response:	The point is, we have to look for those two!
context: But the rule is there has to be five people!\So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two! response:	Romeo and Nabu, spread the word.
context: So Natsu-nii and the rest will...\Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word. response:	If we split up into teams and stay in contact through Warren...
context: Elf-nii-chan suddenly filled in for her.\Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren... response:	Even so, this is a huge city...
context: Elfman's in the elimination round?\Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city... response:	Got it!
context: Seriously?!\If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it! response:	I just hope they haven't gotten caught up in some kind of trouble...
context: If I'd been there, maybe I would've been able to be in the elimination round, too!\Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble... response:	First, let's get back to the rest of the gang.
context: Uh, look...\The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang. response:	I'm worried, but we have to make an efficient search for them.
context: The point is, we have to look for those two!\Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them. response:	Yeah...
context: Romeo and Nabu, spread the word.\If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah... response:	East is that way!
context: If we split up into teams and stay in contact through Warren...\Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way! response:	It's hard taking notes on this maze.
context: Even so, this is a huge city...\Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way!\It's hard taking notes on this maze. response:	Yeah,'cause every inch has distinctive features...
context: Got it!\I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features... response:	Hey! Erza...
context: I just hope they haven't gotten caught up in some kind of trouble...\First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza... response:	Yeah. I heard something, too.
context: First, let's get back to the rest of the gang.\I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too. response:	You're the one that said it's this way!
context: I'm worried, but we have to make an efficient search for them.\Yeah...\East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way! response:	What, it's my fault?!
context: Yeah...\East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?! response:	Not that I care, but we've already been this way once.
context: East is that way!\It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once. response:	Right?! I knew it!
context: It's hard taking notes on this maze.\Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it! response:	Anyway, we gotta keep goin' or we'll run out of time!
context: Yeah,'cause every inch has distinctive features...\Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time! response:	Come to think of it...
context: Hey! Erza...\Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it... response:	The guys from the other guilds are in here, too, right?
context: Yeah. I heard something, too.\You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right? response:	Hey. Are you serious?!
context: You're the one that said it's this way!\What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?! response:	That mug...
context: What, it's my fault?!\Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug... response:	Fairy Tail!
context: Not that I care, but we've already been this way once.\Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug...\Fairy Tail! response:	Unbelievable!
context: Right?! I knew it!\Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug...\Fairy Tail!\Unbelievable! response:	Those guys!
context: Anyway, we gotta keep goin' or we'll run out of time!\Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug...\Fairy Tail!\Unbelievable!\Those guys! response:	This guild is Twilight Ogre.
context: Come to think of it...\The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug...\Fairy Tail!\Unbelievable!\Those guys!\This guild is Twilight Ogre. response:	When Natsu and the others came back home from Tenroujima after seven years,
context: The guys from the other guilds are in here, too, right?\Hey. Are you serious?!\That mug...\Fairy Tail!\Unbelievable!\Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years, response:	this is the guild that threatened Fairy Tail.
context: Hey. Are you serious?!\That mug...\Fairy Tail!\Unbelievable!\Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail. response:	With Natsu and the rest back in action, the guild really put the hurt on them, but...
context: That mug...\Fairy Tail!\Unbelievable!\Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but... response:	As always, they're a piss-poor lookin' guild!
context: Fairy Tail!\Unbelievable!\Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild! response:	Lame-o's!
context: Unbelievable!\Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's! response:	I didn't expect you guys to be participating, too.
context: Those guys!\This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too. response:	I could say the same to you.
context: This guild is Twilight Ogre.\When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you. response:	You're the one who's in the guild that's perpetually last.
context: When Natsu and the others came back home from Tenroujima after seven years,\this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last. response:	This year's Fairy Tail is different!
context: this is the guild that threatened Fairy Tail.\With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different! response:	How so?!
context: With Natsu and the rest back in action, the guild really put the hurt on them, but...\As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?! response:	Hey, wait a second! Are we gonna fight here?!
context: As always, they're a piss-poor lookin' guild!\Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?! response:	We're free to use magic in here! There are no restrictions!
context: Lame-o's!\I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions! response:	We'll crush you right here!
context: I didn't expect you guys to be participating, too.\I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here! response:	These dopes don't learn.
context: I could say the same to you.\You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn. response:	I'm fired up!
context: You're the one who's in the guild that's perpetually last.\This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn.\I'm fired up! response:	We're seriously gonna battle?!
context: This year's Fairy Tail is different!\How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn.\I'm fired up!\We're seriously gonna battle?! response:	The less rivals there are, the better.
context: How so?!\Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn.\I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better. response:	Well, sure, but...
context: Hey, wait a second! Are we gonna fight here?!\We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn.\I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but... response:	Who would've guessed we'd run into'em this quickly?!
context: We're free to use magic in here! There are no restrictions!\We'll crush you right here!\These dopes don't learn.\I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?! response:	Get'em!
context: We'll crush you right here!\These dopes don't learn.\I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em! response:	I'm gonna pay'em back every bit for that last time!
context: These dopes don't learn.\I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time! response:	We got our eyes on...
context: I'm fired up!\We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on... response:	That and bein' number one in Fiore!
context: We're seriously gonna battle?!\The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore! response:	You're in our way!
context: The less rivals there are, the better.\Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore!\You're in our way! response:	What the...?!
context: Well, sure, but...\Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore!\You're in our way!\What the...?! response:	Hey-hey-hey-hey!
context: Who would've guessed we'd run into'em this quickly?!\Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore!\You're in our way!\What the...?!\Hey-hey-hey-hey! response:	What is this?!
context: Get'em!\I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore!\You're in our way!\What the...?!\Hey-hey-hey-hey!\What is this?! response:	The floor... No, this is...
context: I'm gonna pay'em back every bit for that last time!\We got our eyes on...\That and bein' number one in Fiore!\You're in our way!\What the...?!\Hey-hey-hey-hey!\What is this?!\The floor... No, this is... response:	The entire labyrinth is rotating!
context: We got our eyes on...\That and bein' number one in Fiore!\You're in our way!\What the...?!\Hey-hey-hey-hey!\What is this?!\The floor... No, this is...\The entire labyrinth is rotating! response:	What?!
context: That and bein' number one in Fiore!\You're in our way!\What the...?!\Hey-hey-hey-hey!\What is this?!\The floor... No, this is...\The entire labyrinth is rotating!\What?! response:	The entire labyrinth is rotating!
context: You're in our way!\What the...?!\Hey-hey-hey-hey!\What is this?!\The floor... No, this is...\The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating! response:	R-Rotating?!
context: What the...?!\Hey-hey-hey-hey!\What is this?!\The floor... No, this is...\The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating!\R-Rotating?! response:	What's that about?!
context: Hey-hey-hey-hey!\What is this?!\The floor... No, this is...\The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating!\R-Rotating?!\What's that about?! response:	What the heck is that?!
context: What is this?!\The floor... No, this is...\The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating!\R-Rotating?!\What's that about?!\What the heck is that?! response:	Hey, don't tell me...
context: The floor... No, this is...\The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating!\R-Rotating?!\What's that about?!\What the heck is that?!\Hey, don't tell me... response:	Lisanna, look!
context: The entire labyrinth is rotating!\What?!\The entire labyrinth is rotating!\R-Rotating?!\What's that about?!\What the heck is that?!\Hey, don't tell me...\Lisanna, look! response:	Oh, no! People are falling!
context: What?!\The entire labyrinth is rotating!\R-Rotating?!\What's that about?!\What the heck is that?!\Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling! response:	You're disqualified if you're outside the zone, right?
context: The entire labyrinth is rotating!\R-Rotating?!\What's that about?!\What the heck is that?!\Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right? response:	I hope Natsu is okay...
context: R-Rotating?!\What's that about?!\What the heck is that?!\Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay... response:	It's rotating on a Z-axis!
context: What's that about?!\What the heck is that?!\Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis! response:	Everyone, move to the flank!
context: What the heck is that?!\Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank! response:	I'm already falling!
context: Hey, don't tell me...\Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling! response:	If only Happy were here...!
context: Lisanna, look!\Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling!\If only Happy were here...! response:	You don't need Happy!
context: Oh, no! People are falling!\You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling!\If only Happy were here...!\You don't need Happy! response:	You've got a Man here.
context: You're disqualified if you're outside the zone, right?\I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling!\If only Happy were here...!\You don't need Happy!\You've got a Man here. response:	N-Nice catch!
context: I hope Natsu is okay...\It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling!\If only Happy were here...!\You don't need Happy!\You've got a Man here.\N-Nice catch! response:	Thanks, Elfman!
context: It's rotating on a Z-axis!\Everyone, move to the flank!\I'm already falling!\If only Happy were here...!\You don't need Happy!\You've got a Man here.\N-Nice catch!\Thanks, Elfman! response:	It was nothin'!
context: Everyone, move to the flank!\I'm already falling!\If only Happy were here...!\You don't need Happy!\You've got a Man here.\N-Nice catch!\Thanks, Elfman!\It was nothin'! response:	Are you guys okay?!
context: I'm already falling!\If only Happy were here...!\You don't need Happy!\You've got a Man here.\N-Nice catch!\Thanks, Elfman!\It was nothin'!\Are you guys okay?! response:	Yeah!
context: If only Happy were here...!\You don't need Happy!\You've got a Man here.\N-Nice catch!\Thanks, Elfman!\It was nothin'!\Are you guys okay?!\Yeah! response:	It's stopped.
context: You don't need Happy!\You've got a Man here.\N-Nice catch!\Thanks, Elfman!\It was nothin'!\Are you guys okay?!\Yeah!\It's stopped. response:	But this is seriously screwed up. What kind of contraption is this?
context: You've got a Man here.\N-Nice catch!\Thanks, Elfman!\It was nothin'!\Are you guys okay?!\Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this? response:	Remember, the idea is to take over 100 teams and narrow them down to eight.
context: N-Nice catch!\Thanks, Elfman!\It was nothin'!\Are you guys okay?!\Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight. response:	This is a logical way.
context: Thanks, Elfman!\It was nothin'!\Are you guys okay?!\Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way. response:	And lots of teams were just shaken right off...
context: It was nothin'!\Are you guys okay?!\Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off... response:	Maybe I'll just quit...
context: Are you guys okay?!\Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit... response:	What is this? A map?!
context: Yeah!\It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?! response:	Looks like it...
context: It's stopped.\But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?!\Looks like it... response:	That's a stroke of luck!
context: But this is seriously screwed up. What kind of contraption is this?\Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?!\Looks like it...\That's a stroke of luck! response:	If we combine it with our notes, it'll be an even more accurate map!
context: Remember, the idea is to take over 100 teams and narrow them down to eight.\This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?!\Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map! response:	Hey! That's...
context: This is a logical way.\And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?!\Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's... response:	It's yours?
context: And lots of teams were just shaken right off...\Maybe I'll just quit...\What is this? A map?!\Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours? response:	G-Give it back!
context: Maybe I'll just quit...\What is this? A map?!\Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours?\G-Give it back! response:	I refuse.
context: What is this? A map?!\Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours?\G-Give it back!\I refuse. response:	You are disqualified.
context: Looks like it...\That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours?\G-Give it back!\I refuse.\You are disqualified. response:	I see...
context: That's a stroke of luck!\If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours?\G-Give it back!\I refuse.\You are disqualified.\I see... response:	I'm starting to get an idea of how this elimination round works...
context: If we combine it with our notes, it'll be an even more accurate map!\Hey! That's...\It's yours?\G-Give it back!\I refuse.\You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works... response:	Everyone, your eyes are scary!
context: Hey! That's...\It's yours?\G-Give it back!\I refuse.\You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary! response:	The elimination round has revved up into high gear at last.
context: It's yours?\G-Give it back!\I refuse.\You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last. response:	And from here on in, it's gonna get even crazier!
context: G-Give it back!\I refuse.\You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier! response:	We'll pare down those teams like nobody's business!
context: I refuse.\You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business! response:	Then there's only one thing to do!
context: You are disqualified.\I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do! response:	Steal maps from the other teams!
context: I see...\I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams! response:	This is more of a battle than a race!
context: I'm starting to get an idea of how this elimination round works...\Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race! response:	It's a Man's scramble for maps!
context: Everyone, your eyes are scary!\The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps! response:	If it's a battle, that's right up our alley!
context: The elimination round has revved up into high gear at last.\And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley! response:	I'm taking this!
context: And from here on in, it's gonna get even crazier!\We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this! response:	By all means!
context: We'll pare down those teams like nobody's business!\Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this!\By all means! response:	Okay, this makes the sixth one!
context: Then there's only one thing to do!\Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this!\By all means!\Okay, this makes the sixth one! response:	I have no idea how to read this map!
context: Steal maps from the other teams!\This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this!\By all means!\Okay, this makes the sixth one!\I have no idea how to read this map! response:	Lucy's good at stuff like that.
context: This is more of a battle than a race!\It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this!\By all means!\Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that. response:	Then let's bring all the maps together and have Lucy decipher'em!
context: It's a Man's scramble for maps!\If it's a battle, that's right up our alley!\I'm taking this!\By all means!\Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em! response:	Me?!
context: If it's a battle, that's right up our alley!\I'm taking this!\By all means!\Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?! response:	If you would.
context: I'm taking this!\By all means!\Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would. response:	Sure.
context: By all means!\Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would.\Sure. response:	Give us...
context: Okay, this makes the sixth one!\I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would.\Sure.\Give us... response:	I got three more teams' worth!
