context: Don't. response:	That is far enough. Do not touch Her Highness,
context: Will I be able to go down to Earth?\We expect the UE to be exhausted soon.\When that happens, you, who inherit the bloodline\of the Emperor of Vers, will be installed as\Do not say that!\Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins. response:	On the contrary, I find it repugnant.
context: We expect the UE to be exhausted soon.\When that happens, you, who inherit the bloodline\of the Emperor of Vers, will be installed as\Do not say that!\Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant. response:	Am I only being kept alive because of the value of my blood?
context: When that happens, you, who inherit the bloodline\of the Emperor of Vers, will be installed as\Do not say that!\Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood? response:	To merely be a tool that exists to awaken Aldnoah.
context: of the Emperor of Vers, will be installed as\Do not say that!\Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah. response:	My apologies.
context: Do not say that!\Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies. response:	No, I understand.
context: Highness.\Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand. response:	It was you who extended the hand of friendship to me, Count Saazbaum.
context: Princess Lemrina.\I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum. response:	Even if I curse my blood, I am grateful to you.
context: I have never been pleased with the blood flowing in my veins.\On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you. response:	Slaine.
context: On the contrary, I find it repugnant.\Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine. response:	Yes, Highness. What is it?
context: Am I only being kept alive because of the value of my blood?\To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it? response:	Will you teach me of Earth again?
context: To merely be a tool that exists to awaken Aldnoah.\My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again? response:	Gladly.
context: My apologies.\No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly. response:	Looks like we're together again for a while, huh?
context: No, I understand.\It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh? response:	Yeah...
context: It was you who extended the hand of friendship to me, Count Saazbaum.\Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh?\Yeah... response:	I hope we make it back alive.
context: Even if I curse my blood, I am grateful to you.\Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive. response:	Yeah...
context: Slaine.\Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive.\Yeah... response:	We're not going to die.
context: Yes, Highness. What is it?\Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive.\Yeah...\We're not going to die. response:	We'll beat the Martians.
context: Will you teach me of Earth again?\Gladly.\Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive.\Yeah...\We're not going to die.\We'll beat the Martians. response:	We'll beat them and restore peace on Earth. Period.
context: Gladly.\Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive.\Yeah...\We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period. response:	We don't have time to die.
context: Looks like we're together again for a while, huh?\Yeah...\I hope we make it back alive.\Yeah...\We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die. response:	I guess not.
context: Yeah...\I hope we make it back alive.\Yeah...\We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not. response:	Surprise attack! It's a Martian Kataphrakt!
context: I hope we make it back alive.\Yeah...\We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt! response:	Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.
context: Yeah...\We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph. response:	All hands to battle stations. We're leaving the dock.
context: We're not going to die.\We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock. response:	But the antigravity device is being serviced!
context: We'll beat the Martians.\We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced! response:	Sorry I'm late!
context: We'll beat them and restore peace on Earth. Period.\We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late! response:	What on Earth are you wearing?
context: We don't have time to die.\I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing? response:	Where is the uniform you were supplied with?
context: I guess not.\Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with? response:	Well... it wasn't very cute.
context: Surprise attack! It's a Martian Kataphrakt!\Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute. response:	Wasn't
context: Radar return confirmed, south-southwest, 20 klicks. Closing at 50kph.\All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't response:	Fine. It won't hinder her ability to helm the ship, so I'll authorize it.
context: All hands to battle stations. We're leaving the dock.\But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it. response:	Captain!
context: But the antigravity device is being serviced!\Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain! response:	Mizusaki, shall I tell you why you can't get a date?
context: Sorry I'm late!\What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date? response:	Deucalion, activate! Kataphrakt squadron, launch all operational units!
context: What on Earth are you wearing?\Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units! response:	Any enemy intel?
context: Where is the uniform you were supplied with?\Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel? response:	Count Yacoym's Kataphrakt, Frozen Elysium.
context: Well... it wasn't very cute.\Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium. response:	Its Aldnoah Drive's unique capability is Entropy Dilution.
context: Wasn't\Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution. response:	Entro-what?
context: Fine. It won't hinder her ability to helm the ship, so I'll authorize it.\Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what? response:	It saps the molecular motion of all matter inside a field 1km in radius.
context: Captain!\Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius. response:	It creates super-low temperatures that can transform the air and freeze it.
context: Mizusaki, shall I tell you why you can't get a date?\Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it. response:	All right, Terrans. show me how you defy the power of Aldnoah!
context: Deucalion, activate! Kataphrakt squadron, launch all operational units!\Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah! response:	At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.
context: Any enemy intel?\Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes. response:	We have to slow it down somehow...
context: Count Yacoym's Kataphrakt, Frozen Elysium.\Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow... response:	Slow it down? You must be joking.
context: Its Aldnoah Drive's unique capability is Entropy Dilution.\Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking. response:	We're going to destroy it.
context: Entro-what?\It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it. response:	This is Harbinger Platoon. Target spotted.
context: It saps the molecular motion of all matter inside a field 1km in radius.\It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted. response:	We're going in in cold-weather mode.
context: It creates super-low temperatures that can transform the air and freeze it.\All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode. response:	Turbine output to maximum. De-icers, on.
context: All right, Terrans. show me how you defy the power of Aldnoah!\At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on. response:	Commence attack.
context: At its current rate of speed, it'll reach the Deucalion's dock in 15 minutes.\We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack. response:	What's that?
context: We have to slow it down somehow...\Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack.\What's that? response:	The de-icers aren't working? Impossible!
context: Slow it down? You must be joking.\We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack.\What's that?\The de-icers aren't working? Impossible! response:	You are helpless before it.
context: We're going to destroy it.\This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack.\What's that?\The de-icers aren't working? Impossible!\You are helpless before it. response:	It is not for nothing that its name is Frozen Elysium.
context: This is Harbinger Platoon. Target spotted.\We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack.\What's that?\The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium. response:	Voltage is falling? The chemical reaction in my batteries has stopped?
context: We're going in in cold-weather mode.\Turbine output to maximum. De-icers, on.\Commence attack.\What's that?\The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped? response:	My hand!
context: Turbine output to maximum. De-icers, on.\Commence attack.\What's that?\The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand! response:	Harbinger Leader!
context: Commence attack.\What's that?\The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader! response:	Bastard!
context: What's that?\The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader!\Bastard! response:	My rounds aren't connecting! Why?!
context: The de-icers aren't working? Impossible!\You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?! response:	A shield? It shouldn't have one!
context: You are helpless before it.\It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one! response:	We're out of options!
context: It is not for nothing that its name is Frozen Elysium.\Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options! response:	This is bad. We have to think of a way to slow it down.
context: Voltage is falling? The chemical reaction in my batteries has stopped?\My hand!\Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down. response:	I thought you said we were going to destroy it!
context: My hand!\Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it! response:	Call it a downward revision!
context: Harbinger Leader!\Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision! response:	Measuring bullet trajectory.
context: Bastard!\My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory. response:	Fall back, you two.
context: My rounds aren't connecting! Why?!\A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two. response:	I get it. The warheads entered a superconductive state
context: A shield? It shouldn't have one!\We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state response:	and were deflected by the Meissner Effect.
context: We're out of options!\This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect. response:	Let's see how air burst mode works.
context: This is bad. We have to think of a way to slow it down.\I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works. response:	A dud? Oh, the battery in the warhead froze and the processor locked up?
context: I thought you said we were going to destroy it!\Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up? response:	Where does the sapped heat go?
context: Call it a downward revision!\Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go? response:	Is it shunting the molecular movement energy somewhere else in our dimension?
context: Measuring bullet trajectory.\Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension? response:	Flight distance for the warheads' electronic timer fuse,
context: Fall back, you two.\I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse, response:	about 50 meters should do it.
context: I get it. The warheads entered a superconductive state\and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it. response:	Radius of the field, 1km...
context: and were deflected by the Meissner Effect.\Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km... response:	Basically,
context: Let's see how air burst mode works.\A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km...\Basically, response:	20 rounds should do it.
context: A dud? Oh, the battery in the warhead froze and the processor locked up?\Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km...\Basically,\20 rounds should do it. response:	Inaho?!
context: Where does the sapped heat go?\Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km...\Basically,\20 rounds should do it.\Inaho?! response:	Charging enemy.
context: Is it shunting the molecular movement energy somewhere else in our dimension?\Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km...\Basically,\20 rounds should do it.\Inaho?!\Charging enemy. response:	You'll freeze!
context: Flight distance for the warheads' electronic timer fuse,\about 50 meters should do it.\Radius of the field, 1km...\Basically,\20 rounds should do it.\Inaho?!\Charging enemy.\You'll freeze! response:	I just need to reach him before then.
context: about 50 meters should do it.\Radius of the field, 1km...\Basically,\20 rounds should do it.\Inaho?!\Charging enemy.\You'll freeze!\I just need to reach him before then. response:	Hey!
context: Radius of the field, 1km...\Basically,\20 rounds should do it.\Inaho?!\Charging enemy.\You'll freeze!\I just need to reach him before then.\Hey! response:	How amusing. Come, then!
context: Basically,\20 rounds should do it.\Inaho?!\Charging enemy.\You'll freeze!\I just need to reach him before then.\Hey!\How amusing. Come, then! response:	Grenade launcher, midair burst mode.
context: 20 rounds should do it.\Inaho?!\Charging enemy.\You'll freeze!\I just need to reach him before then.\Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode. response:	Safe distance, cut. Flight distance, 50 meters.
context: Inaho?!\Charging enemy.\You'll freeze!\I just need to reach him before then.\Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters. response:	Fire.
context: Charging enemy.\You'll freeze!\I just need to reach him before then.\Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire. response:	Oh, well done.
context: You'll freeze!\I just need to reach him before then.\Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done. response:	Inaho!
context: I just need to reach him before then.\Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done.\Inaho! response:	I took more damage than expected.
context: Hey!\How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done.\Inaho!\I took more damage than expected. response:	I wonder if Calm will be mad...
context: How amusing. Come, then!\Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done.\Inaho!\I took more damage than expected.\I wonder if Calm will be mad... response:	Inaho!
context: Grenade launcher, midair burst mode.\Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done.\Inaho!\I took more damage than expected.\I wonder if Calm will be mad...\Inaho! response:	Are you okay, Inaho?
context: Safe distance, cut. Flight distance, 50 meters.\Fire.\Oh, well done.\Inaho!\I took more damage than expected.\I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho? response:	Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,
context: Fire.\Oh, well done.\Inaho!\I took more damage than expected.\I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters, response:	I have been assigned to your ship.
context: Oh, well done.\Inaho!\I took more damage than expected.\I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship. response:	Come on, what's with that? You never change, Inaho.
context: Inaho!\I took more damage than expected.\I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho. response:	Back at you, Inko. I'm glad you're looking well.
context: I took more damage than expected.\I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well. response:	You have changed. Quite a bit.
context: I wonder if Calm will be mad...\Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit. response:	You can make polite small talk now.
context: Inaho!\Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now. response:	That's not really a compliment.
context: Are you okay, Inaho?\Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment. response:	Inko...
context: Ensign Inaho Kaizuka reporting. Per orders from General Headquarters,\I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment.\Inko... response:	It's good to be back.
context: I have been assigned to your ship.\Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment.\Inko...\It's good to be back. response:	Shoot, Slaine.
context: Come on, what's with that? You never change, Inaho.\Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment.\Inko...\It's good to be back.\Shoot, Slaine. response:	I have finished off the Terran soldier who has been a thorn in our side.
context: Back at you, Inko. I'm glad you're looking well.\You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment.\Inko...\It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side. response:	I have finally made up my mind.
context: You have changed. Quite a bit.\You can make polite small talk now.\That's not really a compliment.\Inko...\It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind. response:	Please forgive me for all the wrongs I have done you in the past,
context: You can make polite small talk now.\That's not really a compliment.\Inko...\It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past, response:	and am sure to do in the future...
context: That's not really a compliment.\Inko...\It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future... response:	Many Terran troops have already breached the castle.
context: Inko...\It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle. response:	Let's escape in the Tharsis.
context: It's good to be back.\Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis. response:	And take Princess Asseylum with us.
