context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: and then spring cleaning is after that.\From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch.\No! No!\You're thinking about it wrong; it's Christmas. Christmas!\Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being, response:	because he's probably near the skies of Japan right now.
context: From the deepest parts of the cupboards to the tatami mats,\I'll clean every inch.\No! No!\You're thinking about it wrong; it's Christmas. Christmas!\Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now. response:	Who?
context: I'll clean every inch.\No! No!\You're thinking about it wrong; it's Christmas. Christmas!\Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who? response:	Do you really need to ask?
context: No! No!\You're thinking about it wrong; it's Christmas. Christmas!\Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who?\Do you really need to ask? response:	Santa! Santa Claus!
context: You're thinking about it wrong; it's Christmas. Christmas!\Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who?\Do you really need to ask?\Santa! Santa Claus! response:	Give me that, I'll help you carry it.
context: Huh?\Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who?\Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it. response:	Are you okay?
context: Oh, I'm so looking forward to it.\I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who?\Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay? response:	It'll be great if he visits our house again this year.
context: I guess I have to be good for the time being,\because he's probably near the skies of Japan right now.\Who?\Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year. response:	What's wrong?
context: because he's probably near the skies of Japan right now.\Who?\Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year.\What's wrong? response:	You know,
context: Who?\Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year.\What's wrong?\You know, response:	I love Christmas!
context: Do you really need to ask?\Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year.\What's wrong?\You know,\I love Christmas! response:	I know you love Christmas, but why so much?
context: Santa! Santa Claus!\Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year.\What's wrong?\You know,\I love Christmas!\I know you love Christmas, but why so much? response:	Do you need a reason to love Christmas?
context: Give me that, I'll help you carry it.\Are you okay?\It'll be great if he visits our house again this year.\What's wrong?\You know,\I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas? response:	The street decorations are sparkling beautifully...
context: Are you okay?\It'll be great if he visits our house again this year.\What's wrong?\You know,\I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully... response:	Hey, you'll spoil your dinner!
context: It'll be great if he visits our house again this year.\What's wrong?\You know,\I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner! response:	I know, that's why I'm only eating one.
context: What's wrong?\You know,\I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one. response:	No, you don't understand.
context: You know,\I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand. response:	We're going to celebrate the end of your suspension tonight.
context: I love Christmas!\I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight. response:	Also, yellowtails are a natural product, so they're really expensive.
context: I know you love Christmas, but why so much?\Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive. response:	You should at least pretend to appreciate them because of the price.
context: Do you need a reason to love Christmas?\The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price. response:	Yay, yay!
context: The street decorations are sparkling beautifully...\Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay! response:	Yellowtail hotpot!
context: Hey, you'll spoil your dinner!\I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot! response:	One more time.
context: I know, that's why I'm only eating one.\No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot!\One more time. response:	There are a lot of yellowtails, yay.
context: No, you don't understand.\We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay. response:	One more time!
context: We're going to celebrate the end of your suspension tonight.\Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay.\One more time! response:	So...
context: Also, yellowtails are a natural product, so they're really expensive.\You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay.\One more time!\So... response:	Did you get closer to Minorin during my suspension?
context: You should at least pretend to appreciate them because of the price.\Yay, yay!\Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay.\One more time!\So...\Did you get closer to Minorin during my suspension? response:	No progress at all, right?
context: Yay, yay!\Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay.\One more time!\So...\Did you get closer to Minorin during my suspension?\No progress at all, right? response:	Sheesh, what did you do with the chance I gave you?
context: Yellowtail hotpot!\One more time.\There are a lot of yellowtails, yay.\One more time!\So...\Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you? response:	B-But it couldn't be helped...
context: One more time.\There are a lot of yellowtails, yay.\One more time!\So...\Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped... response:	If you're not here,
context: There are a lot of yellowtails, yay.\One more time!\So...\Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here, response:	Kushieda won't come to the meeting place in the morning,
context: One more time!\So...\Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning, response:	and she'll eat lunch with some other girls.
context: So...\Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls. response:	Then after school, she's busy with club -
context: Did you get closer to Minorin during my suspension?\No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club - response:	With all that waiting, do you think you're the faithful dog, Hachiko?
context: No progress at all, right?\Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko? response:	Do you really think Minorin will come for you if you wait long enough?
context: Sheesh, what did you do with the chance I gave you?\B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough? response:	Fool. Stupid. Dumb dog. Idiot Ryuuji.
context: B-But it couldn't be helped...\If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji. response:	Although I was planning to say that...
context: If you're not here,\Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that... response:	You've already said it all out loud.
context: Kushieda won't come to the meeting place in the morning,\and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud. response:	Well, I guess not progressing at all is something that can't be helped.
context: and she'll eat lunch with some other girls.\Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped. response:	Fine, I'll come up with a plan for you.
context: Then after school, she's busy with club -\With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you. response:	Huh?
context: With all that waiting, do you think you're the faithful dog, Hachiko?\Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh? response:	It's Christmas, so I'll be reborn as an angel of love to help you.
context: Do you really think Minorin will come for you if you wait long enough?\Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you. response:	T-That's so wrong.
context: Fool. Stupid. Dumb dog. Idiot Ryuuji.\Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong. response:	Say whatever you want, I'm a living saint right now.
context: Although I was planning to say that...\You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now. response:	Saint? I thought you were an angel.
context: You've already said it all out loud.\Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel. response:	My bad, I meant angel.
context: Well, I guess not progressing at all is something that can't be helped.\Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel. response:	In order to give everyone a happy and joyful Christmas,
context: Fine, I'll come up with a plan for you.\Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas, response:	I'm prepared to take off one or two pieces of clothing, or even take it all off.
context: Huh?\It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off. response:	So just leave it to me!
context: It's Christmas, so I'll be reborn as an angel of love to help you.\T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me! response:	So, do I look like an angel?
context: T-That's so wrong.\Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel? response:	No,
context: Say whatever you want, I'm a living saint right now.\Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel?\No, response:	and the crumbs are falling onto your head.
context: Saint? I thought you were an angel.\My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel?\No,\and the crumbs are falling onto your head. response:	No way! Get them off!
context: My bad, I meant angel.\In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel?\No,\and the crumbs are falling onto your head.\No way! Get them off! response:	Taiga-san is here!
context: In order to give everyone a happy and joyful Christmas,\I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel?\No,\and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here! response:	Taiga-san is back at school!
context: I'm prepared to take off one or two pieces of clothing, or even take it all off.\So just leave it to me!\So, do I look like an angel?\No,\and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here!\Taiga-san is back at school! response:	Taiga-san, we appreciate your effort!
context: So just leave it to me!\So, do I look like an angel?\No,\and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort! response:	What's with you guys?
context: So, do I look like an angel?\No,\and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys? response:	We became your fans after we saw that fight.
context: No,\and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight. response:	The battle between the boss and the Palmtop Tiger...
context: and the crumbs are falling onto your head.\No way! Get them off!\Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger... response:	It was actually your victory, right?!
context: No way! Get them off!\Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?! response:	You fought the first and final battle against her for your love...
context: Taiga-san is here!\Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love... response:	Quiet down!
context: Taiga-san is back at school!\Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down! response:	That fight was very difficult and caused a lot of hardship.
context: Taiga-san, we appreciate your effort!\What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship. response:	However, the last person standing was the victor.
context: What's with you guys?\We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor. response:	In other words,
context: We became your fans after we saw that fight.\The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words, response:	I was the true victor!
context: The battle between the boss and the Palmtop Tiger...\It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words,\I was the true victor! response:	Come on, don't mess around.
context: It was actually your victory, right?!\You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words,\I was the true victor!\Come on, don't mess around. response:	Let's go, Taiga.
context: You fought the first and final battle against her for your love...\Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words,\I was the true victor!\Come on, don't mess around.\Let's go, Taiga. response:	My tense thigh, and...
context: Quiet down!\That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words,\I was the true victor!\Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and... response:	W-What's going on?
context: That fight was very difficult and caused a lot of hardship.\However, the last person standing was the victor.\In other words,\I was the true victor!\Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and...\W-What's going on? response:	Minorin, I'm back at school!
context: However, the last person standing was the victor.\In other words,\I was the true victor!\Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and...\W-What's going on?\Minorin, I'm back at school! response:	Stop singing weird songs and give me a hug!
context: In other words,\I was the true victor!\Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and...\W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug! response:	Let go of me! I'm a human!
context: I was the true victor!\Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and...\W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human! response:	Minorin, I missed you a lot!
context: Come on, don't mess around.\Let's go, Taiga.\My tense thigh, and...\W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot! response:	Why didn't you wait for us at the meeting place?
context: Let's go, Taiga.\My tense thigh, and...\W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place? response:	To be honest, I overslept so I had to rush here today.
context: My tense thigh, and...\W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today. response:	That's why my thighs are so sore.
context: W-What's going on?\Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore. response:	Wait, how did I get here before you guys?
context: Minorin, I'm back at school!\Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys? response:	W-Well...
context: Stop singing weird songs and give me a hug!\Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well... response:	We were surrounded by some weird guys.
context: Let go of me! I'm a human!\Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys. response:	Anyway, Kushieda -
context: Minorin, I missed you a lot!\Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda - response:	Shut up, brat!
context: Why didn't you wait for us at the meeting place?\To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat! response:	Why did I say that?
context: To be honest, I overslept so I had to rush here today.\That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat!\Why did I say that? response:	Or did I make a bad joke?
context: That's why my thighs are so sore.\Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat!\Why did I say that?\Or did I make a bad joke? response:	Crap! I screwed up!
context: Wait, how did I get here before you guys?\W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat!\Why did I say that?\Or did I make a bad joke?\Crap! I screwed up! response:	Sorry! Forget it!
context: W-Well...\We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat!\Why did I say that?\Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it! response:	Mornin', Takasu.
context: We were surrounded by some weird guys.\Anyway, Kushieda -\Shut up, brat!\Why did I say that?\Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu. response:	Oh, Taiga, long time no see.
context: Anyway, Kushieda -\Shut up, brat!\Why did I say that?\Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see. response:	Hey, are you doing all right?
context: Shut up, brat!\Why did I say that?\Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right? response:	Huh?
context: Why did I say that?\Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh? response:	Kushieda broke down again?
context: Or did I make a bad joke?\Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh?\Kushieda broke down again? response:	I screwed up so badly.
context: Crap! I screwed up!\Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh?\Kushieda broke down again?\I screwed up so badly. response:	I should seriously become a monk.
context: Sorry! Forget it!\Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh?\Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk. response:	Just let me be bald for now.
context: Mornin', Takasu.\Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh?\Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now. response:	No...
context: Oh, Taiga, long time no see.\Hey, are you doing all right?\Huh?\Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now.\No... response:	Why is a high school girl like you wearing a bald wig?
context: Hey, are you doing all right?\Huh?\Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig? response:	Aisaka!
context: Huh?\Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig?\Aisaka! response:	W-What's going on now?
context: Kushieda broke down again?\I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now? response:	Good morning, Aisaka.
context: I screwed up so badly.\I should seriously become a monk.\Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now?\Good morning, Aisaka. response:	K-Kitamura-kun, good morning...
context: I should seriously become a monk.\Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning... response:	Takasu, good morning to you too.
context: Just let me be bald for now.\No...\Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too. response:	W-Why?
context: No...\Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why? response:	It's morning, that's why I'm saying good morning.
context: Why is a high school girl like you wearing a bald wig?\Aisaka!\W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning. response:	No! I mean your pose!
context: Aisaka!\W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose! response:	Oh, I am...
context: W-What's going on now?\Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am... response:	Full of...
context: Good morning, Aisaka.\K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am...\Full of... response:	I am full of admiration!
context: K-Kitamura-kun, good morning...\Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am...\Full of...\I am full of admiration! response:	My feelings for Aisaka can't be shown by just kneeling,
context: Takasu, good morning to you too.\W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am...\Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling, response:	which is why I'm lying down.
context: W-Why?\It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am...\Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down. response:	Aisaka!
context: It's morning, that's why I'm saying good morning.\No! I mean your pose!\Oh, I am...\Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka! response:	Yes?
context: No! I mean your pose!\Oh, I am...\Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka!\Yes? response:	Regardless of who it's for, you shouldn't fight anymore.
context: Oh, I am...\Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore. response:	If you can't forgive someone, you have to talk to me about it first.
context: Full of...\I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first. response:	So yeah, I saw it with my own eyes.
context: I am full of admiration!\My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes. response:	Yes.
context: My feelings for Aisaka can't be shown by just kneeling,\which is why I'm lying down.\Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes. response:	I mean, he's an assistant professor,
context: which is why I'm lying down.\Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor, response:	but I saw him coming out of a casino!
