context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: He has his own life.\I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain?\From Rika-san?\Yes!\The Spanish architect, Marc Carlos? response:	He's on the project with Rika-san?
context: I don't have the right to take that away.\No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain?\From Rika-san?\Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san? response:	For real?
context: No way, you f-finally got a call from her?\Waha, it's been a while, Mayama-san\From Spain?\From Rika-san?\Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real? response:	Man, she's really in a bind...
context: Waha, it's been a while, Mayama-san\From Spain?\From Rika-san?\Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real?\Man, she's really in a bind... response:	Yeah, seriously... I can figure out the situation just from this picture...
context: From Spain?\From Rika-san?\Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture... response:	It seems like he's totally in love with Rika.
context: From Rika-san?\Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika. response:	Rika, Rika!
context: Yes!\The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika! response:	Rika, Rika, Rika!
context: The Spanish architect, Marc Carlos?\He's on the project with Rika-san?\For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika! response:	Help!
context: He's on the project with Rika-san?\For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika!\Help! response:	Rika!
context: For real?\Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika!\Help!\Rika! response:	He's Spain's top runner after all...
context: Man, she's really in a bind...\Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika!\Help!\Rika!\He's Spain's top runner after all... response:	He must come on strong...
context: Yeah, seriously... I can figure out the situation just from this picture...\It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika!\Help!\Rika!\He's Spain's top runner after all...\He must come on strong... response:	I wonder if Rika-san is okay?
context: It seems like he's totally in love with Rika.\Rika, Rika!\Rika, Rika, Rika!\Help!\Rika!\He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay? response:	Isn't she worn down enough already?
context: Rika, Rika!\Rika, Rika, Rika!\Help!\Rika!\He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already? response:	So she faxed Mayama an SOS...
context: Rika, Rika, Rika!\Help!\Rika!\He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS... response:	She's gonna use him as a guard dog, huh?
context: Help!\Rika!\He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh? response:	Please say what you want.
context: Rika!\He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want. response:	Well, as long as I'm with her, I won't let anyone lay a finger on her.
context: He's Spain's top runner after all...\He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her. response:	Miwako-san!!! I smell a beast in this man!?
context: He must come on strong...\I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!? response:	No! He's probably the most dangerous person by Rika's side!
context: I wonder if Rika-san is okay?\Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side! response:	Instead of a guard dog, he's already turned into a rabid dog!
context: Isn't she worn down enough already?\So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog! response:	A wolf on the outside and a rabid dog on the inside!
context: So she faxed Mayama an SOS...\She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside! response:	It must've been a tough choice, after putting those two on the scale.
context: She's gonna use him as a guard dog, huh?\Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale. response:	Oh, Rika-san!
context: Please say what you want.\Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san! response:	How pitiful.
context: Well, as long as I'm with her, I won't let anyone lay a finger on her.\Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful. response:	But doesn't Rika-san look even thinner in this picture?
context: Miwako-san!!! I smell a beast in this man!?\No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture? response:	If I could, I'd fly there myself and take her under my wing.
context: No! He's probably the most dangerous person by Rika's side!\Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing. response:	Of course, I'm already prepared for that.
context: Instead of a guard dog, he's already turned into a rabid dog!\A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that. response:	A miniature rice cooker!
context: A wolf on the outside and a rabid dog on the inside!\It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker! response:	Along with a voltage converter.
context: It must've been a tough choice, after putting those two on the scale.\Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter. response:	Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.
context: Oh, Rika-san!\How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce. response:	M-Mayama...
context: How pitiful.\But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama... response:	Miso and...
context: But doesn't Rika-san look even thinner in this picture?\If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and... response:	It's like...
context: If I could, I'd fly there myself and take her under my wing.\Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and...\It's like... response:	Pickled seaweed...
context: Of course, I'm already prepared for that.\A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and...\It's like...\Pickled seaweed... response:	It's like a care package from home...
context: A miniature rice cooker!\Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and...\It's like...\Pickled seaweed...\It's like a care package from home... response:	Somen...
context: Along with a voltage converter.\Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and...\It's like...\Pickled seaweed...\It's like a care package from home...\Somen... response:	But somen is pretty good...
context: Even when she's not hungry, she can eat rice with bonito flakes and soy sauce.\M-Mayama...\Miso and...\It's like...\Pickled seaweed...\It's like a care package from home...\Somen...\But somen is pretty good... response:	Do they have seasoning for it?
context: M-Mayama...\Miso and...\It's like...\Pickled seaweed...\It's like a care package from home...\Somen...\But somen is pretty good...\Do they have seasoning for it? response:	Somen is flavorless without beefsteak and green onion...
context: Miso and...\It's like...\Pickled seaweed...\It's like a care package from home...\Somen...\But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion... response:	Don't they have ginger over there?
context: It's like...\Pickled seaweed...\It's like a care package from home...\Somen...\But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there? response:	They should have plenty of herbs...
context: Pickled seaweed...\It's like a care package from home...\Somen...\But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs... response:	Please! Mint and lemon balm on somen?! That's not fit for human consumption!
context: It's like a care package from home...\Somen...\But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption! response:	That's on the same level as Yamada's special menus!
context: Somen...\But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus! response:	M-Mayama!
context: But somen is pretty good...\Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama! response:	B-B-Behind!
context: Do they have seasoning for it?\Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind! response:	Not cow. I'm talking about somen!
context: Somen is flavorless without beefsteak and green onion...\Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen! response:	Either way, I can't let Rika-san eat something like that...
context: Don't they have ginger over there?\They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that... response:	Daikon sprouts...
context: They should have plenty of herbs...\Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts... response:	Daikon sprouts are spicy, so they're great as spice.
context: Please! Mint and lemon balm on somen?! That's not fit for human consumption!\That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice. response:	You can eat them after three days if you spread them on top of a damp cloth.
context: That's on the same level as Yamada's special menus!\M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth. response:	You should take some seeds and plant them as soon as you get there.
context: M-Mayama!\B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there. response:	Okay.
context: B-B-Behind!\Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay. response:	I'll try that as soon as I get there.
context: Not cow. I'm talking about somen!\Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there. response:	Thanks, Yamada.
context: Either way, I can't let Rika-san eat something like that...\Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada. response:	Okay.
context: Daikon sprouts...\Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Okay. response:	I'll try that as soon as I get there.
context: Daikon sprouts are spicy, so they're great as spice.\You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Okay.\I'll try that as soon as I get there. response:	Thanks, Yamada.
context: You can eat them after three days if you spread them on top of a damp cloth.\You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada. response:	Yamada-san, wait up, wait up.
context: You should take some seeds and plant them as soon as you get there.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up. response:	Leader...
context: Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader... response:	W-What is it?
context: I'll try that as soon as I get there.\Thanks, Yamada.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader...\W-What is it? response:	Say what?
context: Thanks, Yamada.\Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader...\W-What is it?\Say what? response:	I'm taking Leader for a walk.
context: Okay.\I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader...\W-What is it?\Say what?\I'm taking Leader for a walk. response:	Yamada-san...
context: I'll try that as soon as I get there.\Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader...\W-What is it?\Say what?\I'm taking Leader for a walk.\Yamada-san... response:	You really wanted me to come chasing after you, didn't you?
context: Thanks, Yamada.\Yamada-san, wait up, wait up.\Leader...\W-What is it?\Say what?\I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you? response:	N-No, I didn't!
context: Yamada-san, wait up, wait up.\Leader...\W-What is it?\Say what?\I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't! response:	Are you sure?
context: Leader...\W-What is it?\Say what?\I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure? response:	Of course not! I really didn't think that!
context: W-What is it?\Say what?\I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure?\Of course not! I really didn't think that! response:	P-Please don't stare at me like that!
context: Say what?\I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that! response:	You said it well.
context: I'm taking Leader for a walk.\Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well. response:	Good job.
context: Yamada-san...\You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well.\Good job. response:	Morita.
context: You really wanted me to come chasing after you, didn't you?\N-No, I didn't!\Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well.\Good job.\Morita. response:	Won't you please talk to her?
context: N-No, I didn't!\Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well.\Good job.\Morita.\Won't you please talk to her? response:	You can see what Hagu is up against, can't you?
context: Are you sure?\Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well.\Good job.\Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you? response:	Your paths will separate if you don't talk to her now.
context: Of course not! I really didn't think that!\P-Please don't stare at me like that!\You said it well.\Good job.\Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now. response:	Are you okay with that?
context: P-Please don't stare at me like that!\You said it well.\Good job.\Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that? response:	It can't be helped.
context: You said it well.\Good job.\Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped. response:	That's not like you.
context: Good job.\Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped.\That's not like you. response:	It can't be helped?
context: Morita.\Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped.\That's not like you.\It can't be helped? response:	Furthermore, split or not...
context: Won't you please talk to her?\You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped.\That's not like you.\It can't be helped?\Furthermore, split or not... response:	Morita...
context: You can see what Hagu is up against, can't you?\Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped.\That's not like you.\It can't be helped?\Furthermore, split or not...\Morita... response:	What are you thinking?
context: Your paths will separate if you don't talk to her now.\Are you okay with that?\It can't be helped.\That's not like you.\It can't be helped?\Furthermore, split or not...\Morita...\What are you thinking? response:	umaku hanashi ga dekinakute I feel really bad...
context: Are you okay with that?\It can't be helped.\That's not like you.\It can't be helped?\Furthermore, split or not...\Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad... response:	hontou wa sumanai to omotteru...that I can't say it right.
context: It can't be helped.\That's not like you.\It can't be helped?\Furthermore, split or not...\Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right. response:	shibaraku nayandemo mitakedo I worried over it for a while...
context: That's not like you.\It can't be helped?\Furthermore, split or not...\Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while... response:	Kaoru...
context: It can't be helped?\Furthermore, split or not...\Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru... response:	sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.
context: Furthermore, split or not...\Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep. response:	Kaoru...
context: Morita...\What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru... response:	shuumatsu no kono machi no kuuki wa The air in this town on the weekend...
context: What are you thinking?\umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend... response:	hitoikire de musekaeri...is heavy with the crowd.
context: umaku hanashi ga dekinakute I feel really bad...\hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd. response:	fukaku tameiki wo tsuitara When I let out a deep sigh...
context: hontou wa sumanai to omotteru...that I can't say it right.\shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh... response:	gaitou speaker ni kesareta...the external speaker overrode it.
context: shibaraku nayandemo mitakedo I worried over it for a while...\Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it. response:	Morita Technology Research Office
context: Kaoru...\sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office response:	sorerashii kotoba wo narabetemo Even when I try to say it well...
context: sono uchi tsukarete nemutteru...but I eventually gave up and fell asleep.\Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well... response:	tsutawaru koto nado hajime kara nai...there never was anything to be communicated.
context: Kaoru...\shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated. response:	nigiyaka na kono machi no In this busy town...
context: shuumatsu no kono machi no kuuki wa The air in this town on the weekend...\hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town... response:	I always thought...
context: hitoikire de musekaeri...is heavy with the crowd.\fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought... response:	sora ni omoikiri hariageta koe wa...I look toward the sky.
context: fukaku tameiki wo tsuitara When I let out a deep sigh...\gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky. response:	I always thought that there must be something that only I am capable of.
context: gaitou speaker ni kesareta...the external speaker overrode it.\Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of. response:	I wanted to think that.
context: Morita Technology Research Office\sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that. response:	I'll get it back.
context: sorerashii kotoba wo narabetemo Even when I try to say it well...\tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back. response:	boku ni yasashiku shite kureta And to that person who was so kind to me...
context: tsutawaru koto nado hajime kara nai...there never was anything to be communicated.\nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back.\boku ni yasashiku shite kureta And to that person who was so kind to me... response:	I'll get Dad's company back.
context: nigiyaka na kono machi no In this busy town...\I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back.\boku ni yasashiku shite kureta And to that person who was so kind to me...\I'll get Dad's company back. response:	ano hito e no happy birthday...I shout out, Happy birthday.
context: I always thought...\sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back.\boku ni yasashiku shite kureta And to that person who was so kind to me...\I'll get Dad's company back.\ano hito e no happy birthday...I shout out, Happy birthday. response:	Hey, take a look.
context: sora ni omoikiri hariageta koe wa...I look toward the sky.\I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back.\boku ni yasashiku shite kureta And to that person who was so kind to me...\I'll get Dad's company back.\ano hito e no happy birthday...I shout out, Happy birthday.\Hey, take a look. response:	Isn't it amazing?
context: I always thought that there must be something that only I am capable of.\I wanted to think that.\I'll get it back.\boku ni yasashiku shite kureta And to that person who was so kind to me...\I'll get Dad's company back.\ano hito e no happy birthday...I shout out, Happy birthday.\Hey, take a look.\Isn't it amazing? response:	It heads toward the light.
