context: Karasuno Aoba Johsai response:	Up front!
context: Makki!\A feint!\Damn it all!\Yes! We managed to limit 12 to one serve.\All right!\Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun, response:	but now I can truly say...
context: A feint!\Damn it all!\Yes! We managed to limit 12 to one serve.\All right!\Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say... response:	I'm glad I learned the bliss of receiving an opponent's perfect hit.
context: Damn it all!\Yes! We managed to limit 12 to one serve.\All right!\Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit. response:	Yamaguchi, don't mind!
context: Yes! We managed to limit 12 to one serve.\All right!\Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind! response:	But seriously, is that the same guy from the Inter-High prelims?
context: All right!\Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims? response:	Hanamaki, nice serve!
context: Nice kill!\Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve! response:	That one couldn't be helped.
context: Yeah!\When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped. response:	The opponent was too good.
context: When I was a kid, I only did spikes because they were fun,\but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good. response:	Don't mind.
context: but now I can truly say...\I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good.\Don't mind. response:	Nice receive, Tanaka-san!
context: I'm glad I learned the bliss of receiving an opponent's perfect hit.\Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good.\Don't mind.\Nice receive, Tanaka-san! response:	Right.
context: Yamaguchi, don't mind!\But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good.\Don't mind.\Nice receive, Tanaka-san!\Right. response:	Yamaguchi!
context: But seriously, is that the same guy from the Inter-High prelims?\Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good.\Don't mind.\Nice receive, Tanaka-san!\Right.\Yamaguchi! response:	That was a great serve.
context: Hanamaki, nice serve!\That one couldn't be helped.\The opponent was too good.\Don't mind.\Nice receive, Tanaka-san!\Right.\Yamaguchi!\That was a great serve. response:	Every hit is really heavy.
context: That one couldn't be helped.\The opponent was too good.\Don't mind.\Nice receive, Tanaka-san!\Right.\Yamaguchi!\That was a great serve.\Every hit is really heavy. response:	Yeah...
context: The opponent was too good.\Don't mind.\Nice receive, Tanaka-san!\Right.\Yamaguchi!\That was a great serve.\Every hit is really heavy.\Yeah... response:	They're just gonna have to stay on the ball
context: Don't mind.\Nice receive, Tanaka-san!\Right.\Yamaguchi!\That was a great serve.\Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball response:	and keep stacking up one point at a time...
context: Nice receive, Tanaka-san!\Right.\Yamaguchi!\That was a great serve.\Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time... response:	That's the only path they have.
context: Right.\Yamaguchi!\That was a great serve.\Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have. response:	Karasuno Aoba Johsai
context: Yamaguchi!\That was a great serve.\Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai response:	All right!
context: That was a great serve.\Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai\All right! response:	Neither side is backing down.
context: Every hit is really heavy.\Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai\All right!\Neither side is backing down. response:	If they get another deuce, do they have to keep playing until they get two points ahead?
context: Yeah...\They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai\All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead? response:	No...
context: They're just gonna have to stay on the ball\and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai\All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No... response:	They're not gonna have time to think about that.
context: and keep stacking up one point at a time...\That's the only path they have.\Karasuno Aoba Johsai\All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that. response:	Bring it!
context: That's the only path they have.\Karasuno Aoba Johsai\All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that.\Bring it! response:	Seriously?
context: Karasuno Aoba Johsai\All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that.\Bring it!\Seriously? response:	All right!
context: All right!\Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that.\Bring it!\Seriously?\All right! response:	Great, great, Toru! Push it, push it, Toru! One more time!
context: Neither side is backing down.\If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that.\Bring it!\Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time! response:	Nice serve!
context: If they get another deuce, do they have to keep playing until they get two points ahead?\No...\They're not gonna have time to think about that.\Bring it!\Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve! response:	What is this?
context: No...\They're not gonna have time to think about that.\Bring it!\Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this? response:	An amazing serve like that right now?
context: They're not gonna have time to think about that.\Bring it!\Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this?\An amazing serve like that right now? response:	Is he some kind of monster?
context: Bring it!\Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this?\An amazing serve like that right now?\Is he some kind of monster? response:	One more!
context: Seriously?\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this?\An amazing serve like that right now?\Is he some kind of monster?\One more! response:	Karasuno Aoba Johsai
context: All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this?\An amazing serve like that right now?\Is he some kind of monster?\One more!\Karasuno Aoba Johsai response:	All right!
context: Great, great, Toru! Push it, push it, Toru! One more time!\Nice serve!\What is this?\An amazing serve like that right now?\Is he some kind of monster?\One more!\Karasuno Aoba Johsai\All right! response:	Seijoh's at match point.
context: Nice serve!\What is this?\An amazing serve like that right now?\Is he some kind of monster?\One more!\Karasuno Aoba Johsai\All right!\Seijoh's at match point. response:	It's that again...
context: What is this?\An amazing serve like that right now?\Is he some kind of monster?\One more!\Karasuno Aoba Johsai\All right!\Seijoh's at match point.\It's that again... response:	We're just gonna have to pick it up.
context: An amazing serve like that right now?\Is he some kind of monster?\One more!\Karasuno Aoba Johsai\All right!\Seijoh's at match point.\It's that again...\We're just gonna have to pick it up. response:	Yeah.
context: Is he some kind of monster?\One more!\Karasuno Aoba Johsai\All right!\Seijoh's at match point.\It's that again...\We're just gonna have to pick it up.\Yeah. response:	Switch it up! Switch it up!
context: One more!\Karasuno Aoba Johsai\All right!\Seijoh's at match point.\It's that again...\We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up! response:	Their mental strength is amazing.
context: Karasuno Aoba Johsai\All right!\Seijoh's at match point.\It's that again...\We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up!\Their mental strength is amazing. response:	They should be under quite a bit of pressure right now...
context: All right!\Seijoh's at match point.\It's that again...\We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now... response:	If we manage to touch it, we can make it work!
context: Seijoh's at match point.\It's that again...\We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work! response:	We're not gonna lose!
context: It's that again...\We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose! response:	Yeah!
context: We're just gonna have to pick it up.\Yeah.\Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah! response:	Aoba Johsai
context: Yeah.\Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah!\Aoba Johsai response:	Give it your all!
context: Switch it up! Switch it up!\Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah!\Aoba Johsai\Give it your all! response:	But of course.
context: Their mental strength is amazing.\They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah!\Aoba Johsai\Give it your all!\But of course. response:	Well, it's time...
context: They should be under quite a bit of pressure right now...\If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah!\Aoba Johsai\Give it your all!\But of course.\Well, it's time... response:	You have to get it, no matter what!
context: If we manage to touch it, we can make it work!\We're not gonna lose!\Yeah!\Aoba Johsai\Give it your all!\But of course.\Well, it's time...\You have to get it, no matter what! response:	Yeah!
context: We're not gonna lose!\Yeah!\Aoba Johsai\Give it your all!\But of course.\Well, it's time...\You have to get it, no matter what!\Yeah! response:	All right!
context: Yeah!\Aoba Johsai\Give it your all!\But of course.\Well, it's time...\You have to get it, no matter what!\Yeah!\All right! response:	All right!
context: Aoba Johsai\Give it your all!\But of course.\Well, it's time...\You have to get it, no matter what!\Yeah!\All right!\All right! response:	They cut off Oikawa's serves!
context: Give it your all!\But of course.\Well, it's time...\You have to get it, no matter what!\Yeah!\All right!\All right!\They cut off Oikawa's serves! response:	Seijoh's still at match point, though.
context: But of course.\Well, it's time...\You have to get it, no matter what!\Yeah!\All right!\All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though. response:	Karasuno Aoba Johsai
context: Well, it's time...\You have to get it, no matter what!\Yeah!\All right!\All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai response:	The wall for this next point is high.
context: You have to get it, no matter what!\Yeah!\All right!\All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high. response:	Whoa, Karasuno loses if they give up another point,
context: Yeah!\All right!\All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point, response:	but they're switching out their libero?
context: All right!\All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero? response:	Sensei.
context: All right!\They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei. response:	Right.
context: They cut off Oikawa's serves!\Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei.\Right. response:	Yeah!
context: Seijoh's still at match point, though.\Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei.\Right.\Yeah! response:	This is the last battle.
context: Karasuno Aoba Johsai\The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei.\Right.\Yeah!\This is the last battle. response:	Haikyu!!
context: The wall for this next point is high.\Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei.\Right.\Yeah!\This is the last battle.\Haikyu!! response:	Haikyu!!
context: Whoa, Karasuno loses if they give up another point,\but they're switching out their libero?\Sensei.\Right.\Yeah!\This is the last battle.\Haikyu!!\Haikyu!! response:	Yeah!
context: but they're switching out their libero?\Sensei.\Right.\Yeah!\This is the last battle.\Haikyu!!\Haikyu!!\Yeah! response:	This is the last battle.
context: Sensei.\Right.\Yeah!\This is the last battle.\Haikyu!!\Haikyu!!\Yeah!\This is the last battle. response:	Ooh, now they're going for a strategic one-point six-two!
context: Right.\Yeah!\This is the last battle.\Haikyu!!\Haikyu!!\Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two! response:	Yeah!
context: Yeah!\This is the last battle.\Haikyu!!\Haikyu!!\Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah! response:	Yeah!
context: This is the last battle.\Haikyu!!\Haikyu!!\Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah! response:	If they can't do a break, they're done.
context: Haikyu!!\Haikyu!!\Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah!\If they can't do a break, they're done. response:	Yeah!
context: Haikyu!!\Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah!\If they can't do a break, they're done.\Yeah! response:	We're counting on you!
context: Yeah!\This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah!\If they can't do a break, they're done.\Yeah!\We're counting on you! response:	Yeah!
context: This is the last battle.\Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah!\If they can't do a break, they're done.\Yeah!\We're counting on you!\Yeah! response:	Do what you did in the second set!
context: Ooh, now they're going for a strategic one-point six-two!\Yeah!\Yeah!\If they can't do a break, they're done.\Yeah!\We're counting on you!\Yeah!\Do what you did in the second set! response:	Yeah!
context: Yeah!\Yeah!\If they can't do a break, they're done.\Yeah!\We're counting on you!\Yeah!\Do what you did in the second set!\Yeah! response:	Suga-san, give us a nice serve!
context: Yeah!\If they can't do a break, they're done.\Yeah!\We're counting on you!\Yeah!\Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve! response:	Yeah!
context: If they can't do a break, they're done.\Yeah!\We're counting on you!\Yeah!\Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve!\Yeah! response:	How is able to concentrate so intensely towards the end of the match?
context: Yeah!\We're counting on you!\Yeah!\Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match? response:	Though it's just his concentration!
context: We're counting on you!\Yeah!\Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration! response:	Huh? Why are you picking a fight with Hinata?!
context: Yeah!\Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?! response:	We're going to finish it with this one.
context: Do what you did in the second set!\Yeah!\Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one. response:	Yeah!
context: Yeah!\Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah! response:	Nice serve!
context: Suga-san, give us a nice serve!\Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah!\Nice serve! response:	Concentrate on the one!
context: Yeah!\How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah!\Nice serve!\Concentrate on the one! response:	If I miss this serve, everything is over.
context: How is able to concentrate so intensely towards the end of the match?\Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah!\Nice serve!\Concentrate on the one!\If I miss this serve, everything is over. response:	Nice serve!
context: Though it's just his concentration!\Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah!\Nice serve!\Concentrate on the one!\If I miss this serve, everything is over.\Nice serve! response:	Go!
context: Huh? Why are you picking a fight with Hinata?!\We're going to finish it with this one.\Yeah!\Nice serve!\Concentrate on the one!\If I miss this serve, everything is over.\Nice serve!\Go! response:	Nice serve! Get one!
context: We're going to finish it with this one.\Yeah!\Nice serve!\Concentrate on the one!\If I miss this serve, everything is over.\Nice serve!\Go!\Nice serve! Get one! response:	If we don't stop the opponent's attack, everything is over.
context: Yeah!\Nice serve!\Concentrate on the one!\If I miss this serve, everything is over.\Nice serve!\Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over. response:	Here I go!
context: Nice serve!\Concentrate on the one!\If I miss this serve, everything is over.\Nice serve!\Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go! response:	Is it in or out?
context: Concentrate on the one!\If I miss this serve, everything is over.\Nice serve!\Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out? response:	Is it going to be me or Iwaizumi-san?!
context: If I miss this serve, everything is over.\Nice serve!\Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?! response:	Damn, they picked it up!
context: Nice serve!\Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up! response:	But the ace is out.
context: Go!\Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out. response:	Center!
context: Nice serve! Get one!\If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out.\Center! response:	Yeah!
context: If we don't stop the opponent's attack, everything is over.\Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out.\Center!\Yeah! response:	You stopped it!
context: Here I go!\Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out.\Center!\Yeah!\You stopped it! response:	Hinata!
context: Is it in or out?\Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out.\Center!\Yeah!\You stopped it!\Hinata! response:	Shoyo!
context: Is it going to be me or Iwaizumi-san?!\Damn, they picked it up!\But the ace is out.\Center!\Yeah!\You stopped it!\Hinata!\Shoyo! response:	Well, he is the middle blocker.
context: Damn, they picked it up!\But the ace is out.\Center!\Yeah!\You stopped it!\Hinata!\Shoyo!\Well, he is the middle blocker. response:	He's supposed to be able to block.
context: But the ace is out.\Center!\Yeah!\You stopped it!\Hinata!\Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block. response:	I feel bad, really!
context: Center!\Yeah!\You stopped it!\Hinata!\Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really! response:	Great job taking that, Kageyama.
context: Yeah!\You stopped it!\Hinata!\Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama. response:	Karasuno Aoba Johsai
context: You stopped it!\Hinata!\Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai response:	Karasuno caught up!
context: Hinata!\Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up! response:	It's a deuce!
context: Shoyo!\Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce! response:	Sorry.
context: Well, he is the middle blocker.\He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce!\Sorry. response:	Don't mind!
context: He's supposed to be able to block.\I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce!\Sorry.\Don't mind! response:	Next, next!
context: I feel bad, really!\Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce!\Sorry.\Don't mind!\Next, next! response:	Rather than going to stop it,
context: Great job taking that, Kageyama.\Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce!\Sorry.\Don't mind!\Next, next!\Rather than going to stop it, response:	it was more like he went to jump at the ball, no matter what.
context: Karasuno Aoba Johsai\Karasuno caught up!\It's a deuce!\Sorry.\Don't mind!\Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what. response:	Every time, I'm astonished at the shrimp's quick response.
context: Karasuno caught up!\It's a deuce!\Sorry.\Don't mind!\Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response. response:	Suga-san, one more!
context: It's a deuce!\Sorry.\Don't mind!\Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more! response:	Here I go.
context: Sorry.\Don't mind!\Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go. response:	Front, front!
context: Don't mind!\Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go.\Front, front! response:	Damn it!
context: Next, next!\Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go.\Front, front!\Damn it! response:	Whoa, that was close!
context: Rather than going to stop it,\it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go.\Front, front!\Damn it!\Whoa, that was close! response:	That barely made it to the front!
context: it was more like he went to jump at the ball, no matter what.\Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go.\Front, front!\Damn it!\Whoa, that was close!\That barely made it to the front! response:	He broke it!
context: Every time, I'm astonished at the shrimp's quick response.\Suga-san, one more!\Here I go.\Front, front!\Damn it!\Whoa, that was close!\That barely made it to the front!\He broke it! response:	This time it's Iwaizumi who was off balance.
context: Suga-san, one more!\Here I go.\Front, front!\Damn it!\Whoa, that was close!\That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance. response:	He may be Mr. Refreshing,
context: Here I go.\Front, front!\Damn it!\Whoa, that was close!\That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing, response:	Center!
context: Front, front!\Damn it!\Whoa, that was close!\That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center! response:	but his serves aren't refreshing at all!
context: Damn it!\Whoa, that was close!\That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all! response:	Front, front, front!
context: Whoa, that was close!\That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all!\Front, front, front! response:	Fall!
context: That barely made it to the front!\He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all!\Front, front, front!\Fall! response:	I'll get it!
context: He broke it!\This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all!\Front, front, front!\Fall!\I'll get it! response:	Yes, yes!
context: This time it's Iwaizumi who was off balance.\He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all!\Front, front, front!\Fall!\I'll get it!\Yes, yes! response:	The first touch was Mr. Refreshing...
context: He may be Mr. Refreshing,\Center!\but his serves aren't refreshing at all!\Front, front, front!\Fall!\I'll get it!\Yes, yes!\The first touch was Mr. Refreshing... response:	Now they won't be able to do that last attack!
context: Center!\but his serves aren't refreshing at all!\Front, front, front!\Fall!\I'll get it!\Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack! response:	Go!
context: but his serves aren't refreshing at all!\Front, front, front!\Fall!\I'll get it!\Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go! response:	Even if you can't stop it, touch it!
context: Front, front, front!\Fall!\I'll get it!\Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it! response:	Bring it to me!
context: Fall!\I'll get it!\Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it!\Bring it to me! response:	You little brats!
context: I'll get it!\Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it!\Bring it to me!\You little brats! response:	Ka...
context: Yes, yes!\The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it!\Bring it to me!\You little brats!\Ka... response:	Kageyama!
context: The first touch was Mr. Refreshing...\Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it!\Bring it to me!\You little brats!\Ka...\Kageyama! response:	I know...
context: Now they won't be able to do that last attack!\Go!\Even if you can't stop it, touch it!\Bring it to me!\You little brats!\Ka...\Kageyama!\I know... response:	But...
context: Go!\Even if you can't stop it, touch it!\Bring it to me!\You little brats!\Ka...\Kageyama!\I know...\But... response:	I won't lose!
context: Even if you can't stop it, touch it!\Bring it to me!\You little brats!\Ka...\Kageyama!\I know...\But...\I won't lose! response:	Karasuno Aoba Johsai
context: Bring it to me!\You little brats!\Ka...\Kageyama!\I know...\But...\I won't lose!\Karasuno Aoba Johsai response:	Just one more point.
context: You little brats!\Ka...\Kageyama!\I know...\But...\I won't lose!\Karasuno Aoba Johsai\Just one more point. response:	You're awesome, Tobio!
context: Ka...\Kageyama!\I know...\But...\I won't lose!\Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio! response:	Man, when Sugawara got the first touch,
context: Kageyama!\I know...\But...\I won't lose!\Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch, response:	I didn't think Kageyama would attack...
context: I know...\But...\I won't lose!\Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack... response:	Yeah, but everyone's got the idea that when Sugawara's in the game,
context: But...\I won't lose!\Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game, response:	something's gonna happen.
context: I won't lose!\Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen. response:	We just start thinking that way.
