context: Now, go. response:	You have your power now.
context: Yes.\How did you let that happen?\I wonder.\You need to keep it in that state.\I can't help you this time.\Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars. response:	Elias, do you think I can do it by myself?
context: How did you let that happen?\I wonder.\You need to keep it in that state.\I can't help you this time.\Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself? response:	I'd prefer that you didn't, especially given your frail body.
context: I wonder.\You need to keep it in that state.\I can't help you this time.\Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body. response:	I want to do it, though.
context: You need to keep it in that state.\I can't help you this time.\Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though. response:	Just this once.
context: I can't help you this time.\Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once. response:	When I use magic, I stare really hard.
context: Sorry, I can't help, either.\It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once.\When I use magic, I stare really hard. response:	Then I can see light dancing. Playing.
context: It's all right.\Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing. response:	This is what they call magic power.
context: Fairies hate being seen. Even familiars.\Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power. response:	One moment, it takes on the color of the stars at night.
context: Elias, do you think I can do it by myself?\I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night. response:	The next, it's blue as the sea, or green as the forest.
context: I'd prefer that you didn't, especially given your frail body.\I want to do it, though.\Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest. response:	At times, it whitens, like the morning sun.
context: I want to do it, though.\Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun. response:	Together, like a crib, entwined.
context: Just this once.\When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined. response:	I did it.
context: When I use magic, I stare really hard.\Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it. response:	Yeah, that looks good.
context: Then I can see light dancing. Playing.\This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it.\Yeah, that looks good. response:	Now you have to maintain it for the next five days.
context: This is what they call magic power.\One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days. response:	Right.
context: One moment, it takes on the color of the stars at night.\The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days.\Right. response:	Don't you dare push yourself.
context: The next, it's blue as the sea, or green as the forest.\At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself. response:	If something happens, tell me.
context: At times, it whitens, like the morning sun.\Together, like a crib, entwined.\I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself.\If something happens, tell me. response:	Got it?
context: Together, like a crib, entwined.\I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself.\If something happens, tell me.\Got it? response:	Yes.
context: I did it.\Yeah, that looks good.\Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself.\If something happens, tell me.\Got it?\Yes. response:	I feel something important leaving my body.
context: Yeah, that looks good.\Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself.\If something happens, tell me.\Got it?\Yes.\I feel something important leaving my body. response:	I'm scared.
context: Now you have to maintain it for the next five days.\Right.\Don't you dare push yourself.\If something happens, tell me.\Got it?\Yes.\I feel something important leaving my body.\I'm scared. response:	Is someone there?
context: Right.\Don't you dare push yourself.\If something happens, tell me.\Got it?\Yes.\I feel something important leaving my body.\I'm scared.\Is someone there? response:	With the flowers that bloom in spring water,
context: Don't you dare push yourself.\If something happens, tell me.\Got it?\Yes.\I feel something important leaving my body.\I'm scared.\Is someone there?\With the flowers that bloom in spring water, response:	from old gold coins submerged within it, an incense is made.
context: If something happens, tell me.\Got it?\Yes.\I feel something important leaving my body.\I'm scared.\Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made. response:	One day in the full moon, and then in each of the four directions of the compass,
context: Got it?\Yes.\I feel something important leaving my body.\I'm scared.\Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass, response:	it's bathed in moonlight and sunlight.
context: Yes.\I feel something important leaving my body.\I'm scared.\Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight. response:	I have to stay with the medicine jar the whole time.
context: I feel something important leaving my body.\I'm scared.\Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time. response:	I can't even allow myself to sleep.
context: I'm scared.\Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep. response:	Even then, there's only a 50-50 chance that it'll work.
context: Is someone there?\With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work. response:	Why are you doing this for me?
context: With the flowers that bloom in spring water,\from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me? response:	That's what you do for others, isn't it?
context: from old gold coins submerged within it, an incense is made.\One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it? response:	It's just that I want people who smiled at me to keep smiling for me.
context: One day in the full moon, and then in each of the four directions of the compass,\it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me. response:	Humans are so foolish.
context: it's bathed in moonlight and sunlight.\I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish. response:	And selfish, too.
context: I have to stay with the medicine jar the whole time.\I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too. response:	How many days has it been now?
context: I can't even allow myself to sleep.\Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too.\How many days has it been now? response:	It's the fourth day.
context: Even then, there's only a 50-50 chance that it'll work.\Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too.\How many days has it been now?\It's the fourth day. response:	A little longer.
context: Why are you doing this for me?\That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too.\How many days has it been now?\It's the fourth day.\A little longer. response:	I smell it.
context: That's what you do for others, isn't it?\It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too.\How many days has it been now?\It's the fourth day.\A little longer.\I smell it. response:	I smell it.
context: It's just that I want people who smiled at me to keep smiling for me.\Humans are so foolish.\And selfish, too.\How many days has it been now?\It's the fourth day.\A little longer.\I smell it.\I smell it. response:	There's a scent.
context: Humans are so foolish.\And selfish, too.\How many days has it been now?\It's the fourth day.\A little longer.\I smell it.\I smell it.\There's a scent. response:	A scent of joy.
context: And selfish, too.\How many days has it been now?\It's the fourth day.\A little longer.\I smell it.\I smell it.\There's a scent.\A scent of joy. response:	Huh.
context: How many days has it been now?\It's the fourth day.\A little longer.\I smell it.\I smell it.\There's a scent.\A scent of joy.\Huh. response:	They're up to something fun.
context: It's the fourth day.\A little longer.\I smell it.\I smell it.\There's a scent.\A scent of joy.\Huh.\They're up to something fun. response:	Oh no, I fell asleep.
context: A little longer.\I smell it.\I smell it.\There's a scent.\A scent of joy.\Huh.\They're up to something fun.\Oh no, I fell asleep. response:	Good work.
context: I smell it.\I smell it.\There's a scent.\A scent of joy.\Huh.\They're up to something fun.\Oh no, I fell asleep.\Good work. response:	Elias...
context: I smell it.\There's a scent.\A scent of joy.\Huh.\They're up to something fun.\Oh no, I fell asleep.\Good work.\Elias... response:	Don't worry, it worked.
context: There's a scent.\A scent of joy.\Huh.\They're up to something fun.\Oh no, I fell asleep.\Good work.\Elias...\Don't worry, it worked. response:	You just barely made it.
context: A scent of joy.\Huh.\They're up to something fun.\Oh no, I fell asleep.\Good work.\Elias...\Don't worry, it worked.\You just barely made it. response:	You can do with it as you please.
context: Huh.\They're up to something fun.\Oh no, I fell asleep.\Good work.\Elias...\Don't worry, it worked.\You just barely made it.\You can do with it as you please. response:	Do what's right for you.
context: They're up to something fun.\Oh no, I fell asleep.\Good work.\Elias...\Don't worry, it worked.\You just barely made it.\You can do with it as you please.\Do what's right for you. response:	Am I dreaming?
context: Oh no, I fell asleep.\Good work.\Elias...\Don't worry, it worked.\You just barely made it.\You can do with it as you please.\Do what's right for you.\Am I dreaming? response:	I couldn't even get out of bed until just now.
context: Good work.\Elias...\Don't worry, it worked.\You just barely made it.\You can do with it as you please.\Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now. response:	I feel like I've been sleeping for a long time.
context: Elias...\Don't worry, it worked.\You just barely made it.\You can do with it as you please.\Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time. response:	I finally meet you.
context: Don't worry, it worked.\You just barely made it.\You can do with it as you please.\Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you. response:	You...
context: You just barely made it.\You can do with it as you please.\Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you.\You... response:	You...
context: You can do with it as you please.\Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you.\You...\You... response:	It's all because you found me.
context: Do what's right for you.\Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you.\You...\You...\It's all because you found me. response:	It's your fault that I can't leave you.
context: Am I dreaming?\I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you.\You...\You...\It's all because you found me.\It's your fault that I can't leave you. response:	It's your fault.
context: I couldn't even get out of bed until just now.\I feel like I've been sleeping for a long time.\I finally meet you.\You...\You...\It's all because you found me.\It's your fault that I can't leave you.\It's your fault. response:	I'm sorry.
context: I feel like I've been sleeping for a long time.\I finally meet you.\You...\You...\It's all because you found me.\It's your fault that I can't leave you.\It's your fault.\I'm sorry. response:	Why are you apologizing?
context: I finally meet you.\You...\You...\It's all because you found me.\It's your fault that I can't leave you.\It's your fault.\I'm sorry.\Why are you apologizing? response:	You said you were scared!
context: You...\You...\It's all because you found me.\It's your fault that I can't leave you.\It's your fault.\I'm sorry.\Why are you apologizing?\You said you were scared! response:	You're scared of passing on by yourself!
context: You...\It's all because you found me.\It's your fault that I can't leave you.\It's your fault.\I'm sorry.\Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself! response:	It's my fault.
context: It's all because you found me.\It's your fault that I can't leave you.\It's your fault.\I'm sorry.\Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself!\It's my fault. response:	Thank you for loving me, Leannan SIdhe, lover of poets.
context: It's your fault that I can't leave you.\It's your fault.\I'm sorry.\Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets. response:	It's not as if I never knew.
context: It's your fault.\I'm sorry.\Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew. response:	You can have my life, if such an old life is good enough for you.
context: I'm sorry.\Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you. response:	You can have all of it.
context: Why are you apologizing?\You said you were scared!\You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it. response:	But, but.. I did nothing but take from you, Joel.
context: You said you were scared!\You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel. response:	I never gave you anything.
context: You're scared of passing on by yourself!\It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything. response:	Sure you did.
context: It's my fault.\Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did. response:	Since my wife died, my life had been going on nothing but inertia.
context: Thank you for loving me, Leannan SIdhe, lover of poets.\It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia. response:	But one day,
context: It's not as if I never knew.\You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day, response:	just for a brief moment, our eyes met.
context: You can have my life, if such an old life is good enough for you.\You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met. response:	They were so, so beautiful.
context: You can have all of it.\But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met.\They were so, so beautiful. response:	I wanted to see you again.
context: But, but.. I did nothing but take from you, Joel.\I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again. response:	That, by itself, gave my life a push against the inertia.
context: I never gave you anything.\Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia. response:	You're such an idiot.
context: Sure you did.\Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot. response:	You're making it even harder for me to leave you.
context: Since my wife died, my life had been going on nothing but inertia.\But one day,\just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you. response:	I don't know where I'm going next.
context: But one day,\just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next. response:	Maybe I'll even get to be at my wife's side.
context: just for a brief moment, our eyes met.\They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side. response:	But I will surely, surely come to your side, too.
context: They were so, so beautiful.\I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too. response:	As long as I'm not alone,
context: I wanted to see you again.\That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone, response:	as long as someone's waiting for me, I'm not the slightest bit afraid.
context: That, by itself, gave my life a push against the inertia.\You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid. response:	So I want you to have this life of mine.
context: You're such an idiot.\You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine. response:	You idiot, I didn't even get to reply.
context: You're making it even harder for me to leave you.\I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply. response:	You humans really are foolish.
context: I don't know where I'm going next.\Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish. response:	You're so selfish.
context: Maybe I'll even get to be at my wife's side.\But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish. response:	I'm going to stay here.
context: But I will surely, surely come to your side, too.\As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish.\I'm going to stay here. response:	I'll wait here until the end of the world for Joel to come back.
context: As long as I'm not alone,\as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back. response:	Thanks, Chise.
context: as long as someone's waiting for me, I'm not the slightest bit afraid.\So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise. response:	Are you sad?
context: So I want you to have this life of mine.\You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad? response:	I think so.
context: You idiot, I didn't even get to reply.\You humans really are foolish.\You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad?\I think so. response:	You're crying.
context: You humans really are foolish.\You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad?\I think so.\You're crying. response:	I don't understand.
context: You're so selfish.\I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad?\I think so.\You're crying.\I don't understand. response:	What do you think, Elias?
context: I'm going to stay here.\I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad?\I think so.\You're crying.\I don't understand.\What do you think, Elias? response:	I don't know.
context: I'll wait here until the end of the world for Joel to come back.\Thanks, Chise.\Are you sad?\I think so.\You're crying.\I don't understand.\What do you think, Elias?\I don't know. response:	But seeing you cry makes me feel a little uneasy inside.
context: Thanks, Chise.\Are you sad?\I think so.\You're crying.\I don't understand.\What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside. response:	I'm sorry I couldn't be your teacher.
context: Are you sad?\I think so.\You're crying.\I don't understand.\What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher. response:	It's all right.
context: I think so.\You're crying.\I don't understand.\What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right. response:	You should get some rest in bed.
context: You're crying.\I don't understand.\What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed. response:	Yes.
context: I don't understand.\What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed.\Yes. response:	Boo!
context: What do you think, Elias?\I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed.\Yes.\Boo! response:	Hey.
context: I don't know.\But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed.\Yes.\Boo!\Hey. response:	Oberon.
context: But seeing you cry makes me feel a little uneasy inside.\I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed.\Yes.\Boo!\Hey.\Oberon. response:	The fairy ointment: Eyelid Joy...
context: I'm sorry I couldn't be your teacher.\It's all right.\You should get some rest in bed.\Yes.\Boo!\Hey.\Oberon.\The fairy ointment: Eyelid Joy... response:	It's a big no-no for a human to make that.
context: It's all right.\You should get some rest in bed.\Yes.\Boo!\Hey.\Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that. response:	Sorry, but can I have the rest?
context: You should get some rest in bed.\Yes.\Boo!\Hey.\Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that.\Sorry, but can I have the rest? response:	Here.
context: Yes.\Boo!\Hey.\Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that.\Sorry, but can I have the rest?\Here. response:	The price of violating the taboo was far too great.
context: Boo!\Hey.\Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that.\Sorry, but can I have the rest?\Here.\The price of violating the taboo was far too great. response:	The girl, consumed by the festering shadows of death,
context: Hey.\Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that.\Sorry, but can I have the rest?\Here.\The price of violating the taboo was far too great.\The girl, consumed by the festering shadows of death, response:	is given a hand by the fae, but...
context: Oberon.\The fairy ointment: Eyelid Joy...\It's a big no-no for a human to make that.\Sorry, but can I have the rest?\Here.\The price of violating the taboo was far too great.\The girl, consumed by the festering shadows of death,\is given a hand by the fae, but... response:	These children become weaker and weaker.
