context: Woah. response:	Oh.
context: Like the name suggests, its strength is nothing to underestimate.\Woohoo!\All right!\With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless. response:	Hey, I can't let that slide, Haruhiro.
context: Woohoo!\All right!\With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro. response:	Stop dissing my buddy, Zodiaco!
context: All right!\With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco! response:	I'll curse you!
context: With this I get my third Vice!\This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you! response:	Ranta named his daemon Zodiaco.
context: This will power up my daemon!\Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco. response:	No, I think his proper name is Zodiac and his nickname is Zodiaco.
context: Now it'll whisper to enemies and lower their defenses!\Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco. response:	In any case it doesn't really matter.
context: Only if it feels like it, though!\Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter. response:	Zodiaco is kinda cute, which is the complete opposite of his owner.
context: Dark Knight daemons are so useless.\Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner. response:	Really?
context: Hey, I can't let that slide, Haruhiro.\Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really? response:	I'm not his owner!
context: Stop dissing my buddy, Zodiaco!\I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner! response:	You can't own a daemon, you know!
context: I'll curse you!\Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner!\You can't own a daemon, you know! response:	It's more like Zodiaco's possessing me!
context: Ranta named his daemon Zodiaco.\No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me! response:	I couldn't care less in any case.
context: No, I think his proper name is Zodiac and his nickname is Zodiaco.\In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case. response:	Truly.
context: In any case it doesn't really matter.\Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly. response:	Manato?
context: Zodiaco is kinda cute, which is the complete opposite of his owner.\Really?\I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly.\Manato? response:	Oh, I need to pray.
context: Really?\I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly.\Manato?\Oh, I need to pray. response:	White God Elhit-chan, thanks for everything.
context: I'm not his owner!\You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly.\Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything. response:	Here's some of my food...
context: You can't own a daemon, you know!\It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly.\Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food... response:	Is that a Hunter Guild practice?
context: It's more like Zodiaco's possessing me!\I couldn't care less in any case.\Truly.\Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice? response:	Yeah.
context: I couldn't care less in any case.\Truly.\Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice?\Yeah. response:	Elhit-chan protects Hunters, so we can be safe while hunting and stuff.
context: Truly.\Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff. response:	Still, you call him with chan?
context: Manato?\Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan? response:	Yup.
context: Oh, I need to pray.\White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup. response:	White God Elhit-chan, you know, is a very huge wolf.
context: White God Elhit-chan, thanks for everything.\Here's some of my food...\Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf. response:	And he has a big heart, so I don't think he would get mad because of that.
context: Here's some of my food...\Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that. response:	I actually haven't gotten scolded before.
context: Is that a Hunter Guild practice?\Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before. response:	I think your God understands your feelings, Yume.
context: Yeah.\Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume. response:	And I think that feelings are really important.
context: Elhit-chan protects Hunters, so we can be safe while hunting and stuff.\Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important. response:	I have lots and lots of feelings.
context: Still, you call him with chan?\Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings. response:	At night we all go to sleep, yeah?
context: Yup.\White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah? response:	And when I'm sleeping, I dream about Elhit-chan a lot.
context: White God Elhit-chan, you know, is a very huge wolf.\And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot. response:	Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.
context: And he has a big heart, so I don't think he would get mad because of that.\I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast. response:	And I'm like, Woah, this is so cool!
context: I actually haven't gotten scolded before.\I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool! response:	There better be a point to this story.
context: I think your God understands your feelings, Yume.\And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story. response:	I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.
context: And I think that feelings are really important.\I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point. response:	A point?
context: I have lots and lots of feelings.\At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point? response:	There isn't one.
context: At night we all go to sleep, yeah?\And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one. response:	Are you stupid?!
context: And when I'm sleeping, I dream about Elhit-chan a lot.\Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one.\Are you stupid?! response:	Don't go rambling on if there's no point to what you're saying!
context: Then I ask Elhit-chan, Can I ride on your back? and Elhit-chan takes off and runs, super fast.\And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying! response:	I was just thinking what a good party we've become.
context: And I'm like, Woah, this is so cool!\There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become. response:	We can now usually defeat three goblins at a time.
context: There better be a point to this story.\I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time. response:	If we change our strategy, maybe we can do four.
context: I've been patiently listening to you until now, so I'll whack you if there isn't a really good point.\A point?\There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four. response:	Moguzo is our reliable shield, like a defensive tank.
context: A point?\There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank. response:	He's big, strong, and overpowers our enemies.
context: There isn't one.\Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies. response:	His sword strikes accurately, and he makes good attacks when needed.
context: Are you stupid?!\Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed. response:	I agree, Moguzo's really good with his hands.
context: Don't go rambling on if there's no point to what you're saying!\I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands. response:	Y-You think so?
context: I was just thinking what a good party we've become.\We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so? response:	I don't know why, but I like doing detailed work.
context: We can now usually defeat three goblins at a time.\If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work. response:	Ow!
context: If we change our strategy, maybe we can do four.\Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work.\Ow! response:	It doesn't fit you.
context: Moguzo is our reliable shield, like a defensive tank.\He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you. response:	You're amazing too, Ranta.
context: He's big, strong, and overpowers our enemies.\His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you.\You're amazing too, Ranta. response:	Especially how you're always ready to attack.
context: His sword strikes accurately, and he makes good attacks when needed.\I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack. response:	The rest of us are more on the careful side.
context: I agree, Moguzo's really good with his hands.\Y-You think so?\I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side. response:	If you weren't here, there would have been times when we wouldn't have been able to advance.
context: Y-You think so?\I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance. response:	O-Oh...
context: I don't know why, but I like doing detailed work.\Ow!\It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh... response:	W-Well, yeah.
context: Ow!\It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah. response:	It doesn't fit you too, Ranta.
context: It doesn't fit you.\You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta. response:	Oh, shut it!
context: You're amazing too, Ranta.\Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it! response:	And Yume, you're never afraid.
context: Especially how you're always ready to attack.\The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid. response:	Out of all of us, you're probably the bravest one here.
context: The rest of us are more on the careful side.\If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here. response:	I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.
context: If you weren't here, there would have been times when we wouldn't have been able to advance.\O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help. response:	The bravest?
context: O-Oh...\W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest? response:	I guess there aren't many things I'm afraid of.
context: W-Well, yeah.\It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of. response:	I hope you'll be patient with a Hunter who's not great with a bow.
context: It doesn't fit you too, Ranta.\Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow. response:	Everybody has things they aren't good at or can't do.
context: Oh, shut it!\And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do. response:	We cover each other's weakness.
context: And Yume, you're never afraid.\Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness. response:	That's what a party's for.
context: Out of all of us, you're probably the bravest one here.\I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for. response:	Yup.
context: I need to be cautious as the healer, but if anything were to happen, I know that you'll always be there to help.\The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for.\Yup. response:	And Shihoru...
context: The bravest?\I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for.\Yup.\And Shihoru... response:	Shihoru is always aware of her surroundings.
context: I guess there aren't many things I'm afraid of.\I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for.\Yup.\And Shihoru...\Shihoru is always aware of her surroundings. response:	Shadow magic mostly has spells to confuse and bind enemies, right?
context: I hope you'll be patient with a Hunter who's not great with a bow.\Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for.\Yup.\And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right? response:	These can be used to help friends if need be.
context: Everybody has things they aren't good at or can't do.\We cover each other's weakness.\That's what a party's for.\Yup.\And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be. response:	You learned shadow magic because you want to be able to help, right?
context: We cover each other's weakness.\That's what a party's for.\Yup.\And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right? response:	Yes.
context: That's what a party's for.\Yup.\And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes. response:	We've been here for a while, huh.
context: Yup.\And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh. response:	Let's start our afternoon work.
context: And Shihoru...\Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh.\Let's start our afternoon work. response:	Yeah.
context: Shihoru is always aware of her surroundings.\Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh.\Let's start our afternoon work.\Yeah. response:	All right!
context: Shadow magic mostly has spells to confuse and bind enemies, right?\These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh.\Let's start our afternoon work.\Yeah.\All right! response:	What about me, Manato?
context: These can be used to help friends if need be.\You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh.\Let's start our afternoon work.\Yeah.\All right!\What about me, Manato? response:	Oh well, I can ask him anytime.
context: You learned shadow magic because you want to be able to help, right?\Yes.\We've been here for a while, huh.\Let's start our afternoon work.\Yeah.\All right!\What about me, Manato?\Oh well, I can ask him anytime. response:	There are many other chances to ask.
context: Yes.\We've been here for a while, huh.\Let's start our afternoon work.\Yeah.\All right!\What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask. response:	Or... so I thought.
context: We've been here for a while, huh.\Let's start our afternoon work.\Yeah.\All right!\What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought. response:	Haruhiro!
context: Let's start our afternoon work.\Yeah.\All right!\What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought.\Haruhiro! response:	Ow.
context: Yeah.\All right!\What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought.\Haruhiro!\Ow. response:	Haruhiro!
context: All right!\What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought.\Haruhiro!\Ow.\Haruhiro! response:	Ouch.
context: What about me, Manato?\Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought.\Haruhiro!\Ow.\Haruhiro!\Ouch. response:	Haru-kun!
context: Oh well, I can ask him anytime.\There are many other chances to ask.\Or... so I thought.\Haruhiro!\Ow.\Haruhiro!\Ouch.\Haru-kun! response:	It really hurts.
context: There are many other chances to ask.\Or... so I thought.\Haruhiro!\Ow.\Haruhiro!\Ouch.\Haru-kun!\It really hurts. response:	I can't breathe.
context: Or... so I thought.\Haruhiro!\Ow.\Haruhiro!\Ouch.\Haru-kun!\It really hurts.\I can't breathe. response:	Stay back!
context: Haruhiro!\Ow.\Haruhiro!\Ouch.\Haru-kun!\It really hurts.\I can't breathe.\Stay back! response:	Ow ow ow!
context: Ow.\Haruhiro!\Ouch.\Haru-kun!\It really hurts.\I can't breathe.\Stay back!\Ow ow ow! response:	O Light, return to Lumiares' divine protection. Cure!
context: Haruhiro!\Ouch.\Haru-kun!\It really hurts.\I can't breathe.\Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure! response:	Shit!
context: Ouch.\Haru-kun!\It really hurts.\I can't breathe.\Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit! response:	Shihoru, fall back!
context: Haru-kun!\It really hurts.\I can't breathe.\Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back! response:	Okay!
context: It really hurts.\I can't breathe.\Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back!\Okay! response:	Moguzo, another one's coming.
context: I can't breathe.\Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back!\Okay!\Moguzo, another one's coming. response:	Retreat for now!
context: Stay back!\Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back!\Okay!\Moguzo, another one's coming.\Retreat for now! response:	This way!
context: Ow ow ow!\O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back!\Okay!\Moguzo, another one's coming.\Retreat for now!\This way! response:	Are you okay, Haruhiro?
context: O Light, return to Lumiares' divine protection. Cure!\Shit!\Shihoru, fall back!\Okay!\Moguzo, another one's coming.\Retreat for now!\This way!\Are you okay, Haruhiro? response:	Your idea to map out this place... came in handy, huh.
context: Shit!\Shihoru, fall back!\Okay!\Moguzo, another one's coming.\Retreat for now!\This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh. response:	Manato?
context: Shihoru, fall back!\Okay!\Moguzo, another one's coming.\Retreat for now!\This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato? response:	I'm fine.
context: Okay!\Moguzo, another one's coming.\Retreat for now!\This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato?\I'm fine. response:	Eh?
context: Moguzo, another one's coming.\Retreat for now!\This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato?\I'm fine.\Eh? response:	Manato?
context: Retreat for now!\This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato?\I'm fine.\Eh?\Manato? response:	Manato?
context: This way!\Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato?\I'm fine.\Eh?\Manato?\Manato? response:	Manato!
context: Are you okay, Haruhiro?\Your idea to map out this place... came in handy, huh.\Manato?\I'm fine.\Eh?\Manato?\Manato?\Manato! response:	What are you doing, hurry and use your magic!
context: Your idea to map out this place... came in handy, huh.\Manato?\I'm fine.\Eh?\Manato?\Manato?\Manato!\What are you doing, hurry and use your magic! response:	Magic is...
context: Manato?\I'm fine.\Eh?\Manato?\Manato?\Manato!\What are you doing, hurry and use your magic!\Magic is... response:	You can't use it?
context: I'm fine.\Eh?\Manato?\Manato?\Manato!\What are you doing, hurry and use your magic!\Magic is...\You can't use it? response:	Is that it?
context: Eh?\Manato?\Manato?\Manato!\What are you doing, hurry and use your magic!\Magic is...\You can't use it?\Is that it? response:	I-If you meditate for a while
context: Manato?\Manato?\Manato!\What are you doing, hurry and use your magic!\Magic is...\You can't use it?\Is that it?\I-If you meditate for a while response:	This isn't the time for that!
context: Manato?\Manato!\What are you doing, hurry and use your magic!\Magic is...\You can't use it?\Is that it?\I-If you meditate for a while\This isn't the time for that! response:	Manato...
context: Manato!\What are you doing, hurry and use your magic!\Magic is...\You can't use it?\Is that it?\I-If you meditate for a while\This isn't the time for that!\Manato... response:	Tell us, Manato!
context: What are you doing, hurry and use your magic!\Magic is...\You can't use it?\Is that it?\I-If you meditate for a while\This isn't the time for that!\Manato...\Tell us, Manato! response:	What should we do?!
context: Magic is...\You can't use it?\Is that it?\I-If you meditate for a while\This isn't the time for that!\Manato...\Tell us, Manato!\What should we do?! response:	Tell us, Manato!
