context: Please, no! response:	Please don't eat me!
context: It's going to eat us...\Stay calm, pull the ropes!\What's wrong? You can't eat us just by waiting there.\It's a crab! A monster crab!\What a hideous sight.\I will slay you.\Young Master!\It got away. response:	It's attacking from below.
context: Stay calm, pull the ropes!\What's wrong? You can't eat us just by waiting there.\It's a crab! A monster crab!\What a hideous sight.\I will slay you.\Young Master!\It got away.\It's attacking from below. response:	Sir Tahomaru!
context: What's wrong? You can't eat us just by waiting there.\It's a crab! A monster crab!\What a hideous sight.\I will slay you.\Young Master!\It got away.\It's attacking from below.\Sir Tahomaru! response:	Pull the ropes, get back on land!
context: It's a crab! A monster crab!\What a hideous sight.\I will slay you.\Young Master!\It got away.\It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land! response:	It's been hurt badly, too.
context: What a hideous sight.\I will slay you.\Young Master!\It got away.\It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too. response:	It can't come chasing us.
context: I will slay you.\Young Master!\It got away.\It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us. response:	If it had stabbed a few more times, the boat would've sunk.
context: Young Master!\It got away.\It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk. response:	It is disadvantageous for us to fight on the lake.
context: It got away.\It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake. response:	What should we do?
context: It's attacking from below.\Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do? response:	Young Master, a word.
context: Sir Tahomaru!\Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word. response:	The monster eats with its mouth.
context: Pull the ropes, get back on land!\It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word.\The monster eats with its mouth. response:	We should carry explosives in our clothes and make them explode as he swallows us.
context: It's been hurt badly, too.\It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us. response:	It has a hard shell, but a soft inside.
context: It can't come chasing us.\If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside. response:	The monster will definitely be killed.
context: If it had stabbed a few more times, the boat would've sunk.\It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed. response:	So the one who is swallowed will die with the monster, huh.
context: It is disadvantageous for us to fight on the lake.\What should we do?\Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh. response:	We will do it.
context: What should we do?\Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it. response:	I just said it'd kill you.
context: Young Master, a word.\The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you. response:	It will not.
context: The monster eats with its mouth.\We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you.\It will not. response:	We brothers only exist to protect you.
context: We should carry explosives in our clothes and make them explode as he swallows us.\It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you.\It will not.\We brothers only exist to protect you. response:	If we died, we couldn't do that.
context: It has a hard shell, but a soft inside.\The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you.\It will not.\We brothers only exist to protect you.\If we died, we couldn't do that. response:	So we will not die.
context: The monster will definitely be killed.\So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you.\It will not.\We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die. response:	Young Master.
context: So the one who is swallowed will die with the monster, huh.\We will do it.\I just said it'd kill you.\It will not.\We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die.\Young Master. response:	Look at this land.
context: We will do it.\I just said it'd kill you.\It will not.\We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die.\Young Master.\Look at this land. response:	The mountains are green, and the streams are flowing.
context: I just said it'd kill you.\It will not.\We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die.\Young Master.\Look at this land.\The mountains are green, and the streams are flowing. response:	The paddies are full of rice.
context: It will not.\We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die.\Young Master.\Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice. response:	This is Daigo's land.
context: We brothers only exist to protect you.\If we died, we couldn't do that.\So we will not die.\Young Master.\Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land. response:	But I heard it wasn't like this before I was born.
context: If we died, we couldn't do that.\So we will not die.\Young Master.\Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born. response:	Floods kept the rice from growing.
context: So we will not die.\Young Master.\Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing. response:	People chewed on tree roots to keep from starving.
context: Young Master.\Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving. response:	And who made this land so rich?
context: Look at this land.\The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich? response:	My father, Daigo Kagemitsu.
context: The mountains are green, and the streams are flowing.\The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu. response:	I am his son, Tahomaru.
context: The paddies are full of rice.\This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru. response:	I will defeat any measly monster with my own hands.
context: This is Daigo's land.\But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands. response:	What I need you to do is not to die.
context: But I heard it wasn't like this before I was born.\Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die. response:	Just trust me. That's all I ask.
context: Floods kept the rice from growing.\People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask. response:	Young Master.
context: People chewed on tree roots to keep from starving.\And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master. response:	Yes, sir!
context: And who made this land so rich?\My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master.\Yes, sir! response:	Hyogo, lift me up.
context: My father, Daigo Kagemitsu.\I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master.\Yes, sir!\Hyogo, lift me up. response:	Hurry.
context: I am his son, Tahomaru.\I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master.\Yes, sir!\Hyogo, lift me up.\Hurry. response:	Higher, even higher.
context: I will defeat any measly monster with my own hands.\What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master.\Yes, sir!\Hyogo, lift me up.\Hurry.\Higher, even higher. response:	That's it.
context: What I need you to do is not to die.\Just trust me. That's all I ask.\Young Master.\Yes, sir!\Hyogo, lift me up.\Hurry.\Higher, even higher.\That's it. response:	Mutsu, gather everyone up.
context: Just trust me. That's all I ask.\Young Master.\Yes, sir!\Hyogo, lift me up.\Hurry.\Higher, even higher.\That's it.\Mutsu, gather everyone up. response:	This is our only way to defeat it.
context: Young Master.\Yes, sir!\Hyogo, lift me up.\Hurry.\Higher, even higher.\That's it.\Mutsu, gather everyone up.\This is our only way to defeat it. response:	It won't be easy.
context: Yes, sir!\Hyogo, lift me up.\Hurry.\Higher, even higher.\That's it.\Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy. response:	I'll need your help.
context: Hyogo, lift me up.\Hurry.\Higher, even higher.\That's it.\Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy.\I'll need your help. response:	We've been waiting for you.
context: Hurry.\Higher, even higher.\That's it.\Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy.\I'll need your help.\We've been waiting for you. response:	Open the sluice!
context: Higher, even higher.\That's it.\Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy.\I'll need your help.\We've been waiting for you.\Open the sluice! response:	There are many small lakes along the main lake.
context: That's it.\Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy.\I'll need your help.\We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake. response:	We connected one with a sluice, with another sluice for draining.
context: Mutsu, gather everyone up.\This is our only way to defeat it.\It won't be easy.\I'll need your help.\We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining. response:	And there you have it.
context: This is our only way to defeat it.\It won't be easy.\I'll need your help.\We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it. response:	I see you now. I will slay you this time!
context: It won't be easy.\I'll need your help.\We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time! response:	You all stand back.
context: I'll need your help.\We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time!\You all stand back. response:	Come, Mutsu, Hyogo.
context: We've been waiting for you.\Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo. response:	-They're subduing that monster... -Wow...
context: Open the sluice!\There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow... response:	Sir Tahomaru, make it pay for what it's done!
context: There are many small lakes along the main lake.\We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done! response:	Sir Tahomaru!
context: We connected one with a sluice, with another sluice for draining.\And there you have it.\I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru! response:	Hurray for Sir Tahomaru!
context: And there you have it.\I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru! response:	Take this, you monster!
context: I see you now. I will slay you this time!\You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster! response:	Go back to hell!
context: You all stand back.\Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell! response:	This is it for you.
context: Come, Mutsu, Hyogo.\-They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell!\This is it for you. response:	Let me end your misery.
context: -They're subduing that monster... -Wow...\Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell!\This is it for you.\Let me end your misery. response:	Guard the sluice!
context: Sir Tahomaru, make it pay for what it's done!\Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell!\This is it for you.\Let me end your misery.\Guard the sluice! response:	Hyogo!
context: Sir Tahomaru!\Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell!\This is it for you.\Let me end your misery.\Guard the sluice!\Hyogo! response:	I'm coming.
context: Hurray for Sir Tahomaru!\Take this, you monster!\Go back to hell!\This is it for you.\Let me end your misery.\Guard the sluice!\Hyogo!\I'm coming. response:	-Young Master. -Sir.
context: Take this, you monster!\Go back to hell!\This is it for you.\Let me end your misery.\Guard the sluice!\Hyogo!\I'm coming.\-Young Master. -Sir. response:	Who are you...?
context: Go back to hell!\This is it for you.\Let me end your misery.\Guard the sluice!\Hyogo!\I'm coming.\-Young Master. -Sir.\Who are you...? response:	Sorrow scatters in the wind,
context: This is it for you.\Let me end your misery.\Guard the sluice!\Hyogo!\I'm coming.\-Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind, response:	piling up to form shadows
context: Let me end your misery.\Guard the sluice!\Hyogo!\I'm coming.\-Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind,\piling up to form shadows response:	Our footsteps admonish indifference in such verbose ways
context: Guard the sluice!\Hyogo!\I'm coming.\-Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways response:	As I peek into your fathomless eyes, I lose my composure
context: Hyogo!\I'm coming.\-Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure response:	Is there any hope in the place I am heading to?
context: I'm coming.\-Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to? response:	I feign amusement and laugh
context: -Young Master. -Sir.\Who are you...?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh response:	because this road is so dark
context: Who are you...?\Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark response:	I will be there to shine the light
context: Sorrow scatters in the wind,\piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light response:	I'm used to playing at saying goodbye,
context: piling up to form shadows\Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye, response:	but I cried when I waved to you
context: Our footsteps admonish indifference in such verbose ways\As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you response:	Our fiery woes fade... and fade... until night falls upon us
context: As I peek into your fathomless eyes, I lose my composure\Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us response:	If I knew tomorrow would be so mundane,
context: Is there any hope in the place I am heading to?\I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane, response:	I wouldn't have said that I wanted to live
context: I feign amusement and laugh\because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live response:	I know it's futile but can't help dreaming of a future... a future... you are to blame
context: because this road is so dark\I will be there to shine the light\I'm used to playing at saying goodbye,\but I cried when I waved to you\Our fiery woes fade... and fade... until night falls upon us\If I knew tomorrow would be so mundane,\I wouldn't have said that I wanted to live\I know it's futile but can't help dreaming of a future... a future... you are to blame response:	Bakemonogani
