context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: Yes, Shao Xing.\Shao Xing-\Why do you guess that it is Bai Qian of Qing Qiu?\The scroll you're holding\is what Bai Qian left for the princess last night.\The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence. response:	However, I have one question.
context: Shao Xing-\Why do you guess that it is Bai Qian of Qing Qiu?\The scroll you're holding\is what Bai Qian left for the princess last night.\The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question. response:	It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.
context: Why do you guess that it is Bai Qian of Qing Qiu?\The scroll you're holding\is what Bai Qian left for the princess last night.\The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born. response:	How did she come to know about Mo Yuan's special sealing technique?
context: The scroll you're holding\is what Bai Qian left for the princess last night.\The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique? response:	That is also what puzzles me.
context: is what Bai Qian left for the princess last night.\The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me. response:	Moreover, this kind of special technique is passed down from master to disciple.
context: The Bell of the East Emperor's sealing method is written in detail.\Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple. response:	Mo Yuan never accepted a female disciple.
context: Don't you find it too much of a coincidence?\It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple. response:	Your Highness.
context: It is too much of a coincidence.\However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness. response:	Do you know something we don't?
context: However, I have one question.\It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't? response:	My aunt has no relation to Kunlun Mountain.
context: It's said Bai Qian has never stepped foot outside of Qing Qiu after she was born.\How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain. response:	Then that's strange.
context: How did she come to know about Mo Yuan's special sealing technique?\That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange. response:	I'm afraid this question will only be answered
context: That is also what puzzles me.\Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered response:	when Mo Yuan comes back from the dead.
context: Moreover, this kind of special technique is passed down from master to disciple.\Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead. response:	Or...
context: Mo Yuan never accepted a female disciple.\Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or... response:	When Ye Hua marries Bai Qian, you can ask her yourself.
context: Your Highness.\Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself. response:	You must be joking, Dijun.
context: Do you know something we don't?\My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun. response:	Miss Bai Qian of Qing Qiu has such a high rank.
context: My aunt has no relation to Kunlun Mountain.\Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank. response:	I do not dare speak carelessly.
context: Then that's strange.\I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly. response:	Star Lord, you've piqued my interest in hearing a story.
context: I'm afraid this question will only be answered\when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story. response:	You'll have to explain everything.
context: when Mo Yuan comes back from the dead.\Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything. response:	After that, you have to help me repay Dijun's kindness.
context: Or...\When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness. response:	Repay his kindness?
context: When Ye Hua marries Bai Qian, you can ask her yourself.\You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness? response:	That's correct.
context: You must be joking, Dijun.\Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct. response:	Quick, tell me.
context: Miss Bai Qian of Qing Qiu has such a high rank.\I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct.\Quick, tell me. response:	Why is my aunt marrying the crown prince?
context: I do not dare speak carelessly.\Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince? response:	And you were talking about my aunt sealing the Bell of the East Emperor.
context: Star Lord, you've piqued my interest in hearing a story.\You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor. response:	Everything is so confusing.
context: You'll have to explain everything.\After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing. response:	Can you explain everything to me?
context: After that, you have to help me repay Dijun's kindness.\Repay his kindness?\That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me? response:	Let's go.
context: Repay his kindness?\That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me?\Let's go. response:	Let's talk while we go.
context: That's correct.\Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me?\Let's go.\Let's talk while we go. response:	Where do you want to start?
context: Quick, tell me.\Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me?\Let's go.\Let's talk while we go.\Where do you want to start? response:	Start from the snake then.
context: Why is my aunt marrying the crown prince?\And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me?\Let's go.\Let's talk while we go.\Where do you want to start?\Start from the snake then. response:	All right.
context: And you were talking about my aunt sealing the Bell of the East Emperor.\Everything is so confusing.\Can you explain everything to me?\Let's go.\Let's talk while we go.\Where do you want to start?\Start from the snake then.\All right. response:	I was only gone for a few days.
context: Everything is so confusing.\Can you explain everything to me?\Let's go.\Let's talk while we go.\Where do you want to start?\Start from the snake then.\All right.\I was only gone for a few days. response:	That snake made my aunt into the world's laughingstock?
context: Can you explain everything to me?\Let's go.\Let's talk while we go.\Where do you want to start?\Start from the snake then.\All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock? response:	No, even if Zhe Yan and Grandfather can tolerate it
context: Let's go.\Let's talk while we go.\Where do you want to start?\Start from the snake then.\All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it response:	I cannot!
context: Let's talk while we go.\Where do you want to start?\Start from the snake then.\All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot! response:	So what if you cannot? Your aunt doesn't even care.
context: Where do you want to start?\Start from the snake then.\All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care. response:	She can tolerate it because she is magnanimous.
context: Start from the snake then.\All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous. response:	I cannot tolerate it.
context: All right.\I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it. response:	Why don't you take me to the Celestial Palace?
context: I was only gone for a few days.\That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace? response:	What? I have to teach that snake a lesson.
context: That snake made my aunt into the world's laughingstock?\No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson. response:	Then wouldn't I be committing the crime of aiding and abetting?
context: No, even if Zhe Yan and Grandfather can tolerate it\I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting? response:	You ruined your life's prospects for this woman.
context: I cannot!\So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman. response:	Do you harbor any resentment?
context: So what if you cannot? Your aunt doesn't even care.\She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment? response:	I dare not.
context: She can tolerate it because she is magnanimous.\I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not. response:	You can take this snake with you, but you are not to give her any title.
context: I cannot tolerate it.\Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title. response:	That is the most I can tolerate.
context: Why don't you take me to the Celestial Palace?\What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate. response:	I accept your command.
context: What? I have to teach that snake a lesson.\Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command. response:	Shao Xing, stop right there.
context: Then wouldn't I be committing the crime of aiding and abetting?\You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there. response:	My aunt has treated you well.
context: You ruined your life's prospects for this woman.\Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there.\My aunt has treated you well. response:	Yet you dare steal her future husband, causing her to be ridiculed by the world?
context: Do you harbor any resentment?\I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world? response:	Princess.
context: I dare not.\You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess. response:	Do you still acknowledge me as the princess?
context: You can take this snake with you, but you are not to give her any title.\That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess? response:	It is all my fault.
context: That is the most I can tolerate.\I accept your command.\Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess?\It is all my fault. response:	Please do not be angry, Your Highness.
context: I accept your command.\Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness. response:	Be mindful of your health.
context: Shao Xing, stop right there.\My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health. response:	You were always good at pretending to be delicate.
context: My aunt has treated you well.\Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate. response:	Impudence! Where did this feral girl come from?
context: Yet you dare steal her future husband, causing her to be ridiculed by the world?\Princess.\Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from? response:	You dare behave atrociously in the Celestial Palace?
context: Princess.\Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace? response:	You dare stand in my way? You-
context: Do you still acknowledge me as the princess?\It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You- response:	You are that heartless man.
context: It is all my fault.\Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man. response:	The Celestial Palace's second prince, Sang Ji.
context: Please do not be angry, Your Highness.\Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji. response:	No, you've been demoted. You are no longer the second prince.
context: Be mindful of your health.\You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince. response:	You are Water King of the North Sea.
context: You were always good at pretending to be delicate.\Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea. response:	Your rank is lower than mine. What right do you have to stand in my way?
context: Impudence! Where did this feral girl come from?\You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way? response:	Shut up!
context: You dare behave atrociously in the Celestial Palace?\You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up! response:	Water King of the North Sea.
context: You dare stand in my way? You-\You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea. response:	Please calm down, Water King of the North Sea.
context: You are that heartless man.\The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea. response:	Princess, please calm down as well.
context: The Celestial Palace's second prince, Sang Ji.\No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well. response:	Since the Heavenly Lord has made his ruling
context: No, you've been demoted. You are no longer the second prince.\You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling response:	then you two should try to maintain some harmony.
context: You are Water King of the North Sea.\Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony. response:	Out of respect for Star Lord Si Ming, I'll let you off this time.
context: Your rank is lower than mine. What right do you have to stand in my way?\Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time. response:	I am a princess of Qing Qiu. I don't need your pardon.
context: Shut up!\Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon. response:	You were unfaithful to Qing Qiu first.
context: Water King of the North Sea.\Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first. response:	- You can't even take a lecture from me? - You-
context: Please calm down, Water King of the North Sea.\Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You- response:	Feng Jiu.
context: Princess, please calm down as well.\Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu. response:	Dijun.
context: Since the Heavenly Lord has made his ruling\then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu.\Dijun. response:	How... How come you're here?
context: then you two should try to maintain some harmony.\Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu.\Dijun.\How... How come you're here? response:	If I didn't come
context: Out of respect for Star Lord Si Ming, I'll let you off this time.\I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu.\Dijun.\How... How come you're here?\If I didn't come response:	was I to let you have a confrontation with Water King of the North Sea?
context: I am a princess of Qing Qiu. I don't need your pardon.\You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu.\Dijun.\How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea? response:	I am just standing up for my aunt.
context: You were unfaithful to Qing Qiu first.\- You can't even take a lecture from me? - You-\Feng Jiu.\Dijun.\How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt. response:	This is the young princess of Qing Qiu. She has been spoiled by the Fox King.
context: - You can't even take a lecture from me? - You-\Feng Jiu.\Dijun.\How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King. response:	Please do not take it to heart, Water King.
context: Feng Jiu.\Dijun.\How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King. response:	I don't dare.
context: Dijun.\How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare. response:	This lady...
context: How... How come you're here?\If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare.\This lady... response:	Have you always been serving by the side of Bai Qian of Qing Qiu?
context: If I didn't come\was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu? response:	Yes.
context: was I to let you have a confrontation with Water King of the North Sea?\I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes. response:	Then...
context: I am just standing up for my aunt.\This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then... response:	Have you ever heard of Si Yin?
context: This is the young princess of Qing Qiu. She has been spoiled by the Fox King.\Please do not take it to heart, Water King.\I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then...\Have you ever heard of Si Yin? response:	Oh no, is Dijun investigating Mo Yuan's whereabouts?
context: Please do not take it to heart, Water King.\I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts? response:	Then will Shao Xing...
context: I don't dare.\This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing... response:	I do not know.
context: This lady...\Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know. response:	At least she has some conscience left.
context: Have you always been serving by the side of Bai Qian of Qing Qiu?\Yes.\Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know.\At least she has some conscience left. response:	Do you know who I am?
context: Yes.\Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know.\At least she has some conscience left.\Do you know who I am? response:	I do not.
context: Then...\Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know.\At least she has some conscience left.\Do you know who I am?\I do not. response:	I am Dong Hua Dijun.
context: Have you ever heard of Si Yin?\Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know.\At least she has some conscience left.\Do you know who I am?\I do not.\I am Dong Hua Dijun. response:	If you lie to me, nobody would be able to save you.
context: Oh no, is Dijun investigating Mo Yuan's whereabouts?\Then will Shao Xing...\I do not know.\At least she has some conscience left.\Do you know who I am?\I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you. response:	Dijun, you're a bully!
context: Then will Shao Xing...\I do not know.\At least she has some conscience left.\Do you know who I am?\I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully! response:	truly have never heard of Si Yin.
context: I do not know.\At least she has some conscience left.\Do you know who I am?\I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin. response:	Hold it together.
context: At least she has some conscience left.\Do you know who I am?\I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together. response:	Dijun, do not pressure her.
context: Do you know who I am?\I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her. response:	She stays in Qing Qiu all year round.
context: I do not.\I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round. response:	How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?
context: I am Dong Hua Dijun.\If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago? response:	That is true.
