context: (gulps) response:	What's this?
context: The whole thing's a huge mystery to me.\I never did figure out what Onodera's key was really for.\Just who was the boy that she made a promise with ten years ago?\Hey, Bean Sprout, I need more hot water for this pot\I'm so sorry! Are you okay?\Jeez, will you watch your step?\I'm sorhuh?\Huh? response:	Huh? His scar... It's just like the little boy's!
context: I never did figure out what Onodera's key was really for.\Just who was the boy that she made a promise with ten years ago?\Hey, Bean Sprout, I need more hot water for this pot\I'm so sorry! Are you okay?\Jeez, will you watch your step?\I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's! response:	A key? I get the feeling that I've seen it somewhere before.
context: Just who was the boy that she made a promise with ten years ago?\Hey, Bean Sprout, I need more hot water for this pot\I'm so sorry! Are you okay?\Jeez, will you watch your step?\I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before. response:	Hey, Bean Sprout, how did you get that scar on your forehead?
context: Hey, Bean Sprout, I need more hot water for this pot\I'm so sorry! Are you okay?\Jeez, will you watch your step?\I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead? response:	Oh, you mean this?
context: I'm so sorry! Are you okay?\Jeez, will you watch your step?\I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this? response:	I've had it since I was a kid... but how did I get it?
context: Jeez, will you watch your step?\I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it? response:	I used to pet a lot of animals, see.
context: I'm sorhuh?\Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see. response:	I guess I got attacked by one of them.
context: Huh?\Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them. response:	An animal?
context: Huh? His scar... It's just like the little boy's!\A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal? response:	Wait, what the heck am I thinking?
context: A key? I get the feeling that I've seen it somewhere before.\Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking? response:	There's no way that they're the same person!
context: Hey, Bean Sprout, how did you get that scar on your forehead?\Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person! response:	And didn't he say so himself?
context: Oh, you mean this?\I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself? response:	The girl he promised gave him a locket as a symbol of their reunion.
context: I've had it since I was a kid... but how did I get it?\I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion. response:	Keyhole
context: I used to pet a lot of animals, see.\I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole response:	What?!
context: I guess I got attacked by one of them.\An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?! response:	Key
context: An animal?\Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?!\Key response:	Something wrong?
context: Wait, what the heck am I thinking?\There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?!\Key\Something wrong? response:	It's...
context: There's no way that they're the same person!\And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?!\Key\Something wrong?\It's... response:	It's nothing!
context: And didn't he say so himself?\The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?!\Key\Something wrong?\It's...\It's nothing! response:	Oh.
context: The girl he promised gave him a locket as a symbol of their reunion.\Keyhole\What?!\Key\Something wrong?\It's...\It's nothing!\Oh. response:	What's her problem?
context: Keyhole\What?!\Key\Something wrong?\It's...\It's nothing!\Oh.\What's her problem? response:	He has nothing to do with my promise!
context: What?!\Key\Something wrong?\It's...\It's nothing!\Oh.\What's her problem?\He has nothing to do with my promise! response:	It can't be!
context: Key\Something wrong?\It's...\It's nothing!\Oh.\What's her problem?\He has nothing to do with my promise!\It can't be! response:	Whoa!
context: Something wrong?\It's...\It's nothing!\Oh.\What's her problem?\He has nothing to do with my promise!\It can't be!\Whoa! response:	This is our room for tonight, huh?
context: It's...\It's nothing!\Oh.\What's her problem?\He has nothing to do with my promise!\It can't be!\Whoa!\This is our room for tonight, huh? response:	It's bigger than we expected, isn't it?
context: It's nothing!\Oh.\What's her problem?\He has nothing to do with my promise!\It can't be!\Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it? response:	Our school definitely isn't stingy when it comes to these things.
context: Oh.\What's her problem?\He has nothing to do with my promise!\It can't be!\Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things. response:	To add to that, even though there's a sliding door between us,
context: What's her problem?\He has nothing to do with my promise!\It can't be!\Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us, response:	we get to sleep in the same room as the girls!
context: He has nothing to do with my promise!\It can't be!\Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls! response:	I'm so glad that I enrolled in this school!
context: It can't be!\Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school! response:	What a candid fool.
context: Whoa!\This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool. response:	By the way, Maiko-kun, where are you sleeping the balcony or the hallway?
context: This is our room for tonight, huh?\It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway? response:	What?! I can't sleep in the room?!
context: It's bigger than we expected, isn't it?\Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?! response:	Onodera and I are both sleeping in this room?
context: Our school definitely isn't stingy when it comes to these things.\To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room? response:	Ugh, that makes me all the more nervous.
context: To add to that, even though there's a sliding door between us,\we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous. response:	Hey, what a great view!
context: we get to sleep in the same room as the girls!\I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view! response:	Hey, hey!
context: I'm so glad that I enrolled in this school!\What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey! response:	Shut up! Heel!
context: What a candid fool.\By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey!\Shut up! Heel! response:	Oh yeah! I heard this inn has a hot spring.
context: By the way, Maiko-kun, where are you sleeping the balcony or the hallway?\What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring. response:	Let's take a bath together!
context: What?! I can't sleep in the room?!\Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together! response:	Hot spring?
context: Onodera and I are both sleeping in this room?\Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring? response:	Have you ever bathed in a hot spring before, Chitoge?
context: Ugh, that makes me all the more nervous.\Hey, what a great view!\Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge? response:	I've always wanted to try! Oh, I can't wait!
context: Hey, what a great view!\Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait! response:	I-I've never taken a bath with multiple people before.
context: Hey, hey!\Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before. response:	I thought Kirisaki was acting a little strange before,
context: Shut up! Heel!\Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before, response:	but I guess I was reading too much into it.
context: Oh yeah! I heard this inn has a hot spring.\Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it. response:	Now then, what do you guys wanna do?
context: Let's take a bath together!\Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do? response:	We still have some free time left.
context: Hot spring?\Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left. response:	Since we're all here, wanna play cards or something?
context: Have you ever bathed in a hot spring before, Chitoge?\I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something? response:	Also, normal rules wouldn't be any fun,
context: I've always wanted to try! Oh, I can't wait!\I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun, response:	so how about a penalty for the losers?
context: I-I've never taken a bath with multiple people before.\I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers? response:	A penalty?
context: I thought Kirisaki was acting a little strange before,\but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty? response:	The loser has to reveal her three sizes
context: but I guess I was reading too much into it.\Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes response:	Sorry. I was joking.
context: Now then, what do you guys wanna do?\We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes\Sorry. I was joking. response:	Okay then, the color of her panties
context: We still have some free time left.\Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties response:	What she thinks are her sexiest parts
context: Since we're all here, wanna play cards or something?\Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts response:	Which part of her body she washes first
context: Also, normal rules wouldn't be any fun,\so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first response:	She tells us the story of... her first love... or something.
context: so how about a penalty for the losers?\A penalty?\The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something. response:	Well, I guess that works.
context: A penalty?\The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works. response:	Huh?
context: The loser has to reveal her three sizes\Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works.\Huh? response:	The story of my first love?
context: Sorry. I was joking.\Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works.\Huh?\The story of my first love? response:	Dammit Shuu, did you forget that my first love might be Onodera?
context: Okay then, the color of her panties\What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works.\Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera? response:	Wh-What should I do? As far as my first love goes...
context: What she thinks are her sexiest parts\Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works.\Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes... response:	I have no proof, but it's probably...
context: Which part of her body she washes first\She tells us the story of... her first love... or something.\Well, I guess that works.\Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably... response:	Wh-Why am I panicking? I haven't really fallen in love!
context: She tells us the story of... her first love... or something.\Well, I guess that works.\Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love! response:	I haven't! I haven't!
context: Well, I guess that works.\Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't! response:	I-I...
context: Huh?\The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I... response:	Okay, let's get this game of Old Maid started!
context: The story of my first love?\Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started! response:	Huh?
context: Dammit Shuu, did you forget that my first love might be Onodera?\Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started!\Huh? response:	Hey, are you all right? You look pale.
context: Wh-What should I do? As far as my first love goes...\I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale. response:	Huh? N-Nothing's wrong! What do you mean?
context: I have no proof, but it's probably...\Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean? response:	I'm totally cool with this, all right?
context: Wh-Why am I panicking? I haven't really fallen in love!\I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right? response:	O-Oh, okay.
context: I haven't! I haven't!\I-I...\Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay. response:	No good. I can't afford to worry about others now.
context: I-I...\Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now. response:	Here, Kosaki.
context: Okay, let's get this game of Old Maid started!\Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki. response:	You can read her like a book!
context: Huh?\Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book! response:	It's the joker! That one's gotta be the joker!
context: Hey, are you all right? You look pale.\Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker! response:	It's written all over her face.
context: Huh? N-Nothing's wrong! What do you mean?\I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face. response:	H-Here. Your turn, Ichijou-kun.
context: I'm totally cool with this, all right?\O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun. response:	Dammit! Onodera's too sweet!
context: O-Oh, okay.\No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet! response:	What? Why's she making that face?
context: No good. I can't afford to worry about others now.\Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face? response:	It's the joker! It has to be the joker!
context: Here, Kosaki.\You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker! response:	Oh, crap! She's too adorable! Damn!
context: You can read her like a book!\It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn! response:	I'm gonna regret this!
context: It's the joker! That one's gotta be the joker!\It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this! response:	Here, Kirisaki, it's your
context: It's written all over her face.\H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your response:	Whoa, she looks dead serious...
context: H-Here. Your turn, Ichijou-kun.\Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious... response:	Too easy to read!
context: Dammit! Onodera's too sweet!\What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read! response:	Not you too, Kirisaki!
context: What? Why's she making that face?\It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki! response:	What the hell's that tragic look for?
context: It's the joker! It has to be the joker!\Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for? response:	How desperate are you not to lose?
context: Oh, crap! She's too adorable! Damn!\I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose? response:	Hey, everything's written on your face.
context: I'm gonna regret this!\Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face. response:	Would it kill you to put on your poker face?
context: Here, Kirisaki, it's your\Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face? response:	Huh? Oh, that's right.
context: Whoa, she looks dead serious...\Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right. response:	You're so...
context: Too easy to read!\Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so... response:	Poker face.
context: Not you too, Kirisaki!\What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so...\Poker face. response:	Poker face.
context: What the hell's that tragic look for?\How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so...\Poker face.\Poker face. response:	You guys.
context: How desperate are you not to lose?\Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so...\Poker face.\Poker face.\You guys. response:	Poker face.
context: Hey, everything's written on your face.\Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so...\Poker face.\Poker face.\You guys.\Poker face. response:	The battle continued for one
context: Would it kill you to put on your poker face?\Huh? Oh, that's right.\You're so...\Poker face.\Poker face.\You guys.\Poker face.\The battle continued for one response:	The battle continued for one
context: Huh? Oh, that's right.\You're so...\Poker face.\Poker face.\You guys.\Poker face.\The battle continued for one\The battle continued for one response:	The battle continued for one
context: You're so...\Poker face.\Poker face.\You guys.\Poker face.\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: Poker face.\Poker face.\You guys.\Poker face.\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: Poker face.\You guys.\Poker face.\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: You guys.\Poker face.\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: Poker face.\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	The battle continued for one
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one response:	reason or another.
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\reason or another. response:	reason or another.
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\reason or another.\reason or another. response:	reason or another.
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\reason or another.\reason or another.\reason or another. response:	reason or another.
context: The battle continued for one\The battle continued for one\The battle continued for one\The battle continued for one\reason or another.\reason or another.\reason or another.\reason or another. response:	reason or another.
context: The battle continued for one\The battle continued for one\The battle continued for one\reason or another.\reason or another.\reason or another.\reason or another.\reason or another. response:	reason or another.
context: The battle continued for one\The battle continued for one\reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\reason or another. response:	The final two remaining.
context: The battle continued for one\reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\The final two remaining. response:	The final two remaining.
context: reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\The final two remaining.\The final two remaining. response:	The girl who pulled
context: reason or another.\reason or another.\reason or another.\reason or another.\reason or another.\The final two remaining.\The final two remaining.\The girl who pulled response:	The girl who pulled
context: reason or another.\reason or another.\reason or another.\reason or another.\The final two remaining.\The final two remaining.\The girl who pulled\The girl who pulled response:	The girl who pulled
context: reason or another.\reason or another.\reason or another.\The final two remaining.\The final two remaining.\The girl who pulled\The girl who pulled\The girl who pulled response:	The girl who pulled
context: reason or another.\reason or another.\The final two remaining.\The final two remaining.\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled response:	The girl who pulled
context: reason or another.\The final two remaining.\The final two remaining.\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled response:	The girl who pulled
context: The final two remaining.\The final two remaining.\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled response:	The girl who pulled
context: The final two remaining.\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled response:	The girl who pulled
context: The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled response:	all of Raku's jokers.
context: The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\all of Raku's jokers. response:	all of Raku's jokers.
