context: All right, the contract is signed, Kosaki. response:	Starting today, you will become the Magical Patissiere Kosaki,
context: For starters, whenever you announce yourselves to the enemy, you always get the center position.\Aside from that, in any and all situations, you get to monopolize the coolest lines and signature poses.\Though you do have other trivial tasks, as well.\Lucky her!\Shouldn't it be me who serves as our leader after all?\What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me. response:	As the Magical Girl HQ will be basing their future policies for our team on these reports,
context: Aside from that, in any and all situations, you get to monopolize the coolest lines and signature poses.\Though you do have other trivial tasks, as well.\Lucky her!\Shouldn't it be me who serves as our leader after all?\What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports, response:	make sure they're accurate and reader-friendly.
context: Though you do have other trivial tasks, as well.\Lucky her!\Shouldn't it be me who serves as our leader after all?\What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly. response:	The leader is also in charge of all team members' expense reports,
context: Lucky her!\Shouldn't it be me who serves as our leader after all?\What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports, response:	so you need to stay on top of all necessary receipts.
context: Shouldn't it be me who serves as our leader after all?\What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts. response:	You'll be expected to indicate clearly whose expense and what it was for.
context: What did you mean by other trivial tasks?\No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for. response:	We may be magical girls, but our share of the operational budget is paltry.
context: No biggie, just some simple admin work.\First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry. response:	If you miss any deductions, you'll regret it later.
context: First, you're to write up a weekly report on your team activities and submit it to me.\As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later. response:	Also, since all complaints and requests from the local residents go through HQ,
context: As the Magical Girl HQ will be basing their future policies for our team on these reports,\make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ, response:	you need to keep a constant eye on whatever's in our jurisdiction.
context: make sure they're accurate and reader-friendly.\The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction. response:	Oh, before that,
context: The leader is also in charge of all team members' expense reports,\so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that, response:	you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.
context: so you need to stay on top of all necessary receipts.\You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed. response:	Later, after you've collected each member's proof of residence and some form of ID,
context: You'll be expected to indicate clearly whose expense and what it was for.\We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID, response:	go to the Magical Ward Office and apply at the Magical Girl New Applications window...
context: We may be magical girls, but our share of the operational budget is paltry.\If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window... response:	See? Not so hard, huh?
context: If you miss any deductions, you'll regret it later.\Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh? response:	I'm counting on you, Leader!
context: Also, since all complaints and requests from the local residents go through HQ,\you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader! response:	Is that really a magical girl's job?
context: you need to keep a constant eye on whatever's in our jurisdiction.\Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job? response:	Thank goodness I'm not the leader!
context: Oh, before that,\you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader! response:	To Be Continued
context: you'll have to head over to the Magic Ward Office to have the paperwork for our team processed.\Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued response:	Evil
context: Later, after you've collected each member's proof of residence and some form of ID,\go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued\Evil response:	An evil minion has appeared in Bonyari City!
context: go to the Magical Ward Office and apply at the Magical Girl New Applications window...\See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued\Evil\An evil minion has appeared in Bonyari City! response:	All magical girls in this area, report at once!
context: See? Not so hard, huh?\I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued\Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once! response:	It's no good! We're totally overmatched!
context: I'm counting on you, Leader!\Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued\Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched! response:	I hit my forehead...
context: Is that really a magical girl's job?\Thank goodness I'm not the leader!\To Be Continued\Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead... response:	We can't possibly defeat something like that!
context: Thank goodness I'm not the leader!\To Be Continued\Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that! response:	You guys, you can't give up!
context: To Be Continued\Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up! response:	I guess we have no choice.
context: Evil\An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice. response:	Now that it's come to this, our only hope is to join forces and use our killer move.
context: An evil minion has appeared in Bonyari City!\All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move. response:	Killer move?
context: All magical girls in this area, report at once!\It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move? response:	Yes... The only thing is, to use it, certain stringent conditions must be met.
context: It's no good! We're totally overmatched!\I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met. response:	The three of you must stand stark naked for five minutes, and concentrate all your magical powers!
context: I hit my forehead...\We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers! response:	I know. Five minutes during a battle will feel far too long...
context: We can't possibly defeat something like that!\You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long... response:	That's not the point!
context: You guys, you can't give up!\I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point! response:	Actually, that's probably crucial, too...
context: I guess we have no choice.\Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too... response:	But why stark naked!?
context: Now that it's come to this, our only hope is to join forces and use our killer move.\Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too...\But why stark naked!? response:	Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!
context: Killer move?\Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course! response:	You need to use the power of those magical costumes of yours as well...
context: Yes... The only thing is, to use it, certain stringent conditions must be met.\The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well... response:	Still, that's ridiculous!
context: The three of you must stand stark naked for five minutes, and concentrate all your magical powers!\I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous! response:	Standing here in public for five minutes like that... we'd only look like perverts!
context: I know. Five minutes during a battle will feel far too long...\That's not the point!\Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts! response:	Isn't there any other way?
context: That's not the point!\Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way? response:	Nope. If you don't hurry, there's only going to be more havoc!
context: Actually, that's probably crucial, too...\But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc! response:	You really are a pair of wimps. I don't mind in the least!
context: But why stark naked!?\Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least! response:	Oh, all right.
context: Because it's a killer move that packs and unleashes every ounce of your magical powers, of course!\You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right. response:	Rest assured. In the meantime, I'll draw the enemy in.
context: You need to use the power of those magical costumes of yours as well...\Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in. response:	What? By yourself, Rurin?
context: Still, that's ridiculous!\Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin? response:	You can't! It's too dangerous!
context: Standing here in public for five minutes like that... we'd only look like perverts!\Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous! response:	It's all right. I can't let you three be the only ones to face danger.
context: Isn't there any other way?\Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger. response:	I can fight, too, you know!
context: Nope. If you don't hurry, there's only going to be more havoc!\You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know! response:	My Extreme Total Defensive Magic, able to withstand even a nuclear blast...
context: You really are a pair of wimps. I don't mind in the least!\Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast... response:	will surely stop the enemy in its tracks!
context: Oh, all right.\Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks! response:	Huh?
context: Rest assured. In the meantime, I'll draw the enemy in.\What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh? response:	Then doesn't that mean you don't need us?
context: What? By yourself, Rurin?\You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us? response:	My clothes!
context: You can't! It's too dangerous!\It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us?\My clothes! response:	To Be Continued??
context: It's all right. I can't let you three be the only ones to face danger.\I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us?\My clothes!\To Be Continued?? response:	Small planet!
context: I can fight, too, you know!\My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us?\My clothes!\To Be Continued??\Small planet! response:	No wonder they call it a killer move when we join forces!
context: My Extreme Total Defensive Magic, able to withstand even a nuclear blast...\will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us?\My clothes!\To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces! response:	The sheer force was incredible!
context: will surely stop the enemy in its tracks!\Huh?\Then doesn't that mean you don't need us?\My clothes!\To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible! response:	Yes... I guess so...
context: Huh?\Then doesn't that mean you don't need us?\My clothes!\To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so... response:	Now, then, Leader, Gorilla! Let's get out of here, shall we?
context: Then doesn't that mean you don't need us?\My clothes!\To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we? response:	Good for you for defeating my minion, magical girls!
context: My clothes!\To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls! response:	Huh? Who's that?
context: To Be Continued??\Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that? response:	I heard rumors several promising magic girls arrived in this town, so I came to take a look...
context: Small planet!\No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look... response:	You certainly look as advertised, rookies!
context: No wonder they call it a killer move when we join forces!\The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies! response:	You're... Dr. Maikou!
context: The sheer force was incredible!\Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou! response:	You know him, Rurin?
context: Yes... I guess so...\Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin? response:	Know him? He's the one who unleashed all those evil minions on the world!
context: Now, then, Leader, Gorilla! Let's get out of here, shall we?\Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world! response:	The evil scientist plotting world domination... Dr. Maikou himself!
context: Good for you for defeating my minion, magical girls!\Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself! response:	What? Is that true?
context: Huh? Who's that?\I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true? response:	So he's the master of evil?
context: I heard rumors several promising magic girls arrived in this town, so I came to take a look...\You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil? response:	Uh... Dr. Maikou?
context: You certainly look as advertised, rookies!\You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou? response:	Why do you do such evil things? I mean, world domination...
context: You're... Dr. Maikou!\You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination... response:	Why do I do them?
context: You know him, Rurin?\Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them? response:	I have no interest in world domination!
context: Know him? He's the one who unleashed all those evil minions on the world!\The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination! response:	Huh!?
context: The evil scientist plotting world domination... Dr. Maikou himself!\What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination!\Huh!? response:	Then... why?
context: What? Is that true?\So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination!\Huh!?\Then... why? response:	The reason I'm gunning for world domination, see...
context: So he's the master of evil?\Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination!\Huh!?\Then... why?\The reason I'm gunning for world domination, see... response:	After all, magical girls are all pretty girls, right?
context: Uh... Dr. Maikou?\Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination!\Huh!?\Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right? response:	You get to see them looking sexy while they transform, you get to see their pretty costumes...
context: Why do you do such evil things? I mean, world domination...\Why do I do them?\I have no interest in world domination!\Huh!?\Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes... response:	What's not to love, right?
context: Why do I do them?\I have no interest in world domination!\Huh!?\Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right? response:	And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!
context: I have no interest in world domination!\Huh!?\Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course! response:	Lucky me for being born a man, right?
context: Huh!?\Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right? response:	We have to take him out. No matter what!
context: Then... why?\The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what! response:	To Be Continued!!
context: The reason I'm gunning for world domination, see...\After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!! response:	All right, let's go, magical girls!
context: After all, magical girls are all pretty girls, right?\You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls! response:	I wonder if you can soundly defeat me?
context: You get to see them looking sexy while they transform, you get to see their pretty costumes...\What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me? response:	What should I do? I can't get that pumped up about this.
context: What's not to love, right?\And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this. response:	So that's the big boss?
context: And since those magical girls seem happy to attack me in an endless stream, well, sure, of course!\Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss? response:	Never mind that, let's just make short work of him!
context: Lucky me for being born a man, right?\We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him! response:	Behold! Dr. Maikou's new weapon!
context: We have to take him out. No matter what!\To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon! response:	The Magic Neutralizing Beam!
context: To Be Continued!!\All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam! response:	Wh-What the heck is this!?
context: All right, let's go, magical girls!\I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!? response:	Did it take you by surprise, perhaps? The destructive power of this beam?
context: I wonder if you can soundly defeat me?\What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam? response:	This beam can't be blocked by those clothes made of magic!
