context: You've been having things your way for a while... response:	But your reign ends here.
context: H-How's what, Blackluster?\Have you calmed down a little after staring at my muscles?\We, uh...\We should be just as confident.\Huh?\It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them. response:	You think the heroes will show?
context: Have you calmed down a little after staring at my muscles?\We, uh...\We should be just as confident.\Huh?\It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show? response:	Well, you saw what happened today. We're way stronger.
context: We, uh...\We should be just as confident.\Huh?\It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger. response:	We can probably attack all at once and
context: We should be just as confident.\Huh?\It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and response:	not even have to worry about using the hostage as bait.
context: Huh?\It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait. response:	Confidence is a good thing, but acting on impulse always has its consequences.
context: It appears the time has come when I can truly shine.\I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences. response:	It's true that the Hero Association has its own kind of monsters.
context: I'm more worried about the enemy.\I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters. response:	Letting them go free will cause problems later.
context: I'm hoping I can at least go all-out on them.\You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later. response:	That's why we'll gather them all in one place and strike them all at once.
context: You think the heroes will show?\Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once. response:	This is what our hostage is for.
context: Well, you saw what happened today. We're way stronger.\We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for. response:	Once they lose all their forces,
context: We can probably attack all at once and\not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces, response:	we'll eradicate the rest of the Hero Association.
context: not even have to worry about using the hostage as bait.\Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association. response:	After humanity loses the ability to fight back,
context: Confidence is a good thing, but acting on impulse always has its consequences.\It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back, response:	they'll be helpless against us and have no other choice but to go extinct.
context: It's true that the Hero Association has its own kind of monsters.\Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct. response:	And then,
context: Letting them go free will cause problems later.\That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then, response:	Lord Orochi will become king,
context: That's why we'll gather them all in one place and strike them all at once.\This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king, response:	and a world for just monsters will finally become a reality!
context: This is what our hostage is for.\Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality! response:	What's the matter? Where's my applause?
context: Once they lose all their forces,\we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause? response:	Are you not satisfied serving Lord Orochi?
context: we'll eradicate the rest of the Hero Association.\After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi? response:	We just gathered here to crush the Hero Association.
context: After humanity loses the ability to fight back,\they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association. response:	No one said anything about serving anyone.
context: they'll be helpless against us and have no other choice but to go extinct.\And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone. response:	What's this? What's a loser doing here?
context: And then,\Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here? response:	Wh-What are you doing?!
context: Lord Orochi will become king,\and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?! response:	What are you doing here, Roach Awakening?
context: and a world for just monsters will finally become a reality!\What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening? response:	You have some nerve, showing up after you lost.
context: What's the matter? Where's my applause?\Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost. response:	Wait! I just lost my feet!
context: Are you not satisfied serving Lord Orochi?\We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet! response:	I can still fight!
context: We just gathered here to crush the Hero Association.\No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight! response:	Next time, I'll
context: No one said anything about serving anyone.\What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight!\Next time, I'll response:	Hey, we're friends, aren't we?
context: What's this? What's a loser doing here?\Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight!\Next time, I'll\Hey, we're friends, aren't we? response:	Hey! No...
context: Wh-What are you doing?!\What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight!\Next time, I'll\Hey, we're friends, aren't we?\Hey! No... response:	Please don't! Don't do it!
context: What are you doing here, Roach Awakening?\You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight!\Next time, I'll\Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it! response:	Please don't do this!
context: You have some nerve, showing up after you lost.\Wait! I just lost my feet!\I can still fight!\Next time, I'll\Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it!\Please don't do this! response:	Don't
context: Wait! I just lost my feet!\I can still fight!\Next time, I'll\Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it!\Please don't do this!\Don't response:	He ate him!
context: I can still fight!\Next time, I'll\Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it!\Please don't do this!\Don't\He ate him! response:	That goes for you as well, Super S.
context: Next time, I'll\Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it!\Please don't do this!\Don't\He ate him!\That goes for you as well, Super S. response:	But I'm still... I barely have a scratch on me!
context: Hey, we're friends, aren't we?\Hey! No...\Please don't! Don't do it!\Please don't do this!\Don't\He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me! response:	I didn't actually lose!
context: Hey! No...\Please don't! Don't do it!\Please don't do this!\Don't\He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose! response:	Well, her power can be quite useful, so it might be worthwhile to let her live.
context: Please don't! Don't do it!\Please don't do this!\Don't\He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live. response:	There won't be a next time.
context: Please don't do this!\Don't\He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time. response:	Damn it...
context: Don't\He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it... response:	Anyway, if any of you have a problem,
context: He ate him!\That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it...\Anyway, if any of you have a problem, response:	you can challenge Lord Orochi yourselves later.
context: That goes for you as well, Super S.\But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later. response:	If you actually defeat Lord Orochi, we'll have a new boss.
context: But I'm still... I barely have a scratch on me!\I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss. response:	Very well.
context: I didn't actually lose!\Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well. response:	By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.
context: Well, her power can be quite useful, so it might be worthwhile to let her live.\There won't be a next time.\Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere. response:	Oh, dear.
context: There won't be a next time.\Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear. response:	It appears he hasn't returned yet.
context: Damn it...\Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet. response:	I guess I'll go check things out.
context: Anyway, if any of you have a problem,\you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out. response:	Unbelievable... Someone defeated Goketsu? But who?
context: you can challenge Lord Orochi yourselves later.\If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who? response:	I guess this won't go as easily as planned after all.
context: If you actually defeat Lord Orochi, we'll have a new boss.\Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all. response:	Where am I?
context: Very well.\By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I? response:	Did someone take me out?
context: By the way, Gyoro-Gyoro, I don't see Goketsu anywhere.\Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out? response:	I need to get back to my hideout.
context: Oh, dear.\It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out?\I need to get back to my hideout. response:	That's...
context: It appears he hasn't returned yet.\I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out?\I need to get back to my hideout.\That's... response:	There's no doubt about it. That's the Class A hero Death Gatling.
context: I guess I'll go check things out.\Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out?\I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling. response:	King got me way worse than I expected.
context: Unbelievable... Someone defeated Goketsu? But who?\I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out?\I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected. response:	My body's actually at its limit.
context: I guess this won't go as easily as planned after all.\Where am I?\Did someone take me out?\I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit. response:	Guess I'll just got home for today.
context: Where am I?\Did someone take me out?\I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today. response:	There we go.
context: Did someone take me out?\I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today.\There we go. response:	How does it feel, Genos?
context: I need to get back to my hideout.\That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today.\There we go.\How does it feel, Genos? response:	Looks like it'll work just fine.
context: That's...\There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today.\There we go.\How does it feel, Genos?\Looks like it'll work just fine. response:	Yes. Thank you, Dr. Kuseno, for doing this on such short notice.
context: There's no doubt about it. That's the Class A hero Death Gatling.\King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today.\There we go.\How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice. response:	Well, I know you wanted to get right back into the fight.
context: King got me way worse than I expected.\My body's actually at its limit.\Guess I'll just got home for today.\There we go.\How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight. response:	The changes should be easy to manage, but with this upgrade,
context: My body's actually at its limit.\Guess I'll just got home for today.\There we go.\How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade, response:	you should definitely feel much stronger.
context: Guess I'll just got home for today.\There we go.\How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger. response:	Yes. I won't lose again.
context: There we go.\How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again. response:	You don't have to be overconfident. It's okay if you lose,
context: How does it feel, Genos?\Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose, response:	as long as you come back alive.
context: Looks like it'll work just fine.\Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive. response:	Seeing you yesterday reminded me of my younger days.
context: Yes. Thank you, Dr. Kuseno, for doing this on such short notice.\Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days. response:	I had a strong sense of justice and continued forward
context: Well, I know you wanted to get right back into the fight.\The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward response:	with absolutely no fear back then.
context: The changes should be easy to manage, but with this upgrade,\you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then. response:	Genos, just make sure you don't push yourself too hard.
context: you should definitely feel much stronger.\Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard. response:	Breaking news! Breaking news!
context: Yes. I won't lose again.\You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news! response:	The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead
context: You don't have to be overconfident. It's okay if you lose,\as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead response:	The Monster Association?!
context: as long as you come back alive.\Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?! response:	They infiltrated the headquarters? What?!
context: Seeing you yesterday reminded me of my younger days.\I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?! response:	They even killed one of the executives?
context: I had a strong sense of justice and continued forward\with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives? response:	Come on, you guys!
context: with absolutely no fear back then.\Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys! response:	This morning, an organization calling themselves the Monster Association
context: Genos, just make sure you don't push yourself too hard.\Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association response:	Monster Association
context: Breaking news! Breaking news!\The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association response:	The Monster Association Declares War
context: The Monsters Declare War Monsters Infiltrate the Hero Association Headquarters Leaving 2 Employees Dead\The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War response:	made a criminal declaration that they had taken a hostage from the Hero Association.
context: The Monster Association?!\They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association. response:	Big Bro Bat...
context: They infiltrated the headquarters? What?!\They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat... response:	According to the declaration, they expressed that even more destruction
context: They even killed one of the executives?\Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction response:	Looks like the Hero Association and the Monster Association are going to clash head-on.
context: Come on, you guys!\This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on. response:	and casualties would be caused by the monsters.
context: This morning, an organization calling themselves the Monster Association\Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters. response:	A war? Curse the Monster Association... How awful.
context: Monster Association\The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful. response:	The Hero Association is calling for extra security...
context: The Monster Association Declares War\made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security... response:	What's going to happen to us if they lose?
context: made a criminal declaration that they had taken a hostage from the Hero Association.\Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose? response:	It sucks, but there's nothing we can do.
context: Big Bro Bat...\According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do. response:	Damn it...
context: According to the declaration, they expressed that even more destruction\Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it... response:	They can win... right? The heroes...
context: Looks like the Hero Association and the Monster Association are going to clash head-on.\and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes... response:	What do you mean, you're not going to participate in the operation?!
context: and casualties would be caused by the monsters.\A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?! response:	Metal Knight! Don't you understand what's going on right now?
context: A war? Curse the Monster Association... How awful.\The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now? response:	Letting them provoke us into infiltrating their base
context: The Hero Association is calling for extra security...\What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base response:	will only cause more casualties.
context: What's going to happen to us if they lose?\It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties. response:	I won't pointlessly help deal another blow to the Hero Association's forces.
context: It sucks, but there's nothing we can do.\Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces. response:	You don't need to say it like that!
context: Damn it...\They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that! response:	They have a hostage!
context: They can win... right? The heroes...\What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage! response:	That's the kind of thinking that will make the situation worse.
context: What do you mean, you're not going to participate in the operation?!\Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse. response:	If we've tracked down their base, we should forget the operation to save the hostage
context: Metal Knight! Don't you understand what's going on right now?\Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage response:	and just nuke the whole place.
context: Letting them provoke us into infiltrating their base\will only cause more casualties.\I won't pointlessly help deal another blow to the Hero Association's forces.\You don't need to say it like that!\They have a hostage!\That's the kind of thinking that will make the situation worse.\If we've tracked down their base, we should forget the operation to save the hostage\and just nuke the whole place. response:	I presented my idea to the Association, but they turned it down.
