context: Up you go! response:	And, again!
context: I've been away from Japan for twelve years,\but I'll try my best to get used to everything quickly.\Right now, as my only friends are books,\I beseech you to bless me with your favor.\Kneeling?\It is now noon.\Tanaka, please show him around.\Okay. Let's go. response:	Thank you.
context: but I'll try my best to get used to everything quickly.\Right now, as my only friends are books,\I beseech you to bless me with your favor.\Kneeling?\It is now noon.\Tanaka, please show him around.\Okay. Let's go.\Thank you. response:	Sakai, can you help me carry these?
context: Right now, as my only friends are books,\I beseech you to bless me with your favor.\Kneeling?\It is now noon.\Tanaka, please show him around.\Okay. Let's go.\Thank you.\Sakai, can you help me carry these? response:	Sure.
context: I beseech you to bless me with your favor.\Kneeling?\It is now noon.\Tanaka, please show him around.\Okay. Let's go.\Thank you.\Sakai, can you help me carry these?\Sure. response:	Have you gotten used to the general curriculum?
context: Kneeling?\It is now noon.\Tanaka, please show him around.\Okay. Let's go.\Thank you.\Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum? response:	Yes.
context: It is now noon.\Tanaka, please show him around.\Okay. Let's go.\Thank you.\Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum?\Yes. response:	And you've made some friends?
context: Tanaka, please show him around.\Okay. Let's go.\Thank you.\Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum?\Yes.\And you've made some friends? response:	I guess.
context: Okay. Let's go.\Thank you.\Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum?\Yes.\And you've made some friends?\I guess. response:	Do you have a boyfriend?
context: Thank you.\Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum?\Yes.\And you've made some friends?\I guess.\Do you have a boyfriend? response:	Can you please drop this?
context: Sakai, can you help me carry these?\Sure.\Have you gotten used to the general curriculum?\Yes.\And you've made some friends?\I guess.\Do you have a boyfriend?\Can you please drop this? response:	If you hold out a little longer, I'll set you up with my kid.
context: Sure.\Have you gotten used to the general curriculum?\Yes.\And you've made some friends?\I guess.\Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid. response:	You're having a boy?
context: Have you gotten used to the general curriculum?\Yes.\And you've made some friends?\I guess.\Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy? response:	Does it have to be a boy?
context: Yes.\And you've made some friends?\I guess.\Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy? response:	Of course.
context: And you've made some friends?\I guess.\Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy?\Of course. response:	Hang on.
context: I guess.\Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy?\Of course.\Hang on. response:	I'm going to grab my car keys.
context: Do you have a boyfriend?\Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy?\Of course.\Hang on.\I'm going to grab my car keys. response:	You came all the way here to talk about this?
context: Can you please drop this?\If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy?\Of course.\Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this? response:	Well...
context: If you hold out a little longer, I'll set you up with my kid.\You're having a boy?\Does it have to be a boy?\Of course.\Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this?\Well... response:	I'm well aware Ueno-san has the music memorized.
context: You're having a boy?\Does it have to be a boy?\Of course.\Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized. response:	Her focus is piano, after all.
context: Does it have to be a boy?\Of course.\Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all. response:	Then why do I need to turn the pages for her?
context: Of course.\Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her? response:	Music is not a game.
context: Hang on.\I'm going to grab my car keys.\You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game. response:	This joint recital is an event with a rich tradition,
context: I'm going to grab my car keys.\You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition, response:	featuring not only the high schools of this district,
context: You came all the way here to talk about this?\Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district, response:	but professional performers are invited, as well.
context: Well...\I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well. response:	35th Joint Recital
context: I'm well aware Ueno-san has the music memorized.\Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital response:	Professors from music colleges will also be coming to listen.
context: Her focus is piano, after all.\Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen. response:	For music students, this is a priceless opportunity.
context: Then why do I need to turn the pages for her?\Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity. response:	Remind me, what did you do at this function last year?
context: Music is not a game.\This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year? response:	But that's why I've been...
context: This joint recital is an event with a rich tradition,\featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been... response:	Anybody can love music.
context: featuring not only the high schools of this district,\but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music. response:	For music to love you, however, is another story entirely.
context: but professional performers are invited, as well.\35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely. response:	It takes a special something to move people's hearts,
context: 35th Joint Recital\Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts, response:	and you don't have it.
context: Professors from music colleges will also be coming to listen.\For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it. response:	Abandon your aspirations to sing on stage.
context: For music students, this is a priceless opportunity.\Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage. response:	Once the recital is over
context: Remind me, what did you do at this function last year?\But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over response:	Then I quit.
context: But that's why I've been...\Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit. response:	Excuse me?
context: Anybody can love music.\For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit.\Excuse me? response:	I quit!
context: For music to love you, however, is another story entirely.\It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit.\Excuse me?\I quit! response:	Miyamoto-san.
context: It takes a special something to move people's hearts,\and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit.\Excuse me?\I quit!\Miyamoto-san. response:	If you're serious, submit a formal request.
context: and you don't have it.\Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit.\Excuse me?\I quit!\Miyamoto-san.\If you're serious, submit a formal request. response:	What gives you the right to act like you know me?!
context: Abandon your aspirations to sing on stage.\Once the recital is over\Then I quit.\Excuse me?\I quit!\Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?! response:	Nobody knows if they can sing, until they try!
context: Once the recital is over\Then I quit.\Excuse me?\I quit!\Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try! response:	Don't underestimate me just because I'm a general
context: Then I quit.\Excuse me?\I quit!\Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general response:	Blergh! You cow!
context: Excuse me?\I quit!\Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow! response:	What are you doing?
context: I quit!\Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing? response:	That's it. Thank you.
context: Miyamoto-san.\If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing?\That's it. Thank you. response:	That reminds me.
context: If you're serious, submit a formal request.\What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing?\That's it. Thank you.\That reminds me. response:	Do you have your phone on you?
context: What gives you the right to act like you know me?!\Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing?\That's it. Thank you.\That reminds me.\Do you have your phone on you? response:	Huh?
context: Nobody knows if they can sing, until they try!\Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing?\That's it. Thank you.\That reminds me.\Do you have your phone on you?\Huh? response:	That's my address.
context: Don't underestimate me just because I'm a general\Blergh! You cow!\What are you doing?\That's it. Thank you.\That reminds me.\Do you have your phone on you?\Huh?\That's my address. response:	Contact me if anything comes up.
context: Blergh! You cow!\What are you doing?\That's it. Thank you.\That reminds me.\Do you have your phone on you?\Huh?\That's my address.\Contact me if anything comes up. response:	Like what?
context: What are you doing?\That's it. Thank you.\That reminds me.\Do you have your phone on you?\Huh?\That's my address.\Contact me if anything comes up.\Like what? response:	Like if you find a boyfriend.
context: That's it. Thank you.\That reminds me.\Do you have your phone on you?\Huh?\That's my address.\Contact me if anything comes up.\Like what?\Like if you find a boyfriend. response:	And come see the baby once it's born.
context: That reminds me.\Do you have your phone on you?\Huh?\That's my address.\Contact me if anything comes up.\Like what?\Like if you find a boyfriend.\And come see the baby once it's born. response:	Sorry, but I want to eat before I go to club.
context: Do you have your phone on you?\Huh?\That's my address.\Contact me if anything comes up.\Like what?\Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club. response:	What club?
context: Huh?\That's my address.\Contact me if anything comes up.\Like what?\Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club? response:	Badminton.
context: That's my address.\Contact me if anything comes up.\Like what?\Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club?\Badminton. response:	I'm the only member right now,
context: Contact me if anything comes up.\Like what?\Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club?\Badminton.\I'm the only member right now, response:	but today I get to practice with
context: Like what?\Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club?\Badminton.\I'm the only member right now,\but today I get to practice with response:	my sister at her university.
context: Like if you find a boyfriend.\And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club?\Badminton.\I'm the only member right now,\but today I get to practice with\my sister at her university. response:	Sister is for a girl?
context: And come see the baby once it's born.\Sorry, but I want to eat before I go to club.\What club?\Badminton.\I'm the only member right now,\but today I get to practice with\my sister at her university.\Sister is for a girl? response:	What was the word for a male sibling?
context: Sorry, but I want to eat before I go to club.\What club?\Badminton.\I'm the only member right now,\but today I get to practice with\my sister at her university.\Sister is for a girl?\What was the word for a male sibling? response:	Brother.
context: What club?\Badminton.\I'm the only member right now,\but today I get to practice with\my sister at her university.\Sister is for a girl?\What was the word for a male sibling?\Brother. response:	Oh yeah.
context: Badminton.\I'm the only member right now,\but today I get to practice with\my sister at her university.\Sister is for a girl?\What was the word for a male sibling?\Brother.\Oh yeah. response:	I tried brushing up through books,
context: I'm the only member right now,\but today I get to practice with\my sister at her university.\Sister is for a girl?\What was the word for a male sibling?\Brother.\Oh yeah.\I tried brushing up through books, response:	but I've still got a lot to learn.
context: but today I get to practice with\my sister at her university.\Sister is for a girl?\What was the word for a male sibling?\Brother.\Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn. response:	Do those books explain how to eat ramen, as well?
context: my sister at her university.\Sister is for a girl?\What was the word for a male sibling?\Brother.\Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well? response:	Of course!
context: Sister is for a girl?\What was the word for a male sibling?\Brother.\Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course! response:	You can't be serious!
context: What was the word for a male sibling?\Brother.\Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course!\You can't be serious! response:	You shouldn't have to quit!
context: Brother.\Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course!\You can't be serious!\You shouldn't have to quit! response:	She's doesn't understand anything!
context: Oh yeah.\I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course!\You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything! response:	I'm going to go have a talk with her.
context: I tried brushing up through books,\but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course!\You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her. response:	W-Wait, Sawa!
context: but I've still got a lot to learn.\Do those books explain how to eat ramen, as well?\Of course!\You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa! response:	Wait! Stop! I said, stop!
context: Do those books explain how to eat ramen, as well?\Of course!\You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop! response:	It's just, I'm already a senior...
context: Of course!\You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior... response:	Singing might be the most important thing in my life right now,
context: You can't be serious!\You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now, response:	but soon I'll be graduating, going to college, getting a job.
context: You shouldn't have to quit!\She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job. response:	These days are almost over.
context: She's doesn't understand anything!\I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over. response:	So if she won't let me sing, I should just quit.
context: I'm going to go have a talk with her.\W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit. response:	But then what?
context: W-Wait, Sawa!\Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit.\But then what? response:	I know, I haven't had a chance to sing!
context: Wait! Stop! I said, stop!\It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing! response:	I really want to sing,
context: It's just, I'm already a senior...\Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing!\I really want to sing, response:	so I'm going to start a new choir group.
context: Singing might be the most important thing in my life right now,\but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group. response:	So...
context: but soon I'll be graduating, going to college, getting a job.\These days are almost over.\So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group.\So... response:	So you have to sing with me, Sawa!
context: These days are almost over.\So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa! response:	Me?! But I have a terrible voice.
context: So if she won't let me sing, I should just quit.\But then what?\I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice. response:	Not true!
context: But then what?\I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true! response:	You have a powerful voice.
context: I know, I haven't had a chance to sing!\I really want to sing,\so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true!\You have a powerful voice. response:	But I'm already doing archery.
context: I really want to sing,\so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true!\You have a powerful voice.\But I'm already doing archery. response:	Do both.
context: so I'm going to start a new choir group.\So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true!\You have a powerful voice.\But I'm already doing archery.\Do both. response:	Are you allowed to start a new club?
context: So...\So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true!\You have a powerful voice.\But I'm already doing archery.\Do both.\Are you allowed to start a new club? response:	I think so.
context: So you have to sing with me, Sawa!\Me?! But I have a terrible voice.\Not true!\You have a powerful voice.\But I'm already doing archery.\Do both.\Are you allowed to start a new club?\I think so. response:	How?
context: Me?! But I have a terrible voice.\Not true!\You have a powerful voice.\But I'm already doing archery.\Do both.\Are you allowed to start a new club?\I think so.\How? response:	You put the name of the club and what it's for here.
context: Not true!\You have a powerful voice.\But I'm already doing archery.\Do both.\Are you allowed to start a new club?\I think so.\How?\You put the name of the club and what it's for here. response:	Here, you put the president, and here the advisor.
context: You have a powerful voice.\But I'm already doing archery.\Do both.\Are you allowed to start a new club?\I think so.\How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor. response:	You need the principal's seal here.
context: But I'm already doing archery.\Do both.\Are you allowed to start a new club?\I think so.\How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here. response:	Then, you submit this to the student council
context: Do both.\Are you allowed to start a new club?\I think so.\How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council response:	with the club members' applications.
context: Are you allowed to start a new club?\I think so.\How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications. response:	Okay.
context: I think so.\How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications.\Okay. response:	You need at least five people to start.
context: How?\You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications.\Okay.\You need at least five people to start. response:	Do you think you can do that?
context: You put the name of the club and what it's for here.\Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications.\Okay.\You need at least five people to start.\Do you think you can do that? response:	I've got myself and Sawa,
context: Here, you put the president, and here the advisor.\You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications.\Okay.\You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa, response:	and I was thinking I could invite Sakai-san.
context: You need the principal's seal here.\Then, you submit this to the student council\with the club members' applications.\Okay.\You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san. response:	She'd be great to have on board!
context: Then, you submit this to the student council\with the club members' applications.\Okay.\You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board! response:	Yeah...
context: with the club members' applications.\Okay.\You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah... response:	This might not be a good time, though.
context: Okay.\You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah...\This might not be a good time, though. response:	Why's that?
context: You need at least five people to start.\Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah...\This might not be a good time, though.\Why's that? response:	Well, she didn't have enough general credits,
context: Do you think you can do that?\I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah...\This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits, response:	so she's taking supplementary classes.
context: I've got myself and Sawa,\and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah...\This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes. response:	But a girl like you might be a good catalyst for her.
context: and I was thinking I could invite Sakai-san.\She'd be great to have on board!\Yeah...\This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her. response:	A girl like me?
context: She'd be great to have on board!\Yeah...\This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me? response:	A cheerful, nice, and pretty girl.
context: Yeah...\This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl. response:	Thank you!
context: This might not be a good time, though.\Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl.\Thank you! response:	An earnest girl who's easy to understand.
context: Why's that?\Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand. response:	I hope they don't have a weird chemical reaction and explode.
context: Well, she didn't have enough general credits,\so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode. response:	Good luck to you, too!
context: so she's taking supplementary classes.\But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too! response:	Oh, thank you.
context: But a girl like you might be a good catalyst for her.\A girl like me?\A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you. response:	To the left, there's the general studies building,
context: A girl like me?\A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building, response:	and to the right is the music building.
context: A cheerful, nice, and pretty girl.\Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building. response:	On the left is the general studies...
context: Thank you!\An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies... response:	This is the inner courtyard.
context: An earnest girl who's easy to understand.\I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies...\This is the inner courtyard. response:	If you're out here eating, watch out for black kites.
context: I hope they don't have a weird chemical reaction and explode.\Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites. response:	Okay.
context: Good luck to you, too!\Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay. response:	Watch out for black kites.
context: Oh, thank you.\To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites. response:	And that's the gym over there.
context: To the left, there's the general studies building,\and to the right is the music building.\On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites.\And that's the gym over there. response:	That is the gym.
context: and to the right is the music building.\On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites.\And that's the gym over there.\That is the gym. response:	Do you bike here?
context: On the left is the general studies...\This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites.\And that's the gym over there.\That is the gym.\Do you bike here? response:	Do I what?
context: This is the inner courtyard.\If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites.\And that's the gym over there.\That is the gym.\Do you bike here?\Do I what? response:	Do you ride your bike to come to school?
context: If you're out here eating, watch out for black kites.\Okay.\Watch out for black kites.\And that's the gym over there.\That is the gym.\Do you bike here?\Do I what?\Do you ride your bike to come to school? response:	Oh, no, I come by train.
context: Okay.\Watch out for black kites.\And that's the gym over there.\That is the gym.\Do you bike here?\Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train. response:	Then I guess I don't have to show you the bike rack.
context: Watch out for black kites.\And that's the gym over there.\That is the gym.\Do you bike here?\Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack. response:	My club starts soon, so I have to go.
context: And that's the gym over there.\That is the gym.\Do you bike here?\Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go. response:	Okay.
context: That is the gym.\Do you bike here?\Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay. response:	Thank you so much.
context: Do you bike here?\Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay.\Thank you so much. response:	I think you should look into getting a different book.
context: Do I what?\Do you ride your bike to come to school?\Oh, no, I come by train.\Then I guess I don't have to show you the bike rack.\My club starts soon, so I have to go.\Okay.\Thank you so much.\I think you should look into getting a different book. response:	Ki no Tsurayuki wrote about a ficticious woman who,
