context: Stella! response:	She's alive.
context: I have to protect her.\I have to be strong.\That guy who was protecting them isn't around lately.\Poor thing. He must have gotten sick of her.\An abandoned woman.\An abandoned daughter.\Pitiful and appetizing.\Yes. response:	I see.
context: I have to be strong.\That guy who was protecting them isn't around lately.\Poor thing. He must have gotten sick of her.\An abandoned woman.\An abandoned daughter.\Pitiful and appetizing.\Yes.\I see. response:	Yes.
context: That guy who was protecting them isn't around lately.\Poor thing. He must have gotten sick of her.\An abandoned woman.\An abandoned daughter.\Pitiful and appetizing.\Yes.\I see.\Yes. response:	I understand.
context: Poor thing. He must have gotten sick of her.\An abandoned woman.\An abandoned daughter.\Pitiful and appetizing.\Yes.\I see.\Yes.\I understand. response:	Popular job listings!
context: An abandoned woman.\An abandoned daughter.\Pitiful and appetizing.\Yes.\I see.\Yes.\I understand.\Popular job listings! response:	It'll be okay.
context: An abandoned daughter.\Pitiful and appetizing.\Yes.\I see.\Yes.\I understand.\Popular job listings!\It'll be okay. response:	I have to protect her.
context: Pitiful and appetizing.\Yes.\I see.\Yes.\I understand.\Popular job listings!\It'll be okay.\I have to protect her. response:	It'll be okay.
context: Yes.\I see.\Yes.\I understand.\Popular job listings!\It'll be okay.\I have to protect her.\It'll be okay. response:	It'll be okay.
context: I see.\Yes.\I understand.\Popular job listings!\It'll be okay.\I have to protect her.\It'll be okay.\It'll be okay. response:	I'll be okay on my own.
context: Yes.\I understand.\Popular job listings!\It'll be okay.\I have to protect her.\It'll be okay.\It'll be okay.\I'll be okay on my own. response:	It'll be okay.
context: I understand.\Popular job listings!\It'll be okay.\I have to protect her.\It'll be okay.\It'll be okay.\I'll be okay on my own.\It'll be okay. response:	It would be so much easier for me without her.
context: Popular job listings!\It'll be okay.\I have to protect her.\It'll be okay.\It'll be okay.\I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her. response:	That's crazy! That's crazy!
context: It'll be okay.\I have to protect her.\It'll be okay.\It'll be okay.\I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy! response:	But, if she weren't here...
context: I have to protect her.\It'll be okay.\It'll be okay.\I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here... response:	I shouldn't...
context: It'll be okay.\It'll be okay.\I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here...\I shouldn't... response:	have given birth to you.
context: It'll be okay.\I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here...\I shouldn't...\have given birth to you. response:	I shouldn't have given birth to you.
context: I'll be okay on my own.\It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here...\I shouldn't...\have given birth to you.\I shouldn't have given birth to you. response:	What have I done?
context: It'll be okay.\It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here...\I shouldn't...\have given birth to you.\I shouldn't have given birth to you.\What have I done? response:	Mom?
context: It would be so much easier for me without her.\That's crazy! That's crazy!\But, if she weren't here...\I shouldn't...\have given birth to you.\I shouldn't have given birth to you.\What have I done?\Mom? response:	I'm sorry, Chise.
context: That's crazy! That's crazy!\But, if she weren't here...\I shouldn't...\have given birth to you.\I shouldn't have given birth to you.\What have I done?\Mom?\I'm sorry, Chise. response:	Please forgive me.
context: But, if she weren't here...\I shouldn't...\have given birth to you.\I shouldn't have given birth to you.\What have I done?\Mom?\I'm sorry, Chise.\Please forgive me. response:	To upset me?
context: I shouldn't...\have given birth to you.\I shouldn't have given birth to you.\What have I done?\Mom?\I'm sorry, Chise.\Please forgive me.\To upset me? response:	To upset me?
context: have given birth to you.\I shouldn't have given birth to you.\What have I done?\Mom?\I'm sorry, Chise.\Please forgive me.\To upset me?\To upset me? response:	This is really upsetting.
context: I shouldn't have given birth to you.\What have I done?\Mom?\I'm sorry, Chise.\Please forgive me.\To upset me?\To upset me?\This is really upsetting. response:	Mom...
context: What have I done?\Mom?\I'm sorry, Chise.\Please forgive me.\To upset me?\To upset me?\This is really upsetting.\Mom... response:	I shouldn't have given birth to you.
context: Mom?\I'm sorry, Chise.\Please forgive me.\To upset me?\To upset me?\This is really upsetting.\Mom...\I shouldn't have given birth to you. response:	It's your fault.
context: I'm sorry, Chise.\Please forgive me.\To upset me?\To upset me?\This is really upsetting.\Mom...\I shouldn't have given birth to you.\It's your fault. response:	It's because your body is so weak.
context: Please forgive me.\To upset me?\To upset me?\This is really upsetting.\Mom...\I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak. response:	Why?
context: To upset me?\To upset me?\This is really upsetting.\Mom...\I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak.\Why? response:	Why?
context: To upset me?\This is really upsetting.\Mom...\I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak.\Why?\Why? response:	You should have died.
context: This is really upsetting.\Mom...\I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak.\Why?\Why?\You should have died. response:	Die, die, die, die, die, die, die... Die!
context: Mom...\I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak.\Why?\Why?\You should have died.\Die, die, die, die, die, die, die... Die! response:	Why didn't you finish me off, then?
context: I shouldn't have given birth to you.\It's your fault.\It's because your body is so weak.\Why?\Why?\You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then? response:	You aren't my real mom.
context: It's your fault.\It's because your body is so weak.\Why?\Why?\You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom. response:	You're the mom that exists inside of me.
context: It's because your body is so weak.\Why?\Why?\You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me. response:	The mom that I created after she strangled me.
context: Why?\Why?\You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me. response:	I'm glad I talked to Nevin.
context: Why?\You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin. response:	Angelica-san, Simon-san, Alice and Renfred,
context: You should have died.\Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred, response:	Lindel-san, the people of the fairy world...
context: Die, die, die, die, die, die, die... Die!\Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world... response:	Ruth, Silky, Stella,
context: Why didn't you finish me off, then?\You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella, response:	Elias...
context: You aren't my real mom.\You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias... response:	I'm glad I got to meet all kinds of people.
context: You're the mom that exists inside of me.\The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people. response:	Without them, I would have died before I'd met you.
context: The mom that I created after she strangled me.\I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you. response:	Forgive me.
context: I'm glad I talked to Nevin.\Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me. response:	Forgive me, Chise.
context: Angelica-san, Simon-san, Alice and Renfred,\Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise. response:	Forgive me.
context: Lindel-san, the people of the fairy world...\Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise.\Forgive me. response:	You endured for my sake, didn't you?
context: Ruth, Silky, Stella,\Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you? response:	You endured and endured, but in the end...
context: Elias...\I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end... response:	You're free.
context: I'm glad I got to meet all kinds of people.\Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free. response:	I won't forgive you.
context: Without them, I would have died before I'd met you.\Forgive me.\Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free.\I won't forgive you. response:	I loved you, Mom.
context: Forgive me.\Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free.\I won't forgive you.\I loved you, Mom. response:	I have lots of happy memories with you.
context: Forgive me, Chise.\Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free.\I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you. response:	And yet, ever since that day, I couldn't remember any of them.
context: Forgive me.\You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free.\I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them. response:	But thanks to you,
context: You endured for my sake, didn't you?\You endured and endured, but in the end...\You're free.\I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you, response:	I met someone that I cared for even more than myself.
context: You endured and endured, but in the end...\You're free.\I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself. response:	I thought he was strong, but he turned out to be pretty troubled.
context: You're free.\I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled. response:	Yeah.
context: I won't forgive you.\I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah. response:	So...
context: I loved you, Mom.\I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So... response:	So...
context: I have lots of happy memories with you.\And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So...\So... response:	Thanks for letting go of me that day.
context: And yet, ever since that day, I couldn't remember any of them.\But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So...\So...\Thanks for letting go of me that day. response:	I won't forgive you.
context: But thanks to you,\I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So...\So...\Thanks for letting go of me that day.\I won't forgive you. response:	I won't forget you yet,
context: I met someone that I cared for even more than myself.\I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So...\So...\Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet, response:	but I'm going to leave you and move on.
context: I thought he was strong, but he turned out to be pretty troubled.\Yeah.\So...\So...\Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on. response:	Are you ready?
context: Yeah.\So...\So...\Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on.\Are you ready? response:	What are you?
context: So...\So...\Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on.\Are you ready?\What are you? response:	I'm what keeps one living on.
context: So...\Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on.\Are you ready?\What are you?\I'm what keeps one living on. response:	The curse and blessing that was given for his sake.
context: Thanks for letting go of me that day.\I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on.\Are you ready?\What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake. response:	Joseph.
context: I won't forgive you.\I won't forget you yet,\but I'm going to leave you and move on.\Are you ready?\What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph. response:	Cartaphilus?
context: I won't forget you yet,\but I'm going to leave you and move on.\Are you ready?\What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph.\Cartaphilus? response:	They planted me in you, and you're trying to accept me.
context: but I'm going to leave you and move on.\Are you ready?\What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me. response:	So as long as you wish to live, I'll be your blessing.
context: Are you ready?\What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing. response:	Even if that means tearing at what consumes and protects you for all eternity.
context: What are you?\I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity. response:	What do... What do you desire?
context: I'm what keeps one living on.\The curse and blessing that was given for his sake.\Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire? response:	Me?
context: The curse and blessing that was given for his sake.\Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me? response:	What's the price?
context: Joseph.\Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me?\What's the price? response:	What you say sounds good only for me.
context: Cartaphilus?\They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me?\What's the price?\What you say sounds good only for me. response:	There's one wish that I've heard many times.
context: They planted me in you, and you're trying to accept me.\So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me?\What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times. response:	Can you grant that for me?
context: So as long as you wish to live, I'll be your blessing.\Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me?\What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me? response:	It looks like it's starting to set in.
context: Even if that means tearing at what consumes and protects you for all eternity.\What do... What do you desire?\Me?\What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in. response:	How vile.
context: What do... What do you desire?\Me?\What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in.\How vile. response:	Just like me.
context: Me?\What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in.\How vile.\Just like me. response:	Y-You're awake
context: What's the price?\What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in.\How vile.\Just like me.\Y-You're awake response:	I'm going to do things the way you do.
context: What you say sounds good only for me.\There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in.\How vile.\Just like me.\Y-You're awake\I'm going to do things the way you do. response:	I don't know if I can grant you your wish.
context: There's one wish that I've heard many times.\Can you grant that for me?\It looks like it's starting to set in.\How vile.\Just like me.\Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish. response:	But I can hear you out, and try to do something.
context: Can you grant that for me?\It looks like it's starting to set in.\How vile.\Just like me.\Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something. response:	Help me.
context: It looks like it's starting to set in.\How vile.\Just like me.\Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me. response:	For centuries, for millennia,
context: How vile.\Just like me.\Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me.\For centuries, for millennia, response:	they've been shouting, Help me.
context: Just like me.\Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me.\For centuries, for millennia,\they've been shouting, Help me. response:	I don't know why you desire this.
context: Y-You're awake\I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me.\For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this. response:	Why, when you think as you do, you still do this.
context: I'm going to do things the way you do.\I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me.\For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this. response:	Why you've done this.
context: I don't know if I can grant you your wish.\But I can hear you out, and try to do something.\Help me.\For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this. response:	So I'm going to find out.
context: But I can hear you out, and try to do something.\Help me.\For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this.\So I'm going to find out. response:	The girl tries to make sense of Joseph's truth.
context: Help me.\For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this.\So I'm going to find out.\The girl tries to make sense of Joseph's truth. response:	Meanwhile, the mage, having lost the girl, loses his human form, and is forced to wander.
context: For centuries, for millennia,\they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this.\So I'm going to find out.\The girl tries to make sense of Joseph's truth.\Meanwhile, the mage, having lost the girl, loses his human form, and is forced to wander. response:	You saw?
context: they've been shouting, Help me.\I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this.\So I'm going to find out.\The girl tries to make sense of Joseph's truth.\Meanwhile, the mage, having lost the girl, loses his human form, and is forced to wander.\You saw? response:	You saw me?
context: I don't know why you desire this.\Why, when you think as you do, you still do this.\Why you've done this.\So I'm going to find out.\The girl tries to make sense of Joseph's truth.\Meanwhile, the mage, having lost the girl, loses his human form, and is forced to wander.\You saw?\You saw me? response:	My past?
