context: Class 7 Special Hazard Organisms. response:	Everything has been thrown into chaos because of them.
context: Thanks to your plan, the public has directed their rage at those students.\Plu, this will make it easier to retrieve your sister.\We never would have known of those artificial Magiuses\if you had not informed us of the Valvrave Project.\You have our gratitude.\You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but... response:	Don't say that, just get some rest.
context: Plu, this will make it easier to retrieve your sister.\We never would have known of those artificial Magiuses\if you had not informed us of the Valvrave Project.\You have our gratitude.\You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest. response:	Haruto Tokishima is coming!
context: We never would have known of those artificial Magiuses\if you had not informed us of the Valvrave Project.\You have our gratitude.\You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming! response:	He's asking for permission to land. What do you want us to do?
context: if you had not informed us of the Valvrave Project.\You have our gratitude.\You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do? response:	He's come for revenge!
context: You have our gratitude.\You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge! response:	After what we did, can you blame him?
context: You have mine as well, Cain.\You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him? response:	Turn him away, Shoko.
context: You rescued me when I was lost and adrift.\I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko. response:	But without the Valvraves to protect us, we're as good as
context: I'm sorry, Miss Sashinami, Professor. I'm supposed to be the adult here, but...\Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as response:	You've got to do something, Sashinami!
context: Don't say that, just get some rest.\Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami! response:	You're the prime minister, aren't you?
context: Haruto Tokishima is coming!\He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you? response:	It's Haruto!
context: He's asking for permission to land. What do you want us to do?\He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto! response:	He's alive!
context: He's come for revenge!\After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto!\He's alive! response:	- I knew it, he really is a monster! - Why's he here?
context: After what we did, can you blame him?\Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here? response:	This is a ship for humans, man!
context: Turn him away, Shoko.\But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man! response:	Murderer!
context: But without the Valvraves to protect us, we're as good as\You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer! response:	Shoko, I...
context: You've got to do something, Sashinami!\You're the prime minister, aren't you?\It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer!\Shoko, I... response:	Thank you for saving us all from the Allied Forces earlier.
context: You're the prime minister, aren't you?\It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier. response:	That said, please restrict yourself to this hangar.
context: It's Haruto!\He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar. response:	As prime minister, I can't let you in, not when I can't be certain you are not a threat.
context: He's alive!\- I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat. response:	I shouldn't have lied to you.
context: - I knew it, he really is a monster! - Why's he here?\This is a ship for humans, man!\Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you. response:	If I'd been honest with you, even if it meant getting hurt,
context: This is a ship for humans, man!\Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt, response:	maybe we could've found a way to work through this together.
context: Murderer!\Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together. response:	With that in mind,
context: Shoko, I...\Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind, response:	I'm at least
context: Thank you for saving us all from the Allied Forces earlier.\That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind,\I'm at least response:	going to expose the lies of the world to you.
context: That said, please restrict yourself to this hangar.\As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind,\I'm at least\going to expose the lies of the world to you. response:	Expose the lies? Of the world?
context: As prime minister, I can't let you in, not when I can't be certain you are not a threat.\I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind,\I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world? response:	I don't get humans at all.
context: I shouldn't have lied to you.\If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind,\I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all. response:	You don't?
context: If I'd been honest with you, even if it meant getting hurt,\maybe we could've found a way to work through this together.\With that in mind,\I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all.\You don't? response:	That human was sitting in here for ages, crying.
context: maybe we could've found a way to work through this together.\With that in mind,\I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all.\You don't?\That human was sitting in here for ages, crying. response:	Saying, I'm sorry, Haruto. I'm sorry.
context: With that in mind,\I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all.\You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry. response:	Sometimes you have to put on a brave face.
context: I'm at least\going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all.\You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face. response:	Why can't we catch a break?
context: going to expose the lies of the world to you.\Expose the lies? Of the world?\I don't get humans at all.\You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break? response:	Citizens of the world! This is a historic day!
context: Expose the lies? Of the world?\I don't get humans at all.\You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day! response:	Because on this day, our two countries, which could not be said to have ever been on friendly terms,
context: I don't get humans at all.\You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms, response:	have joined together in common cause to exterminate the shared enemy of all mankind!
context: You don't?\That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind! response:	The nerve of him, making us out to be the bad guys!
context: That human was sitting in here for ages, crying.\Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys! response:	It's because the key to making people get along is to have a common enemy.
context: Saying, I'm sorry, Haruto. I'm sorry.\Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy. response:	Was it a good idea to let them go?
context: Sometimes you have to put on a brave face.\Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go? response:	We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.
context: Why can't we catch a break?\Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way. response:	It's all right.
context: Citizens of the world! This is a historic day!\Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right. response:	They'll be back. They'll be back, count on it.
context: Because on this day, our two countries, which could not be said to have ever been on friendly terms,\have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it. response:	Four Valvraves have appeared on my scope!
context: have joined together in common cause to exterminate the shared enemy of all mankind!\The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope! response:	So, they've come.
context: The nerve of him, making us out to be the bad guys!\It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come. response:	Harakiri Blade complete. Let's move in to engage them up close.
context: It's because the key to making people get along is to have a common enemy.\Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close. response:	Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!
context: Was it a good idea to let them go?\We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours! response:	We're here to act as her shield and cut a path through these guys!
context: We decided to trust them and wait, didn't we? They said that if we went, we'd only get in the way.\It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys! response:	Inuzuka-senpai, I'm gonna need your help on this one.
context: It's all right.\They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one. response:	They're falling back?
context: They'll be back. They'll be back, count on it.\Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back? response:	Hit and away... They're biding their time?
context: Four Valvraves have appeared on my scope!\So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time? response:	They know our weakness all too well.
context: So, they've come.\Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well. response:	The Ardor Grips seem to be doing the trick.
context: Harakiri Blade complete. Let's move in to engage them up close.\Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick. response:	They're letting us fight without worrying as much about heat management, but still...
context: Proceed according to plan. Deliver Unit 6 to satellite Nice 052 by 1950 hours!\We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still... response:	Deploying in depth defense formation per your orders, Captain!
context: We're here to act as her shield and cut a path through these guys!\Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain! response:	Waiting for Valvrave thermal runaway!
context: Inuzuka-senpai, I'm gonna need your help on this one.\They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway! response:	This plan of theirs is reckless beyond belief.
context: They're falling back?\Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief. response:	They can't possibly break through with just four units.
context: Hit and away... They're biding their time?\They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units. response:	I suppose not.
context: They know our weakness all too well.\The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not. response:	I'll let you handle this.
context: The Ardor Grips seem to be doing the trick.\They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not.\I'll let you handle this. response:	Captain?
context: They're letting us fight without worrying as much about heat management, but still...\Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not.\I'll let you handle this.\Captain? response:	Million to one shots do happen.
context: Deploying in depth defense formation per your orders, Captain!\Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not.\I'll let you handle this.\Captain?\Million to one shots do happen. response:	Besides, I want to dispatch Unit 1 personally.
context: Waiting for Valvrave thermal runaway!\This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not.\I'll let you handle this.\Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally. response:	Message from A-drei's Kirschbaum.
context: This plan of theirs is reckless beyond belief.\They can't possibly break through with just four units.\I suppose not.\I'll let you handle this.\Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum. response:	He says they are leaving to assist in the defense of Module 77.
context: They can't possibly break through with just four units.\I suppose not.\I'll let you handle this.\Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77. response:	It's working. Inform the escort ships in the front and at the harbor.
context: I suppose not.\I'll let you handle this.\Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor. response:	Three Valvraves are breaching 8 defensive perimeter!
context: I'll let you handle this.\Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter! response:	Is the Kirschbaum squadron on its way?
context: Captain?\Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way? response:	Haruto! Be careful! You are leaking Runes!
context: Million to one shots do happen.\Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes! response:	What? But I still...
context: Besides, I want to dispatch Unit 1 personally.\Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still... response:	Shoko... Shoko!
context: Message from A-drei's Kirschbaum.\He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko! response:	Oh, no!
context: He says they are leaving to assist in the defense of Module 77.\It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko!\Oh, no! response:	Haruto!
context: It's working. Inform the escort ships in the front and at the harbor.\Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko!\Oh, no!\Haruto! response:	They have that many humanoid types?
context: Three Valvraves are breaching 8 defensive perimeter!\Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko!\Oh, no!\Haruto!\They have that many humanoid types? response:	Leave them to me. I'll scatter them!
context: Is the Kirschbaum squadron on its way?\Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko!\Oh, no!\Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them! response:	The rest of you, go on ahead!
context: Haruto! Be careful! You are leaking Runes!\What? But I still...\Shoko... Shoko!\Oh, no!\Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead! response:	Don't! We have to fight together!
context: What? But I still...\Shoko... Shoko!\Oh, no!\Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together! response:	We made a deal to never give up, remember? I'm going with our best bet!
context: Shoko... Shoko!\Oh, no!\Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet! response:	Understood. I'll leave you some Impact Boosters!
context: Oh, no!\Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters! response:	Thanks, Haruto.
context: Haruto!\They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto. response:	I know that you guys can't use that attack in quick succession!
context: They have that many humanoid types?\Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession! response:	Now you're stuck!
context: Leave them to me. I'll scatter them!\The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck! response:	A second line?!
context: The rest of you, go on ahead!\Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?! response:	Valvrave Green is disengaging!
context: Don't! We have to fight together!\We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?!\Valvrave Green is disengaging! response:	It has withdrawn at attack speed 14!
context: We made a deal to never give up, remember? I'm going with our best bet!\Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14! response:	So this was too big a risk after all?
context: Understood. I'll leave you some Impact Boosters!\Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all? response:	We'll enter the sea.
context: Thanks, Haruto.\I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea. response:	Keep going in that direction, and it will take us to the heart of Module 77.
context: I know that you guys can't use that attack in quick succession!\Now you're stuck!\A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77. response:	I know.
context: Now you're stuck!\A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know. response:	Our analysis has determined that they are
context: A second line?!\Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are response:	military weapons artificially created by the leaders of Old JIOR.
context: Valvrave Green is disengaging!\It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR. response:	There was likely a spirit of patriotism in the environment that gave rise to such monsters.
context: It has withdrawn at attack speed 14!\So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters. response:	But make no mistake!
context: So this was too big a risk after all?\We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake! response:	We must place the love of humanity as a whole above the love of any one state!
context: We'll enter the sea.\Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state! response:	Our scientific ability progressed too far and created monsters like them.
context: Keep going in that direction, and it will take us to the heart of Module 77.\I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them. response:	Aren't Haruto and the others there yet?
context: I know.\Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet? response:	They aren't showing anything about the battle on TV...
context: Our analysis has determined that they are\military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV... response:	They can only be described as a threat...
context: military weapons artificially created by the leaders of Old JIOR.\There was likely a spirit of patriotism in the environment that gave rise to such monsters.\But make no mistake!\We must place the love of humanity as a whole above the love of any one state!\Our scientific ability progressed too far and created monsters like them.\Aren't Haruto and the others there yet?\They aren't showing anything about the battle on TV...\They can only be described as a threat... response:	Shoko!
