context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Come on now, Kasukabe.\You know, I guess I just don't have an otaku name.\I'm sorry, she's a mundane.\Oh, then she doesn't cosplay or anything.\Cosplay? You mean Ohno?\Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing! response:	Don't get carried away, Kasukabe.
context: You know, I guess I just don't have an otaku name.\I'm sorry, she's a mundane.\Oh, then she doesn't cosplay or anything.\Cosplay? You mean Ohno?\Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe. response:	These guys are still new.
context: I'm sorry, she's a mundane.\Oh, then she doesn't cosplay or anything.\Cosplay? You mean Ohno?\Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new. response:	I realize that of course, Mr. Chairman!
context: Oh, then she doesn't cosplay or anything.\Cosplay? You mean Ohno?\Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman! response:	But you know, you two should forget this club.
context: Cosplay? You mean Ohno?\Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club. response:	This room is actually haunted.
context: Did her cosplay dazzle you?\Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted. response:	Huh?
context: Kasukabe...\N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted.\Huh? response:	By the ghost of the first chairman who died five years ago...
context: N-No, it meant nothing!\Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago... response:	Cut that out!
context: Don't get carried away, Kasukabe.\These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago...\Cut that out! response:	The original chairman's still alive!
context: These guys are still new.\I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive! response:	Don't act like he's dead!
context: I realize that of course, Mr. Chairman!\But you know, you two should forget this club.\This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive!\Don't act like he's dead! response:	It's not a lie, though!
context: But you know, you two should forget this club.\This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though! response:	I've kept quiet until now, but sometimes I see it.
context: This room is actually haunted.\Huh?\By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it. response:	A dog-like face wearing glasses floats by gaps in the bookshelves.
context: Huh?\By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves. response:	You can say that with a straight face?
context: By the ghost of the first chairman who died five years ago...\Cut that out!\The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face? response:	Don't turn around, you two.
context: Cut that out!\The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two. response:	Huh?
context: The original chairman's still alive!\Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two.\Huh? response:	There's a face in the shelf behind you...
context: Don't act like he's dead!\It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two.\Huh?\There's a face in the shelf behind you... response:	Note: It's just an image.
context: It's not a lie, though!\I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two.\Huh?\There's a face in the shelf behind you...\Note: It's just an image. response:	Hey, that's enough of that!
context: I've kept quiet until now, but sometimes I see it.\A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two.\Huh?\There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that! response:	Not bad, Saki.
context: A dog-like face wearing glasses floats by gaps in the bookshelves.\You can say that with a straight face?\Don't turn around, you two.\Huh?\There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki. response:	Oh right, it really was made up.
context: You can say that with a straight face?\Don't turn around, you two.\Huh?\There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up. response:	Maybe.
context: Don't turn around, you two.\Huh?\There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up.\Maybe. response:	Kasukabe's started messing with the newcomers right on schedule...
context: Huh?\There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule... response:	I have to put an end to this no matter what...
context: There's a face in the shelf behind you...\Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what... response:	Yes, as the chairman!
context: Note: It's just an image.\Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman! response:	Bar Kurokiya
context: Hey, that's enough of that!\Not bad, Saki.\Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya response:	Well, everyone...
context: Not bad, Saki.\Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya\Well, everyone... response:	Cheers.
context: Oh right, it really was made up.\Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya\Well, everyone...\Cheers. response:	Cheers!
context: Maybe.\Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya\Well, everyone...\Cheers.\Cheers! response:	Oh, you don't drink?
context: Kasukabe's started messing with the newcomers right on schedule...\I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya\Well, everyone...\Cheers.\Cheers!\Oh, you don't drink? response:	Then...
context: I have to put an end to this no matter what...\Yes, as the chairman!\Bar Kurokiya\Well, everyone...\Cheers.\Cheers!\Oh, you don't drink?\Then... response:	Nah, I was wondering if we were going to chug.
context: Yes, as the chairman!\Bar Kurokiya\Well, everyone...\Cheers.\Cheers!\Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug. response:	No, we don't.
context: Bar Kurokiya\Well, everyone...\Cheers.\Cheers!\Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug.\No, we don't. response:	Well that's a downer.
context: Well, everyone...\Cheers.\Cheers!\Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer. response:	It's not a downer, it's just how we do things.
context: Cheers.\Cheers!\Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things. response:	Excuse me!
context: Cheers!\Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me! response:	What'll ya have?
context: Oh, you don't drink?\Then...\Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me!\What'll ya have? response:	Let's see.
context: Then...\Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me!\What'll ya have?\Let's see. response:	A spring vegetable pizza, handmade egg rolls some tasty...
context: Nah, I was wondering if we were going to chug.\No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me!\What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty... response:	Uh, hey...
context: No, we don't.\Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me!\What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey... response:	Oh, you want to order?
context: Well that's a downer.\It's not a downer, it's just how we do things.\Excuse me!\What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order? response:	How about an assorted platter?
context: It's not a downer, it's just how we do things.\Excuse me!\What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order?\How about an assorted platter? response:	O-Okay, fried chicken, and...
context: Excuse me!\What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and... response:	Nooo!
context: What'll ya have?\Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and...\Nooo! response:	No chicken for me!
context: Let's see.\A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and...\Nooo!\No chicken for me! response:	I oppose the fried chicken!
context: A spring vegetable pizza, handmade egg rolls some tasty...\Uh, hey...\Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and...\Nooo!\No chicken for me!\I oppose the fried chicken! response:	T-Then, c-cancel the chicken.
context: Uh, hey...\Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and...\Nooo!\No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken. response:	Sure, with pleasure.
context: Oh, you want to order?\How about an assorted platter?\O-Okay, fried chicken, and...\Nooo!\No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure. response:	Instead, a p-pickled e-eggplant.
context: How about an assorted platter?\O-Okay, fried chicken, and...\Nooo!\No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant. response:	Yeees!
context: O-Okay, fried chicken, and...\Nooo!\No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees! response:	That's outfit's a Cecil, isn't it?
context: Nooo!\No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it? response:	It's no surprise it looks good on you.
context: No chicken for me!\I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you. response:	What do you mean, no surprise?
context: I oppose the fried chicken!\T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise? response:	Not many people can dress well.
context: T-Then, c-cancel the chicken.\Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well. response:	If we knew other, that'd be one thing...
context: Sure, with pleasure.\Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing... response:	But I'm the type who thinks a guy complimenting my clothes...
context: Instead, a p-pickled e-eggplant.\Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes... response:	But that's not true.
context: Yeees!\That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true. response:	Don't waste your time.
context: That's outfit's a Cecil, isn't it?\It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time. response:	What?
context: It's no surprise it looks good on you.\What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time.\What? response:	I'm just here to keep an eye on Kohsaka.
context: What do you mean, no surprise?\Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka. response:	Oh, is that so?
context: Not many people can dress well.\If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so? response:	It doesn't look that way at all.
context: If we knew other, that'd be one thing...\But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all. response:	What do you mean by that?
context: But I'm the type who thinks a guy complimenting my clothes...\But that's not true.\Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all.\What do you mean by that? response:	Ah, well, I guess you just look like friends.
context: But that's not true.\Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends. response:	That's none of your business.
context: Don't waste your time.\What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business. response:	I'm sorry, it was just a question.
context: What?\I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question. response:	You should know that...
context: I'm just here to keep an eye on Kohsaka.\Oh, is that so?\It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question.\You should know that... response:	Oh come on.
context: Oh, is that so?\It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question.\You should know that...\Oh come on. response:	Let's enjoy ourselves.
context: It doesn't look that way at all.\What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question.\You should know that...\Oh come on.\Let's enjoy ourselves. response:	Ohno.
context: What do you mean by that?\Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question.\You should know that...\Oh come on.\Let's enjoy ourselves.\Ohno. response:	What'll you have next?
context: Ah, well, I guess you just look like friends.\That's none of your business.\I'm sorry, it was just a question.\You should know that...\Oh come on.\Let's enjoy ourselves.\Ohno.\What'll you have next? response:	Um, um, another one of these.
context: That's none of your business.\I'm sorry, it was just a question.\You should know that...\Oh come on.\Let's enjoy ourselves.\Ohno.\What'll you have next?\Um, um, another one of these. response:	Excuse me!
context: I'm sorry, it was just a question.\You should know that...\Oh come on.\Let's enjoy ourselves.\Ohno.\What'll you have next?\Um, um, another one of these.\Excuse me! response:	You got it!
context: You should know that...\Oh come on.\Let's enjoy ourselves.\Ohno.\What'll you have next?\Um, um, another one of these.\Excuse me!\You got it! response:	Which will it be, as God in heaven says.
context: Oh come on.\Let's enjoy ourselves.\Ohno.\What'll you have next?\Um, um, another one of these.\Excuse me!\You got it!\Which will it be, as God in heaven says. response:	Hey.
context: Let's enjoy ourselves.\Ohno.\What'll you have next?\Um, um, another one of these.\Excuse me!\You got it!\Which will it be, as God in heaven says.\Hey. response:	Start a conversation.
context: Ohno.\What'll you have next?\Um, um, another one of these.\Excuse me!\You got it!\Which will it be, as God in heaven says.\Hey.\Start a conversation. response:	Aren't y-you the ch-chairman?
context: What'll you have next?\Um, um, another one of these.\Excuse me!\You got it!\Which will it be, as God in heaven says.\Hey.\Start a conversation.\Aren't y-you the ch-chairman? response:	Kuchiki?
context: Um, um, another one of these.\Excuse me!\You got it!\Which will it be, as God in heaven says.\Hey.\Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki? response:	W-What made you decide to join us?
context: Excuse me!\You got it!\Which will it be, as God in heaven says.\Hey.\Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us? response:	You see...
context: You got it!\Which will it be, as God in heaven says.\Hey.\Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us?\You see... response:	Probably Ohno and her cosplay.
context: Which will it be, as God in heaven says.\Hey.\Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us?\You see...\Probably Ohno and her cosplay. response:	Leave well alone with a ten-foot pole!
context: Hey.\Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us?\You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole! response:	Not just that, or rather what besides that?
context: Start a conversation.\Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us?\You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that? response:	Let's see...
context: Aren't y-you the ch-chairman?\Kuchiki?\W-What made you decide to join us?\You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see... response:	I've embraced a strong and profound interest in...
context: Kuchiki?\W-What made you decide to join us?\You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in... response:	Hey, what'll you have next?
context: W-What made you decide to join us?\You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next? response:	O-Okay, a cassis orange.
context: You see...\Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange. response:	Excuse me!
context: Probably Ohno and her cosplay.\Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me! response:	Coming up!
context: Leave well alone with a ten-foot pole!\Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me!\Coming up! response:	So I decided to take this chance on entering college to...
context: Not just that, or rather what besides that?\Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me!\Coming up!\So I decided to take this chance on entering college to... response:	Here's your spring vegetable pizza and tasty potato croquettes.
context: Let's see...\I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me!\Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes. response:	All right.
context: I've embraced a strong and profound interest in...\Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me!\Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right. response:	Those are mine, mine, mine!
context: Hey, what'll you have next?\O-Okay, a cassis orange.\Excuse me!\Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine! response:	He's hogging them?
context: O-Okay, a cassis orange.\Excuse me!\Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine!\He's hogging them? response:	Delicious!
context: Excuse me!\Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine!\He's hogging them?\Delicious! response:	I guess he's come out of his shell.
context: Coming up!\So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine!\He's hogging them?\Delicious!\I guess he's come out of his shell. response:	You don't drink?
context: So I decided to take this chance on entering college to...\Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine!\He's hogging them?\Delicious!\I guess he's come out of his shell.\You don't drink? response:	That's not it.
context: Here's your spring vegetable pizza and tasty potato croquettes.\All right.\Those are mine, mine, mine!\He's hogging them?\Delicious!\I guess he's come out of his shell.\You don't drink?\That's not it. response:	Beer might as well be water.
context: All right.\Those are mine, mine, mine!\He's hogging them?\Delicious!\I guess he's come out of his shell.\You don't drink?\That's not it.\Beer might as well be water. response:	I've been drinking it since high school.
context: Those are mine, mine, mine!\He's hogging them?\Delicious!\I guess he's come out of his shell.\You don't drink?\That's not it.\Beer might as well be water.\I've been drinking it since high school. response:	I really don't like how otaku-ish the manga and anime clubs are.
context: He's hogging them?\Delicious!\I guess he's come out of his shell.\You don't drink?\That's not it.\Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are. response:	We have our share of otaku too.
context: Delicious!\I guess he's come out of his shell.\You don't drink?\That's not it.\Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too. response:	But you have girl members.
context: I guess he's come out of his shell.\You don't drink?\That's not it.\Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members. response:	That alone makes you completely different.
context: You don't drink?\That's not it.\Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members.\That alone makes you completely different. response:	Just between us, I also scoped out the Manga Club.
context: That's not it.\Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club. response:	What a waste.
context: Beer might as well be water.\I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste. response:	It's almost all lardass pigs.
context: I've been drinking it since high school.\I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs. response:	I wouldn't know...
context: I really don't like how otaku-ish the manga and anime clubs are.\We have our share of otaku too.\But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs.\I wouldn't know... response:	Anime is Japan's culture these days.
context: We have our share of otaku too.\But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days. response:	Simply enjoying it is stupid.
context: But you have girl members.\That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid. response:	Being able to study it more as culture this way, it's like, when a culture's...
context: That alone makes you completely different.\Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's... response:	Uhh...
context: Just between us, I also scoped out the Manga Club.\What a waste.\It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh... response:	Um, a subculture?
context: What a waste.\It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture? response:	Yes! That's it, a subculture!
context: It's almost all lardass pigs.\I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture?\Yes! That's it, a subculture! response:	Right...
context: I wouldn't know...\Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture?\Yes! That's it, a subculture!\Right... response:	Did you know?
context: Anime is Japan's culture these days.\Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture?\Yes! That's it, a subculture!\Right...\Did you know? response:	These days anime films are invited to be shown at Cannes...
context: Simply enjoying it is stupid.\Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture?\Yes! That's it, a subculture!\Right...\Did you know?\These days anime films are invited to be shown at Cannes... response:	No, I didn't know that.
context: Being able to study it more as culture this way, it's like, when a culture's...\Uhh...\Um, a subculture?\Yes! That's it, a subculture!\Right...\Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that. response:	This much is to be expected.
context: Uhh...\Um, a subculture?\Yes! That's it, a subculture!\Right...\Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected. response:	Hey, what's that? What's that?
context: Um, a subculture?\Yes! That's it, a subculture!\Right...\Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that? response:	It's a cassis orange.
context: Yes! That's it, a subculture!\Right...\Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange. response:	Cassis orange?
context: Right...\Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange.\Cassis orange? response:	Yes.
context: Did you know?\These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange.\Cassis orange?\Yes. response:	Let me try a quick sip.
context: These days anime films are invited to be shown at Cannes...\No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange.\Cassis orange?\Yes.\Let me try a quick sip. response:	I like!
context: No, I didn't know that.\This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange.\Cassis orange?\Yes.\Let me try a quick sip.\I like! response:	Excuse me, Miss!
context: This much is to be expected.\Hey, what's that? What's that?\It's a cassis orange.\Cassis orange?\Yes.\Let me try a quick sip.\I like!\Excuse me, Miss! response:	Coming up!
context: Hey, what's that? What's that?\It's a cassis orange.\Cassis orange?\Yes.\Let me try a quick sip.\I like!\Excuse me, Miss!\Coming up! response:	A cassis orange, cassis orange!
context: It's a cassis orange.\Cassis orange?\Yes.\Let me try a quick sip.\I like!\Excuse me, Miss!\Coming up!\A cassis orange, cassis orange! response:	Gladly!
context: Cassis orange?\Yes.\Let me try a quick sip.\I like!\Excuse me, Miss!\Coming up!\A cassis orange, cassis orange!\Gladly! response:	Want me to finish that?
context: Yes.\Let me try a quick sip.\I like!\Excuse me, Miss!\Coming up!\A cassis orange, cassis orange!\Gladly!\Want me to finish that? response:	No, that's okay.
