context: Isabelle... response:	I'm getting used to my new life.
context: Elias...\Elias?\Morning, Silky.\Have you seen Elias?\Okay.\Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun. response:	Good to see you here.
context: Elias?\Morning, Silky.\Have you seen Elias?\Okay.\Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun.\Good to see you here. response:	Are you feeling better now?
context: Morning, Silky.\Have you seen Elias?\Okay.\Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun.\Good to see you here.\Are you feeling better now? response:	Yes, thank you.
context: Have you seen Elias?\Okay.\Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun.\Good to see you here.\Are you feeling better now?\Yes, thank you. response:	Stay away.
context: Okay.\Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun.\Good to see you here.\Are you feeling better now?\Yes, thank you.\Stay away. response:	You seem fake.
context: Ruth, it's time for breakfast.\Thanks, Silky.\Chise-kun.\Good to see you here.\Are you feeling better now?\Yes, thank you.\Stay away.\You seem fake. response:	Ruth, why did you shrink?
context: Thanks, Silky.\Chise-kun.\Good to see you here.\Are you feeling better now?\Yes, thank you.\Stay away.\You seem fake.\Ruth, why did you shrink? response:	I can move with you easier in this form.
context: Chise-kun.\Good to see you here.\Are you feeling better now?\Yes, thank you.\Stay away.\You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form. response:	I see.
context: Good to see you here.\Are you feeling better now?\Yes, thank you.\Stay away.\You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form.\I see. response:	You must be her familiar.
context: Are you feeling better now?\Yes, thank you.\Stay away.\You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form.\I see.\You must be her familiar. response:	You have a good big brother now.
context: Yes, thank you.\Stay away.\You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form.\I see.\You must be her familiar.\You have a good big brother now. response:	Stare...
context: Stay away.\You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form.\I see.\You must be her familiar.\You have a good big brother now.\Stare... response:	Um, have you seen Elias?
context: You seem fake.\Ruth, why did you shrink?\I can move with you easier in this form.\I see.\You must be her familiar.\You have a good big brother now.\Stare...\Um, have you seen Elias? response:	Ainsworth?
context: Ruth, why did you shrink?\I can move with you easier in this form.\I see.\You must be her familiar.\You have a good big brother now.\Stare...\Um, have you seen Elias?\Ainsworth? response:	Sorry, I don't
context: I can move with you easier in this form.\I see.\You must be her familiar.\You have a good big brother now.\Stare...\Um, have you seen Elias?\Ainsworth?\Sorry, I don't response:	Thank you.
context: I see.\You must be her familiar.\You have a good big brother now.\Stare...\Um, have you seen Elias?\Ainsworth?\Sorry, I don't\Thank you. response:	Wait, so soon?
context: You must be her familiar.\You have a good big brother now.\Stare...\Um, have you seen Elias?\Ainsworth?\Sorry, I don't\Thank you.\Wait, so soon? response:	I think he's rubbing off on you!
context: You have a good big brother now.\Stare...\Um, have you seen Elias?\Ainsworth?\Sorry, I don't\Thank you.\Wait, so soon?\I think he's rubbing off on you! response:	Where is he?
context: Stare...\Um, have you seen Elias?\Ainsworth?\Sorry, I don't\Thank you.\Wait, so soon?\I think he's rubbing off on you!\Where is he? response:	You must really love him.
context: Um, have you seen Elias?\Ainsworth?\Sorry, I don't\Thank you.\Wait, so soon?\I think he's rubbing off on you!\Where is he?\You must really love him. response:	Wh-Why?
context: Ainsworth?\Sorry, I don't\Thank you.\Wait, so soon?\I think he's rubbing off on you!\Where is he?\You must really love him.\Wh-Why? response:	You're afraid of him being gone.
context: Sorry, I don't\Thank you.\Wait, so soon?\I think he's rubbing off on you!\Where is he?\You must really love him.\Wh-Why?\You're afraid of him being gone. response:	More than that, you're worried.
context: Thank you.\Wait, so soon?\I think he's rubbing off on you!\Where is he?\You must really love him.\Wh-Why?\You're afraid of him being gone.\More than that, you're worried. response:	But...
context: Wait, so soon?\I think he's rubbing off on you!\Where is he?\You must really love him.\Wh-Why?\You're afraid of him being gone.\More than that, you're worried.\But... response:	Why do you try to deny it?
context: I think he's rubbing off on you!\Where is he?\You must really love him.\Wh-Why?\You're afraid of him being gone.\More than that, you're worried.\But...\Why do you try to deny it? response:	It's important to love something other than yourself.
context: Where is he?\You must really love him.\Wh-Why?\You're afraid of him being gone.\More than that, you're worried.\But...\Why do you try to deny it?\It's important to love something other than yourself. response:	It's important both to protect that something, as well as for your own sake.
context: You must really love him.\Wh-Why?\You're afraid of him being gone.\More than that, you're worried.\But...\Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake. response:	I love you, and I'll always love Isabelle.
context: Wh-Why?\You're afraid of him being gone.\More than that, you're worried.\But...\Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle. response:	Is that wrong?
context: You're afraid of him being gone.\More than that, you're worried.\But...\Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong? response:	I wish it were that easy.
context: More than that, you're worried.\But...\Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy. response:	You're so obstinate.
context: But...\Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy.\You're so obstinate. response:	Well, hello.
context: Why do you try to deny it?\It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy.\You're so obstinate.\Well, hello. response:	Hello.
context: It's important to love something other than yourself.\It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy.\You're so obstinate.\Well, hello.\Hello. response:	I haven't seen you before.
context: It's important both to protect that something, as well as for your own sake.\I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy.\You're so obstinate.\Well, hello.\Hello.\I haven't seen you before. response:	We just moved here recently.
context: I love you, and I'll always love Isabelle.\Is that wrong?\I wish it were that easy.\You're so obstinate.\Well, hello.\Hello.\I haven't seen you before.\We just moved here recently. response:	Is that so?
context: Is that wrong?\I wish it were that easy.\You're so obstinate.\Well, hello.\Hello.\I haven't seen you before.\We just moved here recently.\Is that so? response:	It's remote, but it's nice here, isn't it?
context: I wish it were that easy.\You're so obstinate.\Well, hello.\Hello.\I haven't seen you before.\We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it? response:	Feel free to come see my garden, if you're interested.
context: You're so obstinate.\Well, hello.\Hello.\I haven't seen you before.\We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested. response:	The queens will be happy, too.
context: Well, hello.\Hello.\I haven't seen you before.\We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too. response:	Hey, you're a Sleigh Beggy.
context: Hello.\I haven't seen you before.\We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy. response:	That's unusual!
context: I haven't seen you before.\We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual! response:	Speak of me, and I'll eat you.
context: We just moved here recently.\Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you. response:	A Leannan SIdhe.
context: Is that so?\It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe. response:	She's a vampire that grants a man talent in exchange for his blood.
context: It's remote, but it's nice here, isn't it?\Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood. response:	Meanwhile, you're just a doggy.
context: Feel free to come see my garden, if you're interested.\The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy. response:	Aren't your kind interested in younger men?
context: The queens will be happy, too.\Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men? response:	Suck that man's blood, and he'll die in an instant.
context: Hey, you're a Sleigh Beggy.\That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant. response:	So, you're Thorn's bride.
context: That's unusual!\Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride. response:	Apprentice.
context: Speak of me, and I'll eat you.\A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice. response:	Hey!
context: A Leannan SIdhe.\She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice.\Hey! response:	Would you two like to come in for tea?
context: She's a vampire that grants a man talent in exchange for his blood.\Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice.\Hey!\Would you two like to come in for tea? response:	Go get some rest, Chise.
context: Meanwhile, you're just a doggy.\Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice.\Hey!\Would you two like to come in for tea?\Go get some rest, Chise. response:	You look pale from your lack of sleep.
context: Aren't your kind interested in younger men?\Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice.\Hey!\Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep. response:	I'll let you know if I find him.
context: Suck that man's blood, and he'll die in an instant.\So, you're Thorn's bride.\Apprentice.\Hey!\Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him. response:	Ruth.
context: So, you're Thorn's bride.\Apprentice.\Hey!\Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth. response:	Mess with her, and I'll rip you apart, vampire.
context: Apprentice.\Hey!\Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire. response:	I live alone here, so I've been longing for someone to have some tea with me.
context: Hey!\Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me. response:	I'm Joel Garland.
context: Would you two like to come in for tea?\Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland. response:	What about you?
context: Go get some rest, Chise.\You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you? response:	Chise Hatori.
context: You look pale from your lack of sleep.\I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you?\Chise Hatori. response:	That's an amazing book collection.
context: I'll let you know if I find him.\Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you?\Chise Hatori.\That's an amazing book collection. response:	I like books.
context: Ruth.\Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you?\Chise Hatori.\That's an amazing book collection.\I like books. response:	I write my own, occasionally.
context: Mess with her, and I'll rip you apart, vampire.\I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you?\Chise Hatori.\That's an amazing book collection.\I like books.\I write my own, occasionally. response:	It's quite enjoyable.
context: I live alone here, so I've been longing for someone to have some tea with me.\I'm Joel Garland.\What about you?\Chise Hatori.\That's an amazing book collection.\I like books.\I write my own, occasionally.\It's quite enjoyable. response:	I have a short story, actually. Could I ask you to read it?
context: I'm Joel Garland.\What about you?\Chise Hatori.\That's an amazing book collection.\I like books.\I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it? response:	Um, uh, but...
context: What about you?\Chise Hatori.\That's an amazing book collection.\I like books.\I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but... response:	Do you not have time?
context: Chise Hatori.\That's an amazing book collection.\I like books.\I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time? response:	I'm not good at reading.
context: That's an amazing book collection.\I like books.\I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time?\I'm not good at reading. response:	It might take a long time.
context: I like books.\I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time?\I'm not good at reading.\It might take a long time. response:	That's all right.
context: I write my own, occasionally.\It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time?\I'm not good at reading.\It might take a long time.\That's all right. response:	It was a love story.
context: It's quite enjoyable.\I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time?\I'm not good at reading.\It might take a long time.\That's all right.\It was a love story. response:	A simple story about two people who meet in a rose garden.
context: I have a short story, actually. Could I ask you to read it?\Um, uh, but...\Do you not have time?\I'm not good at reading.\It might take a long time.\That's all right.\It was a love story.\A simple story about two people who meet in a rose garden. response:	But there was something nostalgic about it.
context: Um, uh, but...\Do you not have time?\I'm not good at reading.\It might take a long time.\That's all right.\It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it. response:	Wasn't it a nice story?
context: Do you not have time?\I'm not good at reading.\It might take a long time.\That's all right.\It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story? response:	Yes, but it didn't seem like you were giving him the talent.
context: I'm not good at reading.\It might take a long time.\That's all right.\It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent. response:	Why are you haunting him?
context: It might take a long time.\That's all right.\It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him? response:	You're not taking his blood, either.
context: That's all right.\It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either. response:	I felt like our eyes met that day, in the rose garden.
context: It was a love story.\A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden. response:	It's not like he's my type!
context: A simple story about two people who meet in a rose garden.\But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type! response:	He's old, and a skinny slob to boot!
context: But there was something nostalgic about it.\Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot! response:	He doesn't have anything he's devoting his life to or anything, either,
context: Wasn't it a nice story?\Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either, response:	so I can't take his blood.
context: Yes, but it didn't seem like you were giving him the talent.\Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood. response:	And I can't give him what I otherwise could.
context: Why are you haunting him?\You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could. response:	I don't know what to do.
context: You're not taking his blood, either.\I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do. response:	Maybe, since you're a human, you understand how I feel.
context: I felt like our eyes met that day, in the rose garden.\It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel. response:	Sorry. I can't believe I dozed off.
context: It's not like he's my type!\He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off. response:	I've been really sleepy lately.
context: He's old, and a skinny slob to boot!\He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately. response:	Was that story about the roses here?
context: He doesn't have anything he's devoting his life to or anything, either,\so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here? response:	You got me.
context: so I can't take his blood.\And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here?\You got me. response:	I once saw someone very beautiful here, a long time ago.
context: And I can't give him what I otherwise could.\I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago. response:	It might have been a daydream, but it must have been...
context: I don't know what to do.\Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been... response:	Joel-san?
context: Maybe, since you're a human, you understand how I feel.\Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san? response:	Oh, it's nothing.
context: Sorry. I can't believe I dozed off.\I've been really sleepy lately.\Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing. response:	I feel like our eyes met again just now.
context: I've been really sleepy lately.\Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now. response:	Was it because of you?
context: Was that story about the roses here?\You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you? response:	Are you in lo
context: You got me.\I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you?\Are you in lo response:	That's not the answer I'm looking for.
context: I once saw someone very beautiful here, a long time ago.\It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you?\Are you in lo\That's not the answer I'm looking for. response:	We love by consuming and giving.
context: It might have been a daydream, but it must have been...\Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you?\Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving. response:	So I don't love him.
context: Joel-san?\Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you?\Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him. response:	Come give him a visit again.
context: Oh, it's nothing.\I feel like our eyes met again just now.\Was it because of you?\Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him.\Come give him a visit again. response:	It'll make him happy.
context: I feel like our eyes met again just now.\Was it because of you?\Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him.\Come give him a visit again.\It'll make him happy. response:	Uh, okay.
context: Was it because of you?\Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him.\Come give him a visit again.\It'll make him happy.\Uh, okay. response:	It's not a word that I deserve to say when all I can think about is myself.
context: Are you in lo\That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him.\Come give him a visit again.\It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself. response:	Chise.
context: That's not the answer I'm looking for.\We love by consuming and giving.\So I don't love him.\Come give him a visit again.\It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise. response:	Ruth.
context: We love by consuming and giving.\So I don't love him.\Come give him a visit again.\It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth. response:	I found him.
context: So I don't love him.\Come give him a visit again.\It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth.\I found him. response:	He's in the forests north of the house.
context: Come give him a visit again.\It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth.\I found him.\He's in the forests north of the house. response:	Over there.
context: It'll make him happy.\Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth.\I found him.\He's in the forests north of the house.\Over there. response:	Chise.
context: Uh, okay.\It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth.\I found him.\He's in the forests north of the house.\Over there.\Chise. response:	It's dangerous to come into the forest at dusk.
context: It's not a word that I deserve to say when all I can think about is myself.\Chise.\Ruth.\I found him.\He's in the forests north of the house.\Over there.\Chise.\It's dangerous to come into the forest at dusk. response:	I left you a note saying I'd be home by night.
context: Chise.\Ruth.\I found him.\He's in the forests north of the house.\Over there.\Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night. response:	You aren't going to tell me anything, are you?
context: Ruth.\I found him.\He's in the forests north of the house.\Over there.\Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you? response:	Why this is happening, what kind of creature you are...
context: I found him.\He's in the forests north of the house.\Over there.\Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are... response:	You always avoid me when I ask.
context: He's in the forests north of the house.\Over there.\Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask. response:	You're always quick to understand.
context: Over there.\Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand. response:	You accepted what I said without questioning me.
context: Chise.\It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me. response:	That doesn't mean...
context: It's dangerous to come into the forest at dusk.\I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean... response:	No matter how selfish I am,
context: I left you a note saying I'd be home by night.\You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am, response:	it's not like I'm so disinterested in you that I can bear not knowing about you.
context: You aren't going to tell me anything, are you?\Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you. response:	I've never seen you make such a face.
context: Why this is happening, what kind of creature you are...\You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face. response:	Was I making a weird face?
context: You always avoid me when I ask.\You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face? response:	Yes, I've never seen you like that.
context: You're always quick to understand.\You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that. response:	Were you looking for me the whole time?
context: You accepted what I said without questioning me.\That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time? response:	I left you a note and everything.
context: That doesn't mean...\No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything. response:	Huh?
context: No matter how selfish I am,\it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything.\Huh? response:	What?
context: it's not like I'm so disinterested in you that I can bear not knowing about you.\I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything.\Huh?\What? response:	You're making a scary face.
context: I've never seen you make such a face.\Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything.\Huh?\What?\You're making a scary face. response:	Are you asking me to just take that note and leave you, with the way things were going?
context: Was I making a weird face?\Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything.\Huh?\What?\You're making a scary face.\Are you asking me to just take that note and leave you, with the way things were going? response:	I may accept everything you say, but if you vanish on me like that...
context: Yes, I've never seen you like that.\Were you looking for me the whole time?\I left you a note and everything.\Huh?\What?\You're making a scary face.\Are you asking me to just take that note and leave you, with the way things were going?\I may accept everything you say, but if you vanish on me like that... response:	Why were you resting here?
context: Were you looking for me the whole time?\I left you a note and everything.\Huh?\What?\You're making a scary face.\Are you asking me to just take that note and leave you, with the way things were going?\I may accept everything you say, but if you vanish on me like that...\Why were you resting here? response:	My body's out of balance.
