context: Midterms Day 1 Science response:	All right, time's up.
context: He should just ask her out.\Hira?\I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to?\More or less. response:	Don't they ask after your midterms?
context: Hira?\I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms? response:	I'm too busy thinking about the track meet.
context: I doubt Akane would turn him down.\Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet. response:	Oh, that's right.
context: Not before the meet.\After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right. response:	Dad's gonna come cheer for you this time.
context: After the meet, then, when emotions are high.\Yeah, I can see that.\Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time. response:	Why don't you go to your sister's school?
context: Yeah, I can see that.\Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school? response:	My school's nice.
context: Have you decided which high school you want to go to?\More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice. response:	Is it?
context: More or less.\Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice.\Is it? response:	They're really focused on clubs, and everyone's pretty cool.
context: Don't they ask after your midterms?\I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool. response:	I think it'd be good for you.
context: I'm too busy thinking about the track meet.\Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you. response:	It's so far away, though.
context: Oh, that's right.\Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though. response:	Let's move back to Tokyo.
context: Dad's gonna come cheer for you this time.\Why don't you go to your sister's school?\My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo. response:	You're gonna be transferred again anyway, aren't you, Dad?
context: Why don't you go to your sister's school?\My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad? response:	That's a harsh thing to say...
context: My school's nice.\Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say... response:	Being so close would be convenient for me.
context: Is it?\They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me. response:	More, please.
context: They're really focused on clubs, and everyone's pretty cool.\I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me.\More, please. response:	Go, go! Let's go, let's go, Akane!
context: I think it'd be good for you.\It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane! response:	Go, go! Let's go, let's go, Akane!
context: It's so far away, though.\Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane! response:	Go, go, go, go, go, go, Akane!
context: Let's move back to Tokyo.\You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane! response:	Go, go, go, go, go, go, Akane!
context: You're gonna be transferred again anyway, aren't you, Dad?\That's a harsh thing to say...\Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane! response:	Go, go, Akane!
context: That's a harsh thing to say...\Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane! response:	Man, she's fast.
context: Being so close would be convenient for me.\More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast. response:	Ready, and...
context: More, please.\Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast.\Ready, and... response:	Akane!
context: Go, go! Let's go, let's go, Akane!\Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast.\Ready, and...\Akane! response:	Ready, and...
context: Go, go! Let's go, let's go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast.\Ready, and...\Akane!\Ready, and... response:	Good job!
context: Go, go, go, go, go, go, Akane!\Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast.\Ready, and...\Akane!\Ready, and...\Good job! response:	Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan
context: Go, go, go, go, go, go, Akane!\Go, go, Akane!\Man, she's fast.\Ready, and...\Akane!\Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan response:	Mizuno Akane (3) Kawagoe, Kawagoe Daisan
context: Go, go, Akane!\Man, she's fast.\Ready, and...\Akane!\Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan response:	Just watch me.
context: Man, she's fast.\Ready, and...\Akane!\Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me. response:	The baby boy koala has been revealed to the public.
context: Ready, and...\Akane!\Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public. response:	He popped his adorable face out of his mother's pouch, charming the zoo visitors.
context: Akane!\Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors. response:	Is your track meet coming up?
context: Ready, and...\Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up? response:	You're on LINE a lot these days.
context: Good job!\Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days. response:	Why do you care?
context: Nishio Chinatsu (3) Kawagoe, Kawagoe Daisan\Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days.\Why do you care? response:	Is your track meet coming up?
context: Mizuno Akane (3) Kawagoe, Kawagoe Daisan\Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days.\Why do you care?\Is your track meet coming up? response:	Yup, on Sunday
context: Just watch me.\The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days.\Why do you care?\Is your track meet coming up?\Yup, on Sunday response:	I have practice on Sunday.
context: The baby boy koala has been revealed to the public.\He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days.\Why do you care?\Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday. response:	I'm going to the shrine on Sunday, so I'll pray for you
context: He popped his adorable face out of his mother's pouch, charming the zoo visitors.\Is your track meet coming up?\You're on LINE a lot these days.\Why do you care?\Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you response:	Please and thank you
context: Is your track meet coming up?\You're on LINE a lot these days.\Why do you care?\Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you response:	Why the shrine?
context: You're on LINE a lot these days.\Why do you care?\Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine? response:	Neighborhood association stuff
context: Why do you care?\Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine?\Neighborhood association stuff response:	He should just ask her out.
context: Is your track meet coming up?\Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine?\Neighborhood association stuff\He should just ask her out. response:	Hira?
context: Yup, on Sunday\I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine?\Neighborhood association stuff\He should just ask her out.\Hira? response:	I doubt Akane would turn him down.
context: I have practice on Sunday.\I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine?\Neighborhood association stuff\He should just ask her out.\Hira?\I doubt Akane would turn him down. response:	Hey, is there a guy that you like?
context: I'm going to the shrine on Sunday, so I'll pray for you\Please and thank you\Why the shrine?\Neighborhood association stuff\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like? response:	I want to ask, but...
context: Please and thank you\Why the shrine?\Neighborhood association stuff\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but... response:	Pray for me lots! I want to beat my own record
context: Why the shrine?\Neighborhood association stuff\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record response:	I've got you covered
context: Neighborhood association stuff\He should just ask her out.\Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered response:	Thanks
context: He should just ask her out.\Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered\Thanks response:	All right.
context: Hira?\I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered\Thanks\All right. response:	Let's do this.
context: I doubt Akane would turn him down.\Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered\Thanks\All right.\Let's do this. response:	Full speed ahead
context: Hey, is there a guy that you like?\I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered\Thanks\All right.\Let's do this.\Full speed ahead response:	Shoumei High School
context: I want to ask, but...\Pray for me lots! I want to beat my own record\I've got you covered\Thanks\All right.\Let's do this.\Full speed ahead\Shoumei High School response:	The first-place runner in the last race ran in lane 6.
context: Pray for me lots! I want to beat my own record\I've got you covered\Thanks\All right.\Let's do this.\Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6. response:	Kimura-san of Jounan.
context: I've got you covered\Thanks\All right.\Let's do this.\Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan. response:	Record: 14.21 seconds, tailwind of 1.3 meters per second.
context: Thanks\All right.\Let's do this.\Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second. response:	You're up soon, right?
context: All right.\Let's do this.\Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right? response:	Yeah.
context: Let's do this.\Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah. response:	I hope you beat your personal best.
context: Full speed ahead\Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah.\I hope you beat your personal best. response:	I don't know...
context: Shoumei High School\The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah.\I hope you beat your personal best.\I don't know... response:	You can do it.
context: The first-place runner in the last race ran in lane 6.\Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah.\I hope you beat your personal best.\I don't know...\You can do it. response:	I've seen how hard you've worked.
context: Kimura-san of Jounan.\Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah.\I hope you beat your personal best.\I don't know...\You can do it.\I've seen how hard you've worked. response:	Y-Yeah.
context: Record: 14.21 seconds, tailwind of 1.3 meters per second.\You're up soon, right?\Yeah.\I hope you beat your personal best.\I don't know...\You can do it.\I've seen how hard you've worked.\Y-Yeah. response:	Let's both do our best.
context: You're up soon, right?\Yeah.\I hope you beat your personal best.\I don't know...\You can do it.\I've seen how hard you've worked.\Y-Yeah.\Let's both do our best. response:	Yeah.
context: Yeah.\I hope you beat your personal best.\I don't know...\You can do it.\I've seen how hard you've worked.\Y-Yeah.\Let's both do our best.\Yeah. response:	Hey...
context: I hope you beat your personal best.\I don't know...\You can do it.\I've seen how hard you've worked.\Y-Yeah.\Let's both do our best.\Yeah.\Hey... response:	Mizuno...
context: I don't know...\You can do it.\I've seen how hard you've worked.\Y-Yeah.\Let's both do our best.\Yeah.\Hey...\Mizuno... response:	Go, Rie!
context: You can do it.\I've seen how hard you've worked.\Y-Yeah.\Let's both do our best.\Yeah.\Hey...\Mizuno...\Go, Rie! response:	Nah, never mind.
context: I've seen how hard you've worked.\Y-Yeah.\Let's both do our best.\Yeah.\Hey...\Mizuno...\Go, Rie!\Nah, never mind. response:	See you.
context: Y-Yeah.\Let's both do our best.\Yeah.\Hey...\Mizuno...\Go, Rie!\Nah, never mind.\See you. response:	Oh, Hira.
context: Let's both do our best.\Yeah.\Hey...\Mizuno...\Go, Rie!\Nah, never mind.\See you.\Oh, Hira. response:	Hey.
context: Yeah.\Hey...\Mizuno...\Go, Rie!\Nah, never mind.\See you.\Oh, Hira.\Hey. response:	I'll be cheering up top.
context: Hey...\Mizuno...\Go, Rie!\Nah, never mind.\See you.\Oh, Hira.\Hey.\I'll be cheering up top. response:	Kumano Shrine
context: Mizuno...\Go, Rie!\Nah, never mind.\See you.\Oh, Hira.\Hey.\I'll be cheering up top.\Kumano Shrine response:	Akane's nervous.
context: Go, Rie!\Nah, never mind.\See you.\Oh, Hira.\Hey.\I'll be cheering up top.\Kumano Shrine\Akane's nervous. response:	Go get'em, Akane!
context: Nah, never mind.\See you.\Oh, Hira.\Hey.\I'll be cheering up top.\Kumano Shrine\Akane's nervous.\Go get'em, Akane! response:	Go!
context: See you.\Oh, Hira.\Hey.\I'll be cheering up top.\Kumano Shrine\Akane's nervous.\Go get'em, Akane!\Go! response:	Set...
context: Oh, Hira.\Hey.\I'll be cheering up top.\Kumano Shrine\Akane's nervous.\Go get'em, Akane!\Go!\Set... response:	Lane 5 takes the lead.
context: Hey.\I'll be cheering up top.\Kumano Shrine\Akane's nervous.\Go get'em, Akane!\Go!\Set...\Lane 5 takes the lead. response:	Mizuno-san of Kawagoe City Daisan.
context: I'll be cheering up top.\Kumano Shrine\Akane's nervous.\Go get'em, Akane!\Go!\Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan. response:	Go!
context: Kumano Shrine\Akane's nervous.\Go get'em, Akane!\Go!\Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go! response:	I wonder how it went.
context: Akane's nervous.\Go get'em, Akane!\Go!\Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went. response:	What should we get?
context: Go get'em, Akane!\Go!\Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went.\What should we get? response:	I'm starvinging.
context: Go!\Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went.\What should we get?\I'm starvinging. response:	Say what?
context: Set...\Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went.\What should we get?\I'm starvinging.\Say what? response:	Large vanilla shake.
context: Lane 5 takes the lead.\Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went.\What should we get?\I'm starvinging.\Say what?\Large vanilla shake. response:	Wow, you're loaded.
context: Mizuno-san of Kawagoe City Daisan.\Go!\I wonder how it went.\What should we get?\I'm starvinging.\Say what?\Large vanilla shake.\Wow, you're loaded. response:	My parents gave me 1,000 yen.
context: Go!\I wonder how it went.\What should we get?\I'm starvinging.\Say what?\Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen. response:	Lucky.
context: I wonder how it went.\What should we get?\I'm starvinging.\Say what?\Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky. response:	What about you, Mizuno?
context: What should we get?\I'm starvinging.\Say what?\Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno? response:	Huh? Oh, um...
context: I'm starvinging.\Say what?\Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno?\Huh? Oh, um... response:	Wasn't that girl awesome?
context: Say what?\Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome? response:	Who?
context: Large vanilla shake.\Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome?\Who? response:	The one in Tanaka's heat.
context: Wow, you're loaded.\My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome?\Who?\The one in Tanaka's heat. response:	Oh! Yeah, yeah!
context: My parents gave me 1,000 yen.\Lucky.\What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome?\Who?\The one in Tanaka's heat.\Oh! Yeah, yeah! response:	I made up my mind.
context: Lucky.\What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome?\Who?\The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind. response:	I'm gonna train like mad.
context: What about you, Mizuno?\Huh? Oh, um...\Wasn't that girl awesome?\Who?\The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad. response:	Oh?
context: Huh? Oh, um...\Wasn't that girl awesome?\Who?\The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad.\Oh? response:	Starting tomorrow.
context: Wasn't that girl awesome?\Who?\The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad.\Oh?\Starting tomorrow. response:	But the school trip's coming up.
context: Who?\The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad.\Oh?\Starting tomorrow.\But the school trip's coming up. response:	Are you going to train in Kyoto?
context: The one in Tanaka's heat.\Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad.\Oh?\Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto? response:	The meet's over
context: Oh! Yeah, yeah!\I made up my mind.\I'm gonna train like mad.\Oh?\Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over response:	Good idea!
context: I made up my mind.\I'm gonna train like mad.\Oh?\Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over\Good idea! response:	Seriously?
context: I'm gonna train like mad.\Oh?\Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over\Good idea!\Seriously? response:	By the way, did you hear?
context: Oh?\Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over\Good idea!\Seriously?\By the way, did you hear? response:	Kaneko confessed to Miyamoto-san.
context: Starting tomorrow.\But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over\Good idea!\Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san. response:	Jeez, really?
context: But the school trip's coming up.\Are you going to train in Kyoto?\The meet's over\Good idea!\Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really? response:	Aren't they in your class, Akane?
context: Are you going to train in Kyoto?\The meet's over\Good idea!\Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane? response:	What? I... I don't know.
context: The meet's over\Good idea!\Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know. response:	What? What?
context: Good idea!\Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know.\What? What? response:	I wasn't asking you boys.
context: Seriously?\By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know.\What? What?\I wasn't asking you boys. response:	What's up?
context: By the way, did you hear?\Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know.\What? What?\I wasn't asking you boys.\What's up? response:	Bathroom.
context: Kaneko confessed to Miyamoto-san.\Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know.\What? What?\I wasn't asking you boys.\What's up?\Bathroom. response:	How did it go?
context: Jeez, really?\Aren't they in your class, Akane?\What? I... I don't know.\What? What?\I wasn't asking you boys.\What's up?\Bathroom.\How did it go? response:	How did it
context: Aren't they in your class, Akane?\What? I... I don't know.\What? What?\I wasn't asking you boys.\What's up?\Bathroom.\How did it go?\How did it response:	How did
context: What? I... I don't know.\What? What?\I wasn't asking you boys.\What's up?\Bathroom.\How did it go?\How did it\How did response:	How
context: What? What?\I wasn't asking you boys.\What's up?\Bathroom.\How did it go?\How did it\How did\How response:	Thank you very much.
context: I wasn't asking you boys.\What's up?\Bathroom.\How did it go?\How did it\How did\How\Thank you very much. response:	Thank you very much.
context: What's up?\Bathroom.\How did it go?\How did it\How did\How\Thank you very much.\Thank you very much. response:	Well done.
context: Bathroom.\How did it go?\How did it\How did\How\Thank you very much.\Thank you very much.\Well done. response:	Bye.
context: How did it go?\How did it\How did\How\Thank you very much.\Thank you very much.\Well done.\Bye. response:	Later.
context: How did it\How did\How\Thank you very much.\Thank you very much.\Well done.\Bye.\Later. response:	Mizuno-san.
context: How did\How\Thank you very much.\Thank you very much.\Well done.\Bye.\Later.\Mizuno-san. response:	Oh, um...
context: How\Thank you very much.\Thank you very much.\Well done.\Bye.\Later.\Mizuno-san.\Oh, um... response:	Come over here.
context: Thank you very much.\Thank you very much.\Well done.\Bye.\Later.\Mizuno-san.\Oh, um...\Come over here. response:	Okay.
context: Thank you very much.\Well done.\Bye.\Later.\Mizuno-san.\Oh, um...\Come over here.\Okay. response:	Is that...
context: Well done.\Bye.\Later.\Mizuno-san.\Oh, um...\Come over here.\Okay.\Is that... response:	This is, uh...
context: Bye.\Later.\Mizuno-san.\Oh, um...\Come over here.\Okay.\Is that...\This is, uh... response:	For the Kawagoe Festival?
context: Later.\Mizuno-san.\Oh, um...\Come over here.\Okay.\Is that...\This is, uh...\For the Kawagoe Festival? response:	Yeah.
context: Mizuno-san.\Oh, um...\Come over here.\Okay.\Is that...\This is, uh...\For the Kawagoe Festival?\Yeah. response:	Wow!
context: Oh, um...\Come over here.\Okay.\Is that...\This is, uh...\For the Kawagoe Festival?\Yeah.\Wow! response:	Are you in the march?
context: Come over here.\Okay.\Is that...\This is, uh...\For the Kawagoe Festival?\Yeah.\Wow!\Are you in the march? response:	Awesome!
context: Okay.\Is that...\This is, uh...\For the Kawagoe Festival?\Yeah.\Wow!\Are you in the march?\Awesome! response:	Nah, it's nothing.
context: Is that...\This is, uh...\For the Kawagoe Festival?\Yeah.\Wow!\Are you in the march?\Awesome!\Nah, it's nothing. response:	So, um, how was the meet?
context: This is, uh...\For the Kawagoe Festival?\Yeah.\Wow!\Are you in the march?\Awesome!\Nah, it's nothing.\So, um, how was the meet? response:	I set a new personal best.
context: For the Kawagoe Festival?\Yeah.\Wow!\Are you in the march?\Awesome!\Nah, it's nothing.\So, um, how was the meet?\I set a new personal best. response:	Nice!
context: Yeah.\Wow!\Are you in the march?\Awesome!\Nah, it's nothing.\So, um, how was the meet?\I set a new personal best.\Nice! response:	Congrats.
context: Wow!\Are you in the march?\Awesome!\Nah, it's nothing.\So, um, how was the meet?\I set a new personal best.\Nice!\Congrats. response:	Thanks.
context: Are you in the march?\Awesome!\Nah, it's nothing.\So, um, how was the meet?\I set a new personal best.\Nice!\Congrats.\Thanks. response:	I was wondering how you did.
context: Awesome!\Nah, it's nothing.\So, um, how was the meet?\I set a new personal best.\Nice!\Congrats.\Thanks.\I was wondering how you did. response:	My battery died...
context: Nah, it's nothing.\So, um, how was the meet?\I set a new personal best.\Nice!\Congrats.\Thanks.\I was wondering how you did.\My battery died... response:	I was on my way home, thinking you might be here...
context: So, um, how was the meet?\I set a new personal best.\Nice!\Congrats.\Thanks.\I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here... response:	And I found you.
context: I set a new personal best.\Nice!\Congrats.\Thanks.\I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here...\And I found you. response:	Yeah.
context: Nice!\Congrats.\Thanks.\I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here...\And I found you.\Yeah. response:	This is weird.
context: Congrats.\Thanks.\I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here...\And I found you.\Yeah.\This is weird. response:	Who was it that translated I love you as Isn't the moon beautiful tonight?
context: Thanks.\I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here...\And I found you.\Yeah.\This is weird.\Who was it that translated I love you as Isn't the moon beautiful tonight? response:	Was it Dazai Osamu or Natsume Souseki?
context: I was wondering how you did.\My battery died...\I was on my way home, thinking you might be here...\And I found you.\Yeah.\This is weird.\Who was it that translated I love you as Isn't the moon beautiful tonight?\Was it Dazai Osamu or Natsume Souseki? response:	The moon...
