context: Your lives...? Hey... response:	This is getting vicious.
context: Experience and grit... She certainly does have fortitude.\I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?! response:	That's right. Yukino's gonna bring out her real power now.
context: I'm so excited about getting to see a showdown like this right before my eyes! Cool! Cool!\Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now. response:	You're going to make me open...
context: Heavy...\Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open... response:	The 13th Gate?!
context: Pisces, Libra, go back.\Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?! response:	Is that what she just said?!
context: Yeesh. This is gettin' monotonous.\Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?!\Is that what she just said?! response:	What's wrong, Lucy-san?
context: Yukino...\She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san? response:	There are 12 Zodiac Gates and hence 12 keys...
context: She's fine! The fight is just startin'!\Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys... response:	But I've heard rumors of a 13th key...
context: Right, Sting-kun?!\That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key... response:	Opening the 13th Gate... That means you're out of luck.
context: That's right. Yukino's gonna bring out her real power now.\You're going to make me open...\The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck. response:	Luck, huh?
context: You're going to make me open...\The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh? response:	I haven't relied on luck since the moment I was born.
context: The 13th Gate?!\Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born. response:	Everything has come about through choices that I've made!
context: Is that what she just said?!\What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made! response:	Gate of the Serpent Bearer, I open thee!
context: What's wrong, Lucy-san?\There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee! response:	That's what's leading me to the future!
context: There are 12 Zodiac Gates and hence 12 keys...\But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future! response:	Ophiuchus!
context: But I've heard rumors of a 13th key...\Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus! response:	What is this?! I didn't know a Celestial Spirit like this existed!
context: Opening the 13th Gate... That means you're out of luck.\Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed! response:	It's humongous!
context: Luck, huh?\I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous! response:	Serpent Bearer?! The thing itself is a serpent!
context: I haven't relied on luck since the moment I was born.\Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent! response:	This is... Ophiuchus?!
context: Everything has come about through choices that I've made!\Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?! response:	The 13th Gate... This is outstanding as well.
context: Gate of the Serpent Bearer, I open thee!\That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well. response:	This doesn't bode well...
context: That's what's leading me to the future!\Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well... response:	Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.
context: Ophiuchus!\What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates. response:	Blade of Resentment, Archenemy.
context: What is this?! I didn't know a Celestial Spirit like this existed!\It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy. response:	Style of the Unsheathed Sword.
context: It's humongous!\Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword. response:	Is she for real?!
context: Serpent Bearer?! The thing itself is a serpent!\This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?! response:	Unsheathed...
context: This is... Ophiuchus?!\The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?!\Unsheathed... response:	You really wouldn't want Kagura-chan to unsheathe her sword.
context: The 13th Gate... This is outstanding as well.\This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword. response:	I don't believe it!
context: This doesn't bode well...\Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it! response:	You made a cheap bet.
context: Not only are there two Celestial Spirit Wizards here, but they both own the 12 Zodiac Gates.\Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet. response:	Sometimes, mermaids eat tigers.
context: Blade of Resentment, Archenemy.\Style of the Unsheathed Sword.\Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers. response:	T-T-The match is over!
context: Style of the Unsheathed Sword.\Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over! response:	The winner is Kagura Mikazuchi of Mermaid Heel!
context: Is she for real?!\Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel! response:	I knew Kagura-chan could do it!
context: Unsheathed...\You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it! response:	Yeah!
context: You really wouldn't want Kagura-chan to unsheathe her sword.\I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah! response:	Told you not to underestimate Kagura!
context: I don't believe it!\You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura! response:	That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.
context: You made a cheap bet.\Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough. response:	It's unbelievable, but Sabertooth got zero points on the second day!
context: Sometimes, mermaids eat tigers.\T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day! response:	This is getting interesting.
context: T-T-The match is over!\The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting. response:	Cool! Kagura-chan is cool!
context: The winner is Kagura Mikazuchi of Mermaid Heel!\I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool! response:	Was the Saber woman weak? Or was the Mermaid woman strong?
context: I knew Kagura-chan could do it!\Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong? response:	The latter...
context: Yeah!\Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter... response:	I didn't know somebody like her existed...
context: Told you not to underestimate Kagura!\That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed... response:	I-I lost...
context: That Celestial Spirit Wizard is powerful in her own right, but Kagura is just too tough.\It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed...\I-I lost... response:	Sabertooth lost...
context: It's unbelievable, but Sabertooth got zero points on the second day!\This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed...\I-I lost...\Sabertooth lost... response:	Yukino...
context: This is getting interesting.\Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed...\I-I lost...\Sabertooth lost...\Yukino... response:	Sting-kun...
context: Cool! Kagura-chan is cool!\Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed...\I-I lost...\Sabertooth lost...\Yukino...\Sting-kun... response:	Your life...
context: Was the Saber woman weak? Or was the Mermaid woman strong?\The latter...\I didn't know somebody like her existed...\I-I lost...\Sabertooth lost...\Yukino...\Sting-kun...\Your life... response:	Your life belongs to me.
context: The latter...\I didn't know somebody like her existed...\I-I lost...\Sabertooth lost...\Yukino...\Sting-kun...\Your life...\Your life belongs to me. response:	Understand?
context: I didn't know somebody like her existed...\I-I lost...\Sabertooth lost...\Yukino...\Sting-kun...\Your life...\Your life belongs to me.\Understand? response:	Yes.
context: I-I lost...\Sabertooth lost...\Yukino...\Sting-kun...\Your life...\Your life belongs to me.\Understand?\Yes. response:	As you say...
context: Sabertooth lost...\Yukino...\Sting-kun...\Your life...\Your life belongs to me.\Understand?\Yes.\As you say... response:	And thus ends the second day of the Grand Magic Games!
context: Yukino...\Sting-kun...\Your life...\Your life belongs to me.\Understand?\Yes.\As you say...\And thus ends the second day of the Grand Magic Games! response:	Raven Tail gained ten points today, giving them first place with 36 points!
context: Sting-kun...\Your life...\Your life belongs to me.\Understand?\Yes.\As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points! response:	Sabertooth gained zero points today,
context: Your life...\Your life belongs to me.\Understand?\Yes.\As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today, response:	but their 20 points from yesterday keeps them in second place!
context: Your life belongs to me.\Understand?\Yes.\As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place! response:	Likewise, Lamia Scale is tied in second with 20 points!
context: Understand?\Yes.\As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points! response:	And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.
context: Yes.\As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points. response:	In fifth place, one rank down, is Blue Pegasus with 17 points!
context: As you say...\And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points! response:	Cool!
context: And thus ends the second day of the Grand Magic Games!\Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool! response:	And in sixth place, one rank down for them, Quatro Puppy!
context: Raven Tail gained ten points today, giving them first place with 36 points!\Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy! response:	S-Seriously?!
context: Sabertooth gained zero points today,\but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?! response:	Um... Our guild name has become Quatro Puppy...
context: but their 20 points from yesterday keeps them in second place!\Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy... response:	Can't help it. A promise was made between two men.
context: Likewise, Lamia Scale is tied in second with 20 points!\And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men. response:	Alright! I'm gonna drink again tonight! Wild...
context: And Mermaid Heel is moving up. They gained ten points, putting them in fourth place with 19 points.\In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild... response:	And gaining ten points each, but still tied in last place, are Fairy Tail A Team
context: In fifth place, one rank down, is Blue Pegasus with 17 points!\Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team response:	and Fairy Tail B Team, both with 12 points!
context: Cool!\And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points! response:	What kind of battles are in store for us tomorrow, the third day of the tournament?!
context: And in sixth place, one rank down for them, Quatro Puppy!\S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?! response:	Those were some fine magic battles.
context: S-Seriously?!\Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles. response:	Another Celestial Spirit Wizard...
context: Um... Our guild name has become Quatro Puppy...\Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard... response:	It must be destiny...
context: Can't help it. A promise was made between two men.\Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny... response:	Now the project is even more certain to succeed.
context: Alright! I'm gonna drink again tonight! Wild...\And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed. response:	This can't go on.
context: And gaining ten points each, but still tied in last place, are Fairy Tail A Team\and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed.\This can't go on. response:	I have to do something quickly...
context: and Fairy Tail B Team, both with 12 points!\What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly... response:	It is strange...
context: What kind of battles are in store for us tomorrow, the third day of the tournament?!\Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly...\It is strange... response:	Even though the second day is over, I haven't sensed the magic power that I perceive every year.
context: Those were some fine magic battles.\Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year. response:	The second day of the Grand Magic Games ended.
context: Another Celestial Spirit Wizard...\It must be destiny...\Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended. response:	Five more days until that fateful day...
context: It must be destiny...\Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day... response:	You don't sense the magic power?
context: Now the project is even more certain to succeed.\This can't go on.\I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power? response:	Right.
context: This can't go on.\I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power?\Right. response:	The power that was similar to Zeref's, that we felt every year...
context: I have to do something quickly...\It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year... response:	I haven't sensed it this time, not yet.
context: It is strange...\Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet. response:	What does it mean?
context: Even though the second day is over, I haven't sensed the magic power that I perceive every year.\The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean? response:	I can think of many possibilities.
context: The second day of the Grand Magic Games ended.\Five more days until that fateful day...\You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities. response:	If it came from a person,
context: Five more days until that fateful day...\You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities.\If it came from a person, response:	maybe they're not in Crocus this time.
context: You don't sense the magic power?\Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time. response:	Or maybe they're in Crocus, but not using the power.
context: Right.\The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power. response:	It's also possible that they're a contestant in the Games, but haven't participated yet.
context: The power that was similar to Zeref's, that we felt every year...\I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet. response:	If that magic is from some kind of device or a set location,
context: I haven't sensed it this time, not yet.\What does it mean?\I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location, response:	perhaps the device isn't in operation,
context: What does it mean?\I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation, response:	or there's some sort of filter that keeps the magic from leaking outside.
context: I can think of many possibilities.\If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside. response:	At any rate, as long as you don't sense that dangerous power, nothing should happen.
context: If it came from a person,\maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen. response:	I hope you're right.
context: maybe they're not in Crocus this time.\Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right. response:	Maybe I'll check out the organizers from tomorrow.
context: Or maybe they're in Crocus, but not using the power.\It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow. response:	Don't do anything to stand out.
context: It's also possible that they're a contestant in the Games, but haven't participated yet.\If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out. response:	I know. Ultear already reminded me.
context: If that magic is from some kind of device or a set location,\perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me. response:	And try not to get yourself killed.
context: perhaps the device isn't in operation,\or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed. response:	Got it. Goodnight, Erza.
context: or there's some sort of filter that keeps the magic from leaking outside.\At any rate, as long as you don't sense that dangerous power, nothing should happen.\I hope you're right.\Maybe I'll check out the organizers from tomorrow.\Don't do anything to stand out.\I know. Ultear already reminded me.\And try not to get yourself killed.\Got it. Goodnight, Erza. response:	Yeah.
