context: What will they be? Red-hot anger? Deep-blue sadness? response:	Are they red-hot anger? Deep blue sadness?
context: Raise your hands!\Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself response:	tsukuriageru na mo naki hitotsu no story
context: Raise your hands!\Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story response:	Turn it into a story that can speak for itself
context: Raise your hands!\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself response:	tsukuriageru na mo naki hitotsu no story
context: Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story response:	Every single one of us can become a hero
context: One scene shattaa kiru you ni setsuna wo utsushite\Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero response:	watashitachi wa dare datte hiiro ni nareru
context: Release the shutter on this scene like it's the moment of a lifetime\One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru response:	Every single one of us can become a hero
context: One scene shattaa kiru you ni setsuna wo utsushite\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero response:	watashitachi wa dare datte hiiro ni nareru
context: Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru response:	The possibility hides within us, don't you think?
context: tsukuriageru na mo naki hitotsu no story\Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think? response:	kanousei wo himeta sonzai, sou deshou?
context: Turn it into a story that can speak for itself\tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou? response:	The possibility hides within us, don't you think?
context: tsukuriageru na mo naki hitotsu no story\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think? response:	kanousei wo himeta sonzai, sou deshou?
context: Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou? response:	The possibility hides within us, don't you think?
context: watashitachi wa dare datte hiiro ni nareru\Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think? response:	kanousei wo himeta sonzai, sou deshou?
context: Every single one of us can become a hero\watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou? response:	Your first steps forward can be small to start
context: watashitachi wa dare datte hiiro ni nareru\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Your first steps forward can be small to start
context: kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Your first steps forward can be small to start
context: kanousei wo himeta sonzai, sou deshou?\The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start response:	fumidashita ippo ga hajime wa chiisaku tatte
context: The possibility hides within us, don't you think?\kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte response:	Keep it up, and we can create a brand-new future
context: kanousei wo himeta sonzai, sou deshou?\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Your first steps forward can be small to start\fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: fumidashita ippo ga hajime wa chiisaku tatte\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	Keep it up, and we can create a brand-new future
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future response:	kitto atarashii mirai wo egaki daserunda
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda response:	I'll always believe no matter what
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what response:	donna toki mo shinjiteiru yo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo response:	I'll always believe no matter what
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what response:	donna toki mo shinjiteiru yo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo response:	In this world and in my dreams
context: kitto atarashii mirai wo egaki daserunda\Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams response:	kono sekai wo, jibun no yume wo
context: Keep it up, and we can create a brand-new future\kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo response:	In this world and in my dreams
context: kitto atarashii mirai wo egaki daserunda\I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams response:	kono sekai wo, jibun no yume wo
context: I'll always believe no matter what\donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo response:	This uncontrollable urge is compelling me to begin
context: donna toki mo shinjiteiru yo\I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin response:	osaekirenai shoudou wa hajimari no aizu datte sa
context: I'll always believe no matter what\donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa response:	This uncontrollable urge is compelling me to begin
context: donna toki mo shinjiteiru yo\In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin response:	osaekirenai shoudou wa hajimari no aizu datte sa
context: In this world and in my dreams\kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa response:	Telling me to go out and find the me I haven't become yet
context: kono sekai wo, jibun no yume wo\In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet response:	mada watashi ga shiranai watashi ni deau tame
context: In this world and in my dreams\kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame response:	Telling me to go out and find the me I haven't become yet
context: kono sekai wo, jibun no yume wo\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet response:	mada watashi ga shiranai watashi ni deau tame
context: This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame response:	So off I go!
context: osaekirenai shoudou wa hajimari no aizu datte sa\This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go! response:	kimeta yo
context: This uncontrollable urge is compelling me to begin\osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo response:	So off I go!
context: osaekirenai shoudou wa hajimari no aizu datte sa\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go! response:	kimeta yo
context: Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo response:	Don't be afraid to try again
context: mada watashi ga shiranai watashi ni deau tame\Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again response:	osorenaide try again
context: Telling me to go out and find the me I haven't become yet\mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again response:	Don't be afraid to try again
context: mada watashi ga shiranai watashi ni deau tame\So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again response:	osorenaide try again
context: So off I go!\kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again response:	Keep getting up and fly away
context: kimeta yo\So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away response:	nando datte fly away
context: So off I go!\kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away response:	Keep getting up and fly away
context: kimeta yo\Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away response:	nando datte fly away
context: Don't be afraid to try again\osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away response:	It's showtime!
context: osorenaide try again\Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime! response:	It's showtime!
context: Don't be afraid to try again\osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime! response:	Oh I don't want to miss a thing
context: osorenaide try again\Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing response:	Oh I don't want to miss a thing
context: Keep getting up and fly away\nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing response:	Starting from here
context: nando datte fly away\Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here response:	kono basho kara
context: Keep getting up and fly away\nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara response:	Starting from here
context: nando datte fly away\It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here response:	kono basho kara
context: It's showtime!\It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara response:	Little Witch Academia
context: It's showtime!\Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia response:	Little Witch Academia
context: Oh I don't want to miss a thing\Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia response:	I swear I will stop you.
context: Oh I don't want to miss a thing\Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I swear I will stop you. response:	Oh? I wonder about that.
context: Starting from here\kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I swear I will stop you.\Oh? I wonder about that. response:	Now, let your emotions show.
context: kono basho kara\Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show. response:	Will they be red-hot anger? Deep-blue sadness?
context: Starting from here\kono basho kara\Little Witch Academia\Little Witch Academia\I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness? response:	Or perhaps pitch-black despair.
context: kono basho kara\Little Witch Academia\Little Witch Academia\I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair. response:	Sturcadasse.
context: Little Witch Academia\Little Witch Academia\I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse. response:	It's futile to try and steal my magic.
context: Little Witch Academia\I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic. response:	As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.
context: I swear I will stop you.\Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit. response:	I'm not surprised.
context: Oh? I wonder about that.\Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised. response:	Your talent for magic is the real thing.
context: Now, let your emotions show.\Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing. response:	I always admired your magic.
context: Will they be red-hot anger? Deep-blue sadness?\Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic. response:	But you no longer believe in it.
context: Or perhaps pitch-black despair.\Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it. response:	Oh, but I do!
context: Sturcadasse.\It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it.\Oh, but I do! response:	And I will make it stronger through the power of science!
context: It's futile to try and steal my magic.\As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science! response:	That is the true future of magic.
context: As long as I keep my emotions under control, you can't absorb them with your Fuel Spirit.\I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic. response:	Do you really think things will work out as you plan?
context: I'm not surprised.\Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan? response:	It seems we must make it clear which of us is right, once and for all.
context: Your talent for magic is the real thing.\I always admired your magic.\But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all. response:	As I thought, you did get hit by the pollen.
context: I always admired your magic.\But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen. response:	You have no chance of victory if you can't fly!
context: But you no longer believe in it.\Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly! response:	You think your little tricks will work on me?!
context: Oh, but I do!\And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?! response:	Bye bye, Prof.
context: And I will make it stronger through the power of science!\That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof. response:	Professor Croix, would you care to explain what this is?
context: That is the true future of magic.\Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is? response:	We are not giving you a choice.
context: Do you really think things will work out as you plan?\It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice. response:	Headmistress!
context: It seems we must make it clear which of us is right, once and for all.\As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress! response:	What... is this incredible energy?
context: As I thought, you did get hit by the pollen.\You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress!\What... is this incredible energy? response:	What's going on?
context: You have no chance of victory if you can't fly!\You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress!\What... is this incredible energy?\What's going on? response:	We need to call in the military to get them under control!
context: You think your little tricks will work on me?!\Bye bye, Prof.\Professor Croix, would you care to explain what this is?\We are not giving you a choice.\Headmistress!\What... is this incredible energy?\What's going on?\We need to call in the military to get them under control! response:	What's happening?
