context: That's my swing, loser. response:	What did you do to him?
context: We're starting the strategy meeting for our summer project: Ignite the Western Shopping District!\See you.\Let's go, Sabure.\Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages. response:	Western Shopping District Event Planning
context: See you.\Let's go, Sabure.\Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning response:	Let's make this summer a hot one!
context: Let's go, Sabure.\Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one! response:	Swimsuit Contest - Fireworks Contest
context: Planning something like a cabaret...\Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest response:	What about a swimsuit competition?
context: Kids these days...\Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition? response:	Not again.
context: Yeah, and in summer, customers are drawn to the ocean.\Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again. response:	That brings us right back to where we started.
context: Actually, the beach house will have it rough, too.\We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again.\That brings us right back to where we started. response:	The beach is crowded enough.
context: We need to attract men and women of all ages.\Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again.\That brings us right back to where we started.\The beach is crowded enough. response:	What about music?
context: Western Shopping District Event Planning\Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again.\That brings us right back to where we started.\The beach is crowded enough.\What about music? response:	Music?
context: Let's make this summer a hot one!\Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again.\That brings us right back to where we started.\The beach is crowded enough.\What about music?\Music? response:	It goes beyond male or female, land or sea.
context: Swimsuit Contest - Fireworks Contest\What about a swimsuit competition?\Not again.\That brings us right back to where we started.\The beach is crowded enough.\What about music?\Music?\It goes beyond male or female, land or sea. response:	Cosplay Contest
context: What about a swimsuit competition?\Not again.\That brings us right back to where we started.\The beach is crowded enough.\What about music?\Music?\It goes beyond male or female, land or sea.\Cosplay Contest response:	And since it's summer, performances could be held outside.
context: Not again.\That brings us right back to where we started.\The beach is crowded enough.\What about music?\Music?\It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside. response:	We could call it the World Music Festival,
context: That brings us right back to where we started.\The beach is crowded enough.\What about music?\Music?\It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival, response:	and turn the town into an international village!
context: The beach is crowded enough.\What about music?\Music?\It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village! response:	So if I win, you'll both join the badminton club?
context: What about music?\Music?\It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club? response:	You got it. But if we win,
context: Music?\It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win, response:	you have to join our choir club.
context: It goes beyond male or female, land or sea.\Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club. response:	Deal.
context: Cosplay Contest\And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club.\Deal. response:	Can Tanaka even sing?
context: And since it's summer, performances could be held outside.\We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club.\Deal.\Can Tanaka even sing? response:	I thought you said you needed real members.
context: We could call it the World Music Festival,\and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club.\Deal.\Can Tanaka even sing?\I thought you said you needed real members. response:	Remember Ms. Takahashi's farewell party?
context: and turn the town into an international village!\So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club.\Deal.\Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party? response:	Oh, that's right, he did sing then.
context: So if I win, you'll both join the badminton club?\You got it. But if we win,\you have to join our choir club.\Deal.\Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then. response:	I think he'd be useful, if he put his mind to it.
context: You got it. But if we win,\you have to join our choir club.\Deal.\Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it. response:	Yeah, but do you think he would?
context: you have to join our choir club.\Deal.\Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would? response:	Sure! He seems easy to manipulate.
context: Deal.\Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate. response:	I'm pretty sure Tanaka went to nationals last year.
context: Can Tanaka even sing?\I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year. response:	Are you sure you can win?
context: I thought you said you needed real members.\Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win? response:	Totally. It'll be three against one.
context: Remember Ms. Takahashi's farewell party?\Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one. response:	Three against... I'm three?
context: Oh, that's right, he did sing then.\I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three? response:	I just need you for ten minutes at lunch!
context: I think he'd be useful, if he put his mind to it.\Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch! response:	Please?
context: Yeah, but do you think he would?\Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch!\Please? response:	Do you hate sports?
context: Sure! He seems easy to manipulate.\I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch!\Please?\Do you hate sports? response:	I don't hate them... But Okita-san...
context: I'm pretty sure Tanaka went to nationals last year.\Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch!\Please?\Do you hate sports?\I don't hate them... But Okita-san... response:	You can call me Sawa.
context: Are you sure you can win?\Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch!\Please?\Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa. response:	If you really don't want to, the two of us will go,
context: Totally. It'll be three against one.\Three against... I'm three?\I just need you for ten minutes at lunch!\Please?\Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go, response:	though you can always change your mind.
context: Three against... I'm three?\I just need you for ten minutes at lunch!\Please?\Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind. response:	You came!
context: I just need you for ten minutes at lunch!\Please?\Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind.\You came! response:	Thanks!
context: Please?\Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind.\You came!\Thanks! response:	Three people?
context: Do you hate sports?\I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind.\You came!\Thanks!\Three people? response:	What were you expecting?
context: I don't hate them... But Okita-san...\You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind.\You came!\Thanks!\Three people?\What were you expecting? response:	There's three people in the choir club.
context: You can call me Sawa.\If you really don't want to, the two of us will go,\though you can always change your mind.\You came!\Thanks!\Three people?\What were you expecting?\There's three people in the choir club. response:	Taichi, you're so mean.
context: If you really don't want to, the two of us will go,\though you can always change your mind.\You came!\Thanks!\Three people?\What were you expecting?\There's three people in the choir club.\Taichi, you're so mean. response:	You need to tell me our practice schedule.
context: though you can always change your mind.\You came!\Thanks!\Three people?\What were you expecting?\There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule. response:	He's in the badminton club?
context: You came!\Thanks!\Three people?\What were you expecting?\There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club? response:	Just tell me where to go!
context: Thanks!\Three people?\What were you expecting?\There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go! response:	Okay...
context: Three people?\What were you expecting?\There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go!\Okay... response:	We have two people, since there are two people in the badminton club.
context: What were you expecting?\There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club. response:	Just pretend you're playing for fun.
context: There's three people in the choir club.\Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun. response:	If we do this, I want to win.
context: Taichi, you're so mean.\You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win. response:	Let's get started!
context: You need to tell me our practice schedule.\He's in the badminton club?\Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started! response:	We don't want to run into each other,
context: He's in the badminton club?\Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started!\We don't want to run into each other, response:	so a rule of thumb is to stay in your area.
context: Just tell me where to go!\Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area. response:	Got it.
context: Okay...\We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it. response:	We'll serve first.
context: We have two people, since there are two people in the badminton club.\Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it.\We'll serve first. response:	Best two out of three wins.
context: Just pretend you're playing for fun.\If we do this, I want to win.\Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it.\We'll serve first.\Best two out of three wins. response:	Hey! All of you are serving at once?
context: If we do this, I want to win.\Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it.\We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once? response:	Of course!
context: Let's get started!\We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it.\We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once?\Of course! response:	You scared?
context: We don't want to run into each other,\so a rule of thumb is to stay in your area.\Got it.\We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once?\Of course!\You scared? response:	Bring it on!
context: so a rule of thumb is to stay in your area.\Got it.\We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once?\Of course!\You scared?\Bring it on! response:	And, one!
context: Got it.\We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once?\Of course!\You scared?\Bring it on!\And, one! response:	Sawa!
context: We'll serve first.\Best two out of three wins.\Hey! All of you are serving at once?\Of course!\You scared?\Bring it on!\And, one!\Sawa! response:	Wien!
context: Best two out of three wins.\Hey! All of you are serving at once?\Of course!\You scared?\Bring it on!\And, one!\Sawa!\Wien! response:	I've got this one!
context: Hey! All of you are serving at once?\Of course!\You scared?\Bring it on!\And, one!\Sawa!\Wien!\I've got this one! response:	Wow! You see that, Taichi?
context: Of course!\You scared?\Bring it on!\And, one!\Sawa!\Wien!\I've got this one!\Wow! You see that, Taichi? response:	It's stuck!
context: You scared?\Bring it on!\And, one!\Sawa!\Wien!\I've got this one!\Wow! You see that, Taichi?\It's stuck! response:	Nice, Wakana!
context: Bring it on!\And, one!\Sawa!\Wien!\I've got this one!\Wow! You see that, Taichi?\It's stuck!\Nice, Wakana! response:	Nice, Sakai-san!
context: And, one!\Sawa!\Wien!\I've got this one!\Wow! You see that, Taichi?\It's stuck!\Nice, Wakana!\Nice, Sakai-san! response:	Wa-Wakana?
context: Sawa!\Wien!\I've got this one!\Wow! You see that, Taichi?\It's stuck!\Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana? response:	You were great, Sawa!
context: Wien!\I've got this one!\Wow! You see that, Taichi?\It's stuck!\Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa! response:	Sawa?
context: I've got this one!\Wow! You see that, Taichi?\It's stuck!\Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa!\Sawa? response:	Archery does keep me fit.
context: Wow! You see that, Taichi?\It's stuck!\Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa!\Sawa?\Archery does keep me fit. response:	You were pretty close, yourself, Miyamoto-san.
context: It's stuck!\Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa!\Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san. response:	Yeah...
context: Nice, Wakana!\Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa!\Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah... response:	I'm sorry, Taichi.
context: Nice, Sakai-san!\Wa-Wakana?\You were great, Sawa!\Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi. response:	Don't worry about it.
context: Wa-Wakana?\You were great, Sawa!\Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi.\Don't worry about it. response:	I would've still lost, even without you.
context: You were great, Sawa!\Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you. response:	Are you crying?
context: Sawa?\Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you.\Are you crying? response:	Shut up!
context: Archery does keep me fit.\You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you.\Are you crying?\Shut up! response:	Is your goal to be a professional singer?
context: You were pretty close, yourself, Miyamoto-san.\Yeah...\I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you.\Are you crying?\Shut up!\Is your goal to be a professional singer? response:	I haven't really thought that far ahead.
context: Yeah...\I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you.\Are you crying?\Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead. response:	What about you?
context: I'm sorry, Taichi.\Don't worry about it.\I would've still lost, even without you.\Are you crying?\Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you? response:	I've been thinking I want to continue badminton
context: Don't worry about it.\I would've still lost, even without you.\Are you crying?\Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton response:	in college, and then go pro, if I can.
context: I would've still lost, even without you.\Are you crying?\Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can. response:	Then aim for the world championships...
context: Are you crying?\Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships... response:	Why are you blushing?
context: Shut up!\Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing? response:	It's weird to see him all timid.
context: Is your goal to be a professional singer?\I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid. response:	Shut up! Lay off me, guys!
context: I haven't really thought that far ahead.\What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys! response:	You'll go to the competition.
context: What about you?\I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition. response:	New Club Application
context: I've been thinking I want to continue badminton\in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application response:	Club Name: Choir and Sometimes Batminton Club
context: in college, and then go pro, if I can.\Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club response:	Name: Miyamoto Konatsu
context: Then aim for the world championships...\Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu response:	Club Activities: Singing, dancing, occasionally batminton.
context: Why are you blushing?\It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton. response:	But you'll need to put just as much effort into the choir part.
context: It's weird to see him all timid.\Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part. response:	Miyamoto...
context: Shut up! Lay off me, guys!\You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto... response:	Hold up! You planned this all along, didn't you?
context: You'll go to the competition.\New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you? response:	Obviously!
context: New Club Application\Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously! response:	But if we'd lost, it would've been the Batminton and Sometimes Choir Club.
context: Club Name: Choir and Sometimes Batminton Club\Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club. response:	You're in the choir group, too, now.
context: Name: Miyamoto Konatsu\Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now. response:	Um, I'm confused...
context: Club Activities: Singing, dancing, occasionally batminton.\But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused... response:	In Japan, it's important to participate in both
context: But you'll need to put just as much effort into the choir part.\Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both response:	cultural and athletic clubs, to cultivate cultural and martial excellence.
context: Miyamoto...\Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence. response:	Konatsu!
context: Hold up! You planned this all along, didn't you?\Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu! response:	Cultural and martial excellence?
context: Obviously!\But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence? response:	What does that mean?
context: But if we'd lost, it would've been the Batminton and Sometimes Choir Club.\You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence?\What does that mean? response:	By the way, it's badminton, not batminton.
context: You're in the choir group, too, now.\Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton. response:	What am I going to do?
context: Um, I'm confused...\In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton.\What am I going to do? response:	I'm sorry.
context: In Japan, it's important to participate in both\cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry. response:	When I asked the principal if he would be our advisor again,
context: cultural and athletic clubs, to cultivate cultural and martial excellence.\Konatsu!\Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again, response:	he told me to get everyone.
context: Konatsu!\Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone. response:	It's fine.
context: Cultural and martial excellence?\What does that mean?\By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine. response:	I don't have any more supplementary lessons until summer vacation.
context: What does that mean?\By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation. response:	Those must be a pain.
context: By the way, it's badminton, not batminton.\What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain. response:	You make it sound like you're not affected.
context: What am I going to do?\I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected. response:	The Choir and Sometimes Batminton Club...
context: I'm sorry.\When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club... response:	It's badminton.
context: When I asked the principal if he would be our advisor again,\he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton. response:	Either way.
context: he told me to get everyone.\It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton.\Either way. response:	Just don't embarrass me too much.
context: It's fine.\I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton.\Either way.\Just don't embarrass me too much. response:	Thank you very much!
context: I don't have any more supplementary lessons until summer vacation.\Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton.\Either way.\Just don't embarrass me too much.\Thank you very much! response:	You know, our choir club used to be quite
context: Those must be a pain.\You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton.\Either way.\Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite response:	famous for having won a national choir competition.
context: You make it sound like you're not affected.\The Choir and Sometimes Batminton Club...\It's badminton.\Either way.\Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition. response:	The choir club?
context: The Choir and Sometimes Batminton Club...\It's badminton.\Either way.\Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club? response:	Not the music club?
context: It's badminton.\Either way.\Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club?\Not the music club? response:	That's right.
context: Either way.\Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club?\Not the music club?\That's right. response:	You must be Sakai-san.
context: Just don't embarrass me too much.\Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club?\Not the music club?\That's right.\You must be Sakai-san. response:	Yes.
context: Thank you very much!\You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club?\Not the music club?\That's right.\You must be Sakai-san.\Yes. response:	You do resemble her.
context: You know, our choir club used to be quite\famous for having won a national choir competition.\The choir club?\Not the music club?\That's right.\You must be Sakai-san.\Yes.\You do resemble her. response:	Your mother was one of my students.
context: famous for having won a national choir competition.\The choir club?\Not the music club?\That's right.\You must be Sakai-san.\Yes.\You do resemble her.\Your mother was one of my students. response:	She never told you about that?
context: The choir club?\Not the music club?\That's right.\You must be Sakai-san.\Yes.\You do resemble her.\Your mother was one of my students.\She never told you about that? response:	No...
context: Not the music club?\That's right.\You must be Sakai-san.\Yes.\You do resemble her.\Your mother was one of my students.\She never told you about that?\No... response:	Meeting her changed the very meaning of music for me.
context: That's right.\You must be Sakai-san.\Yes.\You do resemble her.\Your mother was one of my students.\She never told you about that?\No...\Meeting her changed the very meaning of music for me. response:	Back then, you could have described me as morendo...
