context: Okay! Cut! response:	Wow, the staff around Yunosagi are very capable.
context: I knew that Tohru was tactless,\but I still think that a good chef can be.\Oops...\Hey...\Oh, did you hear? The movie's been called off.\Too bad we didn't get to act in it.\Yeah.\It's too bad. response:	What are you going to do now?
context: but I still think that a good chef can be.\Oops...\Hey...\Oh, did you hear? The movie's been called off.\Too bad we didn't get to act in it.\Yeah.\It's too bad.\What are you going to do now? response:	Man, I was really excited.
context: Oops...\Hey...\Oh, did you hear? The movie's been called off.\Too bad we didn't get to act in it.\Yeah.\It's too bad.\What are you going to do now?\Man, I was really excited. response:	I was thinking that this would be the summer break to remember.
context: Hey...\Oh, did you hear? The movie's been called off.\Too bad we didn't get to act in it.\Yeah.\It's too bad.\What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember. response:	Nakochi was also really excited.
context: Oh, did you hear? The movie's been called off.\Too bad we didn't get to act in it.\Yeah.\It's too bad.\What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited. response:	What a shame.
context: Too bad we didn't get to act in it.\Yeah.\It's too bad.\What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame. response:	I rushed here
context: Yeah.\It's too bad.\What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame.\I rushed here response:	because I thought Kissuiso would be in a mess,
context: It's too bad.\What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame.\I rushed here\because I thought Kissuiso would be in a mess, response:	but I'm glad to be wrong.
context: What are you going to do now?\Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame.\I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong. response:	I'm heading back now.
context: Man, I was really excited.\I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame.\I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now. response:	What? But you only just got here!
context: I was thinking that this would be the summer break to remember.\Nakochi was also really excited.\What a shame.\I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here! response:	Later!
context: Nakochi was also really excited.\What a shame.\I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here!\Later! response:	I guess she doesn't know much about it.
context: What a shame.\I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here!\Later!\I guess she doesn't know much about it. response:	Hello?
context: I rushed here\because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here!\Later!\I guess she doesn't know much about it.\Hello? response:	This is just me talking to myself.
context: because I thought Kissuiso would be in a mess,\but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here!\Later!\I guess she doesn't know much about it.\Hello?\This is just me talking to myself. response:	Isami Tetsuo.
context: but I'm glad to be wrong.\I'm heading back now.\What? But you only just got here!\Later!\I guess she doesn't know much about it.\Hello?\This is just me talking to myself.\Isami Tetsuo. response:	He's run from debt twice in his life before,
context: I'm heading back now.\What? But you only just got here!\Later!\I guess she doesn't know much about it.\Hello?\This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before, response:	and he was laid off by the people in his industry.
context: What? But you only just got here!\Later!\I guess she doesn't know much about it.\Hello?\This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry. response:	I'm pretty sure he's used the money to pay off his debts,
context: Later!\I guess she doesn't know much about it.\Hello?\This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts, response:	so it'll be too difficult to get it back.
context: I guess she doesn't know much about it.\Hello?\This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back. response:	The actors and the staff who mistakenly got involved with him
context: Hello?\This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him response:	are probably going to be in trouble for a while.
context: This is just me talking to myself.\Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while. response:	Sorry for the sudden call.
context: Isami Tetsuo.\He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call. response:	Sis-
context: He's run from debt twice in his life before,\and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis- response:	Hello?
context: and he was laid off by the people in his industry.\I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis-\Hello? response:	I don't plan on crying over spilled milk,
context: I'm pretty sure he's used the money to pay off his debts,\so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis-\Hello?\I don't plan on crying over spilled milk, response:	and I still don't believe that what I was trying
context: so it'll be too difficult to get it back.\The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis-\Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying response:	to do was wrong.
context: The actors and the staff who mistakenly got involved with him\are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis-\Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong. response:	Yeah?
context: are probably going to be in trouble for a while.\Sorry for the sudden call.\Sis-\Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong.\Yeah? response:	But just remember that the investors are responsible for the result.
context: Sorry for the sudden call.\Sis-\Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong.\Yeah?\But just remember that the investors are responsible for the result. response:	I know that.
context: Sis-\Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong.\Yeah?\But just remember that the investors are responsible for the result.\I know that. response:	I know you know.
context: Hello?\I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong.\Yeah?\But just remember that the investors are responsible for the result.\I know that.\I know you know. response:	But you're also responsible for the staff and the customers.
context: I don't plan on crying over spilled milk,\and I still don't believe that what I was trying\to do was wrong.\Yeah?\But just remember that the investors are responsible for the result.\I know that.\I know you know.\But you're also responsible for the staff and the customers. response:	You're strict as usual.
context: and I still don't believe that what I was trying\to do was wrong.\Yeah?\But just remember that the investors are responsible for the result.\I know that.\I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual. response:	Well, I mean, everyone makes mistakes.
context: to do was wrong.\Yeah?\But just remember that the investors are responsible for the result.\I know that.\I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes. response:	Thanks for the info, Sis.
context: Yeah?\But just remember that the investors are responsible for the result.\I know that.\I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis. response:	Strawberry flavor is the best after all.
context: But just remember that the investors are responsible for the result.\I know that.\I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all. response:	What are you doing, Ohana?
context: I know that.\I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana? response:	I figured I'd clean the area surrounding the pool.
context: I know you know.\But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool. response:	But the movie's been called off.
context: But you're also responsible for the staff and the customers.\You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off. response:	I've been cleaning the pool every day recently,
context: You're strict as usual.\Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently, response:	so it's sort of become one of my tasks now.
context: Well, I mean, everyone makes mistakes.\Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now. response:	I just can't stand not cleaning it.
context: Thanks for the info, Sis.\Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it. response:	Then I'll help you.
context: Strawberry flavor is the best after all.\What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you. response:	Oh, you two are going as well?
context: What are you doing, Ohana?\I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well? response:	What?
context: I figured I'd clean the area surrounding the pool.\But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well?\What? response:	Minko's already gone ahead of you.
context: But the movie's been called off.\I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well?\What?\Minko's already gone ahead of you. response:	But why?
context: I've been cleaning the pool every day recently,\so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well?\What?\Minko's already gone ahead of you.\But why? response:	For the same reason as you.
context: so it's sort of become one of my tasks now.\I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well?\What?\Minko's already gone ahead of you.\But why?\For the same reason as you. response:	That pool isn't only for the movie.
context: I just can't stand not cleaning it.\Then I'll help you.\Oh, you two are going as well?\What?\Minko's already gone ahead of you.\But why?\For the same reason as you.\That pool isn't only for the movie. response:	Let's go.
context: Then I'll help you.\Oh, you two are going as well?\What?\Minko's already gone ahead of you.\But why?\For the same reason as you.\That pool isn't only for the movie.\Let's go. response:	Wait for me!
context: Oh, you two are going as well?\What?\Minko's already gone ahead of you.\But why?\For the same reason as you.\That pool isn't only for the movie.\Let's go.\Wait for me! response:	Takako!
context: What?\Minko's already gone ahead of you.\But why?\For the same reason as you.\That pool isn't only for the movie.\Let's go.\Wait for me!\Takako! response:	Takako, wait!
context: Minko's already gone ahead of you.\But why?\For the same reason as you.\That pool isn't only for the movie.\Let's go.\Wait for me!\Takako!\Takako, wait! response:	Takako!
context: But why?\For the same reason as you.\That pool isn't only for the movie.\Let's go.\Wait for me!\Takako!\Takako, wait!\Takako! response:	I'm going to Tokyo.
context: For the same reason as you.\That pool isn't only for the movie.\Let's go.\Wait for me!\Takako!\Takako, wait!\Takako!\I'm going to Tokyo. response:	I've got a lot of things which I need to take care of.
context: That pool isn't only for the movie.\Let's go.\Wait for me!\Takako!\Takako, wait!\Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of. response:	Yes, I know. I want to go with you.
context: Let's go.\Wait for me!\Takako!\Takako, wait!\Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you. response:	I don't have time to babysit you any longer!
context: Wait for me!\Takako!\Takako, wait!\Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer! response:	Babysit?
context: Takako!\Takako, wait!\Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit? response:	I thought we were partners...
context: Takako, wait!\Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit?\I thought we were partners... response:	Partners?
context: Takako!\I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit?\I thought we were partners...\Partners? response:	You're the one who's responsible for this incident.
context: I'm going to Tokyo.\I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit?\I thought we were partners...\Partners?\You're the one who's responsible for this incident. response:	I'm just an adviser.
context: I've got a lot of things which I need to take care of.\Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit?\I thought we were partners...\Partners?\You're the one who's responsible for this incident.\I'm just an adviser. response:	An adviser. Do you understand?!
context: Yes, I know. I want to go with you.\I don't have time to babysit you any longer!\Babysit?\I thought we were partners...\Partners?\You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?! response:	But, Takako, we handed him the contract together!
context: I don't have time to babysit you any longer!\Babysit?\I thought we were partners...\Partners?\You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together! response:	We discussed it and decided together!
context: Babysit?\I thought we were partners...\Partners?\You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together! response:	Oh, that's right. That-
context: I thought we were partners...\Partners?\You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That- response:	Why don't you...
context: Partners?\You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That-\Why don't you... response:	Why... Why...
context: You're the one who's responsible for this incident.\I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That-\Why don't you...\Why... Why... response:	Why don't you go and ask your beloved sister for help then?
context: I'm just an adviser.\An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That-\Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then? response:	Don't you dare say bad things about my sister!
context: An adviser. Do you understand?!\But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That-\Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister! response:	You're exactly like Madam Manager.
context: But, Takako, we handed him the contract together!\We discussed it and decided together!\Oh, that's right. That-\Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager. response:	What?
context: We discussed it and decided together!\Oh, that's right. That-\Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What? response:	Sorry, it was a reflex.
context: Oh, that's right. That-\Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What?\Sorry, it was a reflex. response:	Th-
context: Why don't you...\Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What?\Sorry, it was a reflex.\Th- response:	Th-Th-
context: Why... Why...\Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What?\Sorry, it was a reflex.\Th-\Th-Th- response:	That's right!
context: Why don't you go and ask your beloved sister for help then?\Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What?\Sorry, it was a reflex.\Th-\Th-Th-\That's right! response:	You're a woman who's able to strike back!
context: Don't you dare say bad things about my sister!\You're exactly like Madam Manager.\What?\Sorry, it was a reflex.\Th-\Th-Th-\That's right!\You're a woman who's able to strike back! response:	Talking about who's responsible here won't help us at all!
context: You're exactly like Madam Manager.\What?\Sorry, it was a reflex.\Th-\Th-Th-\That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all! response:	I want you to show me how cool you are!
context: What?\Sorry, it was a reflex.\Th-\Th-Th-\That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are! response:	The Takako I always see!
context: Sorry, it was a reflex.\Th-\Th-Th-\That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see! response:	We strike back.
context: Th-\Th-Th-\That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see!\We strike back. response:	I shall -
context: Th-Th-\That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see!\We strike back.\I shall - response:	No...
context: That's right!\You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see!\We strike back.\I shall -\No... response:	We shall return!
context: You're a woman who's able to strike back!\Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see!\We strike back.\I shall -\No...\We shall return! response:	What nonsense are you spouting now?
context: Talking about who's responsible here won't help us at all!\I want you to show me how cool you are!\The Takako I always see!\We strike back.\I shall -\No...\We shall return!\What nonsense are you spouting now? response:	Just because it's English doesn't mean you can just say anything.
context: I want you to show me how cool you are!\The Takako I always see!\We strike back.\I shall -\No...\We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything. response:	She's right about that.
context: The Takako I always see!\We strike back.\I shall -\No...\We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that. response:	I said, don't mind me!
context: We strike back.\I shall -\No...\We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me! response:	Wait, Takako!
context: I shall -\No...\We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me!\Wait, Takako! response:	Takako!
context: No...\We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me!\Wait, Takako!\Takako! response:	Takako, just one more time-
context: We shall return!\What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me!\Wait, Takako!\Takako!\Takako, just one more time- response:	Ta-Takako-
context: What nonsense are you spouting now?\Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me!\Wait, Takako!\Takako!\Takako, just one more time-\Ta-Takako- response:	Hey...
context: Just because it's English doesn't mean you can just say anything.\She's right about that.\I said, don't mind me!\Wait, Takako!\Takako!\Takako, just one more time-\Ta-Takako-\Hey... response:	What's going on?
context: She's right about that.\I said, don't mind me!\Wait, Takako!\Takako!\Takako, just one more time-\Ta-Takako-\Hey...\What's going on? response:	Help... me...
context: I said, don't mind me!\Wait, Takako!\Takako!\Takako, just one more time-\Ta-Takako-\Hey...\What's going on?\Help... me... response:	Do you want me to hold on or let go?!
context: Wait, Takako!\Takako!\Takako, just one more time-\Ta-Takako-\Hey...\What's going on?\Help... me...\Do you want me to hold on or let go?! response:	Which is it?!
context: Takako!\Takako, just one more time-\Ta-Takako-\Hey...\What's going on?\Help... me...\Do you want me to hold on or let go?!\Which is it?! response:	Umm... umm...
context: Takako, just one more time-\Ta-Takako-\Hey...\What's going on?\Help... me...\Do you want me to hold on or let go?!\Which is it?!\Umm... umm... response:	I can't decide...
context: Ta-Takako-\Hey...\What's going on?\Help... me...\Do you want me to hold on or let go?!\Which is it?!\Umm... umm...\I can't decide... response:	I can't do this anymore!
context: Hey...\What's going on?\Help... me...\Do you want me to hold on or let go?!\Which is it?!\Umm... umm...\I can't decide...\I can't do this anymore! response:	I'm at my limit!
context: What's going on?\Help... me...\Do you want me to hold on or let go?!\Which is it?!\Umm... umm...\I can't decide...\I can't do this anymore!\I'm at my limit! response:	Max limit!
context: Help... me...\Do you want me to hold on or let go?!\Which is it?!\Umm... umm...\I can't decide...\I can't do this anymore!\I'm at my limit!\Max limit! response:	I can't stand this any longer!
context: Do you want me to hold on or let go?!\Which is it?!\Umm... umm...\I can't decide...\I can't do this anymore!\I'm at my limit!\Max limit!\I can't stand this any longer! response:	Can you hear me, young master?!
context: Which is it?!\Umm... umm...\I can't decide...\I can't do this anymore!\I'm at my limit!\Max limit!\I can't stand this any longer!\Can you hear me, young master?! response:	I'm also a professional!
context: Umm... umm...\I can't decide...\I can't do this anymore!\I'm at my limit!\Max limit!\I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional! response:	It isn't over yet!
context: I can't decide...\I can't do this anymore!\I'm at my limit!\Max limit!\I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional!\It isn't over yet! response:	I won't let this be over yet, do you hear?!
context: I can't do this anymore!\I'm at my limit!\Max limit!\I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?! response:	Why don't you try standing?
context: I'm at my limit!\Max limit!\I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing? response:	For God's sake...
context: Max limit!\I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake... response:	Here.
context: I can't stand this any longer!\Can you hear me, young master?!\I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake...\Here. response:	What is your problem?!
context: Can you hear me, young master?!\I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake...\Here.\What is your problem?! response:	This is my battle gear!
context: I'm also a professional!\It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake...\Here.\What is your problem?!\This is my battle gear! response:	What? Battle gear?
context: It isn't over yet!\I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake...\Here.\What is your problem?!\This is my battle gear!\What? Battle gear? response:	Yes! And you're paying for it!
context: I won't let this be over yet, do you hear?!\Why don't you try standing?\For God's sake...\Here.\What is your problem?!\This is my battle gear!\What? Battle gear?\Yes! And you're paying for it! response:	Look what you've done!
context: Why don't you try standing?\For God's sake...\Here.\What is your problem?!\This is my battle gear!\What? Battle gear?\Yes! And you're paying for it!\Look what you've done! response:	They were expensive!
context: For God's sake...\Here.\What is your problem?!\This is my battle gear!\What? Battle gear?\Yes! And you're paying for it!\Look what you've done!\They were expensive! response:	So you were wearing your battle gear...
context: Here.\What is your problem?!\This is my battle gear!\What? Battle gear?\Yes! And you're paying for it!\Look what you've done!\They were expensive!\So you were wearing your battle gear... response:	What?!
context: What is your problem?!\This is my battle gear!\What? Battle gear?\Yes! And you're paying for it!\Look what you've done!\They were expensive!\So you were wearing your battle gear...\What?! response:	Like I said, they were expensive!
context: This is my battle gear!\What? Battle gear?\Yes! And you're paying for it!\Look what you've done!\They were expensive!\So you were wearing your battle gear...\What?!\Like I said, they were expensive! response:	So, you were serious, Takako?
context: What? Battle gear?\Yes! And you're paying for it!\Look what you've done!\They were expensive!\So you were wearing your battle gear...\What?!\Like I said, they were expensive!\So, you were serious, Takako? response:	What?
context: Yes! And you're paying for it!\Look what you've done!\They were expensive!\So you were wearing your battle gear...\What?!\Like I said, they were expensive!\So, you were serious, Takako?\What? response:	What?
context: Look what you've done!\They were expensive!\So you were wearing your battle gear...\What?!\Like I said, they were expensive!\So, you were serious, Takako?\What?\What? response:	Thank you, Takako.
context: They were expensive!\So you were wearing your battle gear...\What?!\Like I said, they were expensive!\So, you were serious, Takako?\What?\What?\Thank you, Takako. response:	You're not at fault. You tried your best!
context: So you were wearing your battle gear...\What?!\Like I said, they were expensive!\So, you were serious, Takako?\What?\What?\Thank you, Takako.\You're not at fault. You tried your best! response:	What the heck are you saying?!
context: What?!\Like I said, they were expensive!\So, you were serious, Takako?\What?\What?\Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?! response:	I've always said that your independent and
context: Like I said, they were expensive!\So, you were serious, Takako?\What?\What?\Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and response:	peculiar way of thinking is one of your major flaws-
context: So, you were serious, Takako?\What?\What?\Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws- response:	Thank you!
context: What?\What?\Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you! response:	What?
context: What?\Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you!\What? response:	Thanks, and don't worry.
context: Thank you, Takako.\You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you!\What?\Thanks, and don't worry. response:	Let's start again together.
context: You're not at fault. You tried your best!\What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you!\What?\Thanks, and don't worry.\Let's start again together. response:	Let go of me.
context: What the heck are you saying?!\I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you!\What?\Thanks, and don't worry.\Let's start again together.\Let go of me. response:	This time, we'll do it together.
context: I've always said that your independent and\peculiar way of thinking is one of your major flaws-\Thank you!\What?\Thanks, and don't worry.\Let's start again together.\Let go of me.\This time, we'll do it together. response:	Only thinking about themselves.
context: peculiar way of thinking is one of your major flaws-\Thank you!\What?\Thanks, and don't worry.\Let's start again together.\Let go of me.\This time, we'll do it together.\Only thinking about themselves. response:	Let's go.
context: Thank you!\What?\Thanks, and don't worry.\Let's start again together.\Let go of me.\This time, we'll do it together.\Only thinking about themselves.\Let's go. response:	What?
context: What?\Thanks, and don't worry.\Let's start again together.\Let go of me.\This time, we'll do it together.\Only thinking about themselves.\Let's go.\What? response:	We shouldn't watch any more.
context: Thanks, and don't worry.\Let's start again together.\Let go of me.\This time, we'll do it together.\Only thinking about themselves.\Let's go.\What?\We shouldn't watch any more. response:	You can keep going.
context: Let's start again together.\Let go of me.\This time, we'll do it together.\Only thinking about themselves.\Let's go.\What?\We shouldn't watch any more.\You can keep going. response:	But your clothes...
context: Let go of me.\This time, we'll do it together.\Only thinking about themselves.\Let's go.\What?\We shouldn't watch any more.\You can keep going.\But your clothes... response:	I don't mind.
context: This time, we'll do it together.\Only thinking about themselves.\Let's go.\What?\We shouldn't watch any more.\You can keep going.\But your clothes...\I don't mind. response:	Where are you going?
context: Only thinking about themselves.\Let's go.\What?\We shouldn't watch any more.\You can keep going.\But your clothes...\I don't mind.\Where are you going? response:	I thought I'd act like a mother for once.
context: Let's go.\What?\We shouldn't watch any more.\You can keep going.\But your clothes...\I don't mind.\Where are you going?\I thought I'd act like a mother for once. response:	Kissuiso's got a lot to take care of now.
context: What?\We shouldn't watch any more.\You can keep going.\But your clothes...\I don't mind.\Where are you going?\I thought I'd act like a mother for once.\Kissuiso's got a lot to take care of now. response:	Well, I hate to say this,
