context: What's up, Kazuya? You know her? response:	Huh? No...
context: She's taken a real liking to you!\She looked so lively talking about you, I couldn't bring myself to tell her!\Please! I beg of you!\Not happening.\User Agreement\Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right? response:	If you're going to lie, you need to make it right.
context: She looked so lively talking about you, I couldn't bring myself to tell her!\Please! I beg of you!\Not happening.\User Agreement\Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right. response:	Putting things off turns people into children.
context: Please! I beg of you!\Not happening.\User Agreement\Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children. response:	And above all, I decided I'm going to finish my report today.
context: Not happening.\User Agreement\Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today. response:	Goodbye!
context: User Agreement\Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye! response:	Hey, Kazuya. Put on some tea.
context: Demanding that our talents accompany the user to\their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea. response:	You got here quick!
context: their residence, workplace, or other private spaces is strictly forbidden.\You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick! response:	Gotta strike while the iron's hot.
context: You're old enough to know what that means, right?\If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot. response:	Look at how filthy this apartment is.
context: If you're going to lie, you need to make it right.\Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is. response:	No one would guess that the guy living here has a girlfriend.
context: Putting things off turns people into children.\And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend. response:	She's as sharp as ever.
context: And above all, I decided I'm going to finish my report today.\Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever. response:	When do you think Chizuru will arrive?
context: Goodbye!\Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive? response:	Huh?
context: Hey, Kazuya. Put on some tea.\You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive?\Huh? response:	Oh, uh, I don't know.
context: You got here quick!\Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know. response:	Um... let me try calling her.
context: Gotta strike while the iron's hot.\Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know.\Um... let me try calling her. response:	Hello? It's me.
context: Look at how filthy this apartment is.\No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me. response:	Gran's already here. You busy?
context: No one would guess that the guy living here has a girlfriend.\She's as sharp as ever.\When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy? response:	Oh, you're at work? Ah, I see.
context: She's as sharp as ever.\When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see. response:	Who is it?
context: When do you think Chizuru will arrive?\Huh?\Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it? response:	Delivery for you.
context: Huh?\Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it?\Delivery for you. response:	Hel... Huh?!
context: Oh, uh, I don't know.\Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it?\Delivery for you.\Hel... Huh?! response:	Please! Just a minute... even ten seconds will do!
context: Um... let me try calling her.\Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it?\Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do! response:	I'm gonna call the cops!
context: Hello? It's me.\Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it?\Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops! response:	I'll buy you sweets from the convenience store!
context: Gran's already here. You busy?\Oh, you're at work? Ah, I see.\Who is it?\Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store! response:	Get out!
context: Oh, you're at work? Ah, I see.\Who is it?\Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out! response:	I'm begging you!
context: Who is it?\Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out!\I'm begging you! response:	Think of it as helping me out! I mean, we've dated before, right?!
context: Delivery for you.\Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?! response:	I was just a rental girlfriend, damn it!
context: Hel... Huh?!\Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it! response:	If you're going to lie, you need to make it right.
context: Please! Just a minute... even ten seconds will do!\I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right. response:	Putting things off turns people into children.
context: I'm gonna call the cops!\I'll buy you sweets from the convenience store!\Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children. response:	Yeah, I have to brace myself and just do it.
context: I'll buy you sweets from the convenience store!\Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it. response:	Hey, Gran...
context: Get out!\I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran... response:	I need to tell you something.
context: I'm begging you!\Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something. response:	You broke up, didn't you?
context: Think of it as helping me out! I mean, we've dated before, right?!\I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something.\You broke up, didn't you? response:	G-Gran?
context: I was just a rental girlfriend, damn it!\If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something.\You broke up, didn't you?\G-Gran? response:	She got tired of your sloppiness and split.
context: If you're going to lie, you need to make it right.\Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something.\You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split. response:	I can picture it clear as day.
context: Putting things off turns people into children.\Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something.\You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day. response:	And you tried to cover it up because you couldn't bring yourself to tell the truth.
context: Yeah, I have to brace myself and just do it.\Hey, Gran...\I need to tell you something.\You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth. response:	That is no way for the heir to the Kinoshita family to act.
context: Hey, Gran...\I need to tell you something.\You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act. response:	Aren't you mad?
context: I need to tell you something.\You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad? response:	At me...
context: You broke up, didn't you?\G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me... response:	At Mizuhara?
context: G-Gran?\She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me...\At Mizuhara? response:	Never in your life have you ever been a ladies' man.
context: She got tired of your sloppiness and split.\I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me...\At Mizuhara?\Never in your life have you ever been a ladies' man. response:	And I mean that literally! Not even once!
context: I can picture it clear as day.\And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me...\At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once! response:	Sorry...
context: And you tried to cover it up because you couldn't bring yourself to tell the truth.\That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me...\At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry... response:	Yeah...
context: That is no way for the heir to the Kinoshita family to act.\Aren't you mad?\At me...\At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry...\Yeah... response:	All you ever brought over were stinky boys.
context: Aren't you mad?\At me...\At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry...\Yeah...\All you ever brought over were stinky boys. response:	There was a time when I doubted there was a single girl out there who'd come to like you.
context: At me...\At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry...\Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you. response:	How could I ever be angry with the lady who did fall for you?
context: At Mizuhara?\Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry...\Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you? response:	She showed me a beautiful dream.
context: Never in your life have you ever been a ladies' man.\And I mean that literally! Not even once!\Sorry...\Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream. response:	Truly an angel sent by the heavens.
context: And I mean that literally! Not even once!\Sorry...\Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens. response:	Gran...
context: Sorry...\Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran... response:	Yeah, I'm such an idiot.
context: Yeah...\All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot. response:	A girl like Mizuhara would never date me for real.
context: All you ever brought over were stinky boys.\There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real. response:	It was all an illusion.
context: There was a time when I doubted there was a single girl out there who'd come to like you.\How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion. response:	She's a rental girlfriend.
context: How could I ever be angry with the lady who did fall for you?\She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend. response:	I'm sorry, Gran!
context: She showed me a beautiful dream.\Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran! response:	I-I'm so sorry!
context: Truly an angel sent by the heavens.\Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry! response:	Here we go.
context: Gran...\Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry!\Here we go. response:	I got held up cooking.
context: Yeah, I'm such an idiot.\A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry!\Here we go.\I got held up cooking. response:	How... Why are you here?
context: A girl like Mizuhara would never date me for real.\It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry!\Here we go.\I got held up cooking.\How... Why are you here? response:	What are you saying, Kazuya-san? You've been calling me all day.
context: It was all an illusion.\She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry!\Here we go.\I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day. response:	Of course I would go anywhere for your grandmother!
context: She's a rental girlfriend.\I'm sorry, Gran!\I-I'm so sorry!\Here we go.\I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother! response:	Girlfriend Mode
context: I'm sorry, Gran!\I-I'm so sorry!\Here we go.\I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode response:	My angel!
context: I-I'm so sorry!\Here we go.\I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel! response:	I believed in you!
context: Here we go.\I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel!\I believed in you! response:	I knew you wouldn't cast Kazuya aside!
context: I got held up cooking.\How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside! response:	A boy like him will never get another girlfriend, after all!
context: How... Why are you here?\What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all! response:	Thank you!
context: What are you saying, Kazuya-san? You've been calling me all day.\Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you! response:	Just keep it up a little bit longer!
context: Of course I would go anywhere for your grandmother!\Girlfriend Mode\My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer! response:	You'd better come see me on Wednesday.
context: Girlfriend Mode\My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday. response:	I do, every week.
context: My angel!\I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week. response:	Not by yourself. Bring Chizuru along.
context: I believed in you!\I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along. response:	You're not happy just to see me?
context: I knew you wouldn't cast Kazuya aside!\A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me? response:	Absolutely not.
context: A boy like him will never get another girlfriend, after all!\Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not. response:	Also, make sure to walk her back.
context: Thank you!\Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back. response:	You don't have to tell me.
context: Just keep it up a little bit longer!\You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back.\You don't have to tell me. response:	Rest assured. I guarantee that you two will get married someday.
context: You'd better come see me on Wednesday.\I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday. response:	U r k...
context: I do, every week.\Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k... response:	Mizuhara.
context: Not by yourself. Bring Chizuru along.\You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara. response:	Here.
context: You're not happy just to see me?\Absolutely not.\Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara.\Here. response:	Never mind that. We've gone too far to tell the agency, anyway.
context: Absolutely not.\Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway. response:	Not for that.
context: Also, make sure to walk her back.\You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that. response:	I'll rent you next week.
context: You don't have to tell me.\Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week. response:	But you don't have to come.
context: Rest assured. I guarantee that you two will get married someday.\U r k...\Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week.\But you don't have to come. response:	You couldn't get your report done after all this, right?
context: U r k...\Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right? response:	When do you visit her? Wednesday?
context: Mizuhara.\Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday? response:	Huh? Y-Yeah, every Wednesday.
context: Here.\Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday. response:	No other days, right?
context: Never mind that. We've gone too far to tell the agency, anyway.\Not for that.\I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right? response:	Oh, right!
context: Not for that.\I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right! response:	No meddling!
context: I'll rent you next week.\But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right!\No meddling! response:	Make like a stranger at college, too, obviously!
context: But you don't have to come.\You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right!\No meddling!\Make like a stranger at college, too, obviously! response:	No talking to me!
context: You couldn't get your report done after all this, right?\When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right!\No meddling!\Make like a stranger at college, too, obviously!\No talking to me! response:	If you need to contact me, do it through the site!
context: When do you visit her? Wednesday?\Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right!\No meddling!\Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site! response:	M-Mizuhara?
context: Huh? Y-Yeah, every Wednesday.\No other days, right?\Oh, right!\No meddling!\Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara? response:	Just one hour.
context: No other days, right?\Oh, right!\No meddling!\Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour. response:	You can rent me out for just one hour every Wednesday.
context: Oh, right!\No meddling!\Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday. response:	I'm not doing it for you! It's for your grandmother!
context: No meddling!\Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother! response:	Mizuhara?
context: Make like a stranger at college, too, obviously!\No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara? response:	Thanks, Mizuhara.
context: No talking to me!\If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara. response:	For just one hour every Wednesday...
context: If you need to contact me, do it through the site!\M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday... response:	be my girlfriend!
context: M-Mizuhara?\Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend! response:	Rent - a - Girlfriend
context: Just one hour.\You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend response:	Mami-chan...
context: You can rent me out for just one hour every Wednesday.\I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend\Mami-chan... response:	First period is brand management, huh?
context: I'm not doing it for you! It's for your grandmother!\Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh? response:	Lab and Seminar Wing
context: Mizuhara?\Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing response:	College Wing 2
context: Thanks, Mizuhara.\For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing\College Wing 2 response:	Auditorium Cafeteria
context: For just one hour every Wednesday...\be my girlfriend!\Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria response:	Hello, Kazu-kun!
context: be my girlfriend!\Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun! response:	M-Mami-chan!
context: Rent - a - Girlfriend\Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan! response:	We haven't talked since we broke up.
context: Mami-chan...\First period is brand management, huh?\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up. response:	Damn, she's so cute when I see her up close!
context: First period is brand management, huh?\Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close! response:	Her eyes are so round, and her hair is so fluffy!
context: Lab and Seminar Wing\College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy! response:	Ask her!
context: College Wing 2\Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her! response:	Ask her why she blocked you!
context: Auditorium Cafeteria\Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you! response:	What's wrong, Kazu-kun?
context: Hello, Kazu-kun!\M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun? response:	You're spacing out.
context: M-Mami-chan!\We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out. response:	You dropped your reference book.
context: We haven't talked since we broke up.\Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book. response:	Here.
context: Damn, she's so cute when I see her up close!\Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book.\Here. response:	Th-Thanks.
context: Her eyes are so round, and her hair is so fluffy!\Ask her!\Ask her why she blocked you!\What's wrong, Kazu-kun?\You're spacing out.\You dropped your reference book.\Here.\Th-Thanks. response:	Later!
