context: Body improvement! response:	Fight on! Fight on! Fight on! Fight!
context: Huh? Mob-kun?\Do you recognize me? I'm Mezato from your class.\Mezato Ichi\Ah, I've never talked to her before.\Did they lure you in?\Um, I...\He's here!\It's Dimple-sama! response:	Everyone...
context: Do you recognize me? I'm Mezato from your class.\Mezato Ichi\Ah, I've never talked to her before.\Did they lure you in?\Um, I...\He's here!\It's Dimple-sama!\Everyone... response:	Are you laughing?
context: Mezato Ichi\Ah, I've never talked to her before.\Did they lure you in?\Um, I...\He's here!\It's Dimple-sama!\Everyone...\Are you laughing? response:	Are you sufficiently warmed up now?
context: Ah, I've never talked to her before.\Did they lure you in?\Um, I...\He's here!\It's Dimple-sama!\Everyone...\Are you laughing?\Are you sufficiently warmed up now? response:	Why don't we take off those masks, then?
context: Did they lure you in?\Um, I...\He's here!\It's Dimple-sama!\Everyone...\Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then? response:	Sparkle!
context: Um, I...\He's here!\It's Dimple-sama!\Everyone...\Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle! response:	You're all smiling so brightly.
context: He's here!\It's Dimple-sama!\Everyone...\Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly. response:	What a creepy bunch...
context: It's Dimple-sama!\Everyone...\Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly.\What a creepy bunch... response:	Stop!
context: Everyone...\Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly.\What a creepy bunch...\Stop! response:	Today, we have three new smilemates joining us.
context: Are you laughing?\Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly.\What a creepy bunch...\Stop!\Today, we have three new smilemates joining us. response:	Give them a big hand!
context: Are you sufficiently warmed up now?\Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly.\What a creepy bunch...\Stop!\Today, we have three new smilemates joining us.\Give them a big hand! response:	Huh? What?
context: Why don't we take off those masks, then?\Sparkle!\You're all smiling so brightly.\What a creepy bunch...\Stop!\Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What? response:	Hey, don't...
context: Sparkle!\You're all smiling so brightly.\What a creepy bunch...\Stop!\Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What?\Hey, don't... response:	In order to accept happiness, you must set your hearts free.
context: You're all smiling so brightly.\What a creepy bunch...\Stop!\Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free. response:	But your hearts are locked up.
context: What a creepy bunch...\Stop!\Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up. response:	See? It's completely obvious why you're unhappy.
context: Stop!\Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy. response:	You aren't laughing.
context: Today, we have three new smilemates joining us.\Give them a big hand!\Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing. response:	Laugh. If you laugh even in pain,
context: Give them a big hand!\Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain, response:	your hearts will be unlocked!
context: Huh? What?\Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked! response:	And once they have been set free,
context: Hey, don't...\In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free, response:	your hearts will have the ability to accept happiness as it comes.
context: In order to accept happiness, you must set your hearts free.\But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes. response:	In order to have a happy life, you must have a hearty laugh!
context: But your hearts are locked up.\See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh! response:	That is the teaching of ().
context: See? It's completely obvious why you're unhappy.\You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of (). response:	Who might this be?
context: You aren't laughing.\Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be? response:	We found him on a park bench.
context: Laugh. If you laugh even in pain,\your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be?\We found him on a park bench. response:	How sad. A victim of the recession!
context: your hearts will be unlocked!\And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be?\We found him on a park bench.\How sad. A victim of the recession! response:	It's no wonder you've lost your smile.
context: And once they have been set free,\your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be?\We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile. response:	But worry not!
context: your hearts will have the ability to accept happiness as it comes.\In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be?\We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not! response:	Let's put on this smile mask and fix that.
context: In order to have a happy life, you must have a hearty laugh!\That is the teaching of ().\Who might this be?\We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that. response:	Hey, what are you...
context: That is the teaching of ().\Who might this be?\We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that.\Hey, what are you... response:	Hey...
context: Who might this be?\We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that.\Hey, what are you...\Hey... response:	This is our way of saving you.
context: We found him on a park bench.\How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that.\Hey, what are you...\Hey...\This is our way of saving you. response:	We just want you to smile.
context: How sad. A victim of the recession!\It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that.\Hey, what are you...\Hey...\This is our way of saving you.\We just want you to smile. response:	No resistance.
context: It's no wonder you've lost your smile.\But worry not!\Let's put on this smile mask and fix that.\Hey, what are you...\Hey...\This is our way of saving you.\We just want you to smile.\No resistance. response:	Lastly, the girl.
context: But worry not!\Let's put on this smile mask and fix that.\Hey, what are you...\Hey...\This is our way of saving you.\We just want you to smile.\No resistance.\Lastly, the girl. response:	It appears that you have something to say.
context: Let's put on this smile mask and fix that.\Hey, what are you...\Hey...\This is our way of saving you.\We just want you to smile.\No resistance.\Lastly, the girl.\It appears that you have something to say. response:	Religious order (), established last month?
context: Hey, what are you...\Hey...\This is our way of saving you.\We just want you to smile.\No resistance.\Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month? response:	You managed to attract this many followers in just one month?
context: Hey...\This is our way of saving you.\We just want you to smile.\No resistance.\Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month? response:	I don't believe that!
context: This is our way of saving you.\We just want you to smile.\No resistance.\Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that! response:	Oh? And you are...?
context: We just want you to smile.\No resistance.\Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...? response:	I work for Salt Middle School's newspaper!
context: No resistance.\Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper! response:	I'm Mezato from Class 2-1!
context: Lastly, the girl.\It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1! response:	I'm reporting on the bad rumor concerning you guys.
context: It appears that you have something to say.\Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys. response:	Bad rumor?
context: Religious order (), established last month?\You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor? response:	That you're using group hypnosis to brainwash and force people into joining.
context: You managed to attract this many followers in just one month?\I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining. response:	She has the nerve to say that after sneaking in by herself.
context: I don't believe that!\Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself. response:	Splendid.
context: Oh? And you are...?\I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid. response:	Let me provide you with proof, then.
context: I work for Salt Middle School's newspaper!\I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then. response:	Please take a look at the gentleman from earlier.
context: I'm Mezato from Class 2-1!\I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier. response:	A few minutes ago, he was a very sad man.
context: I'm reporting on the bad rumor concerning you guys.\Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man. response:	Sparkle!
context: Bad rumor?\That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle! response:	What a wonderful smile!
context: That you're using group hypnosis to brainwash and force people into joining.\She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile! response:	How funny...
context: She has the nerve to say that after sneaking in by herself.\Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile!\How funny... response:	He's laughing? Why?
context: Splendid.\Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile!\How funny...\He's laughing? Why? response:	He has now truly grasped happiness.
context: Let me provide you with proof, then.\Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile!\How funny...\He's laughing? Why?\He has now truly grasped happiness. response:	What do you think, young lady?
context: Please take a look at the gentleman from earlier.\A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile!\How funny...\He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady? response:	True, they didn't do anything bad...
context: A few minutes ago, he was a very sad man.\Sparkle!\What a wonderful smile!\How funny...\He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad... response:	I'm sure you'll find a job.
context: Sparkle!\What a wonderful smile!\How funny...\He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job. response:	But something's still off.
context: What a wonderful smile!\How funny...\He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off. response:	There's something strange in the air here...
context: How funny...\He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off.\There's something strange in the air here... response:	This story is a bit too much for me to handle,
context: He's laughing? Why?\He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle, response:	so if you'll excuse me...
context: He has now truly grasped happiness.\What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me... response:	That won't do.
context: What do you think, young lady?\True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do. response:	You infiltrated () and doubted our smiles for no reason.
context: True, they didn't do anything bad...\I'm sure you'll find a job.\But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason. response:	I'm terribly sorry.
context: I'm sure you'll find a job.\But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry. response:	I won't write about you in the school paper.
context: But something's still off.\There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper. response:	That is not enough! It won't ease our hard feelings!
context: There's something strange in the air here...\This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings! response:	We won't let you leave until you laugh.
context: This story is a bit too much for me to handle,\so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh. response:	I-I don't really feel like laughing right now.
context: so if you'll excuse me...\That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now. response:	And if I forced myself to right now, it wouldn't be sincere.
context: That won't do.\You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere. response:	Start with a smile.
context: You infiltrated () and doubted our smiles for no reason.\I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile. response:	No! I don't want to lie to myself.
context: I'm terribly sorry.\I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself. response:	Hey!
context: I won't write about you in the school paper.\That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself.\Hey! response:	What is this?!
context: That is not enough! It won't ease our hard feelings!\We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself.\Hey!\What is this?! response:	H-Huh? I'm...
context: We won't let you leave until you laugh.\I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself.\Hey!\What is this?!\H-Huh? I'm... response:	No! Don't!
context: I-I don't really feel like laughing right now.\And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself.\Hey!\What is this?!\H-Huh? I'm...\No! Don't! response:	No!
context: And if I forced myself to right now, it wouldn't be sincere.\Start with a smile.\No! I don't want to lie to myself.\Hey!\What is this?!\H-Huh? I'm...\No! Don't!\No! response:	Sparkle!
context: Start with a smile.\No! I don't want to lie to myself.\Hey!\What is this?!\H-Huh? I'm...\No! Don't!\No!\Sparkle! response:	Look at that magnificent smile!
context: No! I don't want to lie to myself.\Hey!\What is this?!\H-Huh? I'm...\No! Don't!\No!\Sparkle!\Look at that magnificent smile! response:	Congratulations!
context: Hey!\What is this?!\H-Huh? I'm...\No! Don't!\No!\Sparkle!\Look at that magnificent smile!\Congratulations! response:	You seem completely different now.
context: What is this?!\H-Huh? I'm...\No! Don't!\No!\Sparkle!\Look at that magnificent smile!\Congratulations!\You seem completely different now. response:	No, I...
context: H-Huh? I'm...\No! Don't!\No!\Sparkle!\Look at that magnificent smile!\Congratulations!\You seem completely different now.\No, I... response:	What a gleaming smile.
context: No! Don't!\No!\Sparkle!\Look at that magnificent smile!\Congratulations!\You seem completely different now.\No, I...\What a gleaming smile. response:	No...
context: No!\Sparkle!\Look at that magnificent smile!\Congratulations!\You seem completely different now.\No, I...\What a gleaming smile.\No... response:	What is this feeling?
context: Sparkle!\Look at that magnificent smile!\Congratulations!\You seem completely different now.\No, I...\What a gleaming smile.\No...\What is this feeling? response:	We're all smiling, and it feels really nice...
context: Look at that magnificent smile!\Congratulations!\You seem completely different now.\No, I...\What a gleaming smile.\No...\What is this feeling?\We're all smiling, and it feels really nice... response:	But no! I don't really want to smile!
context: Congratulations!\You seem completely different now.\No, I...\What a gleaming smile.\No...\What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile! response:	Someone save me!
context: You seem completely different now.\No, I...\What a gleaming smile.\No...\What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me! response:	Um, excuse me.
context: No, I...\What a gleaming smile.\No...\What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me!\Um, excuse me. response:	Mob-kun!
context: What a gleaming smile.\No...\What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me!\Um, excuse me.\Mob-kun! response:	So the theme here is smiling and happiness?
context: No...\What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me!\Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness? response:	It doesn't have anything to do with being popular?
context: What is this feeling?\We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me!\Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular? response:	May I leave now, then?
context: We're all smiling, and it feels really nice...\But no! I don't really want to smile!\Someone save me!\Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then? response:	Who's that?
context: But no! I don't really want to smile!\Someone save me!\Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then?\Who's that? response:	He looked troubled on his way home from school, so I brought him here.
context: Someone save me!\Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here. response:	It seems he's having trouble with love.
context: Um, excuse me.\Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love. response:	I'm not really troubled, though.
context: Mob-kun!\So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though. response:	He's not smiling!
context: So the theme here is smiling and happiness?\It doesn't have anything to do with being popular?\May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling! response:	Are you telling me that the smile mask didn't work?
context: It doesn't have anything to do with being popular?\May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work? response:	Huh? He's not smiling?
context: May I leave now, then?\Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling? response:	Bye.
context: Who's that?\He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye. response:	W-Wait!
context: He looked troubled on his way home from school, so I brought him here.\It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye.\W-Wait! response:	Do you plan to live the rest of your life with that face?
context: It seems he's having trouble with love.\I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye.\W-Wait!\Do you plan to live the rest of your life with that face? response:	You are missing out on life!
context: I'm not really troubled, though.\He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye.\W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life! response:	My dad said that people who've never smoked before
context: He's not smiling!\Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye.\W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before response:	are missing out on half of their lives.
context: Are you telling me that the smile mask didn't work?\Huh? He's not smiling?\Bye.\W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives. response:	It made me realize that everyone has a different idea of missing out.
context: Huh? He's not smiling?\Bye.\W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out. response:	That's not what I'm talking about.
context: Bye.\W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about. response:	() is the start line for me to become a religious figure for all of humanity!
context: W-Wait!\Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity! response:	I can't let this trip me up!
context: Do you plan to live the rest of your life with that face?\You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up! response:	I just want you to know how wonderful it is to smile.
context: You are missing out on life!\My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile. response:	That's okay.
context: My dad said that people who've never smoked before\are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay. response:	Th-Then would you like to play a game before you leave?
context: are missing out on half of their lives.\It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave? response:	A staring contest. You'll have a staring contest with three of my smile leaders.
context: It made me realize that everyone has a different idea of missing out.\That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders. response:	You'll all drink milk, and the first to laugh loses.
context: That's not what I'm talking about.\() is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses. response:	What do you think?
context: () is the start line for me to become a religious figure for all of humanity!\I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think? response:	Mob-kun, this is a trap!
context: I can't let this trip me up!\I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap! response:	Progress Toward
context: I just want you to know how wonderful it is to smile.\That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap!\Progress Toward response:	Mob's Explosion
context: That's okay.\Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap!\Progress Toward\Mob's Explosion response:	Progress Toward Mob's Explosion: 58
context: Th-Then would you like to play a game before you leave?\A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap!\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58 response:	Mob Psycho 100
context: A staring contest. You'll have a staring contest with three of my smile leaders.\You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap!\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100 response:	Are you ready? If you laugh, you lose.
context: You'll all drink milk, and the first to laugh loses.\What do you think?\Mob-kun, this is a trap!\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose. response:	Why did you accept the challenge?!
context: What do you think?\Mob-kun, this is a trap!\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?! response:	Mob loves milk.
context: Mob-kun, this is a trap!\Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk. response:	Ready, go!
context: Progress Toward\Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk.\Ready, go! response:	Why?!
context: Mob's Explosion\Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk.\Ready, go!\Why?! response:	Go!
context: Progress Toward Mob's Explosion: 58\Mob Psycho 100\Are you ready? If you laugh, you lose.\Why did you accept the challenge?!\Mob loves milk.\Ready, go!\Why?!\Go! response:	Impossible...
