context: Take the weretiger alive? response:	Take the weretiger alive?
context: The world would be a better place\if you'd just die in a ditch somewhere!\You're late.\You're two minutes late.\Black Lizard Commander Tachiwara Michizou\Don't be so uptight, gramps.\What a glum place.\Where's Gin? response:	Is he late, too?
context: if you'd just die in a ditch somewhere!\You're late.\You're two minutes late.\Black Lizard Commander Tachiwara Michizou\Don't be so uptight, gramps.\What a glum place.\Where's Gin?\Is he late, too? response:	He's already here.
context: You're late.\You're two minutes late.\Black Lizard Commander Tachiwara Michizou\Don't be so uptight, gramps.\What a glum place.\Where's Gin?\Is he late, too?\He's already here. response:	He's behind you.
context: You're two minutes late.\Black Lizard Commander Tachiwara Michizou\Don't be so uptight, gramps.\What a glum place.\Where's Gin?\Is he late, too?\He's already here.\He's behind you. response:	Black Lizard Commander
context: Black Lizard Commander Tachiwara Michizou\Don't be so uptight, gramps.\What a glum place.\Where's Gin?\Is he late, too?\He's already here.\He's behind you.\Black Lizard Commander response:	Gin
context: Don't be so uptight, gramps.\What a glum place.\Where's Gin?\Is he late, too?\He's already here.\He's behind you.\Black Lizard Commander\Gin response:	Heh, a creep like always.
context: What a glum place.\Where's Gin?\Is he late, too?\He's already here.\He's behind you.\Black Lizard Commander\Gin\Heh, a creep like always. response:	You get on my nerves.
context: Where's Gin?\Is he late, too?\He's already here.\He's behind you.\Black Lizard Commander\Gin\Heh, a creep like always.\You get on my nerves. response:	Wanna fight?
context: Is he late, too?\He's already here.\He's behind you.\Black Lizard Commander\Gin\Heh, a creep like always.\You get on my nerves.\Wanna fight? response:	Stop it, fools.
context: He's already here.\He's behind you.\Black Lizard Commander\Gin\Heh, a creep like always.\You get on my nerves.\Wanna fight?\Stop it, fools. response:	Would either of you like to be reported KIA?
context: He's behind you.\Black Lizard Commander\Gin\Heh, a creep like always.\You get on my nerves.\Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA? response:	Black Lizard Leader, Hirotsu Ryuurou
context: Black Lizard Commander\Gin\Heh, a creep like always.\You get on my nerves.\Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou response:	Ability: Falling Camellia
context: Gin\Heh, a creep like always.\You get on my nerves.\Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia response:	Fine.
context: Heh, a creep like always.\You get on my nerves.\Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine. response:	You're a hard one to read.
context: You get on my nerves.\Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine.\You're a hard one to read. response:	We're all here.
context: Wanna fight?\Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine.\You're a hard one to read.\We're all here. response:	Well done.
context: Stop it, fools.\Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine.\You're a hard one to read.\We're all here.\Well done. response:	And?
context: Would either of you like to be reported KIA?\Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine.\You're a hard one to read.\We're all here.\Well done.\And? response:	What's the target that takes three of us to crush?
context: Black Lizard Leader, Hirotsu Ryuurou\Ability: Falling Camellia\Fine.\You're a hard one to read.\We're all here.\Well done.\And?\What's the target that takes three of us to crush? response:	The target...
context: Ability: Falling Camellia\Fine.\You're a hard one to read.\We're all here.\Well done.\And?\What's the target that takes three of us to crush?\The target... response:	is the Armed Detective Agency's office.
context: Fine.\You're a hard one to read.\We're all here.\Well done.\And?\What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office. response:	The Agency?
context: You're a hard one to read.\We're all here.\Well done.\And?\What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office.\The Agency? response:	Not the weretiger, then?
context: We're all here.\Well done.\And?\What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then? response:	The previous attempt failed
context: Well done.\And?\What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then?\The previous attempt failed response:	because the Agency interfered.
context: And?\What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then?\The previous attempt failed\because the Agency interfered. response:	We won't make the same mistake twice.
context: What's the target that takes three of us to crush?\The target...\is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then?\The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice. response:	We'll annihilate the Agency first to prevent them from acting as his guard.
context: The target...\is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then?\The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard. response:	No survivors?
context: is the Armed Detective Agency's office.\The Agency?\Not the weretiger, then?\The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors? response:	Fine by me.
context: The Agency?\Not the weretiger, then?\The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me. response:	Understood.
context: Not the weretiger, then?\The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me.\Understood. response:	I can't have Akutagawa-senpai taking a back seat
context: The previous attempt failed\because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat response:	to a mere detective agency!
context: because the Agency interfered.\We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency! response:	Fear death.
context: We won't make the same mistake twice.\We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death. response:	Fear death.
context: We'll annihilate the Agency first to prevent them from acting as his guard.\No survivors?\Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death.\Fear death. response:	Fear slaughter.
context: No survivors?\Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death.\Fear death.\Fear slaughter. response:	Fear slaughter.
context: Fine by me.\Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death.\Fear death.\Fear slaughter.\Fear slaughter. response:	Those who desire death
context: Understood.\I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death.\Fear death.\Fear slaughter.\Fear slaughter.\Those who desire death response:	have an equal desire to die.
context: I can't have Akutagawa-senpai taking a back seat\to a mere detective agency!\Fear death.\Fear death.\Fear slaughter.\Fear slaughter.\Those who desire death\have an equal desire to die. response:	Worthless men
context: to a mere detective agency!\Fear death.\Fear death.\Fear slaughter.\Fear slaughter.\Those who desire death\have an equal desire to die.\Worthless men response:	have no right to draw breath.
context: Fear death.\Fear death.\Fear slaughter.\Fear slaughter.\Those who desire death\have an equal desire to die.\Worthless men\have no right to draw breath. response:	Your resolve is admirable.
context: Fear death.\Fear slaughter.\Fear slaughter.\Those who desire death\have an equal desire to die.\Worthless men\have no right to draw breath.\Your resolve is admirable. response:	I will give you a reason to live.
context: Fear slaughter.\Fear slaughter.\Those who desire death\have an equal desire to die.\Worthless men\have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live. response:	I have finally found a reason to live.
context: Fear slaughter.\Those who desire death\have an equal desire to die.\Worthless men\have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live. response:	A reason to live?
context: Those who desire death\have an equal desire to die.\Worthless men\have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live.\A reason to live? response:	No, a reason I'd kept on living till now.
context: have an equal desire to die.\Worthless men\have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now. response:	That's right.
context: Worthless men\have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now.\That's right. response:	I've lived to this day so that I can be in a double-suicide with you.
context: have no right to draw breath.\Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you. response:	I'm sure of it.
context: Your resolve is admirable.\I will give you a reason to live.\I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it. response:	Ah, bella donna.
context: I will give you a reason to live.\I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna. response:	Feel free to do it on your own..
context: I have finally found a reason to live.\A reason to live?\No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna.\Feel free to do it on your own.. response:	A double-suicide is not possible alone.
context: A reason to live?\No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone. response:	By the way, Dazai-san?
context: No, a reason I'd kept on living till now.\That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san? response:	Do you have a proper life insurance policy?
context: That's right.\I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy? response:	Why would you ask that, bella donna?
context: I've lived to this day so that I can be in a double-suicide with you.\I'm sure of it.\Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna? response:	Well...
context: I'm sure of it.\Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well... response:	Because you have racked up quite a tab.
context: Ah, bella donna.\Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab. response:	If you haven't gotten one yet,
context: Feel free to do it on your own..\A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab.\If you haven't gotten one yet, response:	I'll be happy to refer you one.
context: A double-suicide is not possible alone.\By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one. response:	Ah, your vitality is blinding.
context: By the way, Dazai-san?\Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding. response:	Aw, if that's the best you've got for changing the subject,
context: Do you have a proper life insurance policy?\Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject, response:	I'm going to go ahead and barge into your agency on the fourth floor.
context: Why would you ask that, bella donna?\Well...\Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor. response:	Ah, your decisiveness is even more blinding.
context: Well...\Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding. response:	Not even a sentry?
context: Because you have racked up quite a tab.\If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry? response:	Talk about careless.
context: If you haven't gotten one yet,\I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless. response:	Who are you?
context: I'll be happy to refer you one.\Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless.\Who are you? response:	Apologies.
context: Ah, your vitality is blinding.\Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless.\Who are you?\Apologies. response:	Even though you're a detective agency, we forgot to make an appointment.
context: Aw, if that's the best you've got for changing the subject,\I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless.\Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment. response:	And we forgot to knock.
context: I'm going to go ahead and barge into your agency on the fourth floor.\Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless.\Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock. response:	The Port Mafia's Black Lizard.
context: Ah, your decisiveness is even more blinding.\Not even a sentry?\Talk about careless.\Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard. response:	Well, I hope you'll overlook these mishaps.
context: Not even a sentry?\Talk about careless.\Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps. response:	Our errand will be over soon enough.
context: Talk about careless.\Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough. response:	Get out, you good-for-nothing!
context: Who are you?\Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing! response:	The world would be a better place if you'd just die in a ditch somewhere!
context: Apologies.\Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere! response:	They were right.
context: Even though you're a detective agency, we forgot to make an appointment.\And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right. response:	There's nowhere I can belong.
context: And we forgot to knock.\The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong. response:	Gunshots?
context: The Port Mafia's Black Lizard.\Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong.\Gunshots? response:	But that's where...
context: Well, I hope you'll overlook these mishaps.\Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong.\Gunshots?\But that's where... response:	Why's the Agency being attacked?!
context: Our errand will be over soon enough.\Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong.\Gunshots?\But that's where...\Why's the Agency being attacked?! response:	Oh, sorry!
context: Get out, you good-for-nothing!\The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong.\Gunshots?\But that's where...\Why's the Agency being attacked?!\Oh, sorry! response:	Why is this happening?
context: The world would be a better place if you'd just die in a ditch somewhere!\They were right.\There's nowhere I can belong.\Gunshots?\But that's where...\Why's the Agency being attacked?!\Oh, sorry!\Why is this happening? response:	It's all because of me
context: They were right.\There's nowhere I can belong.\Gunshots?\But that's where...\Why's the Agency being attacked?!\Oh, sorry!\Why is this happening?\It's all because of me response:	that everyone's in danger again!
context: There's nowhere I can belong.\Gunshots?\But that's where...\Why's the Agency being attacked?!\Oh, sorry!\Why is this happening?\It's all because of me\that everyone's in danger again! response:	Stop!
context: Gunshots?\But that's where...\Why's the Agency being attacked?!\Oh, sorry!\Why is this happening?\It's all because of me\that everyone's in danger again!\Stop! response:	What?
context: But that's where...\Why's the Agency being attacked?!\Oh, sorry!\Why is this happening?\It's all because of me\that everyone's in danger again!\Stop!\What? response:	Huh?
context: Why's the Agency being attacked?!\Oh, sorry!\Why is this happening?\It's all because of me\that everyone's in danger again!\Stop!\What?\Huh? response:	Huh?
context: Oh, sorry!\Why is this happening?\It's all because of me\that everyone's in danger again!\Stop!\What?\Huh?\Huh? response:	There!
context: Why is this happening?\It's all because of me\that everyone's in danger again!\Stop!\What?\Huh?\Huh?\There! response:	Hup.
context: It's all because of me\that everyone's in danger again!\Stop!\What?\Huh?\Huh?\There!\Hup. response:	So you're finally back, brat.
context: that everyone's in danger again!\Stop!\What?\Huh?\Huh?\There!\Hup.\So you're finally back, brat. response:	Uhh...
context: Stop!\What?\Huh?\Huh?\There!\Hup.\So you're finally back, brat.\Uhh... response:	This is why I hate raids.
context: What?\Huh?\Huh?\There!\Hup.\So you're finally back, brat.\Uhh...\This is why I hate raids. response:	They really throw off our budget projections.
context: Huh?\Huh?\There!\Hup.\So you're finally back, brat.\Uhh...\This is why I hate raids.\They really throw off our budget projections. response:	How much do you think repairing the office
context: Huh?\There!\Hup.\So you're finally back, brat.\Uhh...\This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office response:	and replacing inventory will cost?!
context: There!\Hup.\So you're finally back, brat.\Uhh...\This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?! response:	Using machine guns for a raid was a little over the top.
context: Hup.\So you're finally back, brat.\Uhh...\This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top. response:	It's your turn to go around the neighborhood
context: So you're finally back, brat.\Uhh...\This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood response:	with apologies and gifts, Kunikida-kun.
context: Uhh...\This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun. response:	So it is the worst-case scenario!
context: This is why I hate raids.\They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario! response:	Huh?
context: They really throw off our budget projections.\How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh? response:	So this is the worst-case scenario?
context: How much do you think repairing the office\and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh?\So this is the worst-case scenario? response:	This is the Port Mafia military squad said to be on par with special ops?
context: and replacing inventory will cost?!\Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops? response:	Huh?
context: Using machine guns for a raid was a little over the top.\It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh? response:	Kunikida-san, what should we do with them?
context: It's your turn to go around the neighborhood\with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them? response:	Throw them out the window.
context: with apologies and gifts, Kunikida-kun.\So it is the worst-case scenario!\Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them?\Throw them out the window. response:	Roger!
context: So it is the worst-case scenario!\Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them?\Throw them out the window.\Roger! response:	Hup, hup.
context: Huh?\So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them?\Throw them out the window.\Roger!\Hup, hup. response:	One...
context: So this is the worst-case scenario?\This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them?\Throw them out the window.\Roger!\Hup, hup.\One... response:	Two...
context: This is the Port Mafia military squad said to be on par with special ops?\Huh?\Kunikida-san, what should we do with them?\Throw them out the window.\Roger!\Hup, hup.\One...\Two... response:	For the umpteenth time,
context: Huh?\Kunikida-san, what should we do with them?\Throw them out the window.\Roger!\Hup, hup.\One...\Two...\For the umpteenth time, response:	Three!
context: Kunikida-san, what should we do with them?\Throw them out the window.\Roger!\Hup, hup.\One...\Two...\For the umpteenth time,\Three! response:	I wish they'd give up on raids.
context: Throw them out the window.\Roger!\Hup, hup.\One...\Two...\For the umpteenth time,\Three!\I wish they'd give up on raids. response:	So it's the umpteenth time?
context: Roger!\Hup, hup.\One...\Two...\For the umpteenth time,\Three!\I wish they'd give up on raids.\So it's the umpteenth time? response:	The Agency's far more violent than the Port Mafia.
context: Hup, hup.\One...\Two...\For the umpteenth time,\Three!\I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia. response:	Bye!
context: One...\Two...\For the umpteenth time,\Three!\I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye! response:	Hurry up and help with the clean-up, brat!
context: Two...\For the umpteenth time,\Three!\I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat! response:	Have a nice trip!
context: For the umpteenth time,\Three!\I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip! response:	I can't believe you wandered off in the middle of it all!
context: Three!\I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all! response:	I told you, you're a member of the Agency now.
context: I wish they'd give up on raids.\So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now. response:	You should be thinking about what you yourself can do.
context: So it's the umpteenth time?\The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do. response:	Well, helping with clean-up is about all you can do.
context: The Agency's far more violent than the Port Mafia.\Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do. response:	Think about what you can do.
context: Bye!\Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do. response:	I see.
context: Hurry up and help with the clean-up, brat!\Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do.\I see. response:	Hey, if you've got time to laugh...
context: Have a nice trip!\I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do.\I see.\Hey, if you've got time to laugh... response:	What, are you crying?
context: I can't believe you wandered off in the middle of it all!\I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do.\I see.\Hey, if you've got time to laugh...\What, are you crying? response:	You are.
context: I told you, you're a member of the Agency now.\You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do.\I see.\Hey, if you've got time to laugh...\What, are you crying?\You are. response:	I'm not!
context: You should be thinking about what you yourself can do.\Well, helping with clean-up is about all you can do.\Think about what you can do.\I see.\Hey, if you've got time to laugh...\What, are you crying?\You are.\I'm not! response:	Just look at you.
context: Well, helping with clean-up is about all you can do.\Think about what you can do.\I see.\Hey, if you've got time to laugh...\What, are you crying?\You are.\I'm not!\Just look at you. response:	You're so typical for your generation.
context: Think about what you can do.\I see.\Hey, if you've got time to laugh...\What, are you crying?\You are.\I'm not!\Just look at you.\You're so typical for your generation. response:	Even when given a job,
context: I see.\Hey, if you've got time to laugh...\What, are you crying?\You are.\I'm not!\Just look at you.\You're so typical for your generation.\Even when given a job, response:	you just go off and play without permission.
context: Hey, if you've got time to laugh...\What, are you crying?\You are.\I'm not!\Just look at you.\You're so typical for your generation.\Even when given a job,\you just go off and play without permission. response:	You cry if anyone gives so much as a word of criticism.
context: What, are you crying?\You are.\I'm not!\Just look at you.\You're so typical for your generation.\Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism. response:	That's not it.
context: You are.\I'm not!\Just look at you.\You're so typical for your generation.\Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it. response:	That's not what this is about.
context: I'm not!\Just look at you.\You're so typical for your generation.\Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about. response:	But you're crying.
context: Just look at you.\You're so typical for your generation.\Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about.\But you're crying. response:	I am...
context: You're so typical for your generation.\Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about.\But you're crying.\I am... response:	But that isn't what it's about!
context: Even when given a job,\you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about.\But you're crying.\I am...\But that isn't what it's about! response:	The only reason they can call themselves a detective agency
context: you just go off and play without permission.\You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about.\But you're crying.\I am...\But that isn't what it's about!\The only reason they can call themselves a detective agency response:	and function as one
context: You cry if anyone gives so much as a word of criticism.\That's not it.\That's not what this is about.\But you're crying.\I am...\But that isn't what it's about!\The only reason they can call themselves a detective agency\and function as one response:	is my ability, Ultra-Deduction.
context: That's not it.\That's not what this is about.\But you're crying.\I am...\But that isn't what it's about!\The only reason they can call themselves a detective agency\and function as one\is my ability, Ultra-Deduction. response:	Oh, a murder case has arrived on our doorstep.
