context: Hey, Aiko! response:	Don't open it!
context: Ever since that day, I've hated snow.\I'm home.\Did something happen?\What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out.\I see. response:	Well, isn't that great?
context: I'm home.\Did something happen?\What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out.\I see.\Well, isn't that great? response:	You nosy...Freaking annoying.
context: Did something happen?\What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out.\I see.\Well, isn't that great?\You nosy...Freaking annoying. response:	Shin-chan, you're back.
context: What did you say to No. 4?\Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out.\I see.\Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back. response:	That girl came back with a boy.
context: Are you two going out?\For the time being, we have a date on Sunday.\I see, so he asked you out.\I see.\Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy. response:	I don't need you to tell me about that.
context: For the time being, we have a date on Sunday.\I see, so he asked you out.\I see.\Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that. response:	Granny,
context: I see, so he asked you out.\I see.\Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that.\Granny, response:	Shinichirou told me not to bother him for a while.
context: I see.\Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while. response:	Somehow I think it's just too boring.
context: Well, isn't that great?\You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring. response:	What's with that belt?
context: You nosy...Freaking annoying.\Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt? response:	It's Shinichirou's.
context: Shin-chan, you're back.\That girl came back with a boy.\I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's. response:	You... didn't...
context: That girl came back with a boy.\I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's.\You... didn't... response:	I just borrowed it.
context: I don't need you to tell me about that.\Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's.\You... didn't...\I just borrowed it. response:	Did that guy say something to you?
context: Granny,\Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's.\You... didn't...\I just borrowed it.\Did that guy say something to you? response:	Nope, why do you ask?
context: Shinichirou told me not to bother him for a while.\Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's.\You... didn't...\I just borrowed it.\Did that guy say something to you?\Nope, why do you ask? response:	Nah, it's nothing.
context: Somehow I think it's just too boring.\What's with that belt?\It's Shinichirou's.\You... didn't...\I just borrowed it.\Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing. response:	You going out?
context: What's with that belt?\It's Shinichirou's.\You... didn't...\I just borrowed it.\Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing.\You going out? response:	It's a date.
context: It's Shinichirou's.\You... didn't...\I just borrowed it.\Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing.\You going out?\It's a date. response:	Really?!
context: You... didn't...\I just borrowed it.\Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing.\You going out?\It's a date.\Really?! response:	You look cool, onii-chan!
context: I just borrowed it.\Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing.\You going out?\It's a date.\Really?!\You look cool, onii-chan! response:	Well, I'm leaving.
context: Did that guy say something to you?\Nope, why do you ask?\Nah, it's nothing.\You going out?\It's a date.\Really?!\You look cool, onii-chan!\Well, I'm leaving. response:	Hey, what kind of girl is she?
context: Nope, why do you ask?\Nah, it's nothing.\You going out?\It's a date.\Really?!\You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she? response:	She's cute, right? Is she from your school?
context: Nah, it's nothing.\You going out?\It's a date.\Really?!\You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school? response:	She's from your school.
context: You going out?\It's a date.\Really?!\You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school. response:	It's Yuasa Hiromi.
context: It's a date.\Really?!\You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi. response:	Remember I told you my dad gave me some money for helping out with the crops?
context: Really?!\You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops? response:	I'm gonna get you a sweater today, as a present.
context: You look cool, onii-chan!\Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present. response:	Huh?
context: Well, I'm leaving.\Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh? response:	Is something wrong?
context: Hey, what kind of girl is she?\She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong? response:	Well... it's my first time at the movies with a guy.
context: She's cute, right? Is she from your school?\She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong?\Well... it's my first time at the movies with a guy. response:	I've always just been here with Noe.
context: She's from your school.\It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe. response:	You two are really close, huh?
context: It's Yuasa Hiromi.\Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh? response:	Our father and grandmother died,
context: Remember I told you my dad gave me some money for helping out with the crops?\I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died, response:	and our mother goes out for work.
context: I'm gonna get you a sweater today, as a present.\Huh?\Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work. response:	It's always just the two of us.
context: Huh?\Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us. response:	I understand her feelings as if I hold them in my hand.
context: Is something wrong?\Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand. response:	Things she hasn't even realized herself.
context: Well... it's my first time at the movies with a guy.\I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself. response:	It's fine... I'll feel bad...
context: I've always just been here with Noe.\You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad... response:	It's just I want to buy one for ya.
context: You two are really close, huh?\Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya. response:	7500 yen, please.
context: Our father and grandmother died,\and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please. response:	Alright, 7500 yen, eh?
context: and our mother goes out for work.\It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh? response:	There's no need.
context: It's always just the two of us.\I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh?\There's no need. response:	We'll just get it next time.
context: I understand her feelings as if I hold them in my hand.\Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh?\There's no need.\We'll just get it next time. response:	Ai-chan?
context: Things she hasn't even realized herself.\It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh?\There's no need.\We'll just get it next time.\Ai-chan? response:	I'm sorry.
context: It's fine... I'll feel bad...\It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh?\There's no need.\We'll just get it next time.\Ai-chan?\I'm sorry. response:	Sorry about that.
context: It's just I want to buy one for ya.\7500 yen, please.\Alright, 7500 yen, eh?\There's no need.\We'll just get it next time.\Ai-chan?\I'm sorry.\Sorry about that. response:	You don't have to apologize.
context: 7500 yen, please.\Alright, 7500 yen, eh?\There's no need.\We'll just get it next time.\Ai-chan?\I'm sorry.\Sorry about that.\You don't have to apologize. response:	I thought brighter colors would fit Ai-chan.
context: Alright, 7500 yen, eh?\There's no need.\We'll just get it next time.\Ai-chan?\I'm sorry.\Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan. response:	Since the one that Shinichirou picked is so plain.
context: There's no need.\We'll just get it next time.\Ai-chan?\I'm sorry.\Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain. response:	You knew that we went shopping together?
context: We'll just get it next time.\Ai-chan?\I'm sorry.\Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together? response:	That doesn't matter.
context: Ai-chan?\I'm sorry.\Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter. response:	Just shopping...
context: I'm sorry.\Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter.\Just shopping... response:	That's not it...
context: Sorry about that.\You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter.\Just shopping...\That's not it... response:	Shinichirou didn't pick that sweater for me.
context: You don't have to apologize.\I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter.\Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me. response:	I decided to buy it after Shinichirou picked it up and looked at it.
context: I thought brighter colors would fit Ai-chan.\Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter.\Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it. response:	Shinichirou liked that sweater... So, I...
context: Since the one that Shinichirou picked is so plain.\You knew that we went shopping together?\That doesn't matter.\Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I... response:	What do you mean by that?
context: You knew that we went shopping together?\That doesn't matter.\Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that? response:	It's fine here.
context: That doesn't matter.\Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here. response:	Right.
context: Just shopping...\That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here.\Right. response:	Umm... As I thought, I...
context: That's not it...\Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here.\Right.\Umm... As I thought, I... response:	Hey, I want you to pass a word onto Nakagami Shinichirou.
context: Shinichirou didn't pick that sweater for me.\I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here.\Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou. response:	Tell him to be more serious about Noe.
context: I decided to buy it after Shinichirou picked it up and looked at it.\Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here.\Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe. response:	The two of them are dating.
context: Shinichirou liked that sweater... So, I...\What do you mean by that?\It's fine here.\Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating. response:	I- I gotta go.
context: What do you mean by that?\It's fine here.\Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go. response:	Is something wrong?
context: It's fine here.\Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go.\Is something wrong? response:	It- It's nothing.
context: Right.\Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go.\Is something wrong?\It- It's nothing. response:	But...
context: Umm... As I thought, I...\Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go.\Is something wrong?\It- It's nothing.\But... response:	There's nothing wrong.
context: Hey, I want you to pass a word onto Nakagami Shinichirou.\Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go.\Is something wrong?\It- It's nothing.\But...\There's nothing wrong. response:	Oh, you're here?
context: Tell him to be more serious about Noe.\The two of them are dating.\I- I gotta go.\Is something wrong?\It- It's nothing.\But...\There's nothing wrong.\Oh, you're here? response:	I will be done soon.
context: The two of them are dating.\I- I gotta go.\Is something wrong?\It- It's nothing.\But...\There's nothing wrong.\Oh, you're here?\I will be done soon. response:	Did you come back with another guy?
context: I- I gotta go.\Is something wrong?\It- It's nothing.\But...\There's nothing wrong.\Oh, you're here?\I will be done soon.\Did you come back with another guy? response:	Eh?
context: Is something wrong?\It- It's nothing.\But...\There's nothing wrong.\Oh, you're here?\I will be done soon.\Did you come back with another guy?\Eh? response:	People are watching, you need to be more careful.
context: It- It's nothing.\But...\There's nothing wrong.\Oh, you're here?\I will be done soon.\Did you come back with another guy?\Eh?\People are watching, you need to be more careful. response:	And here, there is Shinichirou...
context: But...\There's nothing wrong.\Oh, you're here?\I will be done soon.\Did you come back with another guy?\Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou... response:	What do you think people would say about him living with such an easy girl?
context: There's nothing wrong.\Oh, you're here?\I will be done soon.\Did you come back with another guy?\Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl? response:	Why...
context: Oh, you're here?\I will be done soon.\Did you come back with another guy?\Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why... response:	Eh?
context: I will be done soon.\Did you come back with another guy?\Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why...\Eh? response:	Why are you talking about this?
context: Did you come back with another guy?\Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why...\Eh?\Why are you talking about this? response:	Just because I am mom's child...
context: Eh?\People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why...\Eh?\Why are you talking about this?\Just because I am mom's child... response:	Just because that happened...
context: People are watching, you need to be more careful.\And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why...\Eh?\Why are you talking about this?\Just because I am mom's child...\Just because that happened... response:	Is that why you are calling me easy!?
context: And here, there is Shinichirou...\What do you think people would say about him living with such an easy girl?\Why...\Eh?\Why are you talking about this?\Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!? response:	You... still remember that story?
context: What do you think people would say about him living with such an easy girl?\Why...\Eh?\Why are you talking about this?\Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!?\You... still remember that story? response:	I've never forgotten about it.
context: Why...\Eh?\Why are you talking about this?\Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it. response:	Not for a single moment...
context: Eh?\Why are you talking about this?\Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it.\Not for a single moment... response:	Anyway, be careful.
context: Why are you talking about this?\Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it.\Not for a single moment...\Anyway, be careful. response:	What the hell are you doing?
context: Just because I am mom's child...\Just because that happened...\Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it.\Not for a single moment...\Anyway, be careful.\What the hell are you doing? response:	Shin-chan...
context: Just because that happened...\Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it.\Not for a single moment...\Anyway, be careful.\What the hell are you doing?\Shin-chan... response:	What the hell is that story?
context: Is that why you are calling me easy!?\You... still remember that story?\I've never forgotten about it.\Not for a single moment...\Anyway, be careful.\What the hell are you doing?\Shin-chan...\What the hell is that story? response:	It has nothing to do with Shin-chan.
context: You... still remember that story?\I've never forgotten about it.\Not for a single moment...\Anyway, be careful.\What the hell are you doing?\Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan. response:	I have always been wondering...
context: I've never forgotten about it.\Not for a single moment...\Anyway, be careful.\What the hell are you doing?\Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering... response:	Mom, aren't you acting too strict towards Hiromi?!
context: Not for a single moment...\Anyway, be careful.\What the hell are you doing?\Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?! response:	Shinichirou-kun, stop it!
context: Anyway, be careful.\What the hell are you doing?\Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it! response:	It's fine already!
context: What the hell are you doing?\Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already! response:	It's not!
context: Shin-chan...\What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already!\It's not! response:	I said it's fine! Leave me alone!
context: What the hell is that story?\It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already!\It's not!\I said it's fine! Leave me alone! response:	Hiromi!
context: It has nothing to do with Shin-chan.\I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already!\It's not!\I said it's fine! Leave me alone!\Hiromi! response:	Mom, please! Take it easy!
context: I have always been wondering...\Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already!\It's not!\I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy! response:	What did mom say to you?
context: Mom, aren't you acting too strict towards Hiromi?!\Shinichirou-kun, stop it!\It's fine already!\It's not!\I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy!\What did mom say to you? response:	What is that story?
context: Shinichirou-kun, stop it!\It's fine already!\It's not!\I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy!\What did mom say to you?\What is that story? response:	Want me to tell you a big secret?
context: It's fine already!\It's not!\I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy!\What did mom say to you?\What is that story?\Want me to tell you a big secret? response:	My birthday is latter,
context: It's not!\I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy!\What did mom say to you?\What is that story?\Want me to tell you a big secret?\My birthday is latter, response:	So Shinichirou-kun is my older brother.
context: I said it's fine! Leave me alone!\Hiromi!\Mom, please! Take it easy!\What did mom say to you?\What is that story?\Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother. response:	Is that... some kind of joke?
context: Hiromi!\Mom, please! Take it easy!\What did mom say to you?\What is that story?\Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke? response:	Seriously... doesn't it seem like a joke?
context: Mom, please! Take it easy!\What did mom say to you?\What is that story?\Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke? response:	Oba-san said that Shinichirou-kun's father might be my real father.
context: What did mom say to you?\What is that story?\Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father. response:	I said it...
context: What is that story?\Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it... response:	What... should I do...?
context: Want me to tell you a big secret?\My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...? response:	Left behind by the girl...
context: My birthday is latter,\So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...?\Left behind by the girl... response:	There, a small pond had formed.
context: So Shinichirou-kun is my older brother.\Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...?\Left behind by the girl...\There, a small pond had formed. response:	A pond formed from the girl's tears.
context: Is that... some kind of joke?\Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...?\Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears. response:	For some reason...
context: Seriously... doesn't it seem like a joke?\Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...?\Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears.\For some reason... response:	It was really deep.
context: Oba-san said that Shinichirou-kun's father might be my real father.\I said it...\What... should I do...?\Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears.\For some reason...\It was really deep. response:	Infinitely deep.
context: I said it...\What... should I do...?\Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears.\For some reason...\It was really deep.\Infinitely deep. response:	I...
context: What... should I do...?\Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears.\For some reason...\It was really deep.\Infinitely deep.\I... response:	felt like I was dragged down into it.
context: Left behind by the girl...\There, a small pond had formed.\A pond formed from the girl's tears.\For some reason...\It was really deep.\Infinitely deep.\I...\felt like I was dragged down into it. response:	Shinichirou has a cockroach on his headJ
context: There, a small pond had formed.\A pond formed from the girl's tears.\For some reason...\It was really deep.\Infinitely deep.\I...\felt like I was dragged down into it.\Shinichirou has a cockroach on his headJ response:	Shinichirou has a cockroach on his backJ
context: A pond formed from the girl's tears.\For some reason...\It was really deep.\Infinitely deep.\I...\felt like I was dragged down into it.\Shinichirou has a cockroach on his headJ\Shinichirou has a cockroach on his backJ response:	Should I give up on Hiromi?
context: For some reason...\It was really deep.\Infinitely deep.\I...\felt like I was dragged down into it.\Shinichirou has a cockroach on his headJ\Shinichirou has a cockroach on his backJ\Should I give up on Hiromi? response:	Apologize to Shinichirou.
context: It was really deep.\Infinitely deep.\I...\felt like I was dragged down into it.\Shinichirou has a cockroach on his headJ\Shinichirou has a cockroach on his backJ\Should I give up on Hiromi?\Apologize to Shinichirou. response:	Who's that girl?
context: Infinitely deep.\I...\felt like I was dragged down into it.\Shinichirou has a cockroach on his headJ\Shinichirou has a cockroach on his backJ\Should I give up on Hiromi?\Apologize to Shinichirou.\Who's that girl? response:	Tell me properly, write it down here.
