context: Wha...! response:	It was a silent night
context: I'm close. I'll be right there!\Mikusa Building\Calm down.\I want to settle this peacefully.\Yuuko Tamaru, right?\The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours. response:	You have no priors.
context: Mikusa Building\Calm down.\I want to settle this peacefully.\Yuuko Tamaru, right?\The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors. response:	If you claim it was an accident, they might not press charges.
context: Calm down.\I want to settle this peacefully.\Yuuko Tamaru, right?\The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges. response:	Charges?
context: I want to settle this peacefully.\Yuuko Tamaru, right?\The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges.\Charges? response:	I don't care what they do to me.
context: Yuuko Tamaru, right?\The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me. response:	Then why are you running, Yuuko?
context: The police?\Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me.\Then why are you running, Yuuko? response:	Yuuki...
context: Public Security Division 5, for devil-related crimes.\We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki... response:	What?
context: We can make special allowances in cases like yours.\You have no priors.\If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki...\What? response:	Do you have someone...
context: You have no priors.\If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki...\What?\Do you have someone... response:	Someone you'd do anything to protect?
context: If you claim it was an accident, they might not press charges.\Charges?\I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki...\What?\Do you have someone...\Someone you'd do anything to protect? response:	If you don't, you wouldn't understand how I feel.
context: Charges?\I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki...\What?\Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel. response:	He meant the world to me. He was helping me make dinner.
context: I don't care what they do to me.\Then why are you running, Yuuko?\Yuuki...\What?\Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner. response:	He slipped and cut his finger. Then he said...
context: Then why are you running, Yuuko?\Yuuki...\What?\Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said... response:	Lick it off?
context: Yuuki...\What?\Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off? response:	The next thing I knew, I had stabbed him...
context: What?\Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him... response:	and I had been desperately drinking his blood!
context: Do you have someone...\Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood! response:	I was...
context: Someone you'd do anything to protect?\If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was... response:	I was always so careful!
context: If you don't, you wouldn't understand how I feel.\He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was...\I was always so careful! response:	So careful not to hurt him.
context: He meant the world to me. He was helping me make dinner.\He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was...\I was always so careful!\So careful not to hurt him. response:	I should have known it wouldn't work.
context: He slipped and cut his finger. Then he said...\Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was...\I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work. response:	A devil marrying a human...
context: Lick it off?\The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was...\I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human... response:	Living under the same roof.
context: The next thing I knew, I had stabbed him...\and I had been desperately drinking his blood!\I was...\I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof. response:	Damn right it didn't work.
context: and I had been desperately drinking his blood!\I was...\I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof.\Damn right it didn't work. response:	He stuck out his bloody finger and asked you to lick it.
context: I was...\I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it. response:	What part of that is being careful?
context: I was always so careful!\So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful? response:	What?
context: So careful not to hurt him.\I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What? response:	I don't care if he was your husband.
context: I should have known it wouldn't work.\A devil marrying a human...\Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What?\I don't care if he was your husband. response:	If you see blood, you're gonna lose it.
context: A devil marrying a human...\Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What?\I don't care if he was your husband.\If you see blood, you're gonna lose it. response:	So I guess you didn't really teach your husband how scary devils can be.
context: Living under the same roof.\Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What?\I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be. response:	You said you'd do anything to protect him, but you were just afraid he'd stop liking you.
context: Damn right it didn't work.\He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What?\I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you. response:	You can't leave out the important stuff.
context: He stuck out his bloody finger and asked you to lick it.\What part of that is being careful?\What?\I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff. response:	December 3, 23:35.
context: What part of that is being careful?\What?\I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35. response:	Target T was arrested on charges of assault by F Squad.
context: What?\I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad. response:	Present on the scene: Senior Officer Sawazaki
context: I don't care if he was your husband.\If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki response:	and Officer Anzai.
context: If you see blood, you're gonna lose it.\So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai. response:	I knew it!
context: So I guess you didn't really teach your husband how scary devils can be.\You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it! response:	You followed me, didn't you?
context: You said you'd do anything to protect him, but you were just afraid he'd stop liking you.\You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it!\You followed me, didn't you? response:	And hello? You didn't even lock the door?
context: You can't leave out the important stuff.\December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door? response:	A woman alone, in the middle of the night!
context: December 3, 23:35.\Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night! response:	Uh, yes. You're right, I'm sorry.
context: Target T was arrested on charges of assault by F Squad.\Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry. response:	But you left this here, so...
context: Present on the scene: Senior Officer Sawazaki\and Officer Anzai.\I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so... response:	I'm sorry.
context: and Officer Anzai.\I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry. response:	I'm surprised he's actually apologizing.
context: I knew it!\You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing. response:	But from now on, you don't have to bring me my stuff.
context: You followed me, didn't you?\And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff. response:	Understand?
context: And hello? You didn't even lock the door?\A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand? response:	Uh, yes.
context: A woman alone, in the middle of the night!\Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes. response:	Um... that woman...
context: Uh, yes. You're right, I'm sorry.\But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes.\Um... that woman... response:	An old friend.
context: But you left this here, so...\I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes.\Um... that woman...\An old friend. response:	We made snowmen together when we were kids.
context: I'm sorry.\I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes.\Um... that woman...\An old friend.\We made snowmen together when we were kids. response:	It's cold.
context: I'm surprised he's actually apologizing.\But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes.\Um... that woman...\An old friend.\We made snowmen together when we were kids.\It's cold. response:	Don't you ever get hurt in front of me again.
context: But from now on, you don't have to bring me my stuff.\Understand?\Uh, yes.\Um... that woman...\An old friend.\We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again. response:	It's not easy to arrange for non-family members to visit a devil.
context: Understand?\Uh, yes.\Um... that woman...\An old friend.\We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil. response:	But they might make an exception if the visitor could help the devil reform himself.
context: Uh, yes.\Um... that woman...\An old friend.\We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself. response:	If you want to see him, then...
context: Um... that woman...\An old friend.\We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then... response:	Are you okay?
context: An old friend.\We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay? response:	I mean, um... if you want...
context: We made snowmen together when we were kids.\It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay?\I mean, um... if you want... response:	A kotatsu.
context: It's cold.\Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay?\I mean, um... if you want...\A kotatsu. response:	Do you have one?
context: Don't you ever get hurt in front of me again.\It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay?\I mean, um... if you want...\A kotatsu.\Do you have one? response:	I only have the things I need to get by.
context: It's not easy to arrange for non-family members to visit a devil.\But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay?\I mean, um... if you want...\A kotatsu.\Do you have one?\I only have the things I need to get by. response:	I think everyone needs one.
context: But they might make an exception if the visitor could help the devil reform himself.\If you want to see him, then...\Are you okay?\I mean, um... if you want...\A kotatsu.\Do you have one?\I only have the things I need to get by.\I think everyone needs one. response:	Do you get cold easily?
context: If you want to see him, then...\Are you okay?\I mean, um... if you want...\A kotatsu.\Do you have one?\I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily? response:	No, but my temperature's usually about 80 degrees.
context: Are you okay?\I mean, um... if you want...\A kotatsu.\Do you have one?\I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees. response:	Th-that's low!
context: I mean, um... if you want...\A kotatsu.\Do you have one?\I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low! response:	Hey, Anzai. Where are you now?
context: A kotatsu.\Do you have one?\I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now? response:	How many times have I told you to stop running off on your-
context: Do you have one?\I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your- response:	Sorry. I have to go.
context: I only have the things I need to get by.\I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go. response:	And you make sure to lock your door.
context: I think everyone needs one.\Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door. response:	Um, wait!
context: Do you get cold easily?\No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door.\Um, wait! response:	What? Do it with somebody watching? Not a chance.
context: No, but my temperature's usually about 80 degrees.\Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance. response:	Hey, Anzai.
context: Th-that's low!\Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai. response:	Right, here are your sedatives.
context: Hey, Anzai. Where are you now?\How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives. response:	Oh, thanks. This'll help.
context: How many times have I told you to stop running off on your-\Sorry. I have to go.\And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help. response:	Where's Sawazaki? Not here yet?
context: Sorry. I have to go.\And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet? response:	He'll be here soon.
context: And you make sure to lock your door.\Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon. response:	He said he's gonna be lecturing you all night.
context: Um, wait!\What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night. response:	Something about you running off on your own again?
context: What? Do it with somebody watching? Not a chance.\Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again? response:	He's right!
context: Hey, Anzai.\Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right! response:	You've been such a stranger lately, Yuuki.
context: Right, here are your sedatives.\Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki. response:	When you have this wonderful older woman taking pity on you and inviting you over for some company.
context: Oh, thanks. This'll help.\Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company. response:	Leave me alone.
context: Where's Sawazaki? Not here yet?\He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone. response:	Water, please.
context: He'll be here soon.\He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please. response:	Wait. Are you two dating?
context: He said he's gonna be lecturing you all night.\Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please.\Wait. Are you two dating? response:	Oh, please. Of course we are.
context: Something about you running off on your own again?\He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please.\Wait. Are you two dating?\Oh, please. Of course we are. response:	What? Really?
context: He's right!\You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please.\Wait. Are you two dating?\Oh, please. Of course we are.\What? Really? response:	Of course we are not.
context: You've been such a stranger lately, Yuuki.\When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please.\Wait. Are you two dating?\Oh, please. Of course we are.\What? Really?\Of course we are not. response:	What's wrong with you guys?
context: When you have this wonderful older woman taking pity on you and inviting you over for some company.\Leave me alone.\Water, please.\Wait. Are you two dating?\Oh, please. Of course we are.\What? Really?\Of course we are not.\What's wrong with you guys? response:	Don't believe her.
context: Leave me alone.\Water, please.\Wait. Are you two dating?\Oh, please. Of course we are.\What? Really?\Of course we are not.\What's wrong with you guys?\Don't believe her. response:	So? What were you talking about?
context: Water, please.\Wait. Are you two dating?\Oh, please. Of course we are.\What? Really?\Of course we are not.\What's wrong with you guys?\Don't believe her.\So? What were you talking about? response:	Hm? Oh.
context: Wait. Are you two dating?\Oh, please. Of course we are.\What? Really?\Of course we are not.\What's wrong with you guys?\Don't believe her.\So? What were you talking about?\Hm? Oh. response:	Just about a ridiculous new clause they added to the guidelines.
context: Oh, please. Of course we are.\What? Really?\Of course we are not.\What's wrong with you guys?\Don't believe her.\So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines. response:	Sexual intercourse between a human and a vampire will now be legal,
context: What? Really?\Of course we are not.\What's wrong with you guys?\Don't believe her.\So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal, response:	as long as there is consent from both parties and a doctor is present.
context: Of course we are not.\What's wrong with you guys?\Don't believe her.\So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present. response:	But is that really a good idea?
context: What's wrong with you guys?\Don't believe her.\So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea? response:	That Tamaru couple, they were a human and a devil.
context: Don't believe her.\So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil. response:	They even signed a prenup promising not to have sex, and look how that turned out.
context: So? What were you talking about?\Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out. response:	What kind of hot pot should I make?
context: Hm? Oh.\Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make? response:	Huh? Hot pot?
context: Just about a ridiculous new clause they added to the guidelines.\Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot? response:	In your apartment?
context: Sexual intercourse between a human and a vampire will now be legal,\as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot?\In your apartment? response:	It's cold out on the balcony.
context: as long as there is consent from both parties and a doctor is present.\But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot?\In your apartment?\It's cold out on the balcony. response:	And I was hoping we could talk more.
context: But is that really a good idea?\That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot?\In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more. response:	No, wait. That's no reason to...
context: That Tamaru couple, they were a human and a devil.\They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot?\In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to... response:	I can't just go in your room. That would be...
context: They even signed a prenup promising not to have sex, and look how that turned out.\What kind of hot pot should I make?\Huh? Hot pot?\In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be... response:	If... if it can...
context: What kind of hot pot should I make?\Huh? Hot pot?\In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can... response:	wait until after my squad meeting tomorrow...
context: Huh? Hot pot?\In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow... response:	Okay, I'll stop by the store on my way home from class and buy ingredients.
context: In your apartment?\It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients. response:	Is there anything you-
context: It's cold out on the balcony.\And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you- response:	Hey...
context: And I was hoping we could talk more.\No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey... response:	What are you so happy about?
context: No, wait. That's no reason to...\I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey...\What are you so happy about? response:	What? N-nothing!
context: I can't just go in your room. That would be...\If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey...\What are you so happy about?\What? N-nothing! response:	You know, if you wait until my meeting's over, we can meet up and I can carry the bags.
context: If... if it can...\wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey...\What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags. response:	So, what school do you go to again?
context: wait until after my squad meeting tomorrow...\Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey...\What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again? response:	Let's see, Professor Ochiai's office is...
context: Okay, I'll stop by the store on my way home from class and buy ingredients.\Is there anything you-\Hey...\What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is... response:	Oh, here it is.
context: Is there anything you-\Hey...\What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is. response:	The lights are on-
context: Hey...\What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on- response:	Whoa!
context: What are you so happy about?\What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on-\Whoa! response:	Taira.
context: What? N-nothing!\You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on-\Whoa!\Taira. response:	You startled me.
context: You know, if you wait until my meeting's over, we can meet up and I can carry the bags.\So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on-\Whoa!\Taira.\You startled me. response:	What are you doing here at this hour?
context: So, what school do you go to again?\Let's see, Professor Ochiai's office is...\Oh, here it is.\The lights are on-\Whoa!\Taira.\You startled me.\What are you doing here at this hour? response:	I-I came to return the book I borrowed.
