context: There aren't many Russians who hate the summer sun. response:	We thoroughly and innocently enjoyed those short summer days.
context: It's not the response I expected.\Rationally speaking, there's no reason to refuse.\We know that she's a decoy.\There's no need to be fixated on that girl.\Or do you expect to find Pavlichenko if you're with her?\I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark. response:	Of course, this puzzles me even more.
context: Rationally speaking, there's no reason to refuse.\We know that she's a decoy.\There's no need to be fixated on that girl.\Or do you expect to find Pavlichenko if you're with her?\I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more. response:	You aren't getting attached to that girl or anything, are you?
context: We know that she's a decoy.\There's no need to be fixated on that girl.\Or do you expect to find Pavlichenko if you're with her?\I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you? response:	Think whatever you want.
context: There's no need to be fixated on that girl.\Or do you expect to find Pavlichenko if you're with her?\I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want. response:	Is that all?
context: Or do you expect to find Pavlichenko if you're with her?\I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all? response:	Wait.
context: I killed Pavlichenko.\Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all?\Wait. response:	We've already captured Suou.
context: Oh, right.\It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all?\Wait.\We've already captured Suou. response:	If you leave now, we will take her, even if it means stopping the train.
context: It appears that you've been kept in the dark.\Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all?\Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train. response:	We've got another trick up our sleeves.
context: Of course, this puzzles me even more.\You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all?\Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves. response:	This remote control will detonate the explosives on this train.
context: You aren't getting attached to that girl or anything, are you?\Think whatever you want.\Is that all?\Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train. response:	It's up to you to believe me or not.
context: Think whatever you want.\Is that all?\Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not. response:	But I'm sure you're not one to make any rash decisions.
context: Is that all?\Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions. response:	Why I didn't kill you?
context: Wait.\We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you? response:	I want to know why you didn't kill me back then.
context: We've already captured Suou.\If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then. response:	You had several chances to finish me.
context: If you leave now, we will take her, even if it means stopping the train.\We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me. response:	Perhaps I would've shot you.
context: We've got another trick up our sleeves.\This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you. response:	I'm sure, I would have...
context: This remote control will detonate the explosives on this train.\It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have... response:	If Hei wasn't there...
context: It's up to you to believe me or not.\But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there... response:	I see...
context: But I'm sure you're not one to make any rash decisions.\Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there...\I see... response:	But I'm really glad I didn't.
context: Why I didn't kill you?\I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there...\I see...\But I'm really glad I didn't. response:	Why?
context: I want to know why you didn't kill me back then.\You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there...\I see...\But I'm really glad I didn't.\Why? response:	'Why?', you ask. Because we're friends.
context: You had several chances to finish me.\Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there...\I see...\But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends. response:	That's not a valid reason.
context: Perhaps I would've shot you.\I'm sure, I would have...\If Hei wasn't there...\I see...\But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends.\That's not a valid reason. response:	There are times when we hate each other exactly because we're friends.
context: I'm sure, I would have...\If Hei wasn't there...\I see...\But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends. response:	I used to hate you.
context: If Hei wasn't there...\I see...\But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you. response:	You were closer to Nika than you should've been.
context: I see...\But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been. response:	I didn't have a crush on him...
context: But I'm really glad I didn't.\Why?\'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him... response:	I wanted Nika to look at me.
context: Why?\'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me. response:	I remember thinking that.
context: 'Why?', you ask. Because we're friends.\That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that. response:	However, I cannot remember exactly how I felt...
context: That's not a valid reason.\There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt... response:	I remember...
context: There are times when we hate each other exactly because we're friends.\I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt...\I remember... response:	that I liked Nika.
context: I used to hate you.\You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt...\I remember...\that I liked Nika. response:	I remember...
context: You were closer to Nika than you should've been.\I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt...\I remember...\that I liked Nika.\I remember... response:	that I killed Nika.
context: I didn't have a crush on him...\I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt...\I remember...\that I liked Nika.\I remember...\that I killed Nika. response:	Episode 8 The Sun Sways on a Summer Day
context: I wanted Nika to look at me.\I remember thinking that.\However, I cannot remember exactly how I felt...\I remember...\that I liked Nika.\I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day response:	Oh, you've got such great taste.
context: I remember thinking that.\However, I cannot remember exactly how I felt...\I remember...\that I liked Nika.\I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste. response:	Starting off the day in a cafe, huh?
context: However, I cannot remember exactly how I felt...\I remember...\that I liked Nika.\I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh? response:	I'll have a banana parfait.
context: I remember...\that I liked Nika.\I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait. response:	Is stalking people your hobby, or what?
context: that I liked Nika.\I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what? response:	Given a choice, I'd rather chase after the young virgins.
context: I remember...\that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins. response:	There's your serious look again.
context: that I killed Nika.\Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again. response:	I was just kidding.
context: Episode 8 The Sun Sways on a Summer Day\Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding. response:	I'm different from BK201.
context: Oh, you've got such great taste.\Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding.\I'm different from BK201. response:	I'm sure you've heard about someone who helped an adolescent girl escape, out of love.
context: Starting off the day in a cafe, huh?\I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love. response:	I wouldn't know if it was out of love.
context: I'll have a banana parfait.\Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love. response:	Oh, we're getting jealous now?
context: Is stalking people your hobby, or what?\Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now? response:	The more I dig, the more interesting it gets.
context: Given a choice, I'd rather chase after the young virgins.\There's your serious look again.\I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets. response:	That doll, Izanami, has an incredible power.
context: There's your serious look again.\I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power. response:	I'm glad you see it my way.
context: I was just kidding.\I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way. response:	Fundamentally, I trust contractors.
context: I'm different from BK201.\I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors. response:	They won't do something illogical, like getting innocent people involved.
context: I'm sure you've heard about someone who helped an adolescent girl escape, out of love.\I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved. response:	But lately, I've heard of a lot of contractors with irregular behaviors.
context: I wouldn't know if it was out of love.\Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors. response:	Have you heard that there's been a good number of contractors who committed suicide in the past few years?
context: Oh, we're getting jealous now?\The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years? response:	Not only that, but it was caused by a single doll's powers.
context: The more I dig, the more interesting it gets.\That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers. response:	Izanami sends contractors to heaven.
context: That doll, Izanami, has an incredible power.\I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven. response:	Rumor has it that this doll posses such a power.
context: I'm glad you see it my way.\Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power. response:	What they actually plan to do after securing it...
context: Fundamentally, I trust contractors.\They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it... response:	Don't tell me Section 3 is...
context: They won't do something illogical, like getting innocent people involved.\But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is... response:	Hey, I didn't say who...
context: But lately, I've heard of a lot of contractors with irregular behaviors.\Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who... response:	Well, I told you something interesting,
context: Have you heard that there's been a good number of contractors who committed suicide in the past few years?\Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting, response:	so I expect something in return.
context: Not only that, but it was caused by a single doll's powers.\Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return. response:	Something in return?
context: Izanami sends contractors to heaven.\Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return.\Something in return? response:	It's written all over your face that you've found something out, too.
context: Rumor has it that this doll posses such a power.\What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too. response:	I really want to obtain that doll.
context: What they actually plan to do after securing it...\Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll. response:	If possible, I want a certain contractor to commit suicide.
context: Don't tell me Section 3 is...\Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide. response:	I told you that I trust contractors,
context: Hey, I didn't say who...\Well, I told you something interesting,\so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors, response:	but if you ask me whether I like or hate them, the answer is that I clearly hate them.
context: Well, I told you something interesting,\so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them. response:	I got a call a moment ago.
context: so I expect something in return.\Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago. response:	A contractor named Ilya that the SVR dispatched has just died.
context: Something in return?\It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died. response:	Did you kill him?
context: It's written all over your face that you've found something out, too.\I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him? response:	If yes, I feel like embracing you.
context: I really want to obtain that doll.\If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you. response:	He was a complete psycho from top to bottom.
context: If possible, I want a certain contractor to commit suicide.\I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom. response:	My dear niece was murdered by him!
context: I told you that I trust contractors,\but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him! response:	It was a clear, midsummer morning.
context: but if you ask me whether I like or hate them, the answer is that I clearly hate them.\I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning. response:	Since then, I haven't been able to love the summer sun again.
context: I got a call a moment ago.\A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again. response:	Can you understand how I felt when he killed her, even though it was out of duty?!
context: A contractor named Ilya that the SVR dispatched has just died.\Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?! response:	We hope you enjoyed your ride.
context: Did you kill him?\If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride. response:	In fifteen minutes, we will be at our last stop, Oomiya.
context: If yes, I feel like embracing you.\He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya. response:	What did you do, then?
context: He was a complete psycho from top to bottom.\My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then? response:	Didn't you think of revenge?
context: My dear niece was murdered by him!\It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge? response:	What were you afraid of?
context: It was a clear, midsummer morning.\Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge?\What were you afraid of? response:	That you would meet the same fate?
context: Since then, I haven't been able to love the summer sun again.\Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate? response:	Or were you looking for profit?
context: Can you understand how I felt when he killed her, even though it was out of duty?!\We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate?\Or were you looking for profit? response:	That man was indeed a psycho.
context: We hope you enjoyed your ride.\In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho. response:	Not because he was a contractor,
context: In fifteen minutes, we will be at our last stop, Oomiya.\What did you do, then?\Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor, response:	but because he was a failure as a human that he became an abominable contractor. That's all.
context: What did you do, then?\Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all. response:	And you can't do anything outside your logical understanding, despite being a human.
context: Didn't you think of revenge?\What were you afraid of?\That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human. response:	You don't have the guts to kill the passengers!
context: What were you afraid of?\That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers! response:	Commence the plan!
context: That you would meet the same fate?\Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan! response:	Stop the train and get Suou out.
context: Or were you looking for profit?\That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out. response:	Tanya?
context: That man was indeed a psycho.\Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out.\Tanya? response:	Sheesh, making me run through the whole train...
context: Not because he was a contractor,\but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train... response:	W-What the hell is this?!
context: but because he was a failure as a human that he became an abominable contractor. That's all.\And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?! response:	Run, Suou!
context: And you can't do anything outside your logical understanding, despite being a human.\You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou! response:	Tanya, where are you?
context: You don't have the guts to kill the passengers!\Commence the plan!\Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou!\Tanya, where are you? response:	I'm chasing after Suou!
context: Commence the plan!\Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou!\Tanya, where are you?\I'm chasing after Suou! response:	Don't let her escape!
context: Stop the train and get Suou out.\Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou!\Tanya, where are you?\I'm chasing after Suou!\Don't let her escape! response:	You have to capture her!
context: Tanya?\Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou!\Tanya, where are you?\I'm chasing after Suou!\Don't let her escape!\You have to capture her! response:	Affirmative.
context: Sheesh, making me run through the whole train...\W-What the hell is this?!\Run, Suou!\Tanya, where are you?\I'm chasing after Suou!\Don't let her escape!\You have to capture her!\Affirmative. response:	July, where is Suou?
context: W-What the hell is this?!\Run, Suou!\Tanya, where are you?\I'm chasing after Suou!\Don't let her escape!\You have to capture her!\Affirmative.\July, where is Suou? response:	July...
context: Run, Suou!\Tanya, where are you?\I'm chasing after Suou!\Don't let her escape!\You have to capture her!\Affirmative.\July, where is Suou?\July... response:	Just give up and come with me.
context: Tanya, where are you?\I'm chasing after Suou!\Don't let her escape!\You have to capture her!\Affirmative.\July, where is Suou?\July...\Just give up and come with me. response:	Tanya...
context: I'm chasing after Suou!\Don't let her escape!\You have to capture her!\Affirmative.\July, where is Suou?\July...\Just give up and come with me.\Tanya... response:	Tanya! You got her?!
context: Don't let her escape!\You have to capture her!\Affirmative.\July, where is Suou?\July...\Just give up and come with me.\Tanya...\Tanya! You got her?! response:	Can't we talk this over?
context: You have to capture her!\Affirmative.\July, where is Suou?\July...\Just give up and come with me.\Tanya...\Tanya! You got her?!\Can't we talk this over? response:	I'm afraid not.
context: Affirmative.\July, where is Suou?\July...\Just give up and come with me.\Tanya...\Tanya! You got her?!\Can't we talk this over?\I'm afraid not. response:	Very well.
context: July, where is Suou?\July...\Just give up and come with me.\Tanya...\Tanya! You got her?!\Can't we talk this over?\I'm afraid not.\Very well. response:	Tell me.
context: July...\Just give up and come with me.\Tanya...\Tanya! You got her?!\Can't we talk this over?\I'm afraid not.\Very well.\Tell me. response:	Did you kill Ilya?
context: Just give up and come with me.\Tanya...\Tanya! You got her?!\Can't we talk this over?\I'm afraid not.\Very well.\Tell me.\Did you kill Ilya? response:	Tanya! Stop it!
context: Tanya...\Tanya! You got her?!\Can't we talk this over?\I'm afraid not.\Very well.\Tell me.\Did you kill Ilya?\Tanya! Stop it! response:	Stop it!
context: Tanya! You got her?!\Can't we talk this over?\I'm afraid not.\Very well.\Tell me.\Did you kill Ilya?\Tanya! Stop it!\Stop it! response:	Tanya!
context: Can't we talk this over?\I'm afraid not.\Very well.\Tell me.\Did you kill Ilya?\Tanya! Stop it!\Stop it!\Tanya! response:	Don't shoot, Suou!
context: I'm afraid not.\Very well.\Tell me.\Did you kill Ilya?\Tanya! Stop it!\Stop it!\Tanya!\Don't shoot, Suou! response:	Tanya...
