context: Otani... response:	Sorry.
context: And he said, If only I had a girlfriend like you, Nobu-chan...\And then it was like, So why don't we go out?\There was no drama involved.\That's a good thing. I've had enough of drama.\The person you like likes you back. That's pretty impressive in itself.\It's almost a miracle, in fact.\Risa...\Risa-chan... response:	You too, Chiharu-chan.
context: And then it was like, So why don't we go out?\There was no drama involved.\That's a good thing. I've had enough of drama.\The person you like likes you back. That's pretty impressive in itself.\It's almost a miracle, in fact.\Risa...\Risa-chan...\You too, Chiharu-chan. response:	Yes?
context: There was no drama involved.\That's a good thing. I've had enough of drama.\The person you like likes you back. That's pretty impressive in itself.\It's almost a miracle, in fact.\Risa...\Risa-chan...\You too, Chiharu-chan.\Yes? response:	You got your miracle easily enough, and things have gone well with Suzuki-kun.
context: That's a good thing. I've had enough of drama.\The person you like likes you back. That's pretty impressive in itself.\It's almost a miracle, in fact.\Risa...\Risa-chan...\You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun. response:	You two should be more thankful to God.
context: The person you like likes you back. That's pretty impressive in itself.\It's almost a miracle, in fact.\Risa...\Risa-chan...\You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God. response:	It-It-It's just me that's...
context: It's almost a miracle, in fact.\Risa...\Risa-chan...\You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's... response:	Damn it! What the hell...?!
context: Risa...\Risa-chan...\You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?! response:	What's this? Alcohol?!
context: Risa-chan...\You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?! response:	It'll be fine, Risa-chan.
context: You too, Chiharu-chan.\Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan. response:	He didn't say that he didn't like you at all.
context: Yes?\You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all. response:	That's right, Risa. Just do your best.
context: You got your miracle easily enough, and things have gone well with Suzuki-kun.\You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best. response:	But I can't bare my chest!
context: You two should be more thankful to God.\It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest! response:	You idiot! No one told you to do it literally!
context: It-It-It's just me that's...\Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally! response:	I meant mentally bare your chest!
context: Damn it! What the hell...?!\What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest! response:	Mentally bare my chest?
context: What's this? Alcohol?!\It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest? response:	That's right.
context: It'll be fine, Risa-chan.\He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest?\That's right. response:	Reveal the inner breasts that lie deep within your heart!
context: He didn't say that he didn't like you at all.\That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart! response:	Mine aren't as big as yours, Nobu-chan.
context: That's right, Risa. Just do your best.\But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan. response:	This has nothing to do with size.
context: But I can't bare my chest!\You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size. response:	Bare them! Go on! Bare them!
context: You idiot! No one told you to do it literally!\I meant mentally bare your chest!\Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them! response:	I think you should lower your voice...
context: I meant mentally bare your chest!\Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice... response:	You can do it if you really want to!
context: Mentally bare my chest?\That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to! response:	Yeah. You're cute too, Risa-chan.
context: That's right.\Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan. response:	Cute?
context: Reveal the inner breasts that lie deep within your heart!\Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute? response:	Just use a bit of charm and Otani-kun will be done for.
context: Mine aren't as big as yours, Nobu-chan.\This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for. response:	But I'm All-Kyojin...
context: This has nothing to do with size.\Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin... response:	So you're tall like a model. What's wrong with that?!
context: Bare them! Go on! Bare them!\I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?! response:	I agree.
context: I think you should lower your voice...\You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree. response:	Do your best.
context: You can do it if you really want to!\Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree.\Do your best. response:	Believe in miracles.
context: Yeah. You're cute too, Risa-chan.\Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree.\Do your best.\Believe in miracles. response:	Believe in miracles...
context: Cute?\Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree.\Do your best.\Believe in miracles.\Believe in miracles... response:	I want Otani to fall in love with me.
context: Just use a bit of charm and Otani-kun will be done for.\But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree.\Do your best.\Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me. response:	Okay! I'll give it a try!
context: But I'm All-Kyojin...\So you're tall like a model. What's wrong with that?!\I agree.\Do your best.\Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try! response:	The great Christmas plan!
context: So you're tall like a model. What's wrong with that?!\I agree.\Do your best.\Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan! response:	Yeah!
context: I agree.\Do your best.\Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan!\Yeah! response:	First, I'll need to find a Christmas present for him.
context: Do your best.\Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him. response:	Yeah!
context: Believe in miracles.\Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him.\Yeah! response:	I'll reveal my chest!
context: Believe in miracles...\I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest! response:	Yeah...
context: I want Otani to fall in love with me.\Okay! I'll give it a try!\The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest!\Yeah... response:	Otani-kun...
context: Okay! I'll give it a try!\The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest!\Yeah...\Otani-kun... response:	Disgusting!
context: The great Christmas plan!\Yeah!\First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest!\Yeah...\Otani-kun...\Disgusting! response:	Wh-What do you mean, disgusting?!
context: Yeah!\First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest!\Yeah...\Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?! response:	Here I am, desperately trying to bare my chest to you...
context: First, I'll need to find a Christmas present for him.\Yeah!\I'll reveal my chest!\Yeah...\Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you... response:	Chest?
context: Yeah!\I'll reveal my chest!\Yeah...\Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest? response:	Uh... anyway... are you free for Christmas?
context: I'll reveal my chest!\Yeah...\Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas? response:	For Christmas?
context: Yeah...\Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas?\For Christmas? response:	No.
context: Otani-kun...\Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas?\For Christmas?\No. response:	It's over.
context: Disgusting!\Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas?\For Christmas?\No.\It's over. response:	Why?
context: Wh-What do you mean, disgusting?!\Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas?\For Christmas?\No.\It's over.\Why? response:	Why does it matter? So you're doing something for Christmas?
context: Here I am, desperately trying to bare my chest to you...\Chest?\Uh... anyway... are you free for Christmas?\For Christmas?\No.\It's over.\Why?\Why does it matter? So you're doing something for Christmas? response:	Yeah. My middle school's basketball club is getting together for a Christmas party.
context: Chest?\Uh... anyway... are you free for Christmas?\For Christmas?\No.\It's over.\Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party. response:	So it's like the one that Kanzaki-san invited you to last year, but you didn't go?
context: Uh... anyway... are you free for Christmas?\For Christmas?\No.\It's over.\Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go? response:	Uh, yeah. You remember that?
context: For Christmas?\No.\It's over.\Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that? response:	How could I forget?
context: No.\It's over.\Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget? response:	T-Then Kanzaki-san will be going too?
context: It's over.\Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too? response:	Uh... Probably.
context: Why?\Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably. response:	She was the manager, after all.
context: Why does it matter? So you're doing something for Christmas?\Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all. response:	Don't pull that face! It seriously pisses me off!
context: Yeah. My middle school's basketball club is getting together for a Christmas party.\So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off! response:	What's your problem?
context: So it's like the one that Kanzaki-san invited you to last year, but you didn't go?\Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem? response:	Nothing.
context: Uh, yeah. You remember that?\How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing. response:	I'm telling you, there's nothing going on between me and that girl, okay.
context: How could I forget?\T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay. response:	That girl?
context: T-Then Kanzaki-san will be going too?\Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl? response:	You're calling her that girl? now?
context: Uh... Probably.\She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now? response:	Oh my! Have you heard, ma'am?
context: She was the manager, after all.\Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am? response:	He just said, There's nothing going on between me and that girl.
context: Don't pull that face! It seriously pisses me off!\What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl. response:	I'd like to be able to say something like that myself. How cool.
context: What's your problem?\Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool. response:	What exactly did you want?
context: Nothing.\I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want? response:	Nothing.
context: I'm telling you, there's nothing going on between me and that girl, okay.\That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing. response:	Last year, he hung out with me.
context: That girl?\You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing.\Last year, he hung out with me. response:	I did make plans with you first, right?
context: You're calling her that girl? now?\Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing.\Last year, he hung out with me.\I did make plans with you first, right? response:	But that was because of the Umibouzu concert.
context: Oh my! Have you heard, ma'am?\He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing.\Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert. response:	It's not like he considered me more important than his ex-girlfriend.
context: He just said, There's nothing going on between me and that girl.\I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing.\Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend. response:	I knew that. I knew it, but I was still happy.
context: I'd like to be able to say something like that myself. How cool.\What exactly did you want?\Nothing.\Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy. response:	Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.
context: What exactly did you want?\Nothing.\Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected. response:	Fine. Go have a merry Christmas with that girl.
context: Nothing.\Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl. response:	And then, when you just happen to get back together,
context: Last year, he hung out with me.\I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together, response:	Koizumi?
context: I did make plans with you first, right?\But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi? response:	What is it?
context: But that was because of the Umibouzu concert.\It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi?\What is it? response:	Want to come along? To the Christmas party, I mean.
context: It's not like he considered me more important than his ex-girlfriend.\I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi?\What is it?\Want to come along? To the Christmas party, I mean. response:	What are you saying? I don't have anything to do with your middle school.
context: I knew that. I knew it, but I was still happy.\Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi?\What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school. response:	It's open invitation.
context: Without an Umibouzu ticket, I'm just an All-Kyojin to be rejected.\Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi?\What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation. response:	It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?
context: Fine. Go have a merry Christmas with that girl.\And then, when you just happen to get back together,\Koizumi?\What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right? response:	The Nakao couple are coming too.
context: And then, when you just happen to get back together,\Koizumi?\What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too. response:	What's this?
context: Koizumi?\What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this? response:	This is the first I've heard of it.
context: What is it?\Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this?\This is the first I've heard of it. response:	Well, we can spend Christmas Eve alone together,
context: Want to come along? To the Christmas party, I mean.\What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together, response:	Ahh. That's okay then.
context: What are you saying? I don't have anything to do with your middle school.\It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then. response:	Right.
context: It's open invitation.\It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right. response:	See?
context: It is a party, but we'll be playing a bit of basketball too, so the more the merrier, right?\The Nakao couple are coming too.\What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right.\See? response:	You're free anyway, right?
context: The Nakao couple are coming too.\What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right.\See?\You're free anyway, right? response:	Yep!
context: What's this?\This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right.\See?\You're free anyway, right?\Yep! response:	They said they already ordered a cake.
context: This is the first I've heard of it.\Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right.\See?\You're free anyway, right?\Yep!\They said they already ordered a cake. response:	We're gonna eat it in the gym? Won't we get in trouble?
context: Well, we can spend Christmas Eve alone together,\Ahh. That's okay then.\Right.\See?\You're free anyway, right?\Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble? response:	We'll get in trouble.
context: Ahh. That's okay then.\Right.\See?\You're free anyway, right?\Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble. response:	Risa, Risa!
context: Right.\See?\You're free anyway, right?\Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa! response:	Time for the great Christmas plan.
context: See?\You're free anyway, right?\Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan. response:	Bare your chest, and more forward!
context: You're free anyway, right?\Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward! response:	Chest.
context: Yep!\They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward!\Chest. response:	Chest.
context: They said they already ordered a cake.\We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward!\Chest.\Chest. response:	Right. Whether it's an ex-girlfriend or whatever, bring it on!
context: We're gonna eat it in the gym? Won't we get in trouble?\We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward!\Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on! response:	Using my chest baring power, I'll make Otani fall for me!
context: We'll get in trouble.\Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward!\Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me! response:	Merry Christmas!
context: Risa, Risa!\Time for the great Christmas plan.\Bare your chest, and more forward!\Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas! response:	It's Otani-senpai and Nakao-senpai!
context: Time for the great Christmas plan.\Bare your chest, and more forward!\Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai! response:	Merry Christmas!
context: Bare your chest, and more forward!\Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas! response:	Otani-sempai is as short as always.
context: Chest.\Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always. response:	I'll smack you for that, damn it.
context: Chest.\Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it. response:	The ex-girlfriend isn't here yet?
context: Right. Whether it's an ex-girlfriend or whatever, bring it on!\Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet? response:	Otani-sempai, I'm really sorry.
context: Using my chest baring power, I'll make Otani fall for me!\Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry. response:	Manager Kanzaki couldn't make it today.
context: Merry Christmas!\It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today. response:	So are you two back together yet or what?
context: It's Otani-senpai and Nakao-senpai!\Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what? response:	Geez, you guys! I told you there's nothing going on between us.
context: Merry Christmas!\Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us. response:	And you, don't look so obviously happy about it.
context: Otani-sempai is as short as always.\I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it. response:	So she's not coming?
context: I'll smack you for that, damn it.\The ex-girlfriend isn't here yet?\Otani-sempai, I'm really sorry.\Manager Kanzaki couldn't make it today.\So are you two back together yet or what?\Geez, you guys! I told you there's nothing going on between us.\And you, don't look so obviously happy about it.\So she's not coming? response:	What's this? What's this?
